M,L,START,TARGET,SZN,MEAN_SST_COLA_CESM1,VAR_SST_COLA_CESM1
8,2.5,5,7,JJA,26.572498666666668,1.2122401343567808
9,2.5,5,7,JJA,26.396877333333336,1.1828082505926438
10,2.5,5,7,JJA,26.443542333333333,0.9827463082943693
1,2.5,6,8,JAS,25.439433333333334,1.6112664734160922
2,2.5,6,8,JAS,25.503371333333334,1.5079436328947105
3,2.5,6,8,JAS,25.54702766666667,1.241101919563334
4,2.5,6,8,JAS,25.598305333333332,1.5147775313498864
5,2.5,6,8,JAS,25.471130333333335,1.4788402326860917
6,2.5,6,8,JAS,25.460438333333332,1.567774650145405
7,2.5,6,8,JAS,25.613259333333335,1.5957591029167784
8,2.5,6,8,JAS,25.621407666666666,1.4656586000460907
9,2.5,6,8,JAS,25.442145333333333,1.6911426449705766
10,2.5,6,8,JAS,25.598921,1.5259961218782767
1,2.5,7,9,ASO,25.286923666666667,1.3913689641412603
2,2.5,7,9,ASO,25.43059966666667,1.4284588889619536
3,2.5,7,9,ASO,25.438319666666665,1.5983933856033348
4,2.5,7,9,ASO,25.479617333333334,1.456020199365057
5,2.5,7,9,ASO,25.286814333333332,1.6801268946254035
6,2.5,7,9,ASO,25.376469333333333,1.5201139999236768
7,2.5,7,9,ASO,25.498611666666665,1.7657179284557476
8,2.5,7,9,ASO,25.428837666666666,1.8221194316460918
9,2.5,7,9,ASO,25.263982333333335,1.8029433943495403
10,2.5,7,9,ASO,25.281722333333335,1.5512650567081605
1,2.5,8,10,SON,25.315249666666666,1.5905408817550537
2,2.5,8,10,SON,25.431601,1.6591875393679294
3,2.5,8,10,SON,25.49329733333333,1.57269931944092
4,2.5,8,10,SON,25.434256666666666,1.6435519345540215
5,2.5,8,10,SON,25.409332666666668,1.566647039544366
6,2.5,8,10,SON,25.513555666666665,1.5382040065081612
7,2.5,8,10,SON,25.548017,1.6505274182148268
8,2.5,8,10,SON,25.463612666666666,1.6994001555305729
9,2.5,8,10,SON,25.369439666666665,1.7017273073412644
10,2.5,8,10,SON,25.367750666666666,1.5177728802891934
1,2.5,9,11,OND,25.863226,1.5225516614455172
2,2.5,9,11,OND,26.000127000000003,1.577737665683794
3,2.5,9,11,OND,26.004610333333336,1.5145640478240232
4,2.5,9,11,OND,26.068322333333334,1.624850469218508
5,2.5,9,11,OND,25.904954333333333,1.7059048167288504
6,2.5,9,11,OND,25.931358333333332,1.573754482510919
7,2.5,9,11,OND,26.119425,1.622464211308618
8,2.5,9,11,OND,26.102387,1.6039303479044846
9,2.5,9,11,OND,25.964682333333332,1.5734448508116086
10,2.5,9,11,OND,26.02349,1.7141670729310343
1,2.5,10,12,NDJ,26.160883666666667,1.562183445382644
2,2.5,10,12,NDJ,26.250832333333335,1.3927420382529894
3,2.5,10,12,NDJ,26.347570666666666,1.5330321733512644
4,2.5,10,12,NDJ,26.30823,1.485925401848275
5,2.5,10,12,NDJ,26.226492666666665,1.5419804169788507
6,2.5,10,12,NDJ,26.195561,1.4204062621541387
7,2.5,10,12,NDJ,26.340889999999998,1.5855394216896541
8,2.5,10,12,NDJ,26.32158666666667,1.6887958821885056
9,2.5,10,12,NDJ,26.189419666666666,1.5376147572998848
10,2.5,10,12,NDJ,26.266069666666667,1.6982686051067846
1,2.5,11,1,DJF,26.230402333333334,1.3702146922391951
2,2.5,11,1,DJF,26.258164,1.4307428578662071
3,2.5,11,1,DJF,26.308527666666667,1.5142984842116096
4,2.5,11,1,DJF,26.305805666666668,1.32582401819092
5,2.5,11,1,DJF,26.291024999999998,1.473343750232758
6,2.5,11,1,DJF,26.223302333333333,1.3195322505357472
7,2.5,11,1,DJF,26.296816666666665,1.4013702101747119
8,2.5,11,1,DJF,26.268294,1.4626876949696548
9,2.5,11,1,DJF,26.22780433333333,1.4356925927633322
10,2.5,11,1,DJF,26.306408333333334,1.3789338778281603
1,2.5,12,2,JFM,26.386840333333332,1.0998634705274701
2,2.5,12,2,JFM,26.409068333333334,1.1955970903109199
3,2.5,12,2,JFM,26.434346666666666,1.0245539362505738
4,2.5,12,2,JFM,26.443651,1.262118624912758
5,2.5,12,2,JFM,26.41197933333333,1.207947392751265
6,2.5,12,2,JFM,26.412840000000003,1.009664972282759
7,2.5,12,2,JFM,26.414656666666666,1.1899707037609197
8,2.5,12,2,JFM,26.413235999999998,0.9957852305834479
9,2.5,12,2,JFM,26.398645333333334,1.2617196258602301
10,2.5,12,2,JFM,26.393874333333333,1.1864699360943671
1,3.5,1,4,MAM,27.270883666666666,0.6599605914654019
2,3.5,1,4,MAM,27.30681966666667,0.642744998286092
3,3.5,1,4,MAM,27.30545233333333,0.5727217055633329
4,3.5,1,4,MAM,27.28382,0.6429554328000008
5,3.5,1,4,MAM,27.206219666666666,0.5056740112860921
6,3.5,1,4,MAM,27.271091666666667,0.6492747608143689
7,3.5,1,4,MAM,27.306296333333332,0.6101515240309194
8,3.5,1,4,MAM,27.325106666666667,0.6515756701678165
9,3.5,1,4,MAM,27.267445000000002,0.567391369722413
10,3.5,1,4,MAM,27.22675866666667,0.7323653773636774
1,3.5,2,5,AMJ,27.633398,0.3696092262096568
2,3.5,2,5,AMJ,27.61129833333333,0.4762606383591942
3,3.5,2,5,AMJ,27.609018666666667,0.37919306989471185
4,3.5,2,5,AMJ,27.637538333333335,0.4602721203454037
5,3.5,2,5,AMJ,27.663927666666666,0.38783244162540376
6,3.5,2,5,AMJ,27.647125666666668,0.5186775927357445
7,3.5,2,5,AMJ,27.652514666666665,0.4418395622119538
8,3.5,2,5,AMJ,27.652879,0.5011744722851711
9,3.5,2,5,AMJ,27.625598333333336,0.5188424136626447
10,3.5,2,5,AMJ,27.665140333333333,0.4539368773895409
1,3.5,3,6,MJJ,27.566743,0.744315035759653
2,3.5,3,6,MJJ,27.58150433333333,0.6791569350874704
3,3.5,3,6,MJJ,27.451131666666665,0.5252177848557478
4,3.5,3,6,MJJ,27.594659666666665,0.6676347284171251
5,3.5,3,6,MJJ,27.48189,0.6808038271103455
6,3.5,3,6,MJJ,27.459564666666665,0.6458601518947129
7,3.5,3,6,MJJ,27.628076333333336,0.6309183954585087
8,3.5,3,6,MJJ,27.59400133333333,0.7144267270878153
9,3.5,3,6,MJJ,27.480530333333334,0.6971394381550565
10,3.5,3,6,MJJ,27.436506666666666,0.49300035817471144
1,3.5,4,7,JJA,26.733450666666666,1.227671024634024
2,3.5,4,7,JJA,26.757276666666666,1.2209168454229895
3,3.5,4,7,JJA,26.765623333333334,0.9533997851885058
4,3.5,4,7,JJA,26.84081966666667,0.9110583252791971
5,3.5,4,7,JJA,26.743201333333335,0.9635325184188503
6,3.5,4,7,JJA,26.747580000000003,0.9717537840344832
7,3.5,4,7,JJA,26.779076333333332,1.040716998168852
8,3.5,4,7,JJA,26.906122333333332,1.1160709197840235
9,3.5,4,7,JJA,26.744519333333336,1.056334699220229
10,3.5,4,7,JJA,26.685717,0.7674390610631046
1,3.5,5,8,JAS,25.692482666666667,1.6153644564960916
2,3.5,5,8,JAS,25.512358,1.6716446457268956
3,3.5,5,8,JAS,25.577120333333333,1.585819982575747
4,3.5,5,8,JAS,25.538209666666667,1.98008598618954
5,3.5,5,8,JAS,25.531430666666665,1.86270446157885
6,3.5,5,8,JAS,25.630229333333332,1.8721245847788524
7,3.5,5,8,JAS,25.552896333333333,1.5995210583757475
8,3.5,5,8,JAS,25.657609666666666,2.0329645887895404
9,3.5,5,8,JAS,25.427332,1.844904285375172
10,3.5,5,8,JAS,25.474719333333333,1.5647185986960932
1,3.5,6,9,ASO,24.735599999999998,2.1264712743103447
2,3.5,6,9,ASO,24.804837333333335,1.994273098116783
3,3.5,6,9,ASO,24.845145,1.645797195860341
4,3.5,6,9,ASO,24.890176,2.0558301154731042
5,3.5,6,9,ASO,24.74964333333333,1.8224746639747127
6,3.5,6,9,ASO,24.739834666666663,1.969736073515401
7,3.5,6,9,ASO,24.951054,2.0241659843972406
8,3.5,6,9,ASO,24.929289333333333,1.8690411153236806
9,3.5,6,9,ASO,24.720644666666665,2.1579986374050555
10,3.5,6,9,ASO,24.911514,2.1072494528524133
1,3.5,7,10,SON,24.982148333333335,1.657439611304023
2,3.5,7,10,SON,25.134517666666667,1.7272630327012655
3,3.5,7,10,SON,25.13542066666667,1.9353284138271307
4,3.5,7,10,SON,25.182396999999998,1.8832299061803435
5,3.5,7,10,SON,24.961211,2.118501530954142
6,3.5,7,10,SON,25.082203333333332,1.8474109768643676
7,3.5,7,10,SON,25.172773,2.2316948968010335
8,3.5,7,10,SON,25.127430666666665,2.4333930165374738
9,3.5,7,10,SON,24.949774,2.3809371209351706
10,3.5,7,10,SON,24.939385666666666,1.916584941239193
1,3.5,8,11,OND,25.189220666666664,1.8675318977443651
2,3.5,8,11,OND,25.306399333333335,2.0681625463305724
3,3.5,8,11,OND,25.432270333333335,1.9008142327964357
4,3.5,8,11,OND,25.344758333333335,1.939326960331609
5,3.5,8,11,OND,25.294589,1.8426058654644808
6,3.5,8,11,OND,25.426799666666668,1.79918338441023
7,3.5,8,11,OND,25.455527333333333,2.072648640454712
8,3.5,8,11,OND,25.351013333333334,2.0686454963402303
9,3.5,8,11,OND,25.263748333333336,2.0402654083591956
10,3.5,8,11,OND,25.262551,1.7922900775196522
1,3.5,9,12,NDJ,25.736601333333333,1.7271030097429887
2,3.5,9,12,NDJ,25.896098666666667,1.8241765778464378
3,3.5,9,12,NDJ,25.934595,1.7699547495431025
4,3.5,9,12,NDJ,26.004233666666668,1.9053352482033334
5,3.5,9,12,NDJ,25.813656666666667,1.9475313771333338
6,3.5,9,12,NDJ,25.839036,1.8320420796317232
7,3.5,9,12,NDJ,26.06687133333333,1.9670985596878154
8,3.5,9,12,NDJ,26.049791666666668,1.8832893419798864
9,3.5,9,12,NDJ,25.891638666666665,1.911244812591266
10,3.5,9,12,NDJ,25.950234333333334,2.0982155908460913
1,3.5,10,1,DJF,25.99021966666667,1.6227685785481594
2,3.5,10,1,DJF,26.09070266666667,1.4186225017650573
3,3.5,10,1,DJF,26.180141,1.6708885805886213
4,3.5,10,1,DJF,26.175543333333334,1.5221450246367811
5,3.5,10,1,DJF,26.093802999999998,1.6173820541665502
6,3.5,10,1,DJF,25.980211666666666,1.489035492421264
7,3.5,10,1,DJF,26.172797,1.6515597583665518
8,3.5,10,1,DJF,26.175176333333336,1.8234947013826428
9,3.5,10,1,DJF,26.023280333333332,1.5995071228309192
10,3.5,10,1,DJF,26.11888533333333,1.827794913674021
1,3.5,11,2,JFM,26.141003,1.2684430692631035
2,3.5,11,2,JFM,26.189292666666667,1.3353234118685064
3,3.5,11,2,JFM,26.229389333333334,1.4522399179857457
4,3.5,11,2,JFM,26.251451333333332,1.1858568461429888
5,3.5,11,2,JFM,26.259241999999997,1.384216329485517
6,3.5,11,2,JFM,26.169327666666668,1.145381210735748
7,3.5,11,2,JFM,26.210269999999998,1.2445324372827573
8,3.5,11,2,JFM,26.194375666666666,1.4303791026805757
9,3.5,11,2,JFM,26.172757666666666,1.3245978983840212
10,3.5,11,2,JFM,26.258645,1.2761848218603447
1,3.5,12,3,FMA,26.566741666666665,0.8918628690005749
2,3.5,12,3,FMA,26.608723666666666,0.9486283876860914
3,3.5,12,3,FMA,26.574682666666668,0.7433601411098855
4,3.5,12,3,FMA,26.66556166666667,1.1036934403936776
5,3.5,12,3,FMA,26.606762,1.027133141368277
6,3.5,12,3,FMA,26.608155,0.8449809729362071
7,3.5,12,3,FMA,26.597569333333336,0.9635438798685063
8,3.5,12,3,FMA,26.599250666666666,0.786223492330575
9,3.5,12,3,FMA,26.587300333333335,1.029736919499886
10,3.5,12,3,FMA,26.561413666666667,0.9440024786240234
1,4.5,1,5,AMJ,27.54629633333333,0.6403834943343698
2,4.5,1,5,AMJ,27.596585333333334,0.5512636669154038
3,4.5,1,5,AMJ,27.574941333333335,0.5476204901636782
4,4.5,1,5,AMJ,27.529942,0.5088256511751719
5,4.5,1,5,AMJ,27.442770666666668,0.4558236547788499
6,4.5,1,5,AMJ,27.537702000000003,0.60863995294069
7,4.5,1,5,AMJ,27.57282766666667,0.5458025266736793
8,4.5,1,5,AMJ,27.637935666666667,0.5360994689288499
9,4.5,1,5,AMJ,27.550321,0.5609778557196555
10,4.5,1,5,AMJ,27.496654666666664,0.7149436720257458
1,4.5,2,6,MJJ,27.332171666666667,0.6070176225729884
2,4.5,2,6,MJJ,27.316853666666667,0.6927068430309203
3,4.5,2,6,MJJ,27.324683,0.6242872126286195
4,4.5,2,6,MJJ,27.354087,0.599565523683793
5,4.5,2,6,MJJ,27.373469666666665,0.5416513620171287
6,4.5,2,6,MJJ,27.394330333333336,0.706549145575745
7,4.5,2,6,MJJ,27.375496666666667,0.6561452385540217
8,4.5,2,6,MJJ,27.397099333333333,0.7373571027029908
9,4.5,2,6,MJJ,27.367886666666667,0.7820148103747129
10,4.5,2,6,MJJ,27.400486666666666,0.7720602498229866
1,4.5,3,7,JJA,26.825668333333333,1.2899932908695377
2,4.5,3,7,JJA,26.849270666666666,1.168995361951263
3,4.5,3,7,JJA,26.666155,0.971455800543102
4,4.5,3,7,JJA,26.849126666666667,1.336890242988507
5,4.5,3,7,JJA,26.702201,1.217071519147243
6,4.5,3,7,JJA,26.713118,1.2863721705062072
7,4.5,3,7,JJA,26.89877733333333,1.0940968590822975
8,4.5,3,7,JJA,26.894572,1.3287004927544792
9,4.5,3,7,JJA,26.739372,1.2227428691682751
10,4.5,3,7,JJA,26.654373666666668,0.8649055706378147
1,4.5,4,8,JAS,25.849746999999997,1.868500798766548
2,4.5,4,8,JAS,25.868609333333332,1.9720351945098873
3,4.5,4,8,JAS,25.869367,1.546130399656208
4,4.5,4,8,JAS,25.97229133333333,1.473044799818851
5,4.5,4,8,JAS,25.869309666666666,1.4289209134998846
6,4.5,4,8,JAS,25.844055,1.6728258333913786
7,4.5,4,8,JAS,25.918173666666668,1.6118682493757477
8,4.5,4,8,JAS,26.068708,1.8036607034717247
9,4.5,4,8,JAS,25.839471,1.7399312858093121
10,4.5,4,8,JAS,25.756441333333335,1.1670745988257467
1,4.5,5,9,ASO,25.084114666666668,2.140313658908507
2,4.5,5,9,ASO,24.890835666666664,2.130489266984025
3,4.5,5,9,ASO,24.949711333333333,1.9230668018395416
4,4.5,5,9,ASO,24.96070466666667,2.4606842761429877
5,4.5,5,9,ASO,24.930543333333333,2.2803295697057484
6,4.5,5,9,ASO,25.044151666666668,2.235356469179884
7,4.5,5,9,ASO,24.943766666666665,1.8755961185678152
8,4.5,5,9,ASO,25.055048333333332,2.570209044752296
9,4.5,5,9,ASO,24.800810666666667,2.253559280592644
10,4.5,5,9,ASO,24.841315333333334,2.024408310377471
1,4.5,6,10,SON,24.627057666666666,2.4336226328805775
2,4.5,6,10,SON,24.672855333333334,2.2871051854602307
3,4.5,6,10,SON,24.708550666666667,1.888526274965054
4,4.5,6,10,SON,24.73202566666667,2.3626164543702286
5,4.5,6,10,SON,24.591725,2.005107299818966
6,4.5,6,10,SON,24.58558633333333,2.174402095244715
7,4.5,6,10,SON,24.826108666666666,2.2227342447498843
8,4.5,6,10,SON,24.776558,2.1981490620165496
9,4.5,6,10,SON,24.589724999999998,2.3896432124603457
10,4.5,6,10,SON,24.814973333333334,2.5291180631954044
1,4.5,7,11,OND,25.120809,1.9391274152437918
2,4.5,7,11,OND,25.284754666666668,1.9597749762464376
3,4.5,7,11,OND,25.245725333333333,2.1869941946602314
4,4.5,7,11,OND,25.311103666666668,2.2756369510447105
5,4.5,7,11,OND,25.065469333333333,2.4701980029236807
6,4.5,7,11,OND,25.200452,2.0915542240855163
7,4.5,7,11,OND,25.279627333333334,2.538146424213333
8,4.5,7,11,OND,25.24935233333333,2.8221244508460903
9,4.5,7,11,OND,25.076760999999998,2.8389871034093095
10,4.5,7,11,OND,25.063285666666665,2.17830774449437
1,4.5,8,12,NDJ,25.347296333333336,2.004104690555059
2,4.5,8,12,NDJ,25.443047666666665,2.298528864052989
3,4.5,8,12,NDJ,25.604254333333333,2.030925960639195
4,4.5,8,12,NDJ,25.51861566666667,2.0448502653909197
5,4.5,8,12,NDJ,25.421337666666666,1.9406029775357447
6,4.5,8,12,NDJ,25.561725000000003,1.9210640645913823
7,4.5,8,12,NDJ,25.620616,2.2602610976593107
8,4.5,8,12,NDJ,25.511712,2.189639934002762
9,4.5,8,12,NDJ,25.42012533333333,2.1797185980257456
10,4.5,8,12,NDJ,25.416946,1.9206496403834465
1,4.5,9,1,DJF,25.792464,1.6801823481834472
2,4.5,9,1,DJF,25.959628000000002,1.7714124395406898
3,4.5,9,1,DJF,26.010673,1.7721299533113777
4,4.5,9,1,DJF,26.080445666666666,1.885404743597818
5,4.5,9,1,DJF,25.914248333333333,1.8890225670902296
6,4.5,9,1,DJF,25.915643666666664,1.7506140721895405
7,4.5,9,1,DJF,26.160194999999998,1.9779893544810354
8,4.5,9,1,DJF,26.130924333333333,1.8217968453426447
9,4.5,9,1,DJF,25.991142,1.9273377344303433
10,4.5,9,1,DJF,26.056799666666667,2.106597501210231
1,4.5,10,2,JFM,26.136168,1.420460589368276
2,4.5,10,2,JFM,26.244745666666667,1.2368596915564365
3,4.5,10,2,JFM,26.290724666666666,1.4627860113360929
4,4.5,10,2,JFM,26.333715333333334,1.264731896308507
5,4.5,10,2,JFM,26.276402666666666,1.4136413329719535
6,4.5,10,2,JFM,26.080106666666666,1.2797547171609192
7,4.5,10,2,JFM,26.314670999999997,1.3967812626093112
8,4.5,10,2,JFM,26.321330999999997,1.5819958135472423
9,4.5,10,2,JFM,26.16578333333333,1.3733081540643686
10,4.5,10,2,JFM,26.25524933333333,1.6039469387995404
1,4.5,11,3,FMA,26.505893,1.0284297194631031
2,4.5,11,3,FMA,26.560580666666667,1.0877789362685046
3,4.5,11,3,FMA,26.59007066666667,1.189291056151265
4,4.5,11,3,FMA,26.599214333333336,0.9703422857633344
5,4.5,11,3,FMA,26.647967666666666,1.0977983605702288
6,4.5,11,3,FMA,26.535559999999997,0.8594008262206889
7,4.5,11,3,FMA,26.563466333333334,1.0040364136722983
8,4.5,11,3,FMA,26.542954333333334,1.2522399439564376
9,4.5,11,3,FMA,26.556392000000002,1.0295106303751729
10,4.5,11,3,FMA,26.601779,1.035909888809311
1,4.5,12,4,MAM,27.071531,0.7288708557334493
2,4.5,12,4,MAM,27.09016366666667,0.6947837518998858
3,4.5,12,4,MAM,27.008473,0.5134929011458615
4,4.5,12,4,MAM,27.180619666666665,0.9275974265619534
5,4.5,12,4,MAM,27.09106266666667,0.852690990613334
6,4.5,12,4,MAM,27.111342333333333,0.7566886564529888
7,4.5,12,4,MAM,27.065848333333335,0.7542312143660925
8,4.5,12,4,MAM,27.098318333333335,0.6573980862143681
9,4.5,12,4,MAM,27.073396,0.7902333959834485
10,4.5,12,4,MAM,27.032487333333332,0.7117720312478161
1,5.5,1,6,MJJ,27.39113766666667,0.8377893507771265
2,5.5,1,6,MJJ,27.448773,0.6347945738562061
3,5.5,1,6,MJJ,27.413905333333332,0.7476361950119552
4,5.5,1,6,MJJ,27.329789666666667,0.5752891969550566
5,5.5,1,6,MJJ,27.26559,0.6427184029586196
6,5.5,1,6,MJJ,27.381805999999997,0.7127988044110359
7,5.5,1,6,MJJ,27.417250333333335,0.6976661558309182
8,5.5,1,6,MJJ,27.536449333333334,0.6290062772823003
9,5.5,1,6,MJJ,27.401046666666666,0.7885990987057487
10,5.5,1,6,MJJ,27.346099666666667,0.8431260461964348
1,5.5,2,7,JJA,26.55986,0.9808383589448268
2,5.5,2,7,JJA,26.515217,1.1875094364493082
3,5.5,2,7,JJA,26.522991,1.1022538301886182
4,5.5,2,7,JJA,26.555200333333335,0.9709411831136785
5,5.5,2,7,JJA,26.627151,0.9936504229748252
6,5.5,2,7,JJA,26.655697333333332,1.1097136500891955
7,5.5,2,7,JJA,26.583980666666665,1.1479990037098824
8,5.5,2,7,JJA,26.64193733333333,1.169342864578851
9,5.5,2,7,JJA,26.653114000000002,1.2541129998317242
10,5.5,2,7,JJA,26.665213333333334,1.2920001188091945
1,5.5,3,8,JAS,25.936755,1.8056914213500002
2,5.5,3,8,JAS,25.94265366666667,1.6812667688791956
3,5.5,3,8,JAS,25.746025666666664,1.445904435997814
4,5.5,3,8,JAS,25.961798333333334,2.0910294493178188
5,5.5,3,8,JAS,25.776137,1.6921118314424144
6,5.5,3,8,JAS,25.818527666666668,1.997725424018505
7,5.5,3,8,JAS,26.008929333333334,1.5970462898822977
8,5.5,3,8,JAS,26.053525,1.9688223343913756
9,5.5,3,8,JAS,25.860608,1.7171509065544843
10,5.5,3,8,JAS,25.71058533333333,1.2827818197981613
1,5.5,4,9,ASO,25.208723666666668,2.2459482368033306
2,5.5,4,9,ASO,25.218718666666668,2.4531404425843686
