L,MON,LDC_SST_NCEP_CFSv2,LDC_SST_NCEP_CFSv2_ONETWO,LDC_SST_NCEP_CFSv2_THREE,LDC_SST_NCEP_CFSv2_FOUR
4.5,0000 1 Dec 1998,26.69224,26.51379,26.483,27.78856
5.5,0000 1 Dec 1998,27.11065,25.34791,26.45525,28.17686
6.5,0000 1 Dec 1998,27.00778,24.07772,25.96826,28.27948
7.5,0000 1 Dec 1998,26.35589,23.14352,25.16793,27.99324
8.5,0000 1 Dec 1998,25.63737,22.78944,24.51557,27.5752
1.5,0000 1 Jan 1999,25.63395,25.91385,25.36463,26.95953
2.5,0000 1 Jan 1999,26.08802,26.6701,26.0104,27.22904
3.5,0000 1 Jan 1999,26.72657,26.51195,26.51243,27.78687
4.5,0000 1 Jan 1999,27.23621,25.59106,26.6295,28.36464
5.5,0000 1 Jan 1999,27.26297,24.4485,26.28242,28.57532
6.5,0000 1 Jan 1999,26.70894,23.59206,25.57402,28.32604
7.5,0000 1 Jan 1999,26.03806,23.13615,24.94327,27.8869
8.5,0000 1 Jan 1999,25.63388,22.95236,24.60207,27.63032
1.5,0000 1 Feb 1999,26.18525,26.12859,26.0559,27.30701
2.5,0000 1 Feb 1999,26.93981,26.3011,26.69621,28.02958
3.5,0000 1 Feb 1999,27.47976,25.69637,26.90134,28.62348
4.5,0000 1 Feb 1999,27.43036,24.80971,26.52199,28.76648
5.5,0000 1 Feb 1999,26.74898,24.02754,25.7281,28.39487
6.5,0000 1 Feb 1999,26.05715,23.47374,25.03355,27.93581
7.5,0000 1 Feb 1999,25.68266,23.16811,24.67479,27.70918
8.5,0000 1 Feb 1999,25.7202,23.16484,24.63069,27.81773
1.5,0000 1 Mar 1999,27.0041,26.23945,26.75798,28.09624
2.5,0000 1 Mar 1999,27.47808,25.53245,26.839,28.75408
3.5,0000 1 Mar 1999,27.52477,24.71446,26.52207,28.93932
4.5,0000 1 Mar 1999,27.03662,23.97579,25.86352,28.66127
5.5,0000 1 Mar 1999,26.42871,23.46395,25.28075,28.26927
6.5,0000 1 Mar 1999,26.04831,23.24143,24.94421,28.05618
7.5,0000 1 Mar 1999,26.03474,23.3302,24.9078,28.12139
8.5,0000 1 Mar 1999,26.31555,23.72586,25.06771,28.31111
1.5,0000 1 Apr 1999,27.30342,24.50811,26.64298,28.47181
2.5,0000 1 Apr 1999,27.1273,24.04254,26.14581,28.58151
3.5,0000 1 Apr 1999,26.51171,23.51068,25.42801,28.19849
4.5,0000 1 Apr 1999,25.85753,23.05947,24.81909,27.69097
5.5,0000 1 Apr 1999,25.45506,22.84996,24.46719,27.42792
6.5,0000 1 Apr 1999,25.36282,22.92999,24.32051,27.48688
7.5,0000 1 Apr 1999,25.54972,23.33209,24.38246,27.78786
8.5,0000 1 Apr 1999,25.89318,24.19608,24.71077,28.0582
1.5,0000 1 May 1999,26.6956,23.36469,25.66401,28.09732
2.5,0000 1 May 1999,25.84752,22.86981,24.74856,27.6443
3.5,0000 1 May 1999,25.00312,22.47233,23.97784,26.99972
4.5,0000 1 May 1999,24.39726,22.29761,23.49827,26.53156
5.5,0000 1 May 1999,24.19392,22.43721,23.29996,26.48483
6.5,0000 1 May 1999,24.33279,22.90832,23.28825,26.77673
7.5,0000 1 May 1999,24.79991,23.87707,23.70603,27.22946
8.5,0000 1 May 1999,25.36769,25.18735,24.49619,27.50249
1.5,0000 1 Jun 1999,25.91632,22.38727,24.6384,27.65023
2.5,0000 1 Jun 1999,25.05306,22.04887,23.84599,27.0424
3.5,0000 1 Jun 1999,24.28305,22.04236,23.27916,26.44304
4.5,0000 1 Jun 1999,23.90848,22.30168,22.99651,26.26681
5.5,0000 1 Jun 1999,23.99571,22.84046,22.96105,26.53333
6.5,0000 1 Jun 1999,24.47607,23.76588,23.39706,26.97614
7.5,0000 1 Jun 1999,25.12924,25.11252,24.31437,27.26469
8.5,0000 1 Jun 1999,25.67566,26.48477,25.36541,27.3826
1.5,0000 1 Jul 1999,25.0116,21.86638,23.9126,26.87351
2.5,0000 1 Jul 1999,23.9691,21.98022,23.08342,26.25817
3.5,0000 1 Jul 1999,23.46554,22.2502,22.65978,26.00669
4.5,0000 1 Jul 1999,23.60691,22.77513,22.6592,26.27959
5.5,0000 1 Jul 1999,24.14347,23.74811,23.15881,26.74954
6.5,0000 1 Jul 1999,24.86987,25.11781,24.13158,27.12828
7.5,0000 1 Jul 1999,25.50212,26.44404,25.19999,27.35809
8.5,0000 1 Jul 1999,26.10885,27.32359,26.12793,27.58985
1.5,0000 1 Aug 1999,24.5377,21.73884,23.47499,26.60521
2.5,0000 1 Aug 1999,23.7993,22.19587,22.88661,26.25503
3.5,0000 1 Aug 1999,23.69045,22.75039,22.65898,26.40223
4.5,0000 1 Aug 1999,24.13133,23.71249,23.07686,26.75714
5.5,0000 1 Aug 1999,24.80495,25.03888,24.07242,26.99732
6.5,0000 1 Aug 1999,25.42733,26.34804,25.21168,27.14275
7.5,0000 1 Aug 1999,26.06902,27.21151,26.1639,27.37572
8.5,0000 1 Aug 1999,26.79579,27.32393,26.84737,27.82608
1.5,0000 1 Sep 1999,24.64368,22.1219,23.48518,26.84839
2.5,0000 1 Sep 1999,24.29324,22.7738,23.21775,26.82222
3.5,0000 1 Sep 1999,24.42106,23.74488,23.40363,27.05801
4.5,0000 1 Sep 1999,24.97002,25.04084,24.1976,27.27353
5.5,0000 1 Sep 1999,25.59676,26.36686,25.28752,27.4222
6.5,0000 1 Sep 1999,26.25545,27.2378,26.24161,27.66477
7.5,0000 1 Sep 1999,26.96589,27.3938,26.94191,28.10564
8.5,0000 1 Sep 1999,27.48498,26.78186,27.19225,28.51326
1.5,0000 1 Oct 1999,25.21163,22.70755,23.82615,27.6777
2.5,0000 1 Oct 1999,25.09598,23.86737,23.92524,27.7779
3.5,0000 1 Oct 1999,25.37323,25.18357,24.45331,27.86863
4.5,0000 1 Oct 1999,25.84195,26.39241,25.33359,27.8742
5.5,0000 1 Oct 1999,26.42829,27.25188,26.28078,27.95818
6.5,0000 1 Oct 1999,27.09383,27.28212,26.98347,28.24848
7.5,0000 1 Oct 1999,27.60783,26.52275,27.19243,28.62804
8.5,0000 1 Oct 1999,27.63929,25.38473,26.84201,28.78305
1.5,0000 1 Nov 1999,25.37886,23.58147,24.07957,27.92254
2.5,0000 1 Nov 1999,25.46541,25.05608,24.50886,27.95863
3.5,0000 1 Nov 1999,25.77958,26.30239,25.26624,27.91262
4.5,0000 1 Nov 1999,26.27649,27.05919,26.12244,27.92253
5.5,0000 1 Nov 1999,26.93042,27.03434,26.79202,28.17678
6.5,0000 1 Nov 1999,27.43889,26.24386,26.98024,28.52928
7.5,0000 1 Nov 1999,27.46399,25.13491,26.62727,28.67542
8.5,0000 1 Nov 1999,26.94756,24.10891,25.87391,28.4649
1.5,0000 1 Dec 1999,25.1172,24.61045,24.24354,27.37648
2.5,0000 1 Dec 1999,25.30756,25.98673,24.87065,27.30877
3.5,0000 1 Dec 1999,25.79509,26.71157,25.61288,27.44644
4.5,0000 1 Dec 1999,26.51807,26.56263,26.28779,27.8547
5.5,0000 1 Dec 1999,27.1041,25.83457,26.59336,28.29407
6.5,0000 1 Dec 1999,27.23762,24.88284,26.39628,28.47808
7.5,0000 1 Dec 1999,26.81654,24.10137,25.79451,28.30539
8.5,0000 1 Dec 1999,26.21199,23.56555,25.18539,27.93747
1.5,0000 1 Jan 2000,25.50765,25.79557,24.95169,27.16306
2.5,0000 1 Jan 2000,25.96456,26.55951,25.64743,27.42712
3.5,0000 1 Jan 2000,26.64689,26.4117,26.28814,27.95939
4.5,0000 1 Jan 2000,27.1657,25.66835,26.51173,28.46837
5.5,0000 1 Jan 2000,27.21394,24.70252,26.27322,28.60874
6.5,0000 1 Jan 2000,26.71865,23.93078,25.64089,28.33192
7.5,0000 1 Jan 2000,26.14813,23.38714,25.05039,27.96172
8.5,0000 1 Jan 2000,25.8168,23.14067,24.73959,27.77921
1.5,0000 1 Feb 2000,26.05961,26.5405,25.87043,27.38721
2.5,0000 1 Feb 2000,26.81041,26.64554,26.5235,27.97146
3.5,0000 1 Feb 2000,27.3465,26.03143,26.77166,28.5456
4.5,0000 1 Feb 2000,27.4017,25.13122,26.50877,28.74849
5.5,0000 1 Feb 2000,26.92989,24.25434,25.8726,28.50489
6.5,0000 1 Feb 2000,26.3939,23.62128,25.28705,28.16539
7.5,0000 1 Feb 2000,26.10831,23.26743,24.99083,28.03252
8.5,0000 1 Feb 2000,26.19406,23.34713,25.00521,28.18276
1.5,0000 1 Mar 2000,26.82193,26.7805,26.8055,27.77825
2.5,0000 1 Mar 2000,27.28401,26.27589,26.845,28.40038
3.5,0000 1 Mar 2000,27.25679,25.36658,26.41525,28.64058
4.5,0000 1 Mar 2000,26.77187,24.45939,25.7392,28.45469
5.5,0000 1 Mar 2000,26.27192,23.84107,25.23266,28.13309
6.5,0000 1 Mar 2000,26.02776,23.53961,25.01408,28.02766
7.5,0000 1 Mar 2000,26.1457,23.63128,25.07011,28.20058
8.5,0000 1 Mar 2000,26.51423,24.11332,25.33356,28.47935
1.5,0000 1 Apr 2000,27.37159,25.61031,26.86623,28.38623
2.5,0000 1 Apr 2000,27.25374,25.07109,26.40987,28.61621
3.5,0000 1 Apr 2000,26.78924,24.434,25.82696,28.4043
4.5,0000 1 Apr 2000,26.40001,23.91898,25.42575,28.15383
5.5,0000 1 Apr 2000,26.28503,23.65741,25.28096,28.14925
6.5,0000 1 Apr 2000,26.45148,23.81349,25.36575,28.36555
7.5,0000 1 Apr 2000,26.85389,24.32668,25.65338,28.64555
8.5,0000 1 Apr 2000,27.33409,25.25872,26.14198,28.77984
1.5,0000 1 May 2000,27.10606,24.32194,26.29527,28.3288
2.5,0000 1 May 2000,26.57008,23.77929,25.57726,28.18895
3.5,0000 1 May 2000,26.05582,23.37046,25.02742,27.88723
4.5,0000 1 May 2000,25.82839,23.19505,24.82597,27.76769
5.5,0000 1 May 2000,25.90248,23.38056,24.86122,27.91403
6.5,0000 1 May 2000,26.28393,23.91175,25.11818,28.2525
7.5,0000 1 May 2000,26.7759,24.88801,25.59539,28.49442
8.5,0000 1 May 2000,27.20529,26.19461,26.24924,28.5414
1.5,0000 1 Jun 2000,26.21222,23.13854,25.19192,27.67255
2.5,0000 1 Jun 2000,25.52645,22.89371,24.4927,27.31941
3.5,0000 1 Jun 2000,25.0944,22.74612,24.11404,27.0951
4.5,0000 1 Jun 2000,25.0971,22.91665,24.08461,27.23542
5.5,0000 1 Jun 2000,25.47958,23.46576,24.33525,27.67119
6.5,0000 1 Jun 2000,26.05619,24.43284,24.86928,28.08541
7.5,0000 1 Jun 2000,26.60781,25.77514,25.61782,28.27679
8.5,0000 1 Jun 2000,26.96966,27.0803,26.39004,28.28587
1.5,0000 1 Jul 2000,25.8667,22.54678,24.61579,27.72504
2.5,0000 1 Jul 2000,25.31898,22.65437,24.14023,27.50255
3.5,0000 1 Jul 2000,25.18686,22.87364,24.05523,27.5309
4.5,0000 1 Jul 2000,25.52323,23.40745,24.30976,27.8675
5.5,0000 1 Jul 2000,26.10105,24.46322,24.8531,28.2655
6.5,0000 1 Jul 2000,26.71538,25.84517,25.62929,28.4795
7.5,0000 1 Jul 2000,27.14204,27.20954,26.46509,28.52161
8.5,0000 1 Jul 2000,27.49943,28.00956,27.23102,28.58957
1.5,0000 1 Aug 2000,25.64133,22.52706,24.37893,27.72891
2.5,0000 1 Aug 2000,25.35557,22.93534,24.1613,27.6233
3.5,0000 1 Aug 2000,25.58339,23.41253,24.3193,27.86128
4.5,0000 1 Aug 2000,26.13897,24.34865,24.86612,28.2122
5.5,0000 1 Aug 2000,26.68115,25.747,25.66194,28.3966
6.5,0000 1 Aug 2000,27.05245,27.11496,26.47132,28.4167
7.5,0000 1 Aug 2000,27.38003,27.93591,27.21253,28.42947
8.5,0000 1 Aug 2000,27.86979,27.9139,27.84031,28.63444
1.5,0000 1 Sep 2000,25.89954,22.68687,24.52141,27.98259
2.5,0000 1 Sep 2000,25.94151,23.47673,24.56623,28.17562
3.5,0000 1 Sep 2000,26.29863,24.38206,24.96366,28.4494
4.5,0000 1 Sep 2000,26.73323,25.63621,25.65316,28.5561
5.5,0000 1 Sep 2000,27.06399,26.96737,26.4575,28.49265
6.5,0000 1 Sep 2000,27.39982,27.82738,27.20787,28.49577
7.5,0000 1 Sep 2000,27.88885,27.84716,27.85012,28.69161
8.5,0000 1 Sep 2000,28.26988,27.05117,27.99403,28.95583
1.5,0000 1 Oct 2000,26.32057,23.39521,24.88249,28.48289
2.5,0000 1 Oct 2000,26.57443,24.51349,25.20431,28.65474
3.5,0000 1 Oct 2000,26.97656,25.75244,25.81581,28.73256
4.5,0000 1 Oct 2000,27.31365,27.00741,26.57125,28.70187
5.5,0000 1 Oct 2000,27.6102,27.87664,27.30298,28.70717
6.5,0000 1 Oct 2000,28.02098,27.84742,27.91348,28.85473
7.5,0000 1 Oct 2000,28.40862,26.98207,28.08222,29.0914
8.5,0000 1 Oct 2000,28.34169,25.69748,27.63962,29.13571
1.5,0000 1 Nov 2000,26.43913,23.94915,25.09614,28.45041
2.5,0000 1 Nov 2000,26.65514,25.39965,25.58328,28.51786
3.5,0000 1 Nov 2000,26.93164,26.6761,26.26605,28.4923
4.5,0000 1 Nov 2000,27.34509,27.53477,27.04284,28.53407
5.5,0000 1 Nov 2000,27.8932,27.62115,27.70801,28.78414
6.5,0000 1 Nov 2000,28.35568,26.89889,27.96758,29.10104
7.5,0000 1 Nov 2000,28.39591,25.78637,27.6566,29.22145
8.5,0000 1 Nov 2000,27.95742,24.76505,26.95455,29.05276
1.5,0000 1 Dec 2000,26.49931,24.98218,25.63404,28.10457
2.5,0000 1 Dec 2000,26.81188,26.55718,26.315,28.15671
3.5,0000 1 Dec 2000,27.22455,27.50249,27.02893,28.30884
4.5,0000 1 Dec 2000,27.78975,27.5088,27.66753,28.65577
5.5,0000 1 Dec 2000,28.26206,26.7255,27.90095,29.05109
6.5,0000 1 Dec 2000,28.31391,25.57554,27.58948,29.16906
7.5,0000 1 Dec 2000,27.8495,24.55637,26.823,28.97563
8.5,0000 1 Dec 2000,27.26738,23.86786,26.08765,28.68923
1.5,0000 1 Jan 2001,26.58112,26.17532,26.16049,27.82282
2.5,0000 1 Jan 2001,27.02661,27.21433,26.86386,28.05581
3.5,0000 1 Jan 2001,27.64412,27.2965,27.48058,28.51847
4.5,0000 1 Jan 2001,28.13609,26.60027,27.73579,28.97475
5.5,0000 1 Jan 2001,28.18522,25.55673,27.43672,29.14616
6.5,0000 1 Jan 2001,27.70049,24.56685,26.70054,28.94263
7.5,0000 1 Jan 2001,27.13539,23.93207,26.01863,28.64956
8.5,0000 1 Jan 2001,26.82761,23.69559,25.67574,28.52374
1.5,0000 1 Feb 2001,27.0761,26.90977,26.87276,28.0377
2.5,0000 1 Feb 2001,27.79445,27.08373,27.55109,28.63447
3.5,0000 1 Feb 2001,28.25665,26.52868,27.72862,29.14199
4.5,0000 1 Feb 2001,28.16443,25.67576,27.38265,29.20954
5.5,0000 1 Feb 2001,27.60827,24.80853,26.65601,28.90121
6.5,0000 1 Feb 2001,27.02508,24.13649,25.99204,28.56841
7.5,0000 1 Feb 2001,26.70887,23.75703,25.60765,28.44516
8.5,0000 1 Feb 2001,26.71527,23.82426,25.55131,28.51134
1.5,0000 1 Mar 2001,27.85466,26.87806,27.71629,28.52126
2.5,0000 1 Mar 2001,28.37652,26.63622,27.93663,29.14021
3.5,0000 1 Mar 2001,28.37939,25.94738,27.61972,29.32557
4.5,0000 1 Mar 2001,27.90408,25.19811,26.96255,29.08237
5.5,0000 1 Mar 2001,27.39624,24.58294,26.40156,28.78725
6.5,0000 1 Mar 2001,27.17458,24.27758,26.13519,28.71372
7.5,0000 1 Mar 2001,27.32766,24.38743,26.21881,28.7985
8.5,0000 1 Mar 2001,27.7124,24.92719,26.55664,28.9076
1.5,0000 1 Apr 2001,28.28372,26.33785,27.78672,29.17058
2.5,0000 1 Apr 2001,28.37133,25.78368,27.50231,29.43006
3.5,0000 1 Apr 2001,28.07994,25.18526,26.97687,29.27657
4.5,0000 1 Apr 2001,27.80558,24.65704,26.60397,29.06641
5.5,0000 1 Apr 2001,27.78562,24.50715,26.54304,29.0297
6.5,0000 1 Apr 2001,28.06713,24.82743,26.83796,29.02143
7.5,0000 1 Apr 2001,28.44839,25.65598,27.38062,28.98848
8.5,0000 1 Apr 2001,28.71697,26.84759,27.96216,28.83315
1.5,0000 1 May 2001,27.56557,24.4266,26.65132,28.85017
2.5,0000 1 May 2001,27.09311,23.95015,26.00187,28.66782
3.5,0000 1 May 2001,26.67556,23.52475,25.50975,28.40558
4.5,0000 1 May 2001,26.54664,23.47807,25.39643,28.35278
5.5,0000 1 May 2001,26.75008,23.81199,25.56786,28.49832
6.5,0000 1 May 2001,27.21237,24.50545,25.98713,28.70373
7.5,0000 1 May 2001,27.72338,25.59741,26.59542,28.78281
8.5,0000 1 May 2001,28.07804,26.93487,27.26004,28.70219
1.5,0000 1 Jun 2001,26.82107,23.12524,25.61018,28.44813
2.5,0000 1 Jun 2001,26.26195,22.92897,25.00068,28.13811
3.5,0000 1 Jun 2001,26.01318,22.92429,24.79594,27.99755
4.5,0000 1 Jun 2001,26.14806,23.30247,24.93484,28.19322
5.5,0000 1 Jun 2001,26.56694,24.04125,25.29924,28.51969
6.5,0000 1 Jun 2001,27.08903,25.14549,25.84964,28.73866
7.5,0000 1 Jun 2001,27.54121,26.44688,26.53221,28.72677
8.5,0000 1 Jun 2001,27.76534,27.62409,27.1844,28.61846
1.5,0000 1 Jul 2001,26.6048,22.78957,25.2455,28.39166
2.5,0000 1 Jul 2001,26.2729,22.92541,24.9219,28.24262
3.5,0000 1 Jul 2001,26.35786,23.23196,25.0185,28.37392
4.5,0000 1 Jul 2001,26.78528,23.98077,25.42189,28.64934
5.5,0000 1 Jul 2001,27.30691,25.18279,26.01453,28.85065
6.5,0000 1 Jul 2001,27.72664,26.55703,26.69033,28.80262
7.5,0000 1 Jul 2001,27.9332,27.80134,27.37206,28.66271
8.5,0000 1 Jul 2001,28.0583,28.51593,27.95175,28.60074
1.5,0000 1 Aug 2001,26.28127,22.64614,24.86422,28.37118
2.5,0000 1 Aug 2001,26.04181,23.10394,24.7233,28.26313
3.5,0000 1 Aug 2001,26.28478,23.74362,24.94259,28.45999
4.5,0000 1 Aug 2001,26.71276,24.80666,25.45623,28.66864
5.5,0000 1 Aug 2001,27.08879,26.24151,26.13829,28.69686
6.5,0000 1 Aug 2001,27.33649,27.54368,26.86175,28.57513
7.5,0000 1 Aug 2001,27.60428,28.25511,27.53874,28.52513
8.5,0000 1 Aug 2001,27.99915,28.2143,28.07878,28.65306
1.5,0000 1 Sep 2001,26.36381,22.77908,24.85861,28.52414
2.5,0000 1 Sep 2001,26.38884,23.66343,24.94523,28.60898
3.5,0000 1 Sep 2001,26.73542,24.64969,25.34431,28.79544
4.5,0000 1 Sep 2001,27.13386,25.92133,26.00563,28.83237
5.5,0000 1 Sep 2001,27.42208,27.23271,26.77598,28.73715
6.5,0000 1 Sep 2001,27.721,28.04604,27.50869,28.69901
7.5,0000 1 Sep 2001,28.17461,28.03885,28.12358,28.86109
8.5,0000 1 Sep 2001,28.50612,27.19385,28.20079,29.07841
1.5,0000 1 Oct 2001,26.87057,23.69928,25.40951,28.8801
2.5,0000 1 Oct 2001,27.13911,25.02463,25.77188,29.00273
3.5,0000 1 Oct 2001,27.4126,26.26864,26.29099,28.99874
4.5,0000 1 Oct 2001,27.62068,27.39177,26.9415,28.88302
5.5,0000 1 Oct 2001,27.87145,28.16838,27.63567,28.82612
6.5,0000 1 Oct 2001,28.31562,28.16493,28.24163,28.97208
7.5,0000 1 Oct 2001,28.67857,27.36101,28.36501,29.20065
8.5,0000 1 Oct 2001,28.47744,25.9741,27.74037,29.22064
1.5,0000 1 Nov 2001,27.03677,24.38015,25.60283,29.04037
2.5,0000 1 Nov 2001,27.25924,25.93769,26.09968,28.99288
3.5,0000 1 Nov 2001,27.47822,27.14039,26.7425,28.88546
4.5,0000 1 Nov 2001,27.76092,27.81863,27.45445,28.83176
5.5,0000 1 Nov 2001,28.20721,27.72075,28.03482,28.98283
6.5,0000 1 Nov 2001,28.53274,26.7962,28.09768,29.21053
7.5,0000 1 Nov 2001,28.31837,25.52192,27.4908,29.20837
8.5,0000 1 Nov 2001,27.52931,24.38404,26.46356,28.86376
1.5,0000 1 Dec 2001,26.95119,25.25258,25.76332,28.75823
2.5,0000 1 Dec 2001,27.21867,26.76395,26.47338,28.72047
3.5,0000 1 Dec 2001,27.52455,27.59221,27.17628,28.73258
4.5,0000 1 Dec 2001,27.95078,27.49594,27.70208,28.92757
5.5,0000 1 Dec 2001,28.30498,26.54884,27.77729,29.20929
6.5,0000 1 Dec 2001,28.18962,25.2832,27.26225,29.26018
7.5,0000 1 Dec 2001,27.53199,24.2214,26.3701,28.94678
8.5,0000 1 Dec 2001,26.8318,23.60914,25.60738,28.56463
1.5,0000 1 Jan 2002,26.94725,26.28393,26.26456,28.4848
2.5,0000 1 Jan 2002,27.26706,27.18318,26.91234,28.55419
3.5,0000 1 Jan 2002,27.73463,27.01415,27.39235,28.81433
4.5,0000 1 Jan 2002,28.04495,26.0412,27.40726,29.07762
5.5,0000 1 Jan 2002,27.79572,24.80591,26.82518,29.00289
6.5,0000 1 Jan 2002,27.01149,23.8052,25.88015,28.57878
7.5,0000 1 Jan 2002,26.25303,23.24333,25.10994,28.09617
8.5,0000 1 Jan 2002,25.85037,23.02612,24.74486,27.83177
1.5,0000 1 Feb 2002,27.41309,27.11507,26.91788,28.83725
2.5,0000 1 Feb 2002,28.00022,27.3755,27.56755,29.14812
3.5,0000 1 Feb 2002,28.45646,26.79689,27.82924,29.46953
4.5,0000 1 Feb 2002,28.37327,25.88503,27.53943,29.39711
5.5,0000 1 Feb 2002,27.77472,24.94013,26.81783,29.03351
6.5,0000 1 Feb 2002,27.10802,24.16633,26.08199,28.60776
7.5,0000 1 Feb 2002,26.74221,23.70747,25.64717,28.40281
8.5,0000 1 Feb 2002,26.7867,23.71345,25.58057,28.48283
1.5,0000 1 Mar 2002,28.27515,27.40737,27.8222,29.28561
2.5,0000 1 Mar 2002,28.79215,26.91914,28.08173,29.66626
3.5,0000 1 Mar 2002,28.84203,26.12262,27.90059,29.6714
4.5,0000 1 Mar 2002,28.39385,25.35769,27.3354,29.39814
5.5,0000 1 Mar 2002,27.84277,24.70364,26.74453,29.09873
6.5,0000 1 Mar 2002,27.545,24.30839,26.40692,28.98576
7.5,0000 1 Mar 2002,27.63927,24.3209,26.41792,29.02825
8.5,0000 1 Mar 2002,27.94474,24.86145,26.71535,29.09124
1.5,0000 1 Apr 2002,28.43618,26.44945,27.78077,29.59205
2.5,0000 1 Apr 2002,28.38545,25.47228,27.37325,29.62958
3.5,0000 1 Apr 2002,27.89663,24.54306,26.69894,29.30034
4.5,0000 1 Apr 2002,27.39249,23.92615,26.15049,28.96735
5.5,0000 1 Apr 2002,27.18704,23.75363,25.94123,28.85889
6.5,0000 1 Apr 2002,27.35999,24.02215,26.0662,28.94796
7.5,0000 1 Apr 2002,27.78941,24.69289,26.46291,29.06202
8.5,0000 1 Apr 2002,28.19731,25.8015,27.00306,29.04959
1.5,0000 1 May 2002,28.01057,24.18992,26.78004,29.47711
2.5,0000 1 May 2002,27.57177,23.64583,26.18071,29.20664
3.5,0000 1 May 2002,27.1664,23.36752,25.77005,28.90714
4.5,0000 1 May 2002,27.05725,23.52956,25.73579,28.82044
5.5,0000 1 May 2002,27.27869,24.0405,25.96537,28.98378
6.5,0000 1 May 2002,27.67934,24.88144,26.40455,29.10196
7.5,0000 1 May 2002,28.1068,25.99251,26.97465,29.09009
8.5,0000 1 May 2002,28.33026,27.25382,27.558,28.8665
1.5,0000 1 Jun 2002,27.17645,23.18307,25.74391,29.03438
2.5,0000 1 Jun 2002,26.54503,22.80755,25.11354,28.62765
3.5,0000 1 Jun 2002,26.31435,22.82412,24.97465,28.4331
4.5,0000 1 Jun 2002,26.5229,23.30251,25.21097,28.56525
5.5,0000 1 Jun 2002,26.99418,24.16584,25.66173,28.80401
6.5,0000 1 Jun 2002,27.54103,25.4338,26.29291,28.94483
7.5,0000 1 Jun 2002,27.89796,26.8273,26.95671,28.87821
8.5,0000 1 Jun 2002,28.02777,28.07956,27.5554,28.71856
1.5,0000 1 Jul 2002,27.00229,22.6549,25.39959,28.91602
2.5,0000 1 Jul 2002,26.68362,22.84246,25.16571,28.76607
3.5,0000 1 Jul 2002,26.84095,23.34274,25.4017,28.8423
4.5,0000 1 Jul 2002,27.34076,24.25789,25.92188,29.00016
5.5,0000 1 Jul 2002,27.89515,25.54073,26.62069,29.04991
6.5,0000 1 Jul 2002,28.24216,26.95375,27.34008,28.88638
7.5,0000 1 Jul 2002,28.32468,28.2097,27.94661,28.66726
8.5,0000 1 Jul 2002,28.32093,28.93427,28.40656,28.56221
1.5,0000 1 Aug 2002,26.96737,22.90289,25.38174,28.97179
2.5,0000 1 Aug 2002,26.89091,23.40421,25.45824,28.9331
3.5,0000 1 Aug 2002,27.22569,24.21388,25.81075,29.0584
4.5,0000 1 Aug 2002,27.69034,25.38948,26.3763,29.13244
5.5,0000 1 Aug 2002,28.03151,26.77589,27.02892,29.00717
6.5,0000 1 Aug 2002,28.18424,28.00137,27.67846,28.81833
7.5,0000 1 Aug 2002,28.30266,28.72248,28.25935,28.74005
8.5,0000 1 Aug 2002,28.56252,28.6909,28.74695,28.84986
1.5,0000 1 Sep 2002,27.55887,23.5699,25.94655,29.31625
2.5,0000 1 Sep 2002,27.82756,24.69287,26.31988,29.34571
3.5,0000 1 Sep 2002,28.20753,25.76404,26.85724,29.28667
4.5,0000 1 Sep 2002,28.38307,27.00138,27.4171,29.05978
5.5,0000 1 Sep 2002,28.39497,28.1607,27.96481,28.7901
6.5,0000 1 Sep 2002,28.41086,28.82789,28.46468,28.64905
7.5,0000 1 Sep 2002,28.59019,28.76345,28.85961,28.70548
8.5,0000 1 Sep 2002,28.67071,27.85498,28.74235,28.82135
1.5,0000 1 Oct 2002,28.25147,24.63826,26.60805,29.53164
2.5,0000 1 Oct 2002,28.49733,26.02195,27.12992,29.37621
3.5,0000 1 Oct 2002,28.5688,27.29054,27.6511,29.12179
4.5,0000 1 Oct 2002,28.44727,28.34819,28.10714,28.80382
5.5,0000 1 Oct 2002,28.3504,28.87227,28.50842,28.59936
6.5,0000 1 Oct 2002,28.41318,28.65743,28.80455,28.56101
7.5,0000 1 Oct 2002,28.43653,27.60738,28.57944,28.62682
8.5,0000 1 Oct 2002,28.03612,26.00701,27.64841,28.61246
1.5,0000 1 Nov 2002,28.45492,25.70628,27.06628,29.45694
2.5,0000 1 Nov 2002,28.44473,27.11384,27.52488,29.12729
3.5,0000 1 Nov 2002,28.36102,28.08676,27.97231,28.83344
4.5,0000 1 Nov 2002,28.33306,28.55899,28.40779,28.64025
5.5,0000 1 Nov 2002,28.53364,28.27019,28.75466,28.68042
6.5,0000 1 Nov 2002,28.61713,27.09295,28.49558,28.83722
7.5,0000 1 Nov 2002,28.16506,25.46634,27.4784,28.83587
8.5,0000 1 Nov 2002,27.14463,24.03141,26.11184,28.45824
1.5,0000 1 Dec 2002,28.07851,26.27324,27.14966,29.1203
2.5,0000 1 Dec 2002,27.98656,27.35458,27.54975,28.79495
3.5,0000 1 Dec 2002,28.03455,27.85394,27.99731,28.5586
4.5,0000 1 Dec 2002,28.28312,27.56451,28.28762,28.60308
5.5,0000 1 Dec 2002,28.36931,26.33082,27.94828,28.78266
6.5,0000 1 Dec 2002,27.92492,24.7791,26.96529,28.81116
7.5,0000 1 Dec 2002,26.95415,23.50505,25.68253,28.47435
