L,MON,LDC_SST_NCEP_CFSv2,LDC_SST_NCEP_CFSv2_ONETWO,LDC_SST_NCEP_CFSv2_THREE,LDC_SST_NCEP_CFSv2_FOUR
8.5,0000 1 Jan 2011,26.48645,23.88254,25.53705,28.21652
1.5,0000 1 Feb 2011,26.69189,26.98253,26.36497,28.1605
2.5,0000 1 Feb 2011,27.57555,27.30816,27.14129,28.87352
3.5,0000 1 Feb 2011,28.26874,26.91604,27.63464,29.34134
4.5,0000 1 Feb 2011,28.38055,26.22659,27.57865,29.37822
5.5,0000 1 Feb 2011,27.85821,25.42387,27.02815,29.02051
6.5,0000 1 Feb 2011,27.1871,24.72745,26.35062,28.57549
7.5,0000 1 Feb 2011,26.76509,24.22778,25.92045,28.33303
8.5,0000 1 Feb 2011,26.73637,24.11063,25.80812,28.3977
1.5,0000 1 Mar 2011,27.45407,27.13586,27.02935,28.88266
2.5,0000 1 Mar 2011,28.11375,26.8348,27.43478,29.37274
3.5,0000 1 Mar 2011,28.1742,26.1319,27.32195,29.35668
4.5,0000 1 Mar 2011,27.61056,25.31238,26.79813,28.898
5.5,0000 1 Mar 2011,26.93609,24.55898,26.16216,28.38345
6.5,0000 1 Mar 2011,26.49862,24.04056,25.72354,28.0915
7.5,0000 1 Mar 2011,26.47027,23.84277,25.56146,28.1873
8.5,0000 1 Mar 2011,26.6527,24.10315,25.63188,28.47709
1.5,0000 1 Apr 2011,28.08032,26.25631,27.43459,29.32534
2.5,0000 1 Apr 2011,28.15603,25.86979,27.2929,29.43286
3.5,0000 1 Apr 2011,27.66934,25.25176,26.83084,29.02858
4.5,0000 1 Apr 2011,27.05344,24.64173,26.286,28.55049
5.5,0000 1 Apr 2011,26.68756,24.12679,25.89698,28.30339
6.5,0000 1 Apr 2011,26.68084,23.98965,25.74367,28.39378
7.5,0000 1 Apr 2011,26.89253,24.26331,25.82614,28.64694
8.5,0000 1 Apr 2011,27.28059,25.29521,26.21362,28.88978
1.5,0000 1 May 2011,27.46455,25.02712,26.79447,28.77853
2.5,0000 1 May 2011,26.93827,24.55272,26.2111,28.45705
3.5,0000 1 May 2011,26.33232,24.05185,25.61835,27.9425
4.5,0000 1 May 2011,25.98008,23.65027,25.23455,27.66695
5.5,0000 1 May 2011,25.94236,23.59198,25.08228,27.75552
6.5,0000 1 May 2011,26.08466,23.93414,25.14104,28.06935
7.5,0000 1 May 2011,26.38706,24.84422,25.48532,28.35456
8.5,0000 1 May 2011,26.72634,26.0735,26.02184,28.45208
1.5,0000 1 Jun 2011,26.68304,23.83923,25.72579,28.23221
2.5,0000 1 Jun 2011,25.93006,23.5043,25.03228,27.66515
3.5,0000 1 Jun 2011,25.41977,23.25985,24.60114,27.24711
4.5,0000 1 Jun 2011,25.2748,23.19482,24.41163,27.19893
5.5,0000 1 Jun 2011,25.42122,23.50233,24.45324,27.50624
6.5,0000 1 Jun 2011,25.77551,24.3565,24.7966,27.91703
7.5,0000 1 Jun 2011,26.26037,25.68233,25.46761,28.21809
8.5,0000 1 Jun 2011,26.69033,26.95967,26.24454,28.35237
1.5,0000 1 Jul 2011,26.24716,23.23729,25.21934,27.94002
2.5,0000 1 Jul 2011,25.62842,23.19584,24.71259,27.50331
3.5,0000 1 Jul 2011,25.35168,23.20551,24.43814,27.34944
4.5,0000 1 Jul 2011,25.43378,23.52071,24.4335,27.54757
5.5,0000 1 Jul 2011,25.68758,24.38826,24.73733,27.85259
6.5,0000 1 Jul 2011,26.07517,25.70509,25.38074,28.02282
7.5,0000 1 Jul 2011,26.47198,27.01201,26.16698,28.09048
8.5,0000 1 Jul 2011,26.89722,27.76718,26.88023,28.14733
1.5,0000 1 Aug 2011,25.82349,22.70876,24.68332,27.79539
2.5,0000 1 Aug 2011,25.43427,23.05352,24.40515,27.59026
3.5,0000 1 Aug 2011,25.38032,23.5089,24.29186,27.67839
4.5,0000 1 Aug 2011,25.52217,24.38632,24.50243,27.86249
5.5,0000 1 Aug 2011,25.77662,25.5719,25.06081,27.92748
6.5,0000 1 Aug 2011,26.10181,26.75344,25.81178,27.90658
7.5,0000 1 Aug 2011,26.60011,27.44959,26.54362,28.01357
8.5,0000 1 Aug 2011,27.20949,27.23221,27.0743,28.30827
1.5,0000 1 Sep 2011,25.42538,22.42355,24.151,27.79526
2.5,0000 1 Sep 2011,25.12113,23.1933,23.98204,27.71099
3.5,0000 1 Sep 2011,25.1149,24.14117,24.08951,27.75401
4.5,0000 1 Sep 2011,25.3654,25.28989,24.64153,27.72344
5.5,0000 1 Sep 2011,25.74713,26.43907,25.45874,27.66569
6.5,0000 1 Sep 2011,26.28152,27.1268,26.25533,27.77177
7.5,0000 1 Sep 2011,26.97083,27.02657,26.88118,28.15737
8.5,0000 1 Sep 2011,27.49372,26.06649,27.07618,28.55822
1.5,0000 1 Oct 2011,25.73027,22.74233,24.34462,28.05348
2.5,0000 1 Oct 2011,25.63759,23.8861,24.39468,28.14267
3.5,0000 1 Oct 2011,25.76852,25.1715,24.84178,28.11271
4.5,0000 1 Oct 2011,26.04788,26.43871,25.60382,27.99396
5.5,0000 1 Oct 2011,26.52591,27.20726,26.41145,28.01933
6.5,0000 1 Oct 2011,27.18846,27.10909,27.05318,28.33999
7.5,0000 1 Oct 2011,27.74149,26.27116,27.287,28.76439
8.5,0000 1 Oct 2011,27.82636,25.13594,26.97448,28.95116
1.5,0000 1 Nov 2011,25.50512,23.30345,24.04713,28.15053
2.5,0000 1 Nov 2011,25.51828,24.77469,24.55862,28.04741
3.5,0000 1 Nov 2011,25.77319,26.12687,25.3284,27.90578
4.5,0000 1 Nov 2011,26.34053,26.90138,26.17458,27.96402
5.5,0000 1 Nov 2011,27.03998,26.84407,26.81023,28.28161
6.5,0000 1 Nov 2011,27.55617,26.05459,27.01734,28.68603
7.5,0000 1 Nov 2011,27.60056,25.03893,26.73021,28.81845
8.5,0000 1 Nov 2011,27.16976,24.1462,26.09196,28.66088
1.5,0000 1 Dec 2011,25.70463,24.44296,24.68781,27.84052
2.5,0000 1 Dec 2011,25.82784,25.8801,25.26609,27.81865
3.5,0000 1 Dec 2011,26.26878,26.58103,25.97462,27.95402
4.5,0000 1 Dec 2011,26.95199,26.41446,26.63444,28.30139
5.5,0000 1 Dec 2011,27.46569,25.64118,26.90364,28.66454
6.5,0000 1 Dec 2011,27.49891,24.7598,26.62419,28.77187
7.5,0000 1 Dec 2011,26.98526,24.04351,25.9563,28.51369
8.5,0000 1 Dec 2011,26.41875,23.68534,25.4021,28.17807
1.5,0000 1 Jan 2012,26.02318,25.78082,25.54757,27.57328
2.5,0000 1 Jan 2012,26.49377,26.66012,26.23424,27.8553
3.5,0000 1 Jan 2012,27.18209,26.6186,26.88186,28.37134
4.5,0000 1 Jan 2012,27.69561,25.94949,27.13614,28.86222
5.5,0000 1 Jan 2012,27.7067,25.08243,26.86272,28.97884
6.5,0000 1 Jan 2012,27.23195,24.32964,26.22871,28.70677
7.5,0000 1 Jan 2012,26.70293,23.80212,25.64435,28.37656
8.5,0000 1 Jan 2012,26.4677,23.59073,25.40309,28.2629
1.5,0000 1 Feb 2012,26.71983,26.35633,26.41888,27.96888
2.5,0000 1 Feb 2012,27.3849,26.63944,27.06274,28.50173
3.5,0000 1 Feb 2012,27.89318,26.09872,27.31977,28.99301
4.5,0000 1 Feb 2012,27.92723,25.23253,27.05343,29.10357
5.5,0000 1 Feb 2012,27.41616,24.48564,26.40928,28.82803
6.5,0000 1 Feb 2012,26.82535,23.95817,25.77209,28.45567
7.5,0000 1 Feb 2012,26.50439,23.68255,25.42234,28.30115
8.5,0000 1 Feb 2012,26.56314,23.70147,25.36689,28.4395
1.5,0000 1 Mar 2012,27.8101,26.27648,27.32581,28.86178
2.5,0000 1 Mar 2012,28.41017,26.10755,27.67247,29.36728
3.5,0000 1 Mar 2012,28.55247,25.68871,27.61097,29.48095
4.5,0000 1 Mar 2012,28.15084,25.18379,27.14932,29.22375
5.5,0000 1 Mar 2012,27.66549,24.6887,26.64066,28.9459
6.5,0000 1 Mar 2012,27.40932,24.37234,26.33775,28.8638
7.5,0000 1 Mar 2012,27.5461,24.41179,26.37506,28.99571
8.5,0000 1 Mar 2012,27.80967,24.93497,26.60444,29.12493
1.5,0000 1 Apr 2012,28.331,26.21758,27.77738,29.19421
2.5,0000 1 Apr 2012,28.40069,25.78073,27.52589,29.38784
3.5,0000 1 Apr 2012,27.99564,25.2734,27.04839,29.15231
4.5,0000 1 Apr 2012,27.59291,24.85515,26.63456,28.92357
5.5,0000 1 Apr 2012,27.47297,24.63721,26.4839,28.93359
6.5,0000 1 Apr 2012,27.68937,24.83029,26.6197,29.09842
7.5,0000 1 Apr 2012,28.09756,25.40109,26.96872,29.27329
8.5,0000 1 Apr 2012,28.43036,26.40754,27.4141,29.23907
1.5,0000 1 May 2012,27.67052,25.20692,26.88002,28.90177
2.5,0000 1 May 2012,27.24111,24.59376,26.33048,28.71845
3.5,0000 1 May 2012,26.82762,24.00346,25.84169,28.4801
4.5,0000 1 May 2012,26.7359,23.71064,25.6858,28.46605
5.5,0000 1 May 2012,26.92924,23.93027,25.78666,28.70607
6.5,0000 1 May 2012,27.33358,24.62054,26.11961,28.99015
7.5,0000 1 May 2012,27.7618,25.76344,26.61654,29.12072
8.5,0000 1 May 2012,28.15106,27.12139,27.26554,29.03635
1.5,0000 1 Jun 2012,26.94034,24.3013,26.07588,28.30188
2.5,0000 1 Jun 2012,26.375,23.82154,25.40787,28.02459
3.5,0000 1 Jun 2012,26.07754,23.56538,25.09869,27.88807
4.5,0000 1 Jun 2012,26.12625,23.71573,25.13665,28.02276
5.5,0000 1 Jun 2012,26.42906,24.27846,25.37887,28.37334
6.5,0000 1 Jun 2012,26.86436,25.32352,25.82715,28.66453
7.5,0000 1 Jun 2012,27.30638,26.63238,26.47597,28.77757
8.5,0000 1 Jun 2012,27.61763,27.91279,27.21099,28.6595
1.5,0000 1 Jul 2012,27.17173,23.9897,26.12731,28.60797
2.5,0000 1 Jul 2012,26.81104,23.97744,25.76747,28.55874
3.5,0000 1 Jul 2012,26.83359,24.07964,25.7466,28.726
4.5,0000 1 Jul 2012,27.24644,24.61373,26.04982,29.01562
5.5,0000 1 Jul 2012,27.73933,25.72379,26.58875,29.149
6.5,0000 1 Jul 2012,28.10024,27.09404,27.23103,29.06001
7.5,0000 1 Jul 2012,28.25006,28.29835,27.85759,28.86595
8.5,0000 1 Jul 2012,28.27612,28.84527,28.3194,28.72981
1.5,0000 1 Aug 2012,26.93906,23.38214,25.66104,28.57615
2.5,0000 1 Aug 2012,26.71204,23.85634,25.50632,28.62497
3.5,0000 1 Aug 2012,26.8465,24.36132,25.62332,28.80285
4.5,0000 1 Aug 2012,27.19359,25.30399,26.02032,28.95952
5.5,0000 1 Aug 2012,27.47658,26.54929,26.60079,28.90558
6.5,0000 1 Aug 2012,27.62569,27.79095,27.24916,28.71621
7.5,0000 1 Aug 2012,27.81937,28.46706,27.85546,28.59484
8.5,0000 1 Aug 2012,28.15021,28.31034,28.34161,28.65472
1.5,0000 1 Sep 2012,27.16899,23.54571,25.70875,29.0952
2.5,0000 1 Sep 2012,27.10805,24.39993,25.79432,29.12865
3.5,0000 1 Sep 2012,27.27844,25.32444,26.08998,29.14676
4.5,0000 1 Sep 2012,27.44913,26.48168,26.57039,28.99371
5.5,0000 1 Sep 2012,27.60057,27.66834,27.20207,28.78283
6.5,0000 1 Sep 2012,27.80218,28.35441,27.834,28.625
7.5,0000 1 Sep 2012,28.20482,28.13203,28.31772,28.72651
8.5,0000 1 Sep 2012,28.44728,26.8507,28.15696,28.91643
1.5,0000 1 Oct 2012,27.37169,24.24377,25.88355,29.28434
2.5,0000 1 Oct 2012,27.5027,25.44303,26.25094,29.24704
3.5,0000 1 Oct 2012,27.56841,26.60935,26.68102,29.05317
4.5,0000 1 Oct 2012,27.61609,27.63076,27.21046,28.75908
5.5,0000 1 Oct 2012,27.803,28.16692,27.77946,28.59214
6.5,0000 1 Oct 2012,28.26772,27.78649,28.26515,28.71929
7.5,0000 1 Oct 2012,28.59587,26.50303,28.16551,29.02678
8.5,0000 1 Oct 2012,28.35051,24.9416,27.38078,29.14399
1.5,0000 1 Nov 2012,27.01866,24.59786,25.70654,29.13861
2.5,0000 1 Nov 2012,26.90515,26.00382,26.04868,28.85998
3.5,0000 1 Nov 2012,26.98746,27.1023,26.58918,28.56474
4.5,0000 1 Nov 2012,27.33751,27.65024,27.22473,28.46041
5.5,0000 1 Nov 2012,27.89347,27.315,27.71114,28.67236
6.5,0000 1 Nov 2012,28.33176,26.15144,27.73484,29.05332
7.5,0000 1 Nov 2012,28.30499,24.80704,27.24451,29.27033
8.5,0000 1 Nov 2012,27.77381,23.94606,26.48189,29.15014
1.5,0000 1 Dec 2012,26.72015,25.35538,25.83083,28.56117
2.5,0000 1 Dec 2012,26.59824,26.65929,26.26249,28.19056
3.5,0000 1 Dec 2012,26.94557,27.09897,26.83238,28.11977
4.5,0000 1 Dec 2012,27.63,26.62621,27.36702,28.48396
5.5,0000 1 Dec 2012,28.15833,25.56343,27.49451,28.98104
6.5,0000 1 Dec 2012,28.17863,24.55485,27.13337,29.2341
7.5,0000 1 Dec 2012,27.7052,23.98573,26.47281,29.10677
8.5,0000 1 Dec 2012,27.11564,23.71133,25.87623,28.81574
1.5,0000 1 Jan 2013,26.36329,25.9423,25.91626,28.03272
2.5,0000 1 Jan 2013,26.68974,26.66752,26.54809,27.99851
3.5,0000 1 Jan 2013,27.28908,26.39093,27.04719,28.34136
4.5,0000 1 Jan 2013,27.79972,25.41037,27.21723,28.78802
5.5,0000 1 Jan 2013,27.82933,24.43387,26.87583,28.966
6.5,0000 1 Jan 2013,27.3781,23.81126,26.21918,28.81469
7.5,0000 1 Jan 2013,26.87131,23.57778,25.6664,28.56108
8.5,0000 1 Jan 2013,26.70546,23.60165,25.52338,28.49525
1.5,0000 1 Feb 2013,26.85398,26.26893,26.55635,28.26241
2.5,0000 1 Feb 2013,27.40986,26.21129,27.08201,28.60911
3.5,0000 1 Feb 2013,27.82216,25.50429,27.24182,28.96061
4.5,0000 1 Feb 2013,27.78943,24.64967,26.88209,29.03857
5.5,0000 1 Feb 2013,27.34577,24.01171,26.27249,28.79268
6.5,0000 1 Feb 2013,26.88183,23.65801,25.74499,28.51547
7.5,0000 1 Feb 2013,26.67371,23.56868,25.51488,28.46957
8.5,0000 1 Feb 2013,26.78816,23.7244,25.54571,28.651
1.5,0000 1 Mar 2013,27.99513,25.98449,27.51795,29.07807
2.5,0000 1 Mar 2013,28.37222,25.66145,27.5781,29.53827
3.5,0000 1 Mar 2013,28.19523,25.08456,27.16876,29.53439
4.5,0000 1 Mar 2013,27.62998,24.50036,26.54623,29.13106
5.5,0000 1 Mar 2013,27.10215,24.11328,26.03796,28.74631
6.5,0000 1 Mar 2013,26.89714,23.93015,25.82266,28.65296
7.5,0000 1 Mar 2013,27.03541,24.13551,25.90084,28.83438
8.5,0000 1 Mar 2013,27.35502,24.70868,26.16923,29.07095
1.5,0000 1 Apr 2013,28.05109,24.89757,27.22133,29.21193
2.5,0000 1 Apr 2013,27.72361,24.43633,26.6775,29.1873
3.5,0000 1 Apr 2013,27.09063,23.89246,26.01719,28.74879
4.5,0000 1 Apr 2013,26.54405,23.47734,25.49138,28.29593
5.5,0000 1 Apr 2013,26.30567,23.36478,25.26159,28.1132
6.5,0000 1 Apr 2013,26.36584,23.6606,25.31762,28.24201
7.5,0000 1 Apr 2013,26.67077,24.26558,25.57126,28.53341
8.5,0000 1 Apr 2013,27.02712,25.28573,25.96546,28.75741
1.5,0000 1 May 2013,27.52872,23.5082,26.2909,28.90764
2.5,0000 1 May 2013,26.87089,23.18559,25.61945,28.56436
3.5,0000 1 May 2013,26.26853,23.00743,25.10918,28.11833
4.5,0000 1 May 2013,25.9765,23.03846,24.91415,27.88851
5.5,0000 1 May 2013,26.05187,23.38334,24.98358,28.02079
6.5,0000 1 May 2013,26.37239,23.97204,25.23347,28.37709
7.5,0000 1 May 2013,26.82238,25.04606,25.70039,28.71494
8.5,0000 1 May 2013,27.20558,26.32593,26.28037,28.83605
1.5,0000 1 Jun 2013,26.7558,22.71757,25.3146,28.52864
2.5,0000 1 Jun 2013,26.06809,22.68837,24.76746,28.07867
3.5,0000 1 Jun 2013,25.71798,22.77196,24.5387,27.80717
4.5,0000 1 Jun 2013,25.7821,23.12869,24.65147,27.8902
5.5,0000 1 Jun 2013,26.0654,23.78497,24.91673,28.20163
6.5,0000 1 Jun 2013,26.55267,24.91893,25.39388,28.58232
7.5,0000 1 Jun 2013,27.07396,26.24617,26.07211,28.78083
8.5,0000 1 Jun 2013,27.46367,27.48931,26.84428,28.81556
1.5,0000 1 Jul 2013,26.3015,22.43475,24.9163,28.23923
2.5,0000 1 Jul 2013,25.75471,22.89026,24.60036,27.88684
3.5,0000 1 Jul 2013,25.72571,23.28939,24.64621,27.92467
4.5,0000 1 Jul 2013,26.08264,23.95675,24.95951,28.26635
5.5,0000 1 Jul 2013,26.55024,25.03863,25.46652,28.59796
6.5,0000 1 Jul 2013,26.96123,26.38417,26.12213,28.70838
7.5,0000 1 Jul 2013,27.2995,27.65739,26.86102,28.68247
8.5,0000 1 Jul 2013,27.65447,28.31097,27.55063,28.6651
1.5,0000 1 Aug 2013,26.18184,22.62563,24.87182,28.21976
2.5,0000 1 Aug 2013,25.95605,23.33816,24.81866,28.1643
3.5,0000 1 Aug 2013,26.17298,23.93709,25.00854,28.40075
4.5,0000 1 Aug 2013,26.62912,24.9137,25.468,28.7021
5.5,0000 1 Aug 2013,27.06339,26.21535,26.14451,28.82317
6.5,0000 1 Aug 2013,27.40481,27.49486,26.90443,28.80774
7.5,0000 1 Aug 2013,27.77737,28.2553,27.66152,28.84059
8.5,0000 1 Aug 2013,28.34509,28.17068,28.31469,29.12145
1.5,0000 1 Sep 2013,26.5196,23.07524,25.12656,28.6743
2.5,0000 1 Sep 2013,26.56966,24.08993,25.27504,28.81892
3.5,0000 1 Sep 2013,26.91572,25.10149,25.68971,29.02364
4.5,0000 1 Sep 2013,27.33191,26.35153,26.32657,29.07277
5.5,0000 1 Sep 2013,27.68263,27.62688,27.06726,29.00621
6.5,0000 1 Sep 2013,28.0288,28.37848,27.79418,29.0085
7.5,0000 1 Sep 2013,28.4795,28.335,28.40259,29.20301
8.5,0000 1 Sep 2013,28.80381,27.44324,28.52647,29.3866
1.5,0000 1 Oct 2013,27.15322,24.06606,25.69111,29.1761
2.5,0000 1 Oct 2013,27.49631,25.52444,26.16492,29.29286
3.5,0000 1 Oct 2013,27.78894,26.72138,26.73349,29.25042
4.5,0000 1 Oct 2013,27.94596,27.77498,27.34475,29.07414
5.5,0000 1 Oct 2013,28.13504,28.34508,27.97416,28.98522
6.5,0000 1 Oct 2013,28.49394,28.12785,28.47303,29.10939
7.5,0000 1 Oct 2013,28.74077,27.02925,28.41437,29.31397
8.5,0000 1 Oct 2013,28.3251,25.55307,27.58679,29.19672
1.5,0000 1 Nov 2013,27.25033,24.77074,25.93233,29.12899
2.5,0000 1 Nov 2013,27.32161,26.31621,26.35199,29.06647
3.5,0000 1 Nov 2013,27.45359,27.43894,26.91819,28.92553
4.5,0000 1 Nov 2013,27.76969,28.02976,27.5877,28.91491
5.5,0000 1 Nov 2013,28.31662,27.86079,28.19777,29.14589
6.5,0000 1 Nov 2013,28.69973,26.95547,28.28951,29.44741
7.5,0000 1 Nov 2013,28.55651,25.7332,27.74265,29.46885
8.5,0000 1 Nov 2013,28.04279,24.69735,26.88975,29.29815
1.5,0000 1 Dec 2013,26.92912,25.56719,25.91251,28.74965
2.5,0000 1 Dec 2013,26.99423,26.96644,26.47939,28.51161
3.5,0000 1 Dec 2013,27.33364,27.53724,27.13022,28.47067
4.5,0000 1 Dec 2013,27.92335,27.21951,27.69121,28.75163
5.5,0000 1 Dec 2013,28.35603,26.17461,27.7511,29.17072
6.5,0000 1 Dec 2013,28.23801,24.95503,27.23508,29.31355
7.5,0000 1 Dec 2013,27.59262,24.06414,26.38696,29.04811
8.5,0000 1 Dec 2013,26.91579,23.63614,25.72353,28.65214
1.5,0000 1 Jan 2014,26.82324,26.69804,26.35269,28.33384
2.5,0000 1 Jan 2014,27.29947,27.49683,27.09398,28.47816
3.5,0000 1 Jan 2014,27.96603,27.36466,27.69946,28.86142
4.5,0000 1 Jan 2014,28.43986,26.46848,27.82806,29.28829
5.5,0000 1 Jan 2014,28.39736,25.41971,27.41666,29.42896
6.5,0000 1 Jan 2014,27.84732,24.50427,26.6893,29.18573
7.5,0000 1 Jan 2014,27.2486,24.04065,26.07342,28.847
8.5,0000 1 Jan 2014,26.97704,23.7703,25.80384,28.71502
1.5,0000 1 Feb 2014,27.28783,27.01289,26.87763,28.70501
2.5,0000 1 Feb 2014,28.02101,27.30349,27.5881,29.18359
3.5,0000 1 Feb 2014,28.53584,26.90236,27.91239,29.53158
4.5,0000 1 Feb 2014,28.55043,26.16976,27.74476,29.52636
5.5,0000 1 Feb 2014,28.11428,25.38166,27.21252,29.25109
6.5,0000 1 Feb 2014,27.60871,24.69951,26.63402,28.97791
7.5,0000 1 Feb 2014,27.42009,24.25636,26.33172,28.93976
8.5,0000 1 Feb 2014,27.66047,24.31092,26.44235,29.11303
1.5,0000 1 Mar 2014,28.11795,26.72417,27.49413,29.38014
2.5,0000 1 Mar 2014,28.69214,26.80259,27.91063,29.66804
3.5,0000 1 Mar 2014,28.68588,26.28863,27.79216,29.61425
4.5,0000 1 Mar 2014,28.19512,25.55862,27.30275,29.26567
5.5,0000 1 Mar 2014,27.69665,24.83411,26.75724,28.97648
6.5,0000 1 Mar 2014,27.54608,24.33608,26.49549,28.914
7.5,0000 1 Mar 2014,27.80709,24.40295,26.63298,29.08112
8.5,0000 1 Mar 2014,28.33183,25.31246,27.22879,29.19123
1.5,0000 1 Apr 2014,28.72068,26.37506,27.97798,29.74277
2.5,0000 1 Apr 2014,28.74481,26.13843,27.80754,29.75118
3.5,0000 1 Apr 2014,28.32086,25.51904,27.36467,29.44115
4.5,0000 1 Apr 2014,27.91531,24.87729,26.92815,29.19033
5.5,0000 1 Apr 2014,27.85297,24.53417,26.78682,29.15321
6.5,0000 1 Apr 2014,28.14719,24.76984,27.00793,29.23926
7.5,0000 1 Apr 2014,28.53454,25.65679,27.4822,29.27451
8.5,0000 1 Apr 2014,28.79035,26.99328,28.013,29.1302
1.5,0000 1 May 2014,28.20108,25.40867,27.3405,29.49578
2.5,0000 1 May 2014,27.65253,24.80356,26.70339,29.18677
3.5,0000 1 May 2014,27.16298,24.14547,26.1494,28.86146
4.5,0000 1 May 2014,27.06945,23.83886,25.98565,28.79257
5.5,0000 1 May 2014,27.36681,24.02583,26.17598,28.95373
6.5,0000 1 May 2014,27.89925,24.78594,26.66496,29.14392
7.5,0000 1 May 2014,28.36919,26.01424,27.27224,29.16993
8.5,0000 1 May 2014,28.60505,27.35734,27.81663,29.00192
1.5,0000 1 Jun 2014,27.23171,24.26979,26.27083,28.83974
2.5,0000 1 Jun 2014,26.60545,23.68069,25.54261,28.40506
3.5,0000 1 Jun 2014,26.41215,23.35347,25.25479,28.27674
4.5,0000 1 Jun 2014,26.67726,23.5377,25.46066,28.50732
5.5,0000 1 Jun 2014,27.18272,24.30113,25.95593,28.83168
6.5,0000 1 Jun 2014,27.7738,25.5967,26.61293,29.08075
7.5,0000 1 Jun 2014,28.1813,27.06896,27.273,29.03755
8.5,0000 1 Jun 2014,28.32306,28.32888,27.84423,28.86267
1.5,0000 1 Jul 2014,26.78358,23.33751,25.47471,28.61422
2.5,0000 1 Jul 2014,26.44482,23.18235,25.13082,28.41991
3.5,0000 1 Jul 2014,26.5515,23.34526,25.2405,28.54817
4.5,0000 1 Jul 2014,26.98927,23.93245,25.64446,28.84126
5.5,0000 1 Jul 2014,27.55541,25.16772,26.29271,29.06171
6.5,0000 1 Jul 2014,28.01987,26.6953,27.0413,29.05164
7.5,0000 1 Jul 2014,28.28817,28.11355,27.77161,28.90658
8.5,0000 1 Jul 2014,28.48657,28.96358,28.42578,28.86999
1.5,0000 1 Aug 2014,26.71202,23.16809,25.32869,28.66245
2.5,0000 1 Aug 2014,26.69614,23.47865,25.37688,28.70356
3.5,0000 1 Aug 2014,27.02605,24.12879,25.68018,28.94623
4.5,0000 1 Aug 2014,27.60716,25.27067,26.3031,29.13959
5.5,0000 1 Aug 2014,28.10461,26.72736,27.06003,29.10955
6.5,0000 1 Aug 2014,28.39638,28.10516,27.81874,28.97553
7.5,0000 1 Aug 2014,28.57408,28.85732,28.44529,28.9456
8.5,0000 1 Aug 2014,28.81528,28.92276,28.94901,29.09718
1.5,0000 1 Sep 2014,26.96972,23.53314,25.59568,28.98393
2.5,0000 1 Sep 2014,27.1167,24.40302,25.81043,29.1014
3.5,0000 1 Sep 2014,27.52324,25.48119,26.25844,29.25215
4.5,0000 1 Sep 2014,27.93458,26.73838,26.92149,29.22741
5.5,0000 1 Sep 2014,28.22342,28.01242,27.66182,29.05941
6.5,0000 1 Sep 2014,28.48474,28.79725,28.36446,28.99787
7.5,0000 1 Sep 2014,28.87362,28.94799,28.96583,29.19699
8.5,0000 1 Sep 2014,29.24732,28.51014,29.31329,29.45611
1.5,0000 1 Oct 2014,27.52934,24.0472,26.01847,29.42835
2.5,0000 1 Oct 2014,27.90106,25.41182,26.509,29.48857
3.5,0000 1 Oct 2014,28.2074,26.74769,27.10454,29.36788
4.5,0000 1 Oct 2014,28.41711,27.94842,27.78091,29.16843
5.5,0000 1 Oct 2014,28.59707,28.69678,28.43189,29.05978
6.5,0000 1 Oct 2014,28.92065,28.75352,28.98514,29.18604
7.5,0000 1 Oct 2014,29.17125,28.05219,29.13213,29.38402
8.5,0000 1 Oct 2014,28.99077,26.96286,28.67573,29.3442
1.5,0000 1 Nov 2014,27.72059,24.98769,26.34373,29.48323
2.5,0000 1 Nov 2014,27.87341,26.4591,26.77826,29.37617
3.5,0000 1 Nov 2014,28.0437,27.64661,27.36965,29.18376
4.5,0000 1 Nov 2014,28.32869,28.32176,28.03493,29.12681
5.5,0000 1 Nov 2014,28.78088,28.31909,28.65188,29.2789
6.5,0000 1 Nov 2014,29.19101,27.60004,28.87057,29.53827
7.5,0000 1 Nov 2014,29.20331,26.45286,28.53344,29.59162
8.5,0000 1 Nov 2014,28.87458,25.34555,27.84068,29.47075
1.5,0000 1 Dec 2014,27.64785,25.86405,26.54908,29.31142
2.5,0000 1 Dec 2014,27.63733,27.10702,26.94864,29.04187
3.5,0000 1 Dec 2014,27.90013,27.72159,27.54793,28.94734
4.5,0000 1 Dec 2014,28.40823,27.62657,28.12656,29.13584
5.5,0000 1 Dec 2014,28.86577,26.89255,28.33918,29.44767
6.5,0000 1 Dec 2014,28.92023,25.82663,28.02151,29.557
7.5,0000 1 Dec 2014,28.55339,24.85586,27.35671,29.38753
8.5,0000 1 Dec 2014,28.08014,24.17905,26.72207,29.13036
1.5,0000 1 Jan 2015,27.3901,26.20237,26.76218,28.8197
2.5,0000 1 Jan 2015,27.72339,27.07109,27.32548,28.78951
3.5,0000 1 Jan 2015,28.29729,27.03099,27.84702,29.07591
4.5,0000 1 Jan 2015,28.76907,26.29037,28.02592,29.45179
5.5,0000 1 Jan 2015,28.85131,25.29881,27.75099,29.63638
6.5,0000 1 Jan 2015,28.51111,24.49286,27.15686,29.49973
7.5,0000 1 Jan 2015,28.13845,24.07395,26.67455,29.27019
8.5,0000 1 Jan 2015,28.13156,24.01733,26.62426,29.20475
1.5,0000 1 Feb 2015,27.88752,26.47495,27.25743,29.17016
2.5,0000 1 Feb 2015,28.4754,26.62498,27.82843,29.51149
3.5,0000 1 Feb 2015,28.87196,26.12994,28.02602,29.80941
