M,L,MON,LDC_SST_NCEP_CFSv2
6,6.5,0000 1 Feb 2015,28.19779
7,6.5,0000 1 Feb 2015,27.48925
8,6.5,0000 1 Feb 2015,28.47565
9,6.5,0000 1 Feb 2015,27.26034
10,6.5,0000 1 Feb 2015,27.13889
11,6.5,0000 1 Feb 2015,26.96373
12,6.5,0000 1 Feb 2015,28.11748
13,6.5,0000 1 Feb 2015,26.37817
14,6.5,0000 1 Feb 2015,27.08697
15,6.5,0000 1 Feb 2015,26.62219
16,6.5,0000 1 Feb 2015,26.94109
17,6.5,0000 1 Feb 2015,28.63835
18,6.5,0000 1 Feb 2015,27.37719
19,6.5,0000 1 Feb 2015,28.44594
20,6.5,0000 1 Feb 2015,27.78148
21,6.5,0000 1 Feb 2015,27.18208
22,6.5,0000 1 Feb 2015,28.14957
23,6.5,0000 1 Feb 2015,27.38477
24,6.5,0000 1 Feb 2015,27.27055
1,7.5,0000 1 Feb 2015,28.83617
2,7.5,0000 1 Feb 2015,27.36761
3,7.5,0000 1 Feb 2015,28.21227
4,7.5,0000 1 Feb 2015,28.61531
5,7.5,0000 1 Feb 2015,28.48515
6,7.5,0000 1 Feb 2015,27.85291
7,7.5,0000 1 Feb 2015,27.05545
8,7.5,0000 1 Feb 2015,28.45048
9,7.5,0000 1 Feb 2015,27.35049
10,7.5,0000 1 Feb 2015,26.69507
11,7.5,0000 1 Feb 2015,26.67889
12,7.5,0000 1 Feb 2015,28.01515
13,7.5,0000 1 Feb 2015,26.13928
14,7.5,0000 1 Feb 2015,26.46781
15,7.5,0000 1 Feb 2015,26.37598
16,7.5,0000 1 Feb 2015,26.52162
17,7.5,0000 1 Feb 2015,28.46564
18,7.5,0000 1 Feb 2015,27.03238
19,7.5,0000 1 Feb 2015,28.23125
20,7.5,0000 1 Feb 2015,27.49577
21,7.5,0000 1 Feb 2015,26.90026
22,7.5,0000 1 Feb 2015,27.90607
23,7.5,0000 1 Feb 2015,26.97333
24,7.5,0000 1 Feb 2015,26.97845
1,8.5,0000 1 Feb 2015,28.90558
2,8.5,0000 1 Feb 2015,27.46728
3,8.5,0000 1 Feb 2015,28.32097
4,8.5,0000 1 Feb 2015,28.5513
5,8.5,0000 1 Feb 2015,28.44752
6,8.5,0000 1 Feb 2015,27.89662
7,8.5,0000 1 Feb 2015,27.00406
8,8.5,0000 1 Feb 2015,28.49676
9,8.5,0000 1 Feb 2015,27.4904
10,8.5,0000 1 Feb 2015,26.54578
11,8.5,0000 1 Feb 2015,26.66401
12,8.5,0000 1 Feb 2015,28.05365
13,8.5,0000 1 Feb 2015,26.14885
14,8.5,0000 1 Feb 2015,26.31416
15,8.5,0000 1 Feb 2015,26.38985
16,8.5,0000 1 Feb 2015,26.50637
17,8.5,0000 1 Feb 2015,28.52811
18,8.5,0000 1 Feb 2015,27.08727
19,8.5,0000 1 Feb 2015,28.25857
20,8.5,0000 1 Feb 2015,27.66091
21,8.5,0000 1 Feb 2015,27.11454
22,8.5,0000 1 Feb 2015,28.15215
23,8.5,0000 1 Feb 2015,27.16363
24,8.5,0000 1 Feb 2015,27.01636
1,1.5,0000 1 Mar 2015,28.60647
2,1.5,0000 1 Mar 2015,28.55615
3,1.5,0000 1 Mar 2015,28.58051
4,1.5,0000 1 Mar 2015,28.51543
5,1.5,0000 1 Mar 2015,28.75911
6,1.5,0000 1 Mar 2015,28.55935
7,1.5,0000 1 Mar 2015,28.85753
8,1.5,0000 1 Mar 2015,28.49823
9,1.5,0000 1 Mar 2015,28.66874
10,1.5,0000 1 Mar 2015,28.61044
11,1.5,0000 1 Mar 2015,28.73987
12,1.5,0000 1 Mar 2015,28.54387
13,1.5,0000 1 Mar 2015,28.6917
14,1.5,0000 1 Mar 2015,28.49032
15,1.5,0000 1 Mar 2015,28.80603
16,1.5,0000 1 Mar 2015,29.15267
17,1.5,0000 1 Mar 2015,28.59231
18,1.5,0000 1 Mar 2015,28.50175
19,1.5,0000 1 Mar 2015,28.68134
20,1.5,0000 1 Mar 2015,28.60078
21,1.5,0000 1 Mar 2015,28.7377
22,1.5,0000 1 Mar 2015,28.70362
23,1.5,0000 1 Mar 2015,28.7318
24,1.5,0000 1 Mar 2015,28.72618
1,2.5,0000 1 Mar 2015,28.96257
2,2.5,0000 1 Mar 2015,28.93555
3,2.5,0000 1 Mar 2015,29.08102
4,2.5,0000 1 Mar 2015,28.98991
5,2.5,0000 1 Mar 2015,29.18576
6,2.5,0000 1 Mar 2015,28.86945
7,2.5,0000 1 Mar 2015,29.39032
8,2.5,0000 1 Mar 2015,29.00168
9,2.5,0000 1 Mar 2015,29.1321
10,2.5,0000 1 Mar 2015,29.2001
11,2.5,0000 1 Mar 2015,29.22879
12,2.5,0000 1 Mar 2015,28.80903
13,2.5,0000 1 Mar 2015,29.23282
14,2.5,0000 1 Mar 2015,28.96051
15,2.5,0000 1 Mar 2015,29.26888
16,2.5,0000 1 Mar 2015,29.7492
17,2.5,0000 1 Mar 2015,28.95976
18,2.5,0000 1 Mar 2015,28.89538
19,2.5,0000 1 Mar 2015,29.23996
20,2.5,0000 1 Mar 2015,28.99787
21,2.5,0000 1 Mar 2015,29.12791
22,2.5,0000 1 Mar 2015,29.15442
23,2.5,0000 1 Mar 2015,29.2617
24,2.5,0000 1 Mar 2015,29.1875
1,3.5,0000 1 Mar 2015,28.56183
2,3.5,0000 1 Mar 2015,28.62771
3,3.5,0000 1 Mar 2015,29.28992
4,3.5,0000 1 Mar 2015,29.13517
5,3.5,0000 1 Mar 2015,29.13259
6,3.5,0000 1 Mar 2015,28.61673
7,3.5,0000 1 Mar 2015,29.41859
8,3.5,0000 1 Mar 2015,29.09008
9,3.5,0000 1 Mar 2015,28.9999
10,3.5,0000 1 Mar 2015,29.43247
11,3.5,0000 1 Mar 2015,29.28953
12,3.5,0000 1 Mar 2015,28.61183
13,3.5,0000 1 Mar 2015,29.20508
14,3.5,0000 1 Mar 2015,28.90228
15,3.5,0000 1 Mar 2015,29.14849
16,3.5,0000 1 Mar 2015,29.81178
17,3.5,0000 1 Mar 2015,28.75075
18,3.5,0000 1 Mar 2015,28.79688
19,3.5,0000 1 Mar 2015,29.26805
20,3.5,0000 1 Mar 2015,28.7433
21,3.5,0000 1 Mar 2015,29.05148
22,3.5,0000 1 Mar 2015,29.13259
23,3.5,0000 1 Mar 2015,29.31617
24,3.5,0000 1 Mar 2015,29.14364
1,4.5,0000 1 Mar 2015,27.67542
2,4.5,0000 1 Mar 2015,27.97002
3,4.5,0000 1 Mar 2015,29.10537
4,4.5,0000 1 Mar 2015,28.81561
5,4.5,0000 1 Mar 2015,28.56257
6,4.5,0000 1 Mar 2015,28.03899
7,4.5,0000 1 Mar 2015,28.85195
8,4.5,0000 1 Mar 2015,28.70147
9,4.5,0000 1 Mar 2015,28.26036
10,4.5,0000 1 Mar 2015,29.17095
11,4.5,0000 1 Mar 2015,28.75232
12,4.5,0000 1 Mar 2015,27.84363
13,4.5,0000 1 Mar 2015,28.69345
14,4.5,0000 1 Mar 2015,28.30562
15,4.5,0000 1 Mar 2015,28.41077
16,4.5,0000 1 Mar 2015,29.45781
17,4.5,0000 1 Mar 2015,28.07469
18,4.5,0000 1 Mar 2015,28.26504
19,4.5,0000 1 Mar 2015,28.84815
20,4.5,0000 1 Mar 2015,28.04525
21,4.5,0000 1 Mar 2015,28.45749
22,4.5,0000 1 Mar 2015,28.6829
23,4.5,0000 1 Mar 2015,29.08289
24,4.5,0000 1 Mar 2015,28.72632
1,5.5,0000 1 Mar 2015,26.76523
2,5.5,0000 1 Mar 2015,27.35217
3,5.5,0000 1 Mar 2015,28.83471
4,5.5,0000 1 Mar 2015,28.29694
5,5.5,0000 1 Mar 2015,28.00483
6,5.5,0000 1 Mar 2015,27.57918
7,5.5,0000 1 Mar 2015,28.29419
8,5.5,0000 1 Mar 2015,28.42005
9,5.5,0000 1 Mar 2015,27.50202
10,5.5,0000 1 Mar 2015,28.80822
11,5.5,0000 1 Mar 2015,28.24649
12,5.5,0000 1 Mar 2015,27.28469
13,5.5,0000 1 Mar 2015,28.1716
14,5.5,0000 1 Mar 2015,27.58386
15,5.5,0000 1 Mar 2015,27.73766
16,5.5,0000 1 Mar 2015,29.26922
17,5.5,0000 1 Mar 2015,27.52741
18,5.5,0000 1 Mar 2015,27.73355
19,5.5,0000 1 Mar 2015,28.33661
20,5.5,0000 1 Mar 2015,27.43861
21,5.5,0000 1 Mar 2015,27.97844
22,5.5,0000 1 Mar 2015,28.21898
23,5.5,0000 1 Mar 2015,28.86421
24,5.5,0000 1 Mar 2015,28.26313
1,6.5,0000 1 Mar 2015,26.62044
2,6.5,0000 1 Mar 2015,27.07802
3,6.5,0000 1 Mar 2015,28.77169
4,6.5,0000 1 Mar 2015,27.9666
5,6.5,0000 1 Mar 2015,27.85666
6,6.5,0000 1 Mar 2015,27.45666
7,6.5,0000 1 Mar 2015,28.07489
8,6.5,0000 1 Mar 2015,28.52534
9,6.5,0000 1 Mar 2015,27.24435
10,6.5,0000 1 Mar 2015,28.76272
11,6.5,0000 1 Mar 2015,28.06804
12,6.5,0000 1 Mar 2015,27.02888
13,6.5,0000 1 Mar 2015,28.05381
14,6.5,0000 1 Mar 2015,27.29819
15,6.5,0000 1 Mar 2015,27.49239
16,6.5,0000 1 Mar 2015,29.35209
17,6.5,0000 1 Mar 2015,27.23902
18,6.5,0000 1 Mar 2015,27.51874
19,6.5,0000 1 Mar 2015,28.06217
20,6.5,0000 1 Mar 2015,27.25048
21,6.5,0000 1 Mar 2015,27.78491
22,6.5,0000 1 Mar 2015,28.01998
23,6.5,0000 1 Mar 2015,28.9363
24,6.5,0000 1 Mar 2015,28.0797
1,7.5,0000 1 Mar 2015,26.7935
2,7.5,0000 1 Mar 2015,26.92031
3,7.5,0000 1 Mar 2015,28.88961
4,7.5,0000 1 Mar 2015,27.97706
5,7.5,0000 1 Mar 2015,28.16444
6,7.5,0000 1 Mar 2015,27.81536
7,7.5,0000 1 Mar 2015,28.33713
8,7.5,0000 1 Mar 2015,28.74817
9,7.5,0000 1 Mar 2015,27.47219
10,7.5,0000 1 Mar 2015,29.02756
11,7.5,0000 1 Mar 2015,28.44592
12,7.5,0000 1 Mar 2015,27.40565
13,7.5,0000 1 Mar 2015,28.26295
14,7.5,0000 1 Mar 2015,27.44034
15,7.5,0000 1 Mar 2015,27.68924
16,7.5,0000 1 Mar 2015,29.65788
17,7.5,0000 1 Mar 2015,27.34603
18,7.5,0000 1 Mar 2015,27.62963
19,7.5,0000 1 Mar 2015,28.20181
20,7.5,0000 1 Mar 2015,27.56033
21,7.5,0000 1 Mar 2015,27.8513
22,7.5,0000 1 Mar 2015,28.23307
23,7.5,0000 1 Mar 2015,29.21019
24,7.5,0000 1 Mar 2015,28.18979
1,8.5,0000 1 Mar 2015,27.06664
2,8.5,0000 1 Mar 2015,26.86077
3,8.5,0000 1 Mar 2015,29.05804
4,8.5,0000 1 Mar 2015,28.0808
5,8.5,0000 1 Mar 2015,28.43301
6,8.5,0000 1 Mar 2015,28.01671
7,8.5,0000 1 Mar 2015,28.53587
8,8.5,0000 1 Mar 2015,28.93442
9,8.5,0000 1 Mar 2015,27.66773
10,8.5,0000 1 Mar 2015,29.25685
11,8.5,0000 1 Mar 2015,28.69242
12,8.5,0000 1 Mar 2015,27.60544
13,8.5,0000 1 Mar 2015,28.77411
14,8.5,0000 1 Mar 2015,27.78504
15,8.5,0000 1 Mar 2015,28.09024
16,8.5,0000 1 Mar 2015,29.72038
17,8.5,0000 1 Mar 2015,27.73605
18,8.5,0000 1 Mar 2015,27.92496
19,8.5,0000 1 Mar 2015,28.48628
20,8.5,0000 1 Mar 2015,28.03507
21,8.5,0000 1 Mar 2015,28.06569
22,8.5,0000 1 Mar 2015,28.56264
23,8.5,0000 1 Mar 2015,29.33682
24,8.5,0000 1 Mar 2015,28.42011
1,1.5,0000 1 Apr 2015,29.15398
2,1.5,0000 1 Apr 2015,29.1556
3,1.5,0000 1 Apr 2015,29.04647
4,1.5,0000 1 Apr 2015,29.18446
5,1.5,0000 1 Apr 2015,29.21832
6,1.5,0000 1 Apr 2015,28.91256
7,1.5,0000 1 Apr 2015,28.81155
8,1.5,0000 1 Apr 2015,29.18895
9,1.5,0000 1 Apr 2015,28.96741
10,1.5,0000 1 Apr 2015,29.2912
11,1.5,0000 1 Apr 2015,29.02957
12,1.5,0000 1 Apr 2015,29.18222
13,1.5,0000 1 Apr 2015,29.03953
14,1.5,0000 1 Apr 2015,28.96359
15,1.5,0000 1 Apr 2015,29.08045
16,1.5,0000 1 Apr 2015,28.97955
17,1.5,0000 1 Apr 2015,29.0167
18,1.5,0000 1 Apr 2015,29.21757
19,1.5,0000 1 Apr 2015,29.09543
20,1.5,0000 1 Apr 2015,29.34438
21,1.5,0000 1 Apr 2015,29.15998
22,1.5,0000 1 Apr 2015,29.05551
23,1.5,0000 1 Apr 2015,29.2259
24,1.5,0000 1 Apr 2015,29.14476
1,2.5,0000 1 Apr 2015,29.19629
2,2.5,0000 1 Apr 2015,29.09029
3,2.5,0000 1 Apr 2015,28.8736
4,2.5,0000 1 Apr 2015,29.25346
5,2.5,0000 1 Apr 2015,29.29619
6,2.5,0000 1 Apr 2015,28.85616
7,2.5,0000 1 Apr 2015,28.71561
8,2.5,0000 1 Apr 2015,29.32357
9,2.5,0000 1 Apr 2015,28.99777
10,2.5,0000 1 Apr 2015,29.61465
11,2.5,0000 1 Apr 2015,29.17486
12,2.5,0000 1 Apr 2015,29.25489
13,2.5,0000 1 Apr 2015,29.09429
14,2.5,0000 1 Apr 2015,29.04178
15,2.5,0000 1 Apr 2015,29.14332
16,2.5,0000 1 Apr 2015,29.08794
17,2.5,0000 1 Apr 2015,28.93582
18,2.5,0000 1 Apr 2015,29.54962
19,2.5,0000 1 Apr 2015,29.28039
20,2.5,0000 1 Apr 2015,29.41883
21,2.5,0000 1 Apr 2015,29.28525
22,2.5,0000 1 Apr 2015,28.93638
23,2.5,0000 1 Apr 2015,29.35916
24,2.5,0000 1 Apr 2015,29.10946
1,3.5,0000 1 Apr 2015,28.81864
2,3.5,0000 1 Apr 2015,28.44383
3,3.5,0000 1 Apr 2015,28.21821
4,3.5,0000 1 Apr 2015,28.97057
5,3.5,0000 1 Apr 2015,28.80591
6,3.5,0000 1 Apr 2015,28.2885
7,3.5,0000 1 Apr 2015,28.22772
8,3.5,0000 1 Apr 2015,28.89851
9,3.5,0000 1 Apr 2015,28.66937
10,3.5,0000 1 Apr 2015,29.58996
11,3.5,0000 1 Apr 2015,28.94485
12,3.5,0000 1 Apr 2015,28.83617
13,3.5,0000 1 Apr 2015,28.77088
14,3.5,0000 1 Apr 2015,28.68209
15,3.5,0000 1 Apr 2015,28.87326
16,3.5,0000 1 Apr 2015,28.96576
17,3.5,0000 1 Apr 2015,28.4418
18,3.5,0000 1 Apr 2015,29.46064
19,3.5,0000 1 Apr 2015,29.11723
20,3.5,0000 1 Apr 2015,29.02886
21,3.5,0000 1 Apr 2015,29.04495
22,3.5,0000 1 Apr 2015,28.45757
23,3.5,0000 1 Apr 2015,28.96293
24,3.5,0000 1 Apr 2015,28.67177
1,4.5,0000 1 Apr 2015,28.41177
2,4.5,0000 1 Apr 2015,27.77547
3,4.5,0000 1 Apr 2015,27.618
4,4.5,0000 1 Apr 2015,28.58784
5,4.5,0000 1 Apr 2015,28.26202
6,4.5,0000 1 Apr 2015,27.61967
7,4.5,0000 1 Apr 2015,27.85151
8,4.5,0000 1 Apr 2015,28.33698
9,4.5,0000 1 Apr 2015,28.23256
10,4.5,0000 1 Apr 2015,29.48873
11,4.5,0000 1 Apr 2015,28.57621
12,4.5,0000 1 Apr 2015,28.38471
13,4.5,0000 1 Apr 2015,28.33704
14,4.5,0000 1 Apr 2015,28.25924
15,4.5,0000 1 Apr 2015,28.51967
16,4.5,0000 1 Apr 2015,28.90353
17,4.5,0000 1 Apr 2015,27.76777
18,4.5,0000 1 Apr 2015,29.21904
19,4.5,0000 1 Apr 2015,29.02547
20,4.5,0000 1 Apr 2015,28.64442
21,4.5,0000 1 Apr 2015,28.73871
22,4.5,0000 1 Apr 2015,27.98009
23,4.5,0000 1 Apr 2015,28.55551
24,4.5,0000 1 Apr 2015,28.31418
1,5.5,0000 1 Apr 2015,28.3164
2,5.5,0000 1 Apr 2015,27.3616
3,5.5,0000 1 Apr 2015,27.20276
4,5.5,0000 1 Apr 2015,28.4871
5,5.5,0000 1 Apr 2015,27.9455
6,5.5,0000 1 Apr 2015,27.36688
7,5.5,0000 1 Apr 2015,27.78408
8,5.5,0000 1 Apr 2015,28.13261
9,5.5,0000 1 Apr 2015,28.06584
10,5.5,0000 1 Apr 2015,29.48244
11,5.5,0000 1 Apr 2015,28.34198
12,5.5,0000 1 Apr 2015,28.30563
13,5.5,0000 1 Apr 2015,28.28284
14,5.5,0000 1 Apr 2015,28.10959
15,5.5,0000 1 Apr 2015,28.4742
16,5.5,0000 1 Apr 2015,28.99852
17,5.5,0000 1 Apr 2015,27.54966
18,5.5,0000 1 Apr 2015,29.04916
19,5.5,0000 1 Apr 2015,29.04956
20,5.5,0000 1 Apr 2015,28.66466
21,5.5,0000 1 Apr 2015,28.72388
22,5.5,0000 1 Apr 2015,27.97158
23,5.5,0000 1 Apr 2015,28.44245
24,5.5,0000 1 Apr 2015,28.31561
1,6.5,0000 1 Apr 2015,28.61954
2,6.5,0000 1 Apr 2015,27.44389
3,6.5,0000 1 Apr 2015,27.12825
4,6.5,0000 1 Apr 2015,28.71351
5,6.5,0000 1 Apr 2015,28.02144
6,6.5,0000 1 Apr 2015,27.62407
7,6.5,0000 1 Apr 2015,28.17501
8,6.5,0000 1 Apr 2015,28.3386
9,6.5,0000 1 Apr 2015,28.33994
10,6.5,0000 1 Apr 2015,29.81279
11,6.5,0000 1 Apr 2015,28.50719
12,6.5,0000 1 Apr 2015,28.60096
13,6.5,0000 1 Apr 2015,28.57621
14,6.5,0000 1 Apr 2015,28.32139
15,6.5,0000 1 Apr 2015,28.6625
16,6.5,0000 1 Apr 2015,29.17058
17,6.5,0000 1 Apr 2015,27.76867
18,6.5,0000 1 Apr 2015,29.09628
19,6.5,0000 1 Apr 2015,29.38984
20,6.5,0000 1 Apr 2015,28.92406
21,6.5,0000 1 Apr 2015,28.94179
22,6.5,0000 1 Apr 2015,28.35797
23,6.5,0000 1 Apr 2015,28.83538
24,6.5,0000 1 Apr 2015,28.52415
1,7.5,0000 1 Apr 2015,29.06687
2,7.5,0000 1 Apr 2015,27.86835
3,7.5,0000 1 Apr 2015,27.36437
4,7.5,0000 1 Apr 2015,29.03817
5,7.5,0000 1 Apr 2015,28.25133
6,7.5,0000 1 Apr 2015,28.13523
7,7.5,0000 1 Apr 2015,28.56347
8,7.5,0000 1 Apr 2015,28.7257
9,7.5,0000 1 Apr 2015,28.84624
10,7.5,0000 1 Apr 2015,29.90617
11,7.5,0000 1 Apr 2015,28.96189
12,7.5,0000 1 Apr 2015,29.02711
13,7.5,0000 1 Apr 2015,29.16674
14,7.5,0000 1 Apr 2015,28.84701
15,7.5,0000 1 Apr 2015,29.00797
16,7.5,0000 1 Apr 2015,29.1398
17,7.5,0000 1 Apr 2015,28.35669
18,7.5,0000 1 Apr 2015,29.17566
19,7.5,0000 1 Apr 2015,29.52431
20,7.5,0000 1 Apr 2015,29.25907
21,7.5,0000 1 Apr 2015,29.15141
22,7.5,0000 1 Apr 2015,28.91832
23,7.5,0000 1 Apr 2015,29.16593
24,7.5,0000 1 Apr 2015,28.88131
1,8.5,0000 1 Apr 2015,29.30646
2,8.5,0000 1 Apr 2015,28.1693
3,8.5,0000 1 Apr 2015,27.5405
4,8.5,0000 1 Apr 2015,29.25075
5,8.5,0000 1 Apr 2015,28.43241
6,8.5,0000 1 Apr 2015,28.42643
7,8.5,0000 1 Apr 2015,28.7988
8,8.5,0000 1 Apr 2015,28.88433
9,8.5,0000 1 Apr 2015,29.18015
10,8.5,0000 1 Apr 2015,30.04306
11,8.5,0000 1 Apr 2015,29.25266
12,8.5,0000 1 Apr 2015,29.21277
13,8.5,0000 1 Apr 2015,29.4321
14,8.5,0000 1 Apr 2015,29.04017
15,8.5,0000 1 Apr 2015,29.05866
16,8.5,0000 1 Apr 2015,28.98235
17,8.5,0000 1 Apr 2015,28.80481
18,8.5,0000 1 Apr 2015,29.03232
19,8.5,0000 1 Apr 2015,29.62638
20,8.5,0000 1 Apr 2015,29.32569
21,8.5,0000 1 Apr 2015,29.17295
22,8.5,0000 1 Apr 2015,29.08715
23,8.5,0000 1 Apr 2015,29.3821
24,8.5,0000 1 Apr 2015,29.01304
1,1.5,0000 1 May 2015,29.03605
2,1.5,0000 1 May 2015,28.98777
3,1.5,0000 1 May 2015,28.98065
4,1.5,0000 1 May 2015,29.29509
5,1.5,0000 1 May 2015,29.0881
6,1.5,0000 1 May 2015,29.29685
7,1.5,0000 1 May 2015,29.0245
8,1.5,0000 1 May 2015,29.13675
9,1.5,0000 1 May 2015,29.14388
10,1.5,0000 1 May 2015,29.04739
11,1.5,0000 1 May 2015,29.20541
12,1.5,0000 1 May 2015,28.85876
13,1.5,0000 1 May 2015,29.05424
14,1.5,0000 1 May 2015,28.86988
15,1.5,0000 1 May 2015,29.02239
16,1.5,0000 1 May 2015,28.87086
17,1.5,0000 1 May 2015,28.84204
18,1.5,0000 1 May 2015,28.83031
19,1.5,0000 1 May 2015,29.25801
20,1.5,0000 1 May 2015,29.08194
21,1.5,0000 1 May 2015,29.11724
22,1.5,0000 1 May 2015,28.96611
23,1.5,0000 1 May 2015,28.9649
24,1.5,0000 1 May 2015,29.00402
1,2.5,0000 1 May 2015,28.80318
2,2.5,0000 1 May 2015,28.60137
3,2.5,0000 1 May 2015,28.6555
4,2.5,0000 1 May 2015,29.08801
5,2.5,0000 1 May 2015,28.71648
6,2.5,0000 1 May 2015,29.16351
7,2.5,0000 1 May 2015,28.63811
8,2.5,0000 1 May 2015,28.88831
9,2.5,0000 1 May 2015,28.969
10,2.5,0000 1 May 2015,28.80308
11,2.5,0000 1 May 2015,28.97541
12,2.5,0000 1 May 2015,28.31528
13,2.5,0000 1 May 2015,28.76238
14,2.5,0000 1 May 2015,28.51609
15,2.5,0000 1 May 2015,28.80206
16,2.5,0000 1 May 2015,28.32903
17,2.5,0000 1 May 2015,28.31587
18,2.5,0000 1 May 2015,28.53977
19,2.5,0000 1 May 2015,29.20026
20,2.5,0000 1 May 2015,28.69857
21,2.5,0000 1 May 2015,28.98465
22,2.5,0000 1 May 2015,28.74444
23,2.5,0000 1 May 2015,28.80528
24,2.5,0000 1 May 2015,28.81529
1,3.5,0000 1 May 2015,28.62481
2,3.5,0000 1 May 2015,28.24948
3,3.5,0000 1 May 2015,28.33787
4,3.5,0000 1 May 2015,28.80049
5,3.5,0000 1 May 2015,28.32519
6,3.5,0000 1 May 2015,28.95782
7,3.5,0000 1 May 2015,28.27042
8,3.5,0000 1 May 2015,28.48856
9,3.5,0000 1 May 2015,28.7498
10,3.5,0000 1 May 2015,28.43033
11,3.5,0000 1 May 2015,28.66586
12,3.5,0000 1 May 2015,27.75268
13,3.5,0000 1 May 2015,28.42459
14,3.5,0000 1 May 2015,28.11292
15,3.5,0000 1 May 2015,28.41892
16,3.5,0000 1 May 2015,27.70822
17,3.5,0000 1 May 2015,27.76118
18,3.5,0000 1 May 2015,28.32619
19,3.5,0000 1 May 2015,29.00027
20,3.5,0000 1 May 2015,28.16375
21,3.5,0000 1 May 2015,28.62274
22,3.5,0000 1 May 2015,28.36002
23,3.5,0000 1 May 2015,28.43541
24,3.5,0000 1 May 2015,28.41884
1,4.5,0000 1 May 2015,28.62286
2,4.5,0000 1 May 2015,28.1719
3,4.5,0000 1 May 2015,28.29255
4,4.5,0000 1 May 2015,28.80348
5,4.5,0000 1 May 2015,28.27351
6,4.5,0000 1 May 2015,28.9291
7,4.5,0000 1 May 2015,28.0864
8,4.5,0000 1 May 2015,28.3027
9,4.5,0000 1 May 2015,28.68105
10,4.5,0000 1 May 2015,28.29957
11,4.5,0000 1 May 2015,28.50719
12,4.5,0000 1 May 2015,27.56123
13,4.5,0000 1 May 2015,28.28405
14,4.5,0000 1 May 2015,28.08128
15,4.5,0000 1 May 2015,28.25553
16,4.5,0000 1 May 2015,27.51877
17,4.5,0000 1 May 2015,27.6844
18,4.5,0000 1 May 2015,28.33617
19,4.5,0000 1 May 2015,28.93175
20,4.5,0000 1 May 2015,28.05799
21,4.5,0000 1 May 2015,28.43512
22,4.5,0000 1 May 2015,28.20551
23,4.5,0000 1 May 2015,28.31698
24,4.5,0000 1 May 2015,28.35763
1,5.5,0000 1 May 2015,28.9002
2,5.5,0000 1 May 2015,28.3851
3,5.5,0000 1 May 2015,28.6302
4,5.5,0000 1 May 2015,28.92412
5,5.5,0000 1 May 2015,28.55288
6,5.5,0000 1 May 2015,29.15137
7,5.5,0000 1 May 2015,28.44094
8,5.5,0000 1 May 2015,28.4607
9,5.5,0000 1 May 2015,28.84624
10,5.5,0000 1 May 2015,28.39744
11,5.5,0000 1 May 2015,28.65283
12,5.5,0000 1 May 2015,27.86215
13,5.5,0000 1 May 2015,28.67077
14,5.5,0000 1 May 2015,28.3653
15,5.5,0000 1 May 2015,28.51339
16,5.5,0000 1 May 2015,27.68916
17,5.5,0000 1 May 2015,27.99928
18,5.5,0000 1 May 2015,28.62284
19,5.5,0000 1 May 2015,29.15616
20,5.5,0000 1 May 2015,28.46255
21,5.5,0000 1 May 2015,28.66302
22,5.5,0000 1 May 2015,28.3388
23,5.5,0000 1 May 2015,28.52068
24,5.5,0000 1 May 2015,28.63994
1,6.5,0000 1 May 2015,29.28141
2,6.5,0000 1 May 2015,28.79149
3,6.5,0000 1 May 2015,28.93473
4,6.5,0000 1 May 2015,29.08802
5,6.5,0000 1 May 2015,29.08235
6,6.5,0000 1 May 2015,29.50377
7,6.5,0000 1 May 2015,28.9544
8,6.5,0000 1 May 2015,28.87435
9,6.5,0000 1 May 2015,29.19974
10,6.5,0000 1 May 2015,28.70101
11,6.5,0000 1 May 2015,29.13977
12,6.5,0000 1 May 2015,28.40891
13,6.5,0000 1 May 2015,28.99182
14,6.5,0000 1 May 2015,28.92494
15,6.5,0000 1 May 2015,29.01934
16,6.5,0000 1 May 2015,28.13752
17,6.5,0000 1 May 2015,28.38423
18,6.5,0000 1 May 2015,28.9487
19,6.5,0000 1 May 2015,29.52288
20,6.5,0000 1 May 2015,28.93485
21,6.5,0000 1 May 2015,28.99504
22,6.5,0000 1 May 2015,28.72231
23,6.5,0000 1 May 2015,28.83339
24,6.5,0000 1 May 2015,29.00972
1,7.5,0000 1 May 2015,29.37584
2,7.5,0000 1 May 2015,29.16317
3,7.5,0000 1 May 2015,29.13399
4,7.5,0000 1 May 2015,29.03788
5,7.5,0000 1 May 2015,29.35243
6,7.5,0000 1 May 2015,29.44809
7,7.5,0000 1 May 2015,29.20152
8,7.5,0000 1 May 2015,29.09582
9,7.5,0000 1 May 2015,29.25789
10,7.5,0000 1 May 2015,28.90629
11,7.5,0000 1 May 2015,29.33339
12,7.5,0000 1 May 2015,28.77193
13,7.5,0000 1 May 2015,29.19325
14,7.5,0000 1 May 2015,29.21964
15,7.5,0000 1 May 2015,29.39704
16,7.5,0000 1 May 2015,28.44038
17,7.5,0000 1 May 2015,28.78566
18,7.5,0000 1 May 2015,29.23825
19,7.5,0000 1 May 2015,29.56802
20,7.5,0000 1 May 2015,29.23176
21,7.5,0000 1 May 2015,29.17949
22,7.5,0000 1 May 2015,28.95312
23,7.5,0000 1 May 2015,29.05466
24,7.5,0000 1 May 2015,29.05354
1,8.5,0000 1 May 2015,29.36853
2,8.5,0000 1 May 2015,29.36438
3,8.5,0000 1 May 2015,29.10086
