L,MON,LDC_SST_GFDL_SPEAR,LDC_SST_GFDL_SPEAR_ONETWO,LDC_SST_GFDL_SPEAR_THREE,LDC_SST_GFDL_SPEAR_FOUR
7.5,0000 1 Nov 2005,27.2387,22.66408,25.99698,28.55965
8.5,0000 1 Nov 2005,26.79736,21.82429,25.32331,28.43364
9.5,0000 1 Nov 2005,26.39792,21.23816,24.83724,28.27999
10.5,0000 1 Nov 2005,26.22434,21.00453,24.65721,28.22966
1.5,0000 1 Dec 2005,25.63229,23.94624,24.72203,27.74392
2.5,0000 1 Dec 2005,25.89185,25.34591,25.55802,27.52662
3.5,0000 1 Dec 2005,26.44839,25.53572,26.27976,27.69819
4.5,0000 1 Dec 2005,26.96373,24.65237,26.52121,28.03251
5.5,0000 1 Dec 2005,27.1432,23.38626,26.26371,28.26871
6.5,0000 1 Dec 2005,26.89015,22.35445,25.64349,28.25476
7.5,0000 1 Dec 2005,26.45399,21.54402,24.98581,28.08895
8.5,0000 1 Dec 2005,26.03433,20.87049,24.46047,27.88998
9.5,0000 1 Dec 2005,25.79865,20.6335,24.23346,27.78852
10.5,0000 1 Dec 2005,25.73119,20.85923,24.22832,27.76047
1.5,0000 1 Jan 2006,26.11742,25.69119,25.87424,27.57678
2.5,0000 1 Jan 2006,26.69824,25.90691,26.63145,27.71337
3.5,0000 1 Jan 2006,27.15122,25.0222,26.77831,28.04756
4.5,0000 1 Jan 2006,27.31351,23.67836,26.48016,28.30415
5.5,0000 1 Jan 2006,27.08537,22.52345,25.84285,28.33109
6.5,0000 1 Jan 2006,26.63096,21.64275,25.16612,28.20385
7.5,0000 1 Jan 2006,26.18356,21.01497,24.63455,28.02174
8.5,0000 1 Jan 2006,25.96286,20.82619,24.43456,27.94594
9.5,0000 1 Jan 2006,25.95175,21.10292,24.48269,27.92864
10.5,0000 1 Jan 2006,25.96657,21.81751,24.61213,27.87108
1.5,0000 1 Feb 2006,26.74784,26.25403,26.59454,27.83785
2.5,0000 1 Feb 2006,27.17644,25.0897,26.6701,28.1466
3.5,0000 1 Feb 2006,27.36613,23.54471,26.48243,28.35554
4.5,0000 1 Feb 2006,27.15162,22.34601,25.86379,28.36753
5.5,0000 1 Feb 2006,26.75607,21.5808,25.24929,28.26957
6.5,0000 1 Feb 2006,26.3908,21.06328,24.80594,28.16757
7.5,0000 1 Feb 2006,26.23571,20.95194,24.67561,28.17739
8.5,0000 1 Feb 2006,26.24802,21.30418,24.77171,28.21108
9.5,0000 1 Feb 2006,26.24331,22.10635,24.90129,28.15421
10.5,0000 1 Feb 2006,26.1468,23.34372,25.09444,27.93649
1.5,0000 1 Mar 2006,27.57274,25.208,27.21892,28.56469
2.5,0000 1 Mar 2006,27.81028,23.95405,27.00455,28.82932
3.5,0000 1 Mar 2006,27.54953,23.16392,26.38943,28.81903
4.5,0000 1 Mar 2006,27.057,22.50602,25.69586,28.65087
5.5,0000 1 Mar 2006,26.68196,21.9593,25.24899,28.50184
6.5,0000 1 Mar 2006,26.58691,21.75115,25.14715,28.51338
7.5,0000 1 Mar 2006,26.7056,21.98189,25.27129,28.62793
8.5,0000 1 Mar 2006,26.79293,22.637,25.41457,28.69265
9.5,0000 1 Mar 2006,26.75219,23.73159,25.6243,28.54776
10.5,0000 1 Mar 2006,26.65825,25.09164,25.95081,28.27609
1.5,0000 1 Apr 2006,27.6849,23.61693,26.96985,28.58467
2.5,0000 1 Apr 2006,27.43811,22.63308,26.28823,28.61915
3.5,0000 1 Apr 2006,26.93289,22.03448,25.56089,28.46161
4.5,0000 1 Apr 2006,26.44446,21.52732,25.00548,28.23332
5.5,0000 1 Apr 2006,26.18201,21.27665,24.7781,28.08724
6.5,0000 1 Apr 2006,26.11819,21.48461,24.77763,28.0201
7.5,0000 1 Apr 2006,26.07565,22.11619,24.80935,27.9536
8.5,0000 1 Apr 2006,25.97008,23.1896,24.93299,27.78862
9.5,0000 1 Apr 2006,25.9234,24.5953,25.29039,27.6102
10.5,0000 1 Apr 2006,26.13171,25.78616,25.87161,27.5962
1.5,0000 1 May 2006,27.58268,22.91001,26.57447,28.69376
2.5,0000 1 May 2006,27.20657,22.0369,25.92717,28.6042
3.5,0000 1 May 2006,26.82449,21.51276,25.41336,28.48984
4.5,0000 1 May 2006,26.63066,21.35164,25.19118,28.45935
5.5,0000 1 May 2006,26.65525,21.64099,25.23401,28.51614
6.5,0000 1 May 2006,26.68483,22.36217,25.32068,28.51179
7.5,0000 1 May 2006,26.61791,23.60254,25.47755,28.349
8.5,0000 1 May 2006,26.4975,25.08048,25.74091,28.10771
9.5,0000 1 May 2006,26.57126,26.2327,26.20979,27.98244
10.5,0000 1 May 2006,26.91529,26.40431,26.71391,28.06601
1.5,0000 1 Jun 2006,27.09023,21.8035,25.72718,28.52416
2.5,0000 1 Jun 2006,26.63579,21.01714,25.13785,28.35315
3.5,0000 1 Jun 2006,26.36377,20.69864,24.80976,28.25251
4.5,0000 1 Jun 2006,26.25233,20.9736,24.72981,28.20821
5.5,0000 1 Jun 2006,26.13688,21.68017,24.70964,28.10259
6.5,0000 1 Jun 2006,25.93673,22.89025,24.80439,27.83781
7.5,0000 1 Jun 2006,25.80818,24.39972,25.1205,27.53146
8.5,0000 1 Jun 2006,25.95564,25.7108,25.68164,27.44055
9.5,0000 1 Jun 2006,26.43065,26.01684,26.29047,27.65234
10.5,0000 1 Jun 2006,26.92088,25.1256,26.53713,28.00107
1.5,0000 1 Jul 2006,27.02011,21.7773,25.68725,28.63176
2.5,0000 1 Jul 2006,26.84356,21.39393,25.41756,28.55302
3.5,0000 1 Jul 2006,26.77061,21.48672,25.29631,28.54326
4.5,0000 1 Jul 2006,26.68448,22.09374,25.25713,28.48366
5.5,0000 1 Jul 2006,26.49798,23.19027,25.31448,28.29003
6.5,0000 1 Jul 2006,26.34412,24.63336,25.57348,28.04592
7.5,0000 1 Jul 2006,26.45111,25.81411,26.07569,27.95013
8.5,0000 1 Jul 2006,26.82306,26.08295,26.60015,28.05424
9.5,0000 1 Jul 2006,27.22505,25.32584,26.82566,28.29563
10.5,0000 1 Jul 2006,27.36255,24.0343,26.55201,28.48478
1.5,0000 1 Aug 2006,26.77043,21.27525,25.2149,28.71624
2.5,0000 1 Aug 2006,26.76692,21.39404,25.23282,28.71115
3.5,0000 1 Aug 2006,26.79238,22.12629,25.35815,28.66108
4.5,0000 1 Aug 2006,26.71012,23.30835,25.5532,28.46192
5.5,0000 1 Aug 2006,26.5997,24.74196,25.81497,28.22567
6.5,0000 1 Aug 2006,26.65123,25.84064,26.21102,28.10705
7.5,0000 1 Aug 2006,26.96811,26.05126,26.70506,28.13822
8.5,0000 1 Aug 2006,27.27446,25.19765,26.86006,28.27533
9.5,0000 1 Aug 2006,27.32837,23.83224,26.54796,28.36862
10.5,0000 1 Aug 2006,26.9247,22.42487,25.6964,28.29328
1.5,0000 1 Sep 2006,27.35968,22.05132,25.94875,29.13255
2.5,0000 1 Sep 2006,27.37296,22.64243,26.02563,29.04509
3.5,0000 1 Sep 2006,27.2486,23.78654,26.10432,28.87434
4.5,0000 1 Sep 2006,27.09153,25.11648,26.26567,28.62677
5.5,0000 1 Sep 2006,27.09832,26.16138,26.59728,28.47369
6.5,0000 1 Sep 2006,27.34619,26.36798,27.00923,28.47708
7.5,0000 1 Sep 2006,27.63178,25.56687,27.1771,28.60618
8.5,0000 1 Sep 2006,27.67204,24.20227,26.83756,28.7099
9.5,0000 1 Sep 2006,27.28854,22.69558,26.00959,28.65237
10.5,0000 1 Sep 2006,26.65156,21.54526,25.08738,28.41615
1.5,0000 1 Oct 2006,27.63519,23.42171,26.4097,29.41601
2.5,0000 1 Oct 2006,27.59248,24.46099,26.5577,29.19769
3.5,0000 1 Oct 2006,27.50795,25.61333,26.70976,28.97867
4.5,0000 1 Oct 2006,27.53703,26.51861,27.03549,28.78724
5.5,0000 1 Oct 2006,27.75484,26.64679,27.46743,28.69413
6.5,0000 1 Oct 2006,27.9422,25.84683,27.55564,28.72242
7.5,0000 1 Oct 2006,27.8457,24.41777,27.08912,28.74268
8.5,0000 1 Oct 2006,27.32086,22.88333,26.11517,28.62272
9.5,0000 1 Oct 2006,26.59507,21.65626,25.12556,28.33042
10.5,0000 1 Oct 2006,26.05581,20.88889,24.50151,28.04782
1.5,0000 1 Nov 2006,27.43585,24.48681,26.37518,29.17558
2.5,0000 1 Nov 2006,27.30537,25.60438,26.56763,28.85346
3.5,0000 1 Nov 2006,27.30646,26.41941,26.85218,28.61768
4.5,0000 1 Nov 2006,27.53472,26.39222,27.22024,28.531
5.5,0000 1 Nov 2006,27.71353,25.47272,27.28951,28.55025
6.5,0000 1 Nov 2006,27.59828,23.99834,26.80046,28.55471
7.5,0000 1 Nov 2006,27.01847,22.45459,25.80761,28.35826
8.5,0000 1 Nov 2006,26.26152,21.16424,24.79188,27.99061
9.5,0000 1 Nov 2006,25.6996,20.29552,24.13196,27.63975
10.5,0000 1 Nov 2006,25.47316,20.04253,23.92212,27.4644
1.5,0000 1 Dec 2006,27.25728,25.70746,26.49962,28.89406
2.5,0000 1 Dec 2006,27.26531,26.63113,26.89992,28.60299
3.5,0000 1 Dec 2006,27.5326,26.53601,27.29436,28.537
4.5,0000 1 Dec 2006,27.76727,25.45946,27.32628,28.61911
5.5,0000 1 Dec 2006,27.67697,23.90222,26.83302,28.66823
6.5,0000 1 Dec 2006,27.12933,22.35831,25.87229,28.50234
7.5,0000 1 Dec 2006,26.41831,21.15233,24.92171,28.1639
8.5,0000 1 Dec 2006,25.90492,20.35944,24.31258,27.82872
9.5,0000 1 Dec 2006,25.68162,20.14929,24.10359,27.65219
10.5,0000 1 Dec 2006,25.63015,20.49748,24.16291,27.56153
1.5,0000 1 Jan 2007,27.50141,26.44158,27.10879,28.75102
2.5,0000 1 Jan 2007,27.73934,26.45028,27.51697,28.64577
3.5,0000 1 Jan 2007,27.9048,25.46056,27.52232,28.64835
4.5,0000 1 Jan 2007,27.70024,23.93298,26.95617,28.58982
5.5,0000 1 Jan 2007,27.08181,22.4335,25.95508,28.3529
6.5,0000 1 Jan 2007,26.36872,21.2256,24.99681,28.00027
7.5,0000 1 Jan 2007,25.86432,20.42572,24.38712,27.67462
8.5,0000 1 Jan 2007,25.63186,20.17877,24.15501,27.47708
9.5,0000 1 Jan 2007,25.5223,20.47145,24.12658,27.35703
10.5,0000 1 Jan 2007,25.34665,21.20112,24.10756,27.16834
1.5,0000 1 Feb 2007,27.36691,25.9405,27.01233,28.50127
2.5,0000 1 Feb 2007,27.57311,24.85325,26.99496,28.52033
3.5,0000 1 Feb 2007,27.53022,23.2893,26.54554,28.54147
4.5,0000 1 Feb 2007,27.0397,21.94592,25.70411,28.39819
5.5,0000 1 Feb 2007,26.42849,21.02506,24.87006,28.14552
6.5,0000 1 Feb 2007,25.95232,20.40253,24.32084,27.89438
7.5,0000 1 Feb 2007,25.75988,20.18204,24.1508,27.77154
8.5,0000 1 Feb 2007,25.72028,20.47684,24.222,27.69989
9.5,0000 1 Feb 2007,25.63548,21.24119,24.27311,27.59081
10.5,0000 1 Feb 2007,25.46826,22.49443,24.37383,27.36494
1.5,0000 1 Mar 2007,27.73959,25.06031,27.24608,28.7687
2.5,0000 1 Mar 2007,27.73921,23.52936,26.8408,28.79269
3.5,0000 1 Mar 2007,27.15792,22.09351,25.81296,28.59571
4.5,0000 1 Mar 2007,26.39306,21.10489,24.82599,28.197
5.5,0000 1 Mar 2007,25.76493,20.38532,24.15583,27.7716
6.5,0000 1 Mar 2007,25.47358,20.13322,23.94953,27.48062
7.5,0000 1 Mar 2007,25.36089,20.41749,23.9762,27.31301
8.5,0000 1 Mar 2007,25.24527,21.19458,24.02142,27.12063
9.5,0000 1 Mar 2007,25.0546,22.42695,24.10705,26.85691
10.5,0000 1 Mar 2007,24.96891,24.01867,24.42919,26.65364
1.5,0000 1 Apr 2007,27.71975,23.18931,26.67441,28.79512
2.5,0000 1 Apr 2007,27.27591,21.76478,25.79658,28.65652
3.5,0000 1 Apr 2007,26.56047,20.79445,24.87141,28.3236
4.5,0000 1 Apr 2007,25.97745,20.18177,24.26148,27.94077
5.5,0000 1 Apr 2007,25.70148,20.03205,24.07665,27.694
6.5,0000 1 Apr 2007,25.57689,20.39722,24.09417,27.53374
7.5,0000 1 Apr 2007,25.42332,21.1814,24.10028,27.33236
8.5,0000 1 Apr 2007,25.21024,22.39645,24.18955,27.02206
9.5,0000 1 Apr 2007,25.1333,24.0078,24.55282,26.75718
10.5,0000 1 Apr 2007,25.34759,25.40231,25.15464,26.7718
1.5,0000 1 May 2007,27.15594,21.68372,25.63175,28.58593
2.5,0000 1 May 2007,26.51569,20.62662,24.75779,28.25838
3.5,0000 1 May 2007,25.90964,19.92734,24.07309,27.87678
4.5,0000 1 May 2007,25.58773,19.69692,23.82769,27.60874
5.5,0000 1 May 2007,25.44902,20.03005,23.83644,27.45954
6.5,0000 1 May 2007,25.28206,20.92993,23.87213,27.28937
7.5,0000 1 May 2007,25.10843,22.33677,24.02537,27.06354
8.5,0000 1 May 2007,25.09047,24.1246,24.4932,26.87083
9.5,0000 1 May 2007,25.3904,25.64416,25.21941,26.94131
10.5,0000 1 May 2007,25.99001,26.04532,25.93537,27.28488
1.5,0000 1 Jun 2007,26.41778,20.59095,24.51646,28.21169
2.5,0000 1 Jun 2007,25.72133,19.77519,23.75417,27.7765
3.5,0000 1 Jun 2007,25.28411,19.49813,23.44099,27.45882
4.5,0000 1 Jun 2007,25.09122,19.82441,23.45793,27.20879
5.5,0000 1 Jun 2007,24.88365,20.68341,23.51354,26.92992
6.5,0000 1 Jun 2007,24.71067,22.02766,23.68949,26.61077
7.5,0000 1 Jun 2007,24.70685,23.81626,24.16896,26.42668
8.5,0000 1 Jun 2007,25.07775,25.43469,24.996,26.55448
9.5,0000 1 Jun 2007,25.78316,26.03952,25.86898,26.96749
10.5,0000 1 Jun 2007,26.47011,25.36569,26.28131,27.47287
1.5,0000 1 Jul 2007,26.22341,20.41995,24.50523,28.06763
2.5,0000 1 Jul 2007,25.80636,20.06582,24.1123,27.78378
3.5,0000 1 Jul 2007,25.64258,20.30994,24.05877,27.60463
4.5,0000 1 Jul 2007,25.48356,21.06531,24.07094,27.40554
5.5,0000 1 Jul 2007,25.23883,22.35632,24.14449,27.10821
6.5,0000 1 Jul 2007,25.13502,24.05751,24.50491,26.85389
7.5,0000 1 Jul 2007,25.33686,25.54277,25.08947,26.86723
8.5,0000 1 Jul 2007,25.89738,26.00455,25.79015,27.18861
9.5,0000 1 Jul 2007,26.44158,25.21508,26.08188,27.62481
10.5,0000 1 Jul 2007,26.72002,23.86003,25.96212,27.91002
1.5,0000 1 Aug 2007,25.88044,19.91091,24.03297,27.95402
2.5,0000 1 Aug 2007,25.58056,20.32,23.98348,27.64464
3.5,0000 1 Aug 2007,25.36735,21.17462,24.02018,27.35401
4.5,0000 1 Aug 2007,25.19963,22.5002,24.20852,27.03839
5.5,0000 1 Aug 2007,25.15296,24.16636,24.5825,26.82812
6.5,0000 1 Aug 2007,25.41937,25.59913,25.23981,26.88782
7.5,0000 1 Aug 2007,26.044,25.98646,25.97043,27.23032
8.5,0000 1 Aug 2007,26.6355,25.1138,26.31939,27.66896
9.5,0000 1 Aug 2007,26.93464,23.7542,26.17362,27.97202
10.5,0000 1 Aug 2007,26.75554,22.48081,25.55017,28.02032
1.5,0000 1 Sep 2007,25.89559,20.3803,24.2341,27.92525
2.5,0000 1 Sep 2007,25.77156,21.18646,24.32452,27.67978
3.5,0000 1 Sep 2007,25.59127,22.50751,24.48006,27.3842
4.5,0000 1 Sep 2007,25.49737,24.14433,24.82759,27.13899
5.5,0000 1 Sep 2007,25.73715,25.56763,25.47832,27.1406
6.5,0000 1 Sep 2007,26.28075,25.86769,26.13877,27.43042
7.5,0000 1 Sep 2007,26.79407,25.03789,26.42036,27.81348
8.5,0000 1 Sep 2007,26.96501,23.66158,26.16376,28.05436
9.5,0000 1 Sep 2007,26.68203,22.40909,25.46088,28.04218
10.5,0000 1 Sep 2007,26.13927,21.4255,24.67443,27.84401
1.5,0000 1 Oct 2007,25.55152,20.98775,23.95466,27.61273
2.5,0000 1 Oct 2007,25.30816,22.27924,24.14176,27.22063
3.5,0000 1 Oct 2007,25.18758,23.85443,24.58007,26.91916
4.5,0000 1 Oct 2007,25.43724,25.25056,25.2865,26.8972
5.5,0000 1 Oct 2007,26.05203,25.6415,26.01455,27.19883
6.5,0000 1 Oct 2007,26.56916,24.90086,26.2246,27.61853
7.5,0000 1 Oct 2007,26.77626,23.61787,25.98256,27.89558
8.5,0000 1 Oct 2007,26.52644,22.37404,25.32032,27.9007
9.5,0000 1 Oct 2007,26.03163,21.35977,24.58823,27.71884
10.5,0000 1 Oct 2007,25.55209,20.63456,24.04304,27.48254
1.5,0000 1 Nov 2007,25.18044,22.00116,23.87449,27.24747
2.5,0000 1 Nov 2007,25.06922,23.70238,24.33011,26.93316
3.5,0000 1 Nov 2007,25.20033,25.07425,24.86897,26.87294
4.5,0000 1 Nov 2007,25.65798,25.31429,25.44424,27.11684
5.5,0000 1 Nov 2007,26.17538,24.34953,25.68678,27.51893
6.5,0000 1 Nov 2007,26.49545,22.85622,25.61115,27.77971
7.5,0000 1 Nov 2007,26.40296,21.66275,25.10547,27.80291
8.5,0000 1 Nov 2007,25.9957,20.85243,24.46083,27.66358
9.5,0000 1 Nov 2007,25.54737,20.35578,23.93694,27.48881
10.5,0000 1 Nov 2007,25.25971,20.22517,23.72273,27.35021
1.5,0000 1 Dec 2007,25.0849,23.45677,24.25929,26.92765
2.5,0000 1 Dec 2007,25.32256,24.75503,24.99418,26.87887
3.5,0000 1 Dec 2007,25.81891,24.94514,25.6467,27.1607
4.5,0000 1 Dec 2007,26.3602,24.09751,25.90751,27.59077
5.5,0000 1 Dec 2007,26.63682,22.84701,25.73969,27.88054
6.5,0000 1 Dec 2007,26.51428,21.85441,25.23343,27.90493
7.5,0000 1 Dec 2007,26.09324,21.09025,24.58619,27.76125
8.5,0000 1 Dec 2007,25.63706,20.54878,24.05572,27.56125
9.5,0000 1 Dec 2007,25.35651,20.36447,23.81719,27.42739
10.5,0000 1 Dec 2007,25.26979,20.61918,23.83163,27.33498
1.5,0000 1 Jan 2008,25.32602,24.8238,24.94209,27.09544
2.5,0000 1 Jan 2008,25.86512,24.94392,25.68094,27.34062
3.5,0000 1 Jan 2008,26.40935,24.20344,25.97407,27.6833
4.5,0000 1 Jan 2008,26.67246,23.08998,25.79218,27.93879
5.5,0000 1 Jan 2008,26.50928,22.05595,25.20534,27.95911
6.5,0000 1 Jan 2008,26.09573,21.20804,24.56991,27.80607
7.5,0000 1 Jan 2008,25.64636,20.61106,24.06042,27.58217
8.5,0000 1 Jan 2008,25.34068,20.37783,23.8094,27.38784
9.5,0000 1 Jan 2008,25.20308,20.59275,23.78078,27.23968
10.5,0000 1 Jan 2008,25.11271,21.19744,23.83336,27.09652
1.5,0000 1 Feb 2008,26.18337,25.59938,26.13362,27.34651
2.5,0000 1 Feb 2008,26.81343,24.76521,26.48948,27.79473
3.5,0000 1 Feb 2008,27.04945,23.48063,26.23955,28.08824
4.5,0000 1 Feb 2008,26.88583,22.571,25.6595,28.13092
5.5,0000 1 Feb 2008,26.44983,21.81618,24.98376,28.01433
6.5,0000 1 Feb 2008,25.99623,21.25274,24.47516,27.84285
7.5,0000 1 Feb 2008,25.73231,21.06088,24.27174,27.72088
8.5,0000 1 Feb 2008,25.66594,21.25747,24.28155,27.65114
9.5,0000 1 Feb 2008,25.61804,21.80557,24.31868,27.58254
10.5,0000 1 Feb 2008,25.55513,22.87991,24.48808,27.45185
1.5,0000 1 Mar 2008,26.9541,25.46874,26.81965,27.77212
2.5,0000 1 Mar 2008,27.22406,24.36752,26.62785,28.118
3.5,0000 1 Mar 2008,27.06329,23.26808,26.01548,28.17188
4.5,0000 1 Mar 2008,26.61147,22.41515,25.28868,28.04564
5.5,0000 1 Mar 2008,26.12221,21.75229,24.71321,27.83126
6.5,0000 1 Mar 2008,25.80929,21.42174,24.42928,27.67596
7.5,0000 1 Mar 2008,25.70076,21.50883,24.40431,27.59028
8.5,0000 1 Mar 2008,25.64146,22.04855,24.46556,27.50649
9.5,0000 1 Mar 2008,25.59168,23.07765,24.65839,27.37534
10.5,0000 1 Mar 2008,25.65377,24.53017,25.07968,27.26642
1.5,0000 1 Apr 2008,27.13522,24.45889,26.65609,28.0322
2.5,0000 1 Apr 2008,27.07999,23.08081,26.10913,28.15003
3.5,0000 1 Apr 2008,26.70051,22.24222,25.44001,28.08126
4.5,0000 1 Apr 2008,26.28806,21.66231,24.91235,27.95585
5.5,0000 1 Apr 2008,26.01979,21.36506,24.62252,27.88116
6.5,0000 1 Apr 2008,25.92586,21.42921,24.56546,27.83519
7.5,0000 1 Apr 2008,25.84762,21.92844,24.55335,27.76795
8.5,0000 1 Apr 2008,25.771,23.05587,24.72369,27.60579
9.5,0000 1 Apr 2008,25.77442,24.56316,25.11273,27.43041
10.5,0000 1 Apr 2008,26.02041,25.86586,25.73383,27.42025
1.5,0000 1 May 2008,27.20623,23.77144,26.46412,28.18948
2.5,0000 1 May 2008,26.89725,22.90584,25.83704,28.18108
3.5,0000 1 May 2008,26.48635,22.17769,25.24684,28.06614
4.5,0000 1 May 2008,26.18691,21.71956,24.86605,27.97504
5.5,0000 1 May 2008,26.04641,21.66615,24.73011,27.90855
6.5,0000 1 May 2008,25.94927,22.09004,24.71855,27.80815
7.5,0000 1 May 2008,25.82574,23.0798,24.86599,27.62072
8.5,0000 1 May 2008,25.80809,24.46932,25.24039,27.44053
9.5,0000 1 May 2008,26.01829,25.65222,25.79201,27.45465
10.5,0000 1 May 2008,26.47104,25.88785,26.33238,27.66769
1.5,0000 1 Jun 2008,27.11036,22.96264,26.26118,28.15359
2.5,0000 1 Jun 2008,26.7991,22.11461,25.63215,28.1909
3.5,0000 1 Jun 2008,26.51458,21.70838,25.18597,28.20548
4.5,0000 1 Jun 2008,26.37311,21.70172,24.98967,28.1915
5.5,0000 1 Jun 2008,26.2459,22.18113,24.9289,28.08942
6.5,0000 1 Jun 2008,26.05996,23.17918,25.0077,27.87762
7.5,0000 1 Jun 2008,25.95463,24.5596,25.30706,27.65757
8.5,0000 1 Jun 2008,26.13681,25.78318,25.88925,27.61808
9.5,0000 1 Jun 2008,26.62114,26.12275,26.52884,27.79832
10.5,0000 1 Jun 2008,27.07391,25.32407,26.7727,28.07673
1.5,0000 1 Jul 2008,26.66971,22.02316,25.51227,28.03462
2.5,0000 1 Jul 2008,26.35545,21.60726,25.05712,27.98573
3.5,0000 1 Jul 2008,26.14001,21.55103,24.79181,27.93149
4.5,0000 1 Jul 2008,25.98821,22.01396,24.72988,27.81432
5.5,0000 1 Jul 2008,25.80339,23.07466,24.81621,27.59781
6.5,0000 1 Jul 2008,25.73079,24.56752,25.12811,27.3707
7.5,0000 1 Jul 2008,25.92433,25.86847,25.70839,27.33978
8.5,0000 1 Jul 2008,26.38718,26.20997,26.31123,27.54952
9.5,0000 1 Jul 2008,26.88224,25.34989,26.59972,27.90056
10.5,0000 1 Jul 2008,27.11045,23.94559,26.39545,28.15732
1.5,0000 1 Aug 2008,26.58343,21.55081,25.28404,28.02025
2.5,0000 1 Aug 2008,26.36523,21.52449,25.0096,27.98774
3.5,0000 1 Aug 2008,26.17984,22.06233,24.89888,27.89633
4.5,0000 1 Aug 2008,25.98164,23.15052,24.96385,27.68838
5.5,0000 1 Aug 2008,25.89035,24.63375,25.25068,27.48008
6.5,0000 1 Aug 2008,26.07962,25.87094,25.79448,27.47778
7.5,0000 1 Aug 2008,26.56808,26.15427,26.43722,27.71753
8.5,0000 1 Aug 2008,27.05072,25.29646,26.72525,28.0512
9.5,0000 1 Aug 2008,27.22797,23.91116,26.50954,28.25323
10.5,0000 1 Aug 2008,26.93704,22.50712,25.75327,28.21967
1.5,0000 1 Sep 2008,26.55605,21.73487,25.17666,28.1677
2.5,0000 1 Sep 2008,26.41324,22.21231,25.1232,28.04131
3.5,0000 1 Sep 2008,26.19545,23.29612,25.21465,27.75748
4.5,0000 1 Sep 2008,26.08748,24.71308,25.51924,27.50664
5.5,0000 1 Sep 2008,26.20003,25.87235,25.93966,27.47647
6.5,0000 1 Sep 2008,26.62323,26.07273,26.48517,27.69412
7.5,0000 1 Sep 2008,27.04363,25.25922,26.70735,28.00707
8.5,0000 1 Sep 2008,27.24445,23.95589,26.56521,28.22755
9.5,0000 1 Sep 2008,27.03628,22.76115,25.94954,28.25061
10.5,0000 1 Sep 2008,26.60772,21.80232,25.24416,28.13827
1.5,0000 1 Oct 2008,26.52559,22.24948,25.22841,28.15071
2.5,0000 1 Oct 2008,26.38363,23.1538,25.3017,27.9376
3.5,0000 1 Oct 2008,26.25179,24.60198,25.55245,27.69374
4.5,0000 1 Oct 2008,26.32976,25.97556,26.01575,27.63728
5.5,0000 1 Oct 2008,26.72399,26.40367,26.56248,27.84592
6.5,0000 1 Oct 2008,27.15474,25.54306,26.78852,28.18711
7.5,0000 1 Oct 2008,27.38156,24.17409,26.62738,28.44294
8.5,0000 1 Oct 2008,27.1782,22.81591,26.00769,28.47233
9.5,0000 1 Oct 2008,26.72941,21.85141,25.30589,28.33581
10.5,0000 1 Oct 2008,26.29244,21.18976,24.7774,28.14285
1.5,0000 1 Nov 2008,26.48819,23.28699,25.45282,27.98043
2.5,0000 1 Nov 2008,26.41378,24.74864,25.77762,27.75998
3.5,0000 1 Nov 2008,26.56551,25.99178,26.27999,27.74201
4.5,0000 1 Nov 2008,26.99512,26.16598,26.81142,27.97398
5.5,0000 1 Nov 2008,27.41624,25.31856,27.02301,28.31088
6.5,0000 1 Nov 2008,27.56668,23.94792,26.75434,28.54643
7.5,0000 1 Nov 2008,27.27621,22.71966,26.02805,28.57512
8.5,0000 1 Nov 2008,26.76095,21.71844,25.2576,28.42484
9.5,0000 1 Nov 2008,26.3048,21.08166,24.74235,28.20445
10.5,0000 1 Nov 2008,26.08805,20.90818,24.55961,28.08184
1.5,0000 1 Dec 2008,26.14673,24.5686,25.28481,27.85028
2.5,0000 1 Dec 2008,26.40038,25.86999,25.87865,27.88542
3.5,0000 1 Dec 2008,26.89846,26.24283,26.56811,28.09086
4.5,0000 1 Dec 2008,27.40862,25.58212,26.96746,28.44751
5.5,0000 1 Dec 2008,27.65776,24.38495,26.88195,28.73023
6.5,0000 1 Dec 2008,27.53864,23.26582,26.38498,28.82881
7.5,0000 1 Dec 2008,27.19653,22.45047,25.79469,28.77695
8.5,0000 1 Dec 2008,26.8938,21.94875,25.38681,28.71341
9.5,0000 1 Dec 2008,26.81806,21.74373,25.254,28.77329
10.5,0000 1 Dec 2008,26.94347,21.98328,25.3833,28.86814
1.5,0000 1 Jan 2009,26.16947,26.02723,25.68207,27.75071
2.5,0000 1 Jan 2009,26.75318,26.49249,26.37003,28.05313
3.5,0000 1 Jan 2009,27.30215,25.81063,26.82401,28.43907
4.5,0000 1 Jan 2009,27.633,24.7189,26.88031,28.73074
5.5,0000 1 Jan 2009,27.5704,23.56565,26.44235,28.83804
6.5,0000 1 Jan 2009,27.23823,22.66796,25.83807,28.77903
7.5,0000 1 Jan 2009,26.90297,22.05507,25.37529,28.71582
8.5,0000 1 Jan 2009,26.79621,21.87577,25.23937,28.76588
9.5,0000 1 Jan 2009,26.93009,22.12008,25.37882,28.88898
10.5,0000 1 Jan 2009,27.0803,22.77455,25.59882,28.9342
1.5,0000 1 Feb 2009,26.86308,26.0292,26.52469,28.06837
2.5,0000 1 Feb 2009,27.47651,25.58807,27.06306,28.51499
3.5,0000 1 Feb 2009,27.81453,24.74015,27.1264,28.81727
4.5,0000 1 Feb 2009,27.72238,23.8412,26.67455,28.89219
