L,MON,LDC_SST_GFDL_SPEAR,LDC_SST_GFDL_SPEAR_ONETWO,LDC_SST_GFDL_SPEAR_THREE,LDC_SST_GFDL_SPEAR_FOUR
1.5,0000 1 Mar 1994,27.18489,24.19511,26.44066,28.09147
2.5,0000 1 Mar 1994,27.13069,22.47506,25.92233,28.21857
3.5,0000 1 Mar 1994,26.6523,21.1351,25.10756,28.09006
4.5,0000 1 Mar 1994,26.06151,20.36719,24.38603,27.84584
5.5,0000 1 Mar 1994,25.62653,19.93362,23.91328,27.62479
6.5,0000 1 Mar 1994,25.43159,19.88259,23.78139,27.502
7.5,0000 1 Mar 1994,25.40397,20.1741,23.85463,27.42319
8.5,0000 1 Mar 1994,25.33623,20.97784,23.95683,27.25164
9.5,0000 1 Mar 1994,25.19986,22.28764,24.14509,26.9678
10.5,0000 1 Mar 1994,25.15973,23.97462,24.5533,26.75135
1.5,0000 1 Apr 1994,27.3768,22.69487,26.20461,28.46246
2.5,0000 1 Apr 1994,26.96278,21.42655,25.4584,28.38025
3.5,0000 1 Apr 1994,26.38001,20.65551,24.71492,28.13206
4.5,0000 1 Apr 1994,25.94424,20.17782,24.20527,27.88951
5.5,0000 1 Apr 1994,25.81676,20.05344,24.1162,27.81842
6.5,0000 1 Apr 1994,25.87867,20.44953,24.28399,27.85123
7.5,0000 1 Apr 1994,25.89635,21.3127,24.44643,27.83288
8.5,0000 1 Apr 1994,25.81915,22.61634,24.6577,27.66788
9.5,0000 1 Apr 1994,25.74864,24.17706,25.01309,27.45165
10.5,0000 1 Apr 1994,25.93098,25.48891,25.61708,27.39374
1.5,0000 1 May 1994,27.22161,21.85353,25.81075,28.48834
2.5,0000 1 May 1994,26.61606,20.78963,24.95,28.27704
3.5,0000 1 May 1994,26.11285,20.20458,24.31918,28.08232
4.5,0000 1 May 1994,25.94753,20.10105,24.18947,28.03224
5.5,0000 1 May 1994,26.03066,20.42863,24.3559,28.10326
6.5,0000 1 May 1994,26.09605,21.25428,24.53435,28.09795
7.5,0000 1 May 1994,26.03709,22.56269,24.74865,27.94706
8.5,0000 1 May 1994,25.94018,24.16151,25.09589,27.71716
9.5,0000 1 May 1994,26.07197,25.51512,25.70078,27.6115
10.5,0000 1 May 1994,26.49181,25.84016,26.32062,27.7189
1.5,0000 1 Jun 1994,26.85433,21.0569,25.22712,28.44413
2.5,0000 1 Jun 1994,26.31208,20.33314,24.51276,28.24668
3.5,0000 1 Jun 1994,26.12586,20.1614,24.31112,28.19511
4.5,0000 1 Jun 1994,26.17058,20.5327,24.44075,28.24136
5.5,0000 1 Jun 1994,26.19545,21.45328,24.63886,28.20544
6.5,0000 1 Jun 1994,26.12349,22.78368,24.85395,28.03538
7.5,0000 1 Jun 1994,26.06423,24.44201,25.27124,27.79459
8.5,0000 1 Jun 1994,26.19796,25.77865,25.84491,27.6563
9.5,0000 1 Jun 1994,26.58271,26.09003,26.40801,27.71296
10.5,0000 1 Jun 1994,26.90861,25.12195,26.51138,27.88776
1.5,0000 1 Jul 1994,26.21958,20.43744,24.41662,28.27794
2.5,0000 1 Jul 1994,25.91547,20.20893,24.15789,28.07722
3.5,0000 1 Jul 1994,25.92596,20.58602,24.27375,28.03086
4.5,0000 1 Jul 1994,25.93896,21.43136,24.4653,27.93777
5.5,0000 1 Jul 1994,25.86267,22.78627,24.71438,27.75145
6.5,0000 1 Jul 1994,25.82077,24.38186,25.11019,27.55835
7.5,0000 1 Jul 1994,26.02612,25.69268,25.70816,27.53708
8.5,0000 1 Jul 1994,26.51579,25.92321,26.31497,27.7448
9.5,0000 1 Jul 1994,26.95473,25.00432,26.53808,28.02213
10.5,0000 1 Jul 1994,27.04337,23.56812,26.23348,28.16651
1.5,0000 1 Aug 1994,26.34406,20.26062,24.40565,28.67815
2.5,0000 1 Aug 1994,26.23784,20.72562,24.50218,28.54696
3.5,0000 1 Aug 1994,26.28791,21.61328,24.72483,28.46113
4.5,0000 1 Aug 1994,26.26463,22.94435,24.99946,28.26874
5.5,0000 1 Aug 1994,26.2569,24.51761,25.42302,28.07782
6.5,0000 1 Aug 1994,26.45381,25.75388,26.00221,28.02492
7.5,0000 1 Aug 1994,26.88794,26.13223,26.61432,28.15715
8.5,0000 1 Aug 1994,27.27717,25.34209,26.81217,28.3783
9.5,0000 1 Aug 1994,27.30517,23.96887,26.46197,28.46972
10.5,0000 1 Aug 1994,26.79731,22.43276,25.56726,28.29485
1.5,0000 1 Sep 1994,26.59185,21.10316,24.78631,28.75651
2.5,0000 1 Sep 1994,26.46865,21.8584,24.84373,28.56475
3.5,0000 1 Sep 1994,26.33944,23.09252,25.06544,28.30703
4.5,0000 1 Sep 1994,26.27451,24.60209,25.45894,28.06218
5.5,0000 1 Sep 1994,26.41222,25.81784,25.94712,27.9875
6.5,0000 1 Sep 1994,26.83624,26.13958,26.5056,28.11975
7.5,0000 1 Sep 1994,27.24846,25.24578,26.72017,28.37596
8.5,0000 1 Sep 1994,27.37859,23.74318,26.4781,28.54179
9.5,0000 1 Sep 1994,26.99436,22.18919,25.66308,28.48441
10.5,0000 1 Sep 1994,26.33951,21.10962,24.80058,28.1937
1.5,0000 1 Oct 1994,26.97023,22.26508,25.43479,29.01888
2.5,0000 1 Oct 1994,26.79504,23.49794,25.59618,28.6746
3.5,0000 1 Oct 1994,26.63386,24.85518,25.82972,28.35124
4.5,0000 1 Oct 1994,26.68641,25.90912,26.25893,28.13034
5.5,0000 1 Oct 1994,27.03333,26.08962,26.76333,28.14323
6.5,0000 1 Oct 1994,27.36789,25.0267,26.87722,28.32633
7.5,0000 1 Oct 1994,27.38443,23.46702,26.46468,28.46133
8.5,0000 1 Oct 1994,26.89254,21.88612,25.56757,28.34287
9.5,0000 1 Oct 1994,26.19561,20.80546,24.6736,28.00408
10.5,0000 1 Oct 1994,25.66215,20.12454,24.09713,27.64065
1.5,0000 1 Nov 1994,27.06624,23.98137,25.90906,28.95195
2.5,0000 1 Nov 1994,26.92742,25.23261,26.18444,28.60057
3.5,0000 1 Nov 1994,27.03057,26.18629,26.61993,28.39652
4.5,0000 1 Nov 1994,27.34838,26.35585,27.1079,28.34954
5.5,0000 1 Nov 1994,27.57611,25.47415,27.17814,28.42578
6.5,0000 1 Nov 1994,27.46596,23.95141,26.66948,28.46736
7.5,0000 1 Nov 1994,26.86284,22.32019,25.66108,28.29522
8.5,0000 1 Nov 1994,26.07961,21.04196,24.64454,27.91287
9.5,0000 1 Nov 1994,25.52513,20.20692,24.00444,27.5337
10.5,0000 1 Nov 1994,25.32273,19.91258,23.78516,27.30578
1.5,0000 1 Dec 1994,27.221,25.59284,26.43489,28.73731
2.5,0000 1 Dec 1994,27.28651,26.79289,27.02213,28.46774
3.5,0000 1 Dec 1994,27.59604,27.04723,27.5543,28.33909
4.5,0000 1 Dec 1994,27.78578,26.20033,27.57923,28.33603
5.5,0000 1 Dec 1994,27.53373,24.63338,26.92352,28.31072
6.5,0000 1 Dec 1994,26.82358,22.7985,25.79177,28.1066
7.5,0000 1 Dec 1994,26.00657,21.33904,24.73594,27.71981
8.5,0000 1 Dec 1994,25.48767,20.45248,24.10275,27.35908
9.5,0000 1 Dec 1994,25.29494,20.15969,23.88368,27.15039
10.5,0000 1 Dec 1994,25.27198,20.39753,23.92393,27.02385
1.5,0000 1 Jan 1995,27.22028,26.32468,26.7343,28.49127
2.5,0000 1 Jan 1995,27.40797,26.58665,27.24271,28.33988
3.5,0000 1 Jan 1995,27.52734,25.5989,27.17283,28.30058
4.5,0000 1 Jan 1995,27.26244,23.95064,26.48959,28.23591
5.5,0000 1 Jan 1995,26.55749,22.17039,25.35736,27.96765
6.5,0000 1 Jan 1995,25.77378,20.86944,24.37572,27.5465
7.5,0000 1 Jan 1995,25.26264,20.0264,23.75544,27.18396
8.5,0000 1 Jan 1995,25.09832,19.79537,23.60107,27.00376
9.5,0000 1 Jan 1995,25.09528,20.09166,23.66745,26.91976
10.5,0000 1 Jan 1995,24.99659,20.88635,23.7391,26.74354
1.5,0000 1 Feb 1995,27.48357,26.52473,27.46055,28.38962
2.5,0000 1 Feb 1995,27.61443,25.63546,27.43962,28.314
3.5,0000 1 Feb 1995,27.34846,24.11916,26.77439,28.2155
4.5,0000 1 Feb 1995,26.62626,22.44162,25.61633,27.89998
5.5,0000 1 Feb 1995,25.78854,21.13363,24.56122,27.42554
6.5,0000 1 Feb 1995,25.25708,20.29477,23.90397,27.05573
7.5,0000 1 Feb 1995,25.07768,19.9952,23.68582,26.86985
8.5,0000 1 Feb 1995,25.06743,20.23323,23.71756,26.77879
9.5,0000 1 Feb 1995,24.94422,20.91719,23.73557,26.58944
10.5,0000 1 Feb 1995,24.72654,22.16332,23.82856,26.31632
1.5,0000 1 Mar 1995,27.64187,25.51398,27.20232,28.56715
2.5,0000 1 Mar 1995,27.54845,23.92731,26.72431,28.49831
3.5,0000 1 Mar 1995,26.88599,22.08063,25.61003,28.25698
4.5,0000 1 Mar 1995,26.05415,20.87931,24.57907,27.85395
5.5,0000 1 Mar 1995,25.53396,20.21448,24.00031,27.51933
6.5,0000 1 Mar 1995,25.41574,20.0479,23.90993,27.37241
7.5,0000 1 Mar 1995,25.46679,20.3816,24.02765,27.33031
8.5,0000 1 Mar 1995,25.39225,21.16115,24.0836,27.20839
9.5,0000 1 Mar 1995,25.19454,22.39568,24.18533,26.96182
10.5,0000 1 Mar 1995,25.08474,23.93776,24.51321,26.71538
1.5,0000 1 Apr 1995,27.50307,23.63921,26.61676,28.67851
2.5,0000 1 Apr 1995,26.92688,22.03989,25.65153,28.37545
3.5,0000 1 Apr 1995,26.17712,20.79012,24.64405,27.95323
4.5,0000 1 Apr 1995,25.63268,20.03409,23.97908,27.58932
5.5,0000 1 Apr 1995,25.44244,19.84353,23.79078,27.43301
6.5,0000 1 Apr 1995,25.43148,20.17874,23.91386,27.35257
7.5,0000 1 Apr 1995,25.3423,21.02094,24.02435,27.17482
8.5,0000 1 Apr 1995,25.16554,22.36153,24.19421,26.86545
9.5,0000 1 Apr 1995,25.04754,24.09428,24.52964,26.57604
10.5,0000 1 Apr 1995,25.18947,25.49873,25.02547,26.55225
1.5,0000 1 May 1995,26.55149,21.74595,25.12419,28.16854
2.5,0000 1 May 1995,25.72728,20.55949,24.09245,27.67385
3.5,0000 1 May 1995,25.12043,19.87091,23.43754,27.26527
4.5,0000 1 May 1995,24.93005,19.7394,23.31354,27.04433
5.5,0000 1 May 1995,24.91041,20.11014,23.44601,26.88765
6.5,0000 1 May 1995,24.84072,20.88939,23.57959,26.65501
7.5,0000 1 May 1995,24.66496,22.14304,23.73512,26.37074
8.5,0000 1 May 1995,24.58822,23.79905,24.12022,26.17097
9.5,0000 1 May 1995,24.89523,25.24524,24.80529,26.25511
10.5,0000 1 May 1995,25.48464,25.67823,25.51217,26.58443
1.5,0000 1 Jun 1995,26.36287,21.11798,24.85669,28.05869
2.5,0000 1 Jun 1995,25.75312,20.35298,24.14104,27.62856
3.5,0000 1 Jun 1995,25.49734,20.18386,23.90698,27.43499
4.5,0000 1 Jun 1995,25.50052,20.48065,23.99544,27.34059
5.5,0000 1 Jun 1995,25.38612,21.20777,24.06191,27.16173
6.5,0000 1 Jun 1995,25.13829,22.44373,24.12708,26.86611
7.5,0000 1 Jun 1995,24.99168,24.09406,24.42204,26.64091
8.5,0000 1 Jun 1995,25.14683,25.45973,24.91705,26.66127
9.5,0000 1 Jun 1995,25.6579,25.66204,25.52179,26.94813
10.5,0000 1 Jun 1995,26.13272,24.61568,25.73822,27.32058
1.5,0000 1 Jul 1995,25.87253,20.42846,24.22282,27.68986
2.5,0000 1 Jul 1995,25.54092,20.17034,23.91793,27.44126
3.5,0000 1 Jul 1995,25.49917,20.48226,23.96947,27.34116
4.5,0000 1 Jul 1995,25.37992,21.19127,24.02444,27.14188
5.5,0000 1 Jul 1995,25.13447,22.40463,24.12141,26.84539
6.5,0000 1 Jul 1995,25.04432,24.04283,24.49447,26.64766
7.5,0000 1 Jul 1995,25.26797,25.40766,25.05756,26.70607
8.5,0000 1 Jul 1995,25.78742,25.64999,25.65568,27.02354
9.5,0000 1 Jul 1995,26.2279,24.57774,25.79759,27.40575
10.5,0000 1 Jul 1995,26.38708,23.03469,25.55983,27.63029
1.5,0000 1 Aug 1995,25.66466,19.93769,23.81625,27.62353
2.5,0000 1 Aug 1995,25.42492,20.25762,23.77173,27.38083
3.5,0000 1 Aug 1995,25.27801,21.01146,23.8569,27.16482
4.5,0000 1 Aug 1995,25.08047,22.22051,24.001,26.86156
5.5,0000 1 Aug 1995,24.98251,23.87477,24.38285,26.61029
6.5,0000 1 Aug 1995,25.23129,25.34125,25.05532,26.64112
7.5,0000 1 Aug 1995,25.81017,25.75597,25.77762,26.97054
8.5,0000 1 Aug 1995,26.34769,24.78122,26.03827,27.38458
9.5,0000 1 Aug 1995,26.54081,23.18223,25.75893,27.63314
10.5,0000 1 Aug 1995,26.28432,21.75899,25.06236,27.60949
1.5,0000 1 Sep 1995,25.54391,20.64155,23.96884,27.62959
2.5,0000 1 Sep 1995,25.36759,21.30809,24.01317,27.35421
3.5,0000 1 Sep 1995,25.22861,22.49354,24.15861,27.08187
4.5,0000 1 Sep 1995,25.25322,24.12211,24.6246,26.88912
5.5,0000 1 Sep 1995,25.52309,25.49071,25.27411,26.93805
6.5,0000 1 Sep 1995,26.07349,25.90362,25.96361,27.24546
7.5,0000 1 Sep 1995,26.5702,24.98025,26.17459,27.65319
8.5,0000 1 Sep 1995,26.77637,23.54119,25.9747,27.90364
9.5,0000 1 Sep 1995,26.55272,22.15952,25.3536,27.91201
10.5,0000 1 Sep 1995,26.08328,21.21187,24.67426,27.73132
1.5,0000 1 Oct 1995,25.52821,21.32096,24.09287,27.81049
2.5,0000 1 Oct 1995,25.39968,22.47855,24.28163,27.45617
3.5,0000 1 Oct 1995,25.38605,24.03381,24.71385,27.17971
4.5,0000 1 Oct 1995,25.6278,25.45826,25.34817,27.1097
5.5,0000 1 Oct 1995,26.1309,25.82224,25.97293,27.33368
6.5,0000 1 Oct 1995,26.56934,24.77459,26.12514,27.68708
7.5,0000 1 Oct 1995,26.7341,23.22099,25.88904,27.90336
8.5,0000 1 Oct 1995,26.4334,21.79156,25.19826,27.84972
9.5,0000 1 Oct 1995,25.86643,20.81511,24.42848,27.60843
10.5,0000 1 Oct 1995,25.35879,20.19393,23.86763,27.33095
1.5,0000 1 Nov 1995,25.63452,22.63722,24.44106,27.66292
2.5,0000 1 Nov 1995,25.63344,24.19901,24.93865,27.33348
3.5,0000 1 Nov 1995,25.87738,25.62077,25.64975,27.2134
4.5,0000 1 Nov 1995,26.38697,26.00316,26.27022,27.43196
5.5,0000 1 Nov 1995,26.83365,25.04741,26.436,27.80681
6.5,0000 1 Nov 1995,26.97807,23.51937,26.14144,28.06988
7.5,0000 1 Nov 1995,26.6983,22.06996,25.45403,28.05894
8.5,0000 1 Nov 1995,26.15711,21.08487,24.71407,27.8369
9.5,0000 1 Nov 1995,25.67611,20.42487,24.16884,27.58075
10.5,0000 1 Nov 1995,25.44253,20.21383,23.96115,27.44804
1.5,0000 1 Dec 1995,25.59403,24.09356,24.88527,27.57395
2.5,0000 1 Dec 1995,25.97198,25.66743,25.79631,27.52133
3.5,0000 1 Dec 1995,26.64496,26.38167,26.67187,27.80742
4.5,0000 1 Dec 1995,27.26471,25.79095,27.01274,28.25378
5.5,0000 1 Dec 1995,27.51679,24.46087,26.79869,28.55685
6.5,0000 1 Dec 1995,27.27858,23.11072,26.12901,28.59185
7.5,0000 1 Dec 1995,26.77294,22.097,25.37816,28.44659
8.5,0000 1 Dec 1995,26.33436,21.42939,24.83944,28.28121
9.5,0000 1 Dec 1995,26.17781,21.18531,24.66154,28.24833
10.5,0000 1 Dec 1995,26.24944,21.41484,24.77762,28.25861
1.5,0000 1 Jan 1996,26.18692,25.70681,25.98469,27.69695
2.5,0000 1 Jan 1996,26.85251,26.32528,26.80301,28.03126
3.5,0000 1 Jan 1996,27.4647,25.89093,27.18627,28.5095
4.5,0000 1 Jan 1996,27.73812,24.79656,27.05306,28.83978
5.5,0000 1 Jan 1996,27.54238,23.59985,26.4584,28.89127
6.5,0000 1 Jan 1996,27.06791,22.59961,25.72173,28.75737
7.5,0000 1 Jan 1996,26.63449,21.87886,25.16559,28.57132
8.5,0000 1 Jan 1996,26.47321,21.55936,24.99214,28.48317
9.5,0000 1 Jan 1996,26.54446,21.71173,25.09086,28.4798
10.5,0000 1 Jan 1996,26.60185,22.32629,25.24142,28.44506
1.5,0000 1 Feb 1996,26.67038,25.8626,26.5005,27.86616
2.5,0000 1 Feb 1996,27.18599,25.36291,26.83766,28.2149
3.5,0000 1 Feb 1996,27.38768,24.2146,26.64177,28.48581
4.5,0000 1 Feb 1996,27.12112,22.94832,25.99311,28.48269
5.5,0000 1 Feb 1996,26.60005,21.90048,25.2359,28.27036
6.5,0000 1 Feb 1996,26.13478,21.22618,24.68713,28.04246
7.5,0000 1 Feb 1996,25.95705,20.95031,24.49962,27.94638
8.5,0000 1 Feb 1996,26.00246,21.14347,24.57732,27.96171
9.5,0000 1 Feb 1996,26.03378,21.7522,24.69259,27.91755
10.5,0000 1 Feb 1996,25.95229,22.87369,24.84647,27.74165
1.5,0000 1 Mar 1996,27.24546,25.73071,26.99156,28.2683
2.5,0000 1 Mar 1996,27.45476,24.56343,26.79062,28.53269
3.5,0000 1 Mar 1996,27.17871,23.24794,26.12895,28.5286
4.5,0000 1 Mar 1996,26.66904,22.20411,25.37998,28.33513
5.5,0000 1 Mar 1996,26.2357,21.442,24.8276,28.1331
6.5,0000 1 Mar 1996,26.08767,21.0634,24.63568,28.06742
7.5,0000 1 Mar 1996,26.12918,21.21031,24.7025,28.08207
8.5,0000 1 Mar 1996,26.13669,21.89259,24.83324,28.04073
9.5,0000 1 Mar 1996,26.0684,23.13217,25.04624,27.86742
10.5,0000 1 Mar 1996,26.05335,24.62849,25.40588,27.67524
1.5,0000 1 Apr 1996,27.34309,23.44522,26.61289,28.40495
2.5,0000 1 Apr 1996,27.16217,22.51092,26.05072,28.46501
3.5,0000 1 Apr 1996,26.69435,21.59835,25.30363,28.29727
4.5,0000 1 Apr 1996,26.22936,20.90647,24.70742,28.06621
5.5,0000 1 Apr 1996,26.01565,20.59602,24.45412,27.96729
6.5,0000 1 Apr 1996,25.99934,20.76041,24.45112,27.97904
7.5,0000 1 Apr 1996,25.97553,21.43434,24.52194,27.96989
8.5,0000 1 Apr 1996,25.85508,22.62778,24.67088,27.80177
9.5,0000 1 Apr 1996,25.77207,24.2045,25.02653,27.59231
10.5,0000 1 Apr 1996,25.94292,25.54596,25.59695,27.51801
1.5,0000 1 May 1996,27.08951,22.28415,25.87941,28.37564
2.5,0000 1 May 1996,26.63171,21.22615,25.20435,28.17563
3.5,0000 1 May 1996,26.14568,20.51554,24.59079,27.90937
4.5,0000 1 May 1996,25.86657,20.32295,24.2947,27.79201
5.5,0000 1 May 1996,25.82522,20.57416,24.29212,27.78795
6.5,0000 1 May 1996,25.83241,21.32804,24.4157,27.76103
7.5,0000 1 May 1996,25.78276,22.63935,24.63175,27.6131
8.5,0000 1 May 1996,25.76507,24.35767,25.04724,27.45029
9.5,0000 1 May 1996,26.00978,25.73296,25.7016,27.47418
10.5,0000 1 May 1996,26.5352,26.10781,26.38621,27.73015
1.5,0000 1 Jun 1996,26.43069,21.02572,24.9649,27.92887
2.5,0000 1 Jun 1996,25.84629,20.25981,24.25192,27.61328
3.5,0000 1 Jun 1996,25.46646,20.03741,23.84987,27.43274
4.5,0000 1 Jun 1996,25.362,20.34367,23.85424,27.35115
5.5,0000 1 Jun 1996,25.2921,21.12863,23.94374,27.22823
6.5,0000 1 Jun 1996,25.19463,22.41696,24.17112,27.04603
7.5,0000 1 Jun 1996,25.19979,24.04201,24.53,26.92549
8.5,0000 1 Jun 1996,25.45754,25.46472,25.15203,27.01028
9.5,0000 1 Jun 1996,26.0367,25.98315,25.84801,27.33084
10.5,0000 1 Jun 1996,26.60731,25.24056,26.24931,27.73453
1.5,0000 1 Jul 1996,26.13767,20.07647,24.44213,27.89447
2.5,0000 1 Jul 1996,25.75168,19.96098,24.0278,27.7558
3.5,0000 1 Jul 1996,25.63252,20.33647,23.99233,27.7052
4.5,0000 1 Jul 1996,25.55515,21.02954,24.06661,27.59236
5.5,0000 1 Jul 1996,25.39876,22.26857,24.23803,27.33666
6.5,0000 1 Jul 1996,25.35215,23.95355,24.68212,27.09084
7.5,0000 1 Jul 1996,25.61156,25.46511,25.32896,27.0769
8.5,0000 1 Jul 1996,26.1552,25.99675,26.00191,27.3486
9.5,0000 1 Jul 1996,26.68009,25.13955,26.2586,27.74745
10.5,0000 1 Jul 1996,26.89106,23.72745,26.10836,28.00302
1.5,0000 1 Aug 1996,26.00303,20.11105,24.3658,27.85487
2.5,0000 1 Aug 1996,25.82275,20.44196,24.22739,27.77918
3.5,0000 1 Aug 1996,25.70118,21.17983,24.22138,27.68214
4.5,0000 1 Aug 1996,25.56215,22.45305,24.34727,27.48975
5.5,0000 1 Aug 1996,25.49098,24.07814,24.6537,27.30156
6.5,0000 1 Aug 1996,25.69523,25.46926,25.21744,27.30196
7.5,0000 1 Aug 1996,26.23768,25.89185,25.9147,27.5677
8.5,0000 1 Aug 1996,26.82224,25.14438,26.36004,27.96022
9.5,0000 1 Aug 1996,27.12857,23.79441,26.3198,28.24795
10.5,0000 1 Aug 1996,26.96615,22.52402,25.77971,28.2946
1.5,0000 1 Sep 1996,26.12613,20.55886,24.43953,28.17843
2.5,0000 1 Sep 1996,26.03422,21.32763,24.49503,28.08717
3.5,0000 1 Sep 1996,25.91125,22.61404,24.65097,27.92174
4.5,0000 1 Sep 1996,25.86627,24.25878,25.04243,27.69451
5.5,0000 1 Sep 1996,26.06575,25.62945,25.66339,27.62752
6.5,0000 1 Sep 1996,26.58755,25.96802,26.33327,27.85373
7.5,0000 1 Sep 1996,27.12848,25.11968,26.65997,28.25392
8.5,0000 1 Sep 1996,27.42555,23.8192,26.58277,28.55426
9.5,0000 1 Sep 1996,27.2791,22.65157,26.05774,28.62048
10.5,0000 1 Sep 1996,26.89503,21.87752,25.45127,28.50609
1.5,0000 1 Oct 1996,26.27145,21.29457,24.66066,28.39762
2.5,0000 1 Oct 1996,26.18323,22.60646,24.84453,28.24312
3.5,0000 1 Oct 1996,26.09801,24.31824,25.19553,28.01165
4.5,0000 1 Oct 1996,26.2917,25.7658,25.84088,27.88763
5.5,0000 1 Oct 1996,26.77805,26.22006,26.53602,28.027
6.5,0000 1 Oct 1996,27.28651,25.42329,26.85595,28.35908
7.5,0000 1 Oct 1996,27.52903,24.12389,26.69116,28.64113
8.5,0000 1 Oct 1996,27.36262,22.81451,26.11101,28.71981
9.5,0000 1 Oct 1996,26.96127,21.93372,25.50474,28.61597
10.5,0000 1 Oct 1996,26.59728,21.34669,25.06124,28.48933
1.5,0000 1 Nov 1996,26.07859,22.40928,24.64962,28.23483
2.5,0000 1 Nov 1996,26.05168,24.02969,25.09762,28.02841
3.5,0000 1 Nov 1996,26.26542,25.49166,25.79767,27.89059
4.5,0000 1 Nov 1996,26.73017,25.97811,26.50768,27.98482
5.5,0000 1 Nov 1996,27.2206,25.18017,26.78358,28.32262
6.5,0000 1 Nov 1996,27.46364,23.87886,26.61778,28.62145
7.5,0000 1 Nov 1996,27.31433,22.68566,26.06239,28.72215
8.5,0000 1 Nov 1996,26.96304,21.93346,25.5027,28.65674
9.5,0000 1 Nov 1996,26.67201,21.36886,25.09864,28.58608
10.5,0000 1 Nov 1996,26.60575,21.18078,25.02284,28.59119
1.5,0000 1 Dec 1996,26.27094,24.12321,25.19627,28.29458
2.5,0000 1 Dec 1996,26.52591,25.70764,25.96999,28.22656
3.5,0000 1 Dec 1996,26.98797,26.29007,26.66921,28.35269
4.5,0000 1 Dec 1996,27.44692,25.71362,26.96819,28.61032
5.5,0000 1 Dec 1996,27.70116,24.59461,26.85288,28.84415
6.5,0000 1 Dec 1996,27.57053,23.37485,26.33166,28.92735
7.5,0000 1 Dec 1996,27.22062,22.44964,25.73356,28.87507
8.5,0000 1 Dec 1996,26.9199,21.81282,25.32898,28.8262
9.5,0000 1 Dec 1996,26.87169,21.57674,25.2371,28.87706
10.5,0000 1 Dec 1996,27.05539,21.84789,25.43086,28.96821
1.5,0000 1 Jan 1997,26.23313,25.5172,25.69159,28.11248
2.5,0000 1 Jan 1997,26.85238,26.34956,26.59713,28.31612
3.5,0000 1 Jan 1997,27.49895,26.00336,27.08109,28.7091
4.5,0000 1 Jan 1997,27.83588,25.04397,27.03637,29.01736
5.5,0000 1 Jan 1997,27.78506,24.09144,26.67273,29.10277
6.5,0000 1 Jan 1997,27.51543,23.39133,26.19573,29.06641
7.5,0000 1 Jan 1997,27.31343,22.92536,25.87666,29.08088
8.5,0000 1 Jan 1997,27.38228,22.72389,25.86999,29.22626
9.5,0000 1 Jan 1997,27.65749,22.93076,26.14409,29.34479
10.5,0000 1 Jan 1997,27.88865,23.52238,26.45201,29.35368
1.5,0000 1 Feb 1997,26.93981,26.26705,26.67073,28.34796
2.5,0000 1 Feb 1997,27.54848,26.06394,27.18341,28.67888
3.5,0000 1 Feb 1997,27.86982,25.24492,27.14295,28.97072
4.5,0000 1 Feb 1997,27.80581,24.24407,26.68957,29.05991
5.5,0000 1 Feb 1997,27.5046,23.40212,26.13888,29.0284
6.5,0000 1 Feb 1997,27.21674,22.73436,25.71935,29.0106
7.5,0000 1 Feb 1997,27.18432,22.45391,25.6221,29.11622
8.5,0000 1 Feb 1997,27.39712,22.63197,25.84951,29.24025
9.5,0000 1 Feb 1997,27.63165,23.25568,26.16984,29.27254
10.5,0000 1 Feb 1997,27.68704,24.25567,26.45503,29.13102
1.5,0000 1 Mar 1997,27.69103,26.3175,27.27556,28.98059
2.5,0000 1 Mar 1997,28.06826,25.55157,27.31509,29.24186
3.5,0000 1 Mar 1997,27.99387,24.62041,26.91454,29.27053
4.5,0000 1 Mar 1997,27.66622,23.87661,26.38823,29.20763
5.5,0000 1 Mar 1997,27.42834,23.28484,26.0324,29.22012
6.5,0000 1 Mar 1997,27.4769,23.05291,26.00999,29.38202
7.5,0000 1 Mar 1997,27.78682,23.20483,26.28938,29.53807
8.5,0000 1 Mar 1997,28.08432,23.79865,26.64297,29.55634
9.5,0000 1 Mar 1997,28.17742,24.77979,26.93135,29.39399
10.5,0000 1 Mar 1997,28.07107,25.93005,27.21471,29.1586
1.5,0000 1 Apr 1997,27.85766,25.35573,27.07321,29.16101
2.5,0000 1 Apr 1997,27.85773,24.58826,26.85923,29.18963
3.5,0000 1 Apr 1997,27.66384,23.93655,26.50815,29.18109
4.5,0000 1 Apr 1997,27.58416,23.36456,26.29939,29.27506
5.5,0000 1 Apr 1997,27.76734,23.15445,26.36047,29.49068
6.5,0000 1 Apr 1997,28.1533,23.33295,26.6802,29.67789
7.5,0000 1 Apr 1997,28.48365,23.99232,27.05992,29.7087
8.5,0000 1 Apr 1997,28.52655,24.97222,27.318,29.54305
9.5,0000 1 Apr 1997,28.32791,26.06454,27.52679,29.26253
10.5,0000 1 Apr 1997,28.10495,26.8596,27.80109,28.88698
1.5,0000 1 May 1997,28.02407,25.15545,27.12712,29.24192
2.5,0000 1 May 1997,27.85586,24.34844,26.71931,29.27649
3.5,0000 1 May 1997,27.74113,23.70827,26.4697,29.35177
4.5,0000 1 May 1997,27.87252,23.34312,26.47125,29.54689
5.5,0000 1 May 1997,28.18342,23.42232,26.71219,29.70877
6.5,0000 1 May 1997,28.46091,23.90816,27.00627,29.71092
7.5,0000 1 May 1997,28.5025,24.84851,27.24609,29.52172
8.5,0000 1 May 1997,28.31992,25.95157,27.44262,29.25801
