M,L,START,TARGET,SZN,MEAN_SST_NCEP_CFSv2,VAR_SST_NCEP_CFSv2
20,7.5,2,9,ASO,26.400165333333334,1.0232257056533347
21,7.5,2,9,ASO,26.231855333333332,0.898015713156782
22,7.5,2,9,ASO,26.439656333333335,0.8418413968654002
23,7.5,2,9,ASO,26.296135666666665,1.0401870773702298
24,7.5,2,9,ASO,26.52446966666667,1.2852929954516124
1,7.5,3,10,SON,26.50163866666667,1.1329981798257482
2,7.5,3,10,SON,26.311952,1.6762154437544818
3,7.5,3,10,SON,26.482927333333336,1.8792088803581632
4,7.5,3,10,SON,26.515991333333332,1.4240215967222996
5,7.5,3,10,SON,26.572451,1.7062848486368978
6,7.5,3,10,SON,26.499930666666668,2.2168362433443702
7,7.5,3,10,SON,26.784025666666665,1.4912631281288502
8,7.5,3,10,SON,26.591557666666667,1.8112287858943688
9,7.5,3,10,SON,26.637058333333336,0.9396873405522979
10,7.5,3,10,SON,26.69365766666667,1.445726103901268
11,7.5,3,10,SON,26.771918000000003,1.3988632863751753
12,7.5,3,10,SON,26.640356,1.7722088084524115
13,7.5,3,10,SON,26.809928333333335,2.1375457047522946
14,7.5,3,10,SON,26.711635333333334,1.7049779299774723
15,7.5,3,10,SON,26.731468,1.9743517066234464
16,7.5,3,10,SON,26.677678,1.6998494062717227
17,7.5,3,10,SON,26.809872,1.1875484341200007
18,7.5,3,10,SON,26.772322666666664,1.427318288682299
19,7.5,3,10,SON,26.77202733333333,1.6705928778616101
20,7.5,3,10,SON,26.809309666666664,1.8478923313550597
21,7.5,3,10,SON,26.81377266666667,1.6711905618960916
22,7.5,3,10,SON,26.816758,1.5228487860579325
23,7.5,3,10,SON,27.042789333333335,2.0226465709098824
24,7.5,3,10,SON,26.827373,1.3816755564493113
1,7.5,4,11,OND,27.153336000000003,1.5554184204937949
2,7.5,4,11,OND,27.200157333333333,1.5056549413098836
3,7.5,4,11,OND,27.058494,1.6137734729489623
4,7.5,4,11,OND,27.133222333333332,1.3129349469840221
5,7.5,4,11,OND,27.056392333333335,1.906047331770228
6,7.5,4,11,OND,27.075351333333334,1.681661521025749
7,7.5,4,11,OND,27.082237666666668,1.7744478192460937
8,7.5,4,11,OND,26.959929,1.9062830015334498
9,7.5,4,11,OND,27.15977966666667,2.0048159824171297
10,7.5,4,11,OND,27.038316000000002,2.283084837597242
11,7.5,4,11,OND,27.018482000000002,1.9249511895820712
12,7.5,4,11,OND,27.218892333333333,1.6206367951081662
13,7.5,4,11,OND,27.16488566666667,1.6128879447564382
14,7.5,4,11,OND,27.182839,1.929048366602411
15,7.5,4,11,OND,26.884237666666664,1.2927585447633339
16,7.5,4,11,OND,26.876631666666665,1.7947626396212664
17,7.5,4,11,OND,26.815809,1.7650958743679288
18,7.5,4,11,OND,26.771005333333335,2.0539427782740196
19,7.5,4,11,OND,26.699020333333333,1.6281077484860929
20,7.5,4,11,OND,26.971427000000002,1.2757130596837936
21,7.5,4,11,OND,26.81423733333333,1.9197230664202316
22,7.5,4,11,OND,26.562441999999997,2.056221616437245
23,7.5,4,11,OND,26.785094666666666,1.7826394541636774
24,7.5,4,11,OND,26.831017,2.0591943756768973
1,7.5,5,12,NDJ,27.006766333333335,2.5507782050998866
2,7.5,5,12,NDJ,27.05813433333333,2.039152371563334
3,7.5,5,12,NDJ,26.991440333333333,2.3123621830378163
4,7.5,5,12,NDJ,26.970133999999998,2.0747109151903445
5,7.5,5,12,NDJ,26.798511666666666,1.7244675046419542
6,7.5,5,12,NDJ,26.875438999999997,2.0368142333472417
7,7.5,5,12,NDJ,26.813152666666667,1.5542646117305763
8,7.5,5,12,NDJ,27.069903,1.5875522874286225
9,7.5,5,12,NDJ,26.708831999999997,1.5776925794441392
10,7.5,5,12,NDJ,26.725634666666668,1.6545134545912632
11,7.5,5,12,NDJ,26.718124666666665,2.0922717144050536
12,7.5,5,12,NDJ,26.732800333333333,1.5517478752860894
13,7.5,5,12,NDJ,26.431665333333335,1.979674155108505
14,7.5,5,12,NDJ,26.480736,1.904550063997238
15,7.5,5,12,NDJ,26.64583,1.7025638920275858
16,7.5,5,12,NDJ,26.66045655172414,1.916857956123398
17,7.5,5,12,NDJ,26.514647,1.907065005256209
18,7.5,5,12,NDJ,26.419719999999998,2.0462834067379294
19,7.5,5,12,NDJ,26.500604333333335,1.9291668025357465
20,7.5,5,12,NDJ,26.524007666666666,1.816558032328852
21,7.5,5,12,NDJ,26.33648433333333,1.6554313357564368
22,7.5,5,12,NDJ,26.409254999999998,1.8405426129155176
23,7.5,5,12,NDJ,26.502074666666665,1.7287426780464374
24,7.5,5,12,NDJ,26.315216000000003,1.7839195974937938
1,7.5,6,1,DJF,26.863541666666666,1.6371808609385068
2,7.5,6,1,DJF,26.719943333333333,1.5719105286505735
3,7.5,6,1,DJF,26.571275,1.5447683954741382
4,7.5,6,1,DJF,26.973821333333333,1.4488967875429883
5,7.5,6,1,DJF,26.653281666666665,1.3786651470833304
6,7.5,6,1,DJF,26.64549033333333,1.7681727193619532
7,7.5,6,1,DJF,26.775115333333336,1.7001981756050588
8,7.5,6,1,DJF,26.740242666666667,1.680792244006436
9,7.5,6,1,DJF,26.693208333333335,1.4681325556212652
10,7.5,6,1,DJF,26.731896666666668,1.5622278356850594
11,7.5,6,1,DJF,26.724981,1.6789592598300032
12,7.5,6,1,DJF,26.673833,1.850561640256208
13,7.5,6,1,DJF,26.703632000000002,1.666365478782067
14,7.5,6,1,DJF,26.540011,1.4721503432989673
15,7.5,6,1,DJF,26.702337333333332,1.5999052603650592
16,7.5,6,1,DJF,26.604288666666665,1.6692929788464372
17,7.5,6,1,DJF,26.66824366666667,1.9192112448723002
18,7.5,6,1,DJF,26.758108,1.6397431099200002
19,7.5,6,1,DJF,26.58500666666667,1.82422277768506
20,7.5,6,1,DJF,26.613734,1.4013673720386208
21,7.5,6,1,DJF,26.79215633333333,2.102050094168852
22,7.5,6,1,DJF,26.56332666666667,2.031852085505747
23,7.5,6,1,DJF,26.536181666666668,2.190377938186785
24,7.5,6,1,DJF,26.65718133333333,1.9067733845912622
1,7.5,7,2,JFM,27.191111333333332,1.3007874343085057
2,7.5,7,2,JFM,27.091742333333332,1.3950644043357445
3,7.5,7,2,JFM,27.19620366666667,1.2963735049136782
4,7.5,7,2,JFM,27.100254333333332,1.3962567469495415
5,7.5,7,2,JFM,27.149171000000003,1.4595467438024121
6,7.5,7,2,JFM,27.234436666666667,1.3920023650022988
7,7.5,7,2,JFM,27.127631,1.2039854878024139
8,7.5,7,2,JFM,27.169983333333334,1.466593354388508
9,7.5,7,2,JFM,27.059618,1.3007450251062078
10,7.5,7,2,JFM,27.140214,1.2418647157489648
11,7.5,7,2,JFM,27.074144333333333,1.5655963673840239
12,7.5,7,2,JFM,27.110781333333332,1.2872279503291963
13,7.5,7,2,JFM,27.069004333333332,1.2414894453012684
14,7.5,7,2,JFM,27.270007333333336,1.1336557451374725
15,7.5,7,2,JFM,27.284204666666664,1.3109756806947102
16,7.5,7,2,JFM,27.097272999999998,1.3689530476010319
17,7.5,7,2,JFM,27.086794666666666,1.5324137164602265
18,7.5,7,2,JFM,27.115018333333335,1.6360757390143679
19,7.5,7,2,JFM,26.98417733333333,1.396269285716783
20,7.5,7,2,JFM,27.036456666666666,1.4413410743540254
21,7.5,7,2,JFM,27.171242333333335,1.1150777434805763
22,7.5,7,2,JFM,27.098226,1.3233122011351715
23,7.5,7,2,JFM,27.233103333333336,1.026704755795402
24,7.5,7,2,JFM,27.033054666666665,1.281632635646435
1,7.5,8,3,FMA,27.435380000000002,0.8879911925241394
2,7.5,8,3,FMA,27.327627666666668,1.0543579419357485
3,7.5,8,3,FMA,27.431354,0.8467894316662059
4,7.5,8,3,FMA,27.400603666666665,0.8451009073688511
5,7.5,8,3,FMA,27.393240666666667,0.9152504717788512
6,7.5,8,3,FMA,27.372547333333333,0.7831854355167803
7,7.5,8,3,FMA,27.379319000000002,0.7719240438644827
8,7.5,8,3,FMA,27.268034333333333,0.7148937176529874
9,7.5,8,3,FMA,27.360583333333334,0.8866874911747139
10,7.5,8,3,FMA,27.54872333333333,0.7365957105333338
11,7.5,8,3,FMA,27.518650333333333,0.8136679102929881
12,7.5,8,3,FMA,27.556545333333336,0.9608569763360926
13,7.5,8,3,FMA,27.40394566666667,0.7665847063702292
14,7.5,8,3,FMA,27.353421,0.847495263912756
15,7.5,8,3,FMA,27.480887666666668,0.675834797025402
16,7.5,8,3,FMA,27.590976333333334,0.7747607493481589
17,7.5,8,3,FMA,27.393193666666665,0.7797389320722995
18,7.5,8,3,FMA,27.448202666666667,0.7221170903305764
19,7.5,8,3,FMA,27.505912666666667,0.7251509949995418
20,7.5,8,3,FMA,27.477311,1.0435656437541392
21,7.5,8,3,FMA,27.59681833333333,0.8443638237798842
22,7.5,8,3,FMA,27.476721333333334,0.9523186439774723
23,7.5,8,3,FMA,27.530144,1.0450492954524135
24,7.5,8,3,FMA,27.361754666666666,0.9169618534602304
1,7.5,9,4,MAM,27.978774666666666,0.5939778109567825
2,7.5,9,4,MAM,27.943224999999998,0.49369970475689834
3,7.5,9,4,MAM,27.920683999999998,0.48944688891448174
4,7.5,9,4,MAM,28.03331366666667,0.5516619482378163
5,7.5,9,4,MAM,27.963164333333335,0.6685707899978157
6,7.5,9,4,MAM,27.938254333333337,0.4773803905357469
7,7.5,9,4,MAM,27.901397333333332,0.5785609924271262
8,7.5,9,4,MAM,27.888278,0.747755772995863
9,7.5,9,4,MAM,27.990656,0.5220171650937947
10,7.5,9,4,MAM,27.966525999999998,0.671934484335173
11,7.5,9,4,MAM,27.971893333333334,0.6130555664160914
12,7.5,9,4,MAM,28.059928333333335,0.7188209085729879
13,7.5,9,4,MAM,27.965379,0.45708845818862104
14,7.5,9,4,MAM,27.98566633333333,0.49741714767229833
15,7.5,9,4,MAM,27.878712,0.5720555106510347
16,7.5,9,4,MAM,27.92794233333333,0.4400507978736769
17,7.5,9,4,MAM,27.89968766666667,0.5444225511357491
18,7.5,9,4,MAM,27.850957666666666,0.7128529176116101
19,7.5,9,4,MAM,28.020243666666666,0.6518048002998841
20,7.5,9,4,MAM,28.049938333333333,0.57036676693161
21,7.5,9,4,MAM,27.989137666666668,0.552629587597816
22,7.5,9,4,MAM,27.839746666666667,0.7165909657402296
23,7.5,9,4,MAM,28.116114999999997,0.5188860088120665
24,7.5,9,4,MAM,28.015162666666665,0.5609794982409192
1,7.5,10,5,AMJ,28.265153,0.2507763054424144
2,7.5,10,5,AMJ,28.243954666666664,0.4221118877154011
3,7.5,10,5,AMJ,28.371766333333333,0.43751581133436757
4,7.5,10,5,AMJ,28.240767,0.4662583056493119
5,7.5,10,5,AMJ,28.305657,0.42127117491827465
6,7.5,10,5,AMJ,28.305053333333333,0.4207466380850583
7,7.5,10,5,AMJ,28.316096,0.3793447212386211
8,7.5,10,5,AMJ,28.351161333333334,0.40709894707402444
9,7.5,10,5,AMJ,28.241312666666666,0.4711294013719526
10,7.5,10,5,AMJ,28.326472000000003,0.38320745498206904
11,7.5,10,5,AMJ,28.335030333333336,0.5014840574722988
12,7.5,10,5,AMJ,28.33317933333333,0.3689850933443662
13,7.5,10,5,AMJ,28.292007333333334,0.29021469209609296
14,7.5,10,5,AMJ,28.254755666666664,0.38052701149436907
15,7.5,10,5,AMJ,28.280834000000002,0.44900085657655175
16,7.5,10,5,AMJ,28.154381666666666,0.4058110899798846
17,7.5,10,5,AMJ,28.170138666666666,0.5087023229567817
18,7.5,10,5,AMJ,28.093511666666664,0.4643942074488495
19,7.5,10,5,AMJ,28.21477966666667,0.6414394950309187
20,7.5,10,5,AMJ,28.262166333333333,0.5169956130378153
21,7.5,10,5,AMJ,28.254243999999996,0.4272774097627577
22,7.5,10,5,AMJ,28.273417,0.315336221711379
23,7.5,10,5,AMJ,28.228242,0.689637392775173
24,7.5,10,5,AMJ,28.283120333333333,0.5729949845688513
1,7.5,11,6,MJJ,28.189995,0.44952446056379286
2,7.5,11,6,MJJ,28.023668999999998,0.477145377554137
3,7.5,11,6,MJJ,28.028764333333335,0.479366646825403
4,7.5,11,6,MJJ,28.178653666666666,0.33212151245850613
5,7.5,11,6,MJJ,28.026111,0.4302913397334481
6,7.5,11,6,MJJ,28.079761333333334,0.508834659336092
7,7.5,11,6,MJJ,28.046567999999997,0.5793548953200004
8,7.5,11,6,MJJ,28.121881,0.43245851679551806
9,7.5,11,6,MJJ,27.939477333333333,0.41671628977195396
10,7.5,11,6,MJJ,28.21466333333333,0.420230606291955
11,7.5,11,6,MJJ,28.09922733333333,0.39242193694436805
12,7.5,11,6,MJJ,28.12026,0.40739726917241453
13,7.5,11,6,MJJ,27.962621000000002,0.7057879354024142
14,7.5,11,6,MJJ,27.954243,0.40723693732517274
15,7.5,11,6,MJJ,28.04557133333333,0.48849993162574673
16,7.5,11,6,MJJ,28.21370466666667,0.4979692724740226
17,7.5,11,6,MJJ,28.089283333333334,0.4668258563678156
18,7.5,11,6,MJJ,28.048132333333335,0.3072989599909196
19,7.5,11,6,MJJ,28.052383333333335,0.46333524969195333
20,7.5,11,6,MJJ,28.022764666666667,0.4037729814602287
21,7.5,11,6,MJJ,28.060107666666667,0.35059424847367754
22,7.5,11,6,MJJ,27.959889333333333,0.5777982278409194
23,7.5,11,6,MJJ,28.07932333333333,0.6509066804229883
24,7.5,11,6,MJJ,28.035092000000002,0.48790794698206813
1,7.5,12,7,JJA,27.364491666666666,0.45700918855919626
2,7.5,12,7,JJA,27.201738666666664,0.507187687584367
3,7.5,12,7,JJA,27.169825,0.5389626825775877
4,7.5,12,7,JJA,27.209882,0.5239268671406909
5,7.5,12,7,JJA,27.320317666666668,0.672244766956436
6,7.5,12,7,JJA,27.328475333333333,0.5886920439567823
7,7.5,12,7,JJA,27.412440333333333,0.44630003363781623
8,7.5,12,7,JJA,27.216337333333332,0.7263614371098871
9,7.5,12,7,JJA,27.205261333333333,0.5554580619981606
10,7.5,12,7,JJA,27.063632,0.7126789549820685
11,7.5,12,7,JJA,27.179861000000002,0.46421380915413757
12,7.5,12,7,JJA,27.007368,0.3800225396717238
13,7.5,12,7,JJA,27.196794666666666,0.3199239905774716
14,7.5,12,7,JJA,27.354337,0.4068080541251728
15,7.5,12,7,JJA,27.203104666666665,0.40778028463264326
16,7.5,12,7,JJA,27.327063333333335,0.539536919202298
17,7.5,12,7,JJA,27.190659333333333,0.41032895898574806
18,7.5,12,7,JJA,27.228206333333333,0.47558891566540334
19,7.5,12,7,JJA,27.101534,0.5956602758662073
20,7.5,12,7,JJA,27.259834,0.7025156751144842
21,7.5,12,7,JJA,27.31615233333333,0.5372957108047115
22,7.5,12,7,JJA,27.303602333333334,0.60517281770816
23,7.5,12,7,JJA,27.23536,0.5473841740827599
24,7.5,12,7,JJA,27.246724333333336,0.5794555663564365
1,8.5,1,9,ASO,26.03713433333333,0.8896365711771249
2,8.5,1,9,ASO,25.891935,0.8129245373775873
3,8.5,1,9,ASO,26.09131066666667,1.4393542077857477
4,8.5,1,9,ASO,26.015898999999997,1.046023059712759
5,8.5,1,9,ASO,25.887994666666668,0.8529245833981615
6,8.5,1,9,ASO,26.310212,1.284810467947587
7,8.5,1,9,ASO,25.846674333333333,0.8471127016047117
8,8.5,1,9,ASO,25.995213333333332,0.9597006857471261
9,8.5,1,9,ASO,26.068866333333336,1.4139772681136769
10,8.5,1,9,ASO,25.949850333333334,1.3791810053826428
11,8.5,1,9,ASO,26.270887666666667,1.255645859535747
12,8.5,1,9,ASO,26.319191333333332,0.9611610574878175
13,8.5,1,9,ASO,26.212233333333334,1.2659363942919553
14,8.5,1,9,ASO,26.184858333333334,1.1532771817591945
15,8.5,1,9,ASO,26.17836833333333,0.7081118137454018
16,8.5,1,9,ASO,26.248953333333336,0.7941539948850576
17,8.5,1,9,ASO,26.232867666666667,0.9064521155564359
18,8.5,1,9,ASO,26.084723999999998,1.2014758390869007
19,8.5,1,9,ASO,26.225741000000003,1.0840876958713794
20,8.5,1,9,ASO,26.173498,0.9816820850096555
21,8.5,1,9,ASO,26.218503666666667,1.390978880037816
22,8.5,1,9,ASO,26.303085333333335,1.0287003333154014
23,8.5,1,9,ASO,26.19051066666667,0.7334085574960921
24,8.5,1,9,ASO,26.374829,1.1043702426231043
1,8.5,2,10,SON,26.106634666666665,1.798233039991263
2,8.5,2,10,SON,26.131641666666667,1.291129803917816
3,8.5,2,10,SON,26.100581666666667,1.687437326986782
4,8.5,2,10,SON,25.912356,1.2647128297627557
5,8.5,2,10,SON,26.193851666666667,1.2644765756971277
6,8.5,2,10,SON,26.40330733333333,1.5809538946478154
7,8.5,2,10,SON,26.116975333333336,1.3509834228050566
8,8.5,2,10,SON,26.347422333333334,1.551781707846091
9,8.5,2,10,SON,26.350715333333333,0.9649200162326453
10,8.5,2,10,SON,26.111036000000002,1.4244625034593101
11,8.5,2,10,SON,26.34796,1.1000279163724145
12,8.5,2,10,SON,26.20162333333333,0.8957584526505764
13,8.5,2,10,SON,25.968328,1.6605911184441384
14,8.5,2,10,SON,26.143741666666664,1.5120943889454066
15,8.5,2,10,SON,26.204818,1.2961616837475858
16,8.5,2,10,SON,26.347652999999998,1.5240370529734462
17,8.5,2,10,SON,26.208678000000003,1.5982532647544863
18,8.5,2,10,SON,26.14218333333333,1.294648686195403
19,8.5,2,10,SON,26.501620666666668,1.62801484565471
20,8.5,2,10,SON,26.413167333333334,1.170850923068505
21,8.5,2,10,SON,26.288771999999998,1.142942658285519
22,8.5,2,10,SON,26.496732666666666,1.0697916739857456
23,8.5,2,10,SON,26.388435333333334,1.23236438154299
24,8.5,2,10,SON,26.576702,1.5956726391337905
1,8.5,3,11,OND,26.711513333333336,1.279707221085059
2,8.5,3,11,OND,26.520422666666665,1.8219678882822994
3,8.5,3,11,OND,26.706348,2.0161790610786188
4,8.5,3,11,OND,26.737383,1.5072641063665502
5,8.5,3,11,OND,26.767568333333333,1.8721168467729883
6,8.5,3,11,OND,26.758858333333333,2.364247906400571
7,8.5,3,11,OND,26.98813566666667,1.6175296242185042
8,8.5,3,11,OND,26.840335333333332,1.9741487116740206
9,8.5,3,11,OND,26.833493999999998,1.0949574837144829
10,8.5,3,11,OND,26.902355333333333,1.5459253801498896
11,8.5,3,11,OND,27.007164,1.5962467816731034
12,8.5,3,11,OND,26.867264,1.9819906939075893
13,8.5,3,11,OND,27.077012333333336,2.2498258562322944
14,8.5,3,11,OND,27.02091066666667,1.9711597589650554
15,8.5,3,11,OND,27.009238999999997,2.274840109161034
16,8.5,3,11,OND,26.917072333333333,1.9546205107633328
17,8.5,3,11,OND,27.084681,1.3241298638782748
18,8.5,3,11,OND,27.045589666666668,1.6505394888791944
19,8.5,3,11,OND,27.062845666666664,1.7569682196116074
20,8.5,3,11,OND,27.093685999999998,2.086337164335176
21,8.5,3,11,OND,27.121319333333336,1.8188080173443653
22,8.5,3,11,OND,27.144065,1.8129486205844865
23,8.5,3,11,OND,27.324966333333336,2.2631867523550575
24,8.5,3,11,OND,27.119506,1.5272452449489666
1,8.5,4,12,NDJ,27.484382333333333,1.5824210200254047
2,8.5,4,12,NDJ,27.485224000000002,1.4367648831006936
3,8.5,4,12,NDJ,27.35871566666667,1.5527953686254006
4,8.5,4,12,NDJ,27.45005666666667,1.2186830963471298
5,8.5,4,12,NDJ,27.37918,1.7567006766
6,8.5,4,12,NDJ,27.323119000000002,1.5516639846920695
7,8.5,4,12,NDJ,27.414036333333335,1.7292685037481628
8,8.5,4,12,NDJ,27.27378666666667,1.8513508532367826
9,8.5,4,12,NDJ,27.457118666666666,1.9878324263360911
10,8.5,4,12,NDJ,27.31982633333333,2.243080153679193
11,8.5,4,12,NDJ,27.348949666666666,1.9129075117481609
12,8.5,4,12,NDJ,27.542998333333333,1.582910493759193
13,8.5,4,12,NDJ,27.527579333333332,1.5284353601029883
14,8.5,4,12,NDJ,27.522213,2.0530555619872444
15,8.5,4,12,NDJ,27.24819666666667,1.2993444610436804
16,8.5,4,12,NDJ,27.190876333333332,1.793180963189541
17,8.5,4,12,NDJ,27.230765666666667,1.7755721183771247
18,8.5,4,12,NDJ,27.132988,1.974792620713104
19,8.5,4,12,NDJ,27.057010333333334,1.5699800867550586
20,8.5,4,12,NDJ,27.310723666666668,1.2981398854860922
21,8.5,4,12,NDJ,27.20246266666667,1.8855666548133299
22,8.5,4,12,NDJ,26.941499333333336,1.9927936927374759
23,8.5,4,12,NDJ,27.181975666666666,1.8281417049840232
24,8.5,4,12,NDJ,27.17931133333333,2.008843876756782
1,8.5,5,1,DJF,27.30724133333333,2.136339387901609
2,8.5,5,1,DJF,27.346814333333334,1.749544134308162
3,8.5,5,1,DJF,27.278912,1.9775589633337933
4,8.5,5,1,DJF,27.290047666666666,1.704573099411609
5,8.5,5,1,DJF,27.10049133333333,1.446650168991265
6,8.5,5,1,DJF,27.165437999999998,1.6873291497820704
7,8.5,5,1,DJF,27.15363766666667,1.3679024892598866
8,8.5,5,1,DJF,27.365718333333334,1.3920446189178148
9,8.5,5,1,DJF,27.051178666666665,1.4887376938395385
10,8.5,5,1,DJF,27.049854333333332,1.4670783934323006
11,8.5,5,1,DJF,27.093802333333333,1.778654782384021
12,8.5,5,1,DJF,27.067774,1.4155091366524133
13,8.5,5,1,DJF,26.86602333333333,1.713627597671263
14,8.5,5,1,DJF,26.890380333333333,1.6230080329205754
15,8.5,5,1,DJF,27.058004333333333,1.6110235451426458
16,8.5,5,1,DJF,27.100037931034485,1.7263759164884236
17,8.5,5,1,DJF,26.915785666666668,1.7304031508874729
18,8.5,5,1,DJF,26.854250333333333,1.6679506439895422
19,8.5,5,1,DJF,26.901431,1.6423440475748254
20,8.5,5,1,DJF,26.991555333333334,1.4708018441360897
21,8.5,5,1,DJF,26.729345666666667,1.433962856977122
22,8.5,5,1,DJF,26.863115333333333,1.6204418355498829
23,8.5,5,1,DJF,26.943679333333332,1.5203696617098832
24,8.5,5,1,DJF,26.743199,1.5377365247748285
1,8.5,6,2,JFM,27.124176666666667,1.288094084560919
2,8.5,6,2,JFM,27.02396966666667,1.2055490841067806
3,8.5,6,2,JFM,26.865489,1.226092829154138
4,8.5,6,2,JFM,27.260146666666667,1.1157101310988515
5,8.5,6,2,JFM,26.968269333333335,1.1847060270478165
6,8.5,6,2,JFM,26.910499,1.352095563216205
7,8.5,6,2,JFM,27.05552,1.3913171131586195
8,8.5,6,2,JFM,27.024969333333335,1.381589423482298
9,8.5,6,2,JFM,27.023528,1.1183909053613819
10,8.5,6,2,JFM,27.033519000000002,1.1820346202782763
11,8.5,6,2,JFM,27.041443333333333,1.2864503342367808
12,8.5,6,2,JFM,26.984330333333332,1.4910001609688517
13,8.5,6,2,JFM,27.073137,1.2454888490975862
14,8.5,6,2,JFM,26.882374333333335,1.0968894692529871
15,8.5,6,2,JFM,26.995289666666668,1.1720447336378181
16,8.5,6,2,JFM,26.957948666666667,1.416046146956781
17,8.5,6,2,JFM,27.026024666666668,1.4567982349154027
18,8.5,6,2,JFM,27.105399666666663,1.2783271704791974
19,8.5,6,2,JFM,26.969159666666666,1.333246423155056
20,8.5,6,2,JFM,26.984022,1.1381534809820684
21,8.5,6,2,JFM,27.116291,1.5575008747403434
22,8.5,6,2,JFM,26.940196333333333,1.4830160333757476
23,8.5,6,2,JFM,26.882333000000003,1.6463562772975844
24,8.5,6,2,JFM,27.064295333333334,1.4854244427153982
1,8.5,7,3,FMA,27.464149000000003,0.8623093694989649
2,8.5,7,3,FMA,27.343847333333333,0.9062150491719577
3,8.5,7,3,FMA,27.443482666666668,0.7927312258685043
4,8.5,7,3,FMA,27.418650333333336,1.0205811427205738
5,8.5,7,3,FMA,27.414845,0.9075043520741394
6,8.5,7,3,FMA,27.472330333333332,0.8813567002654034
7,8.5,7,3,FMA,27.437499333333335,0.8380032091029878
8,8.5,7,3,FMA,27.409807666666666,0.9847270705081627
9,8.5,7,3,FMA,27.347785,0.8637264373775859
10,8.5,7,3,FMA,27.44337833333333,0.8304666778005748
11,8.5,7,3,FMA,27.340747,1.0055482423113782
12,8.5,7,3,FMA,27.397484666666667,0.927036497977473
13,8.5,7,3,FMA,27.3394,0.7971668693172402
14,8.5,7,3,FMA,27.526529999999998,0.7894380051724135
15,8.5,7,3,FMA,27.596405,0.8832148389637929
16,8.5,7,3,FMA,27.387952666666667,0.9254453693581614
17,8.5,7,3,FMA,27.40166333333333,0.9475982420367817
18,8.5,7,3,FMA,27.481929666666666,1.1254964986929896
19,8.5,7,3,FMA,27.377904,0.9229225608455174
20,8.5,7,3,FMA,27.355797666666668,1.0308495842185075
21,8.5,7,3,FMA,27.549839000000002,0.7347704845610348
22,8.5,7,3,FMA,27.481424333333333,0.7892549949564354
23,8.5,7,3,FMA,27.512804333333335,0.6631289337978172
24,8.5,7,3,FMA,27.359873333333333,0.8361874390712667
1,8.5,8,4,MAM,27.82117433333333,0.5899561924598848
2,8.5,8,4,MAM,27.726179000000002,0.6945230671955172
3,8.5,8,4,MAM,27.823651666666667,0.5423811492557468
4,8.5,8,4,MAM,27.774785,0.56640625323276
5,8.5,8,4,MAM,27.762776666666664,0.566318538974713
6,8.5,8,4,MAM,27.735916999999997,0.4874026148700003
7,8.5,8,4,MAM,27.765773666666668,0.5295790336722987
8,8.5,8,4,MAM,27.682824666666665,0.46269532767402377
9,8.5,8,4,MAM,27.761332666666664,0.603776667330573
10,8.5,8,4,MAM,27.898263,0.500711851401035
11,8.5,8,4,MAM,27.903039999999997,0.4765644214344826
12,8.5,8,4,MAM,27.886990333333333,0.6386642017343684
13,8.5,8,4,MAM,27.823132666666666,0.5017625751167816
14,8.5,8,4,MAM,27.735845666666666,0.6486441142322974
15,8.5,8,4,MAM,27.842414666666667,0.48813631892229925
16,8.5,8,4,MAM,27.937712666666666,0.4814018362616087
17,8.5,8,4,MAM,27.788148333333332,0.5021098718419548
18,8.5,8,4,MAM,27.848982666666664,0.5767199907167803
19,8.5,8,4,MAM,27.987135000000002,0.525255107122414
20,8.5,8,4,MAM,27.961639666666667,0.7578176036722991
21,8.5,8,4,MAM,28.050522666666666,0.549245077840919
22,8.5,8,4,MAM,27.92660933333333,0.5535720696340243
23,8.5,8,4,MAM,27.970022333333336,0.7549760078598837
24,8.5,8,4,MAM,27.821648,0.5721518122027583
1,8.5,9,5,AMJ,28.313635666666666,0.4383419828254032
2,8.5,9,5,AMJ,28.25044966666667,0.4532317009964362
3,8.5,9,5,AMJ,28.280344333333336,0.3247545340116104
4,8.5,9,5,AMJ,28.356846,0.4311111014868967
5,8.5,9,5,AMJ,28.300140666666667,0.5437733421512637
6,8.5,9,5,AMJ,28.248079333333333,0.3924966189788489
7,8.5,9,5,AMJ,28.211360333333335,0.4503633476998841
8,8.5,9,5,AMJ,28.233674333333333,0.5427654074254036
9,8.5,9,5,AMJ,28.27323,0.38606980057931034
10,8.5,9,5,AMJ,28.254035,0.5357869950948289
11,8.5,9,5,AMJ,28.27250766666667,0.5024621008667824
12,8.5,9,5,AMJ,28.382832333333333,0.5564191981288513
13,8.5,9,5,AMJ,28.300449333333333,0.36430172908919467
14,8.5,9,5,AMJ,28.275030333333333,0.38021945816195457
15,8.5,9,5,AMJ,28.23651733333333,0.44553487560643606
16,8.5,9,5,AMJ,28.275316999999998,0.3263465958217236
17,8.5,9,5,AMJ,28.197681,0.35603711214034506
18,8.5,9,5,AMJ,28.187359333333333,0.558340472902986
19,8.5,9,5,AMJ,28.32557866666667,0.4876725873912633
20,8.5,9,5,AMJ,28.395284666666665,0.4143713658395406
21,8.5,9,5,AMJ,28.296737666666665,0.41244483215643646
22,8.5,9,5,AMJ,28.105007999999998,0.5717177232579315
23,8.5,9,5,AMJ,28.452955,0.3610900574948279
24,8.5,9,5,AMJ,28.365486999999998,0.360858904607932
