M,L,START,TARGET,SZN,MEAN_SST_NCEP_CFSv2,VAR_SST_NCEP_CFSv2
13,2.5,3,5,AMJ,28.379447000000003,0.568319385856206
14,2.5,3,5,AMJ,28.358943,0.5088609156079303
15,2.5,3,5,AMJ,28.377569666666666,0.43226407153436724
16,2.5,3,5,AMJ,28.408924333333335,0.43445809537712476
17,2.5,3,5,AMJ,28.435790333333333,0.5265515604998864
18,2.5,3,5,AMJ,28.415979333333333,0.45173017039954005
19,2.5,3,5,AMJ,28.40151,0.4464804975517247
20,2.5,3,5,AMJ,28.451453,0.4641740416355182
21,2.5,3,5,AMJ,28.412443666666668,0.36019970094126513
22,2.5,3,5,AMJ,28.419739333333332,0.3979037024202293
23,2.5,3,5,AMJ,28.38861066666667,0.44648906143402395
24,2.5,3,5,AMJ,28.37636033333333,0.31200786847229944
1,2.5,4,6,MJJ,28.239929,0.5840200648506888
2,2.5,4,6,MJJ,28.167394666666667,0.5355953795636796
3,2.5,4,6,MJJ,28.18326933333333,0.4946167761236785
4,2.5,4,6,MJJ,28.28789833333333,0.42677382303505795
5,2.5,4,6,MJJ,28.164267,0.4592729850355164
6,2.5,4,6,MJJ,28.179168,0.38431840753379254
7,2.5,4,6,MJJ,28.146289000000003,0.407229625126553
8,2.5,4,6,MJJ,28.077227666666666,0.4850785858874707
9,2.5,4,6,MJJ,28.158072,0.39142814887861915
10,2.5,4,6,MJJ,28.157518666666665,0.46263534199816075
11,2.5,4,6,MJJ,28.131994666666667,0.4547247539843676
12,2.5,4,6,MJJ,28.163615666666665,0.530796534459884
13,2.5,4,6,MJJ,28.044566,0.5009865435420692
14,2.5,4,6,MJJ,28.047055333333333,0.4130494024188505
15,2.5,4,6,MJJ,27.976683666666666,0.48283649545850527
16,2.5,4,6,MJJ,28.014492,0.4042720048993113
17,2.5,4,6,MJJ,27.93122633333333,0.3604041186102301
18,2.5,4,6,MJJ,27.927081333333334,0.4555434134188502
19,2.5,4,6,MJJ,27.960334,0.3964998283282765
20,2.5,4,6,MJJ,27.99102,0.40375964765517125
21,2.5,4,6,MJJ,27.892830333333333,0.4939465775274711
22,2.5,4,6,MJJ,27.822049333333332,0.4061881785098832
23,2.5,4,6,MJJ,27.874495333333336,0.4496106176050596
24,2.5,4,6,MJJ,27.937148333333333,0.3896293958350572
1,2.5,5,7,JJA,27.09358466666667,0.6676527885222994
2,2.5,5,7,JJA,27.105142666666666,0.6744602250822982
3,2.5,5,7,JJA,27.072230333333334,0.5991636012102297
4,2.5,5,7,JJA,27.03902533333333,0.7636304808740213
5,2.5,5,7,JJA,26.968582,0.6555394059337935
6,2.5,5,7,JJA,27.00009233333333,0.7276579755909196
7,2.5,5,7,JJA,26.961509,0.4758626423817251
8,2.5,5,7,JJA,27.020684666666668,0.5909795145360927
9,2.5,5,7,JJA,26.797393666666668,0.5786129202240221
10,2.5,5,7,JJA,26.882687333333333,0.5687515514822996
11,2.5,5,7,JJA,26.844680666666665,0.6105035706685059
12,2.5,5,7,JJA,26.912405999999997,0.42351312384551754
13,2.5,5,7,JJA,26.698143666666667,0.6701799283688508
14,2.5,5,7,JJA,26.714966333333333,0.7274092585550573
15,2.5,5,7,JJA,26.814098666666666,0.5642210856602299
16,2.5,5,7,JJA,26.700006666666663,0.6445800065471264
17,2.5,5,7,JJA,26.668133666666666,0.5626143238654023
18,2.5,5,7,JJA,26.654827333333333,0.6634083221305732
19,2.5,5,7,JJA,26.669384666666666,0.7721357748395418
20,2.5,5,7,JJA,26.678845333333335,0.6777920138257482
21,2.5,5,7,JJA,26.697007,0.692260899063105
22,2.5,5,7,JJA,26.689024,0.6249366857765506
23,2.5,5,7,JJA,26.699252333333334,0.6537846551633342
24,2.5,5,7,JJA,26.700893333333333,0.6189851088988518
1,2.5,6,8,JAS,25.897792,0.6814793786855172
2,2.5,6,8,JAS,25.848054666666666,0.7638581084464375
3,2.5,6,8,JAS,25.866472666666667,0.8295164860478176
4,2.5,6,8,JAS,25.952352333333334,1.0460928330667814
5,2.5,6,8,JAS,25.771272,0.8593385731062082
6,2.5,6,8,JAS,25.859628999999998,1.0244156615541369
7,2.5,6,8,JAS,25.88556,0.8367168324551731
8,2.5,6,8,JAS,25.830028333333335,0.7838296098143688
9,2.5,6,8,JAS,25.769952333333332,0.7346060953840249
10,2.5,6,8,JAS,25.816806999999997,0.8661871256286213
11,2.5,6,8,JAS,25.733758333333334,0.9575435407040236
12,2.5,6,8,JAS,25.841472333333336,1.007534938708161
13,2.5,6,8,JAS,25.768814666666668,1.0081759687498844
14,2.5,6,8,JAS,25.723838333333333,0.9892813539798849
15,2.5,6,8,JAS,25.786901333333333,0.8541562845222996
16,2.5,6,8,JAS,25.686365333333335,1.0575317356188545
17,2.5,6,8,JAS,25.766505666666667,1.192019181390921
18,2.5,6,8,JAS,25.74813933333333,1.0780854722616109
19,2.5,6,8,JAS,25.744358666666667,1.0970039010878165
20,2.5,6,8,JAS,25.757435,0.859758245108618
21,2.5,6,8,JAS,25.864949333333335,1.1236066961374718
22,2.5,6,8,JAS,25.788381333333334,1.194598135632646
23,2.5,6,8,JAS,25.852582666666667,1.2047391460822983
24,2.5,6,8,JAS,25.86701233333333,1.1252224069150594
1,2.5,7,9,ASO,25.522932333333333,1.2235193111357465
2,2.5,7,9,ASO,25.434547000000002,1.5179349726562104
3,2.5,7,9,ASO,25.503618000000003,1.2327017419958612
4,2.5,7,9,ASO,25.458579333333333,1.4031796867029886
5,2.5,7,9,ASO,25.45743633333333,1.7505995003619557
6,2.5,7,9,ASO,25.534321666666663,1.7645778888695407
7,2.5,7,9,ASO,25.456929,1.2826666294437912
8,2.5,7,9,ASO,25.640828,1.4236890368579322
9,2.5,7,9,ASO,25.453415666666668,1.6726711464047133
10,2.5,7,9,ASO,25.555321666666668,1.5702022718764375
11,2.5,7,9,ASO,25.479852333333334,1.6085464649978178
12,2.5,7,9,ASO,25.516540333333335,1.2612915343481597
13,2.5,7,9,ASO,25.565126000000003,1.3781570526317273
14,2.5,7,9,ASO,25.624218,1.1679367937682712
15,2.5,7,9,ASO,25.557522333333335,1.4375327755426421
16,2.5,7,9,ASO,25.592504,1.354772691438621
17,2.5,7,9,ASO,25.652032666666667,1.5692741146822988
18,2.5,7,9,ASO,25.54470033333333,1.6566739908171266
19,2.5,7,9,ASO,25.570999333333337,1.6651821735512624
20,2.5,7,9,ASO,25.634471,1.2527606944024148
21,2.5,7,9,ASO,25.70741466666667,1.357048479529196
22,2.5,7,9,ASO,25.623198333333335,1.4258945578281583
23,2.5,7,9,ASO,25.726064,1.154533401707587
24,2.5,7,9,ASO,25.691141666666667,1.296055095586784
1,2.5,8,10,SON,25.417369666666666,1.6305894452309173
2,2.5,8,10,SON,25.376548666666668,1.961438485018852
3,2.5,8,10,SON,25.471280999999998,1.7074273112093088
4,2.5,8,10,SON,25.467804,1.7316217811558636
5,2.5,8,10,SON,25.557219999999997,1.673971552868967
6,2.5,8,10,SON,25.469565333333332,1.870405526363677
7,2.5,8,10,SON,25.513999666666667,1.5577474945826408
8,2.5,8,10,SON,25.377652666666666,1.7621887135512624
9,2.5,8,10,SON,25.488071333333334,1.652866068936092
10,2.5,8,10,SON,25.658570333333333,1.5755321382102285
11,2.5,8,10,SON,25.594048333333333,1.6502473747660942
12,2.5,8,10,SON,25.637010666666665,1.644319943916781
13,2.5,8,10,SON,25.664343999999996,1.607022461893791
14,2.5,8,10,SON,25.690533666666667,1.5233309391757477
15,2.5,8,10,SON,25.693589333333332,1.6258695608133347
16,2.5,8,10,SON,25.740696333333336,1.6639531104929879
17,2.5,8,10,SON,25.71221166666667,1.4839250151591932
18,2.5,8,10,SON,25.79598233333333,1.5651326002322978
19,2.5,8,10,SON,25.735649666666667,1.5433014016860913
20,2.5,8,10,SON,25.750876333333334,1.5839457548585067
21,2.5,8,10,SON,25.832842666666668,1.4697722675512654
22,2.5,8,10,SON,25.875752,1.4622613166303433
23,2.5,8,10,SON,25.89965,1.493476657910341
24,2.5,8,10,SON,25.847904333333336,1.5900905221012644
1,2.5,9,11,OND,25.953193333333335,1.6942306597885042
2,2.5,9,11,OND,25.96357233333333,1.9075003118805751
3,2.5,9,11,OND,26.117825666666665,1.910258193687471
4,2.5,9,11,OND,26.08726933333333,2.1091949333581628
5,2.5,9,11,OND,26.03925866666667,1.9840049867636793
6,2.5,9,11,OND,26.058255999999997,1.8211173619972392
7,2.5,9,11,OND,26.060833333333335,1.9576862631264385
8,2.5,9,11,OND,26.092384666666664,1.76838989206023
9,2.5,9,11,OND,26.176982333333335,1.7316910915288515
10,2.5,9,11,OND,26.228456333333334,1.9058997193136789
11,2.5,9,11,OND,26.207866666666668,1.8213374357540233
12,2.5,9,11,OND,26.291360333333333,2.0117989005619528
13,2.5,9,11,OND,26.248851,1.7211178093955173
14,2.5,9,11,OND,26.294485333333334,1.6869486827843712
15,2.5,9,11,OND,26.232502333333333,1.5801104046805727
16,2.5,9,11,OND,26.247971,1.6563625271817248
17,2.5,9,11,OND,26.376771333333334,1.674867785694712
18,2.5,9,11,OND,26.406265666666666,1.6898454283495394
19,2.5,9,11,OND,26.494618,1.6877938053475856
20,2.5,9,11,OND,26.493703,1.515509455214827
21,2.5,9,11,OND,26.489948333333334,1.724027226159196
22,2.5,9,11,OND,26.527817000000002,1.5766091690148263
23,2.5,9,11,OND,26.507537333333335,1.599456190702987
24,2.5,9,11,OND,26.497807333333334,1.60356539819954
1,2.5,10,12,NDJ,26.793841666666665,1.7107284045729871
2,2.5,10,12,NDJ,26.846331000000003,1.546448261685174
3,2.5,10,12,NDJ,26.75161166666667,1.5912239720626449
4,2.5,10,12,NDJ,26.818232000000002,1.5139204851889647
5,2.5,10,12,NDJ,26.86384566666667,1.7757809006529879
6,2.5,10,12,NDJ,26.852869,1.6848180419127599
7,2.5,10,12,NDJ,26.853173,1.6325964485941387
8,2.5,10,12,NDJ,26.883516666666665,1.6711748922022986
9,2.5,10,12,NDJ,26.823434000000002,1.526430001307586
10,2.5,10,12,NDJ,26.825508,1.6193451403337933
11,2.5,10,12,NDJ,26.876823666666667,1.7166222478929891
12,2.5,10,12,NDJ,26.824182,1.327993747588967
13,2.5,10,12,NDJ,26.889166666666664,1.4889287234436799
14,2.5,10,12,NDJ,26.858979666666666,1.49273219994816
15,2.5,10,12,NDJ,26.734458333333336,1.64530266944885
16,2.5,10,12,NDJ,26.776046666666666,1.7350540436505748
17,2.5,10,12,NDJ,26.798499,1.4028801930644816
18,2.5,10,12,NDJ,26.84974933333333,1.6083441251098833
19,2.5,10,12,NDJ,26.854550333333336,1.5308135752516105
20,2.5,10,12,NDJ,26.875610666666667,1.676813081868505
21,2.5,10,12,NDJ,26.836274666666668,1.6435297209429902
22,2.5,10,12,NDJ,26.917350333333335,1.5480627853895426
23,2.5,10,12,NDJ,26.91019066666667,1.6442077557788501
24,2.5,10,12,NDJ,26.873725666666665,1.651008288280574
1,2.5,11,1,DJF,27.067423,1.5068808080906886
2,2.5,11,1,DJF,27.007135,1.4848958123224139
3,2.5,11,1,DJF,27.04032,1.473809274613793
4,2.5,11,1,DJF,27.065829666666666,1.4920741080585054
5,2.5,11,1,DJF,27.108545,1.6345091277500008
6,2.5,11,1,DJF,27.038100666666665,1.451997006068506
7,2.5,11,1,DJF,27.034131666666667,1.424817094586781
8,2.5,11,1,DJF,27.121380666666667,1.2736255882822995
9,2.5,11,1,DJF,26.968596666666667,1.4947279339816095
10,2.5,11,1,DJF,27.070338666666665,1.3741745404050583
11,2.5,11,1,DJF,27.14038,1.2139509254137935
12,2.5,11,1,DJF,27.06922966666667,1.3371625801136777
13,2.5,11,1,DJF,26.943399333333332,1.470289997868507
14,2.5,11,1,DJF,26.96782766666667,1.4923178773495414
15,2.5,11,1,DJF,26.925247000000002,1.555336284311379
16,2.5,11,1,DJF,26.890154,1.4115456413903449
17,2.5,11,1,DJF,27.006469666666664,1.266219828161954
18,2.5,11,1,DJF,26.837658333333334,1.3782740798350597
19,2.5,11,1,DJF,26.872834333333333,1.3737766882598854
20,2.5,11,1,DJF,26.87372333333333,1.432704635340231
21,2.5,11,1,DJF,26.869179,1.2820366858506909
22,2.5,11,1,DJF,26.895273999999997,1.25208177572138
23,2.5,11,1,DJF,26.844452999999998,1.346474089007932
24,2.5,11,1,DJF,26.853470333333334,1.407886487417127
1,2.5,12,2,JFM,26.896532,1.1247136992441382
2,2.5,12,2,JFM,26.928389666666664,1.0640444022585047
3,2.5,12,2,JFM,26.864507333333332,1.0957629980409207
4,2.5,12,2,JFM,26.892412666666665,1.0516027595098856
5,2.5,12,2,JFM,26.96207233333333,1.3505451460943685
6,2.5,12,2,JFM,26.898017,1.051765713249312
7,2.5,12,2,JFM,26.974134333333332,1.003306926432299
8,2.5,12,2,JFM,26.881421333333332,1.11060260896368
9,2.5,12,2,JFM,26.877410333333334,1.161039374065402
10,2.5,12,2,JFM,26.945069999999998,1.1197330145999993
11,2.5,12,2,JFM,26.912829,1.0897832347472418
12,2.5,12,2,JFM,26.95411066666667,1.072437645302989
13,2.5,12,2,JFM,26.873472666666665,1.1628904085029894
14,2.5,12,2,JFM,26.814054333333335,0.9579807807978161
15,2.5,12,2,JFM,26.884656666666668,1.100525070712644
16,2.5,12,2,JFM,26.94037966666667,1.0180249551343679
17,2.5,12,2,JFM,26.918230666666666,0.9412199482202301
18,2.5,12,2,JFM,26.935900666666665,1.0031949928891943
19,2.5,12,2,JFM,26.908025333333335,1.03954988070161
20,2.5,12,2,JFM,26.942668333333334,1.0750892367936784
21,2.5,12,2,JFM,26.94488266666667,0.9027617010409201
22,2.5,12,2,JFM,26.841276666666666,1.1327358941402292
23,2.5,12,2,JFM,26.923170333333335,1.0008846799412647
24,2.5,12,2,JFM,26.915232333333332,0.9482144564874714
1,3.5,1,4,MAM,27.687364,0.5397534691903443
2,3.5,1,4,MAM,27.669632999999997,0.5343804628424148
3,3.5,1,4,MAM,27.708826,0.46031013956965466
4,3.5,1,4,MAM,27.658294333333334,0.5835202043978167
5,3.5,1,4,MAM,27.78339833333333,0.7778812016419538
6,3.5,1,4,MAM,27.70905966666667,0.6445405059205753
7,3.5,1,4,MAM,27.65135666666667,0.45803954668505775
8,3.5,1,4,MAM,27.698552666666668,0.5243756393788508
9,3.5,1,4,MAM,27.72333366666667,0.51721926381023
10,3.5,1,4,MAM,27.61010033333333,0.5716719261757486
11,3.5,1,4,MAM,27.813235666666667,0.4926938835633335
12,3.5,1,4,MAM,27.861462666666668,0.4279123740547129
13,3.5,1,4,MAM,27.773054666666667,0.4727795792809209
14,3.5,1,4,MAM,27.796125,0.289790953460345
15,3.5,1,4,MAM,27.864802333333333,0.3590444192598863
16,3.5,1,4,MAM,27.839772,0.32328437999586235
17,3.5,1,4,MAM,27.78468966666667,0.6231690755688516
18,3.5,1,4,MAM,27.681561666666667,0.44801567201436776
19,3.5,1,4,MAM,27.80832366666667,0.39065481974126437
20,3.5,1,4,MAM,27.723599999999998,0.3672746933310339
21,3.5,1,4,MAM,27.748011666666667,0.532448097655746
22,3.5,1,4,MAM,27.762292666666667,0.5252594475788515
23,3.5,1,4,MAM,27.72733733333333,0.6193023544616092
24,3.5,1,4,MAM,27.708291666666664,0.5401615818764347
1,3.5,2,5,AMJ,28.073593666666667,0.4820497097067827
2,3.5,2,5,AMJ,28.040132333333336,0.37005502470126517
3,3.5,2,5,AMJ,28.027654666666667,0.4737888441912639
4,3.5,2,5,AMJ,28.011475333333333,0.40032511182574715
5,3.5,2,5,AMJ,28.209078666666667,0.46981291891540206
6,3.5,2,5,AMJ,28.228303,0.5092650653803477
7,3.5,2,5,AMJ,28.10358366666667,0.4135927797205762
8,3.5,2,5,AMJ,28.183203666666667,0.3211755224860912
9,3.5,2,5,AMJ,28.077403,0.4110073023803459
10,3.5,2,5,AMJ,28.122061,0.4601199006575857
11,3.5,2,5,AMJ,28.167576,0.4201345972455183
12,3.5,2,5,AMJ,28.12363866666667,0.3869812479774713
13,3.5,2,5,AMJ,28.047688333333333,0.22084711660747203
14,3.5,2,5,AMJ,28.082383333333333,0.339176147416092
15,3.5,2,5,AMJ,28.106294,0.2858360763075874
16,3.5,2,5,AMJ,28.206697333333334,0.33427539147540175
17,3.5,2,5,AMJ,28.058753333333335,0.40251552357471226
18,3.5,2,5,AMJ,28.094659,0.3891841444300004
19,3.5,2,5,AMJ,28.195968333333333,0.4006149957109198
20,3.5,2,5,AMJ,28.218827333333333,0.33880354283402214
21,3.5,2,5,AMJ,28.157326666666666,0.3794351387540239
22,3.5,2,5,AMJ,28.20876966666667,0.3678840306102307
23,3.5,2,5,AMJ,28.165487,0.3750745015665525
24,3.5,2,5,AMJ,28.259435666666665,0.23972295327367685
1,3.5,3,6,MJJ,28.102821,0.3576967519334472
2,3.5,3,6,MJJ,27.982629666666664,0.46010937709988303
3,3.5,3,6,MJJ,28.119131333333332,0.5832034369154045
4,3.5,3,6,MJJ,28.101412999999997,0.48554297256655327
5,3.5,3,6,MJJ,28.139614666666667,0.47888338137747
6,3.5,3,6,MJJ,28.097317666666665,0.6247440735978157
7,3.5,3,6,MJJ,28.275476333333334,0.4682244057274709
8,3.5,3,6,MJJ,28.093826333333332,0.5342181326309203
9,3.5,3,6,MJJ,28.232936,0.39806537185241325
10,3.5,3,6,MJJ,28.264048666666667,0.4684394722671257
11,3.5,3,6,MJJ,28.328191,0.3407945016644807
12,3.5,3,6,MJJ,28.269868,0.472610804430346
13,3.5,3,6,MJJ,28.277973333333332,0.7848060199333334
14,3.5,3,6,MJJ,28.23184033333333,0.6068515087826432
15,3.5,3,6,MJJ,28.258129333333333,0.6169556593857474
16,3.5,3,6,MJJ,28.254988333333333,0.5083345612350594
17,3.5,3,6,MJJ,28.300681333333333,0.5310401966947131
18,3.5,3,6,MJJ,28.263252333333334,0.5079407186805747
19,3.5,3,6,MJJ,28.253500999999996,0.5670128463265508
20,3.5,3,6,MJJ,28.311246333333333,0.5480723471757468
21,3.5,3,6,MJJ,28.288163333333333,0.4460786771747121
22,3.5,3,6,MJJ,28.257006333333333,0.5010362089067821
23,3.5,3,6,MJJ,28.267114666666668,0.6100925403429911
24,3.5,3,6,MJJ,28.243222666666668,0.347660888792643
1,3.5,4,7,JJA,27.691345666666667,0.7376678634254012
2,3.5,4,7,JJA,27.573552666666668,0.7310055881167788
3,3.5,4,7,JJA,27.586722666666667,0.699485449792644
4,3.5,4,7,JJA,27.733755,0.5964052892810332
5,3.5,4,7,JJA,27.572051,0.6380299406920686
6,3.5,4,7,JJA,27.568073666666667,0.5305379272447129
7,3.5,4,7,JJA,27.551080666666667,0.612468265613333
8,3.5,4,7,JJA,27.447104333333336,0.7210597910805755
9,3.5,4,7,JJA,27.559622666666666,0.6132804897857476
10,3.5,4,7,JJA,27.555360333333333,0.6962759663481635
11,3.5,4,7,JJA,27.518905333333333,0.7070186001774725
12,3.5,4,7,JJA,27.589844666666668,0.7257625378326438
13,3.5,4,7,JJA,27.446492,0.7325107109337917
14,3.5,4,7,JJA,27.452701,0.6542712559403451
15,3.5,4,7,JJA,27.340866666666667,0.6470350334160924
16,3.5,4,7,JJA,27.400553333333335,0.5809210422919528
17,3.5,4,7,JJA,27.29325933333333,0.5564042288064366
18,3.5,4,7,JJA,27.293117666666667,0.745401182818506
19,3.5,4,7,JJA,27.270458,0.5982661745613806
20,3.5,4,7,JJA,27.349768333333333,0.5913356447660916
21,3.5,4,7,JJA,27.231652666666665,0.7237010955029867
22,3.5,4,7,JJA,27.134836333333332,0.6512216862378177
23,3.5,4,7,JJA,27.207395666666667,0.7419448591357461
24,3.5,4,7,JJA,27.297921,0.6187645144644844
1,3.5,5,8,JAS,26.50215766666667,1.0206139751771266
2,3.5,5,8,JAS,26.513892333333335,1.0957031862047126
3,3.5,5,8,JAS,26.452962666666668,0.8599916746753999
4,3.5,5,8,JAS,26.44338533333333,1.109175389274023
5,3.5,5,8,JAS,26.309283333333333,0.9489008047885065
6,3.5,5,8,JAS,26.376155666666666,1.1400096620529894
7,3.5,5,8,JAS,26.303225,0.6968849374051725
8,3.5,5,8,JAS,26.418923666666668,0.8399318025205744
9,3.5,5,8,JAS,26.159194333333335,0.8009583682943663
10,3.5,5,8,JAS,26.248489,0.817577362436898
11,3.5,5,8,JAS,26.209259666666664,0.8898967237481629
12,3.5,5,8,JAS,26.258993333333333,0.5887226335333331
13,3.5,5,8,JAS,26.012039,1.0182388104644797
14,3.5,5,8,JAS,26.04481133333333,1.0277807484395414
15,3.5,5,8,JAS,26.116807333333334,0.794024973323678
16,3.5,5,8,JAS,26.014015333333337,0.8508195030878178
17,3.5,5,8,JAS,25.997589,0.7894253338093113
18,3.5,5,8,JAS,25.951045333333333,1.0759567479429861
19,3.5,5,8,JAS,25.983079999999998,1.158998524
20,3.5,5,8,JAS,25.949500666666665,0.9602654708271248
21,3.5,5,8,JAS,25.970243666666665,1.0044589129343682
22,3.5,5,8,JAS,25.958040666666665,0.9742588291029896
23,3.5,5,8,JAS,26.018855666666663,0.935256314356437
24,3.5,5,8,JAS,25.968668333333333,0.8504584898557465
1,3.5,6,9,ASO,25.518097,0.9576392689665527
2,3.5,6,9,ASO,25.458595,1.066388819763795
3,3.5,6,9,ASO,25.43550433333333,1.121795629639196
4,3.5,6,9,ASO,25.574045666666667,1.482359662935749
5,3.5,6,9,ASO,25.372754333333333,1.139982962094367
6,3.5,6,9,ASO,25.453414333333335,1.4525627467426432
7,3.5,6,9,ASO,25.537244333333334,1.1102862631150565
8,3.5,6,9,ASO,25.444701000000002,1.1103425964989617
9,3.5,6,9,ASO,25.358016000000003,1.0342635124248272
10,3.5,6,9,ASO,25.414451,1.2162785693541374
11,3.5,6,9,ASO,25.323106,1.3518839432937901
12,3.5,6,9,ASO,25.467745666666666,1.337780387135745
13,3.5,6,9,ASO,25.331527333333334,1.242183002530576
14,3.5,6,9,ASO,25.32286033333333,1.2931227955481628
15,3.5,6,9,ASO,25.36896,1.1490438190068972
16,3.5,6,9,ASO,25.277207666666666,1.2691523100529887
17,3.5,6,9,ASO,25.305652333333335,1.623221842197815
18,3.5,6,9,ASO,25.303811,1.4250066875817229
19,3.5,6,9,ASO,25.261141333333335,1.4532051243567792
20,3.5,6,9,ASO,25.330452333333334,1.059406965032299
21,3.5,6,9,ASO,25.372926333333332,1.55044014861023
22,3.5,6,9,ASO,25.294867333333332,1.6007751056340211
23,3.5,6,9,ASO,25.368332666666667,1.642227683123676
24,3.5,6,9,ASO,25.347117,1.5507840491044858
1,3.5,7,10,SON,25.570063666666666,1.6818759548171296
2,3.5,7,10,SON,25.426106,1.9040312616731017
3,3.5,7,10,SON,25.535399666666667,1.5666952332102284
4,3.5,7,10,SON,25.443258333333333,1.7794791925936786
5,3.5,7,10,SON,25.43005733333333,2.175640520537471
6,3.5,7,10,SON,25.532655,2.1296393034396566
7,3.5,7,10,SON,25.378655,1.6673578227568977
8,3.5,7,10,SON,25.651040333333334,1.8562466003343656
9,3.5,7,10,SON,25.39817233333333,2.087558037432297
10,3.5,7,10,SON,25.487395333333332,1.993023838060229
11,3.5,7,10,SON,25.390952666666667,2.033483759999541
12,3.5,7,10,SON,25.432582333333336,1.569938160873677
13,3.5,7,10,SON,25.471301999999998,1.7260822808786218
14,3.5,7,10,SON,25.55420366666667,1.4128892000723006
15,3.5,7,10,SON,25.493370000000002,1.7699093869793117
16,3.5,7,10,SON,25.478630333333335,1.7557475525964388
17,3.5,7,10,SON,25.518142666666666,2.1571130870891975
18,3.5,7,10,SON,25.399714333333336,2.2410725585771254
19,3.5,7,10,SON,25.41503133333333,2.174214355956781
20,3.5,7,10,SON,25.464638333333333,1.638666694938504
21,3.5,7,10,SON,25.53384833333333,1.8087668514488526
22,3.5,7,10,SON,25.409858666666665,1.93987692638437
23,3.5,7,10,SON,25.581617333333334,1.5455097128478164
24,3.5,7,10,SON,25.478071,1.6551306959886214
1,3.5,8,11,OND,25.694387333333335,1.8714077365029882
2,3.5,8,11,OND,25.613867333333335,2.2593502997305768
3,3.5,8,11,OND,25.705715333333334,2.0121281385981624
4,3.5,8,11,OND,25.74474,2.025819199158624
5,3.5,8,11,OND,25.836971000000002,1.9369955178437979
6,3.5,8,11,OND,25.69490066666667,2.109010252240919
7,3.5,8,11,OND,25.731679666666665,1.8369804137964387
8,3.5,8,11,OND,25.594235333333334,2.074277228715402
9,3.5,8,11,OND,25.69891833333333,1.9057403996143683
10,3.5,8,11,OND,25.92736366666667,1.764282647844714
11,3.5,8,11,OND,25.85141,1.928033853303448
12,3.5,8,11,OND,25.869024000000003,1.8632016461765537
13,3.5,8,11,OND,25.841741666666667,1.858258334248855
14,3.5,8,11,OND,25.872565,1.8197788352603481
15,3.5,8,11,OND,25.863721666666667,1.8843079786833328
16,3.5,8,11,OND,25.919480333333336,1.8962590495964375
17,3.5,8,11,OND,25.8657,1.6911907116344844
18,3.5,8,11,OND,25.95059,1.8225833426275855
19,3.5,8,11,OND,25.859189,1.8262593547472434
20,3.5,8,11,OND,25.897008666666668,1.8934855886188484
21,3.5,8,11,OND,25.935398333333335,1.8391415968764375
22,3.5,8,11,OND,25.976913333333336,1.8973548961885067
23,3.5,8,11,OND,25.96669166666667,1.9429351596971256
24,3.5,8,11,OND,25.917963999999998,2.018198144928274
1,3.5,9,12,NDJ,26.329164666666667,1.7835650091154018
2,3.5,9,12,NDJ,26.335978666666666,1.9007204664119535
3,3.5,9,12,NDJ,26.47603966666667,1.9387601499136808
4,3.5,9,12,NDJ,26.479926,2.1514471623489664
5,3.5,9,12,NDJ,26.36598466666667,2.0953002722395393
6,3.5,9,12,NDJ,26.420169666666666,1.9871927701964385
7,3.5,9,12,NDJ,26.412393666666667,2.0940351432240223
8,3.5,9,12,NDJ,26.436074666666666,1.8484719597291932
9,3.5,9,12,NDJ,26.467670666666667,1.8388085380409176
10,3.5,9,12,NDJ,26.520482666666666,2.05415204313747
11,3.5,9,12,NDJ,26.537293,1.9400745145251703
12,3.5,9,12,NDJ,26.613813666666665,2.1852260297550568
13,3.5,9,12,NDJ,26.531682,1.8075466391613793
14,3.5,9,12,NDJ,26.590523333333334,1.7311991620781608
15,3.5,9,12,NDJ,26.503495666666666,1.6282176748254023
16,3.5,9,12,NDJ,26.555110333333335,1.5740560564171273
17,3.5,9,12,NDJ,26.638008333333335,1.8466748994212665
18,3.5,9,12,NDJ,26.618183666666667,1.8170135552998847
19,3.5,9,12,NDJ,26.766780666666666,1.8768857312409202
20,3.5,9,12,NDJ,26.760920666666667,1.6023302782685045
21,3.5,9,12,NDJ,26.685651,1.9050281706713783
22,3.5,9,12,NDJ,26.766270333333335,1.7110646119343664
23,3.5,9,12,NDJ,26.713763333333336,1.751466275829885
24,3.5,9,12,NDJ,26.69781,1.7592260549862069
1,3.5,10,1,DJF,27.043088666666666,1.568400265370573
2,3.5,10,1,DJF,27.150391333333335,1.3630865592671242
3,3.5,10,1,DJF,27.05280133333333,1.4197100146395398
4,3.5,10,1,DJF,27.112485,1.380075588777587
5,3.5,10,1,DJF,27.156740666666668,1.5447194233167805
6,3.5,10,1,DJF,27.130408,1.4982032741544817
7,3.5,10,1,DJF,27.128929000000003,1.4223884231679287
8,3.5,10,1,DJF,27.135361666666665,1.5250699347660908
9,3.5,10,1,DJF,27.08319,1.3774130345172417
10,3.5,10,1,DJF,27.109517666666665,1.4925738119081602
11,3.5,10,1,DJF,27.119372333333335,1.588140596370232
12,3.5,10,1,DJF,27.059618,1.1410430276579338
13,3.5,10,1,DJF,27.096003666666665,1.3746377635619536
14,3.5,10,1,DJF,27.068705333333334,1.3696002347085057
15,3.5,10,1,DJF,26.907691333333332,1.5425058729498862
16,3.5,10,1,DJF,26.963077666666667,1.5666014087564357
17,3.5,10,1,DJF,26.976074999999998,1.2955065332396554
