L,MON,LDC_SST_CanESM5,LDC_SST_CanESM5_ONETWO,LDC_SST_CanESM5_THREE,LDC_SST_CanESM5_FOUR
4.5,0000 1 Nov 2005,299.8362,299.918,299.659,301.3513
5.5,0000 1 Nov 2005,300.3043,299.7529,300.0041,301.5996
6.5,0000 1 Nov 2005,300.563,298.9412,299.8994,301.8432
7.5,0000 1 Nov 2005,300.532,297.9396,299.4554,301.9948
8.5,0000 1 Nov 2005,300.3805,297.1207,299.042,302.0542
9.5,0000 1 Nov 2005,300.2335,296.6731,298.7937,302.129
10.5,0000 1 Nov 2005,300.2046,296.6272,298.7612,302.2697
1.5,0000 1 Dec 2005,299.0211,297.6852,298.1062,301.269
2.5,0000 1 Dec 2005,299.1834,299.188,298.8378,301.0913
3.5,0000 1 Dec 2005,299.6904,299.9466,299.5897,301.2191
4.5,0000 1 Dec 2005,300.1756,299.7506,299.923,301.5091
5.5,0000 1 Dec 2005,300.4224,298.9001,299.7744,301.7566
6.5,0000 1 Dec 2005,300.3783,297.8724,299.3039,301.8877
7.5,0000 1 Dec 2005,300.2335,297.0973,298.9153,301.9324
8.5,0000 1 Dec 2005,300.1041,296.6793,298.7027,302.0121
9.5,0000 1 Dec 2005,300.0876,296.6586,298.7039,302.1302
10.5,0000 1 Dec 2005,300.1561,297.0162,298.8414,302.237
1.5,0000 1 Jan 2006,299.5859,299.4927,299.2894,301.1406
2.5,0000 1 Jan 2006,300.1736,300.1911,300.0266,301.4417
3.5,0000 1 Jan 2006,300.6813,299.9706,300.3209,301.8762
4.5,0000 1 Jan 2006,300.8837,299.1664,300.1739,302.1693
5.5,0000 1 Jan 2006,300.7818,298.1798,299.7073,302.2448
6.5,0000 1 Jan 2006,300.5404,297.4017,299.2563,302.2151
7.5,0000 1 Jan 2006,300.3433,296.9022,298.9676,302.2293
8.5,0000 1 Jan 2006,300.2922,296.804,298.9039,302.3302
9.5,0000 1 Jan 2006,300.3677,297.0816,299.0229,302.4408
10.5,0000 1 Jan 2006,300.4394,297.6644,299.2127,302.4294
1.5,0000 1 Feb 2006,300.0972,300.34,300.0333,301.3267
2.5,0000 1 Feb 2006,300.6454,300.2534,300.3957,301.7957
3.5,0000 1 Feb 2006,300.9427,299.4979,300.3653,302.122
4.5,0000 1 Feb 2006,300.9432,298.5232,299.9727,302.2637
5.5,0000 1 Feb 2006,300.7684,297.6877,299.5096,302.301
6.5,0000 1 Feb 2006,300.5694,297.193,299.2052,302.337
7.5,0000 1 Feb 2006,300.4777,297.0739,299.1039,302.4275
8.5,0000 1 Feb 2006,300.5084,297.3243,299.1847,302.5339
9.5,0000 1 Feb 2006,300.5254,297.8408,299.3039,302.5068
10.5,0000 1 Feb 2006,300.4688,298.5997,299.465,302.2997
1.5,0000 1 Mar 2006,300.7267,300.1698,300.4391,301.8605
2.5,0000 1 Mar 2006,301.0505,299.3366,300.4248,302.2314
3.5,0000 1 Mar 2006,301.0012,298.3459,299.9989,302.3421
4.5,0000 1 Mar 2006,300.7403,297.5962,299.4951,302.3033
5.5,0000 1 Mar 2006,300.4979,297.1536,299.1758,302.281
6.5,0000 1 Mar 2006,300.3997,297.0648,299.0782,302.3394
7.5,0000 1 Mar 2006,300.4231,297.3093,299.1309,302.4303
8.5,0000 1 Mar 2006,300.4388,297.8343,299.2396,302.4018
9.5,0000 1 Mar 2006,300.3881,298.6112,299.4144,302.2123
10.5,0000 1 Mar 2006,300.3837,299.5538,299.7288,301.9748
1.5,0000 1 Apr 2006,300.9029,299.2386,300.4034,301.9652
2.5,0000 1 Apr 2006,300.8852,298.3878,299.9675,302.1541
3.5,0000 1 Apr 2006,300.6595,297.5736,299.4427,302.1794
4.5,0000 1 Apr 2006,300.4224,297.0708,299.0987,302.1857
5.5,0000 1 Apr 2006,300.3035,296.9677,298.973,302.2585
6.5,0000 1 Apr 2006,300.2869,297.2469,299.0105,302.3382
7.5,0000 1 Apr 2006,300.2829,297.7801,299.1133,302.3064
8.5,0000 1 Apr 2006,300.2422,298.5435,299.2976,302.1079
9.5,0000 1 Apr 2006,300.268,299.4635,299.6309,301.8735
10.5,0000 1 Apr 2006,300.4944,300.3768,300.1199,301.7924
1.5,0000 1 May 2006,300.7745,297.6003,299.8975,302.0227
2.5,0000 1 May 2006,300.5098,297.2569,299.3834,302.033
3.5,0000 1 May 2006,300.2756,296.9625,299.0385,302.0335
4.5,0000 1 May 2006,300.1741,296.946,298.9189,302.0972
5.5,0000 1 May 2006,300.2061,297.2404,298.9773,302.1837
6.5,0000 1 May 2006,300.221,297.7947,299.099,302.1588
7.5,0000 1 May 2006,300.2083,298.578,299.3163,301.9852
8.5,0000 1 May 2006,300.2603,299.5207,299.673,301.7895
9.5,0000 1 May 2006,300.5199,300.3868,300.1514,301.7719
10.5,0000 1 May 2006,300.9898,300.8585,300.7323,301.9946
1.5,0000 1 Jun 2006,300.5116,297.1256,299.4322,302.0623
2.5,0000 1 Jun 2006,300.1974,297.0319,299.0685,301.9954
3.5,0000 1 Jun 2006,300.0822,297.0821,298.9294,302.0298
4.5,0000 1 Jun 2006,300.1356,297.3889,298.9901,302.0993
5.5,0000 1 Jun 2006,300.173,297.9168,299.0979,302.0597
6.5,0000 1 Jun 2006,300.1482,298.7039,299.2931,301.8619
7.5,0000 1 Jun 2006,300.2284,299.6228,299.672,301.6749
8.5,0000 1 Jun 2006,300.5074,300.4889,300.2019,301.6811
9.5,0000 1 Jun 2006,300.9893,300.905,300.7852,301.9221
10.5,0000 1 Jun 2006,301.4228,300.5709,301.0855,302.2484
1.5,0000 1 Jul 2006,300.0327,296.419,298.7822,301.8818
2.5,0000 1 Jul 2006,299.8534,296.653,298.6271,301.8613
3.5,0000 1 Jul 2006,299.8522,297.041,298.6585,301.8764
4.5,0000 1 Jul 2006,299.8467,297.6102,298.7526,301.8064
5.5,0000 1 Jul 2006,299.8205,298.4201,298.96,301.623
6.5,0000 1 Jul 2006,299.9048,299.3839,299.3457,301.4622
7.5,0000 1 Jul 2006,300.2166,300.3092,299.8948,301.4968
8.5,0000 1 Jul 2006,300.7521,300.803,300.5306,301.7844
9.5,0000 1 Jul 2006,301.2726,300.5219,300.9035,302.2023
10.5,0000 1 Jul 2006,301.527,299.6414,300.8381,302.4972
1.5,0000 1 Aug 2006,300.098,296.4036,298.7519,302.2261
2.5,0000 1 Aug 2006,300.0367,296.9146,298.7788,302.2191
3.5,0000 1 Aug 2006,299.99,297.5381,298.8611,302.0881
4.5,0000 1 Aug 2006,299.9024,298.3466,299.0373,301.8143
5.5,0000 1 Aug 2006,299.9076,299.3333,299.382,301.5642
6.5,0000 1 Aug 2006,300.1825,300.2473,299.9285,301.5244
7.5,0000 1 Aug 2006,300.6822,300.7365,300.505,301.7529
8.5,0000 1 Aug 2006,301.1736,300.4286,300.8216,302.1116
9.5,0000 1 Aug 2006,301.3858,299.5682,300.6977,302.3965
10.5,0000 1 Aug 2006,301.288,298.4869,300.233,302.5096
1.5,0000 1 Sep 2006,300.4337,296.5341,298.9972,302.5811
2.5,0000 1 Sep 2006,300.3914,297.3472,299.1135,302.4881
3.5,0000 1 Sep 2006,300.2778,298.2669,299.278,302.2158
4.5,0000 1 Sep 2006,300.218,299.2936,299.5823,301.895
5.5,0000 1 Sep 2006,300.3628,300.2355,300.0124,301.7523
6.5,0000 1 Sep 2006,300.7742,300.6902,300.5435,301.8705
7.5,0000 1 Sep 2006,301.186,300.3344,300.7742,302.144
8.5,0000 1 Sep 2006,301.3862,299.3643,300.6335,302.384
9.5,0000 1 Sep 2006,301.2681,298.2152,300.1136,302.4977
10.5,0000 1 Sep 2006,300.9694,297.3394,299.5657,302.4907
1.5,0000 1 Oct 2006,300.7241,297.0595,299.3727,302.6995
2.5,0000 1 Oct 2006,300.6503,298.149,299.5448,302.5042
3.5,0000 1 Oct 2006,300.5897,299.2827,299.8455,302.2013
4.5,0000 1 Oct 2006,300.7354,300.2949,300.2997,302.0446
5.5,0000 1 Oct 2006,301.104,300.7527,300.826,302.1202
6.5,0000 1 Oct 2006,301.482,300.3363,301.0392,302.3352
7.5,0000 1 Oct 2006,301.6259,299.3073,300.8172,302.5338
8.5,0000 1 Oct 2006,301.4397,298.1283,300.2047,302.5983
9.5,0000 1 Oct 2006,301.0484,297.2538,299.5653,302.5528
10.5,0000 1 Oct 2006,300.6891,296.7863,299.1459,302.4994
1.5,0000 1 Nov 2006,300.7466,297.9315,299.5911,302.4969
2.5,0000 1 Nov 2006,300.644,299.1111,299.8658,302.2305
3.5,0000 1 Nov 2006,300.7261,300.1235,300.2668,302.0632
4.5,0000 1 Nov 2006,301.0471,300.5488,300.7165,302.112
5.5,0000 1 Nov 2006,301.3652,300.1374,300.8505,302.2967
6.5,0000 1 Nov 2006,301.4767,299.1158,300.5871,302.4811
7.5,0000 1 Nov 2006,301.2813,297.9549,299.9991,302.5278
8.5,0000 1 Nov 2006,300.9312,297.0607,299.3958,302.4752
9.5,0000 1 Nov 2006,300.607,296.578,299.0021,302.4239
10.5,0000 1 Nov 2006,300.4317,296.5295,298.8639,302.4503
1.5,0000 1 Dec 2006,300.8509,298.8167,299.9608,302.3775
2.5,0000 1 Dec 2006,300.8879,299.9342,300.3242,302.1944
3.5,0000 1 Dec 2006,301.1248,300.3991,300.704,302.209
4.5,0000 1 Dec 2006,301.3439,299.9596,300.7617,302.3238
5.5,0000 1 Dec 2006,301.3846,298.9275,300.458,302.4205
6.5,0000 1 Dec 2006,301.1597,297.7305,299.8346,302.4149
7.5,0000 1 Dec 2006,300.7845,296.8228,299.2031,302.3357
8.5,0000 1 Dec 2006,300.4256,296.3141,298.7625,302.2664
9.5,0000 1 Dec 2006,300.2237,296.2509,298.5994,302.2698
10.5,0000 1 Dec 2006,300.1632,296.601,298.6568,302.2976
1.5,0000 1 Jan 2007,300.9073,299.9586,300.4447,302.0796
2.5,0000 1 Jan 2007,301.1355,300.4612,300.7582,302.1099
3.5,0000 1 Jan 2007,301.3438,300.0338,300.796,302.2588
4.5,0000 1 Jan 2007,301.3592,298.9704,300.4787,302.3633
5.5,0000 1 Jan 2007,301.0959,297.7029,299.8035,302.3772
6.5,0000 1 Jan 2007,300.6859,296.7066,299.106,302.3054
7.5,0000 1 Jan 2007,300.3326,296.1343,298.6376,302.2344
8.5,0000 1 Jan 2007,300.1496,296.0624,298.4865,302.2317
9.5,0000 1 Jan 2007,300.1012,296.4037,298.5453,302.2496
10.5,0000 1 Jan 2007,300.0482,297.0548,298.6588,302.1948
1.5,0000 1 Feb 2007,300.8403,300.2958,300.5678,301.9059
2.5,0000 1 Feb 2007,301.0623,299.9469,300.6107,302.0791
3.5,0000 1 Feb 2007,301.1066,298.9,300.2969,302.2102
4.5,0000 1 Feb 2007,300.9098,297.6178,299.7002,302.2205
5.5,0000 1 Feb 2007,300.5658,296.6623,299.0933,302.1541
6.5,0000 1 Feb 2007,300.2461,296.125,298.6577,302.0983
7.5,0000 1 Feb 2007,300.0588,296.0516,298.4796,302.0985
8.5,0000 1 Feb 2007,300.0016,296.3849,298.5127,302.1112
9.5,0000 1 Feb 2007,299.9595,297.0304,298.6064,302.0621
10.5,0000 1 Feb 2007,299.8864,297.9383,298.7716,301.8933
1.5,0000 1 Mar 2007,300.889,299.9409,300.5785,302.0688
2.5,0000 1 Mar 2007,301.0245,299.0362,300.3039,302.218
3.5,0000 1 Mar 2007,300.8401,297.8327,299.696,302.2233
4.5,0000 1 Mar 2007,300.5127,296.8423,299.0788,302.1544
5.5,0000 1 Mar 2007,300.2164,296.2603,298.6648,302.0974
6.5,0000 1 Mar 2007,300.057,296.1162,298.5144,302.1043
7.5,0000 1 Mar 2007,300.0231,296.4323,298.5793,302.1235
8.5,0000 1 Mar 2007,299.9936,297.072,298.7076,302.059
9.5,0000 1 Mar 2007,299.9236,297.9745,298.8906,301.8729
10.5,0000 1 Mar 2007,299.9175,299.0503,299.2223,301.6667
1.5,0000 1 Apr 2007,300.9325,298.8829,300.293,302.0828
2.5,0000 1 Apr 2007,300.8261,297.9716,299.7913,302.1346
3.5,0000 1 Apr 2007,300.5408,297.0242,299.1915,302.1077
4.5,0000 1 Apr 2007,300.2551,296.3909,298.7527,302.0706
5.5,0000 1 Apr 2007,300.0824,296.2245,298.5685,302.076
6.5,0000 1 Apr 2007,300.0459,296.4962,298.5993,302.1033
7.5,0000 1 Apr 2007,300.021,297.0917,298.7089,302.0627
8.5,0000 1 Apr 2007,299.9674,297.9633,298.8942,301.8999
9.5,0000 1 Apr 2007,299.9734,299.0211,299.2398,301.7215
10.5,0000 1 Apr 2007,300.1906,300.0258,299.79,301.6739
1.5,0000 1 May 2007,300.7663,297.609,299.6767,302.0117
2.5,0000 1 May 2007,300.4574,297.0513,299.0494,302.0183
3.5,0000 1 May 2007,300.1705,296.5291,298.6174,302.0281
4.5,0000 1 May 2007,300.0201,296.3743,298.4866,302.0568
5.5,0000 1 May 2007,299.9775,296.6487,298.5505,302.0674
6.5,0000 1 May 2007,299.9308,297.2386,298.6413,301.9932
7.5,0000 1 May 2007,299.8349,298.0766,298.8055,301.7919
8.5,0000 1 May 2007,299.8195,299.0851,299.1275,301.5995
9.5,0000 1 May 2007,300.053,300.0009,299.6646,301.5535
10.5,0000 1 May 2007,300.5511,300.4735,300.3184,301.7531
1.5,0000 1 Jun 2007,300.185,296.0748,298.6491,301.9773
2.5,0000 1 Jun 2007,299.7386,296.0789,298.1415,301.8417
3.5,0000 1 Jun 2007,299.5088,296.1296,297.9431,301.7488
4.5,0000 1 Jun 2007,299.4335,296.4506,298.0038,301.6554
5.5,0000 1 Jun 2007,299.3771,297.018,298.1551,301.5274
6.5,0000 1 Jun 2007,299.3243,297.8731,298.3969,301.3409
7.5,0000 1 Jun 2007,299.4207,298.9238,298.8405,301.2093
8.5,0000 1 Jun 2007,299.7734,299.927,299.4885,301.2688
9.5,0000 1 Jun 2007,300.3384,300.4754,300.1628,301.5685
10.5,0000 1 Jun 2007,300.873,300.2638,300.5617,301.9724
1.5,0000 1 Jul 2007,299.8401,295.6609,298.2081,301.8883
2.5,0000 1 Jul 2007,299.6261,296.0161,298.0574,301.8346
3.5,0000 1 Jul 2007,299.5681,296.4516,298.122,301.7876
4.5,0000 1 Jul 2007,299.5128,297.0428,298.2544,301.6733
5.5,0000 1 Jul 2007,299.4378,297.8823,298.4867,301.4574
6.5,0000 1 Jul 2007,299.479,298.9326,298.9066,301.2608
7.5,0000 1 Jul 2007,299.8035,299.9489,299.5297,301.275
8.5,0000 1 Jul 2007,300.3596,300.4455,300.181,301.5684
9.5,0000 1 Jul 2007,300.8841,300.1951,300.5316,301.9876
10.5,0000 1 Jul 2007,301.1235,299.3495,300.4283,302.3022
1.5,0000 1 Aug 2007,299.3895,295.137,297.7336,301.7556
2.5,0000 1 Aug 2007,299.2517,295.9173,297.7961,301.6438
3.5,0000 1 Aug 2007,299.1788,296.6928,297.9236,301.4901
4.5,0000 1 Aug 2007,299.1212,297.6435,298.1836,301.261
5.5,0000 1 Aug 2007,299.2205,298.7542,298.6842,301.0679
6.5,0000 1 Aug 2007,299.5945,299.8075,299.3661,301.0991
7.5,0000 1 Aug 2007,300.2122,300.3925,300.1158,301.4299
8.5,0000 1 Aug 2007,300.7944,300.155,300.4803,301.9135
9.5,0000 1 Aug 2007,301.0989,299.329,300.4172,302.2747
10.5,0000 1 Aug 2007,301.0347,298.3087,299.9375,302.4012
1.5,0000 1 Sep 2007,298.8583,295.0042,297.2904,301.36
2.5,0000 1 Sep 2007,298.6801,296.0867,297.3981,301.1752
3.5,0000 1 Sep 2007,298.594,297.1219,297.6391,300.9807
4.5,0000 1 Sep 2007,298.7285,298.3072,298.1748,300.8564
5.5,0000 1 Sep 2007,299.1351,299.4361,298.9253,300.9052
6.5,0000 1 Sep 2007,299.7648,300.1163,299.7328,301.2069
7.5,0000 1 Sep 2007,300.3235,299.9685,300.111,301.6186
8.5,0000 1 Sep 2007,300.6164,299.213,300.0449,301.9356
9.5,0000 1 Sep 2007,300.5586,298.2144,299.5584,302.057
10.5,0000 1 Sep 2007,300.3325,297.4055,299.0893,302.06
1.5,0000 1 Oct 2007,298.3503,295.1618,296.9096,300.9243
2.5,0000 1 Oct 2007,298.2443,296.5692,297.1405,300.7067
3.5,0000 1 Oct 2007,298.3632,297.9684,297.7305,300.5557
4.5,0000 1 Oct 2007,298.7514,299.2725,298.552,300.6024
5.5,0000 1 Oct 2007,299.3291,299.9676,299.3142,300.9244
6.5,0000 1 Oct 2007,299.8317,299.8128,299.6454,301.3282
7.5,0000 1 Oct 2007,300.106,299.0122,299.5581,301.6173
8.5,0000 1 Oct 2007,300.0928,298.0593,299.1631,301.7227
9.5,0000 1 Oct 2007,299.9722,297.3019,298.8008,301.7522
10.5,0000 1 Oct 2007,299.8452,296.8726,298.5837,301.8012
1.5,0000 1 Nov 2007,298.1678,296.0597,297.0524,300.5961
2.5,0000 1 Nov 2007,298.207,297.6549,297.5771,300.4357
3.5,0000 1 Nov 2007,298.588,299.0008,298.3699,300.4706
4.5,0000 1 Nov 2007,299.1658,299.7566,299.1496,300.7388
5.5,0000 1 Nov 2007,299.6634,299.6625,299.5132,301.1187
6.5,0000 1 Nov 2007,299.8844,298.8927,299.3879,301.3896
7.5,0000 1 Nov 2007,299.826,297.9196,298.9428,301.4877
8.5,0000 1 Nov 2007,299.6948,297.1075,298.5561,301.496
9.5,0000 1 Nov 2007,299.5854,296.6667,298.352,301.5375
10.5,0000 1 Nov 2007,299.5659,296.6176,298.3613,301.6148
1.5,0000 1 Dec 2007,298.3003,297.2069,297.5644,300.2863
2.5,0000 1 Dec 2007,298.5651,298.8246,298.3354,300.307
3.5,0000 1 Dec 2007,299.069,299.6627,299.114,300.5932
4.5,0000 1 Dec 2007,299.5588,299.5125,299.4493,300.9651
5.5,0000 1 Dec 2007,299.8157,298.7076,299.3584,301.2316
6.5,0000 1 Dec 2007,299.7974,297.7475,298.9366,301.352
7.5,0000 1 Dec 2007,299.6967,297.0099,298.5811,301.4105
8.5,0000 1 Dec 2007,299.5991,296.6068,298.3814,301.4821
9.5,0000 1 Dec 2007,299.6131,296.5751,298.4088,301.5932
10.5,0000 1 Dec 2007,299.6798,296.9043,298.555,301.6832
1.5,0000 1 Jan 2008,298.5892,298.8343,298.302,300.4239
2.5,0000 1 Jan 2008,299.0369,299.7339,298.9769,300.7219
3.5,0000 1 Jan 2008,299.5031,299.618,299.3388,301.0469
4.5,0000 1 Jan 2008,299.775,298.8706,299.3206,301.2563
5.5,0000 1 Jan 2008,299.7787,297.898,298.928,301.3591
6.5,0000 1 Jan 2008,299.6725,297.1122,298.5561,301.4139
7.5,0000 1 Jan 2008,299.5913,296.683,298.3711,301.5017
8.5,0000 1 Jan 2008,299.6071,296.6666,298.4036,301.6196
9.5,0000 1 Jan 2008,299.6799,296.9991,298.5613,301.715
10.5,0000 1 Jan 2008,299.7274,297.5512,298.7209,301.7422
1.5,0000 1 Feb 2008,299.0327,299.8026,299.1532,300.4143
2.5,0000 1 Feb 2008,299.5742,299.7515,299.5794,300.8181
3.5,0000 1 Feb 2008,299.8256,299.0011,299.4959,301.1171
4.5,0000 1 Feb 2008,299.8531,298.0532,299.1348,301.2695
5.5,0000 1 Feb 2008,299.7791,297.2717,298.7674,301.3735
6.5,0000 1 Feb 2008,299.7254,296.8697,298.5836,301.4858
7.5,0000 1 Feb 2008,299.744,296.8298,298.5914,301.6199
8.5,0000 1 Feb 2008,299.8134,297.1231,298.7246,301.7427
9.5,0000 1 Feb 2008,299.8484,297.6271,298.8605,301.7828
10.5,0000 1 Feb 2008,299.8837,298.3628,299.0785,301.699
1.5,0000 1 Mar 2008,299.7933,300.2145,300.0114,300.7512
2.5,0000 1 Mar 2008,300.0599,299.4932,299.8808,301.1644
3.5,0000 1 Mar 2008,300.0629,298.5187,299.4725,301.3568
4.5,0000 1 Mar 2008,299.9423,297.6557,299.0639,301.4394
5.5,0000 1 Mar 2008,299.8243,297.121,298.7953,301.5058
6.5,0000 1 Mar 2008,299.7779,296.9653,298.704,301.6022
7.5,0000 1 Mar 2008,299.8158,297.1673,298.7585,301.7018
8.5,0000 1 Mar 2008,299.8392,297.6471,298.8443,301.7141
9.5,0000 1 Mar 2008,299.8303,298.3953,299.0143,301.5984
10.5,0000 1 Mar 2008,299.9166,299.331,299.3757,301.4691
1.5,0000 1 Apr 2008,300.1873,299.7284,300.0315,301.1964
2.5,0000 1 Apr 2008,300.1672,298.6867,299.5575,301.3915
3.5,0000 1 Apr 2008,299.9602,297.797,299.0563,301.4404
4.5,0000 1 Apr 2008,299.7609,297.2298,298.7065,301.4599
5.5,0000 1 Apr 2008,299.6638,297.0462,298.5656,301.5108
6.5,0000 1 Apr 2008,299.6716,297.2365,298.5941,301.5901
7.5,0000 1 Apr 2008,299.6741,297.674,298.6729,301.6137
8.5,0000 1 Apr 2008,299.6715,298.3466,298.8327,301.5446
9.5,0000 1 Apr 2008,299.7801,299.2497,299.1902,301.4562
10.5,0000 1 Apr 2008,300.1125,300.1833,299.7432,301.5073
1.5,0000 1 May 2008,300.2646,298.1807,299.648,301.3969
2.5,0000 1 May 2008,300.0204,297.7068,299.1222,301.468
3.5,0000 1 May 2008,299.7798,297.3186,298.7642,301.4619
4.5,0000 1 May 2008,299.6455,297.1811,298.6133,301.4762
5.5,0000 1 May 2008,299.6329,297.3509,298.637,301.5216
6.5,0000 1 May 2008,299.6379,297.771,298.7238,301.507
7.5,0000 1 May 2008,299.6468,298.4364,298.9066,301.4047
8.5,0000 1 May 2008,299.7634,299.3004,299.2181,301.3419
9.5,0000 1 May 2008,300.0811,300.1747,299.6741,301.4428
10.5,0000 1 May 2008,300.6125,300.7361,300.2834,301.7624
1.5,0000 1 Jun 2008,300.302,297.7646,299.5966,301.4695
2.5,0000 1 Jun 2008,300.0781,297.5646,299.1491,301.5674
3.5,0000 1 Jun 2008,299.9574,297.4968,298.959,301.6895
4.5,0000 1 Jun 2008,299.9571,297.6748,298.9712,301.7833
5.5,0000 1 Jun 2008,299.9657,298.1071,299.066,301.77
6.5,0000 1 Jun 2008,299.973,298.7729,299.2574,301.5992
7.5,0000 1 Jun 2008,300.075,299.6445,299.5825,301.4428
8.5,0000 1 Jun 2008,300.365,300.4798,300.0032,301.5085
9.5,0000 1 Jun 2008,300.8391,300.918,300.534,301.8198
10.5,0000 1 Jun 2008,301.3204,300.5776,300.8904,302.2448
1.5,0000 1 Jul 2008,300.0583,297.0251,299.0775,301.4891
2.5,0000 1 Jul 2008,299.9091,297.235,298.946,301.5866
3.5,0000 1 Jul 2008,299.8899,297.5411,298.952,301.6831
4.5,0000 1 Jul 2008,299.8947,297.9948,299.025,301.6637
5.5,0000 1 Jul 2008,299.8943,298.6743,299.2012,301.507
6.5,0000 1 Jul 2008,300.0128,299.5157,299.5625,301.3791
7.5,0000 1 Jul 2008,300.3361,300.3755,300.0128,301.4602
8.5,0000 1 Jul 2008,300.8444,300.8635,300.5545,301.7749
9.5,0000 1 Jul 2008,301.3163,300.6226,300.8833,302.1622
10.5,0000 1 Jul 2008,301.5806,299.738,300.8776,302.4689
1.5,0000 1 Aug 2008,300.0676,296.7011,298.9669,301.6848
2.5,0000 1 Aug 2008,300.0491,297.1967,298.9549,301.8647
3.5,0000 1 Aug 2008,300.0562,297.7606,299.0142,301.9134
4.5,0000 1 Aug 2008,300.042,298.5306,299.2075,301.7775
5.5,0000 1 Aug 2008,300.1194,299.463,299.567,301.6328
6.5,0000 1 Aug 2008,300.426,300.3629,300.1096,301.6667
7.5,0000 1 Aug 2008,300.9034,300.8565,300.6637,301.9188
8.5,0000 1 Aug 2008,301.3542,300.5806,300.9911,302.2404
9.5,0000 1 Aug 2008,301.5393,299.6918,300.8655,302.4721
10.5,0000 1 Aug 2008,301.4003,298.5234,300.3372,302.5197
1.5,0000 1 Sep 2008,299.9413,296.525,298.7886,301.6715
2.5,0000 1 Sep 2008,299.8857,297.3152,298.8022,301.6883
3.5,0000 1 Sep 2008,299.8528,298.1972,298.9854,301.5303
4.5,0000 1 Sep 2008,299.9229,299.2246,299.3705,301.3846
5.5,0000 1 Sep 2008,300.2377,300.2145,299.9071,301.4493
6.5,0000 1 Sep 2008,300.7644,300.7812,300.5132,301.7532
7.5,0000 1 Sep 2008,301.2697,300.5757,300.8917,302.144
8.5,0000 1 Sep 2008,301.5327,299.7551,300.8696,302.44
9.5,0000 1 Sep 2008,301.4435,298.6795,300.4125,302.5386
10.5,0000 1 Sep 2008,301.1443,297.7982,299.8328,302.5127
1.5,0000 1 Oct 2008,299.6956,296.7985,298.6163,301.5032
2.5,0000 1 Oct 2008,299.6694,297.8404,298.8133,301.3895
3.5,0000 1 Oct 2008,299.7928,298.9198,299.2364,301.3169
4.5,0000 1 Oct 2008,300.1378,299.9524,299.8226,301.4277
5.5,0000 1 Oct 2008,300.6761,300.594,300.4948,301.7389
6.5,0000 1 Oct 2008,301.2311,300.4156,300.8816,302.1657
7.5,0000 1 Oct 2008,301.5412,299.6343,300.8528,302.489
8.5,0000 1 Oct 2008,301.5241,298.6022,300.419,302.6372
9.5,0000 1 Oct 2008,301.2579,297.8054,299.8905,302.6314
10.5,0000 1 Oct 2008,301.0081,297.3662,299.5588,302.6502
1.5,0000 1 Nov 2008,299.4728,297.1102,298.4745,301.2866
2.5,0000 1 Nov 2008,299.5074,298.5212,298.878,301.2109
3.5,0000 1 Nov 2008,299.8466,299.6998,299.4857,301.34
4.5,0000 1 Nov 2008,300.4277,300.4152,300.1765,301.7074
5.5,0000 1 Nov 2008,301.0069,300.2733,300.6029,302.1535
6.5,0000 1 Nov 2008,301.3112,299.5402,300.5739,302.4652
7.5,0000 1 Nov 2008,301.2683,298.5423,300.155,302.5495
8.5,0000 1 Nov 2008,300.9861,297.7621,299.6426,302.4832
9.5,0000 1 Nov 2008,300.6985,297.3072,299.2917,302.4419
10.5,0000 1 Nov 2008,300.5396,297.2326,299.1627,302.501
1.5,0000 1 Dec 2008,299.5445,298.1626,298.7615,301.2956
2.5,0000 1 Dec 2008,299.8282,299.5814,299.3514,301.4427
3.5,0000 1 Dec 2008,300.3862,300.3624,300.0684,301.7831
4.5,0000 1 Dec 2008,300.9778,300.3175,300.5353,302.2162
5.5,0000 1 Dec 2008,301.313,299.6397,300.5675,302.5376
6.5,0000 1 Dec 2008,301.3045,298.7015,300.1938,302.6339
7.5,0000 1 Dec 2008,301.0806,297.9232,299.7278,302.6017
8.5,0000 1 Dec 2008,300.8594,297.4696,299.4262,302.5787
9.5,0000 1 Dec 2008,300.7632,297.4001,299.3494,302.6731
10.5,0000 1 Dec 2008,300.7924,297.6845,299.4541,302.7684
1.5,0000 1 Jan 2009,299.732,299.7051,299.4376,301.1413
2.5,0000 1 Jan 2009,300.4183,300.559,300.2562,301.5776
3.5,0000 1 Jan 2009,301.0187,300.5192,300.7193,302.0788
4.5,0000 1 Jan 2009,301.3235,299.8451,300.7279,302.4291
5.5,0000 1 Jan 2009,301.2591,298.8751,300.3055,302.5068
6.5,0000 1 Jan 2009,301.0022,298.0279,299.775,302.4674
7.5,0000 1 Jan 2009,300.7309,297.5325,299.416,302.435
8.5,0000 1 Jan 2009,300.5972,297.4137,299.274,302.5121
9.5,0000 1 Jan 2009,300.5904,297.6305,299.3114,302.599
10.5,0000 1 Jan 2009,300.5892,298.0937,299.4324,302.5274
1.5,0000 1 Feb 2009,300.2402,300.5961,300.2331,301.362
2.5,0000 1 Feb 2009,300.912,300.5992,300.75,301.9242
3.5,0000 1 Feb 2009,301.2496,299.8661,300.7302,302.3024
4.5,0000 1 Feb 2009,301.1801,298.7946,300.24,302.4247
5.5,0000 1 Feb 2009,300.8593,297.8627,299.6322,302.3558
6.5,0000 1 Feb 2009,300.5163,297.3167,299.1817,302.2719
