L,MON,LDC_SST_GEM5_NEMO
3.5,0000 1 Mar 2002,299.0146
4.5,0000 1 Mar 2002,298.2037
5.5,0000 1 Mar 2002,297.5764
6.5,0000 1 Mar 2002,297.3054
7.5,0000 1 Mar 2002,297.2664
8.5,0000 1 Mar 2002,297.233
9.5,0000 1 Mar 2002,297.2035
10.5,0000 1 Mar 2002,297.1935
1.5,0000 1 Apr 2002,300.2851
2.5,0000 1 Apr 2002,299.656
3.5,0000 1 Apr 2002,298.9173
4.5,0000 1 Apr 2002,298.3224
5.5,0000 1 Apr 2002,298.0664
6.5,0000 1 Apr 2002,298.0811
7.5,0000 1 Apr 2002,298.1157
8.5,0000 1 Apr 2002,298.0949
9.5,0000 1 Apr 2002,298.0674
10.5,0000 1 Apr 2002,298.1153
1.5,0000 1 May 2002,300.1026
2.5,0000 1 May 2002,299.5217
3.5,0000 1 May 2002,299.0751
4.5,0000 1 May 2002,298.8942
5.5,0000 1 May 2002,298.9114
6.5,0000 1 May 2002,298.9941
7.5,0000 1 May 2002,298.9857
8.5,0000 1 May 2002,298.9172
9.5,0000 1 May 2002,298.8727
10.5,0000 1 May 2002,298.9158
1.5,0000 1 Jun 2002,299.8012
2.5,0000 1 Jun 2002,299.1435
3.5,0000 1 Jun 2002,298.9437
4.5,0000 1 Jun 2002,298.9955
5.5,0000 1 Jun 2002,299.0763
6.5,0000 1 Jun 2002,299.0883
7.5,0000 1 Jun 2002,299.0259
8.5,0000 1 Jun 2002,298.9564
9.5,0000 1 Jun 2002,298.9676
10.5,0000 1 Jun 2002,298.8892
1.5,0000 1 Jul 2002,300.1698
2.5,0000 1 Jul 2002,299.8758
3.5,0000 1 Jul 2002,299.9259
4.5,0000 1 Jul 2002,300.0916
5.5,0000 1 Jul 2002,300.1783
6.5,0000 1 Jul 2002,300.0992
7.5,0000 1 Jul 2002,299.9291
8.5,0000 1 Jul 2002,299.8057
9.5,0000 1 Jul 2002,299.6135
10.5,0000 1 Jul 2002,299.2184
1.5,0000 1 Aug 2002,299.9366
2.5,0000 1 Aug 2002,299.8205
3.5,0000 1 Aug 2002,299.8707
4.5,0000 1 Aug 2002,299.8587
5.5,0000 1 Aug 2002,299.6722
6.5,0000 1 Aug 2002,299.4545
7.5,0000 1 Aug 2002,299.2506
8.5,0000 1 Aug 2002,299.0398
9.5,0000 1 Aug 2002,298.6405
10.5,0000 1 Aug 2002,297.9731
1.5,0000 1 Sep 2002,300.326
2.5,0000 1 Sep 2002,300.1148
3.5,0000 1 Sep 2002,299.924
4.5,0000 1 Sep 2002,299.6784
5.5,0000 1 Sep 2002,299.4404
6.5,0000 1 Sep 2002,299.2708
7.5,0000 1 Sep 2002,299.0903
8.5,0000 1 Sep 2002,298.76
9.5,0000 1 Sep 2002,298.1544
10.5,0000 1 Sep 2002,297.4392
1.5,0000 1 Oct 2002,300.6566
2.5,0000 1 Oct 2002,300.4329
3.5,0000 1 Oct 2002,300.1093
4.5,0000 1 Oct 2002,299.7845
5.5,0000 1 Oct 2002,299.511
6.5,0000 1 Oct 2002,299.1663
7.5,0000 1 Oct 2002,298.6457
8.5,0000 1 Oct 2002,297.8978
9.5,0000 1 Oct 2002,297.1414
10.5,0000 1 Oct 2002,296.5612
1.5,0000 1 Nov 2002,300.458
2.5,0000 1 Nov 2002,299.9761
3.5,0000 1 Nov 2002,299.6089
4.5,0000 1 Nov 2002,299.3907
5.5,0000 1 Nov 2002,299.1821
6.5,0000 1 Nov 2002,298.8289
7.5,0000 1 Nov 2002,298.1493
8.5,0000 1 Nov 2002,297.4097
9.5,0000 1 Nov 2002,296.8277
10.5,0000 1 Nov 2002,296.6321
1.5,0000 1 Dec 2002,300.3179
2.5,0000 1 Dec 2002,299.7557
3.5,0000 1 Dec 2002,299.3522
4.5,0000 1 Dec 2002,298.9941
5.5,0000 1 Dec 2002,298.5119
6.5,0000 1 Dec 2002,297.8273
7.5,0000 1 Dec 2002,297.1484
8.5,0000 1 Dec 2002,296.6155
9.5,0000 1 Dec 2002,296.34
10.5,0000 1 Dec 2002,296.2184
1.5,0000 1 Jan 2003,299.8728
2.5,0000 1 Jan 2003,299.3943
3.5,0000 1 Jan 2003,299.03
4.5,0000 1 Jan 2003,298.5929
5.5,0000 1 Jan 2003,297.988
6.5,0000 1 Jan 2003,297.3586
7.5,0000 1 Jan 2003,296.8744
8.5,0000 1 Jan 2003,296.6436
9.5,0000 1 Jan 2003,296.5846
10.5,0000 1 Jan 2003,296.5788
1.5,0000 1 Feb 2003,299.7664
2.5,0000 1 Feb 2003,299.1777
3.5,0000 1 Feb 2003,298.5422
4.5,0000 1 Feb 2003,297.7845
5.5,0000 1 Feb 2003,297.0951
6.5,0000 1 Feb 2003,296.6101
7.5,0000 1 Feb 2003,296.376
8.5,0000 1 Feb 2003,296.247
9.5,0000 1 Feb 2003,296.1556
10.5,0000 1 Feb 2003,296.1324
1.5,0000 1 Mar 2003,299.7158
2.5,0000 1 Mar 2003,298.9836
3.5,0000 1 Mar 2003,298.1311
4.5,0000 1 Mar 2003,297.4025
5.5,0000 1 Mar 2003,296.907
6.5,0000 1 Mar 2003,296.7439
7.5,0000 1 Mar 2003,296.6578
8.5,0000 1 Mar 2003,296.5967
9.5,0000 1 Mar 2003,296.5887
10.5,0000 1 Mar 2003,296.6767
1.5,0000 1 Apr 2003,299.4823
2.5,0000 1 Apr 2003,298.5557
3.5,0000 1 Apr 2003,297.7327
4.5,0000 1 Apr 2003,297.1664
5.5,0000 1 Apr 2003,296.9606
6.5,0000 1 Apr 2003,296.9613
7.5,0000 1 Apr 2003,296.9654
8.5,0000 1 Apr 2003,296.9388
9.5,0000 1 Apr 2003,296.9377
10.5,0000 1 Apr 2003,297.0563
1.5,0000 1 May 2003,298.7728
2.5,0000 1 May 2003,297.9433
3.5,0000 1 May 2003,297.4323
4.5,0000 1 May 2003,297.2562
5.5,0000 1 May 2003,297.2961
6.5,0000 1 May 2003,297.3643
7.5,0000 1 May 2003,297.3925
8.5,0000 1 May 2003,297.4339
9.5,0000 1 May 2003,297.6164
10.5,0000 1 May 2003,297.8895
1.5,0000 1 Jun 2003,298.7197
2.5,0000 1 Jun 2003,297.8901
3.5,0000 1 Jun 2003,297.5903
4.5,0000 1 Jun 2003,297.6476
5.5,0000 1 Jun 2003,297.7459
6.5,0000 1 Jun 2003,297.8067
7.5,0000 1 Jun 2003,297.8451
8.5,0000 1 Jun 2003,298.0002
9.5,0000 1 Jun 2003,298.2386
10.5,0000 1 Jun 2003,298.403
1.5,0000 1 Jul 2003,298.6504
2.5,0000 1 Jul 2003,298.0337
3.5,0000 1 Jul 2003,297.9004
4.5,0000 1 Jul 2003,297.8979
5.5,0000 1 Jul 2003,297.8828
6.5,0000 1 Jul 2003,297.8719
7.5,0000 1 Jul 2003,297.9344
8.5,0000 1 Jul 2003,298.0839
9.5,0000 1 Jul 2003,298.2022
10.5,0000 1 Jul 2003,298.1585
1.5,0000 1 Aug 2003,298.5615
2.5,0000 1 Aug 2003,298.154
3.5,0000 1 Aug 2003,298.0486
4.5,0000 1 Aug 2003,297.942
5.5,0000 1 Aug 2003,297.8646
6.5,0000 1 Aug 2003,297.8802
7.5,0000 1 Aug 2003,297.996
8.5,0000 1 Aug 2003,298.1091
9.5,0000 1 Aug 2003,298.0846
10.5,0000 1 Aug 2003,297.7423
1.5,0000 1 Sep 2003,298.7659
2.5,0000 1 Sep 2003,298.3902
3.5,0000 1 Sep 2003,298.1995
4.5,0000 1 Sep 2003,298.0421
5.5,0000 1 Sep 2003,298.0513
6.5,0000 1 Sep 2003,298.2079
7.5,0000 1 Sep 2003,298.325
8.5,0000 1 Sep 2003,298.2104
9.5,0000 1 Sep 2003,297.7993
10.5,0000 1 Sep 2003,297.2652
1.5,0000 1 Oct 2003,299.0501
2.5,0000 1 Oct 2003,298.5869
3.5,0000 1 Oct 2003,298.3036
4.5,0000 1 Oct 2003,298.159
5.5,0000 1 Oct 2003,298.1743
6.5,0000 1 Oct 2003,298.1929
7.5,0000 1 Oct 2003,298.0572
8.5,0000 1 Oct 2003,297.68
9.5,0000 1 Oct 2003,297.1731
10.5,0000 1 Oct 2003,296.7451
1.5,0000 1 Nov 2003,299.3109
2.5,0000 1 Nov 2003,298.8976
3.5,0000 1 Nov 2003,298.6678
4.5,0000 1 Nov 2003,298.5248
5.5,0000 1 Nov 2003,298.4158
6.5,0000 1 Nov 2003,298.1965
7.5,0000 1 Nov 2003,297.7812
8.5,0000 1 Nov 2003,297.243
9.5,0000 1 Nov 2003,296.7922
10.5,0000 1 Nov 2003,296.5406
1.5,0000 1 Dec 2003,298.965
2.5,0000 1 Dec 2003,298.5983
3.5,0000 1 Dec 2003,298.4502
4.5,0000 1 Dec 2003,298.2869
5.5,0000 1 Dec 2003,298.046
6.5,0000 1 Dec 2003,297.5807
7.5,0000 1 Dec 2003,297.0711
8.5,0000 1 Dec 2003,296.6039
9.5,0000 1 Dec 2003,296.3607
10.5,0000 1 Dec 2003,296.2398
1.5,0000 1 Jan 2004,299.1007
2.5,0000 1 Jan 2004,298.8821
3.5,0000 1 Jan 2004,298.7613
4.5,0000 1 Jan 2004,298.5954
5.5,0000 1 Jan 2004,298.237
6.5,0000 1 Jan 2004,297.7911
7.5,0000 1 Jan 2004,297.3643
8.5,0000 1 Jan 2004,297.1434
9.5,0000 1 Jan 2004,297.0773
10.5,0000 1 Jan 2004,297.0717
1.5,0000 1 Feb 2004,299.3506
2.5,0000 1 Feb 2004,299.2686
3.5,0000 1 Feb 2004,299.0944
4.5,0000 1 Feb 2004,298.6126
5.5,0000 1 Feb 2004,297.9434
6.5,0000 1 Feb 2004,297.3737
7.5,0000 1 Feb 2004,297.1215
8.5,0000 1 Feb 2004,297.1075
9.5,0000 1 Feb 2004,297.1425
10.5,0000 1 Feb 2004,297.1482
1.5,0000 1 Mar 2004,299.6461
2.5,0000 1 Mar 2004,299.2647
3.5,0000 1 Mar 2004,298.5811
4.5,0000 1 Mar 2004,297.7788
5.5,0000 1 Mar 2004,297.15
6.5,0000 1 Mar 2004,296.9241
7.5,0000 1 Mar 2004,296.9296
8.5,0000 1 Mar 2004,296.9722
9.5,0000 1 Mar 2004,297.0331
10.5,0000 1 Mar 2004,297.0992
1.5,0000 1 Apr 2004,299.9695
2.5,0000 1 Apr 2004,299.3509
3.5,0000 1 Apr 2004,298.6578
4.5,0000 1 Apr 2004,298.0979
5.5,0000 1 Apr 2004,297.8862
6.5,0000 1 Apr 2004,297.8962
7.5,0000 1 Apr 2004,297.9677
8.5,0000 1 Apr 2004,297.9866
9.5,0000 1 Apr 2004,297.9849
10.5,0000 1 Apr 2004,298.0262
1.5,0000 1 May 2004,299.4016
2.5,0000 1 May 2004,298.5948
3.5,0000 1 May 2004,298.0873
4.5,0000 1 May 2004,297.9377
5.5,0000 1 May 2004,297.9799
6.5,0000 1 May 2004,298.0435
7.5,0000 1 May 2004,298.0416
8.5,0000 1 May 2004,298.0118
9.5,0000 1 May 2004,298.0336
10.5,0000 1 May 2004,298.1689
1.5,0000 1 Jun 2004,299.3311
2.5,0000 1 Jun 2004,298.7315
3.5,0000 1 Jun 2004,298.5614
4.5,0000 1 Jun 2004,298.571
5.5,0000 1 Jun 2004,298.6507
6.5,0000 1 Jun 2004,298.678
7.5,0000 1 Jun 2004,298.6568
8.5,0000 1 Jun 2004,298.6469
9.5,0000 1 Jun 2004,298.6945
10.5,0000 1 Jun 2004,298.7192
1.5,0000 1 Jul 2004,299.6594
2.5,0000 1 Jul 2004,299.2797
3.5,0000 1 Jul 2004,299.3068
4.5,0000 1 Jul 2004,299.4718
5.5,0000 1 Jul 2004,299.5128
6.5,0000 1 Jul 2004,299.4317
7.5,0000 1 Jul 2004,299.3011
8.5,0000 1 Jul 2004,299.2577
9.5,0000 1 Jul 2004,299.1532
10.5,0000 1 Jul 2004,298.8901
1.5,0000 1 Aug 2004,299.3025
2.5,0000 1 Aug 2004,299.0107
3.5,0000 1 Aug 2004,299.0166
4.5,0000 1 Aug 2004,299.0509
5.5,0000 1 Aug 2004,299.0161
6.5,0000 1 Aug 2004,298.9785
7.5,0000 1 Aug 2004,298.9854
8.5,0000 1 Aug 2004,299.0098
9.5,0000 1 Aug 2004,298.8509
10.5,0000 1 Aug 2004,298.3615
1.5,0000 1 Sep 2004,299.5981
2.5,0000 1 Sep 2004,299.2365
3.5,0000 1 Sep 2004,299.0529
4.5,0000 1 Sep 2004,298.8505
5.5,0000 1 Sep 2004,298.6895
6.5,0000 1 Sep 2004,298.6421
7.5,0000 1 Sep 2004,298.6054
8.5,0000 1 Sep 2004,298.4723
9.5,0000 1 Sep 2004,298.0816
10.5,0000 1 Sep 2004,297.5684
1.5,0000 1 Oct 2004,299.5995
2.5,0000 1 Oct 2004,299.176
3.5,0000 1 Oct 2004,298.8199
4.5,0000 1 Oct 2004,298.5434
5.5,0000 1 Oct 2004,298.3875
6.5,0000 1 Oct 2004,298.2072
7.5,0000 1 Oct 2004,297.9677
8.5,0000 1 Oct 2004,297.5363
9.5,0000 1 Oct 2004,297.0493
10.5,0000 1 Oct 2004,296.6107
1.5,0000 1 Nov 2004,299.5526
2.5,0000 1 Nov 2004,299.1313
3.5,0000 1 Nov 2004,298.8237
4.5,0000 1 Nov 2004,298.6022
5.5,0000 1 Nov 2004,298.4211
6.5,0000 1 Nov 2004,298.2099
7.5,0000 1 Nov 2004,297.8322
8.5,0000 1 Nov 2004,297.3355
9.5,0000 1 Nov 2004,296.8984
10.5,0000 1 Nov 2004,296.6517
1.5,0000 1 Dec 2004,299.5364
2.5,0000 1 Dec 2004,299.1777
3.5,0000 1 Dec 2004,298.995
4.5,0000 1 Dec 2004,298.8138
5.5,0000 1 Dec 2004,298.5439
6.5,0000 1 Dec 2004,298.006
7.5,0000 1 Dec 2004,297.3548
8.5,0000 1 Dec 2004,296.8102
9.5,0000 1 Dec 2004,296.5455
10.5,0000 1 Dec 2004,296.4714
1.5,0000 1 Jan 2005,299.3838
2.5,0000 1 Jan 2005,299.2385
3.5,0000 1 Jan 2005,299.1052
4.5,0000 1 Jan 2005,298.8795
5.5,0000 1 Jan 2005,298.3908
6.5,0000 1 Jan 2005,297.7816
7.5,0000 1 Jan 2005,297.2161
8.5,0000 1 Jan 2005,296.8787
9.5,0000 1 Jan 2005,296.7336
10.5,0000 1 Jan 2005,296.6565
1.5,0000 1 Feb 2005,299.7126
2.5,0000 1 Feb 2005,299.4299
3.5,0000 1 Feb 2005,299.0832
4.5,0000 1 Feb 2005,298.4848
5.5,0000 1 Feb 2005,297.7913
6.5,0000 1 Feb 2005,297.2327
7.5,0000 1 Feb 2005,296.9753
8.5,0000 1 Feb 2005,296.8805
9.5,0000 1 Feb 2005,296.8043
10.5,0000 1 Feb 2005,296.7582
1.5,0000 1 Mar 2005,300.0847
2.5,0000 1 Mar 2005,299.6972
3.5,0000 1 Mar 2005,299.02
4.5,0000 1 Mar 2005,298.2508
5.5,0000 1 Mar 2005,297.6372
6.5,0000 1 Mar 2005,297.2822
7.5,0000 1 Mar 2005,297.1449
8.5,0000 1 Mar 2005,297.0737
9.5,0000 1 Mar 2005,297.0543
10.5,0000 1 Mar 2005,297.052
1.5,0000 1 Apr 2005,300.1128
2.5,0000 1 Apr 2005,299.3267
3.5,0000 1 Apr 2005,298.4591
4.5,0000 1 Apr 2005,297.8032
5.5,0000 1 Apr 2005,297.4942
6.5,0000 1 Apr 2005,297.3898
7.5,0000 1 Apr 2005,297.2915
8.5,0000 1 Apr 2005,297.1922
9.5,0000 1 Apr 2005,297.1918
10.5,0000 1 Apr 2005,297.3374
1.5,0000 1 May 2005,299.6372
2.5,0000 1 May 2005,298.7103
3.5,0000 1 May 2005,298.0902
4.5,0000 1 May 2005,297.8196
5.5,0000 1 May 2005,297.7816
6.5,0000 1 May 2005,297.7336
7.5,0000 1 May 2005,297.6289
8.5,0000 1 May 2005,297.539
9.5,0000 1 May 2005,297.5395
10.5,0000 1 May 2005,297.6237
1.5,0000 1 Jun 2005,299.3839
2.5,0000 1 Jun 2005,298.629
3.5,0000 1 Jun 2005,298.3318
4.5,0000 1 Jun 2005,298.2852
5.5,0000 1 Jun 2005,298.2491
6.5,0000 1 Jun 2005,298.1785
7.5,0000 1 Jun 2005,298.1161
8.5,0000 1 Jun 2005,298.1615
9.5,0000 1 Jun 2005,298.2327
10.5,0000 1 Jun 2005,298.2531
1.5,0000 1 Jul 2005,298.8889
2.5,0000 1 Jul 2005,298.3889
3.5,0000 1 Jul 2005,298.3272
4.5,0000 1 Jul 2005,298.2614
5.5,0000 1 Jul 2005,298.2036
6.5,0000 1 Jul 2005,298.1146
7.5,0000 1 Jul 2005,298.108
8.5,0000 1 Jul 2005,298.1256
9.5,0000 1 Jul 2005,298.1323
10.5,0000 1 Jul 2005,297.9966
1.5,0000 1 Aug 2005,298.8372
2.5,0000 1 Aug 2005,298.6127
3.5,0000 1 Aug 2005,298.6179
4.5,0000 1 Aug 2005,298.5285
5.5,0000 1 Aug 2005,298.4266
6.5,0000 1 Aug 2005,298.4034
7.5,0000 1 Aug 2005,298.4616
8.5,0000 1 Aug 2005,298.516
9.5,0000 1 Aug 2005,298.4541
10.5,0000 1 Aug 2005,298.1024
1.5,0000 1 Sep 2005,298.5875
2.5,0000 1 Sep 2005,298.2081
3.5,0000 1 Sep 2005,298.033
4.5,0000 1 Sep 2005,297.9188
5.5,0000 1 Sep 2005,297.8629
6.5,0000 1 Sep 2005,297.8735
7.5,0000 1 Sep 2005,297.893
8.5,0000 1 Sep 2005,297.8203
9.5,0000 1 Sep 2005,297.5231
10.5,0000 1 Sep 2005,297.1188
1.5,0000 1 Oct 2005,298.512
2.5,0000 1 Oct 2005,298.0652
3.5,0000 1 Oct 2005,297.9313
4.5,0000 1 Oct 2005,297.916
5.5,0000 1 Oct 2005,297.9735
6.5,0000 1 Oct 2005,298.0127
7.5,0000 1 Oct 2005,297.9202
8.5,0000 1 Oct 2005,297.6204
9.5,0000 1 Oct 2005,297.2456
10.5,0000 1 Oct 2005,296.9167
1.5,0000 1 Nov 2005,298.4331
2.5,0000 1 Nov 2005,298.1248
3.5,0000 1 Nov 2005,298.0635
4.5,0000 1 Nov 2005,298.0547
5.5,0000 1 Nov 2005,298.0873
6.5,0000 1 Nov 2005,298.0342
7.5,0000 1 Nov 2005,297.7502
8.5,0000 1 Nov 2005,297.3421
9.5,0000 1 Nov 2005,296.914
10.5,0000 1 Nov 2005,296.6852
1.5,0000 1 Dec 2005,298.0516
2.5,0000 1 Dec 2005,297.9088
3.5,0000 1 Dec 2005,298.0052
4.5,0000 1 Dec 2005,298.071
5.5,0000 1 Dec 2005,298.0265
6.5,0000 1 Dec 2005,297.7982
7.5,0000 1 Dec 2005,297.4097
8.5,0000 1 Dec 2005,297.0408
9.5,0000 1 Dec 2005,296.8385
10.5,0000 1 Dec 2005,296.7535
1.5,0000 1 Jan 2006,298.1201
2.5,0000 1 Jan 2006,298.0893
3.5,0000 1 Jan 2006,298.1655
4.5,0000 1 Jan 2006,298.1467
5.5,0000 1 Jan 2006,297.899
6.5,0000 1 Jan 2006,297.5663
7.5,0000 1 Jan 2006,297.2538
8.5,0000 1 Jan 2006,297.0974
9.5,0000 1 Jan 2006,297.077
10.5,0000 1 Jan 2006,297.071
1.5,0000 1 Feb 2006,298.6666
2.5,0000 1 Feb 2006,298.4989
3.5,0000 1 Feb 2006,298.3083
4.5,0000 1 Feb 2006,297.9529
5.5,0000 1 Feb 2006,297.4885
6.5,0000 1 Feb 2006,297.0947
7.5,0000 1 Feb 2006,296.9226
8.5,0000 1 Feb 2006,296.9322
9.5,0000 1 Feb 2006,296.9804
10.5,0000 1 Feb 2006,297.0343
1.5,0000 1 Mar 2006,299.0466
2.5,0000 1 Mar 2006,298.7544
3.5,0000 1 Mar 2006,298.3144
4.5,0000 1 Mar 2006,297.8253
5.5,0000 1 Mar 2006,297.4312
6.5,0000 1 Mar 2006,297.2727
7.5,0000 1 Mar 2006,297.2708
8.5,0000 1 Mar 2006,297.2961
9.5,0000 1 Mar 2006,297.3085
10.5,0000 1 Mar 2006,297.3357
1.5,0000 1 Apr 2006,299.7138
2.5,0000 1 Apr 2006,299.0304
3.5,0000 1 Apr 2006,298.33
4.5,0000 1 Apr 2006,297.7865
5.5,0000 1 Apr 2006,297.5355
6.5,0000 1 Apr 2006,297.5355
7.5,0000 1 Apr 2006,297.5881
8.5,0000 1 Apr 2006,297.5851
9.5,0000 1 Apr 2006,297.5982
10.5,0000 1 Apr 2006,297.6948
1.5,0000 1 May 2006,299.7813
2.5,0000 1 May 2006,299.069
3.5,0000 1 May 2006,298.5361
4.5,0000 1 May 2006,298.3402
5.5,0000 1 May 2006,298.3459
6.5,0000 1 May 2006,298.3755
7.5,0000 1 May 2006,298.3549
8.5,0000 1 May 2006,298.3143
9.5,0000 1 May 2006,298.3568
10.5,0000 1 May 2006,298.4655
1.5,0000 1 Jun 2006,299.3469
2.5,0000 1 Jun 2006,298.6329
3.5,0000 1 Jun 2006,298.3933
4.5,0000 1 Jun 2006,298.3914
5.5,0000 1 Jun 2006,298.4088
6.5,0000 1 Jun 2006,298.359
7.5,0000 1 Jun 2006,298.327
8.5,0000 1 Jun 2006,298.3484
9.5,0000 1 Jun 2006,298.4029
10.5,0000 1 Jun 2006,298.4078
1.5,0000 1 Jul 2006,299.4281
2.5,0000 1 Jul 2006,299.0758
3.5,0000 1 Jul 2006,299.0136
4.5,0000 1 Jul 2006,298.9968
5.5,0000 1 Jul 2006,298.9362
6.5,0000 1 Jul 2006,298.8293
7.5,0000 1 Jul 2006,298.7622
8.5,0000 1 Jul 2006,298.7901
9.5,0000 1 Jul 2006,298.7792
10.5,0000 1 Jul 2006,298.5872
1.5,0000 1 Aug 2006,299.3241
2.5,0000 1 Aug 2006,299.1251
3.5,0000 1 Aug 2006,299.07
4.5,0000 1 Aug 2006,298.981
5.5,0000 1 Aug 2006,298.8437
6.5,0000 1 Aug 2006,298.77
7.5,0000 1 Aug 2006,298.7593
8.5,0000 1 Aug 2006,298.6775
9.5,0000 1 Aug 2006,298.4013
10.5,0000 1 Aug 2006,297.8188
1.5,0000 1 Sep 2006,299.9688
2.5,0000 1 Sep 2006,299.8171
3.5,0000 1 Sep 2006,299.6639
4.5,0000 1 Sep 2006,299.4454
5.5,0000 1 Sep 2006,299.2397
6.5,0000 1 Sep 2006,299.029
7.5,0000 1 Sep 2006,298.7389
8.5,0000 1 Sep 2006,298.2965
9.5,0000 1 Sep 2006,297.6059
10.5,0000 1 Sep 2006,296.8307
1.5,0000 1 Oct 2006,300.108
2.5,0000 1 Oct 2006,299.8725
3.5,0000 1 Oct 2006,299.6035
4.5,0000 1 Oct 2006,299.3101
5.5,0000 1 Oct 2006,299.0425
6.5,0000 1 Oct 2006,298.7281
7.5,0000 1 Oct 2006,298.3068
8.5,0000 1 Oct 2006,297.6378
9.5,0000 1 Oct 2006,296.9098
10.5,0000 1 Oct 2006,296.2912
1.5,0000 1 Nov 2006,300.013
2.5,0000 1 Nov 2006,299.6346
3.5,0000 1 Nov 2006,299.3011
4.5,0000 1 Nov 2006,298.9988
5.5,0000 1 Nov 2006,298.663
6.5,0000 1 Nov 2006,298.2634
7.5,0000 1 Nov 2006,297.6734
8.5,0000 1 Nov 2006,296.9965
9.5,0000 1 Nov 2006,296.4344
10.5,0000 1 Nov 2006,296.1229
1.5,0000 1 Dec 2006,299.923
2.5,0000 1 Dec 2006,299.5658
3.5,0000 1 Dec 2006,299.3829
4.5,0000 1 Dec 2006,299.1943
5.5,0000 1 Dec 2006,298.8554
6.5,0000 1 Dec 2006,298.2205
7.5,0000 1 Dec 2006,297.4639
8.5,0000 1 Dec 2006,296.8297
9.5,0000 1 Dec 2006,296.5272
10.5,0000 1 Dec 2006,296.4082
1.5,0000 1 Jan 2007,299.5237
2.5,0000 1 Jan 2007,299.1504
3.5,0000 1 Jan 2007,298.8595
4.5,0000 1 Jan 2007,298.5048
5.5,0000 1 Jan 2007,297.9208
6.5,0000 1 Jan 2007,297.2957
7.5,0000 1 Jan 2007,296.8139
8.5,0000 1 Jan 2007,296.5633
9.5,0000 1 Jan 2007,296.4883
10.5,0000 1 Jan 2007,296.3939
1.5,0000 1 Feb 2007,299.293
2.5,0000 1 Feb 2007,298.891
3.5,0000 1 Feb 2007,298.473
4.5,0000 1 Feb 2007,297.9039
5.5,0000 1 Feb 2007,297.3056
6.5,0000 1 Feb 2007,296.8214
7.5,0000 1 Feb 2007,296.5776
8.5,0000 1 Feb 2007,296.5029
9.5,0000 1 Feb 2007,296.4622
10.5,0000 1 Feb 2007,296.4611
1.5,0000 1 Mar 2007,299.6219
2.5,0000 1 Mar 2007,299.1943
3.5,0000 1 Mar 2007,298.5402
4.5,0000 1 Mar 2007,297.808
5.5,0000 1 Mar 2007,297.2576
6.5,0000 1 Mar 2007,297.0909
7.5,0000 1 Mar 2007,297.0594
8.5,0000 1 Mar 2007,297.0201
9.5,0000 1 Mar 2007,296.9618
10.5,0000 1 Mar 2007,296.9323
1.5,0000 1 Apr 2007,299.4135
2.5,0000 1 Apr 2007,298.5081
3.5,0000 1 Apr 2007,297.7032
4.5,0000 1 Apr 2007,297.13
5.5,0000 1 Apr 2007,296.8951
6.5,0000 1 Apr 2007,296.8522
7.5,0000 1 Apr 2007,296.8376
8.5,0000 1 Apr 2007,296.8099
9.5,0000 1 Apr 2007,296.8212
10.5,0000 1 Apr 2007,296.9598
1.5,0000 1 May 2007,298.7021
2.5,0000 1 May 2007,297.7544
3.5,0000 1 May 2007,297.2546
4.5,0000 1 May 2007,297.1082
5.5,0000 1 May 2007,297.1451
6.5,0000 1 May 2007,297.1474
7.5,0000 1 May 2007,297.141
8.5,0000 1 May 2007,297.1528
9.5,0000 1 May 2007,297.2889
10.5,0000 1 May 2007,297.4843
1.5,0000 1 Jun 2007,298.1756
2.5,0000 1 Jun 2007,297.3145
3.5,0000 1 Jun 2007,297.1443
4.5,0000 1 Jun 2007,297.1468
5.5,0000 1 Jun 2007,297.0948
6.5,0000 1 Jun 2007,297.0251
7.5,0000 1 Jun 2007,297.0279
8.5,0000 1 Jun 2007,297.1846
9.5,0000 1 Jun 2007,297.43
10.5,0000 1 Jun 2007,297.6471
1.5,0000 1 Jul 2007,298.2216
2.5,0000 1 Jul 2007,297.6405
3.5,0000 1 Jul 2007,297.56
4.5,0000 1 Jul 2007,297.6012
5.5,0000 1 Jul 2007,297.6048
6.5,0000 1 Jul 2007,297.6272
7.5,0000 1 Jul 2007,297.7191
8.5,0000 1 Jul 2007,297.8793
9.5,0000 1 Jul 2007,297.9772
10.5,0000 1 Jul 2007,297.9243
1.5,0000 1 Aug 2007,297.7436
2.5,0000 1 Aug 2007,297.4526
3.5,0000 1 Aug 2007,297.541
4.5,0000 1 Aug 2007,297.552
5.5,0000 1 Aug 2007,297.5491
6.5,0000 1 Aug 2007,297.644
7.5,0000 1 Aug 2007,297.8157
8.5,0000 1 Aug 2007,297.9745
9.5,0000 1 Aug 2007,297.9616
10.5,0000 1 Aug 2007,297.727
1.5,0000 1 Sep 2007,297.4173
2.5,0000 1 Sep 2007,297.1117
3.5,0000 1 Sep 2007,297.0795
4.5,0000 1 Sep 2007,297.0539
5.5,0000 1 Sep 2007,297.132
6.5,0000 1 Sep 2007,297.3367
7.5,0000 1 Sep 2007,297.5478
8.5,0000 1 Sep 2007,297.5824
9.5,0000 1 Sep 2007,297.3747
10.5,0000 1 Sep 2007,297.046
1.5,0000 1 Oct 2007,297.121
2.5,0000 1 Oct 2007,296.8637
3.5,0000 1 Oct 2007,296.8735
4.5,0000 1 Oct 2007,296.9663
5.5,0000 1 Oct 2007,297.1127
6.5,0000 1 Oct 2007,297.2932
