L,MON,LDC_SST_GEM5_NEMO
1.5,0000 1 Jun 2013,299.0067
2.5,0000 1 Jun 2013,298.5165
3.5,0000 1 Jun 2013,298.4172
4.5,0000 1 Jun 2013,298.4583
5.5,0000 1 Jun 2013,298.5095
6.5,0000 1 Jun 2013,298.5357
7.5,0000 1 Jun 2013,298.568
8.5,0000 1 Jun 2013,298.6598
9.5,0000 1 Jun 2013,298.8238
10.5,0000 1 Jun 2013,298.9469
1.5,0000 1 Jul 2013,298.5984
2.5,0000 1 Jul 2013,298.215
3.5,0000 1 Jul 2013,298.2337
4.5,0000 1 Jul 2013,298.3198
5.5,0000 1 Jul 2013,298.3495
6.5,0000 1 Jul 2013,298.3611
7.5,0000 1 Jul 2013,298.4275
8.5,0000 1 Jul 2013,298.5456
9.5,0000 1 Jul 2013,298.6591
10.5,0000 1 Jul 2013,298.6244
1.5,0000 1 Aug 2013,298.6135
2.5,0000 1 Aug 2013,298.4124
3.5,0000 1 Aug 2013,298.4334
4.5,0000 1 Aug 2013,298.4598
5.5,0000 1 Aug 2013,298.4568
6.5,0000 1 Aug 2013,298.528
7.5,0000 1 Aug 2013,298.67
8.5,0000 1 Aug 2013,298.8052
9.5,0000 1 Aug 2013,298.7901
10.5,0000 1 Aug 2013,298.5341
1.5,0000 1 Sep 2013,298.8238
2.5,0000 1 Sep 2013,298.5833
3.5,0000 1 Sep 2013,298.5479
4.5,0000 1 Sep 2013,298.5582
5.5,0000 1 Sep 2013,298.5862
6.5,0000 1 Sep 2013,298.6377
7.5,0000 1 Sep 2013,298.6974
8.5,0000 1 Sep 2013,298.6548
9.5,0000 1 Sep 2013,298.4017
10.5,0000 1 Sep 2013,297.9854
1.5,0000 1 Oct 2013,299.0251
2.5,0000 1 Oct 2013,298.8527
3.5,0000 1 Oct 2013,298.7491
4.5,0000 1 Oct 2013,298.6917
5.5,0000 1 Oct 2013,298.7324
6.5,0000 1 Oct 2013,298.8372
7.5,0000 1 Oct 2013,298.8447
8.5,0000 1 Oct 2013,298.5501
9.5,0000 1 Oct 2013,298.0689
10.5,0000 1 Oct 2013,297.6243
1.5,0000 1 Nov 2013,298.7936
2.5,0000 1 Nov 2013,298.4552
3.5,0000 1 Nov 2013,298.3859
4.5,0000 1 Nov 2013,298.4779
5.5,0000 1 Nov 2013,298.571
6.5,0000 1 Nov 2013,298.539
7.5,0000 1 Nov 2013,298.2754
8.5,0000 1 Nov 2013,297.8784
9.5,0000 1 Nov 2013,297.4836
10.5,0000 1 Nov 2013,297.2303
1.5,0000 1 Dec 2013,298.8313
2.5,0000 1 Dec 2013,298.5883
3.5,0000 1 Dec 2013,298.6244
4.5,0000 1 Dec 2013,298.7124
5.5,0000 1 Dec 2013,298.6958
6.5,0000 1 Dec 2013,298.4628
7.5,0000 1 Dec 2013,298.0901
8.5,0000 1 Dec 2013,297.6866
9.5,0000 1 Dec 2013,297.4255
10.5,0000 1 Dec 2013,297.313
1.5,0000 1 Jan 2014,299.0602
2.5,0000 1 Jan 2014,299.0928
3.5,0000 1 Jan 2014,299.189
4.5,0000 1 Jan 2014,299.1553
5.5,0000 1 Jan 2014,298.8405
6.5,0000 1 Jan 2014,298.3669
7.5,0000 1 Jan 2014,297.9096
8.5,0000 1 Jan 2014,297.6649
9.5,0000 1 Jan 2014,297.5937
10.5,0000 1 Jan 2014,297.5675
1.5,0000 1 Feb 2014,299.3966
2.5,0000 1 Feb 2014,299.5331
3.5,0000 1 Feb 2014,299.5271
4.5,0000 1 Feb 2014,299.3163
5.5,0000 1 Feb 2014,298.9566
6.5,0000 1 Feb 2014,298.621
7.5,0000 1 Feb 2014,298.4427
8.5,0000 1 Feb 2014,298.3982
9.5,0000 1 Feb 2014,298.3666
10.5,0000 1 Feb 2014,298.2934
1.5,0000 1 Mar 2014,300.1516
2.5,0000 1 Mar 2014,300.1439
3.5,0000 1 Mar 2014,299.8405
4.5,0000 1 Mar 2014,299.3676
5.5,0000 1 Mar 2014,298.9575
6.5,0000 1 Mar 2014,298.7819
7.5,0000 1 Mar 2014,298.779
8.5,0000 1 Mar 2014,298.7777
9.5,0000 1 Mar 2014,298.7205
10.5,0000 1 Mar 2014,298.6654
1.5,0000 1 Apr 2014,300.4763
2.5,0000 1 Apr 2014,300.0223
3.5,0000 1 Apr 2014,299.4694
4.5,0000 1 Apr 2014,299.0464
5.5,0000 1 Apr 2014,298.9098
6.5,0000 1 Apr 2014,298.9233
7.5,0000 1 Apr 2014,298.9259
8.5,0000 1 Apr 2014,298.8829
9.5,0000 1 Apr 2014,298.8494
10.5,0000 1 Apr 2014,298.8876
1.5,0000 1 May 2014,300.4062
2.5,0000 1 May 2014,299.8394
3.5,0000 1 May 2014,299.4625
4.5,0000 1 May 2014,299.3473
5.5,0000 1 May 2014,299.4023
6.5,0000 1 May 2014,299.455
7.5,0000 1 May 2014,299.4642
8.5,0000 1 May 2014,299.4351
9.5,0000 1 May 2014,299.4449
10.5,0000 1 May 2014,299.4966
1.5,0000 1 Jun 2014,299.8189
2.5,0000 1 Jun 2014,299.317
3.5,0000 1 Jun 2014,299.2106
4.5,0000 1 Jun 2014,299.3033
5.5,0000 1 Jun 2014,299.3944
6.5,0000 1 Jun 2014,299.3936
7.5,0000 1 Jun 2014,299.3123
8.5,0000 1 Jun 2014,299.2774
9.5,0000 1 Jun 2014,299.3613
10.5,0000 1 Jun 2014,299.4421
1.5,0000 1 Jul 2014,299.564
2.5,0000 1 Jul 2014,299.3922
3.5,0000 1 Jul 2014,299.5123
4.5,0000 1 Jul 2014,299.6603
5.5,0000 1 Jul 2014,299.6903
6.5,0000 1 Jul 2014,299.6147
7.5,0000 1 Jul 2014,299.5071
8.5,0000 1 Jul 2014,299.4782
9.5,0000 1 Jul 2014,299.4325
10.5,0000 1 Jul 2014,299.2292
1.5,0000 1 Aug 2014,299.5786
2.5,0000 1 Aug 2014,299.5468
3.5,0000 1 Aug 2014,299.6651
4.5,0000 1 Aug 2014,299.7295
5.5,0000 1 Aug 2014,299.7477
6.5,0000 1 Aug 2014,299.7423
7.5,0000 1 Aug 2014,299.7279
8.5,0000 1 Aug 2014,299.653
9.5,0000 1 Aug 2014,299.3976
10.5,0000 1 Aug 2014,298.8625
1.5,0000 1 Sep 2014,299.39
2.5,0000 1 Sep 2014,299.2251
3.5,0000 1 Sep 2014,299.1749
4.5,0000 1 Sep 2014,299.1144
5.5,0000 1 Sep 2014,299.1137
6.5,0000 1 Sep 2014,299.19
7.5,0000 1 Sep 2014,299.278
8.5,0000 1 Sep 2014,299.1941
9.5,0000 1 Sep 2014,298.8357
10.5,0000 1 Sep 2014,298.2437
1.5,0000 1 Oct 2014,299.7768
2.5,0000 1 Oct 2014,299.6558
3.5,0000 1 Oct 2014,299.5665
4.5,0000 1 Oct 2014,299.4971
5.5,0000 1 Oct 2014,299.4449
6.5,0000 1 Oct 2014,299.4082
7.5,0000 1 Oct 2014,299.2727
8.5,0000 1 Oct 2014,298.8659
9.5,0000 1 Oct 2014,298.2825
10.5,0000 1 Oct 2014,297.7144
1.5,0000 1 Nov 2014,299.85
2.5,0000 1 Nov 2014,299.5935
3.5,0000 1 Nov 2014,299.4518
4.5,0000 1 Nov 2014,299.4005
5.5,0000 1 Nov 2014,299.3625
6.5,0000 1 Nov 2014,299.2398
7.5,0000 1 Nov 2014,298.8317
8.5,0000 1 Nov 2014,298.2549
9.5,0000 1 Nov 2014,297.7061
10.5,0000 1 Nov 2014,297.3954
1.5,0000 1 Dec 2014,299.7727
2.5,0000 1 Dec 2014,299.5625
3.5,0000 1 Dec 2014,299.538
4.5,0000 1 Dec 2014,299.5085
5.5,0000 1 Dec 2014,299.3481
6.5,0000 1 Dec 2014,298.9005
7.5,0000 1 Dec 2014,298.2735
8.5,0000 1 Dec 2014,297.732
9.5,0000 1 Dec 2014,297.4177
10.5,0000 1 Dec 2014,297.2825
1.5,0000 1 Jan 2015,299.7417
2.5,0000 1 Jan 2015,299.6442
3.5,0000 1 Jan 2015,299.6443
4.5,0000 1 Jan 2015,299.5323
5.5,0000 1 Jan 2015,299.1883
6.5,0000 1 Jan 2015,298.6915
7.5,0000 1 Jan 2015,298.2325
8.5,0000 1 Jan 2015,297.9694
9.5,0000 1 Jan 2015,297.836
10.5,0000 1 Jan 2015,297.7289
1.5,0000 1 Feb 2015,300.4357
2.5,0000 1 Feb 2015,300.545
3.5,0000 1 Feb 2015,300.49
4.5,0000 1 Feb 2015,300.1299
5.5,0000 1 Feb 2015,299.5557
6.5,0000 1 Feb 2015,299.0435
7.5,0000 1 Feb 2015,298.7778
8.5,0000 1 Feb 2015,298.7261
9.5,0000 1 Feb 2015,298.6861
10.5,0000 1 Feb 2015,298.6059
1.5,0000 1 Mar 2015,300.7134
2.5,0000 1 Mar 2015,300.6707
3.5,0000 1 Mar 2015,300.3418
4.5,0000 1 Mar 2015,299.8018
5.5,0000 1 Mar 2015,299.3087
6.5,0000 1 Mar 2015,299.0733
7.5,0000 1 Mar 2015,299.0601
8.5,0000 1 Mar 2015,299.0558
9.5,0000 1 Mar 2015,299.0077
10.5,0000 1 Mar 2015,298.9251
1.5,0000 1 Apr 2015,301.2095
2.5,0000 1 Apr 2015,300.8802
3.5,0000 1 Apr 2015,300.4218
4.5,0000 1 Apr 2015,300.0525
5.5,0000 1 Apr 2015,299.9289
6.5,0000 1 Apr 2015,299.9908
7.5,0000 1 Apr 2015,300.0437
8.5,0000 1 Apr 2015,299.9998
9.5,0000 1 Apr 2015,299.8888
10.5,0000 1 Apr 2015,299.8199
1.5,0000 1 May 2015,301.4575
2.5,0000 1 May 2015,301.1055
3.5,0000 1 May 2015,300.7515
4.5,0000 1 May 2015,300.6044
5.5,0000 1 May 2015,300.6163
6.5,0000 1 May 2015,300.651
7.5,0000 1 May 2015,300.5811
8.5,0000 1 May 2015,300.4135
9.5,0000 1 May 2015,300.2411
10.5,0000 1 May 2015,300.0798
1.5,0000 1 Jun 2015,301.2164
2.5,0000 1 Jun 2015,300.8757
3.5,0000 1 Jun 2015,300.7653
4.5,0000 1 Jun 2015,300.8374
5.5,0000 1 Jun 2015,300.9224
6.5,0000 1 Jun 2015,300.8814
7.5,0000 1 Jun 2015,300.7293
8.5,0000 1 Jun 2015,300.5673
9.5,0000 1 Jun 2015,300.4321
10.5,0000 1 Jun 2015,300.1531
1.5,0000 1 Jul 2015,301.6048
2.5,0000 1 Jul 2015,301.505
3.5,0000 1 Jul 2015,301.5521
4.5,0000 1 Jul 2015,301.6184
5.5,0000 1 Jul 2015,301.5962
6.5,0000 1 Jul 2015,301.446
7.5,0000 1 Jul 2015,301.2593
8.5,0000 1 Jul 2015,301.0735
9.5,0000 1 Jul 2015,300.6742
10.5,0000 1 Jul 2015,299.904
1.5,0000 1 Aug 2015,301.6514
2.5,0000 1 Aug 2015,301.5829
3.5,0000 1 Aug 2015,301.521
4.5,0000 1 Aug 2015,301.3679
5.5,0000 1 Aug 2015,301.1077
6.5,0000 1 Aug 2015,300.8025
7.5,0000 1 Aug 2015,300.5237
8.5,0000 1 Aug 2015,300.1197
9.5,0000 1 Aug 2015,299.4375
10.5,0000 1 Aug 2015,298.4579
1.5,0000 1 Sep 2015,301.8469
2.5,0000 1 Sep 2015,301.7237
3.5,0000 1 Sep 2015,301.5399
4.5,0000 1 Sep 2015,301.2592
5.5,0000 1 Sep 2015,300.9901
6.5,0000 1 Sep 2015,300.6903
7.5,0000 1 Sep 2015,300.2446
8.5,0000 1 Sep 2015,299.476
9.5,0000 1 Sep 2015,298.4104
10.5,0000 1 Sep 2015,297.3569
1.5,0000 1 Oct 2015,302.1068
2.5,0000 1 Oct 2015,301.9312
3.5,0000 1 Oct 2015,301.6304
4.5,0000 1 Oct 2015,301.3297
5.5,0000 1 Oct 2015,301.071
6.5,0000 1 Oct 2015,300.6123
7.5,0000 1 Oct 2015,299.7669
8.5,0000 1 Oct 2015,298.6154
9.5,0000 1 Oct 2015,297.5496
10.5,0000 1 Oct 2015,296.8142
1.5,0000 1 Nov 2015,301.8549
2.5,0000 1 Nov 2015,301.3801
3.5,0000 1 Nov 2015,300.9399
4.5,0000 1 Nov 2015,300.5615
5.5,0000 1 Nov 2015,300.0958
6.5,0000 1 Nov 2015,299.4262
7.5,0000 1 Nov 2015,298.5169
8.5,0000 1 Nov 2015,297.6266
9.5,0000 1 Nov 2015,296.9525
10.5,0000 1 Nov 2015,296.599
1.5,0000 1 Dec 2015,301.9031
2.5,0000 1 Dec 2015,301.5253
3.5,0000 1 Dec 2015,301.1691
4.5,0000 1 Dec 2015,300.7127
5.5,0000 1 Dec 2015,300.0189
6.5,0000 1 Dec 2015,299.0226
7.5,0000 1 Dec 2015,298.0027
8.5,0000 1 Dec 2015,297.2472
9.5,0000 1 Dec 2015,296.8575
10.5,0000 1 Dec 2015,296.6583
1.5,0000 1 Jan 2016,301.906
2.5,0000 1 Jan 2016,301.5722
3.5,0000 1 Jan 2016,301.0688
4.5,0000 1 Jan 2016,300.276
5.5,0000 1 Jan 2016,299.1893
6.5,0000 1 Jan 2016,298.1478
7.5,0000 1 Jan 2016,297.4149
8.5,0000 1 Jan 2016,297.0288
9.5,0000 1 Jan 2016,296.8624
10.5,0000 1 Jan 2016,296.7431
1.5,0000 1 Feb 2016,301.6311
2.5,0000 1 Feb 2016,301.0759
3.5,0000 1 Feb 2016,300.2134
4.5,0000 1 Feb 2016,299.067
5.5,0000 1 Feb 2016,298.0252
6.5,0000 1 Feb 2016,297.3873
7.5,0000 1 Feb 2016,297.1178
8.5,0000 1 Feb 2016,297.0006
9.5,0000 1 Feb 2016,296.8589
10.5,0000 1 Feb 2016,296.7597
1.5,0000 1 Mar 2016,301.0966
2.5,0000 1 Mar 2016,300.1666
3.5,0000 1 Mar 2016,299.0718
4.5,0000 1 Mar 2016,298.1586
5.5,0000 1 Mar 2016,297.5246
6.5,0000 1 Mar 2016,297.2594
7.5,0000 1 Mar 2016,297.1937
8.5,0000 1 Mar 2016,297.1424
9.5,0000 1 Mar 2016,297.099
10.5,0000 1 Mar 2016,297.1125
1.5,0000 1 Apr 2016,300.0776
2.5,0000 1 Apr 2016,298.8044
3.5,0000 1 Apr 2016,297.8891
4.5,0000 1 Apr 2016,297.3857
5.5,0000 1 Apr 2016,297.1622
6.5,0000 1 Apr 2016,297.065
7.5,0000 1 Apr 2016,296.9795
8.5,0000 1 Apr 2016,296.9363
9.5,0000 1 Apr 2016,296.9832
10.5,0000 1 Apr 2016,297.2089
1.5,0000 1 May 2016,299.1493
2.5,0000 1 May 2016,298.1429
3.5,0000 1 May 2016,297.6895
4.5,0000 1 May 2016,297.5561
5.5,0000 1 May 2016,297.4978
6.5,0000 1 May 2016,297.4444
7.5,0000 1 May 2016,297.405
8.5,0000 1 May 2016,297.4283
9.5,0000 1 May 2016,297.5836
10.5,0000 1 May 2016,297.8451
1.5,0000 1 Jun 2016,298.7521
2.5,0000 1 Jun 2016,298.1437
3.5,0000 1 Jun 2016,298.0965
4.5,0000 1 Jun 2016,298.0934
5.5,0000 1 Jun 2016,298.0507
6.5,0000 1 Jun 2016,297.9963
7.5,0000 1 Jun 2016,297.9799
8.5,0000 1 Jun 2016,298.1102
9.5,0000 1 Jun 2016,298.3329
10.5,0000 1 Jun 2016,298.5032
1.5,0000 1 Jul 2016,298.5626
2.5,0000 1 Jul 2016,298.3171
3.5,0000 1 Jul 2016,298.443
4.5,0000 1 Jul 2016,298.5319
5.5,0000 1 Jul 2016,298.5568
6.5,0000 1 Jul 2016,298.5779
7.5,0000 1 Jul 2016,298.6952
8.5,0000 1 Jul 2016,298.8661
9.5,0000 1 Jul 2016,298.9708
10.5,0000 1 Jul 2016,298.895
1.5,0000 1 Aug 2016,298.2709
2.5,0000 1 Aug 2016,298.1743
3.5,0000 1 Aug 2016,298.2831
4.5,0000 1 Aug 2016,298.323
5.5,0000 1 Aug 2016,298.3244
6.5,0000 1 Aug 2016,298.4205
7.5,0000 1 Aug 2016,298.5805
8.5,0000 1 Aug 2016,298.7105
9.5,0000 1 Aug 2016,298.643
10.5,0000 1 Aug 2016,298.2878
1.5,0000 1 Sep 2016,298.3259
2.5,0000 1 Sep 2016,298.1604
3.5,0000 1 Sep 2016,298.1662
4.5,0000 1 Sep 2016,298.1885
5.5,0000 1 Sep 2016,298.2641
6.5,0000 1 Sep 2016,298.4113
7.5,0000 1 Sep 2016,298.5781
8.5,0000 1 Sep 2016,298.6262
9.5,0000 1 Sep 2016,298.4375
10.5,0000 1 Sep 2016,298.0775
1.5,0000 1 Oct 2016,298.3005
2.5,0000 1 Oct 2016,298.1115
3.5,0000 1 Oct 2016,298.107
4.5,0000 1 Oct 2016,298.1985
5.5,0000 1 Oct 2016,298.4004
6.5,0000 1 Oct 2016,298.5844
7.5,0000 1 Oct 2016,298.6183
8.5,0000 1 Oct 2016,298.4106
9.5,0000 1 Oct 2016,298.103
10.5,0000 1 Oct 2016,297.81
1.5,0000 1 Nov 2016,298.5915
2.5,0000 1 Nov 2016,298.4546
3.5,0000 1 Nov 2016,298.4956
4.5,0000 1 Nov 2016,298.6089
5.5,0000 1 Nov 2016,298.7407
6.5,0000 1 Nov 2016,298.7431
7.5,0000 1 Nov 2016,298.51
8.5,0000 1 Nov 2016,298.133
9.5,0000 1 Nov 2016,297.7967
10.5,0000 1 Nov 2016,297.624
1.5,0000 1 Dec 2016,298.4681
2.5,0000 1 Dec 2016,298.3558
3.5,0000 1 Dec 2016,298.5016
4.5,0000 1 Dec 2016,298.6794
5.5,0000 1 Dec 2016,298.7176
6.5,0000 1 Dec 2016,298.5503
7.5,0000 1 Dec 2016,298.2089
8.5,0000 1 Dec 2016,297.8495
9.5,0000 1 Dec 2016,297.6158
10.5,0000 1 Dec 2016,297.5195
1.5,0000 1 Jan 2017,299.0365
2.5,0000 1 Jan 2017,299.1052
3.5,0000 1 Jan 2017,299.2253
4.5,0000 1 Jan 2017,299.2485
5.5,0000 1 Jan 2017,299.0906
6.5,0000 1 Jan 2017,298.7771
7.5,0000 1 Jan 2017,298.4731
8.5,0000 1 Jan 2017,298.3177
9.5,0000 1 Jan 2017,298.3054
10.5,0000 1 Jan 2017,298.2806
1.5,0000 1 Feb 2017,299.6799
2.5,0000 1 Feb 2017,299.7651
3.5,0000 1 Feb 2017,299.8066
4.5,0000 1 Feb 2017,299.6031
5.5,0000 1 Feb 2017,299.2258
6.5,0000 1 Feb 2017,298.8541
7.5,0000 1 Feb 2017,298.711
8.5,0000 1 Feb 2017,298.7531
9.5,0000 1 Feb 2017,298.8116
10.5,0000 1 Feb 2017,298.8122
1.5,0000 1 Mar 2017,300.1313
2.5,0000 1 Mar 2017,299.9729
3.5,0000 1 Mar 2017,299.6411
4.5,0000 1 Mar 2017,299.2106
5.5,0000 1 Mar 2017,298.8826
6.5,0000 1 Mar 2017,298.8045
7.5,0000 1 Mar 2017,298.9377
8.5,0000 1 Mar 2017,299.0757
9.5,0000 1 Mar 2017,299.1353
10.5,0000 1 Mar 2017,299.1255
1.5,0000 1 Apr 2017,300.4494
2.5,0000 1 Apr 2017,299.8701
3.5,0000 1 Apr 2017,299.2415
4.5,0000 1 Apr 2017,298.7805
5.5,0000 1 Apr 2017,298.6161
6.5,0000 1 Apr 2017,298.7001
7.5,0000 1 Apr 2017,298.823
8.5,0000 1 Apr 2017,298.8506
9.5,0000 1 Apr 2017,298.8199
10.5,0000 1 Apr 2017,298.8491
1.5,0000 1 May 2017,300.1245
2.5,0000 1 May 2017,299.4296
3.5,0000 1 May 2017,299.0232
4.5,0000 1 May 2017,298.9363
5.5,0000 1 May 2017,299.0443
6.5,0000 1 May 2017,299.1818
7.5,0000 1 May 2017,299.2329
8.5,0000 1 May 2017,299.1855
9.5,0000 1 May 2017,299.1438
10.5,0000 1 May 2017,299.18
1.5,0000 1 Jun 2017,299.5952
2.5,0000 1 Jun 2017,298.9489
3.5,0000 1 Jun 2017,298.7701
4.5,0000 1 Jun 2017,298.7916
5.5,0000 1 Jun 2017,298.8413
6.5,0000 1 Jun 2017,298.8453
7.5,0000 1 Jun 2017,298.8281
8.5,0000 1 Jun 2017,298.888
9.5,0000 1 Jun 2017,299.0203
10.5,0000 1 Jun 2017,299.0801
1.5,0000 1 Jul 2017,299.1214
2.5,0000 1 Jul 2017,298.6768
3.5,0000 1 Jul 2017,298.7522
4.5,0000 1 Jul 2017,298.8288
5.5,0000 1 Jul 2017,298.8122
6.5,0000 1 Jul 2017,298.7425
7.5,0000 1 Jul 2017,298.7603
8.5,0000 1 Jul 2017,298.8369
9.5,0000 1 Jul 2017,298.8914
10.5,0000 1 Jul 2017,298.746
1.5,0000 1 Aug 2017,298.7167
2.5,0000 1 Aug 2017,298.5049
3.5,0000 1 Aug 2017,298.5811
4.5,0000 1 Aug 2017,298.588
5.5,0000 1 Aug 2017,298.5724
6.5,0000 1 Aug 2017,298.6414
7.5,0000 1 Aug 2017,298.7711
8.5,0000 1 Aug 2017,298.8508
9.5,0000 1 Aug 2017,298.7429
10.5,0000 1 Aug 2017,298.3533
1.5,0000 1 Sep 2017,298.0752
2.5,0000 1 Sep 2017,297.7959
3.5,0000 1 Sep 2017,297.8427
4.5,0000 1 Sep 2017,297.9155
5.5,0000 1 Sep 2017,298.0284
6.5,0000 1 Sep 2017,298.1938
7.5,0000 1 Sep 2017,298.3539
8.5,0000 1 Sep 2017,298.3503
9.5,0000 1 Sep 2017,298.1201
10.5,0000 1 Sep 2017,297.7291
1.5,0000 1 Oct 2017,298.2233
2.5,0000 1 Oct 2017,298.027
3.5,0000 1 Oct 2017,298.0336
4.5,0000 1 Oct 2017,298.0627
5.5,0000 1 Oct 2017,298.1112
6.5,0000 1 Oct 2017,298.2125
7.5,0000 1 Oct 2017,298.1832
8.5,0000 1 Oct 2017,297.9339
9.5,0000 1 Oct 2017,297.5468
10.5,0000 1 Oct 2017,297.1806
1.5,0000 1 Nov 2017,298.0497
2.5,0000 1 Nov 2017,297.8444
3.5,0000 1 Nov 2017,297.9006
4.5,0000 1 Nov 2017,297.9764
5.5,0000 1 Nov 2017,298.0556
6.5,0000 1 Nov 2017,298.065
7.5,0000 1 Nov 2017,297.9006
8.5,0000 1 Nov 2017,297.5862
9.5,0000 1 Nov 2017,297.2947
10.5,0000 1 Nov 2017,297.1541
1.5,0000 1 Dec 2017,298.0854
2.5,0000 1 Dec 2017,297.9371
3.5,0000 1 Dec 2017,298.0141
4.5,0000 1 Dec 2017,298.1101
5.5,0000 1 Dec 2017,298.1545
6.5,0000 1 Dec 2017,297.9707
7.5,0000 1 Dec 2017,297.6434
8.5,0000 1 Dec 2017,297.3614
9.5,0000 1 Dec 2017,297.2538
10.5,0000 1 Dec 2017,297.2693
1.5,0000 1 Jan 2018,298.1677
2.5,0000 1 Jan 2018,298.1642
3.5,0000 1 Jan 2018,298.338
4.5,0000 1 Jan 2018,298.4261
5.5,0000 1 Jan 2018,298.2433
6.5,0000 1 Jan 2018,297.8729
7.5,0000 1 Jan 2018,297.5356
8.5,0000 1 Jan 2018,297.3682
9.5,0000 1 Jan 2018,297.3399
10.5,0000 1 Jan 2018,297.3355
1.5,0000 1 Feb 2018,299.0491
2.5,0000 1 Feb 2018,299.1021
3.5,0000 1 Feb 2018,299.0979
4.5,0000 1 Feb 2018,298.8788
5.5,0000 1 Feb 2018,298.5339
6.5,0000 1 Feb 2018,298.2049
7.5,0000 1 Feb 2018,298.0583
8.5,0000 1 Feb 2018,298.0324
9.5,0000 1 Feb 2018,297.9908
10.5,0000 1 Feb 2018,297.9184
1.5,0000 1 Mar 2018,299.2268
2.5,0000 1 Mar 2018,299.1772
3.5,0000 1 Mar 2018,298.945
4.5,0000 1 Mar 2018,298.5219
5.5,0000 1 Mar 2018,298.1491
6.5,0000 1 Mar 2018,297.9771
7.5,0000 1 Mar 2018,297.9823
8.5,0000 1 Mar 2018,297.9731
9.5,0000 1 Mar 2018,297.9308
10.5,0000 1 Mar 2018,297.9256
1.5,0000 1 Apr 2018,299.954
2.5,0000 1 Apr 2018,299.6688
3.5,0000 1 Apr 2018,299.2926
4.5,0000 1 Apr 2018,298.9802
5.5,0000 1 Apr 2018,298.8777
6.5,0000 1 Apr 2018,298.9093
7.5,0000 1 Apr 2018,298.9535
8.5,0000 1 Apr 2018,298.9422
9.5,0000 1 Apr 2018,298.9348
10.5,0000 1 Apr 2018,298.9937
1.5,0000 1 May 2018,300.0053
2.5,0000 1 May 2018,299.578
3.5,0000 1 May 2018,299.2226
4.5,0000 1 May 2018,299.082
5.5,0000 1 May 2018,299.0903
6.5,0000 1 May 2018,299.1092
7.5,0000 1 May 2018,299.0677
8.5,0000 1 May 2018,299.0154
9.5,0000 1 May 2018,299.0249
10.5,0000 1 May 2018,299.1261
1.5,0000 1 Jun 2018,299.7602
2.5,0000 1 Jun 2018,299.2678
3.5,0000 1 Jun 2018,299.1027
4.5,0000 1 Jun 2018,299.1273
5.5,0000 1 Jun 2018,299.156
6.5,0000 1 Jun 2018,299.1308
7.5,0000 1 Jun 2018,299.0888
8.5,0000 1 Jun 2018,299.1533
9.5,0000 1 Jun 2018,299.3019
10.5,0000 1 Jun 2018,299.3801
1.5,0000 1 Jul 2018,299.7089
2.5,0000 1 Jul 2018,299.4987
3.5,0000 1 Jul 2018,299.5889
4.5,0000 1 Jul 2018,299.7026
5.5,0000 1 Jul 2018,299.7812
6.5,0000 1 Jul 2018,299.7924
7.5,0000 1 Jul 2018,299.8046
8.5,0000 1 Jul 2018,299.8283
9.5,0000 1 Jul 2018,299.792
10.5,0000 1 Jul 2018,299.5635
1.5,0000 1 Aug 2018,299.4869
2.5,0000 1 Aug 2018,299.4196
3.5,0000 1 Aug 2018,299.5367
4.5,0000 1 Aug 2018,299.5663
5.5,0000 1 Aug 2018,299.4822
6.5,0000 1 Aug 2018,299.4051
7.5,0000 1 Aug 2018,299.4277
8.5,0000 1 Aug 2018,299.452
9.5,0000 1 Aug 2018,299.3128
10.5,0000 1 Aug 2018,298.8796
1.5,0000 1 Sep 2018,299.6045
2.5,0000 1 Sep 2018,299.522
3.5,0000 1 Sep 2018,299.4785
4.5,0000 1 Sep 2018,299.382
5.5,0000 1 Sep 2018,299.3047
6.5,0000 1 Sep 2018,299.3187
7.5,0000 1 Sep 2018,299.3334
8.5,0000 1 Sep 2018,299.2308
9.5,0000 1 Sep 2018,298.8801
10.5,0000 1 Sep 2018,298.3382
1.5,0000 1 Oct 2018,299.9819
2.5,0000 1 Oct 2018,299.7489
3.5,0000 1 Oct 2018,299.5564
4.5,0000 1 Oct 2018,299.3441
5.5,0000 1 Oct 2018,299.2306
6.5,0000 1 Oct 2018,299.1227
7.5,0000 1 Oct 2018,298.8903
8.5,0000 1 Oct 2018,298.3717
9.5,0000 1 Oct 2018,297.7205
10.5,0000 1 Oct 2018,297.1522
1.5,0000 1 Nov 2018,300.1662
2.5,0000 1 Nov 2018,299.954
3.5,0000 1 Nov 2018,299.8134
4.5,0000 1 Nov 2018,299.7418
5.5,0000 1 Nov 2018,299.6643
6.5,0000 1 Nov 2018,299.4464
7.5,0000 1 Nov 2018,298.9096
8.5,0000 1 Nov 2018,298.2054
9.5,0000 1 Nov 2018,297.5382
10.5,0000 1 Nov 2018,297.1341
1.5,0000 1 Dec 2018,299.8616
2.5,0000 1 Dec 2018,299.6194
3.5,0000 1 Dec 2018,299.5327
4.5,0000 1 Dec 2018,299.4429
5.5,0000 1 Dec 2018,299.2566
6.5,0000 1 Dec 2018,298.8635
7.5,0000 1 Dec 2018,298.3023
8.5,0000 1 Dec 2018,297.7887
9.5,0000 1 Dec 2018,297.4765
10.5,0000 1 Dec 2018,297.3419
1.5,0000 1 Jan 2019,300.1014
2.5,0000 1 Jan 2019,299.9581
3.5,0000 1 Jan 2019,299.8827
