L,MON,LDC_SST_GEM52_NEMO,LDC_SST_GEM52_NEMO_ONETWO,LDC_SST_GEM52_NEMO_THREE,LDC_SST_GEM52_NEMO_FOUR
3.5,0000 1 Mar 1994,298.1611,295.1853,299.4788,300.1915
4.5,0000 1 Mar 1994,297.4776,294.534,298.9237,299.7368
5.5,0000 1 Mar 1994,296.9575,294.1868,298.5263,299.3027
6.5,0000 1 Mar 1994,296.7088,294.2425,298.3602,298.9667
7.5,0000 1 Mar 1994,296.6337,294.7468,298.3677,298.7334
8.5,0000 1 Mar 1994,296.5882,295.4323,298.4523,298.5829
9.5,0000 1 Mar 1994,296.5757,296.2229,298.5693,298.4635
10.5,0000 1 Mar 1994,296.6587,297.1325,298.8779,298.3273
1.5,0000 1 Apr 1994,299.7748,296.2908,300.0734,301.349
2.5,0000 1 Apr 1994,299.043,295.3189,299.5557,300.9722
3.5,0000 1 Apr 1994,298.2155,294.6738,298.9818,300.4289
4.5,0000 1 Apr 1994,297.4677,294.3506,298.5496,299.88
5.5,0000 1 Apr 1994,297.0762,294.46,298.3604,299.4666
6.5,0000 1 Apr 1994,296.9371,294.8819,298.3778,299.168
7.5,0000 1 Apr 1994,296.8409,295.5183,298.4523,298.9194
8.5,0000 1 Apr 1994,296.739,296.3143,298.5694,298.6874
9.5,0000 1 Apr 1994,296.7573,297.2521,298.8692,298.4718
10.5,0000 1 Apr 1994,296.9336,298.097,299.4265,298.3189
1.5,0000 1 May 1994,299.6242,295.443,299.5455,301.4234
2.5,0000 1 May 1994,298.6765,294.806,298.9474,300.9228
3.5,0000 1 May 1994,297.9188,294.5497,298.5231,300.4065
4.5,0000 1 May 1994,297.5363,294.6812,298.379,300.0033
5.5,0000 1 May 1994,297.4164,295.1777,298.435,299.7114
6.5,0000 1 May 1994,297.3233,295.8578,298.5581,299.4674
7.5,0000 1 May 1994,297.2198,296.632,298.7477,299.2317
8.5,0000 1 May 1994,297.1945,297.4966,299.0821,298.9654
9.5,0000 1 May 1994,297.28,298.2959,299.6558,298.7076
10.5,0000 1 May 1994,297.4314,298.5864,300.2646,298.5512
1.5,0000 1 Jun 1994,299.1888,295.185,299.2693,301.3264
2.5,0000 1 Jun 1994,298.3916,294.9602,298.7245,300.8821
3.5,0000 1 Jun 1994,298.0507,295.1177,298.5005,300.5461
4.5,0000 1 Jun 1994,297.9884,295.584,298.5363,300.3438
5.5,0000 1 Jun 1994,297.9648,296.2606,298.6595,300.1771
6.5,0000 1 Jun 1994,297.9108,297.0131,298.8628,300.0012
7.5,0000 1 Jun 1994,297.8996,297.7798,299.2503,299.7635
8.5,0000 1 Jun 1994,298.0028,298.4738,299.7871,299.5085
9.5,0000 1 Jun 1994,298.1624,298.7338,300.3421,299.333
10.5,0000 1 Jun 1994,298.1851,297.9836,300.4892,299.2586
1.5,0000 1 Jul 1994,298.9044,295.0313,298.4457,301.4616
2.5,0000 1 Jul 1994,298.4981,295.3174,298.2195,301.1031
3.5,0000 1 Jul 1994,298.4794,295.8362,298.2724,300.9103
4.5,0000 1 Jul 1994,298.4985,296.4481,298.4076,300.7822
5.5,0000 1 Jul 1994,298.4546,297.1248,298.6011,300.6166
6.5,0000 1 Jul 1994,298.3653,297.8704,298.9859,300.3502
7.5,0000 1 Jul 1994,298.3613,298.561,299.5383,300.0228
8.5,0000 1 Jul 1994,298.3991,298.7589,300.124,299.7322
9.5,0000 1 Jul 1994,298.372,297.9687,300.368,299.5616
10.5,0000 1 Jul 1994,298.1452,296.5923,300.168,299.4491
1.5,0000 1 Aug 1994,298.9515,294.8591,298.0172,301.6047
2.5,0000 1 Aug 1994,298.6005,295.6801,298.0579,301.2077
3.5,0000 1 Aug 1994,298.4976,296.4691,298.1653,300.9419
4.5,0000 1 Aug 1994,298.3844,297.1794,298.3574,300.6897
5.5,0000 1 Aug 1994,298.2892,297.9625,298.7728,300.368
6.5,0000 1 Aug 1994,298.2976,298.6396,299.366,300.04
7.5,0000 1 Aug 1994,298.3888,298.8451,299.9991,299.7577
8.5,0000 1 Aug 1994,298.3481,297.999,300.2199,299.5772
9.5,0000 1 Aug 1994,298.0888,296.5899,300.0306,299.4112
10.5,0000 1 Aug 1994,297.5351,295.1877,299.4613,299.1418
1.5,0000 1 Sep 1994,299.4382,295.8421,298.095,301.7831
2.5,0000 1 Sep 1994,299.2229,296.8606,298.104,301.4579
3.5,0000 1 Sep 1994,299.0396,297.5153,298.2145,301.1393
4.5,0000 1 Sep 1994,298.8532,298.1366,298.535,300.7573
5.5,0000 1 Sep 1994,298.7201,298.724,299.1325,300.3723
6.5,0000 1 Sep 1994,298.6407,298.881,299.7646,300.06
7.5,0000 1 Sep 1994,298.4724,297.9451,300.0054,299.8515
8.5,0000 1 Sep 1994,298.1323,296.4531,299.7611,299.6675
9.5,0000 1 Sep 1994,297.5691,295.0196,299.1768,299.3723
10.5,0000 1 Sep 1994,296.9238,294.1989,298.6358,298.9791
1.5,0000 1 Oct 1994,299.7655,296.6718,298.6365,301.9633
2.5,0000 1 Oct 1994,299.443,297.6782,298.7276,301.5654
3.5,0000 1 Oct 1994,299.1747,298.3861,298.9724,301.1132
4.5,0000 1 Oct 1994,298.8901,298.9048,299.4264,300.6182
5.5,0000 1 Oct 1994,298.6556,298.9994,299.9328,300.181
6.5,0000 1 Oct 1994,298.3893,298.071,300.0765,299.9187
7.5,0000 1 Oct 1994,298.0421,296.5771,299.8112,299.6978
8.5,0000 1 Oct 1994,297.4836,295.1143,299.2237,299.3836
9.5,0000 1 Oct 1994,296.8412,294.2597,298.6863,298.9511
10.5,0000 1 Oct 1994,296.3198,293.8605,298.3543,298.5172
1.5,0000 1 Nov 1994,300.2587,297.73,299.1283,302.0746
2.5,0000 1 Nov 1994,299.9149,298.7513,299.3696,301.6074
3.5,0000 1 Nov 1994,299.5925,299.3516,299.7848,301.1286
4.5,0000 1 Nov 1994,299.3289,299.436,300.2624,300.7189
5.5,0000 1 Nov 1994,299.0119,298.5706,300.4226,300.4237
6.5,0000 1 Nov 1994,298.5943,297.106,300.1465,300.1708
7.5,0000 1 Nov 1994,297.9406,295.5485,299.528,299.816
8.5,0000 1 Nov 1994,297.1809,294.574,298.9375,299.2946
9.5,0000 1 Nov 1994,296.5755,294.1473,298.5691,298.7735
10.5,0000 1 Nov 1994,296.2653,294.0836,298.4405,298.3746
1.5,0000 1 Dec 1994,300.2149,298.3707,299.5353,301.7756
2.5,0000 1 Dec 1994,299.918,299.2441,299.9391,301.3189
3.5,0000 1 Dec 1994,299.7065,299.4991,300.392,300.9557
4.5,0000 1 Dec 1994,299.4396,298.7994,300.5126,300.678
5.5,0000 1 Dec 1994,298.9596,297.4216,300.1595,300.4033
6.5,0000 1 Dec 1994,298.1986,295.8765,299.4787,299.9958
7.5,0000 1 Dec 1994,297.3649,294.8186,298.841,299.4534
8.5,0000 1 Dec 1994,296.7203,294.2457,298.4355,298.9293
9.5,0000 1 Dec 1994,296.3729,294.1024,298.2785,298.5097
10.5,0000 1 Dec 1994,296.203,294.3996,298.2813,298.1974
1.5,0000 1 Jan 1995,299.7875,299.2371,300.1111,301.3907
2.5,0000 1 Jan 1995,299.5272,299.5398,300.4921,300.9321
3.5,0000 1 Jan 1995,299.3129,298.7233,300.4322,300.6318
4.5,0000 1 Jan 1995,298.9426,297.3251,299.8875,300.4023
5.5,0000 1 Jan 1995,298.2844,295.8383,298.9935,300.0673
6.5,0000 1 Jan 1995,297.516,294.9189,298.2166,299.5903
7.5,0000 1 Jan 1995,296.8898,294.4171,297.7592,299.1006
8.5,0000 1 Jan 1995,296.5238,294.2849,297.6283,298.6976
9.5,0000 1 Jan 1995,296.3494,294.6047,297.6467,298.3786
10.5,0000 1 Jan 1995,296.2057,295.1619,297.639,298.1156
1.5,0000 1 Feb 1995,300.1642,299.7903,300.8886,301.5112
2.5,0000 1 Feb 1995,299.8362,299.0408,300.784,301.2099
3.5,0000 1 Feb 1995,299.3546,297.6944,300.2159,300.9369
4.5,0000 1 Feb 1995,298.5981,296.2988,299.3245,300.5043
5.5,0000 1 Feb 1995,297.7732,295.3417,298.5205,299.9285
6.5,0000 1 Feb 1995,297.1242,294.7507,298.0292,299.3886
7.5,0000 1 Feb 1995,296.7869,294.5205,297.8621,298.9876
8.5,0000 1 Feb 1995,296.6368,294.7321,297.8803,298.7074
9.5,0000 1 Feb 1995,296.5047,295.2248,297.8921,298.4854
10.5,0000 1 Feb 1995,296.4359,296.015,297.9876,298.2641
1.5,0000 1 Mar 1995,299.8598,298.6339,300.7766,301.3918
2.5,0000 1 Mar 1995,299.3822,297.3855,300.4242,300.9756
3.5,0000 1 Mar 1995,298.6703,296.1394,299.6562,300.5135
4.5,0000 1 Mar 1995,297.9095,295.2419,298.938,300.011
5.5,0000 1 Mar 1995,297.3148,294.7323,298.444,299.5646
6.5,0000 1 Mar 1995,297.018,294.6135,298.2267,299.2077
7.5,0000 1 Mar 1995,296.8586,294.9,298.2141,298.9004
8.5,0000 1 Mar 1995,296.7016,295.4183,298.257,298.6313
9.5,0000 1 Mar 1995,296.58,296.112,298.3675,298.3877
10.5,0000 1 Mar 1995,296.5973,296.9726,298.6996,298.1803
1.5,0000 1 Apr 1995,299.6528,297.1412,300.1038,301.3784
2.5,0000 1 Apr 1995,298.7857,296.0789,299.4977,300.7816
3.5,0000 1 Apr 1995,297.9462,295.2097,298.9406,300.1578
4.5,0000 1 Apr 1995,297.327,294.7444,298.5835,299.6293
5.5,0000 1 Apr 1995,297.037,294.6608,298.4754,299.2711
6.5,0000 1 Apr 1995,296.9471,294.9775,298.5708,299.0266
7.5,0000 1 Apr 1995,296.8585,295.5146,298.7026,298.8235
8.5,0000 1 Apr 1995,296.7676,296.2532,298.8647,298.6203
9.5,0000 1 Apr 1995,296.7855,297.1801,299.1629,298.4246
10.5,0000 1 Apr 1995,296.9656,298.0135,299.6914,298.2855
1.5,0000 1 May 1995,299.0569,296.0602,299.097,301.1271
2.5,0000 1 May 1995,298.1481,295.3014,298.4889,300.4556
3.5,0000 1 May 1995,297.5428,294.8663,298.1157,299.9219
4.5,0000 1 May 1995,297.2916,294.8708,298.0064,299.575
5.5,0000 1 May 1995,297.2306,295.2653,298.0553,299.3225
6.5,0000 1 May 1995,297.1546,295.8672,298.1129,299.1175
7.5,0000 1 May 1995,297.0777,296.6386,298.2342,298.9113
8.5,0000 1 May 1995,297.0795,297.5362,298.5773,298.7039
9.5,0000 1 May 1995,297.1994,298.3005,299.1656,298.5098
10.5,0000 1 May 1995,297.3587,298.5478,299.8555,298.4185
1.5,0000 1 Jun 1995,298.7229,295.4539,298.5445,300.9306
2.5,0000 1 Jun 1995,297.9173,295.1887,298.065,300.2966
3.5,0000 1 Jun 1995,297.611,295.2466,297.9211,299.9265
4.5,0000 1 Jun 1995,297.5995,295.6138,297.9774,299.7132
5.5,0000 1 Jun 1995,297.5414,296.1323,297.9997,299.5037
6.5,0000 1 Jun 1995,297.4518,296.8091,298.0948,299.2665
7.5,0000 1 Jun 1995,297.4394,297.5921,298.3883,299.0106
8.5,0000 1 Jun 1995,297.5286,298.3182,298.9792,298.8167
9.5,0000 1 Jun 1995,297.6451,298.5452,299.6653,298.7473
10.5,0000 1 Jun 1995,297.6937,297.7535,300.0176,298.7857
1.5,0000 1 Jul 1995,298.458,295.14,298.456,300.7474
2.5,0000 1 Jul 1995,297.9404,295.3231,298.178,300.3059
3.5,0000 1 Jul 1995,297.8818,295.7382,298.0875,300.1262
4.5,0000 1 Jul 1995,297.849,296.3077,298.0459,299.9785
5.5,0000 1 Jul 1995,297.7514,297.0164,298.1301,299.758
6.5,0000 1 Jul 1995,297.7155,297.8315,298.43,299.4973
7.5,0000 1 Jul 1995,297.8028,298.51,298.9505,299.2541
8.5,0000 1 Jul 1995,297.9341,298.6765,299.5843,299.1234
9.5,0000 1 Jul 1995,297.9811,297.8411,299.9342,299.1192
10.5,0000 1 Jul 1995,297.884,296.5003,299.8799,299.1277
1.5,0000 1 Aug 1995,297.5956,294.8318,297.8243,300.1316
2.5,0000 1 Aug 1995,297.1901,295.4823,297.6986,299.6835
3.5,0000 1 Aug 1995,297.2421,296.0499,297.7103,299.5406
4.5,0000 1 Aug 1995,297.2166,296.7758,297.888,299.3232
5.5,0000 1 Aug 1995,297.213,297.6486,298.3004,299.0562
6.5,0000 1 Aug 1995,297.3133,298.5009,298.9592,298.8106
7.5,0000 1 Aug 1995,297.4525,298.7989,299.6422,298.6881
8.5,0000 1 Aug 1995,297.5351,298.0054,300.0239,298.6813
9.5,0000 1 Aug 1995,297.4864,296.5905,299.9353,298.7141
10.5,0000 1 Aug 1995,297.2817,295.195,299.5104,298.652
1.5,0000 1 Sep 1995,297.7725,295.5848,297.4629,300.1223
2.5,0000 1 Sep 1995,297.4552,296.3436,297.4455,299.7335
3.5,0000 1 Sep 1995,297.395,297.0023,297.6437,299.479
4.5,0000 1 Sep 1995,297.3979,297.834,298.1033,299.2122
5.5,0000 1 Sep 1995,297.4759,298.5998,298.7761,299.0076
6.5,0000 1 Sep 1995,297.5742,298.8616,299.5834,298.9077
7.5,0000 1 Sep 1995,297.6339,297.9407,300.0141,298.9081
8.5,0000 1 Sep 1995,297.5717,296.4737,299.958,298.9128
9.5,0000 1 Sep 1995,297.3234,295.0688,299.4402,298.8099
10.5,0000 1 Sep 1995,296.8547,294.2548,298.9333,298.5695
1.5,0000 1 Oct 1995,297.3924,295.7816,297.2972,299.8966
2.5,0000 1 Oct 1995,297.1115,296.7382,297.4805,299.4513
3.5,0000 1 Oct 1995,297.1348,297.5928,297.9488,299.1529
4.5,0000 1 Oct 1995,297.2498,298.3798,298.6375,298.9016
5.5,0000 1 Oct 1995,297.3758,298.6372,299.3833,298.7711
6.5,0000 1 Oct 1995,297.4617,297.8676,299.7805,298.7878
7.5,0000 1 Oct 1995,297.4147,296.4464,299.74,298.7833
8.5,0000 1 Oct 1995,297.1298,295.0753,299.3038,298.6433
9.5,0000 1 Oct 1995,296.6838,294.2477,298.8525,298.3828
10.5,0000 1 Oct 1995,296.2866,293.8914,298.5786,298.1077
1.5,0000 1 Nov 1995,297.573,296.2688,297.4878,299.9626
2.5,0000 1 Nov 1995,297.3466,297.4411,297.8249,299.4846
3.5,0000 1 Nov 1995,297.3839,298.3369,298.4612,299.1692
4.5,0000 1 Nov 1995,297.5092,298.5661,299.2137,298.9998
5.5,0000 1 Nov 1995,297.5576,297.6881,299.6339,298.9572
6.5,0000 1 Nov 1995,297.4942,296.3032,299.5845,298.9303
7.5,0000 1 Nov 1995,297.2636,295.0419,299.1404,298.7986
8.5,0000 1 Nov 1995,296.8832,294.296,298.6748,298.5685
9.5,0000 1 Nov 1995,296.5549,293.9964,298.405,298.3174
10.5,0000 1 Nov 1995,296.3698,294.0787,298.3548,298.1151
1.5,0000 1 Dec 1995,297.9348,297.1068,298.0145,300.1087
2.5,0000 1 Dec 1995,297.9054,298.1794,298.7485,299.6677
3.5,0000 1 Dec 1995,298.0758,298.3514,299.5813,299.5232
4.5,0000 1 Dec 1995,298.2014,297.5437,300.0397,299.5733
5.5,0000 1 Dec 1995,298.1537,296.3,299.9782,299.5697
6.5,0000 1 Dec 1995,297.8654,295.2504,299.5243,299.4087
7.5,0000 1 Dec 1995,297.4243,294.5763,299.0539,299.111
8.5,0000 1 Dec 1995,296.9942,294.2032,298.761,298.7905
9.5,0000 1 Dec 1995,296.7329,294.1388,298.6797,298.5403
10.5,0000 1 Dec 1995,296.6052,294.5516,298.7894,298.3784
1.5,0000 1 Jan 1996,298.4378,298.2559,299.3813,300.186
2.5,0000 1 Jan 1996,298.5546,298.5197,300.0562,299.9876
3.5,0000 1 Jan 1996,298.6548,297.8009,300.3925,300.0127
4.5,0000 1 Jan 1996,298.5948,296.5971,300.264,299.9769
5.5,0000 1 Jan 1996,298.2345,295.4984,299.7761,299.7675
6.5,0000 1 Jan 1996,297.674,294.7622,299.1976,299.406
7.5,0000 1 Jan 1996,297.142,294.3315,298.7707,299.0408
8.5,0000 1 Jan 1996,296.7909,294.2397,298.5853,298.7396
9.5,0000 1 Jan 1996,296.6217,294.5648,298.6096,298.5146
10.5,0000 1 Jan 1996,296.5105,295.1288,298.7164,298.3339
1.5,0000 1 Feb 1996,298.5702,298.4606,299.9316,300.0697
2.5,0000 1 Feb 1996,298.497,297.6532,300.2361,299.9518
3.5,0000 1 Feb 1996,298.3439,296.3682,300.0481,299.9155
4.5,0000 1 Feb 1996,298.028,295.2117,299.5472,299.7294
5.5,0000 1 Feb 1996,297.5361,294.4735,299.0535,299.4037
6.5,0000 1 Feb 1996,297.0437,294.119,298.7209,299.0448
7.5,0000 1 Feb 1996,296.7309,294.1436,298.6001,298.7528
8.5,0000 1 Feb 1996,296.606,294.55,298.6552,298.5555
9.5,0000 1 Feb 1996,296.5583,295.1205,298.7618,298.4313
10.5,0000 1 Feb 1996,296.5683,295.949,298.9304,298.3362
1.5,0000 1 Mar 1996,299.222,297.9207,300.3963,300.5631
2.5,0000 1 Mar 1996,298.9406,296.6839,300.3198,300.432
3.5,0000 1 Mar 1996,298.3689,295.569,299.8462,300.1523
4.5,0000 1 Mar 1996,297.7192,294.8665,299.2936,299.7306
5.5,0000 1 Mar 1996,297.1692,294.4965,298.9116,299.3117
6.5,0000 1 Mar 1996,296.8679,294.4711,298.7268,298.9723
7.5,0000 1 Mar 1996,296.7392,294.8258,298.7101,298.7296
8.5,0000 1 Mar 1996,296.667,295.4073,298.7652,298.5478
9.5,0000 1 Mar 1996,296.6576,296.162,298.9029,298.4244
10.5,0000 1 Mar 1996,296.804,297.0855,299.1938,298.3458
1.5,0000 1 Apr 1996,299.3112,296.4905,300.2223,300.6774
2.5,0000 1 Apr 1996,298.5494,295.4798,299.7659,300.267
3.5,0000 1 Apr 1996,297.7128,294.6941,299.1931,299.7791
4.5,0000 1 Apr 1996,297.0887,294.3163,298.7519,299.2946
5.5,0000 1 Apr 1996,296.741,294.3638,298.5186,298.9074
6.5,0000 1 Apr 1996,296.5628,294.8141,298.4857,298.62
7.5,0000 1 Apr 1996,296.4563,295.3977,298.5477,298.4289
8.5,0000 1 Apr 1996,296.4476,296.1847,298.7231,298.2872
9.5,0000 1 Apr 1996,296.5861,297.0898,299.0964,298.1739
10.5,0000 1 Apr 1996,296.8233,298.0152,299.6991,298.1086
1.5,0000 1 May 1996,299.1108,295.6106,299.3576,300.7826
2.5,0000 1 May 1996,298.2616,294.9398,298.7917,300.2355
3.5,0000 1 May 1996,297.5828,294.5803,298.333,299.7238
4.5,0000 1 May 1996,297.2197,294.6789,298.0941,299.3627
5.5,0000 1 May 1996,297.0776,295.0941,298.0439,299.1445
6.5,0000 1 May 1996,297.028,295.6665,298.106,299.0175
7.5,0000 1 May 1996,297.0422,296.4173,298.3049,298.9207
8.5,0000 1 May 1996,297.1525,297.3959,298.7007,298.8274
9.5,0000 1 May 1996,297.331,298.3218,299.3361,298.7415
10.5,0000 1 May 1996,297.5507,298.8118,300.0775,298.7342
1.5,0000 1 Jun 1996,298.3053,294.8391,298.8657,300.3245
2.5,0000 1 Jun 1996,297.4961,294.5166,298.409,299.7274
3.5,0000 1 Jun 1996,297.1499,294.6034,298.1644,299.324
4.5,0000 1 Jun 1996,297.0572,295.0293,298.1509,299.1158
5.5,0000 1 Jun 1996,297.0557,295.6136,298.2531,299.0257
6.5,0000 1 Jun 1996,297.099,296.4052,298.5044,298.9932
7.5,0000 1 Jun 1996,297.2195,297.3714,298.9906,298.9333
8.5,0000 1 Jun 1996,297.431,298.3229,299.657,298.8513
9.5,0000 1 Jun 1996,297.6703,298.7675,300.3647,298.8454
10.5,0000 1 Jun 1996,297.8642,298.2424,300.7903,298.9319
1.5,0000 1 Jul 1996,298.2462,294.4633,298.2474,300.3291
2.5,0000 1 Jul 1996,297.6158,294.7385,297.9433,299.8095
3.5,0000 1 Jul 1996,297.4715,295.1975,297.8409,299.5628
4.5,0000 1 Jul 1996,297.4353,295.7507,297.88,299.4818
5.5,0000 1 Jul 1996,297.442,296.5662,298.1035,299.4604
6.5,0000 1 Jul 1996,297.5017,297.5764,298.5807,299.389
7.5,0000 1 Jul 1996,297.6432,298.5432,299.2731,299.259
8.5,0000 1 Jul 1996,297.8495,298.9631,300.015,299.1902
9.5,0000 1 Jul 1996,298.0501,298.3717,300.421,299.2454
10.5,0000 1 Jul 1996,298.1152,297.1334,300.3625,299.2932
1.5,0000 1 Aug 1996,298.2864,294.6259,298.0181,300.4288
2.5,0000 1 Aug 1996,297.9332,295.4358,297.9252,300.0902
3.5,0000 1 Aug 1996,297.9283,296.094,297.9757,300.041
4.5,0000 1 Aug 1996,298.0099,296.8135,298.2092,300.0842
5.5,0000 1 Aug 1996,298.0858,297.6682,298.6928,300.0313
6.5,0000 1 Aug 1996,298.1826,298.5741,299.3692,299.9016
7.5,0000 1 Aug 1996,298.3238,299.0663,300.1351,299.7944
8.5,0000 1 Aug 1996,298.4972,298.5707,300.5985,299.8064
9.5,0000 1 Aug 1996,298.5879,297.357,300.5617,299.8355
10.5,0000 1 Aug 1996,298.4557,296.0387,300.0601,299.7643
1.5,0000 1 Sep 1996,298.2704,294.9423,297.698,300.5652
2.5,0000 1 Sep 1996,298.0703,295.9336,297.7053,300.3119
3.5,0000 1 Sep 1996,298.0757,296.7251,297.9345,300.2238
4.5,0000 1 Sep 1996,298.1315,297.624,298.4663,300.1197
5.5,0000 1 Sep 1996,298.1944,298.516,299.3224,299.9591
6.5,0000 1 Sep 1996,298.3401,298.9622,300.1161,299.859
7.5,0000 1 Sep 1996,298.4702,298.3568,300.543,299.8523
8.5,0000 1 Sep 1996,298.5125,297.1104,300.3983,299.8539
9.5,0000 1 Sep 1996,298.3118,295.8264,299.9145,299.7417
10.5,0000 1 Sep 1996,297.9134,295.0314,299.3557,299.5012
1.5,0000 1 Oct 1996,298.5121,295.3693,297.8842,300.8476
2.5,0000 1 Oct 1996,298.3492,296.5359,298.1182,300.6879
3.5,0000 1 Oct 1996,298.3493,297.6075,298.6008,300.5414
4.5,0000 1 Oct 1996,298.3902,298.5507,299.366,300.3235
5.5,0000 1 Oct 1996,298.545,298.9854,300.1967,300.1721
6.5,0000 1 Oct 1996,298.7521,298.4054,300.6656,300.1866
7.5,0000 1 Oct 1996,298.8738,297.2267,300.6038,300.2128
8.5,0000 1 Oct 1996,298.6968,296.0731,300.089,300.1057
9.5,0000 1 Oct 1996,298.2702,295.3457,299.5494,299.8386
10.5,0000 1 Oct 1996,297.8319,294.951,299.2043,299.5358
1.5,0000 1 Nov 1996,298.5341,295.857,297.9868,300.9333
2.5,0000 1 Nov 1996,298.4483,297.1964,298.4257,300.6782
3.5,0000 1 Nov 1996,298.5039,298.2485,299.1524,300.4286
4.5,0000 1 Nov 1996,298.6165,298.7792,299.9359,300.2381
5.5,0000 1 Nov 1996,298.7621,298.273,300.3497,300.213
6.5,0000 1 Nov 1996,298.8272,297.1692,300.2639,300.2116
7.5,0000 1 Nov 1996,298.6678,295.9941,299.7918,300.0958
8.5,0000 1 Nov 1996,298.3203,295.2286,299.2977,299.8578
9.5,0000 1 Nov 1996,297.9397,294.8442,298.9896,299.5997
10.5,0000 1 Nov 1996,297.6384,294.7591,298.918,299.368
1.5,0000 1 Dec 1996,298.3732,297.0338,298.5506,300.6215
2.5,0000 1 Dec 1996,298.3611,298.2913,299.2326,300.3256
3.5,0000 1 Dec 1996,298.579,298.8197,299.9647,300.2344
4.5,0000 1 Dec 1996,298.7973,298.3394,300.3758,300.287
5.5,0000 1 Dec 1996,298.9346,297.3067,300.3424,300.3381
6.5,0000 1 Dec 1996,298.8192,296.2227,299.8925,300.2567
7.5,0000 1 Dec 1996,298.5036,295.5396,299.4007,300.0313
8.5,0000 1 Dec 1996,298.1372,295.2156,299.078,299.7636
9.5,0000 1 Dec 1996,297.8752,295.1365,299.0154,299.5425
10.5,0000 1 Dec 1996,297.7274,295.4182,299.1368,299.3864
1.5,0000 1 Jan 1997,298.7217,298.1473,298.8394,300.8397
2.5,0000 1 Jan 1997,298.8401,298.6671,299.634,300.6409
3.5,0000 1 Jan 1997,299.101,298.2568,300.0864,300.6541
4.5,0000 1 Jan 1997,299.276,297.3414,300.0245,300.693
5.5,0000 1 Jan 1997,299.2054,296.53,299.5982,300.5849
6.5,0000 1 Jan 1997,298.928,296.0216,299.1266,300.3621
7.5,0000 1 Jan 1997,298.6109,295.7527,298.8511,300.123
8.5,0000 1 Jan 1997,298.409,295.6601,298.8304,299.9559
9.5,0000 1 Jan 1997,298.3331,295.8388,298.974,299.8623
10.5,0000 1 Jan 1997,298.2995,296.2075,299.1579,299.8305
1.5,0000 1 Feb 1997,299.3887,299.0429,300.0238,301.1218
2.5,0000 1 Feb 1997,299.6049,298.8018,300.5,301.1077
3.5,0000 1 Feb 1997,299.7053,297.9316,300.3891,301.1076
4.5,0000 1 Feb 1997,299.5445,297.0141,299.905,300.9252
5.5,0000 1 Feb 1997,299.1581,296.3782,299.3682,300.6199
6.5,0000 1 Feb 1997,298.7507,296.0022,298.9956,300.3255
7.5,0000 1 Feb 1997,298.4949,295.9398,298.9048,300.1406
8.5,0000 1 Feb 1997,298.3933,296.1206,299.0361,300.0407
9.5,0000 1 Feb 1997,298.3337,296.4716,299.2017,299.9581
10.5,0000 1 Feb 1997,298.2612,296.9094,299.413,299.8365
1.5,0000 1 Mar 1997,300.269,299.5419,300.697,301.7333
2.5,0000 1 Mar 1997,300.3861,298.7907,300.6773,301.7876
3.5,0000 1 Mar 1997,300.1886,297.8639,300.1716,301.5905
4.5,0000 1 Mar 1997,299.7722,297.1259,299.5747,301.2802
5.5,0000 1 Mar 1997,299.3747,296.6942,299.1139,300.9895
6.5,0000 1 Mar 1997,299.1581,296.5466,298.9157,300.8217
7.5,0000 1 Mar 1997,299.1158,296.6593,298.9431,300.7535
8.5,0000 1 Mar 1997,299.1013,296.896,299.0445,300.7107
9.5,0000 1 Mar 1997,299.0684,297.3152,299.2111,300.6168
10.5,0000 1 Mar 1997,299.0208,297.9134,299.5158,300.4444
1.5,0000 1 Apr 1997,300.6407,298.5903,300.7214,302.003
2.5,0000 1 Apr 1997,300.4212,297.7754,300.3619,301.791
3.5,0000 1 Apr 1997,300.0309,297.1808,299.856,301.505
4.5,0000 1 Apr 1997,299.6722,296.8506,299.4914,301.2633
5.5,0000 1 Apr 1997,299.5221,296.7736,299.4016,301.1581
6.5,0000 1 Apr 1997,299.5234,296.9614,299.5399,301.1468
7.5,0000 1 Apr 1997,299.5428,297.3375,299.7431,301.1132
8.5,0000 1 Apr 1997,299.5103,297.826,299.9474,301.0019
9.5,0000 1 Apr 1997,299.4445,298.3565,300.2346,300.8116
10.5,0000 1 Apr 1997,299.4048,298.8202,300.6406,300.611
1.5,0000 1 May 1997,301.0469,298.633,300.6711,302.2169
2.5,0000 1 May 1997,300.6788,297.9676,300.1182,301.9828
3.5,0000 1 May 1997,300.3178,297.5431,299.7472,301.758
4.5,0000 1 May 1997,300.1587,297.41,299.667,301.646
5.5,0000 1 May 1997,300.1641,297.5342,299.8224,301.6267
6.5,0000 1 May 1997,300.1946,297.867,300.0338,301.5818
7.5,0000 1 May 1997,300.1724,298.3263,300.2537,301.4458
8.5,0000 1 May 1997,300.1037,298.8435,300.5309,301.2357
9.5,0000 1 May 1997,300.0223,299.2807,300.9095,301.0151
10.5,0000 1 May 1997,299.9315,299.3508,301.3388,300.8348
1.5,0000 1 Jun 1997,301.3968,298.8079,300.5954,302.1872
2.5,0000 1 Jun 1997,301.0858,298.5554,300.2504,302.032
3.5,0000 1 Jun 1997,300.9221,298.3836,300.1401,302.0128
4.5,0000 1 Jun 1997,300.9099,298.3888,300.2384,302.0557
5.5,0000 1 Jun 1997,300.9282,298.6089,300.402,302.0284
