L,MON,LDC_SST_GEM52_NEMO,LDC_SST_GEM52_NEMO_ONETWO,LDC_SST_GEM52_NEMO_THREE,LDC_SST_GEM52_NEMO_FOUR
7.5,0000 1 Oct 2005,298.2318,296.8408,300.3872,299.5633
8.5,0000 1 Oct 2005,297.9547,295.5332,299.9258,299.4389
9.5,0000 1 Oct 2005,297.5285,294.7464,299.4535,299.1891
10.5,0000 1 Oct 2005,297.0859,294.3711,299.1577,298.877
1.5,0000 1 Nov 2005,298.453,296.3302,297.9846,301.0949
2.5,0000 1 Nov 2005,298.2923,297.658,298.3269,300.6914
3.5,0000 1 Nov 2005,298.3926,298.6197,298.9537,300.3106
4.5,0000 1 Nov 2005,298.4916,298.9454,299.659,300.0219
5.5,0000 1 Nov 2005,298.5466,298.2776,300.0041,299.9035
6.5,0000 1 Nov 2005,298.4669,296.9905,299.8994,299.8347
7.5,0000 1 Nov 2005,298.1572,295.6655,299.4554,299.6526
8.5,0000 1 Nov 2005,297.6731,294.8136,299.042,299.3422
9.5,0000 1 Nov 2005,297.1761,294.3669,298.7937,298.9964
10.5,0000 1 Nov 2005,296.8397,294.301,298.7612,298.7099
1.5,0000 1 Dec 2005,297.9477,297.0228,298.1062,300.4381
2.5,0000 1 Dec 2005,297.8797,298.1711,298.8378,299.9537
3.5,0000 1 Dec 2005,298.102,298.4786,299.5897,299.7821
4.5,0000 1 Dec 2005,298.2816,297.8315,299.923,299.7385
5.5,0000 1 Dec 2005,298.2418,296.6905,299.7744,299.6678
6.5,0000 1 Dec 2005,297.9672,295.6555,299.3039,299.4511
7.5,0000 1 Dec 2005,297.5308,294.9669,298.9153,299.1271
8.5,0000 1 Dec 2005,297.1338,294.5935,298.7027,298.8154
9.5,0000 1 Dec 2005,296.8974,294.5264,298.7039,298.5826
10.5,0000 1 Dec 2005,296.8031,294.8652,298.8414,298.4135
1.5,0000 1 Jan 2006,298.4923,298.5451,299.2894,300.2422
2.5,0000 1 Jan 2006,298.6005,298.8571,300.0266,300.0891
3.5,0000 1 Jan 2006,298.7011,298.0652,300.3209,300.1412
4.5,0000 1 Jan 2006,298.6497,296.778,300.1739,300.1591
5.5,0000 1 Jan 2006,298.3788,295.6175,299.7073,300.0209
6.5,0000 1 Jan 2006,297.9483,294.9294,299.2563,299.7463
7.5,0000 1 Jan 2006,297.5028,294.5944,298.9676,299.4126
8.5,0000 1 Jan 2006,297.1852,294.5777,298.9039,299.1153
9.5,0000 1 Jan 2006,297.0013,294.9039,299.0229,298.8839
10.5,0000 1 Jan 2006,296.898,295.4779,299.2127,298.7076
1.5,0000 1 Feb 2006,298.6925,298.9679,300.0333,300.2094
2.5,0000 1 Feb 2006,298.5203,297.9893,300.3957,300.1332
3.5,0000 1 Feb 2006,298.3622,296.5871,300.3653,300.1087
4.5,0000 1 Feb 2006,298.093,295.413,299.9727,299.9767
5.5,0000 1 Feb 2006,297.716,294.7219,299.5096,299.7211
6.5,0000 1 Feb 2006,297.3454,294.3749,299.2052,299.3962
7.5,0000 1 Feb 2006,297.0806,294.4318,299.1039,299.1031
8.5,0000 1 Feb 2006,296.9619,294.8497,299.1847,298.8883
9.5,0000 1 Feb 2006,296.8919,295.4728,299.3039,298.7466
10.5,0000 1 Feb 2006,296.8972,296.2831,299.465,298.6343
1.5,0000 1 Mar 2006,299.0969,297.8976,300.4391,300.6617
2.5,0000 1 Mar 2006,298.9409,296.501,300.4248,300.5866
3.5,0000 1 Mar 2006,298.5823,295.4525,299.9989,300.3815
4.5,0000 1 Mar 2006,298.1306,294.8813,299.4951,300.06
5.5,0000 1 Mar 2006,297.7301,294.6456,299.1758,299.7263
6.5,0000 1 Mar 2006,297.4831,294.7534,299.0782,299.4512
7.5,0000 1 Mar 2006,297.3687,295.1606,299.1309,299.2522
8.5,0000 1 Mar 2006,297.2941,295.7692,299.2396,299.1056
9.5,0000 1 Mar 2006,297.2663,296.5703,299.4144,298.9698
10.5,0000 1 Mar 2006,297.3157,297.4928,299.7288,298.8077
1.5,0000 1 Apr 2006,299.6654,296.8462,300.4034,301.0665
2.5,0000 1 Apr 2006,299.0152,295.9329,299.9675,300.7776
3.5,0000 1 Apr 2006,298.3788,295.291,299.4427,300.3814
4.5,0000 1 Apr 2006,297.9131,294.999,299.0987,299.9639
5.5,0000 1 Apr 2006,297.6599,295.0481,298.973,299.6542
6.5,0000 1 Apr 2006,297.5611,295.4891,299.0105,299.4531
7.5,0000 1 Apr 2006,297.496,296.0844,299.1133,299.3184
8.5,0000 1 Apr 2006,297.4742,296.8141,299.2976,299.1701
9.5,0000 1 Apr 2006,297.5466,297.6046,299.6309,299.011
10.5,0000 1 Apr 2006,297.723,298.3774,300.1199,298.8989
1.5,0000 1 May 2006,299.7458,296.0848,299.8975,301.3102
2.5,0000 1 May 2006,299.0242,295.5627,299.3834,300.881
3.5,0000 1 May 2006,298.4491,295.2316,299.0385,300.4487
4.5,0000 1 May 2006,298.17,295.2991,298.9189,300.1252
5.5,0000 1 May 2006,298.0602,295.738,298.9773,299.9137
6.5,0000 1 May 2006,297.9893,296.341,299.099,299.7687
7.5,0000 1 May 2006,297.9175,297.0033,299.3163,299.6202
8.5,0000 1 May 2006,297.9104,297.7402,299.673,299.4538
9.5,0000 1 May 2006,298.0277,298.4202,300.1514,299.3312
10.5,0000 1 May 2006,298.2101,298.6854,300.7323,299.2871
1.5,0000 1 Jun 2006,299.3122,295.5641,299.4322,301.1733
2.5,0000 1 Jun 2006,298.6037,295.3337,299.0685,300.5981
3.5,0000 1 Jun 2006,298.2797,295.3002,298.9294,300.2348
4.5,0000 1 Jun 2006,298.1565,295.6714,298.9901,299.9834
5.5,0000 1 Jun 2006,298.0115,296.238,299.0979,299.7857
6.5,0000 1 Jun 2006,297.8795,296.9558,299.2931,299.6078
7.5,0000 1 Jun 2006,297.8275,297.7542,299.672,299.4237
8.5,0000 1 Jun 2006,297.911,298.4999,300.2019,299.2708
9.5,0000 1 Jun 2006,298.051,298.7342,300.7852,299.1866
10.5,0000 1 Jun 2006,298.1413,297.9382,301.0855,299.1989
1.5,0000 1 Jul 2006,299.2607,295.8424,298.7822,301.317
2.5,0000 1 Jul 2006,298.8754,295.9226,298.6271,300.9209
3.5,0000 1 Jul 2006,298.7839,296.2131,298.6585,300.6969
4.5,0000 1 Jul 2006,298.7356,296.759,298.7526,300.5577
5.5,0000 1 Jul 2006,298.6647,297.4488,298.96,300.4128
6.5,0000 1 Jul 2006,298.6279,298.2542,299.3457,300.1971
7.5,0000 1 Jul 2006,298.6497,298.9272,299.8948,300.0006
8.5,0000 1 Jul 2006,298.7251,299.1082,300.5306,299.8794
9.5,0000 1 Jul 2006,298.7231,298.2992,300.9035,299.8698
10.5,0000 1 Jul 2006,298.5686,296.9371,300.8381,299.8509
1.5,0000 1 Aug 2006,299.3285,295.8069,298.7519,301.5203
2.5,0000 1 Aug 2006,299.1026,296.3137,298.7788,301.1675
3.5,0000 1 Aug 2006,298.9924,296.8731,298.8611,300.8741
4.5,0000 1 Aug 2006,298.843,297.4641,299.0373,300.6116
5.5,0000 1 Aug 2006,298.6956,298.1145,299.382,300.3078
6.5,0000 1 Aug 2006,298.6468,298.6863,299.9285,300.0381
7.5,0000 1 Aug 2006,298.6808,298.7577,300.505,299.8859
8.5,0000 1 Aug 2006,298.6014,297.9417,300.8216,299.8398
9.5,0000 1 Aug 2006,298.3527,296.603,300.6977,299.7676
10.5,0000 1 Aug 2006,297.813,295.3246,300.233,299.5257
1.5,0000 1 Sep 2006,299.8218,296.445,298.9972,301.877
2.5,0000 1 Sep 2006,299.5819,297.2286,299.1135,301.5425
3.5,0000 1 Sep 2006,299.3867,297.8526,299.278,301.2059
4.5,0000 1 Sep 2006,299.1939,298.491,299.5823,300.8411
5.5,0000 1 Sep 2006,299.0434,299.055,300.0124,300.5007
6.5,0000 1 Sep 2006,298.968,299.1734,300.5435,300.274
7.5,0000 1 Sep 2006,298.8203,298.2783,300.7742,300.1488
8.5,0000 1 Sep 2006,298.5526,296.8331,300.6335,300.0474
9.5,0000 1 Sep 2006,298.0305,295.4052,300.1136,299.8096
10.5,0000 1 Sep 2006,297.3335,294.5462,299.5657,299.4221
1.5,0000 1 Oct 2006,300.0333,297.0302,299.3727,301.9908
2.5,0000 1 Oct 2006,299.7784,297.9319,299.5448,301.5974
3.5,0000 1 Oct 2006,299.5166,298.6183,299.8455,301.1487
4.5,0000 1 Oct 2006,299.3194,299.1051,300.2997,300.7213
5.5,0000 1 Oct 2006,299.1356,299.0916,300.826,300.4107
6.5,0000 1 Oct 2006,298.8692,298.2327,301.0392,300.2233
7.5,0000 1 Oct 2006,298.4583,296.8405,300.8172,300.0577
8.5,0000 1 Oct 2006,297.8623,295.4901,300.2047,299.7576
9.5,0000 1 Oct 2006,297.1573,294.6089,299.5653,299.3036
10.5,0000 1 Oct 2006,296.5176,294.1311,299.1459,298.785
1.5,0000 1 Nov 2006,299.8911,297.5054,299.5911,301.8294
2.5,0000 1 Nov 2006,299.5197,298.405,299.8658,301.3012
3.5,0000 1 Nov 2006,299.3061,299.0002,300.2668,300.8621
4.5,0000 1 Nov 2006,299.1786,299.0044,300.7165,300.5653
5.5,0000 1 Nov 2006,298.9539,298.0989,300.8505,300.3837
6.5,0000 1 Nov 2006,298.5594,296.7426,300.5871,300.208
7.5,0000 1 Nov 2006,297.9734,295.4939,299.9991,299.898
8.5,0000 1 Nov 2006,297.3356,294.7496,299.3958,299.4478
9.5,0000 1 Nov 2006,296.787,294.3055,299.0021,298.9598
10.5,0000 1 Nov 2006,296.4232,294.2242,298.8639,298.5348
1.5,0000 1 Dec 2006,299.9344,298.2905,299.9608,301.7074
2.5,0000 1 Dec 2006,299.6043,299.0918,300.3242,301.2129
3.5,0000 1 Dec 2006,299.4426,299.2257,300.704,300.8904
4.5,0000 1 Dec 2006,299.2476,298.4406,300.7617,300.7088
5.5,0000 1 Dec 2006,298.9128,297.1049,300.458,300.5578
6.5,0000 1 Dec 2006,298.3272,295.748,299.8346,300.2617
7.5,0000 1 Dec 2006,297.6557,294.8506,299.2031,299.7969
8.5,0000 1 Dec 2006,297.0482,294.3539,298.7625,299.2938
9.5,0000 1 Dec 2006,296.7059,294.2579,298.5994,298.8726
10.5,0000 1 Dec 2006,296.528,294.5687,298.6568,298.5526
1.5,0000 1 Jan 2007,299.5953,299.2709,300.4447,301.1979
2.5,0000 1 Jan 2007,299.2483,299.4706,300.7582,300.8162
3.5,0000 1 Jan 2007,298.9542,298.5987,300.796,300.6119
4.5,0000 1 Jan 2007,298.6353,297.2754,300.4787,300.4319
5.5,0000 1 Jan 2007,298.1043,295.9172,299.8035,300.1161
6.5,0000 1 Jan 2007,297.4813,295.1384,299.106,299.6633
7.5,0000 1 Jan 2007,296.9473,294.6941,298.6376,299.1829
8.5,0000 1 Jan 2007,296.6839,294.5987,298.4865,298.8045
9.5,0000 1 Jan 2007,296.583,294.8692,298.5453,298.5269
10.5,0000 1 Jan 2007,296.5015,295.3849,298.6588,298.3486
1.5,0000 1 Feb 2007,299.3393,298.9554,300.5678,301.0856
2.5,0000 1 Feb 2007,298.957,298.0653,300.6107,300.7803
3.5,0000 1 Feb 2007,298.569,296.7168,300.2969,300.5413
4.5,0000 1 Feb 2007,298.0163,295.5254,299.7002,300.1904
5.5,0000 1 Feb 2007,297.4052,294.7097,299.0933,299.7151
6.5,0000 1 Feb 2007,296.8906,294.3408,298.6577,299.2439
7.5,0000 1 Feb 2007,296.5917,294.296,298.4796,298.8802
8.5,0000 1 Feb 2007,296.4752,294.6724,298.5127,298.6253
9.5,0000 1 Feb 2007,296.4123,295.2559,298.6064,298.4665
10.5,0000 1 Feb 2007,296.463,296.1158,298.7716,298.3204
1.5,0000 1 Mar 2007,299.4893,298.0995,300.5785,301.2519
2.5,0000 1 Mar 2007,298.9246,296.7637,300.3039,300.9204
3.5,0000 1 Mar 2007,298.2039,295.6267,299.696,300.4481
4.5,0000 1 Mar 2007,297.5063,294.8594,299.0788,299.9038
5.5,0000 1 Mar 2007,297.0023,294.4963,298.6648,299.3957
6.5,0000 1 Mar 2007,296.7448,294.4735,298.5144,299.0111
7.5,0000 1 Mar 2007,296.6071,294.8086,298.5793,298.7318
8.5,0000 1 Mar 2007,296.5185,295.3409,298.7076,298.5538
9.5,0000 1 Mar 2007,296.5482,296.1377,298.8906,298.4268
10.5,0000 1 Mar 2007,296.7175,297.1199,299.2223,298.3178
1.5,0000 1 Apr 2007,299.6166,296.8311,300.293,301.3722
2.5,0000 1 Apr 2007,298.7994,295.815,299.7913,300.885
3.5,0000 1 Apr 2007,297.9638,294.9986,299.1915,300.3153
4.5,0000 1 Apr 2007,297.3538,294.5667,298.7527,299.7729
5.5,0000 1 Apr 2007,297.0783,294.5461,298.5685,299.3853
6.5,0000 1 Apr 2007,296.955,294.9996,298.5993,299.0893
7.5,0000 1 Apr 2007,296.8328,295.6608,298.7089,298.8706
8.5,0000 1 Apr 2007,296.7873,296.5129,298.8942,298.6929
9.5,0000 1 Apr 2007,296.8785,297.437,299.2398,298.529
10.5,0000 1 Apr 2007,297.1003,298.2491,299.79,298.414
1.5,0000 1 May 2007,298.7929,295.5154,299.6767,301.0265
2.5,0000 1 May 2007,297.7926,294.8636,299.0494,300.3221
3.5,0000 1 May 2007,297.1763,294.5231,298.6174,299.728
4.5,0000 1 May 2007,296.9721,294.6101,298.4866,299.3491
5.5,0000 1 May 2007,296.9664,295.0717,298.5505,299.1031
6.5,0000 1 May 2007,296.9279,295.7401,298.6413,298.9039
7.5,0000 1 May 2007,296.9246,296.5795,298.8055,298.7659
8.5,0000 1 May 2007,297.0339,297.5387,299.1275,298.6663
9.5,0000 1 May 2007,297.2772,298.3885,299.6646,298.604
10.5,0000 1 May 2007,297.5352,298.7923,300.3184,298.6158
1.5,0000 1 Jun 2007,298.1113,294.6755,298.6491,300.6191
2.5,0000 1 Jun 2007,297.2693,294.5682,298.1415,299.9157
3.5,0000 1 Jun 2007,297.0939,294.8091,297.9431,299.4913
4.5,0000 1 Jun 2007,297.0417,295.292,298.0038,299.196
5.5,0000 1 Jun 2007,296.9719,295.9264,298.1551,298.9776
6.5,0000 1 Jun 2007,296.9648,296.6985,298.3969,298.8254
7.5,0000 1 Jun 2007,297.1007,297.5486,298.8405,298.7143
8.5,0000 1 Jun 2007,297.3848,298.3993,299.4885,298.6487
9.5,0000 1 Jun 2007,297.6633,298.776,300.1628,298.6744
10.5,0000 1 Jun 2007,297.835,298.2939,300.5617,298.7881
1.5,0000 1 Jul 2007,298.312,294.7329,298.2081,300.8579
2.5,0000 1 Jul 2007,297.738,295.0737,298.0574,300.2822
3.5,0000 1 Jul 2007,297.601,295.6147,298.122,299.9443
4.5,0000 1 Jul 2007,297.5877,296.246,298.2544,299.7805
5.5,0000 1 Jul 2007,297.5881,297.008,298.4867,299.6483
6.5,0000 1 Jul 2007,297.6571,297.8705,298.9066,299.4972
7.5,0000 1 Jul 2007,297.8338,298.6764,299.5297,299.3584
8.5,0000 1 Jul 2007,298.0901,298.9803,300.181,299.2973
9.5,0000 1 Jul 2007,298.2292,298.3557,300.5316,299.3165
10.5,0000 1 Jul 2007,298.1982,297.1348,300.4283,299.3206
1.5,0000 1 Aug 2007,297.7069,294.7319,297.7336,300.3886
2.5,0000 1 Aug 2007,297.4337,295.6102,297.7961,299.933
3.5,0000 1 Aug 2007,297.4787,296.3184,297.9236,299.7547
4.5,0000 1 Aug 2007,297.4942,297.0363,298.1836,299.6211
5.5,0000 1 Aug 2007,297.5694,297.901,298.6842,299.4575
6.5,0000 1 Aug 2007,297.7668,298.7542,299.3661,299.2737
7.5,0000 1 Aug 2007,297.995,299.1532,300.1158,299.1649
8.5,0000 1 Aug 2007,298.133,298.5186,300.4803,299.1879
9.5,0000 1 Aug 2007,298.0703,297.2339,300.4172,299.2192
10.5,0000 1 Aug 2007,297.8082,295.882,299.9375,299.1365
1.5,0000 1 Sep 2007,297.2906,294.7988,297.2904,299.9963
2.5,0000 1 Sep 2007,296.973,295.921,297.3981,299.5738
3.5,0000 1 Sep 2007,297.0062,296.8069,297.6391,299.3484
4.5,0000 1 Sep 2007,297.134,297.7256,298.1748,299.1181
5.5,0000 1 Sep 2007,297.3351,298.5782,298.9253,298.9127
6.5,0000 1 Sep 2007,297.5879,298.8965,299.7328,298.8592
7.5,0000 1 Sep 2007,297.7446,298.2674,300.111,298.9188
8.5,0000 1 Sep 2007,297.756,296.9919,300.0449,298.9723
9.5,0000 1 Sep 2007,297.5736,295.6841,299.5584,298.9098
10.5,0000 1 Sep 2007,297.2598,294.8136,299.0893,298.7259
1.5,0000 1 Oct 2007,297.0865,295.1794,296.9096,299.8436
2.5,0000 1 Oct 2007,296.9096,296.4942,297.1405,299.4261
3.5,0000 1 Oct 2007,297.0721,297.6182,297.7305,299.163
4.5,0000 1 Oct 2007,297.3127,298.5483,298.552,298.958
5.5,0000 1 Oct 2007,297.5271,298.8862,299.3142,298.8604
6.5,0000 1 Oct 2007,297.6349,298.2446,299.6454,298.8884
7.5,0000 1 Oct 2007,297.6091,297.0157,299.5581,298.8683
8.5,0000 1 Oct 2007,297.3961,295.8017,299.1631,298.7353
9.5,0000 1 Oct 2007,297.0491,294.9581,298.8008,298.5099
10.5,0000 1 Oct 2007,296.7281,294.5275,298.5837,298.2764
1.5,0000 1 Nov 2007,296.7213,295.5235,297.0524,299.4303
2.5,0000 1 Nov 2007,296.5848,297.0021,297.5771,298.9879
3.5,0000 1 Nov 2007,296.8804,298.1138,298.3699,298.7601
4.5,0000 1 Nov 2007,297.1971,298.4652,299.1496,298.6913
5.5,0000 1 Nov 2007,297.3815,297.7588,299.5132,298.7144
6.5,0000 1 Nov 2007,297.3852,296.5136,299.3879,298.7053
7.5,0000 1 Nov 2007,297.194,295.3629,298.9428,298.5533
8.5,0000 1 Nov 2007,296.8534,294.6876,298.5561,298.2986
9.5,0000 1 Nov 2007,296.5379,294.3563,298.352,298.0465
10.5,0000 1 Nov 2007,296.396,294.3864,298.3613,297.8871
1.5,0000 1 Dec 2007,296.9337,296.5782,297.5644,299.1547
2.5,0000 1 Dec 2007,296.8266,297.9225,298.3354,298.7403
3.5,0000 1 Dec 2007,297.1259,298.2465,299.114,298.7168
4.5,0000 1 Dec 2007,297.4218,297.4788,299.4493,298.8167
5.5,0000 1 Dec 2007,297.4778,296.2977,299.3584,298.8228
6.5,0000 1 Dec 2007,297.2942,295.236,298.9366,298.705
7.5,0000 1 Dec 2007,296.9744,294.5965,298.5811,298.4637
8.5,0000 1 Dec 2007,296.6496,294.2202,298.3814,298.1921
9.5,0000 1 Dec 2007,296.4786,294.2459,298.4088,297.9697
10.5,0000 1 Dec 2007,296.4415,294.6969,298.555,297.8478
1.5,0000 1 Jan 2008,297.3259,298.0042,298.302,299.1544
2.5,0000 1 Jan 2008,297.4055,298.3046,298.9769,299.0089
3.5,0000 1 Jan 2008,297.5957,297.5382,299.3388,299.0799
4.5,0000 1 Jan 2008,297.594,296.2844,299.3206,299.1004
5.5,0000 1 Jan 2008,297.3936,295.2029,298.928,298.9723
6.5,0000 1 Jan 2008,297.076,294.5148,298.5561,298.7342
7.5,0000 1 Jan 2008,296.7832,294.1981,298.3711,298.4683
8.5,0000 1 Jan 2008,296.6563,294.2435,298.4036,298.2492
9.5,0000 1 Jan 2008,296.6173,294.6887,298.5613,298.1094
10.5,0000 1 Jan 2008,296.6203,295.3617,298.7209,298.052
1.5,0000 1 Feb 2008,297.8031,298.47,299.1532,299.2779
2.5,0000 1 Feb 2008,297.8226,297.5281,299.5794,299.2403
3.5,0000 1 Feb 2008,297.6902,296.1335,299.4959,299.1954
4.5,0000 1 Feb 2008,297.3627,294.9894,299.1348,299.0038
5.5,0000 1 Feb 2008,296.9422,294.3517,298.7674,298.6977
6.5,0000 1 Feb 2008,296.5555,294.0754,298.5836,298.364
7.5,0000 1 Feb 2008,296.3539,294.1387,298.5914,298.101
8.5,0000 1 Feb 2008,296.272,294.602,298.7246,297.934
9.5,0000 1 Feb 2008,296.2946,295.2441,298.8605,297.8755
10.5,0000 1 Feb 2008,296.4106,296.0795,299.0785,297.8714
1.5,0000 1 Mar 2008,298.6048,298.3273,300.0114,299.7343
2.5,0000 1 Mar 2008,298.3691,297.0174,299.8808,299.7214
3.5,0000 1 Mar 2008,297.9742,295.7563,299.4725,299.564
4.5,0000 1 Mar 2008,297.5367,295.0143,299.0639,299.2784
5.5,0000 1 Mar 2008,297.1307,294.5938,298.7953,298.9293
6.5,0000 1 Mar 2008,296.8558,294.5598,298.704,298.6332
7.5,0000 1 Mar 2008,296.726,294.9357,298.7585,298.4332
8.5,0000 1 Mar 2008,296.6975,295.5759,298.8443,298.341
9.5,0000 1 Mar 2008,296.7824,296.3539,299.0143,298.3095
10.5,0000 1 Mar 2008,296.9945,297.2819,299.3757,298.2983
1.5,0000 1 Apr 2008,299.1204,297.92,300.0315,300.1834
2.5,0000 1 Apr 2008,298.6423,296.6497,299.5575,299.9561
3.5,0000 1 Apr 2008,298.1326,295.6861,299.0563,299.6553
4.5,0000 1 Apr 2008,297.7098,295.2071,298.7065,299.3365
5.5,0000 1 Apr 2008,297.4451,295.1616,298.5656,299.0694
6.5,0000 1 Apr 2008,297.2758,295.4758,298.5941,298.8909
7.5,0000 1 Apr 2008,297.1816,295.9214,298.6729,298.7857
8.5,0000 1 Apr 2008,297.1741,296.6068,298.8327,298.7232
9.5,0000 1 Apr 2008,297.2672,297.4504,299.1902,298.6686
10.5,0000 1 Apr 2008,297.465,298.3442,299.7432,298.6504
1.5,0000 1 May 2008,299.2602,296.869,299.648,300.4742
2.5,0000 1 May 2008,298.6922,296.0674,299.1222,300.1358
3.5,0000 1 May 2008,298.2264,295.5558,298.7642,299.7839
4.5,0000 1 May 2008,297.9639,295.4398,298.6133,299.5269
5.5,0000 1 May 2008,297.8034,295.714,298.637,299.3409
6.5,0000 1 May 2008,297.6641,296.1881,298.7238,299.2003
7.5,0000 1 May 2008,297.5756,296.8103,298.9066,299.0804
8.5,0000 1 May 2008,297.6002,297.6186,299.2181,298.9852
9.5,0000 1 May 2008,297.7465,298.3665,299.6741,298.9602
10.5,0000 1 May 2008,297.9461,298.6708,300.2834,299.0121
1.5,0000 1 Jun 2008,298.8663,296.1892,299.5966,300.2915
2.5,0000 1 Jun 2008,298.2494,295.5999,299.1491,299.8557
3.5,0000 1 Jun 2008,297.8708,295.365,298.959,299.5208
4.5,0000 1 Jun 2008,297.6666,295.565,298.9712,299.3187
5.5,0000 1 Jun 2008,297.5441,296.0633,299.066,299.2183
6.5,0000 1 Jun 2008,297.4976,296.721,299.2574,299.1725
7.5,0000 1 Jun 2008,297.5782,297.6169,299.5825,299.1029
8.5,0000 1 Jun 2008,297.7154,298.4974,300.0032,299.0177
9.5,0000 1 Jun 2008,297.9058,298.9672,300.534,299.005
10.5,0000 1 Jun 2008,298.0463,298.3219,300.8904,299.1066
1.5,0000 1 Jul 2008,298.8843,295.9216,299.0775,300.3945
2.5,0000 1 Jul 2008,298.3428,295.7253,298.946,299.9699
3.5,0000 1 Jul 2008,298.0886,295.9136,298.952,299.7321
4.5,0000 1 Jul 2008,297.9362,296.3739,299.025,299.5926
5.5,0000 1 Jul 2008,297.8591,297.0013,299.2012,299.5114
6.5,0000 1 Jul 2008,297.87,297.739,299.5625,299.4235
7.5,0000 1 Jul 2008,297.9742,298.4663,300.0128,299.353
8.5,0000 1 Jul 2008,298.1497,298.8521,300.5545,299.3283
9.5,0000 1 Jul 2008,298.3005,298.2562,300.8833,299.3983
10.5,0000 1 Jul 2008,298.321,296.9782,300.8776,299.4419
1.5,0000 1 Aug 2008,298.7271,295.8475,298.9669,300.3403
2.5,0000 1 Aug 2008,298.3139,296.1172,298.9549,299.9825
3.5,0000 1 Aug 2008,298.1315,296.53,299.0142,299.8078
4.5,0000 1 Aug 2008,298.0273,297.1539,299.2075,299.6717
5.5,0000 1 Aug 2008,298.0366,297.9565,299.567,299.5164
6.5,0000 1 Aug 2008,298.1722,298.7467,300.1096,299.4332
7.5,0000 1 Aug 2008,298.3398,299.0525,300.6637,299.4653
8.5,0000 1 Aug 2008,298.4494,298.4419,300.9911,299.602
9.5,0000 1 Aug 2008,298.4116,297.1689,300.8655,299.6713
10.5,0000 1 Aug 2008,298.1499,295.8282,300.3372,299.5592
1.5,0000 1 Sep 2008,298.6564,296.1819,298.7886,300.3974
2.5,0000 1 Sep 2008,298.332,296.7329,298.8022,300.1135
3.5,0000 1 Sep 2008,298.2101,297.2912,298.9854,299.9647
4.5,0000 1 Sep 2008,298.175,298.0223,299.3705,299.811
5.5,0000 1 Sep 2008,298.2463,298.7824,299.9071,299.6755
6.5,0000 1 Sep 2008,298.3673,299.1641,300.5132,299.6112
7.5,0000 1 Sep 2008,298.4839,298.462,300.8917,299.6839
8.5,0000 1 Sep 2008,298.4668,297.1113,300.8696,299.7509
9.5,0000 1 Sep 2008,298.2191,295.6945,300.4125,299.6779
10.5,0000 1 Sep 2008,297.7366,294.8523,299.8328,299.4227
1.5,0000 1 Oct 2008,298.5491,296.2304,298.6163,300.4022
2.5,0000 1 Oct 2008,298.1276,297.109,298.8133,300.0059
3.5,0000 1 Oct 2008,297.9577,297.9224,299.2364,299.7534
4.5,0000 1 Oct 2008,297.9755,298.6916,299.8226,299.5795
5.5,0000 1 Oct 2008,298.0698,298.8597,300.4948,299.5179
6.5,0000 1 Oct 2008,298.1238,298.0216,300.8816,299.5604
7.5,0000 1 Oct 2008,298.1051,296.6172,300.8528,299.5878
8.5,0000 1 Oct 2008,297.9044,295.2434,300.419,299.4816
9.5,0000 1 Oct 2008,297.521,294.4983,299.8905,299.2466
10.5,0000 1 Oct 2008,297.122,294.2296,299.5588,298.9566
1.5,0000 1 Nov 2008,298.1856,296.5195,298.4745,300.1534
2.5,0000 1 Nov 2008,297.8143,297.6743,298.878,299.6754
3.5,0000 1 Nov 2008,297.7598,298.5334,299.4857,299.446
4.5,0000 1 Nov 2008,297.8773,298.7514,300.1765,299.392
5.5,0000 1 Nov 2008,297.9635,297.8455,300.6029,299.4511
6.5,0000 1 Nov 2008,297.9316,296.4183,300.5739,299.4771
7.5,0000 1 Nov 2008,297.7226,295.1017,300.155,299.3834
8.5,0000 1 Nov 2008,297.3479,294.3883,299.6426,299.1574
9.5,0000 1 Nov 2008,296.9792,294.1397,299.2917,298.8511
10.5,0000 1 Nov 2008,296.7138,294.2285,299.1627,298.5805
1.5,0000 1 Dec 2008,297.9184,297.5024,298.7615,299.9814
2.5,0000 1 Dec 2008,297.8034,298.5753,299.3514,299.6689
3.5,0000 1 Dec 2008,298.0216,298.7944,300.0684,299.5921
4.5,0000 1 Dec 2008,298.211,297.9261,300.5353,299.6505
5.5,0000 1 Dec 2008,298.2176,296.6105,300.5675,299.6828
6.5,0000 1 Dec 2008,298.0297,295.4361,300.1938,299.5958
7.5,0000 1 Dec 2008,297.7027,294.8049,299.7278,299.4016
8.5,0000 1 Dec 2008,297.3746,294.4738,299.4262,299.1516
9.5,0000 1 Dec 2008,297.1328,294.4561,299.3494,298.9168
10.5,0000 1 Dec 2008,296.9964,294.806,299.4541,298.7419
1.5,0000 1 Jan 2009,298.3213,298.6143,299.4376,300.0143
2.5,0000 1 Jan 2009,298.3904,298.7897,300.2562,299.9603
3.5,0000 1 Jan 2009,298.5199,297.8702,300.7193,300.0582
4.5,0000 1 Jan 2009,298.5381,296.5421,300.7279,300.1207
5.5,0000 1 Jan 2009,298.3324,295.4446,300.3055,300
6.5,0000 1 Jan 2009,297.9188,294.8577,299.775,299.7293
7.5,0000 1 Jan 2009,297.4897,294.6202,299.416,299.3854
8.5,0000 1 Jan 2009,297.1989,294.6071,299.274,299.1071
