L,MON,LDC_SST_NASA_GEOSS2S,LDC_SST_NASA_GEOSS2S_ONETWO,LDC_SST_NASA_GEOSS2S_THREE,LDC_SST_NASA_GEOSS2S_FOUR
2.5,0000 1 Mar 2000,26.87694,24.27627,26.47664,27.93197
3.5,0000 1 Mar 2000,27.13614,22.33131,26.19462,28.2933
4.5,0000 1 Mar 2000,27.21379,21.19799,25.82988,28.60394
5.5,0000 1 Mar 2000,27.22688,20.60859,25.55896,28.94959
6.5,0000 1 Mar 2000,27.38886,20.47231,25.58585,29.40173
7.5,0000 1 Mar 2000,27.66819,20.67209,25.85083,29.80913
1.5,0000 1 Apr 2000,27.42803,25.00226,27.33737,27.96149
2.5,0000 1 Apr 2000,27.53652,23.43832,26.79138,28.41492
3.5,0000 1 Apr 2000,27.37551,21.95654,26.08351,28.72598
4.5,0000 1 Apr 2000,27.15219,20.87417,25.50472,28.95381
5.5,0000 1 Apr 2000,27.06593,20.40009,25.23508,29.16271
6.5,0000 1 Apr 2000,27.24015,20.43682,25.34563,29.35119
7.5,0000 1 Apr 2000,27.40649,20.94234,25.53946,29.45977
1.5,0000 1 May 2000,27.53177,22.79054,26.8119,28.25747
2.5,0000 1 May 2000,27.2464,21.48697,25.92361,28.53967
3.5,0000 1 May 2000,26.86605,20.52798,25.18226,28.71591
4.5,0000 1 May 2000,26.76586,19.96793,24.8291,28.91257
5.5,0000 1 May 2000,26.88005,19.97615,24.87061,29.09379
6.5,0000 1 May 2000,27.08541,20.42212,25.04888,29.33054
7.5,0000 1 May 2000,27.008,21.44307,25.19495,29.35608
1.5,0000 1 Jun 2000,26.91969,20.92841,25.42553,28.25964
2.5,0000 1 Jun 2000,26.58853,19.96284,24.75809,28.38175
3.5,0000 1 Jun 2000,26.39429,19.51414,24.36231,28.48239
4.5,0000 1 Jun 2000,26.42704,19.58535,24.3237,28.63717
5.5,0000 1 Jun 2000,26.58151,20.16987,24.52435,28.83098
6.5,0000 1 Jun 2000,26.57515,21.17284,24.73298,28.91238
7.5,0000 1 Jun 2000,26.32447,22.41459,24.91639,28.75653
1.5,0000 1 Jul 2000,26.50861,20.17519,24.63503,28.43297
2.5,0000 1 Jul 2000,26.43426,19.74911,24.41428,28.67681
3.5,0000 1 Jul 2000,26.65107,20.01521,24.72451,28.85946
4.5,0000 1 Jul 2000,26.88871,20.6681,25.11754,28.99491
5.5,0000 1 Jul 2000,26.83573,21.73235,25.31681,28.87993
6.5,0000 1 Jul 2000,26.57107,22.79906,25.31246,28.67923
7.5,0000 1 Jul 2000,26.39554,23.66326,25.41112,28.46984
1.5,0000 1 Aug 2000,25.89232,19.88008,24.03407,28.06836
2.5,0000 1 Aug 2000,25.85788,19.84105,24.06267,28.07724
3.5,0000 1 Aug 2000,25.97429,20.3637,24.26354,28.12305
4.5,0000 1 Aug 2000,25.86362,21.3203,24.41342,28.03484
5.5,0000 1 Aug 2000,25.63818,22.56412,24.54881,27.82044
6.5,0000 1 Aug 2000,25.57666,23.66746,24.77785,27.65636
7.5,0000 1 Aug 2000,25.87345,23.92084,25.16189,27.67771
1.5,0000 1 Sep 2000,25.90668,20.00943,24.11926,28.10936
2.5,0000 1 Sep 2000,25.86349,20.40261,24.13425,28.04761
3.5,0000 1 Sep 2000,25.75181,21.13771,24.18265,27.95454
4.5,0000 1 Sep 2000,25.57174,22.22141,24.33324,27.71907
5.5,0000 1 Sep 2000,25.50593,23.25524,24.6198,27.57707
6.5,0000 1 Sep 2000,25.79227,23.53305,25.06578,27.62039
7.5,0000 1 Sep 2000,26.31657,23.15078,25.57693,27.86964
1.5,0000 1 Oct 2000,25.94736,20.66307,24.29136,28.15286
2.5,0000 1 Oct 2000,25.75784,21.35741,24.21277,28.09767
3.5,0000 1 Oct 2000,25.64169,22.59622,24.385,27.93558
4.5,0000 1 Oct 2000,25.74631,23.74826,24.81307,27.84504
5.5,0000 1 Oct 2000,26.21284,24.28478,25.40356,27.96813
6.5,0000 1 Oct 2000,26.83885,23.71341,25.95138,28.37002
7.5,0000 1 Oct 2000,27.36052,22.62616,26.27598,28.79346
1.5,0000 1 Nov 2000,25.35677,21.54578,23.8618,27.77896
2.5,0000 1 Nov 2000,25.10467,22.68448,23.83933,27.50291
3.5,0000 1 Nov 2000,25.10353,23.84301,24.18295,27.25639
4.5,0000 1 Nov 2000,25.35957,24.07797,24.54236,27.241
5.5,0000 1 Nov 2000,25.82714,23.09558,24.83891,27.48036
6.5,0000 1 Nov 2000,26.24724,21.49534,24.93803,27.82838
7.5,0000 1 Nov 2000,26.53223,20.32034,25.01806,28.08781
1.5,0000 1 Dec 2000,25.67695,23.59815,24.60079,27.75948
2.5,0000 1 Dec 2000,25.86428,24.91373,24.97146,27.87387
3.5,0000 1 Dec 2000,26.39116,25.3578,25.7212,28.07373
4.5,0000 1 Dec 2000,27.04781,24.87816,26.44342,28.44971
5.5,0000 1 Dec 2000,27.57221,23.78938,26.83791,28.76956
6.5,0000 1 Dec 2000,27.8419,22.74115,26.748,29.09734
7.5,0000 1 Dec 2000,27.95359,21.92693,26.52014,29.36732
1.5,0000 1 Jan 2001,25.97637,25.62114,25.44691,27.61825
2.5,0000 1 Jan 2001,26.36493,25.93627,25.86556,27.94958
3.5,0000 1 Jan 2001,26.86058,24.86872,26.22247,28.4184
4.5,0000 1 Jan 2001,27.32238,23.38274,26.4495,28.87408
5.5,0000 1 Jan 2001,27.66899,22.08164,26.54182,29.11058
6.5,0000 1 Jan 2001,27.8078,21.49729,26.39754,29.33895
7.5,0000 1 Jan 2001,27.88659,21.25902,26.29484,29.62035
1.5,0000 1 Feb 2001,26.6069,26.45921,26.42512,27.82417
2.5,0000 1 Feb 2001,27.10836,25.25008,26.67344,28.34802
3.5,0000 1 Feb 2001,27.46881,23.4461,26.58268,28.79557
4.5,0000 1 Feb 2001,27.59467,21.76522,26.25526,29.06006
5.5,0000 1 Feb 2001,27.51992,20.88289,25.88473,29.18694
6.5,0000 1 Feb 2001,27.51258,20.36524,25.68567,29.36833
7.5,0000 1 Feb 2001,27.62527,20.30164,25.73638,29.63211
1.5,0000 1 Mar 2001,27.45425,26.25945,27.38278,28.25371
2.5,0000 1 Mar 2001,27.89695,24.7225,27.47746,28.7507
3.5,0000 1 Mar 2001,28.07792,22.98881,27.14254,29.1725
4.5,0000 1 Mar 2001,28.06034,21.80769,26.5976,29.53153
5.5,0000 1 Mar 2001,28.0356,21.0547,26.21718,29.83914
6.5,0000 1 Mar 2001,28.25206,20.9746,26.28679,30.21692
7.5,0000 1 Mar 2001,28.64123,21.47716,26.68059,30.56033
1.5,0000 1 Apr 2001,28.06158,25.00103,27.71621,28.7583
2.5,0000 1 Apr 2001,28.25723,23.34241,27.346,29.22742
3.5,0000 1 Apr 2001,28.24789,22.16642,26.86503,29.60224
4.5,0000 1 Apr 2001,28.24798,21.70251,26.61571,29.9154
5.5,0000 1 Apr 2001,28.54866,21.71321,26.77507,30.33331
6.5,0000 1 Apr 2001,29.02901,22.26817,27.21457,30.65276
7.5,0000 1 Apr 2001,29.57292,23.20878,27.78288,30.93786
1.5,0000 1 May 2001,27.91063,22.66774,26.76842,28.96706
2.5,0000 1 May 2001,27.83599,21.46145,26.28408,29.25037
3.5,0000 1 May 2001,27.83971,20.61374,25.95436,29.54769
4.5,0000 1 May 2001,28.07516,20.31348,26.01673,29.88832
5.5,0000 1 May 2001,28.54688,20.69304,26.44196,30.26821
6.5,0000 1 May 2001,29.02284,21.74018,27.02764,30.56488
7.5,0000 1 May 2001,29.245,23.11569,27.45708,30.67124
1.5,0000 1 Jun 2001,27.38468,20.57973,25.47906,28.99312
2.5,0000 1 Jun 2001,27.18641,19.79997,25.00165,29.20669
3.5,0000 1 Jun 2001,27.22169,19.69171,24.99604,29.4585
4.5,0000 1 Jun 2001,27.49358,20.10097,25.385,29.71947
5.5,0000 1 Jun 2001,27.74995,20.9541,25.77129,29.93115
6.5,0000 1 Jun 2001,27.73036,22.14452,25.97983,29.93954
7.5,0000 1 Jun 2001,27.48512,23.35139,26.09291,29.69558
1.5,0000 1 Jul 2001,27.28871,20.08205,25.20498,29.17674
2.5,0000 1 Jul 2001,27.20603,19.69208,25.05665,29.35094
3.5,0000 1 Jul 2001,27.28457,19.91158,25.16257,29.50622
4.5,0000 1 Jul 2001,27.36257,20.62609,25.3577,29.59565
5.5,0000 1 Jul 2001,27.29202,21.71869,25.50793,29.54641
6.5,0000 1 Jul 2001,27.08665,22.90862,25.65679,29.3491
7.5,0000 1 Jul 2001,26.98377,23.98856,25.93748,29.15245
1.5,0000 1 Aug 2001,26.63578,20.18998,24.65093,28.90492
2.5,0000 1 Aug 2001,26.76086,20.2219,24.8616,29.03494
3.5,0000 1 Aug 2001,27.08092,20.82949,25.27489,29.23439
4.5,0000 1 Aug 2001,27.22351,21.92492,25.62149,29.34367
5.5,0000 1 Aug 2001,27.15891,23.24143,25.87503,29.281
6.5,0000 1 Aug 2001,27.19555,24.23577,26.2226,29.27925
7.5,0000 1 Aug 2001,27.51241,24.60959,26.71898,29.44739
1.5,0000 1 Sep 2001,26.61399,20.3686,24.65726,28.75555
2.5,0000 1 Sep 2001,26.6811,20.72308,24.85458,28.78319
3.5,0000 1 Sep 2001,26.66713,21.58466,24.98964,28.83088
4.5,0000 1 Sep 2001,26.58456,22.82734,25.21019,28.80573
5.5,0000 1 Sep 2001,26.65611,23.979,25.67204,28.80634
6.5,0000 1 Sep 2001,27.02217,24.38258,26.32532,28.8741
7.5,0000 1 Sep 2001,27.51408,23.95272,26.85621,29.06227
1.5,0000 1 Oct 2001,26.42098,20.43344,24.61859,28.7055
2.5,0000 1 Oct 2001,26.41665,21.38657,24.79336,28.71257
3.5,0000 1 Oct 2001,26.43152,22.72413,25.0712,28.65738
4.5,0000 1 Oct 2001,26.50778,23.96099,25.51425,28.58889
5.5,0000 1 Oct 2001,26.81301,24.29797,26.06421,28.62501
6.5,0000 1 Oct 2001,27.26009,23.74115,26.5282,28.83586
7.5,0000 1 Oct 2001,27.71411,22.67145,26.77826,29.14831
1.5,0000 1 Nov 2001,26.18597,21.57547,24.61366,28.51475
2.5,0000 1 Nov 2001,25.95741,22.79494,24.67401,28.25475
3.5,0000 1 Nov 2001,26.00821,23.98616,25.09858,28.0966
4.5,0000 1 Nov 2001,26.46292,24.3534,25.79912,28.16456
5.5,0000 1 Nov 2001,27.0348,23.74733,26.36404,28.41566
6.5,0000 1 Nov 2001,27.45662,22.57679,26.55714,28.67183
7.5,0000 1 Nov 2001,27.58541,21.61898,26.34982,28.84898
1.5,0000 1 Dec 2001,26.39928,23.63858,25.24593,28.56322
2.5,0000 1 Dec 2001,26.63453,24.90772,25.86668,28.67229
3.5,0000 1 Dec 2001,27.05812,25.37988,26.50203,28.8659
4.5,0000 1 Dec 2001,27.54325,24.82468,26.87974,29.21916
5.5,0000 1 Dec 2001,27.93304,23.44921,26.91717,29.50006
6.5,0000 1 Dec 2001,28.06873,22.27457,26.73581,29.62622
7.5,0000 1 Dec 2001,28.01309,21.58617,26.47502,29.64635
1.5,0000 1 Jan 2002,26.87133,24.74157,26.03167,28.82472
2.5,0000 1 Jan 2002,27.16671,24.91103,26.50757,28.93432
3.5,0000 1 Jan 2002,27.43723,24.00881,26.61419,29.14311
4.5,0000 1 Jan 2002,27.58275,22.42954,26.33937,29.27712
5.5,0000 1 Jan 2002,27.55053,21.19643,25.92329,29.25833
6.5,0000 1 Jan 2002,27.4216,20.41687,25.50778,29.19894
7.5,0000 1 Jan 2002,27.29392,20.20435,25.28377,29.20724
1.5,0000 1 Feb 2002,27.60715,26.45951,27.12757,29.22334
2.5,0000 1 Feb 2002,28.21676,26.14494,27.73,29.60797
3.5,0000 1 Feb 2002,28.64705,24.9415,27.85548,29.96235
4.5,0000 1 Feb 2002,28.74876,23.61193,27.54448,30.13824
5.5,0000 1 Feb 2002,28.61087,22.45508,27.01871,30.2182
6.5,0000 1 Feb 2002,28.48187,21.73263,26.64943,30.26817
7.5,0000 1 Feb 2002,28.55441,21.44258,26.60067,30.43771
1.5,0000 1 Mar 2002,28.05482,26.95034,27.73981,29.30985
2.5,0000 1 Mar 2002,28.50113,25.47128,27.78757,29.72688
3.5,0000 1 Mar 2002,28.6382,23.68299,27.44211,29.99604
4.5,0000 1 Mar 2002,28.46588,22.3424,26.82789,30.0815
5.5,0000 1 Mar 2002,28.26938,21.46942,26.34072,30.16246
6.5,0000 1 Mar 2002,28.23443,21.13643,26.20076,30.2947
7.5,0000 1 Mar 2002,28.4611,21.34601,26.41101,30.54114
1.5,0000 1 Apr 2002,28.51637,25.6274,27.92132,29.51879
2.5,0000 1 Apr 2002,28.45882,23.67192,27.33501,29.74973
3.5,0000 1 Apr 2002,28.03181,22.05947,26.44273,29.77192
4.5,0000 1 Apr 2002,27.62406,21.05488,25.76616,29.7311
5.5,0000 1 Apr 2002,27.57979,20.65333,25.56646,29.80638
6.5,0000 1 Apr 2002,27.86705,20.81495,25.81706,29.98422
7.5,0000 1 Apr 2002,28.09828,21.43639,26.14189,30.04798
1.5,0000 1 May 2002,28.0846,22.35616,26.65134,29.55149
2.5,0000 1 May 2002,27.94577,21.00928,26.1121,29.72377
3.5,0000 1 May 2002,27.88374,20.46454,25.85895,29.89032
4.5,0000 1 May 2002,28.07709,20.44834,26.00933,30.13577
5.5,0000 1 May 2002,28.39288,21.02401,26.41364,30.35225
6.5,0000 1 May 2002,28.66949,21.96815,26.80623,30.43932
7.5,0000 1 May 2002,28.71511,23.129,27.04573,30.37209
1.5,0000 1 Jun 2002,28.2036,21.75069,26.55227,29.67047
2.5,0000 1 Jun 2002,28.21362,20.83768,26.29539,29.88655
3.5,0000 1 Jun 2002,28.49855,20.65595,26.41741,30.27683
4.5,0000 1 Jun 2002,28.87281,21.08973,26.75161,30.66061
5.5,0000 1 Jun 2002,29.26262,22.03861,27.18333,30.91421
6.5,0000 1 Jun 2002,29.44776,23.29415,27.55888,30.92116
7.5,0000 1 Jun 2002,29.39752,24.69385,27.82662,30.772
1.5,0000 1 Jul 2002,28.13662,20.7958,26.16805,29.72344
2.5,0000 1 Jul 2002,28.48831,20.52099,26.3267,30.06102
3.5,0000 1 Jul 2002,29.0057,21.1287,26.91637,30.42113
4.5,0000 1 Jul 2002,29.48685,22.4058,27.5451,30.71129
5.5,0000 1 Jul 2002,29.686,23.85219,27.95348,30.80719
6.5,0000 1 Jul 2002,29.68792,25.12712,28.17037,30.75515
7.5,0000 1 Jul 2002,29.67234,26.15226,28.43661,30.70897
1.5,0000 1 Aug 2002,27.72722,20.2811,25.47442,29.72787
2.5,0000 1 Aug 2002,27.96751,20.45152,25.83308,30.02684
3.5,0000 1 Aug 2002,28.36667,21.39649,26.33016,30.31237
4.5,0000 1 Aug 2002,28.57289,22.74609,26.72294,30.38835
5.5,0000 1 Aug 2002,28.63102,24.21353,27.06339,30.30846
6.5,0000 1 Aug 2002,28.56309,25.34012,27.37899,30.14396
7.5,0000 1 Aug 2002,28.64519,25.72445,27.72757,30.08168
1.5,0000 1 Sep 2002,27.76301,21.03048,25.78446,29.78492
2.5,0000 1 Sep 2002,27.90811,21.55965,26.0709,29.96371
3.5,0000 1 Sep 2002,27.94736,22.51499,26.3072,29.99226
4.5,0000 1 Sep 2002,27.85527,23.64603,26.49492,29.89603
5.5,0000 1 Sep 2002,27.74776,24.62547,26.74631,29.73727
6.5,0000 1 Sep 2002,27.7934,24.97775,27.05833,29.61096
7.5,0000 1 Sep 2002,27.86312,24.54909,27.16091,29.53659
1.5,0000 1 Oct 2002,28.15039,22.37297,26.37862,29.94608
2.5,0000 1 Oct 2002,28.18803,23.154,26.62981,30.00884
3.5,0000 1 Oct 2002,28.1377,24.0808,26.83509,29.97153
4.5,0000 1 Oct 2002,28.10024,24.94708,27.08252,29.88376
5.5,0000 1 Oct 2002,28.21497,25.12343,27.34739,29.92884
6.5,0000 1 Oct 2002,28.41779,24.40515,27.51349,30.02891
7.5,0000 1 Oct 2002,28.55445,23.15127,27.4047,30.12613
1.5,0000 1 Nov 2002,28.25346,24.01698,26.756,29.83768
2.5,0000 1 Nov 2002,28.12534,24.92705,26.90986,29.77608
3.5,0000 1 Nov 2002,27.92231,25.52266,26.97412,29.65614
4.5,0000 1 Nov 2002,27.86636,25.45251,27.06797,29.59479
5.5,0000 1 Nov 2002,27.88914,24.51466,27.04321,29.56144
6.5,0000 1 Nov 2002,27.85828,23.06366,26.74227,29.48902
7.5,0000 1 Nov 2002,27.60497,21.68093,26.09011,29.30121
1.5,0000 1 Dec 2002,27.95847,25.12408,26.85436,29.50627
2.5,0000 1 Dec 2002,27.87268,25.78881,27.0547,29.46337
3.5,0000 1 Dec 2002,27.90033,25.70543,27.21963,29.46456
4.5,0000 1 Dec 2002,28.10725,24.67673,27.20358,29.64343
5.5,0000 1 Dec 2002,28.31087,23.15529,27.00537,29.88416
6.5,0000 1 Dec 2002,28.26843,21.98718,26.64677,29.96325
7.5,0000 1 Dec 2002,27.82735,21.38413,26.07337,29.78942
1.5,0000 1 Jan 2003,27.49424,26.28525,26.81867,29.11443
2.5,0000 1 Jan 2003,27.50454,26.18553,26.94666,29.07769
3.5,0000 1 Jan 2003,27.74804,25.00687,26.90571,29.28506
4.5,0000 1 Jan 2003,27.96398,23.17866,26.68858,29.52759
5.5,0000 1 Jan 2003,27.81081,21.67692,26.08558,29.5892
6.5,0000 1 Jan 2003,27.43928,20.81345,25.45356,29.46777
7.5,0000 1 Jan 2003,27.06935,20.50199,24.99082,29.30757
1.5,0000 1 Feb 2003,27.42899,25.771,26.73026,28.97534
2.5,0000 1 Feb 2003,27.48329,24.59525,26.53349,29.05326
3.5,0000 1 Feb 2003,27.45921,22.68616,25.99166,29.15788
4.5,0000 1 Feb 2003,27.09595,21.03866,25.22539,29.08704
5.5,0000 1 Feb 2003,26.59677,20.02061,24.46985,28.87281
6.5,0000 1 Feb 2003,26.20808,19.70535,24.03561,28.70028
7.5,0000 1 Feb 2003,26.17351,19.79468,24.05424,28.7451
1.5,0000 1 Mar 2003,27.70005,25.46918,26.94695,29.12596
2.5,0000 1 Mar 2003,27.46967,23.35857,26.25046,29.17774
3.5,0000 1 Mar 2003,26.99083,21.37368,25.28218,29.04194
4.5,0000 1 Mar 2003,26.43294,20.18973,24.42468,28.72984
5.5,0000 1 Mar 2003,25.97831,19.72121,23.91209,28.44192
6.5,0000 1 Mar 2003,25.81106,19.69225,23.76558,28.36896
7.5,0000 1 Mar 2003,25.8616,20.00773,23.94677,28.40137
1.5,0000 1 Apr 2003,27.72539,23.27146,26.76137,29.1445
2.5,0000 1 Apr 2003,27.2866,21.45948,25.82574,29.03707
3.5,0000 1 Apr 2003,26.75775,20.3162,24.98083,28.78799
4.5,0000 1 Apr 2003,26.34705,19.75311,24.37379,28.56826
5.5,0000 1 Apr 2003,26.16449,19.63292,24.10629,28.4782
6.5,0000 1 Apr 2003,26.15128,19.86184,24.1112,28.48907
7.5,0000 1 Apr 2003,26.13393,20.37283,24.23127,28.52152
1.5,0000 1 May 2003,26.91182,21.00661,25.38265,28.63279
2.5,0000 1 May 2003,26.34597,19.74858,24.47008,28.37583
3.5,0000 1 May 2003,26.02686,19.21345,23.93292,28.20883
4.5,0000 1 May 2003,25.98079,19.2163,23.86269,28.22103
5.5,0000 1 May 2003,26.04851,19.6157,24.05534,28.27172
6.5,0000 1 May 2003,26.03222,20.3518,24.22701,28.28522
7.5,0000 1 May 2003,25.83726,21.4224,24.31316,28.12819
1.5,0000 1 Jun 2003,26.52723,20.27676,24.50113,28.52228
2.5,0000 1 Jun 2003,26.09451,19.5706,23.96542,28.2485
3.5,0000 1 Jun 2003,25.79339,19.38319,23.71705,28.05774
4.5,0000 1 Jun 2003,25.62421,19.63833,23.65744,27.93538
5.5,0000 1 Jun 2003,25.58101,20.09621,23.67614,27.94822
6.5,0000 1 Jun 2003,25.54642,20.89644,23.81057,27.94137
7.5,0000 1 Jun 2003,25.4549,22.09029,24.10331,27.86391
1.5,0000 1 Jul 2003,26.83544,20.40304,25.02754,28.8064
2.5,0000 1 Jul 2003,26.64602,20.00888,24.73256,28.79472
3.5,0000 1 Jul 2003,26.73905,20.19815,24.83206,28.8847
4.5,0000 1 Jul 2003,26.87285,20.81291,25.0885,28.9789
5.5,0000 1 Jul 2003,26.82312,21.832,25.28059,28.9247
6.5,0000 1 Jul 2003,26.6699,23.0199,25.44243,28.78889
7.5,0000 1 Jul 2003,26.69316,23.95542,25.78125,28.68882
1.5,0000 1 Aug 2003,26.33548,20.42007,24.55248,28.47552
2.5,0000 1 Aug 2003,26.35575,20.47815,24.54057,28.48006
3.5,0000 1 Aug 2003,26.50712,21.01303,24.79585,28.59056
4.5,0000 1 Aug 2003,26.4587,21.96915,24.97259,28.6149
5.5,0000 1 Aug 2003,26.28453,23.05943,25.12814,28.47917
6.5,0000 1 Aug 2003,26.27261,24.00518,25.3906,28.39373
7.5,0000 1 Aug 2003,26.55362,24.16665,25.85068,28.41756
1.5,0000 1 Sep 2003,26.79137,21.05881,25.16176,28.84852
2.5,0000 1 Sep 2003,26.84146,21.27442,25.31742,28.88444
3.5,0000 1 Sep 2003,26.73414,22.06029,25.38617,28.81078
4.5,0000 1 Sep 2003,26.50105,23.26188,25.47672,28.53258
5.5,0000 1 Sep 2003,26.35182,24.36276,25.6357,28.24892
6.5,0000 1 Sep 2003,26.44441,24.58504,25.82712,28.16733
7.5,0000 1 Sep 2003,26.73879,23.6828,25.89737,28.3916
1.5,0000 1 Oct 2003,26.54908,20.97874,24.85811,28.80757
2.5,0000 1 Oct 2003,26.21911,21.73665,24.75286,28.53569
3.5,0000 1 Oct 2003,25.85767,22.69958,24.73335,28.12649
4.5,0000 1 Oct 2003,25.73485,23.50432,24.91681,27.76059
5.5,0000 1 Oct 2003,25.9836,23.68777,25.25999,27.66217
6.5,0000 1 Oct 2003,26.35905,22.92435,25.43202,27.80365
7.5,0000 1 Oct 2003,26.60544,21.6459,25.32569,28.01377
1.5,0000 1 Nov 2003,26.86175,22.78075,25.49904,29.04084
2.5,0000 1 Nov 2003,26.58762,23.57553,25.54684,28.69841
3.5,0000 1 Nov 2003,26.32156,24.42486,25.57869,28.3036
4.5,0000 1 Nov 2003,26.26405,24.51866,25.56693,28.12524
5.5,0000 1 Nov 2003,26.39367,23.5214,25.43038,28.18494
6.5,0000 1 Nov 2003,26.53614,21.9404,25.13447,28.34457
7.5,0000 1 Nov 2003,26.60234,20.68324,24.84873,28.42719
1.5,0000 1 Dec 2003,26.65281,24.44825,25.67953,28.7285
2.5,0000 1 Dec 2003,26.43204,25.37708,25.77072,28.36279
3.5,0000 1 Dec 2003,26.33846,25.47817,25.688,28.17709
4.5,0000 1 Dec 2003,26.41283,24.42399,25.4583,28.24672
5.5,0000 1 Dec 2003,26.47267,22.59775,25.08714,28.38604
6.5,0000 1 Dec 2003,26.52073,21.01345,24.75379,28.42078
7.5,0000 1 Dec 2003,26.43325,20.08243,24.4717,28.40629
1.5,0000 1 Jan 2004,27.24616,25.62069,26.59489,28.93451
2.5,0000 1 Jan 2004,27.54221,25.94238,27.12439,29.01402
3.5,0000 1 Jan 2004,27.80489,25.21765,27.22427,29.1814
4.5,0000 1 Jan 2004,27.89796,23.73128,26.87456,29.36369
5.5,0000 1 Jan 2004,27.72741,22.15063,26.19578,29.37973
6.5,0000 1 Jan 2004,27.28712,21.0834,25.48542,29.21105
7.5,0000 1 Jan 2004,26.90732,20.53386,24.9334,29.07865
1.5,0000 1 Feb 2004,27.55065,26.77822,27.33005,28.7264
2.5,0000 1 Feb 2004,28.03859,25.93168,27.63517,29.00253
3.5,0000 1 Feb 2004,28.21683,24.29594,27.34781,29.3079
4.5,0000 1 Feb 2004,28.01387,22.48393,26.55537,29.49697
5.5,0000 1 Feb 2004,27.62981,21.25981,25.75492,29.60815
6.5,0000 1 Feb 2004,27.38387,20.54506,25.27407,29.69131
7.5,0000 1 Feb 2004,27.43285,20.38543,25.2484,29.89966
1.5,0000 1 Mar 2004,28.1687,25.76614,27.74853,29.22246
2.5,0000 1 Mar 2004,28.46647,24.13129,27.46859,29.65119
3.5,0000 1 Mar 2004,28.36088,22.58171,26.87015,29.88081
4.5,0000 1 Mar 2004,28.15639,21.6272,26.34047,30.01076
5.5,0000 1 Mar 2004,27.98209,21.13966,26.05468,30.07024
6.5,0000 1 Mar 2004,28.04829,21.03174,26.07924,30.24505
7.5,0000 1 Mar 2004,28.20197,21.39916,26.28659,30.3531
1.5,0000 1 Apr 2004,28.16253,23.66136,27.20351,29.32543
2.5,0000 1 Apr 2004,28.15936,21.97519,26.57837,29.63368
3.5,0000 1 Apr 2004,28.01226,21.02539,26.01264,29.82471
4.5,0000 1 Apr 2004,27.90762,20.54384,25.73535,29.99833
5.5,0000 1 Apr 2004,27.93158,20.44254,25.74958,30.17747
6.5,0000 1 Apr 2004,28.09877,20.67173,25.97173,30.35227
7.5,0000 1 Apr 2004,28.22605,21.24651,26.20319,30.4283
1.5,0000 1 May 2004,28.00102,21.64168,26.41634,29.36062
2.5,0000 1 May 2004,27.86981,20.56328,25.8863,29.5889
3.5,0000 1 May 2004,27.80584,20.10855,25.61655,29.80508
4.5,0000 1 May 2004,27.96216,20.12799,25.75339,30.05657
5.5,0000 1 May 2004,28.25542,20.75107,26.14833,30.32307
6.5,0000 1 May 2004,28.5375,21.6562,26.54591,30.54353
7.5,0000 1 May 2004,28.52931,22.76427,26.77737,30.5343
1.5,0000 1 Jun 2004,27.74098,21.13461,25.91792,29.31923
2.5,0000 1 Jun 2004,27.65217,20.66502,25.70573,29.50064
3.5,0000 1 Jun 2004,27.70293,20.73066,25.81524,29.72271
4.5,0000 1 Jun 2004,27.91079,21.25502,26.10796,29.97757
5.5,0000 1 Jun 2004,28.14685,22.0168,26.39829,30.19348
6.5,0000 1 Jun 2004,28.29408,22.94722,26.66757,30.26253
7.5,0000 1 Jun 2004,28.20717,23.98738,26.84733,30.14978
1.5,0000 1 Jul 2004,27.29768,20.28505,24.98668,29.45038
2.5,0000 1 Jul 2004,27.39492,20.04859,25.1483,29.68254
3.5,0000 1 Jul 2004,27.61229,20.40739,25.53367,29.93847
4.5,0000 1 Jul 2004,27.81528,21.15985,25.87285,30.10898
5.5,0000 1 Jul 2004,27.86084,22.19077,26.10645,30.12072
6.5,0000 1 Jul 2004,27.68401,23.42563,26.29548,29.86738
7.5,0000 1 Jul 2004,27.5483,24.2798,26.58186,29.57019
1.5,0000 1 Aug 2004,27.40653,20.59731,25.36401,29.49661
2.5,0000 1 Aug 2004,27.55656,21.03761,25.73548,29.6937
3.5,0000 1 Aug 2004,27.77942,21.79015,26.11774,29.85086
4.5,0000 1 Aug 2004,27.80967,22.76943,26.3297,29.89349
5.5,0000 1 Aug 2004,27.66692,23.94885,26.47142,29.75872
6.5,0000 1 Aug 2004,27.58541,24.84072,26.66432,29.53996
7.5,0000 1 Aug 2004,27.59856,24.97885,26.81497,29.39378
1.5,0000 1 Sep 2004,27.25412,20.9526,25.39464,29.40229
2.5,0000 1 Sep 2004,27.23144,21.44189,25.56044,29.37738
3.5,0000 1 Sep 2004,27.05832,22.36814,25.63539,29.20012
4.5,0000 1 Sep 2004,26.78401,23.50434,25.69064,28.90069
5.5,0000 1 Sep 2004,26.60764,24.2774,25.78721,28.59489
6.5,0000 1 Sep 2004,26.68879,24.07536,25.92964,28.4049
7.5,0000 1 Sep 2004,26.88225,23.12477,25.93803,28.41389
1.5,0000 1 Oct 2004,27.18826,21.60426,25.55937,29.35366
2.5,0000 1 Oct 2004,26.96137,22.37578,25.60306,29.16432
3.5,0000 1 Oct 2004,26.62312,23.44178,25.62173,28.79492
4.5,0000 1 Oct 2004,26.43686,24.38164,25.75585,28.48954
