L,MON,LDC_SST_NASA_GEOSS2S,LDC_SST_NASA_GEOSS2S_ONETWO,LDC_SST_NASA_GEOSS2S_THREE,LDC_SST_NASA_GEOSS2S_FOUR
4.5,0000 1 Jan 2014,27.45505,23.15281,26.33392,28.84166
5.5,0000 1 Jan 2014,27.58265,21.63133,26.04217,29.05485
6.5,0000 1 Jan 2014,27.47405,20.91029,25.65292,29.16327
7.5,0000 1 Jan 2014,27.29898,20.62305,25.36196,29.25888
1.5,0000 1 Feb 2014,27.03121,26.85592,26.641,28.61706
2.5,0000 1 Feb 2014,27.67718,26.22045,27.20772,29.04216
3.5,0000 1 Feb 2014,28.13666,24.85877,27.37969,29.44126
4.5,0000 1 Feb 2014,28.28063,23.28994,27.1637,29.66377
5.5,0000 1 Feb 2014,28.13625,22.11848,26.66187,29.78768
6.5,0000 1 Feb 2014,28.03861,21.51088,26.38196,29.9165
7.5,0000 1 Feb 2014,28.10673,21.291,26.33907,30.12877
1.5,0000 1 Mar 2014,27.86412,26.39431,27.53479,29.36094
2.5,0000 1 Mar 2014,28.45752,25.64116,27.83571,29.81153
3.5,0000 1 Mar 2014,28.70466,24.61876,27.77438,30.07354
4.5,0000 1 Mar 2014,28.72588,23.60118,27.51283,30.22783
5.5,0000 1 Mar 2014,28.77662,22.95672,27.36042,30.38735
6.5,0000 1 Mar 2014,29.04411,22.75425,27.45053,30.70093
7.5,0000 1 Mar 2014,29.45416,23.04859,27.78052,31.05547
1.5,0000 1 Apr 2014,28.58255,25.97224,28.24608,29.71989
2.5,0000 1 Apr 2014,28.81845,25.20712,28.08592,30.07049
3.5,0000 1 Apr 2014,28.82695,24.17328,27.7579,30.24132
4.5,0000 1 Apr 2014,28.79917,23.2514,27.49619,30.35019
5.5,0000 1 Apr 2014,28.97837,22.76466,27.51057,30.58984
6.5,0000 1 Apr 2014,29.34001,22.80849,27.76696,30.92382
7.5,0000 1 Apr 2014,29.68108,23.49078,28.12824,31.16123
1.5,0000 1 May 2014,28.36744,24.36488,27.6611,29.58206
2.5,0000 1 May 2014,28.10581,23.05073,27.00614,29.63348
3.5,0000 1 May 2014,27.7886,21.78692,26.31518,29.64076
4.5,0000 1 May 2014,27.7378,21.09302,25.99125,29.76517
5.5,0000 1 May 2014,27.86289,20.98646,26.03699,29.95086
6.5,0000 1 May 2014,28.06958,21.54715,26.30564,30.13504
7.5,0000 1 May 2014,28.09247,22.39322,26.48731,30.11573
1.5,0000 1 Jun 2014,27.90862,22.77281,26.68203,29.50738
2.5,0000 1 Jun 2014,27.68747,21.46878,26.13009,29.60898
3.5,0000 1 Jun 2014,27.70297,20.78436,25.91848,29.81793
4.5,0000 1 Jun 2014,27.94029,20.79676,26.05936,30.07462
5.5,0000 1 Jun 2014,28.15731,21.38788,26.33249,30.26524
6.5,0000 1 Jun 2014,28.1313,22.4149,26.53451,30.25042
7.5,0000 1 Jun 2014,27.86411,23.56789,26.59674,30.03278
1.5,0000 1 Jul 2014,27.28826,21.56403,25.57937,29.23637
2.5,0000 1 Jul 2014,27.22816,20.65461,25.25943,29.38309
3.5,0000 1 Jul 2014,27.38312,20.4419,25.33694,29.5723
4.5,0000 1 Jul 2014,27.54215,20.90079,25.59044,29.7035
5.5,0000 1 Jul 2014,27.4763,21.87347,25.75977,29.64458
6.5,0000 1 Jul 2014,27.20708,23.03436,25.90524,29.34944
7.5,0000 1 Jul 2014,27.06913,23.86697,26.13384,29.10096
1.5,0000 1 Aug 2014,26.86874,20.83411,24.92834,28.98395
2.5,0000 1 Aug 2014,27.04567,20.50544,25.05621,29.18725
3.5,0000 1 Aug 2014,27.29723,20.88341,25.41529,29.40422
4.5,0000 1 Aug 2014,27.32141,21.9013,25.6782,29.43305
5.5,0000 1 Aug 2014,27.1641,23.24595,25.89582,29.25236
6.5,0000 1 Aug 2014,27.05095,24.14628,26.13318,28.99653
7.5,0000 1 Aug 2014,27.17321,24.43078,26.54197,28.825
1.5,0000 1 Sep 2014,27.34272,21.12852,25.52179,29.28587
2.5,0000 1 Sep 2014,27.36228,21.24805,25.62139,29.4313
3.5,0000 1 Sep 2014,27.22813,21.91531,25.66512,29.37027
4.5,0000 1 Sep 2014,26.97464,22.86674,25.71092,29.12559
5.5,0000 1 Sep 2014,26.78385,23.8395,25.82427,28.8327
6.5,0000 1 Sep 2014,26.90824,24.02157,26.09338,28.71494
7.5,0000 1 Sep 2014,27.19288,23.35982,26.28017,28.81238
1.5,0000 1 Oct 2014,27.39415,21.3277,25.75832,29.44044
2.5,0000 1 Oct 2014,27.34558,21.94184,25.82922,29.4125
3.5,0000 1 Oct 2014,27.09501,22.97723,25.84303,29.12192
4.5,0000 1 Oct 2014,26.80956,23.97082,25.87638,28.76194
5.5,0000 1 Oct 2014,26.80108,24.17372,25.97166,28.57761
6.5,0000 1 Oct 2014,27.02626,23.2827,26.0391,28.62097
7.5,0000 1 Oct 2014,27.29166,21.98113,26.00175,28.73346
1.5,0000 1 Nov 2014,27.4224,23.23961,26.27458,29.34052
2.5,0000 1 Nov 2014,27.30803,23.9399,26.24737,29.23602
3.5,0000 1 Nov 2014,27.19231,24.53304,26.21165,29.11931
4.5,0000 1 Nov 2014,27.31698,24.53629,26.32407,29.18679
5.5,0000 1 Nov 2014,27.62406,23.80496,26.51371,29.37202
6.5,0000 1 Nov 2014,27.9396,22.54006,26.60326,29.56796
7.5,0000 1 Nov 2014,28.03108,21.49779,26.42713,29.64224
1.5,0000 1 Dec 2014,27.31627,24.38204,26.30974,29.06977
2.5,0000 1 Dec 2014,27.12269,25.16488,26.37532,28.87351
3.5,0000 1 Dec 2014,27.14238,25.25359,26.47391,28.81785
4.5,0000 1 Dec 2014,27.35381,24.4071,26.51713,28.98435
5.5,0000 1 Dec 2014,27.55294,22.84789,26.32063,29.12025
6.5,0000 1 Dec 2014,27.5204,21.4791,25.89142,29.13736
7.5,0000 1 Dec 2014,27.26335,20.5758,25.32182,29.09226
1.5,0000 1 Jan 2015,27.31326,25.15366,26.60264,28.94139
2.5,0000 1 Jan 2015,27.52154,25.06873,26.85114,29.0807
3.5,0000 1 Jan 2015,27.84269,24.17213,26.976,29.38634
4.5,0000 1 Jan 2015,28.11447,22.89992,26.94869,29.70507
5.5,0000 1 Jan 2015,28.1969,21.84419,26.67413,29.84835
6.5,0000 1 Jan 2015,28.12329,21.34592,26.35369,29.87052
7.5,0000 1 Jan 2015,28.05749,21.27573,26.14837,29.91202
1.5,0000 1 Feb 2015,28.00731,26.25572,27.47441,29.37338
2.5,0000 1 Feb 2015,28.60391,25.82737,27.992,29.78748
3.5,0000 1 Feb 2015,29.06078,24.58998,28.12216,30.25338
4.5,0000 1 Feb 2015,29.21273,23.17743,27.88049,30.55054
5.5,0000 1 Feb 2015,29.12143,22.25544,27.41358,30.68328
6.5,0000 1 Feb 2015,29.02212,21.78855,27.07387,30.74205
7.5,0000 1 Feb 2015,29.12636,21.82267,27.07988,30.89401
1.5,0000 1 Mar 2015,28.71048,25.91477,28.10846,29.908
2.5,0000 1 Mar 2015,29.25054,25.02956,28.38337,30.37746
3.5,0000 1 Mar 2015,29.56326,24.16037,28.36505,30.67069
4.5,0000 1 Mar 2015,29.68051,23.66108,28.2281,30.78247
5.5,0000 1 Mar 2015,29.84061,23.45635,28.20892,30.9141
6.5,0000 1 Mar 2015,30.07676,23.62183,28.41655,31.088
7.5,0000 1 Mar 2015,30.42291,24.23572,28.81649,31.28936
1.5,0000 1 Apr 2015,29.25889,26.95531,28.71695,30.31494
2.5,0000 1 Apr 2015,29.54848,25.89981,28.61554,30.61907
3.5,0000 1 Apr 2015,29.56646,24.55592,28.23194,30.73384
4.5,0000 1 Apr 2015,29.56168,23.58854,27.99664,30.78964
5.5,0000 1 Apr 2015,29.81779,23.25203,28.13553,30.97681
6.5,0000 1 Apr 2015,30.19241,23.75228,28.57374,31.18255
7.5,0000 1 Apr 2015,30.56335,24.72612,29.10934,31.26265
1.5,0000 1 May 2015,29.62315,26.07243,28.80928,30.47004
2.5,0000 1 May 2015,29.87746,25.31992,28.7661,30.66229
3.5,0000 1 May 2015,30.04523,24.78637,28.79254,30.76752
4.5,0000 1 May 2015,30.30864,24.70586,29.0083,30.88686
5.5,0000 1 May 2015,30.66023,25.14739,29.43831,31.08048
6.5,0000 1 May 2015,30.92756,25.99729,29.87601,31.16588
7.5,0000 1 May 2015,31.03247,27.04117,30.20404,31.09175
1.5,0000 1 Jun 2015,29.35198,25.11501,28.39149,30.31563
2.5,0000 1 Jun 2015,29.53203,24.46254,28.37768,30.48797
3.5,0000 1 Jun 2015,29.8886,24.23091,28.57279,30.75249
4.5,0000 1 Jun 2015,30.31221,24.61049,28.96412,31.05204
5.5,0000 1 Jun 2015,30.65157,25.51199,29.41422,31.2279
6.5,0000 1 Jun 2015,30.7945,26.6113,29.76124,31.1721
7.5,0000 1 Jun 2015,30.78683,27.59786,30.01465,30.96475
1.5,0000 1 Jul 2015,29.17126,23.7506,27.79496,30.257
2.5,0000 1 Jul 2015,29.40656,23.19775,27.85065,30.60311
3.5,0000 1 Jul 2015,29.71823,23.26177,28.1375,30.95567
4.5,0000 1 Jul 2015,30.00641,23.75347,28.46368,31.13484
5.5,0000 1 Jul 2015,30.13632,24.44836,28.71318,31.0978
6.5,0000 1 Jul 2015,30.11826,25.25229,28.88006,30.91318
7.5,0000 1 Jul 2015,30.07373,25.82025,29.00549,30.82197
1.5,0000 1 Aug 2015,29.37514,23.71951,27.96855,30.434
2.5,0000 1 Aug 2015,29.68906,23.96859,28.24053,30.84435
3.5,0000 1 Aug 2015,29.983,24.37122,28.53129,31.12139
4.5,0000 1 Aug 2015,30.05452,24.97186,28.75099,31.09608
5.5,0000 1 Aug 2015,30.0384,25.59411,28.91694,30.93055
6.5,0000 1 Aug 2015,30.01634,26.12862,29.09614,30.80152
7.5,0000 1 Aug 2015,30.11702,26.27468,29.28373,30.84
1.5,0000 1 Sep 2015,29.41842,22.97942,27.79498,30.63536
2.5,0000 1 Sep 2015,29.50726,23.52669,27.98248,30.92736
3.5,0000 1 Sep 2015,29.42389,24.13268,28.04737,30.95772
4.5,0000 1 Sep 2015,29.27169,24.74973,28.03617,30.8502
5.5,0000 1 Sep 2015,29.17468,25.07051,28.02881,30.77754
6.5,0000 1 Sep 2015,29.19704,24.93711,28.02487,30.79176
7.5,0000 1 Sep 2015,29.30244,24.17754,27.95956,30.90443
1.5,0000 1 Oct 2015,29.71461,24.41618,28.36893,30.77172
2.5,0000 1 Oct 2015,29.77909,25.04402,28.55129,30.91198
3.5,0000 1 Oct 2015,29.62673,25.54217,28.52729,30.79741
4.5,0000 1 Oct 2015,29.4598,25.77329,28.44368,30.6726
5.5,0000 1 Oct 2015,29.33315,25.53136,28.32585,30.65501
6.5,0000 1 Oct 2015,29.25896,24.77415,28.1271,30.703
7.5,0000 1 Oct 2015,29.08331,23.62605,27.70548,30.71303
1.5,0000 1 Nov 2015,29.63739,25.08805,28.33017,30.50102
2.5,0000 1 Nov 2015,29.29062,25.56624,28.23476,30.33401
3.5,0000 1 Nov 2015,28.89657,25.61914,27.95837,30.11656
4.5,0000 1 Nov 2015,28.68333,25.31023,27.6975,30.09666
5.5,0000 1 Nov 2015,28.67803,24.45157,27.47523,30.23564
6.5,0000 1 Nov 2015,28.59728,23.33002,27.12458,30.2949
7.5,0000 1 Nov 2015,28.25252,22.24072,26.51273,30.15748
1.5,0000 1 Dec 2015,29.49371,25.6485,28.40354,30.34576
2.5,0000 1 Dec 2015,29.15851,25.79167,28.25356,30.12139
3.5,0000 1 Dec 2015,28.86987,25.39423,27.88326,30.04854
4.5,0000 1 Dec 2015,28.58794,24.49318,27.44785,30.00366
5.5,0000 1 Dec 2015,28.32965,23.31086,26.96128,29.93612
6.5,0000 1 Dec 2015,27.94123,22.20638,26.37709,29.67671
7.5,0000 1 Dec 2015,27.46467,21.37399,25.66512,29.40583
1.5,0000 1 Jan 2016,29.20088,26.70004,28.52261,29.92849
2.5,0000 1 Jan 2016,29.10576,26.60748,28.52897,29.91952
3.5,0000 1 Jan 2016,28.89624,25.52942,28.12982,29.89876
4.5,0000 1 Jan 2016,28.46882,23.80793,27.29781,29.83597
5.5,0000 1 Jan 2016,27.7047,22.25946,26.09549,29.57479
6.5,0000 1 Jan 2016,26.96201,21.17548,25.0593,29.23024
7.5,0000 1 Jan 2016,26.43133,20.60905,24.42997,28.94669
1.5,0000 1 Feb 2016,29.37297,27.10485,28.86061,29.90799
2.5,0000 1 Feb 2016,29.36757,26.00894,28.65219,30.0796
3.5,0000 1 Feb 2016,28.82048,24.15379,27.70981,30.0794
4.5,0000 1 Feb 2016,27.79642,22.48345,26.25498,29.75385
5.5,0000 1 Feb 2016,26.90694,21.43572,25.16236,29.33154
6.5,0000 1 Feb 2016,26.45734,20.92777,24.62971,29.03292
7.5,0000 1 Feb 2016,26.3945,20.84779,24.61385,28.95115
1.5,0000 1 Mar 2016,29.45747,26.37678,28.89107,30.01647
2.5,0000 1 Mar 2016,29.10218,24.5509,28.07184,30.16398
3.5,0000 1 Mar 2016,28.33966,22.90837,26.87878,30.03838
4.5,0000 1 Mar 2016,27.5843,21.92312,25.9506,29.69228
5.5,0000 1 Mar 2016,27.10201,21.37119,25.38852,29.4367
6.5,0000 1 Mar 2016,26.86645,21.13367,25.10713,29.31467
7.5,0000 1 Mar 2016,26.84348,21.13945,25.05886,29.30775
1.5,0000 1 Apr 2016,29.05756,24.27152,28.0573,30.03621
2.5,0000 1 Apr 2016,28.31951,22.82955,26.90924,29.86071
3.5,0000 1 Apr 2016,27.45247,21.90182,25.8744,29.49043
4.5,0000 1 Apr 2016,26.9873,21.30306,25.28108,29.2984
5.5,0000 1 Apr 2016,26.88336,21.0264,25.10648,29.33566
6.5,0000 1 Apr 2016,26.97768,21.18269,25.23237,29.4332
7.5,0000 1 Apr 2016,27.03351,21.63856,25.40463,29.39227
1.5,0000 1 May 2016,27.67998,21.99055,26.08688,29.25691
2.5,0000 1 May 2016,26.88849,20.7642,25.04969,28.91344
3.5,0000 1 May 2016,26.42089,20.17093,24.50307,28.72331
4.5,0000 1 May 2016,26.21775,19.97201,24.3089,28.6342
5.5,0000 1 May 2016,26.18523,20.25583,24.42309,28.615
6.5,0000 1 May 2016,26.14749,20.87231,24.53209,28.5322
7.5,0000 1 May 2016,25.98338,21.75781,24.57626,28.3593
1.5,0000 1 Jun 2016,26.69707,21.31167,24.92114,28.71218
2.5,0000 1 Jun 2016,26.32324,20.42774,24.38265,28.54678
3.5,0000 1 Jun 2016,26.32905,20.19545,24.40189,28.63332
4.5,0000 1 Jun 2016,26.48857,20.46329,24.68229,28.78922
5.5,0000 1 Jun 2016,26.63415,21.08248,24.95423,28.9321
6.5,0000 1 Jun 2016,26.62015,22.16511,25.11664,28.92023
7.5,0000 1 Jun 2016,26.53372,23.53268,25.3785,28.78589
1.5,0000 1 Jul 2016,26.58678,20.89241,24.68813,28.79024
2.5,0000 1 Jul 2016,26.63377,20.40586,24.68088,28.94882
3.5,0000 1 Jul 2016,26.81222,20.64144,25.00772,29.13513
4.5,0000 1 Jul 2016,26.97404,21.43718,25.35189,29.3082
5.5,0000 1 Jul 2016,26.95468,22.5872,25.5544,29.24886
6.5,0000 1 Jul 2016,26.80767,23.71728,25.67504,29.11245
7.5,0000 1 Jul 2016,26.81347,24.49512,25.96914,29.00699
1.5,0000 1 Aug 2016,26.05207,20.61456,24.24026,28.46594
2.5,0000 1 Aug 2016,26.22467,20.39981,24.38093,28.62428
3.5,0000 1 Aug 2016,26.43168,20.94854,24.72356,28.71242
4.5,0000 1 Aug 2016,26.40605,21.87827,24.97,28.63834
5.5,0000 1 Aug 2016,26.22847,23.07277,25.13769,28.43494
6.5,0000 1 Aug 2016,26.20297,24.09129,25.47046,28.29166
7.5,0000 1 Aug 2016,26.5512,24.29737,26.01814,28.30316
1.5,0000 1 Sep 2016,26.11899,20.97368,24.45055,28.38161
2.5,0000 1 Sep 2016,26.23094,21.18739,24.58653,28.48966
3.5,0000 1 Sep 2016,26.20476,22.07293,24.80877,28.47794
4.5,0000 1 Sep 2016,26.12965,23.22462,25.0949,28.35353
5.5,0000 1 Sep 2016,26.30284,24.27501,25.61664,28.27481
6.5,0000 1 Sep 2016,26.73434,24.47087,26.22305,28.31878
7.5,0000 1 Sep 2016,27.21842,23.84357,26.58667,28.5013
1.5,0000 1 Oct 2016,25.98788,21.15858,24.45394,28.11379
2.5,0000 1 Oct 2016,25.93961,21.85212,24.43777,28.1477
3.5,0000 1 Oct 2016,25.94239,22.96215,24.71928,28.1638
4.5,0000 1 Oct 2016,26.17279,24.03958,25.33417,28.16291
5.5,0000 1 Oct 2016,26.70299,24.34393,26.12728,28.32096
6.5,0000 1 Oct 2016,27.28698,23.9048,26.67352,28.61708
7.5,0000 1 Oct 2016,27.70531,22.92298,26.81144,28.96636
1.5,0000 1 Nov 2016,25.82661,22.4921,24.72752,27.83278
2.5,0000 1 Nov 2016,25.85036,23.81179,25.08887,27.72782
3.5,0000 1 Nov 2016,26.14508,25.13134,25.67785,27.75467
4.5,0000 1 Nov 2016,26.7647,25.64429,26.47431,28.0087
5.5,0000 1 Nov 2016,27.49036,25.09673,27.03695,28.46416
6.5,0000 1 Nov 2016,28.03479,24.03517,27.31188,28.92476
7.5,0000 1 Nov 2016,28.2745,23.18549,27.21227,29.31518
1.5,0000 1 Dec 2016,25.9767,24.44266,25.22093,27.81297
2.5,0000 1 Dec 2016,26.29555,25.84263,25.86492,27.75809
3.5,0000 1 Dec 2016,26.87936,26.39819,26.6144,27.95413
4.5,0000 1 Dec 2016,27.53871,25.66718,27.11547,28.39113
5.5,0000 1 Dec 2016,27.99304,24.20247,27.21645,28.87284
6.5,0000 1 Dec 2016,28.22674,22.95484,27.0636,29.26066
7.5,0000 1 Dec 2016,28.41391,22.40679,26.98547,29.60915
1.5,0000 1 Jan 2017,26.50185,26.46082,26.13648,27.9474
2.5,0000 1 Jan 2017,27.03691,26.92035,26.82064,28.13156
3.5,0000 1 Jan 2017,27.64931,26.00987,27.20011,28.5297
4.5,0000 1 Jan 2017,28.08873,24.4585,27.31253,28.96031
5.5,0000 1 Jan 2017,28.27317,22.8893,27.11053,29.28014
6.5,0000 1 Jan 2017,28.31364,21.99359,26.84139,29.58139
7.5,0000 1 Jan 2017,28.41677,21.56834,26.69154,29.99648
1.5,0000 1 Feb 2017,27.05083,27.27556,27.06969,28.05002
2.5,0000 1 Feb 2017,27.55457,26.18219,27.28103,28.52517
3.5,0000 1 Feb 2017,27.90968,24.47065,27.14231,29.01596
4.5,0000 1 Feb 2017,28.0603,22.90429,26.82223,29.31998
5.5,0000 1 Feb 2017,28.03838,22.00329,26.46211,29.51961
6.5,0000 1 Feb 2017,27.99482,21.58523,26.22265,29.72582
7.5,0000 1 Feb 2017,28.12046,21.44808,26.24873,30.05373
1.5,0000 1 Mar 2017,27.88573,27.17752,27.87899,28.69244
2.5,0000 1 Mar 2017,28.36967,25.67072,27.90864,29.28523
3.5,0000 1 Mar 2017,28.62288,24.03659,27.61105,29.73575
4.5,0000 1 Mar 2017,28.70158,22.87556,27.22534,30.10803
5.5,0000 1 Mar 2017,28.7938,22.41896,27.08859,30.38839
6.5,0000 1 Mar 2017,29.13387,22.36248,27.31677,30.69695
7.5,0000 1 Mar 2017,29.59822,22.88145,27.83496,30.92792
1.5,0000 1 Apr 2017,28.30088,25.48806,27.72074,28.98509
2.5,0000 1 Apr 2017,28.22056,23.46851,26.93147,29.3765
3.5,0000 1 Apr 2017,27.84284,21.8486,26.06375,29.55086
4.5,0000 1 Apr 2017,27.54911,21.00286,25.53405,29.68932
5.5,0000 1 Apr 2017,27.59733,20.81226,25.49773,29.94095
6.5,0000 1 Apr 2017,27.92763,21.05531,25.87848,30.26026
7.5,0000 1 Apr 2017,28.222,21.59423,26.25924,30.50991
1.5,0000 1 May 2017,28.04189,23.06875,26.786,29.2571
2.5,0000 1 May 2017,27.56492,21.69311,25.87184,29.28826
3.5,0000 1 May 2017,27.18888,20.86536,25.27374,29.34722
4.5,0000 1 May 2017,27.1117,20.59817,25.09472,29.50619
5.5,0000 1 May 2017,27.27716,20.80937,25.27607,29.73029
6.5,0000 1 May 2017,27.48741,21.46067,25.59408,29.91642
7.5,0000 1 May 2017,27.52148,22.4828,25.86472,29.93142
1.5,0000 1 Jun 2017,27.15982,21.51583,25.52682,28.94176
2.5,0000 1 Jun 2017,26.74492,20.4874,24.83912,28.94473
3.5,0000 1 Jun 2017,26.71382,20.15024,24.66186,29.08666
4.5,0000 1 Jun 2017,26.87763,20.51372,24.87548,29.29642
5.5,0000 1 Jun 2017,27.0658,21.25259,25.18927,29.46917
6.5,0000 1 Jun 2017,27.04317,22.2449,25.40592,29.45726
7.5,0000 1 Jun 2017,26.86626,23.41865,25.61265,29.22808
1.5,0000 1 Jul 2017,26.6074,20.70404,24.61989,28.75215
2.5,0000 1 Jul 2017,26.23994,20.16728,24.20588,28.60864
3.5,0000 1 Jul 2017,26.24305,20.19924,24.19642,28.60995
4.5,0000 1 Jul 2017,26.22852,20.77053,24.3308,28.55919
5.5,0000 1 Jul 2017,25.99725,21.69878,24.38892,28.35594
6.5,0000 1 Jul 2017,25.62152,22.86254,24.41856,28.02953
7.5,0000 1 Jul 2017,25.44679,23.7052,24.5206,27.8007
1.5,0000 1 Aug 2017,25.60716,20.29094,23.72618,28.34236
2.5,0000 1 Aug 2017,25.48078,20.17959,23.55922,28.25824
3.5,0000 1 Aug 2017,25.48711,20.559,23.65262,28.21231
4.5,0000 1 Aug 2017,25.4208,21.29076,23.83112,28.0962
5.5,0000 1 Aug 2017,25.25747,22.28274,24.05309,27.87705
6.5,0000 1 Aug 2017,25.29121,23.09495,24.43314,27.68298
7.5,0000 1 Aug 2017,25.64107,23.18175,25.00914,27.60816
1.5,0000 1 Sep 2017,25.14221,20.2042,23.31733,27.87993
2.5,0000 1 Sep 2017,24.84837,20.47719,23.14754,27.65882
3.5,0000 1 Sep 2017,24.63083,21.16908,23.14956,27.46217
4.5,0000 1 Sep 2017,24.47855,22.15693,23.35603,27.21589
5.5,0000 1 Sep 2017,24.61957,23.0793,23.93766,27.01568
6.5,0000 1 Sep 2017,25.02406,23.26513,24.55714,27.01204
7.5,0000 1 Sep 2017,25.56276,22.56697,24.98606,27.19878
1.5,0000 1 Oct 2017,24.57313,20.5429,23.04849,27.44416
2.5,0000 1 Oct 2017,24.05011,21.18507,22.69927,27.04909
3.5,0000 1 Oct 2017,23.89905,22.20825,22.90242,26.78542
4.5,0000 1 Oct 2017,24.08377,23.16266,23.50477,26.7084
5.5,0000 1 Oct 2017,24.56656,23.34156,24.14406,26.90589
6.5,0000 1 Oct 2017,25.26113,22.54517,24.62005,27.34957
7.5,0000 1 Oct 2017,25.83735,21.34506,24.81392,27.70663
1.5,0000 1 Nov 2017,24.17339,21.24868,22.78168,27.16507
2.5,0000 1 Nov 2017,23.59616,22.23211,22.58138,26.72157
3.5,0000 1 Nov 2017,23.55424,23.24158,22.97576,26.52095
4.5,0000 1 Nov 2017,24.08364,23.61408,23.77073,26.61612
5.5,0000 1 Nov 2017,24.79895,22.97627,24.35768,26.89814
6.5,0000 1 Nov 2017,25.40585,21.78698,24.58792,27.16079
7.5,0000 1 Nov 2017,25.63953,20.69771,24.41436,27.33933
1.5,0000 1 Dec 2017,24.12238,22.42471,23.18733,26.86473
2.5,0000 1 Dec 2017,24.08546,23.31562,23.41111,26.74608
3.5,0000 1 Dec 2017,24.5293,23.46528,23.93891,26.9211
4.5,0000 1 Dec 2017,25.12609,22.70911,24.40198,27.2192
5.5,0000 1 Dec 2017,25.56234,21.51607,24.60086,27.32087
6.5,0000 1 Dec 2017,25.77333,20.58031,24.55085,27.38595
7.5,0000 1 Dec 2017,25.83679,20.05626,24.40684,27.47818
1.5,0000 1 Jan 2018,24.98506,24.02832,24.29865,27.26026
2.5,0000 1 Jan 2018,25.31976,24.14423,24.84221,27.32037
3.5,0000 1 Jan 2018,25.87884,23.41328,25.30837,27.57908
4.5,0000 1 Jan 2018,26.39794,22.26012,25.57352,27.75269
5.5,0000 1 Jan 2018,26.64842,21.25693,25.50187,27.92439
6.5,0000 1 Jan 2018,26.65472,20.54963,25.22991,28.06748
7.5,0000 1 Jan 2018,26.64782,20.13435,24.99392,28.24291
1.5,0000 1 Feb 2018,26.12799,25.35032,25.73737,27.76528
2.5,0000 1 Feb 2018,26.55064,24.21471,25.99127,27.95994
3.5,0000 1 Feb 2018,26.93256,22.33301,25.83819,28.25294
4.5,0000 1 Feb 2018,27.07857,20.89752,25.4829,28.4732
5.5,0000 1 Feb 2018,27.04558,20.09887,25.10572,28.63441
6.5,0000 1 Feb 2018,26.97753,19.88199,24.89839,28.79415
7.5,0000 1 Feb 2018,27.00464,20.02743,24.98709,29.00711
1.5,0000 1 Mar 2018,26.74321,24.658,26.1293,28.1142
2.5,0000 1 Mar 2018,27.01499,22.5222,25.80696,28.40014
3.5,0000 1 Mar 2018,27.06693,20.87137,25.36733,28.60879
4.5,0000 1 Mar 2018,26.96849,19.99148,24.88319,28.69954
5.5,0000 1 Mar 2018,26.83634,19.75728,24.62601,28.79366
6.5,0000 1 Mar 2018,26.85674,19.85875,24.65403,28.95659
7.5,0000 1 Mar 2018,27.11739,20.22538,25.04602,29.19483
1.5,0000 1 Apr 2018,27.14685,22.09052,26.01184,28.48856
2.5,0000 1 Apr 2018,27.07282,20.70111,25.42327,28.62445
3.5,0000 1 Apr 2018,26.87483,19.90407,24.79611,28.70088
4.5,0000 1 Apr 2018,26.75755,19.67356,24.52165,28.81177
5.5,0000 1 Apr 2018,26.84667,19.75245,24.64027,28.99368
6.5,0000 1 Apr 2018,27.077,20.16075,25.04782,29.19477
7.5,0000 1 Apr 2018,27.25447,20.91753,25.42203,29.30519
1.5,0000 1 May 2018,27.14925,20.64485,25.61131,28.79046
2.5,0000 1 May 2018,26.78072,19.44689,24.72084,28.71814
3.5,0000 1 May 2018,26.45392,19.10086,24.15133,28.61343
4.5,0000 1 May 2018,26.41045,19.12401,24.05423,28.65371
5.5,0000 1 May 2018,26.58995,19.61423,24.34307,28.82514
6.5,0000 1 May 2018,26.79046,20.35629,24.70879,28.99557
7.5,0000 1 May 2018,26.70704,21.53021,24.99691,28.9712
1.5,0000 1 Jun 2018,27.36011,20.51234,25.60192,28.88743
2.5,0000 1 Jun 2018,27.20521,19.88724,25.12796,29.00976
3.5,0000 1 Jun 2018,27.33531,19.76589,25.17517,29.21002
4.5,0000 1 Jun 2018,27.61986,20.13567,25.56712,29.47118
5.5,0000 1 Jun 2018,27.83929,21.00681,25.95743,29.67855
6.5,0000 1 Jun 2018,27.82005,22.16058,26.14124,29.72115
7.5,0000 1 Jun 2018,27.58807,23.3156,26.17977,29.57738
1.5,0000 1 Jul 2018,26.93106,20.23293,24.78859,28.92496
2.5,0000 1 Jul 2018,26.84887,19.73823,24.56532,28.99618
3.5,0000 1 Jul 2018,27.05095,19.8654,24.82069,29.09863
4.5,0000 1 Jul 2018,27.2056,20.55539,25.21152,29.22748
5.5,0000 1 Jul 2018,27.07888,21.54379,25.38223,29.09394
6.5,0000 1 Jul 2018,26.73746,22.56343,25.42248,28.79762
7.5,0000 1 Jul 2018,26.49567,23.35009,25.46308,28.51635
1.5,0000 1 Aug 2018,26.77737,20.31483,24.60082,28.93596
2.5,0000 1 Aug 2018,27.00633,20.17765,24.82634,29.07811
3.5,0000 1 Aug 2018,27.28888,20.63712,25.24112,29.24005
4.5,0000 1 Aug 2018,27.29739,21.59523,25.53806,29.23226
5.5,0000 1 Aug 2018,27.0891,22.77852,25.66491,29.09873
6.5,0000 1 Aug 2018,26.91746,23.73753,25.84418,28.91111
