L,MON,LDC_SST_NASA_GMAO_062012
4.5,0000 1 Dec 1998,25.41621
5.5,0000 1 Dec 1998,26.00379
6.5,0000 1 Dec 1998,26.17376
7.5,0000 1 Dec 1998,25.98627
1.5,0000 1 Jan 1999,26.16711
2.5,0000 1 Jan 1999,26.32196
3.5,0000 1 Jan 1999,26.62809
4.5,0000 1 Jan 1999,26.74853
5.5,0000 1 Jan 1999,26.45713
6.5,0000 1 Jan 1999,25.84881
7.5,0000 1 Jan 1999,25.28112
1.5,0000 1 Feb 1999,25.35387
2.5,0000 1 Feb 1999,25.83618
3.5,0000 1 Feb 1999,26.29578
4.5,0000 1 Feb 1999,26.37658
5.5,0000 1 Feb 1999,26.00051
6.5,0000 1 Feb 1999,25.44752
7.5,0000 1 Feb 1999,25.07186
1.5,0000 1 Mar 1999,26.43008
2.5,0000 1 Mar 1999,26.6548
3.5,0000 1 Mar 1999,26.49198
4.5,0000 1 Mar 1999,25.87668
5.5,0000 1 Mar 1999,25.0935
6.5,0000 1 Mar 1999,24.4983
7.5,0000 1 Mar 1999,24.19529
1.5,0000 1 Apr 1999,26.7142
2.5,0000 1 Apr 1999,26.39815
3.5,0000 1 Apr 1999,25.66165
4.5,0000 1 Apr 1999,24.74185
5.5,0000 1 Apr 1999,24.04508
6.5,0000 1 Apr 1999,23.67756
7.5,0000 1 Apr 1999,23.55697
1.5,0000 1 May 1999,26.33839
2.5,0000 1 May 1999,25.60951
3.5,0000 1 May 1999,24.73136
4.5,0000 1 May 1999,24.04243
5.5,0000 1 May 1999,23.62784
6.5,0000 1 May 1999,23.45372
7.5,0000 1 May 1999,23.35676
1.5,0000 1 Jun 1999,25.74456
2.5,0000 1 Jun 1999,24.82694
3.5,0000 1 Jun 1999,24.02098
4.5,0000 1 Jun 1999,23.50847
5.5,0000 1 Jun 1999,23.32821
6.5,0000 1 Jun 1999,23.3205
7.5,0000 1 Jun 1999,23.49033
1.5,0000 1 Jul 1999,24.752
2.5,0000 1 Jul 1999,23.87524
3.5,0000 1 Jul 1999,23.36241
4.5,0000 1 Jul 1999,23.17846
5.5,0000 1 Jul 1999,23.10168
6.5,0000 1 Jul 1999,23.24711
7.5,0000 1 Jul 1999,23.64066
1.5,0000 1 Aug 1999,24.26881
2.5,0000 1 Aug 1999,23.64675
3.5,0000 1 Aug 1999,23.35317
4.5,0000 1 Aug 1999,23.23426
5.5,0000 1 Aug 1999,23.33255
6.5,0000 1 Aug 1999,23.78021
7.5,0000 1 Aug 1999,24.54428
1.5,0000 1 Sep 1999,24.2405
2.5,0000 1 Sep 1999,23.75793
3.5,0000 1 Sep 1999,23.47302
4.5,0000 1 Sep 1999,23.40617
5.5,0000 1 Sep 1999,23.66537
6.5,0000 1 Sep 1999,24.32022
7.5,0000 1 Sep 1999,25.10832
1.5,0000 1 Oct 1999,24.75041
2.5,0000 1 Oct 1999,24.24043
3.5,0000 1 Oct 1999,23.93463
4.5,0000 1 Oct 1999,23.99734
5.5,0000 1 Oct 1999,24.53229
6.5,0000 1 Oct 1999,25.29898
7.5,0000 1 Oct 1999,25.92962
1.5,0000 1 Nov 1999,24.3936
2.5,0000 1 Nov 1999,23.99777
3.5,0000 1 Nov 1999,23.97159
4.5,0000 1 Nov 1999,24.45557
5.5,0000 1 Nov 1999,25.23302
6.5,0000 1 Nov 1999,25.91522
7.5,0000 1 Nov 1999,26.22943
1.5,0000 1 Dec 1999,24.04859
2.5,0000 1 Dec 1999,23.97614
3.5,0000 1 Dec 1999,24.41228
4.5,0000 1 Dec 1999,25.158
5.5,0000 1 Dec 1999,25.78751
6.5,0000 1 Dec 1999,26.03751
7.5,0000 1 Dec 1999,25.96778
1.5,0000 1 Jan 2000,24.47754
2.5,0000 1 Jan 2000,24.83056
3.5,0000 1 Jan 2000,25.45707
4.5,0000 1 Jan 2000,26.05218
5.5,0000 1 Jan 2000,26.28794
6.5,0000 1 Jan 2000,26.16899
7.5,0000 1 Jan 2000,25.87531
1.5,0000 1 Feb 2000,25.34961
2.5,0000 1 Feb 2000,25.87335
3.5,0000 1 Feb 2000,26.33051
4.5,0000 1 Feb 2000,26.50618
5.5,0000 1 Feb 2000,26.29736
6.5,0000 1 Feb 2000,25.88227
7.5,0000 1 Feb 2000,25.54565
1.5,0000 1 Mar 2000,26.36413
2.5,0000 1 Mar 2000,26.79291
3.5,0000 1 Mar 2000,26.92604
4.5,0000 1 Mar 2000,26.68857
5.5,0000 1 Mar 2000,26.26395
6.5,0000 1 Mar 2000,25.91296
7.5,0000 1 Mar 2000,25.73713
1.5,0000 1 Apr 2000,26.98271
2.5,0000 1 Apr 2000,26.96315
3.5,0000 1 Apr 2000,26.68275
4.5,0000 1 Apr 2000,26.20911
5.5,0000 1 Apr 2000,25.82123
6.5,0000 1 Apr 2000,25.56568
7.5,0000 1 Apr 2000,25.43353
1.5,0000 1 May 2000,27.03838
2.5,0000 1 May 2000,26.70939
3.5,0000 1 May 2000,26.15859
4.5,0000 1 May 2000,25.67936
5.5,0000 1 May 2000,25.42125
6.5,0000 1 May 2000,25.34024
7.5,0000 1 May 2000,25.22515
1.5,0000 1 Jun 2000,26.50676
2.5,0000 1 Jun 2000,25.96238
3.5,0000 1 Jun 2000,25.48841
4.5,0000 1 Jun 2000,25.22105
5.5,0000 1 Jun 2000,25.10939
6.5,0000 1 Jun 2000,25.0017
7.5,0000 1 Jun 2000,24.93601
1.5,0000 1 Jul 2000,25.90145
2.5,0000 1 Jul 2000,25.44756
3.5,0000 1 Jul 2000,25.241
4.5,0000 1 Jul 2000,25.17943
5.5,0000 1 Jul 2000,25.10778
6.5,0000 1 Jul 2000,25.12415
7.5,0000 1 Jul 2000,25.37322
1.5,0000 1 Aug 2000,25.619
2.5,0000 1 Aug 2000,25.34477
3.5,0000 1 Aug 2000,25.25348
4.5,0000 1 Aug 2000,25.17723
5.5,0000 1 Aug 2000,25.10971
6.5,0000 1 Aug 2000,25.25813
7.5,0000 1 Aug 2000,25.68519
1.5,0000 1 Sep 2000,25.51171
2.5,0000 1 Sep 2000,25.29434
3.5,0000 1 Sep 2000,25.1338
4.5,0000 1 Sep 2000,25.01822
5.5,0000 1 Sep 2000,25.14669
6.5,0000 1 Sep 2000,25.61971
7.5,0000 1 Sep 2000,26.23075
1.5,0000 1 Oct 2000,25.86589
2.5,0000 1 Oct 2000,25.6611
3.5,0000 1 Oct 2000,25.5181
4.5,0000 1 Oct 2000,25.52543
5.5,0000 1 Oct 2000,25.88369
6.5,0000 1 Oct 2000,26.439
7.5,0000 1 Oct 2000,26.94528
1.5,0000 1 Nov 2000,25.70575
2.5,0000 1 Nov 2000,25.64054
3.5,0000 1 Nov 2000,25.75036
4.5,0000 1 Nov 2000,26.14497
5.5,0000 1 Nov 2000,26.66954
6.5,0000 1 Nov 2000,27.12215
7.5,0000 1 Nov 2000,27.29314
1.5,0000 1 Dec 2000,25.62921
2.5,0000 1 Dec 2000,25.74623
3.5,0000 1 Dec 2000,26.17739
4.5,0000 1 Dec 2000,26.73474
5.5,0000 1 Dec 2000,27.18439
6.5,0000 1 Dec 2000,27.35255
7.5,0000 1 Dec 2000,27.24715
1.5,0000 1 Jan 2001,25.34247
2.5,0000 1 Jan 2001,25.70372
3.5,0000 1 Jan 2001,26.26841
4.5,0000 1 Jan 2001,26.75358
5.5,0000 1 Jan 2001,26.92072
6.5,0000 1 Jan 2001,26.76657
7.5,0000 1 Jan 2001,26.47294
1.5,0000 1 Feb 2001,26.6332
2.5,0000 1 Feb 2001,27.12715
3.5,0000 1 Feb 2001,27.5213
4.5,0000 1 Feb 2001,27.62202
5.5,0000 1 Feb 2001,27.42122
6.5,0000 1 Feb 2001,27.04449
7.5,0000 1 Feb 2001,26.75993
1.5,0000 1 Mar 2001,27.1377
2.5,0000 1 Mar 2001,27.51929
3.5,0000 1 Mar 2001,27.59835
4.5,0000 1 Mar 2001,27.36778
5.5,0000 1 Mar 2001,26.93137
6.5,0000 1 Mar 2001,26.56878
7.5,0000 1 Mar 2001,26.42128
1.5,0000 1 Apr 2001,27.5702
2.5,0000 1 Apr 2001,27.665
3.5,0000 1 Apr 2001,27.4949
4.5,0000 1 Apr 2001,27.1346
5.5,0000 1 Apr 2001,26.7937
6.5,0000 1 Apr 2001,26.66613
7.5,0000 1 Apr 2001,26.6361
1.5,0000 1 May 2001,27.55643
2.5,0000 1 May 2001,27.30218
3.5,0000 1 May 2001,26.88345
4.5,0000 1 May 2001,26.5655
5.5,0000 1 May 2001,26.46402
6.5,0000 1 May 2001,26.45634
7.5,0000 1 May 2001,26.33046
1.5,0000 1 Jun 2001,26.93189
2.5,0000 1 Jun 2001,26.34508
3.5,0000 1 Jun 2001,25.86852
4.5,0000 1 Jun 2001,25.63071
5.5,0000 1 Jun 2001,25.48718
6.5,0000 1 Jun 2001,25.29911
7.5,0000 1 Jun 2001,25.17704
1.5,0000 1 Jul 2001,26.6701
2.5,0000 1 Jul 2001,26.25793
3.5,0000 1 Jul 2001,26.07314
4.5,0000 1 Jul 2001,25.9979
5.5,0000 1 Jul 2001,25.85542
6.5,0000 1 Jul 2001,25.72794
7.5,0000 1 Jul 2001,25.85237
1.5,0000 1 Aug 2001,26.17478
2.5,0000 1 Aug 2001,25.89927
3.5,0000 1 Aug 2001,25.78689
4.5,0000 1 Aug 2001,25.64564
5.5,0000 1 Aug 2001,25.54402
6.5,0000 1 Aug 2001,25.68275
7.5,0000 1 Aug 2001,26.13767
1.5,0000 1 Sep 2001,26.14241
2.5,0000 1 Sep 2001,25.96026
3.5,0000 1 Sep 2001,25.77633
4.5,0000 1 Sep 2001,25.67045
5.5,0000 1 Sep 2001,25.75608
6.5,0000 1 Sep 2001,26.13144
7.5,0000 1 Sep 2001,26.66019
1.5,0000 1 Oct 2001,26.40154
2.5,0000 1 Oct 2001,26.25793
3.5,0000 1 Oct 2001,26.14808
4.5,0000 1 Oct 2001,26.21567
5.5,0000 1 Oct 2001,26.58264
6.5,0000 1 Oct 2001,27.09455
7.5,0000 1 Oct 2001,27.48075
1.5,0000 1 Nov 2001,26.14975
2.5,0000 1 Nov 2001,25.99475
3.5,0000 1 Nov 2001,26.08651
4.5,0000 1 Nov 2001,26.48667
5.5,0000 1 Nov 2001,27.00451
6.5,0000 1 Nov 2001,27.40409
7.5,0000 1 Nov 2001,27.52716
1.5,0000 1 Dec 2001,26.30978
2.5,0000 1 Dec 2001,26.44745
3.5,0000 1 Dec 2001,26.81684
4.5,0000 1 Dec 2001,27.31952
5.5,0000 1 Dec 2001,27.70022
6.5,0000 1 Dec 2001,27.7735
7.5,0000 1 Dec 2001,27.45129
1.5,0000 1 Jan 2002,26.4548
2.5,0000 1 Jan 2002,26.82476
3.5,0000 1 Jan 2002,27.25297
4.5,0000 1 Jan 2002,27.55217
5.5,0000 1 Jan 2002,27.53095
6.5,0000 1 Jan 2002,27.14088
7.5,0000 1 Jan 2002,26.60909
1.5,0000 1 Feb 2002,27.2097
2.5,0000 1 Feb 2002,27.58952
3.5,0000 1 Feb 2002,27.89393
4.5,0000 1 Feb 2002,27.86237
5.5,0000 1 Feb 2002,27.4258
6.5,0000 1 Feb 2002,26.81519
7.5,0000 1 Feb 2002,26.36048
1.5,0000 1 Mar 2002,27.75994
2.5,0000 1 Mar 2002,28.06605
3.5,0000 1 Mar 2002,28.03568
4.5,0000 1 Mar 2002,27.58251
5.5,0000 1 Mar 2002,26.95564
6.5,0000 1 Mar 2002,26.48396
7.5,0000 1 Mar 2002,26.28906
1.5,0000 1 Apr 2002,28.09056
2.5,0000 1 Apr 2002,28.09291
3.5,0000 1 Apr 2002,27.74939
4.5,0000 1 Apr 2002,27.24151
5.5,0000 1 Apr 2002,26.87885
6.5,0000 1 Apr 2002,26.75564
7.5,0000 1 Apr 2002,26.69736
1.5,0000 1 May 2002,27.67824
2.5,0000 1 May 2002,27.25152
3.5,0000 1 May 2002,26.7566
4.5,0000 1 May 2002,26.47112
5.5,0000 1 May 2002,26.40231
6.5,0000 1 May 2002,26.37881
7.5,0000 1 May 2002,26.24338
1.5,0000 1 Jun 2002,27.49312
2.5,0000 1 Jun 2002,26.93962
3.5,0000 1 Jun 2002,26.58045
4.5,0000 1 Jun 2002,26.46884
5.5,0000 1 Jun 2002,26.40027
6.5,0000 1 Jun 2002,26.22898
7.5,0000 1 Jun 2002,26.064
1.5,0000 1 Jul 2002,27.09027
2.5,0000 1 Jul 2002,26.71117
3.5,0000 1 Jul 2002,26.56278
4.5,0000 1 Jul 2002,26.49409
5.5,0000 1 Jul 2002,26.35492
6.5,0000 1 Jul 2002,26.19571
7.5,0000 1 Jul 2002,26.23394
1.5,0000 1 Aug 2002,27.04322
2.5,0000 1 Aug 2002,26.88153
3.5,0000 1 Aug 2002,26.83488
4.5,0000 1 Aug 2002,26.74128
5.5,0000 1 Aug 2002,26.60649
6.5,0000 1 Aug 2002,26.68061
7.5,0000 1 Aug 2002,27.0455
1.5,0000 1 Sep 2002,27.28984
2.5,0000 1 Sep 2002,27.17649
3.5,0000 1 Sep 2002,27.01944
4.5,0000 1 Sep 2002,26.86152
5.5,0000 1 Sep 2002,26.86074
6.5,0000 1 Sep 2002,27.11513
7.5,0000 1 Sep 2002,27.47253
1.5,0000 1 Oct 2002,27.7981
2.5,0000 1 Oct 2002,27.66939
3.5,0000 1 Oct 2002,27.45292
4.5,0000 1 Oct 2002,27.31454
5.5,0000 1 Oct 2002,27.41273
6.5,0000 1 Oct 2002,27.57895
7.5,0000 1 Oct 2002,27.58809
1.5,0000 1 Nov 2002,27.82506
2.5,0000 1 Nov 2002,27.58748
3.5,0000 1 Nov 2002,27.46491
4.5,0000 1 Nov 2002,27.57548
5.5,0000 1 Nov 2002,27.81249
6.5,0000 1 Nov 2002,27.87031
7.5,0000 1 Nov 2002,27.501
1.5,0000 1 Dec 2002,27.79182
2.5,0000 1 Dec 2002,27.63419
3.5,0000 1 Dec 2002,27.69807
4.5,0000 1 Dec 2002,27.85231
5.5,0000 1 Dec 2002,27.77602
6.5,0000 1 Dec 2002,27.2232
7.5,0000 1 Dec 2002,26.24694
1.5,0000 1 Jan 2003,27.22415
2.5,0000 1 Jan 2003,27.33569
3.5,0000 1 Jan 2003,27.52268
4.5,0000 1 Jan 2003,27.50886
5.5,0000 1 Jan 2003,27.06832
6.5,0000 1 Jan 2003,26.25294
7.5,0000 1 Jan 2003,25.42847
1.5,0000 1 Feb 2003,27.39579
2.5,0000 1 Feb 2003,27.52664
3.5,0000 1 Feb 2003,27.44557
4.5,0000 1 Feb 2003,26.93191
5.5,0000 1 Feb 2003,26.07432
6.5,0000 1 Feb 2003,25.2121
7.5,0000 1 Feb 2003,24.62606
1.5,0000 1 Mar 2003,27.81895
2.5,0000 1 Mar 2003,27.76673
3.5,0000 1 Mar 2003,27.33021
4.5,0000 1 Mar 2003,26.52422
5.5,0000 1 Mar 2003,25.67233
6.5,0000 1 Mar 2003,25.11277
7.5,0000 1 Mar 2003,24.87734
1.5,0000 1 Apr 2003,27.65539
2.5,0000 1 Apr 2003,27.21067
3.5,0000 1 Apr 2003,26.41642
4.5,0000 1 Apr 2003,25.63147
5.5,0000 1 Apr 2003,25.18066
6.5,0000 1 Apr 2003,25.03545
7.5,0000 1 Apr 2003,24.94172
1.5,0000 1 May 2003,26.68247
2.5,0000 1 May 2003,25.84821
3.5,0000 1 May 2003,25.06076
4.5,0000 1 May 2003,24.59409
5.5,0000 1 May 2003,24.42899
6.5,0000 1 May 2003,24.41235
7.5,0000 1 May 2003,24.38304
1.5,0000 1 Jun 2003,25.92059
2.5,0000 1 Jun 2003,25.1246
3.5,0000 1 Jun 2003,24.6397
4.5,0000 1 Jun 2003,24.46755
5.5,0000 1 Jun 2003,24.4633
6.5,0000 1 Jun 2003,24.44929
7.5,0000 1 Jun 2003,24.55156
1.5,0000 1 Jul 2003,26.09188
2.5,0000 1 Jul 2003,25.51428
3.5,0000 1 Jul 2003,25.29077
4.5,0000 1 Jul 2003,25.24504
5.5,0000 1 Jul 2003,25.1381
6.5,0000 1 Jul 2003,25.08856
7.5,0000 1 Jul 2003,25.31905
1.5,0000 1 Aug 2003,25.96118
2.5,0000 1 Aug 2003,25.76955
3.5,0000 1 Aug 2003,25.75337
4.5,0000 1 Aug 2003,25.64422
5.5,0000 1 Aug 2003,25.5407
6.5,0000 1 Aug 2003,25.67689
7.5,0000 1 Aug 2003,26.12923
1.5,0000 1 Sep 2003,26.21644
2.5,0000 1 Sep 2003,26.14033
3.5,0000 1 Sep 2003,26.0127
4.5,0000 1 Sep 2003,25.88568
5.5,0000 1 Sep 2003,25.96758
6.5,0000 1 Sep 2003,26.35754
7.5,0000 1 Sep 2003,26.88444
1.5,0000 1 Oct 2003,26.54271
2.5,0000 1 Oct 2003,26.29803
3.5,0000 1 Oct 2003,26.07979
4.5,0000 1 Oct 2003,26.08649
5.5,0000 1 Oct 2003,26.41391
6.5,0000 1 Oct 2003,26.90318
7.5,0000 1 Oct 2003,27.30013
1.5,0000 1 Nov 2003,26.83565
2.5,0000 1 Nov 2003,26.69227
3.5,0000 1 Nov 2003,26.72359
4.5,0000 1 Nov 2003,27.00005
5.5,0000 1 Nov 2003,27.38612
6.5,0000 1 Nov 2003,27.58689
7.5,0000 1 Nov 2003,27.38188
1.5,0000 1 Dec 2003,26.79484
2.5,0000 1 Dec 2003,26.81178
3.5,0000 1 Dec 2003,27.11151
4.5,0000 1 Dec 2003,27.5469
5.5,0000 1 Dec 2003,27.81389
6.5,0000 1 Dec 2003,27.68535
7.5,0000 1 Dec 2003,27.1186
1.5,0000 1 Jan 2004,27.10215
2.5,0000 1 Jan 2004,27.23498
3.5,0000 1 Jan 2004,27.43864
4.5,0000 1 Jan 2004,27.44094
5.5,0000 1 Jan 2004,27.06458
6.5,0000 1 Jan 2004,26.32953
7.5,0000 1 Jan 2004,25.57931
1.5,0000 1 Feb 2004,27.20746
2.5,0000 1 Feb 2004,27.56438
3.5,0000 1 Feb 2004,27.72901
4.5,0000 1 Feb 2004,27.48466
5.5,0000 1 Feb 2004,26.81382
6.5,0000 1 Feb 2004,26.03759
7.5,0000 1 Feb 2004,25.49201
1.5,0000 1 Mar 2004,27.65436
2.5,0000 1 Mar 2004,27.94296
3.5,0000 1 Mar 2004,27.89967
4.5,0000 1 Mar 2004,27.46789
5.5,0000 1 Mar 2004,26.85592
6.5,0000 1 Mar 2004,26.39905
7.5,0000 1 Mar 2004,26.25485
1.5,0000 1 Apr 2004,27.94286
2.5,0000 1 Apr 2004,27.97517
3.5,0000 1 Apr 2004,27.54839
4.5,0000 1 Apr 2004,26.91791
5.5,0000 1 Apr 2004,26.45779
6.5,0000 1 Apr 2004,26.34488
7.5,0000 1 Apr 2004,26.33069
1.5,0000 1 May 2004,27.36754
2.5,0000 1 May 2004,26.76108
3.5,0000 1 May 2004,26.09683
4.5,0000 1 May 2004,25.70418
5.5,0000 1 May 2004,25.57278
6.5,0000 1 May 2004,25.49718
7.5,0000 1 May 2004,25.34675
1.5,0000 1 Jun 2004,26.8804
2.5,0000 1 Jun 2004,26.13582
3.5,0000 1 Jun 2004,25.69691
4.5,0000 1 Jun 2004,25.58685
5.5,0000 1 Jun 2004,25.58874
6.5,0000 1 Jun 2004,25.47331
7.5,0000 1 Jun 2004,25.3975
1.5,0000 1 Jul 2004,26.50655
2.5,0000 1 Jul 2004,26.10133
3.5,0000 1 Jul 2004,25.88666
4.5,0000 1 Jul 2004,25.78668
5.5,0000 1 Jul 2004,25.6441
6.5,0000 1 Jul 2004,25.48753
7.5,0000 1 Jul 2004,25.56864
1.5,0000 1 Aug 2004,26.40158
2.5,0000 1 Aug 2004,26.0955
3.5,0000 1 Aug 2004,26.04083
4.5,0000 1 Aug 2004,25.92628
5.5,0000 1 Aug 2004,25.79988
6.5,0000 1 Aug 2004,25.92478
7.5,0000 1 Aug 2004,26.35103
1.5,0000 1 Sep 2004,26.80493
2.5,0000 1 Sep 2004,26.65808
3.5,0000 1 Sep 2004,26.4566
4.5,0000 1 Sep 2004,26.28991
5.5,0000 1 Sep 2004,26.29818
6.5,0000 1 Sep 2004,26.59297
7.5,0000 1 Sep 2004,27.01406
1.5,0000 1 Oct 2004,26.98788
2.5,0000 1 Oct 2004,26.80851
3.5,0000 1 Oct 2004,26.65241
4.5,0000 1 Oct 2004,26.62145
5.5,0000 1 Oct 2004,26.8734
6.5,0000 1 Oct 2004,27.2679
7.5,0000 1 Oct 2004,27.55039
1.5,0000 1 Nov 2004,27.02167
2.5,0000 1 Nov 2004,26.84498
3.5,0000 1 Nov 2004,26.83591
4.5,0000 1 Nov 2004,27.07193
5.5,0000 1 Nov 2004,27.44975
6.5,0000 1 Nov 2004,27.66502
7.5,0000 1 Nov 2004,27.49332
1.5,0000 1 Dec 2004,27.10118
2.5,0000 1 Dec 2004,27.13696
3.5,0000 1 Dec 2004,27.40847
4.5,0000 1 Dec 2004,27.76093
5.5,0000 1 Dec 2004,27.91969
6.5,0000 1 Dec 2004,27.64819
7.5,0000 1 Dec 2004,26.98895
1.5,0000 1 Jan 2005,27.01876
2.5,0000 1 Jan 2005,27.28786
3.5,0000 1 Jan 2005,27.68174
4.5,0000 1 Jan 2005,27.91365
5.5,0000 1 Jan 2005,27.71345
6.5,0000 1 Jan 2005,27.07246
7.5,0000 1 Jan 2005,26.30438
1.5,0000 1 Feb 2005,27.37767
2.5,0000 1 Feb 2005,27.71711
3.5,0000 1 Feb 2005,27.94132
4.5,0000 1 Feb 2005,27.78822
5.5,0000 1 Feb 2005,27.22715
6.5,0000 1 Feb 2005,26.57714
7.5,0000 1 Feb 2005,26.17861
1.5,0000 1 Mar 2005,27.81551
2.5,0000 1 Mar 2005,28.04321
3.5,0000 1 Mar 2005,27.8833
4.5,0000 1 Mar 2005,27.32561
5.5,0000 1 Mar 2005,26.6527
6.5,0000 1 Mar 2005,26.23526
7.5,0000 1 Mar 2005,26.08556
1.5,0000 1 Apr 2005,27.95075
2.5,0000 1 Apr 2005,27.72113
3.5,0000 1 Apr 2005,27.13282
4.5,0000 1 Apr 2005,26.43858
5.5,0000 1 Apr 2005,25.9782
6.5,0000 1 Apr 2005,25.78551
7.5,0000 1 Apr 2005,25.68811
1.5,0000 1 May 2005,27.55474
2.5,0000 1 May 2005,26.95749
3.5,0000 1 May 2005,26.28377
4.5,0000 1 May 2005,25.81169
5.5,0000 1 May 2005,25.61966
6.5,0000 1 May 2005,25.5181
7.5,0000 1 May 2005,25.38784
1.5,0000 1 Jun 2005,26.76177
2.5,0000 1 Jun 2005,26.03098
3.5,0000 1 Jun 2005,25.56126
4.5,0000 1 Jun 2005,25.39301
5.5,0000 1 Jun 2005,25.33828
6.5,0000 1 Jun 2005,25.25126
7.5,0000 1 Jun 2005,25.22449
1.5,0000 1 Jul 2005,26.00238
2.5,0000 1 Jul 2005,25.50518
3.5,0000 1 Jul 2005,25.36654
4.5,0000 1 Jul 2005,25.33516
5.5,0000 1 Jul 2005,25.24474
6.5,0000 1 Jul 2005,25.23198
7.5,0000 1 Jul 2005,25.44557
1.5,0000 1 Aug 2005,25.72099
2.5,0000 1 Aug 2005,25.53312
3.5,0000 1 Aug 2005,25.52192
4.5,0000 1 Aug 2005,25.42086
5.5,0000 1 Aug 2005,25.33033
6.5,0000 1 Aug 2005,25.51982
7.5,0000 1 Aug 2005,26.03734
1.5,0000 1 Sep 2005,26.1541
2.5,0000 1 Sep 2005,26.08656
3.5,0000 1 Sep 2005,26.01099
4.5,0000 1 Sep 2005,25.94039
5.5,0000 1 Sep 2005,26.05771
6.5,0000 1 Sep 2005,26.46723
7.5,0000 1 Sep 2005,26.99497
1.5,0000 1 Oct 2005,26.1919
2.5,0000 1 Oct 2005,25.86026
3.5,0000 1 Oct 2005,25.60747
4.5,0000 1 Oct 2005,25.56119
5.5,0000 1 Oct 2005,25.91191
6.5,0000 1 Oct 2005,26.45343
7.5,0000 1 Oct 2005,26.93624
1.5,0000 1 Nov 2005,25.84587
2.5,0000 1 Nov 2005,25.54592
3.5,0000 1 Nov 2005,25.52069
4.5,0000 1 Nov 2005,25.87409
5.5,0000 1 Nov 2005,26.4492
6.5,0000 1 Nov 2005,26.91558
7.5,0000 1 Nov 2005,27.04464
1.5,0000 1 Dec 2005,25.31076
2.5,0000 1 Dec 2005,25.13256
3.5,0000 1 Dec 2005,25.444
4.5,0000 1 Dec 2005,26.07656
5.5,0000 1 Dec 2005,26.61863
6.5,0000 1 Dec 2005,26.80897
7.5,0000 1 Dec 2005,26.6683
1.5,0000 1 Jan 2006,26.17518
2.5,0000 1 Jan 2006,26.48551
3.5,0000 1 Jan 2006,27.0011
4.5,0000 1 Jan 2006,27.38151
5.5,0000 1 Jan 2006,27.37799
6.5,0000 1 Jan 2006,26.95996
7.5,0000 1 Jan 2006,26.39015
1.5,0000 1 Feb 2006,26.31744
2.5,0000 1 Feb 2006,26.82826
3.5,0000 1 Feb 2006,27.22406
4.5,0000 1 Feb 2006,27.23231
5.5,0000 1 Feb 2006,26.85395
6.5,0000 1 Feb 2006,26.29033
7.5,0000 1 Feb 2006,25.84953
1.5,0000 1 Mar 2006,27.14241
2.5,0000 1 Mar 2006,27.46234
3.5,0000 1 Mar 2006,27.42618
4.5,0000 1 Mar 2006,27.03103
5.5,0000 1 Mar 2006,26.49587
6.5,0000 1 Mar 2006,26.13431
7.5,0000 1 Mar 2006,26.01834
1.5,0000 1 Apr 2006,27.50129
2.5,0000 1 Apr 2006,27.48838
3.5,0000 1 Apr 2006,27.13678
4.5,0000 1 Apr 2006,26.62572
5.5,0000 1 Apr 2006,26.25143
6.5,0000 1 Apr 2006,26.1209
7.5,0000 1 Apr 2006,26.07046
1.5,0000 1 May 2006,27.37828
2.5,0000 1 May 2006,26.92623
3.5,0000 1 May 2006,26.36284
4.5,0000 1 May 2006,25.96603
5.5,0000 1 May 2006,25.79136
6.5,0000 1 May 2006,25.72226
7.5,0000 1 May 2006,25.64093
1.5,0000 1 Jun 2006,26.8794
2.5,0000 1 Jun 2006,26.25278
3.5,0000 1 Jun 2006,25.82062
4.5,0000 1 Jun 2006,25.66482
5.5,0000 1 Jun 2006,25.62272
6.5,0000 1 Jun 2006,25.52696
7.5,0000 1 Jun 2006,25.45662
1.5,0000 1 Jul 2006,26.3264
2.5,0000 1 Jul 2006,25.94245
3.5,0000 1 Jul 2006,25.82259
4.5,0000 1 Jul 2006,25.80978
5.5,0000 1 Jul 2006,25.72327
6.5,0000 1 Jul 2006,25.65672
7.5,0000 1 Jul 2006,25.83524
1.5,0000 1 Aug 2006,26.29899
2.5,0000 1 Aug 2006,26.07696
3.5,0000 1 Aug 2006,25.99226
4.5,0000 1 Aug 2006,25.92413
5.5,0000 1 Aug 2006,25.85385
6.5,0000 1 Aug 2006,25.96467
7.5,0000 1 Aug 2006,26.34408
1.5,0000 1 Sep 2006,27.00858
2.5,0000 1 Sep 2006,26.99656
3.5,0000 1 Sep 2006,26.94536
4.5,0000 1 Sep 2006,26.83661
5.5,0000 1 Sep 2006,26.82363
6.5,0000 1 Sep 2006,27.05065
7.5,0000 1 Sep 2006,27.39478
1.5,0000 1 Oct 2006,27.36165
2.5,0000 1 Oct 2006,27.3394
3.5,0000 1 Oct 2006,27.27553
4.5,0000 1 Oct 2006,27.26715
5.5,0000 1 Oct 2006,27.41854
6.5,0000 1 Oct 2006,27.65257
7.5,0000 1 Oct 2006,27.74761
1.5,0000 1 Nov 2006,27.52522
2.5,0000 1 Nov 2006,27.45386
3.5,0000 1 Nov 2006,27.47589
4.5,0000 1 Nov 2006,27.68326
5.5,0000 1 Nov 2006,27.95753
6.5,0000 1 Nov 2006,28.02759
7.5,0000 1 Nov 2006,27.66823
1.5,0000 1 Dec 2006,27.49081
2.5,0000 1 Dec 2006,27.4613
