M,L,START,TARGET,SZN,MEAN_SST_GFDL_SPEAR,VAR_SST_GFDL_SPEAR
3,1.5,8,9,ASO,26.62150666666667,0.681728317471265
4,1.5,8,9,ASO,26.60213333333333,0.6729059060850572
5,1.5,8,9,ASO,26.602414827586205,0.7227882516115774
6,1.5,8,9,ASO,26.590508666666665,0.648293627032644
7,1.5,8,9,ASO,26.559329333333334,0.6645043153788499
8,1.5,8,9,ASO,26.614604999999997,0.7457735098465512
9,1.5,8,9,ASO,26.587600333333334,0.684059848692988
10,1.5,8,9,ASO,26.556848666666667,0.6640007266050576
11,1.5,8,9,ASO,26.631320000000002,0.7023724868206901
12,1.5,8,9,ASO,26.621956,0.6313492973834475
13,1.5,8,9,ASO,26.613089666666667,0.6905199394722991
14,1.5,8,9,ASO,26.565144999999998,0.5738166873775867
15,1.5,8,9,ASO,26.589103666666666,0.7447350952998861
1,1.5,9,10,SON,26.700827666666665,0.8004003813219531
2,1.5,9,10,SON,26.70334,0.804872122468965
3,1.5,9,10,SON,26.734994333333336,0.8334247145564375
4,1.5,9,10,SON,26.693443,0.8386003226975869
5,1.5,9,10,SON,26.666585,0.8289237278948282
6,1.5,9,10,SON,26.667795,0.8735849541568975
7,1.5,9,10,SON,26.686427,0.8488564160079313
8,1.5,9,10,SON,26.712854,0.7976467696800009
9,1.5,9,10,SON,26.693270666666667,0.9109839984478147
10,1.5,9,10,SON,26.645315,0.7849774365155169
11,1.5,9,10,SON,26.66048933333333,0.7877721590478156
12,1.5,9,10,SON,26.711344333333333,0.8411282252943691
13,1.5,9,10,SON,26.695978333333336,0.7774801998143672
14,1.5,9,10,SON,26.67933833333333,0.8461409198143689
15,1.5,9,10,SON,26.698844,0.8321676121834485
1,1.5,10,11,OND,26.661641999999997,1.0469011614372408
2,1.5,10,11,OND,26.644838,0.9376085552096554
3,1.5,10,11,OND,26.690128,0.9489535829475869
4,1.5,10,11,OND,26.667462,0.9887163026993103
5,1.5,10,11,OND,26.656471333333332,1.0417644135912645
6,1.5,10,11,OND,26.62762366666667,0.9256413169343678
7,1.5,10,11,OND,26.667789000000003,0.9730148353058613
8,1.5,10,11,OND,26.657253333333333,0.9337005865816086
9,1.5,10,11,OND,26.669847666666666,1.0249885389978168
10,1.5,10,11,OND,26.654881,0.9921486646368964
11,1.5,10,11,OND,26.654826,0.9722703293558623
12,1.5,10,11,OND,26.66371333333333,1.054540173498851
13,1.5,10,11,OND,26.681197,1.0230164108768962
14,1.5,10,11,OND,26.664737666666667,0.9699714492185059
15,1.5,10,11,OND,26.655548333333336,1.0174670757867803
1,1.5,11,12,NDJ,26.56464,0.9223780028000002
2,1.5,11,12,NDJ,26.545828333333336,0.9933450698833334
3,1.5,11,12,NDJ,26.55051166666667,1.0091632847867817
4,1.5,11,12,NDJ,26.545022333333335,0.9529037739495407
5,1.5,11,12,NDJ,26.549244333333334,0.9279516950047132
6,1.5,11,12,NDJ,26.528299666666666,0.9706828606722995
7,1.5,11,12,NDJ,26.55884466666667,1.028090746005057
8,1.5,11,12,NDJ,26.532321333333336,0.9564131324395413
9,1.5,11,12,NDJ,26.528572333333333,1.0102624390943682
10,1.5,11,12,NDJ,26.512691333333336,0.9265926906602285
11,1.5,11,12,NDJ,26.543904666666666,0.9618180541085052
12,1.5,11,12,NDJ,26.552015666666666,1.014857643142644
13,1.5,11,12,NDJ,26.537447666666665,1.0076624434254033
14,1.5,11,12,NDJ,26.540994666666666,0.9965664141705738
15,1.5,11,12,NDJ,26.522579666666665,0.963087591120574
1,1.5,12,1,DJF,26.457330000000002,0.9160587884482752
2,1.5,12,1,DJF,26.48701,0.9131254438965521
3,1.5,12,1,DJF,26.507684666666666,0.8805728449429888
4,1.5,12,1,DJF,26.482858,0.8364585032096558
5,1.5,12,1,DJF,26.443395000000002,0.8602996314396547
6,1.5,12,1,DJF,26.440967,0.927749869538965
7,1.5,12,1,DJF,26.485340333333333,0.8352826910998856
8,1.5,12,1,DJF,26.484801333333333,0.8411647209912646
9,1.5,12,1,DJF,26.470200666666667,0.8894532105719539
10,1.5,12,1,DJF,26.485599333333333,0.8429374607374711
11,1.5,12,1,DJF,26.47715966666667,0.8549205052722988
12,1.5,12,1,DJF,26.49262,0.8876613076620683
13,1.5,12,1,DJF,26.507464666666667,0.9150240203636779
14,1.5,12,1,DJF,26.449118,0.9237860748096548
15,1.5,12,1,DJF,26.470324,0.841193049886896
1,2.5,1,3,FMA,27.141534999999998,0.5052169967913783
2,2.5,1,3,FMA,27.158079999999998,0.35979067154482774
3,2.5,1,3,FMA,27.166461,0.36386258237482916
4,2.5,1,3,FMA,27.169881999999998,0.4275257739751722
5,2.5,1,3,FMA,27.189504666666668,0.3316345641981615
6,2.5,1,3,FMA,27.111731333333335,0.3896631321843676
7,2.5,1,3,FMA,27.159960666666667,0.40407732069609165
8,2.5,1,3,FMA,27.078621,0.38077968623000014
9,2.5,1,3,FMA,27.137651,0.4575488132713797
10,2.5,1,3,FMA,27.147808333333334,0.31397495718678076
11,2.5,1,3,FMA,27.166072666666665,0.37052723561333356
12,2.5,1,3,FMA,27.149745666666668,0.3739853828805748
13,2.5,1,3,FMA,27.145192333333334,0.3875303424874711
14,2.5,1,3,FMA,27.140326666666667,0.3742380495954022
15,2.5,1,3,FMA,27.145321666666668,0.39700588351781596
1,2.5,2,4,MAM,27.555469666666667,0.20089143269298793
2,2.5,2,4,MAM,27.592573333333334,0.16709309160229915
3,2.5,2,4,MAM,27.58784066666667,0.22201082742712572
4,2.5,2,4,MAM,27.568269333333333,0.26241511368229814
5,2.5,2,4,MAM,27.593472000000002,0.1958979313544834
6,2.5,2,4,MAM,27.607329666666665,0.24046236152057474
7,2.5,2,4,MAM,27.54418666666667,0.23284328299540147
8,2.5,2,4,MAM,27.604965,0.19892312235689621
9,2.5,2,4,MAM,27.586707666666666,0.2006043695633319
10,2.5,2,4,MAM,27.579170666666666,0.20013417673057451
11,2.5,2,4,MAM,27.612971666666667,0.22622052131091883
12,2.5,2,4,MAM,27.641767666666667,0.2023030614874726
13,2.5,2,4,MAM,27.570168666666667,0.20950145214298932
14,2.5,2,4,MAM,27.603899333333334,0.18388381511678134
15,2.5,2,4,MAM,27.592820333333336,0.24909527956885125
1,2.5,3,5,AMJ,27.782698333333332,0.1846739929454022
2,2.5,3,5,AMJ,27.734409000000003,0.1179301798713796
3,2.5,3,5,AMJ,27.730020666666668,0.14774626693057574
4,2.5,3,5,AMJ,27.757830000000002,0.13123495985517353
5,2.5,3,5,AMJ,27.776467,0.1499485006217233
6,2.5,3,5,AMJ,27.692108,0.12485528454069093
7,2.5,3,5,AMJ,27.724953000000003,0.14481210615275886
8,2.5,3,5,AMJ,27.799671,0.1376504179748266
9,2.5,3,5,AMJ,27.775490666666666,0.10990428986850588
10,2.5,3,5,AMJ,27.784768666666665,0.1704285789429883
