M,L,MON,LDC_SST_GFDL_SPEAR
7,9.5,0000 1 Apr 2004,25.78648
8,9.5,0000 1 Apr 2004,27.17826
9,9.5,0000 1 Apr 2004,25.9802
10,9.5,0000 1 Apr 2004,25.39608
11,9.5,0000 1 Apr 2004,27.0923
12,9.5,0000 1 Apr 2004,26.16375
13,9.5,0000 1 Apr 2004,26.0079
14,9.5,0000 1 Apr 2004,26.4206
15,9.5,0000 1 Apr 2004,25.77332
1,10.5,0000 1 Apr 2004,26.31664
2,10.5,0000 1 Apr 2004,26.49873
3,10.5,0000 1 Apr 2004,26.0978
4,10.5,0000 1 Apr 2004,25.20728
5,10.5,0000 1 Apr 2004,26.07275
6,10.5,0000 1 Apr 2004,26.95388
7,10.5,0000 1 Apr 2004,25.89759
8,10.5,0000 1 Apr 2004,27.23614
9,10.5,0000 1 Apr 2004,26.11259
10,10.5,0000 1 Apr 2004,25.4518
11,10.5,0000 1 Apr 2004,27.34371
12,10.5,0000 1 Apr 2004,26.38814
13,10.5,0000 1 Apr 2004,25.90835
14,10.5,0000 1 Apr 2004,26.72292
15,10.5,0000 1 Apr 2004,26.03282
1,1.5,0000 1 May 2004,27.50162
2,1.5,0000 1 May 2004,27.26495
3,1.5,0000 1 May 2004,27.23933
4,1.5,0000 1 May 2004,27.65921
5,1.5,0000 1 May 2004,27.35738
6,1.5,0000 1 May 2004,27.48827
7,1.5,0000 1 May 2004,27.41052
8,1.5,0000 1 May 2004,27.3654
9,1.5,0000 1 May 2004,27.35266
10,1.5,0000 1 May 2004,27.49297
11,1.5,0000 1 May 2004,27.43675
12,1.5,0000 1 May 2004,27.28327
13,1.5,0000 1 May 2004,27.73897
14,1.5,0000 1 May 2004,27.44023
15,1.5,0000 1 May 2004,27.35717
1,2.5,0000 1 May 2004,27.06187
2,2.5,0000 1 May 2004,26.62252
3,2.5,0000 1 May 2004,26.57713
4,2.5,0000 1 May 2004,27.25263
5,2.5,0000 1 May 2004,26.67111
6,2.5,0000 1 May 2004,27.07575
7,2.5,0000 1 May 2004,26.88174
8,2.5,0000 1 May 2004,26.92095
9,2.5,0000 1 May 2004,26.76432
10,2.5,0000 1 May 2004,26.96675
11,2.5,0000 1 May 2004,26.89363
12,2.5,0000 1 May 2004,26.75149
13,2.5,0000 1 May 2004,27.5105
14,2.5,0000 1 May 2004,27.0687
15,2.5,0000 1 May 2004,26.8746
1,3.5,0000 1 May 2004,26.69697
2,3.5,0000 1 May 2004,26.07889
3,3.5,0000 1 May 2004,25.94697
4,3.5,0000 1 May 2004,26.69136
5,3.5,0000 1 May 2004,25.90716
6,3.5,0000 1 May 2004,26.65789
7,3.5,0000 1 May 2004,26.38556
8,3.5,0000 1 May 2004,26.45947
9,3.5,0000 1 May 2004,26.18163
10,3.5,0000 1 May 2004,26.44892
11,3.5,0000 1 May 2004,26.39968
12,3.5,0000 1 May 2004,26.23285
13,3.5,0000 1 May 2004,27.25599
14,3.5,0000 1 May 2004,26.83608
15,3.5,0000 1 May 2004,26.3909
1,4.5,0000 1 May 2004,26.61164
2,4.5,0000 1 May 2004,25.79612
3,4.5,0000 1 May 2004,25.6924
4,4.5,0000 1 May 2004,26.31914
5,4.5,0000 1 May 2004,25.45637
6,4.5,0000 1 May 2004,26.48612
7,4.5,0000 1 May 2004,26.14133
8,4.5,0000 1 May 2004,26.2355
9,4.5,0000 1 May 2004,25.85629
10,4.5,0000 1 May 2004,26.17797
11,4.5,0000 1 May 2004,26.28403
12,4.5,0000 1 May 2004,25.96113
13,4.5,0000 1 May 2004,27.20192
14,4.5,0000 1 May 2004,26.83804
15,4.5,0000 1 May 2004,26.10645
1,5.5,0000 1 May 2004,26.5529
2,5.5,0000 1 May 2004,25.71237
3,5.5,0000 1 May 2004,25.61967
4,5.5,0000 1 May 2004,26.04243
5,5.5,0000 1 May 2004,25.23341
6,5.5,0000 1 May 2004,26.44889
7,5.5,0000 1 May 2004,26.04566
8,5.5,0000 1 May 2004,26.07377
9,5.5,0000 1 May 2004,25.62821
10,5.5,0000 1 May 2004,26.00531
11,5.5,0000 1 May 2004,26.39951
12,5.5,0000 1 May 2004,25.71993
13,5.5,0000 1 May 2004,27.30954
14,5.5,0000 1 May 2004,27.03139
15,5.5,0000 1 May 2004,25.89206
1,6.5,0000 1 May 2004,26.46849
2,6.5,0000 1 May 2004,25.66674
3,6.5,0000 1 May 2004,25.48011
4,6.5,0000 1 May 2004,25.87452
5,6.5,0000 1 May 2004,25.13997
6,6.5,0000 1 May 2004,26.38211
7,6.5,0000 1 May 2004,25.91345
8,6.5,0000 1 May 2004,26.01985
9,6.5,0000 1 May 2004,25.35419
10,6.5,0000 1 May 2004,25.87128
11,6.5,0000 1 May 2004,26.47068
12,6.5,0000 1 May 2004,25.53284
13,6.5,0000 1 May 2004,27.42967
14,6.5,0000 1 May 2004,27.1609
15,6.5,0000 1 May 2004,25.76021
1,7.5,0000 1 May 2004,26.23989
2,7.5,0000 1 May 2004,25.59167
3,7.5,0000 1 May 2004,25.23865
4,7.5,0000 1 May 2004,25.60383
5,7.5,0000 1 May 2004,25.05372
6,7.5,0000 1 May 2004,26.131
7,7.5,0000 1 May 2004,25.75634
8,7.5,0000 1 May 2004,25.93937
9,7.5,0000 1 May 2004,25.05763
10,7.5,0000 1 May 2004,25.72445
11,7.5,0000 1 May 2004,26.2753
12,7.5,0000 1 May 2004,25.36416
13,7.5,0000 1 May 2004,27.31634
14,7.5,0000 1 May 2004,27.091
15,7.5,0000 1 May 2004,25.65539
1,8.5,0000 1 May 2004,26.13439
2,8.5,0000 1 May 2004,25.58523
3,8.5,0000 1 May 2004,25.25161
4,8.5,0000 1 May 2004,25.47549
5,8.5,0000 1 May 2004,25.19415
6,8.5,0000 1 May 2004,25.82038
7,8.5,0000 1 May 2004,25.73661
8,8.5,0000 1 May 2004,26.05552
9,8.5,0000 1 May 2004,24.80722
10,8.5,0000 1 May 2004,25.75215
11,8.5,0000 1 May 2004,26.0174
12,8.5,0000 1 May 2004,25.43826
13,8.5,0000 1 May 2004,26.98516
14,8.5,0000 1 May 2004,26.94047
15,8.5,0000 1 May 2004,25.55583
1,9.5,0000 1 May 2004,26.08637
2,9.5,0000 1 May 2004,25.86481
3,9.5,0000 1 May 2004,25.68892
4,9.5,0000 1 May 2004,25.59364
5,9.5,0000 1 May 2004,25.51032
6,9.5,0000 1 May 2004,25.73835
7,9.5,0000 1 May 2004,26.03335
8,9.5,0000 1 May 2004,26.3047
9,9.5,0000 1 May 2004,24.86905
10,9.5,0000 1 May 2004,26.10958
11,9.5,0000 1 May 2004,26.05305
12,9.5,0000 1 May 2004,25.82537
13,9.5,0000 1 May 2004,26.88654
14,9.5,0000 1 May 2004,27.05629
15,9.5,0000 1 May 2004,25.87907
1,10.5,0000 1 May 2004,26.29878
2,10.5,0000 1 May 2004,26.41175
3,10.5,0000 1 May 2004,26.4333
4,10.5,0000 1 May 2004,26.14378
5,10.5,0000 1 May 2004,26.03402
6,10.5,0000 1 May 2004,26.17319
7,10.5,0000 1 May 2004,26.66664
8,10.5,0000 1 May 2004,26.70851
9,10.5,0000 1 May 2004,25.32343
10,10.5,0000 1 May 2004,26.69566
11,10.5,0000 1 May 2004,26.37433
12,10.5,0000 1 May 2004,26.49819
13,10.5,0000 1 May 2004,27.0915
14,10.5,0000 1 May 2004,27.54592
15,10.5,0000 1 May 2004,26.35058
1,1.5,0000 1 Jun 2004,26.82941
2,1.5,0000 1 Jun 2004,26.69275
3,1.5,0000 1 Jun 2004,26.92986
4,1.5,0000 1 Jun 2004,27.1935
5,1.5,0000 1 Jun 2004,26.82826
6,1.5,0000 1 Jun 2004,27.00526
7,1.5,0000 1 Jun 2004,27.15615
8,1.5,0000 1 Jun 2004,27.19258
9,1.5,0000 1 Jun 2004,27.12005
10,1.5,0000 1 Jun 2004,27.17154
11,1.5,0000 1 Jun 2004,26.98174
12,1.5,0000 1 Jun 2004,27.00246
13,1.5,0000 1 Jun 2004,26.74379
14,1.5,0000 1 Jun 2004,26.76021
15,1.5,0000 1 Jun 2004,26.90945
1,2.5,0000 1 Jun 2004,26.28275
2,2.5,0000 1 Jun 2004,25.98919
3,2.5,0000 1 Jun 2004,26.29625
4,2.5,0000 1 Jun 2004,26.71612
5,2.5,0000 1 Jun 2004,26.25137
6,2.5,0000 1 Jun 2004,26.36798
7,2.5,0000 1 Jun 2004,26.66846
8,2.5,0000 1 Jun 2004,26.635
9,2.5,0000 1 Jun 2004,26.69108
10,2.5,0000 1 Jun 2004,26.65235
11,2.5,0000 1 Jun 2004,26.31011
12,2.5,0000 1 Jun 2004,26.41234
13,2.5,0000 1 Jun 2004,26.06016
14,2.5,0000 1 Jun 2004,26.02384
15,2.5,0000 1 Jun 2004,26.24387
1,3.5,0000 1 Jun 2004,25.98533
2,3.5,0000 1 Jun 2004,25.44376
3,3.5,0000 1 Jun 2004,25.94696
4,3.5,0000 1 Jun 2004,26.46059
5,3.5,0000 1 Jun 2004,26.09534
6,3.5,0000 1 Jun 2004,25.92361
7,3.5,0000 1 Jun 2004,26.41473
8,3.5,0000 1 Jun 2004,26.18382
9,3.5,0000 1 Jun 2004,26.59994
10,3.5,0000 1 Jun 2004,26.29895
11,3.5,0000 1 Jun 2004,25.80752
12,3.5,0000 1 Jun 2004,26.04879
13,3.5,0000 1 Jun 2004,25.6318
14,3.5,0000 1 Jun 2004,25.61285
15,3.5,0000 1 Jun 2004,25.92515
1,4.5,0000 1 Jun 2004,25.86659
2,4.5,0000 1 Jun 2004,25.11543
3,4.5,0000 1 Jun 2004,25.87354
4,4.5,0000 1 Jun 2004,26.43031
5,4.5,0000 1 Jun 2004,26.15583
6,4.5,0000 1 Jun 2004,25.74728
7,4.5,0000 1 Jun 2004,26.35826
8,4.5,0000 1 Jun 2004,26.02718
9,4.5,0000 1 Jun 2004,26.67779
10,4.5,0000 1 Jun 2004,26.18111
11,4.5,0000 1 Jun 2004,25.56946
12,4.5,0000 1 Jun 2004,25.87929
13,4.5,0000 1 Jun 2004,25.29875
14,4.5,0000 1 Jun 2004,25.51341
15,4.5,0000 1 Jun 2004,25.87173
1,5.5,0000 1 Jun 2004,25.62605
2,5.5,0000 1 Jun 2004,24.76022
3,5.5,0000 1 Jun 2004,25.74666
4,5.5,0000 1 Jun 2004,26.4214
5,5.5,0000 1 Jun 2004,26.13982
6,5.5,0000 1 Jun 2004,25.57619
7,5.5,0000 1 Jun 2004,26.31426
8,5.5,0000 1 Jun 2004,25.96694
9,5.5,0000 1 Jun 2004,26.64949
10,5.5,0000 1 Jun 2004,26.09356
11,5.5,0000 1 Jun 2004,25.4121
12,5.5,0000 1 Jun 2004,25.52392
13,5.5,0000 1 Jun 2004,25.01135
14,5.5,0000 1 Jun 2004,25.33479
15,5.5,0000 1 Jun 2004,25.87192
1,6.5,0000 1 Jun 2004,25.30448
2,6.5,0000 1 Jun 2004,24.56327
3,6.5,0000 1 Jun 2004,25.57383
4,6.5,0000 1 Jun 2004,26.43668
5,6.5,0000 1 Jun 2004,25.85398
6,6.5,0000 1 Jun 2004,25.4661
7,6.5,0000 1 Jun 2004,26.27397
8,6.5,0000 1 Jun 2004,25.87797
9,6.5,0000 1 Jun 2004,26.47732
10,6.5,0000 1 Jun 2004,26.02291
11,6.5,0000 1 Jun 2004,25.3506
12,6.5,0000 1 Jun 2004,25.05502
13,6.5,0000 1 Jun 2004,24.77326
14,6.5,0000 1 Jun 2004,25.17698
15,6.5,0000 1 Jun 2004,25.78611
1,7.5,0000 1 Jun 2004,25.04192
2,7.5,0000 1 Jun 2004,24.51294
3,7.5,0000 1 Jun 2004,25.49446
4,7.5,0000 1 Jun 2004,26.41616
5,7.5,0000 1 Jun 2004,25.68431
6,7.5,0000 1 Jun 2004,25.29585
7,7.5,0000 1 Jun 2004,26.32811
8,7.5,0000 1 Jun 2004,25.78098
9,7.5,0000 1 Jun 2004,26.31828
10,7.5,0000 1 Jun 2004,25.98316
11,7.5,0000 1 Jun 2004,25.43948
12,7.5,0000 1 Jun 2004,24.77056
13,7.5,0000 1 Jun 2004,24.72034
14,7.5,0000 1 Jun 2004,25.10538
15,7.5,0000 1 Jun 2004,25.72489
1,8.5,0000 1 Jun 2004,25.23737
2,8.5,0000 1 Jun 2004,24.80884
3,8.5,0000 1 Jun 2004,25.8635
4,8.5,0000 1 Jun 2004,26.57673
5,8.5,0000 1 Jun 2004,25.81244
6,8.5,0000 1 Jun 2004,25.53203
7,8.5,0000 1 Jun 2004,26.55568
8,8.5,0000 1 Jun 2004,25.83629
9,8.5,0000 1 Jun 2004,26.4256
10,8.5,0000 1 Jun 2004,26.01636
11,8.5,0000 1 Jun 2004,25.79635
12,8.5,0000 1 Jun 2004,24.94221
13,8.5,0000 1 Jun 2004,25.01335
14,8.5,0000 1 Jun 2004,25.34034
15,8.5,0000 1 Jun 2004,25.87502
1,9.5,0000 1 Jun 2004,25.79477
2,9.5,0000 1 Jun 2004,25.45964
3,9.5,0000 1 Jun 2004,26.45828
4,9.5,0000 1 Jun 2004,26.90295
5,9.5,0000 1 Jun 2004,26.35266
6,9.5,0000 1 Jun 2004,26.01537
7,9.5,0000 1 Jun 2004,27.0106
8,9.5,0000 1 Jun 2004,26.3267
9,9.5,0000 1 Jun 2004,26.85087
10,9.5,0000 1 Jun 2004,26.25236
11,9.5,0000 1 Jun 2004,26.24767
12,9.5,0000 1 Jun 2004,25.40516
13,9.5,0000 1 Jun 2004,25.58397
14,9.5,0000 1 Jun 2004,25.89785
15,9.5,0000 1 Jun 2004,26.28505
1,10.5,0000 1 Jun 2004,26.42443
2,10.5,0000 1 Jun 2004,26.13515
3,10.5,0000 1 Jun 2004,27.01178
4,10.5,0000 1 Jun 2004,27.19004
5,10.5,0000 1 Jun 2004,26.94804
6,10.5,0000 1 Jun 2004,26.58818
7,10.5,0000 1 Jun 2004,27.34944
8,10.5,0000 1 Jun 2004,26.88243
9,10.5,0000 1 Jun 2004,27.36534
10,10.5,0000 1 Jun 2004,26.50176
11,10.5,0000 1 Jun 2004,26.63748
12,10.5,0000 1 Jun 2004,25.83613
13,10.5,0000 1 Jun 2004,26.27707
14,10.5,0000 1 Jun 2004,26.55696
15,10.5,0000 1 Jun 2004,26.73169
1,1.5,0000 1 Jul 2004,26.83454
2,1.5,0000 1 Jul 2004,26.841
3,1.5,0000 1 Jul 2004,27.33787
4,1.5,0000 1 Jul 2004,26.90103
5,1.5,0000 1 Jul 2004,26.60456
6,1.5,0000 1 Jul 2004,26.87662
7,1.5,0000 1 Jul 2004,27.09513
8,1.5,0000 1 Jul 2004,27.2278
9,1.5,0000 1 Jul 2004,26.78597
10,1.5,0000 1 Jul 2004,27.10598
11,1.5,0000 1 Jul 2004,26.86128
12,1.5,0000 1 Jul 2004,27.00169
13,1.5,0000 1 Jul 2004,26.89124
14,1.5,0000 1 Jul 2004,26.96047
15,1.5,0000 1 Jul 2004,26.9565
1,2.5,0000 1 Jul 2004,26.4849
2,2.5,0000 1 Jul 2004,26.52489
3,2.5,0000 1 Jul 2004,27.30596
4,2.5,0000 1 Jul 2004,26.45783
5,2.5,0000 1 Jul 2004,26.31183
6,2.5,0000 1 Jul 2004,26.73828
7,2.5,0000 1 Jul 2004,26.93592
8,2.5,0000 1 Jul 2004,27.00896
9,2.5,0000 1 Jul 2004,26.45238
10,2.5,0000 1 Jul 2004,26.87825
11,2.5,0000 1 Jul 2004,26.43495
12,2.5,0000 1 Jul 2004,26.62606
13,2.5,0000 1 Jul 2004,26.74669
14,2.5,0000 1 Jul 2004,26.72478
15,2.5,0000 1 Jul 2004,26.80145
1,3.5,0000 1 Jul 2004,26.25156
2,3.5,0000 1 Jul 2004,26.42525
3,3.5,0000 1 Jul 2004,27.42653
4,3.5,0000 1 Jul 2004,26.17673
5,3.5,0000 1 Jul 2004,26.26262
6,3.5,0000 1 Jul 2004,26.68511
7,3.5,0000 1 Jul 2004,26.87086
8,3.5,0000 1 Jul 2004,26.85098
9,3.5,0000 1 Jul 2004,26.26676
10,3.5,0000 1 Jul 2004,26.78873
11,3.5,0000 1 Jul 2004,26.13347
12,3.5,0000 1 Jul 2004,26.35449
13,3.5,0000 1 Jul 2004,26.74008
14,3.5,0000 1 Jul 2004,26.721
15,3.5,0000 1 Jul 2004,26.77057
1,4.5,0000 1 Jul 2004,26.0991
2,4.5,0000 1 Jul 2004,26.37395
3,4.5,0000 1 Jul 2004,27.5554
4,4.5,0000 1 Jul 2004,25.96208
5,4.5,0000 1 Jul 2004,26.30812
6,4.5,0000 1 Jul 2004,26.59265
7,4.5,0000 1 Jul 2004,26.79837
8,4.5,0000 1 Jul 2004,26.69296
9,4.5,0000 1 Jul 2004,26.11664
10,4.5,0000 1 Jul 2004,26.71587
11,4.5,0000 1 Jul 2004,25.92934
12,4.5,0000 1 Jul 2004,26.12258
13,4.5,0000 1 Jul 2004,26.75247
14,4.5,0000 1 Jul 2004,26.73478
15,4.5,0000 1 Jul 2004,26.75815
1,5.5,0000 1 Jul 2004,25.9351
2,5.5,0000 1 Jul 2004,26.30374
3,5.5,0000 1 Jul 2004,27.57715
4,5.5,0000 1 Jul 2004,25.6775
5,5.5,0000 1 Jul 2004,26.17653
6,5.5,0000 1 Jul 2004,26.30966
7,5.5,0000 1 Jul 2004,26.71144
8,5.5,0000 1 Jul 2004,26.46488
9,5.5,0000 1 Jul 2004,25.81939
10,5.5,0000 1 Jul 2004,26.55128
11,5.5,0000 1 Jul 2004,25.59768
12,5.5,0000 1 Jul 2004,25.74625
13,5.5,0000 1 Jul 2004,26.5813
14,5.5,0000 1 Jul 2004,26.60473
15,5.5,0000 1 Jul 2004,26.59945
1,6.5,0000 1 Jul 2004,25.80702
2,6.5,0000 1 Jul 2004,26.26937
3,6.5,0000 1 Jul 2004,27.49886
4,6.5,0000 1 Jul 2004,25.4805
5,6.5,0000 1 Jul 2004,26.15462
6,6.5,0000 1 Jul 2004,26.13475
7,6.5,0000 1 Jul 2004,26.63766
8,6.5,0000 1 Jul 2004,26.28856
9,6.5,0000 1 Jul 2004,25.61717
10,6.5,0000 1 Jul 2004,26.29716
11,6.5,0000 1 Jul 2004,25.35286
12,6.5,0000 1 Jul 2004,25.57734
13,6.5,0000 1 Jul 2004,26.33848
14,6.5,0000 1 Jul 2004,26.44932
15,6.5,0000 1 Jul 2004,26.32528
1,7.5,0000 1 Jul 2004,25.89587
2,7.5,0000 1 Jul 2004,26.468
3,7.5,0000 1 Jul 2004,27.47177
4,7.5,0000 1 Jul 2004,25.66588
5,7.5,0000 1 Jul 2004,26.38123
6,7.5,0000 1 Jul 2004,26.33063
7,7.5,0000 1 Jul 2004,26.73405
8,7.5,0000 1 Jul 2004,26.43638
9,7.5,0000 1 Jul 2004,25.75062
10,7.5,0000 1 Jul 2004,26.16912
11,7.5,0000 1 Jul 2004,25.48489
12,7.5,0000 1 Jul 2004,25.92753
13,7.5,0000 1 Jul 2004,26.23445
14,7.5,0000 1 Jul 2004,26.68321
15,7.5,0000 1 Jul 2004,26.23133
1,8.5,0000 1 Jul 2004,26.25604
2,8.5,0000 1 Jul 2004,26.96095
3,8.5,0000 1 Jul 2004,27.63432
4,8.5,0000 1 Jul 2004,26.11927
5,8.5,0000 1 Jul 2004,26.88362
6,8.5,0000 1 Jul 2004,26.76569
7,8.5,0000 1 Jul 2004,27.0175
8,8.5,0000 1 Jul 2004,26.83888
9,8.5,0000 1 Jul 2004,26.26746
10,8.5,0000 1 Jul 2004,26.28374
11,8.5,0000 1 Jul 2004,26.08403
12,8.5,0000 1 Jul 2004,26.52938
13,8.5,0000 1 Jul 2004,26.5285
14,8.5,0000 1 Jul 2004,27.20709
15,8.5,0000 1 Jul 2004,26.58219
1,9.5,0000 1 Jul 2004,26.79879
2,9.5,0000 1 Jul 2004,27.37965
3,9.5,0000 1 Jul 2004,27.64005
4,9.5,0000 1 Jul 2004,26.60168
5,9.5,0000 1 Jul 2004,27.33132
6,9.5,0000 1 Jul 2004,27.21655
7,9.5,0000 1 Jul 2004,27.20624
8,9.5,0000 1 Jul 2004,27.19203
9,9.5,0000 1 Jul 2004,26.72389
10,9.5,0000 1 Jul 2004,26.51861
11,9.5,0000 1 Jul 2004,26.6352
12,9.5,0000 1 Jul 2004,26.94541
13,9.5,0000 1 Jul 2004,26.99375
14,9.5,0000 1 Jul 2004,27.61892
15,9.5,0000 1 Jul 2004,27.13724
1,10.5,0000 1 Jul 2004,27.11337
2,10.5,0000 1 Jul 2004,27.53818
3,10.5,0000 1 Jul 2004,27.33222
4,10.5,0000 1 Jul 2004,26.75641
5,10.5,0000 1 Jul 2004,27.5536
6,10.5,0000 1 Jul 2004,27.27961
7,10.5,0000 1 Jul 2004,27.06483
8,10.5,0000 1 Jul 2004,27.18037
9,10.5,0000 1 Jul 2004,26.81321
10,10.5,0000 1 Jul 2004,26.71285
11,10.5,0000 1 Jul 2004,26.87524
12,10.5,0000 1 Jul 2004,26.91407
13,10.5,0000 1 Jul 2004,27.11845
14,10.5,0000 1 Jul 2004,27.54683
15,10.5,0000 1 Jul 2004,27.45701
1,1.5,0000 1 Aug 2004,27.00541
2,1.5,0000 1 Aug 2004,26.96442
3,1.5,0000 1 Aug 2004,27.24265
4,1.5,0000 1 Aug 2004,27.38433
5,1.5,0000 1 Aug 2004,27.05008
6,1.5,0000 1 Aug 2004,27.2679
7,1.5,0000 1 Aug 2004,26.82813
8,1.5,0000 1 Aug 2004,27.03219
9,1.5,0000 1 Aug 2004,27.07428
10,1.5,0000 1 Aug 2004,26.8181
11,1.5,0000 1 Aug 2004,27.43823
12,1.5,0000 1 Aug 2004,27.01207
13,1.5,0000 1 Aug 2004,27.17916
14,1.5,0000 1 Aug 2004,26.93755
15,1.5,0000 1 Aug 2004,26.68576
1,2.5,0000 1 Aug 2004,26.79721
2,2.5,0000 1 Aug 2004,26.85603
3,2.5,0000 1 Aug 2004,27.00783
4,2.5,0000 1 Aug 2004,27.36551
5,2.5,0000 1 Aug 2004,26.9436
6,2.5,0000 1 Aug 2004,27.25231
7,2.5,0000 1 Aug 2004,26.48041
8,2.5,0000 1 Aug 2004,26.94415
9,2.5,0000 1 Aug 2004,26.93248
10,2.5,0000 1 Aug 2004,26.56126
11,2.5,0000 1 Aug 2004,27.58548
12,2.5,0000 1 Aug 2004,26.89103
13,2.5,0000 1 Aug 2004,27.07235
14,2.5,0000 1 Aug 2004,26.78256
15,2.5,0000 1 Aug 2004,26.35137
1,3.5,0000 1 Aug 2004,26.70772
2,3.5,0000 1 Aug 2004,26.84683
3,3.5,0000 1 Aug 2004,26.94878
4,3.5,0000 1 Aug 2004,27.42607
5,3.5,0000 1 Aug 2004,26.96987
6,3.5,0000 1 Aug 2004,27.30368
7,3.5,0000 1 Aug 2004,26.27892
8,3.5,0000 1 Aug 2004,26.98452
9,3.5,0000 1 Aug 2004,26.91804
10,3.5,0000 1 Aug 2004,26.52302
11,3.5,0000 1 Aug 2004,27.75459
12,3.5,0000 1 Aug 2004,26.89364
13,3.5,0000 1 Aug 2004,27.06233
14,3.5,0000 1 Aug 2004,26.80604
15,3.5,0000 1 Aug 2004,26.18247
1,4.5,0000 1 Aug 2004,26.63101
2,4.5,0000 1 Aug 2004,26.78409
3,4.5,0000 1 Aug 2004,26.85691
4,4.5,0000 1 Aug 2004,27.38209
5,4.5,0000 1 Aug 2004,26.86078
6,4.5,0000 1 Aug 2004,27.23597
7,4.5,0000 1 Aug 2004,26.1213
8,4.5,0000 1 Aug 2004,26.97089
9,4.5,0000 1 Aug 2004,26.86853
10,4.5,0000 1 Aug 2004,26.50368
11,4.5,0000 1 Aug 2004,27.74504
12,4.5,0000 1 Aug 2004,26.87962
13,4.5,0000 1 Aug 2004,27.08045
14,4.5,0000 1 Aug 2004,26.77869
15,4.5,0000 1 Aug 2004,25.9927
1,5.5,0000 1 Aug 2004,26.63822
2,5.5,0000 1 Aug 2004,26.67086
3,5.5,0000 1 Aug 2004,26.80106
4,5.5,0000 1 Aug 2004,27.21991
5,5.5,0000 1 Aug 2004,26.71556
6,5.5,0000 1 Aug 2004,27.0893
7,5.5,0000 1 Aug 2004,26.02116
8,5.5,0000 1 Aug 2004,26.79206
9,5.5,0000 1 Aug 2004,26.81096
10,5.5,0000 1 Aug 2004,26.56955
11,5.5,0000 1 Aug 2004,27.56133
12,5.5,0000 1 Aug 2004,26.8038
13,5.5,0000 1 Aug 2004,27.09456
14,5.5,0000 1 Aug 2004,26.65417
15,5.5,0000 1 Aug 2004,25.87888
1,6.5,0000 1 Aug 2004,26.99538
2,6.5,0000 1 Aug 2004,26.69689
3,6.5,0000 1 Aug 2004,26.88127
4,6.5,0000 1 Aug 2004,27.20675
5,6.5,0000 1 Aug 2004,26.72631
6,6.5,0000 1 Aug 2004,27.24635
7,6.5,0000 1 Aug 2004,26.19212
8,6.5,0000 1 Aug 2004,26.8641
9,6.5,0000 1 Aug 2004,26.88493
10,6.5,0000 1 Aug 2004,26.79234
11,6.5,0000 1 Aug 2004,27.52221
12,6.5,0000 1 Aug 2004,26.91666
13,6.5,0000 1 Aug 2004,27.23617
14,6.5,0000 1 Aug 2004,26.79698
15,6.5,0000 1 Aug 2004,26.16384
1,7.5,0000 1 Aug 2004,27.57934
2,7.5,0000 1 Aug 2004,26.97991
3,7.5,0000 1 Aug 2004,27.27532
4,7.5,0000 1 Aug 2004,27.44758
5,7.5,0000 1 Aug 2004,27.08463
6,7.5,0000 1 Aug 2004,27.59286
7,7.5,0000 1 Aug 2004,26.60245
8,7.5,0000 1 Aug 2004,27.21972
9,7.5,0000 1 Aug 2004,27.21085
10,7.5,0000 1 Aug 2004,27.18099
11,7.5,0000 1 Aug 2004,27.71148
12,7.5,0000 1 Aug 2004,27.19219
13,7.5,0000 1 Aug 2004,27.52371
14,7.5,0000 1 Aug 2004,27.11085
15,7.5,0000 1 Aug 2004,26.79597
1,8.5,0000 1 Aug 2004,28.06503
2,8.5,0000 1 Aug 2004,27.30486
3,8.5,0000 1 Aug 2004,27.74297
4,8.5,0000 1 Aug 2004,27.71676
5,8.5,0000 1 Aug 2004,27.417
6,8.5,0000 1 Aug 2004,27.93288
7,8.5,0000 1 Aug 2004,27.03979
8,8.5,0000 1 Aug 2004,27.69256
9,8.5,0000 1 Aug 2004,27.49631
10,8.5,0000 1 Aug 2004,27.49328
11,8.5,0000 1 Aug 2004,27.97109
12,8.5,0000 1 Aug 2004,27.47594
13,8.5,0000 1 Aug 2004,27.77704
14,8.5,0000 1 Aug 2004,27.40431
15,8.5,0000 1 Aug 2004,27.39299
1,9.5,0000 1 Aug 2004,28.10921
2,9.5,0000 1 Aug 2004,27.50723
3,9.5,0000 1 Aug 2004,28.0391
4,9.5,0000 1 Aug 2004,27.64925
5,9.5,0000 1 Aug 2004,27.46632
6,9.5,0000 1 Aug 2004,27.88079
7,9.5,0000 1 Aug 2004,27.25345
8,9.5,0000 1 Aug 2004,27.90725
9,9.5,0000 1 Aug 2004,27.48211
10,9.5,0000 1 Aug 2004,27.46144
11,9.5,0000 1 Aug 2004,27.86477
12,9.5,0000 1 Aug 2004,27.49154
13,9.5,0000 1 Aug 2004,27.66463
14,9.5,0000 1 Aug 2004,27.35491
15,9.5,0000 1 Aug 2004,27.59169
1,10.5,0000 1 Aug 2004,27.63733
2,10.5,0000 1 Aug 2004,27.29565
3,10.5,0000 1 Aug 2004,27.929
4,10.5,0000 1 Aug 2004,27.2551
5,10.5,0000 1 Aug 2004,27.07562
6,10.5,0000 1 Aug 2004,27.33047
7,10.5,0000 1 Aug 2004,27.07372
8,10.5,0000 1 Aug 2004,27.62075
9,10.5,0000 1 Aug 2004,26.94015
10,10.5,0000 1 Aug 2004,26.98871
11,10.5,0000 1 Aug 2004,27.23576
12,10.5,0000 1 Aug 2004,27.00586
