M,L,MON,LDC_SST_GFDL_SPEAR
10,2.5,0000 1 Jul 1995,25.45028
11,2.5,0000 1 Jul 1995,25.49333
12,2.5,0000 1 Jul 1995,25.32491
13,2.5,0000 1 Jul 1995,25.42305
14,2.5,0000 1 Jul 1995,25.4356
15,2.5,0000 1 Jul 1995,25.87925
1,3.5,0000 1 Jul 1995,25.40552
2,3.5,0000 1 Jul 1995,25.59924
3,3.5,0000 1 Jul 1995,25.78495
4,3.5,0000 1 Jul 1995,25.36503
5,3.5,0000 1 Jul 1995,25.68747
6,3.5,0000 1 Jul 1995,25.47793
7,3.5,0000 1 Jul 1995,25.48538
8,3.5,0000 1 Jul 1995,25.05292
9,3.5,0000 1 Jul 1995,25.87635
10,3.5,0000 1 Jul 1995,25.4101
11,3.5,0000 1 Jul 1995,25.3922
12,3.5,0000 1 Jul 1995,25.3135
13,3.5,0000 1 Jul 1995,25.27788
14,3.5,0000 1 Jul 1995,25.31904
15,3.5,0000 1 Jul 1995,26.03997
1,4.5,0000 1 Jul 1995,25.29772
2,4.5,0000 1 Jul 1995,25.57933
3,4.5,0000 1 Jul 1995,25.65775
4,4.5,0000 1 Jul 1995,25.19537
5,4.5,0000 1 Jul 1995,25.49207
6,4.5,0000 1 Jul 1995,25.41564
7,4.5,0000 1 Jul 1995,25.44939
8,4.5,0000 1 Jul 1995,24.87906
9,4.5,0000 1 Jul 1995,25.70556
10,4.5,0000 1 Jul 1995,25.24729
11,4.5,0000 1 Jul 1995,25.21177
12,4.5,0000 1 Jul 1995,25.22616
13,4.5,0000 1 Jul 1995,25.07914
14,4.5,0000 1 Jul 1995,25.12908
15,4.5,0000 1 Jul 1995,26.13349
1,5.5,0000 1 Jul 1995,25.10537
2,5.5,0000 1 Jul 1995,25.41162
3,5.5,0000 1 Jul 1995,25.47185
4,5.5,0000 1 Jul 1995,24.98487
5,5.5,0000 1 Jul 1995,25.07501
6,5.5,0000 1 Jul 1995,25.2469
7,5.5,0000 1 Jul 1995,25.04475
8,5.5,0000 1 Jul 1995,24.77092
9,5.5,0000 1 Jul 1995,25.41058
10,5.5,0000 1 Jul 1995,24.96391
11,5.5,0000 1 Jul 1995,25.10883
12,5.5,0000 1 Jul 1995,24.84716
13,5.5,0000 1 Jul 1995,24.67735
14,5.5,0000 1 Jul 1995,24.94685
15,5.5,0000 1 Jul 1995,25.95112
1,6.5,0000 1 Jul 1995,25.20968
2,6.5,0000 1 Jul 1995,25.23671
3,6.5,0000 1 Jul 1995,25.41841
4,6.5,0000 1 Jul 1995,24.99627
5,6.5,0000 1 Jul 1995,24.72716
6,6.5,0000 1 Jul 1995,25.19934
7,6.5,0000 1 Jul 1995,24.78214
8,6.5,0000 1 Jul 1995,24.86227
9,6.5,0000 1 Jul 1995,25.32704
10,6.5,0000 1 Jul 1995,24.81546
11,6.5,0000 1 Jul 1995,25.1061
12,6.5,0000 1 Jul 1995,24.70102
13,6.5,0000 1 Jul 1995,24.49865
14,6.5,0000 1 Jul 1995,25.02693
15,6.5,0000 1 Jul 1995,25.75764
1,7.5,0000 1 Jul 1995,25.57705
2,7.5,0000 1 Jul 1995,25.43009
3,7.5,0000 1 Jul 1995,25.62855
4,7.5,0000 1 Jul 1995,25.24991
5,7.5,0000 1 Jul 1995,24.7625
6,7.5,0000 1 Jul 1995,25.39056
7,7.5,0000 1 Jul 1995,24.81962
8,7.5,0000 1 Jul 1995,25.20994
9,7.5,0000 1 Jul 1995,25.62204
10,7.5,0000 1 Jul 1995,24.83303
11,7.5,0000 1 Jul 1995,25.42002
12,7.5,0000 1 Jul 1995,24.94558
13,7.5,0000 1 Jul 1995,24.86638
14,7.5,0000 1 Jul 1995,25.42167
15,7.5,0000 1 Jul 1995,25.84255
1,8.5,0000 1 Jul 1995,26.21877
2,8.5,0000 1 Jul 1995,25.80395
3,8.5,0000 1 Jul 1995,26.11868
4,8.5,0000 1 Jul 1995,25.85557
5,8.5,0000 1 Jul 1995,25.2427
6,8.5,0000 1 Jul 1995,25.78758
7,8.5,0000 1 Jul 1995,25.26834
8,8.5,0000 1 Jul 1995,25.85624
9,8.5,0000 1 Jul 1995,26.12758
10,8.5,0000 1 Jul 1995,25.07047
11,8.5,0000 1 Jul 1995,25.82998
12,8.5,0000 1 Jul 1995,25.6727
13,8.5,0000 1 Jul 1995,25.73921
14,8.5,0000 1 Jul 1995,25.92609
15,8.5,0000 1 Jul 1995,26.29349
1,9.5,0000 1 Jul 1995,26.59387
2,9.5,0000 1 Jul 1995,26.20671
3,9.5,0000 1 Jul 1995,26.40161
4,9.5,0000 1 Jul 1995,26.24004
5,9.5,0000 1 Jul 1995,25.87724
6,9.5,0000 1 Jul 1995,26.07689
7,9.5,0000 1 Jul 1995,25.53784
8,9.5,0000 1 Jul 1995,26.49237
9,9.5,0000 1 Jul 1995,26.62024
10,9.5,0000 1 Jul 1995,25.37942
11,9.5,0000 1 Jul 1995,26.33946
12,9.5,0000 1 Jul 1995,26.27407
13,9.5,0000 1 Jul 1995,26.31334
14,9.5,0000 1 Jul 1995,26.28842
15,9.5,0000 1 Jul 1995,26.77701
1,10.5,0000 1 Jul 1995,26.77954
2,10.5,0000 1 Jul 1995,26.22773
3,10.5,0000 1 Jul 1995,26.56842
4,10.5,0000 1 Jul 1995,26.25947
5,10.5,0000 1 Jul 1995,26.25906
6,10.5,0000 1 Jul 1995,26.06714
7,10.5,0000 1 Jul 1995,25.5231
8,10.5,0000 1 Jul 1995,26.85386
9,10.5,0000 1 Jul 1995,26.7854
10,10.5,0000 1 Jul 1995,25.64054
11,10.5,0000 1 Jul 1995,26.64525
12,10.5,0000 1 Jul 1995,26.52243
13,10.5,0000 1 Jul 1995,26.33712
14,10.5,0000 1 Jul 1995,26.44134
15,10.5,0000 1 Jul 1995,26.89575
1,1.5,0000 1 Aug 1995,25.68001
2,1.5,0000 1 Aug 1995,25.7147
3,1.5,0000 1 Aug 1995,25.62557
4,1.5,0000 1 Aug 1995,25.74687
5,1.5,0000 1 Aug 1995,25.61187
6,1.5,0000 1 Aug 1995,25.88664
7,1.5,0000 1 Aug 1995,25.60422
8,1.5,0000 1 Aug 1995,25.54132
9,1.5,0000 1 Aug 1995,25.59579
10,1.5,0000 1 Aug 1995,25.61438
11,1.5,0000 1 Aug 1995,25.74357
12,1.5,0000 1 Aug 1995,25.6537
13,1.5,0000 1 Aug 1995,25.60371
14,1.5,0000 1 Aug 1995,25.77939
15,1.5,0000 1 Aug 1995,25.56812
1,2.5,0000 1 Aug 1995,25.45403
2,2.5,0000 1 Aug 1995,25.67591
3,2.5,0000 1 Aug 1995,25.42014
4,2.5,0000 1 Aug 1995,25.46729
5,2.5,0000 1 Aug 1995,25.29704
6,2.5,0000 1 Aug 1995,25.59054
7,2.5,0000 1 Aug 1995,25.34978
8,2.5,0000 1 Aug 1995,25.32714
9,2.5,0000 1 Aug 1995,25.33201
10,2.5,0000 1 Aug 1995,25.32612
11,2.5,0000 1 Aug 1995,25.52772
12,2.5,0000 1 Aug 1995,25.44981
13,2.5,0000 1 Aug 1995,25.24904
14,2.5,0000 1 Aug 1995,25.57091
15,2.5,0000 1 Aug 1995,25.33634
1,3.5,0000 1 Aug 1995,25.2733
2,3.5,0000 1 Aug 1995,25.60454
3,3.5,0000 1 Aug 1995,25.32158
4,3.5,0000 1 Aug 1995,25.35796
5,3.5,0000 1 Aug 1995,25.12687
6,3.5,0000 1 Aug 1995,25.32043
7,3.5,0000 1 Aug 1995,25.14342
8,3.5,0000 1 Aug 1995,25.25807
9,3.5,0000 1 Aug 1995,25.23769
10,3.5,0000 1 Aug 1995,25.1593
11,3.5,0000 1 Aug 1995,25.38103
12,3.5,0000 1 Aug 1995,25.38019
13,3.5,0000 1 Aug 1995,25.00292
14,3.5,0000 1 Aug 1995,25.4734
15,3.5,0000 1 Aug 1995,25.12943
1,4.5,0000 1 Aug 1995,24.86434
2,4.5,0000 1 Aug 1995,25.38069
3,4.5,0000 1 Aug 1995,25.0658
4,4.5,0000 1 Aug 1995,25.21056
5,4.5,0000 1 Aug 1995,24.9465
6,4.5,0000 1 Aug 1995,25.21651
7,4.5,0000 1 Aug 1995,24.96997
8,4.5,0000 1 Aug 1995,25.12642
9,4.5,0000 1 Aug 1995,25.12926
10,4.5,0000 1 Aug 1995,24.94599
11,4.5,0000 1 Aug 1995,25.19355
12,4.5,0000 1 Aug 1995,25.29334
13,4.5,0000 1 Aug 1995,24.71167
14,4.5,0000 1 Aug 1995,25.30334
15,4.5,0000 1 Aug 1995,24.84916
1,5.5,0000 1 Aug 1995,24.64748
2,5.5,0000 1 Aug 1995,25.26986
3,5.5,0000 1 Aug 1995,24.80458
4,5.5,0000 1 Aug 1995,25.15503
5,5.5,0000 1 Aug 1995,24.89463
6,5.5,0000 1 Aug 1995,25.20897
7,5.5,0000 1 Aug 1995,24.74275
8,5.5,0000 1 Aug 1995,25.10362
9,5.5,0000 1 Aug 1995,25.17192
10,5.5,0000 1 Aug 1995,24.74026
11,5.5,0000 1 Aug 1995,25.07599
12,5.5,0000 1 Aug 1995,25.39942
13,5.5,0000 1 Aug 1995,24.53984
14,5.5,0000 1 Aug 1995,25.26721
15,5.5,0000 1 Aug 1995,24.7161
1,6.5,0000 1 Aug 1995,24.83712
2,6.5,0000 1 Aug 1995,25.57177
3,6.5,0000 1 Aug 1995,24.8614
4,6.5,0000 1 Aug 1995,25.55867
5,6.5,0000 1 Aug 1995,25.22269
6,6.5,0000 1 Aug 1995,25.4378
7,6.5,0000 1 Aug 1995,24.96115
8,6.5,0000 1 Aug 1995,25.35341
9,6.5,0000 1 Aug 1995,25.45423
10,6.5,0000 1 Aug 1995,24.81758
11,6.5,0000 1 Aug 1995,25.47589
12,6.5,0000 1 Aug 1995,25.81624
13,6.5,0000 1 Aug 1995,24.59806
14,6.5,0000 1 Aug 1995,25.51973
15,6.5,0000 1 Aug 1995,24.98353
1,7.5,0000 1 Aug 1995,25.53248
2,7.5,0000 1 Aug 1995,26.15887
3,7.5,0000 1 Aug 1995,25.28786
4,7.5,0000 1 Aug 1995,26.28649
5,7.5,0000 1 Aug 1995,25.89023
6,7.5,0000 1 Aug 1995,25.82333
7,7.5,0000 1 Aug 1995,25.49403
8,7.5,0000 1 Aug 1995,25.7906
9,7.5,0000 1 Aug 1995,26.04844
10,7.5,0000 1 Aug 1995,25.39253
11,7.5,0000 1 Aug 1995,26.28233
12,7.5,0000 1 Aug 1995,26.43509
13,7.5,0000 1 Aug 1995,25.01166
14,7.5,0000 1 Aug 1995,26.11495
15,7.5,0000 1 Aug 1995,25.6037
1,8.5,0000 1 Aug 1995,26.11948
2,8.5,0000 1 Aug 1995,26.69833
3,8.5,0000 1 Aug 1995,25.84058
4,8.5,0000 1 Aug 1995,26.82934
5,8.5,0000 1 Aug 1995,26.59779
6,8.5,0000 1 Aug 1995,26.31807
7,8.5,0000 1 Aug 1995,26.09858
8,8.5,0000 1 Aug 1995,26.18387
9,8.5,0000 1 Aug 1995,26.46672
10,8.5,0000 1 Aug 1995,25.98001
11,8.5,0000 1 Aug 1995,26.95807
12,8.5,0000 1 Aug 1995,26.86688
13,8.5,0000 1 Aug 1995,25.59033
14,8.5,0000 1 Aug 1995,26.53014
15,8.5,0000 1 Aug 1995,26.13716
1,9.5,0000 1 Aug 1995,26.42766
2,9.5,0000 1 Aug 1995,26.87187
3,9.5,0000 1 Aug 1995,26.10086
4,9.5,0000 1 Aug 1995,26.79421
5,9.5,0000 1 Aug 1995,26.8868
6,9.5,0000 1 Aug 1995,26.57263
7,9.5,0000 1 Aug 1995,26.29259
8,9.5,0000 1 Aug 1995,26.33486
9,9.5,0000 1 Aug 1995,26.4987
10,9.5,0000 1 Aug 1995,26.26056
11,9.5,0000 1 Aug 1995,27.04246
12,9.5,0000 1 Aug 1995,26.99698
13,9.5,0000 1 Aug 1995,25.95746
14,9.5,0000 1 Aug 1995,26.66228
15,9.5,0000 1 Aug 1995,26.41214
1,10.5,0000 1 Aug 1995,26.21878
2,10.5,0000 1 Aug 1995,26.63879
3,10.5,0000 1 Aug 1995,25.87226
4,10.5,0000 1 Aug 1995,26.25351
5,10.5,0000 1 Aug 1995,26.65874
6,10.5,0000 1 Aug 1995,26.48563
7,10.5,0000 1 Aug 1995,26.04223
8,10.5,0000 1 Aug 1995,26.13421
9,10.5,0000 1 Aug 1995,26.02247
10,10.5,0000 1 Aug 1995,26.09506
11,10.5,0000 1 Aug 1995,26.51586
12,10.5,0000 1 Aug 1995,26.74069
13,10.5,0000 1 Aug 1995,25.97101
14,10.5,0000 1 Aug 1995,26.35481
15,10.5,0000 1 Aug 1995,26.26076
1,1.5,0000 1 Sep 1995,25.45556
2,1.5,0000 1 Sep 1995,25.62356
3,1.5,0000 1 Sep 1995,25.55323
4,1.5,0000 1 Sep 1995,25.39309
5,1.5,0000 1 Sep 1995,25.50341
6,1.5,0000 1 Sep 1995,25.42871
7,1.5,0000 1 Sep 1995,25.74934
8,1.5,0000 1 Sep 1995,25.67749
9,1.5,0000 1 Sep 1995,25.44506
10,1.5,0000 1 Sep 1995,25.61823
11,1.5,0000 1 Sep 1995,25.46891
12,1.5,0000 1 Sep 1995,25.56697
13,1.5,0000 1 Sep 1995,25.80265
14,1.5,0000 1 Sep 1995,25.65646
15,1.5,0000 1 Sep 1995,25.21602
1,2.5,0000 1 Sep 1995,25.30644
2,2.5,0000 1 Sep 1995,25.47615
3,2.5,0000 1 Sep 1995,25.39045
4,2.5,0000 1 Sep 1995,25.203
5,2.5,0000 1 Sep 1995,25.34324
6,2.5,0000 1 Sep 1995,25.09245
7,2.5,0000 1 Sep 1995,25.65748
8,2.5,0000 1 Sep 1995,25.4962
9,2.5,0000 1 Sep 1995,25.26322
10,2.5,0000 1 Sep 1995,25.39181
11,2.5,0000 1 Sep 1995,25.30971
12,2.5,0000 1 Sep 1995,25.38499
13,2.5,0000 1 Sep 1995,25.72969
14,2.5,0000 1 Sep 1995,25.56194
15,2.5,0000 1 Sep 1995,24.90711
1,3.5,0000 1 Sep 1995,25.15475
2,3.5,0000 1 Sep 1995,25.44026
3,3.5,0000 1 Sep 1995,25.25705
4,3.5,0000 1 Sep 1995,25.20157
5,3.5,0000 1 Sep 1995,25.21526
6,3.5,0000 1 Sep 1995,24.88713
7,3.5,0000 1 Sep 1995,25.46192
8,3.5,0000 1 Sep 1995,25.30807
9,3.5,0000 1 Sep 1995,25.1094
10,3.5,0000 1 Sep 1995,25.16236
11,3.5,0000 1 Sep 1995,25.16557
12,3.5,0000 1 Sep 1995,25.28608
13,3.5,0000 1 Sep 1995,25.59853
14,3.5,0000 1 Sep 1995,25.48054
15,3.5,0000 1 Sep 1995,24.70062
1,4.5,0000 1 Sep 1995,25.08952
2,4.5,0000 1 Sep 1995,25.56927
3,4.5,0000 1 Sep 1995,25.35415
4,4.5,0000 1 Sep 1995,25.48465
5,4.5,0000 1 Sep 1995,25.2123
6,4.5,0000 1 Sep 1995,24.92918
7,4.5,0000 1 Sep 1995,25.3397
8,4.5,0000 1 Sep 1995,25.31299
9,4.5,0000 1 Sep 1995,25.27632
10,4.5,0000 1 Sep 1995,24.97095
11,4.5,0000 1 Sep 1995,25.15873
12,4.5,0000 1 Sep 1995,25.4487
13,4.5,0000 1 Sep 1995,25.4873
14,4.5,0000 1 Sep 1995,25.38834
15,4.5,0000 1 Sep 1995,24.77616
1,5.5,0000 1 Sep 1995,25.37361
2,5.5,0000 1 Sep 1995,25.85657
3,5.5,0000 1 Sep 1995,25.72052
4,5.5,0000 1 Sep 1995,25.97664
5,5.5,0000 1 Sep 1995,25.53506
6,5.5,0000 1 Sep 1995,25.23445
7,5.5,0000 1 Sep 1995,25.52633
8,5.5,0000 1 Sep 1995,25.60956
9,5.5,0000 1 Sep 1995,25.64314
10,5.5,0000 1 Sep 1995,25.0119
11,5.5,0000 1 Sep 1995,25.47059
12,5.5,0000 1 Sep 1995,25.85287
13,5.5,0000 1 Sep 1995,25.53084
14,5.5,0000 1 Sep 1995,25.29605
15,5.5,0000 1 Sep 1995,25.20822
1,6.5,0000 1 Sep 1995,26.04796
2,6.5,0000 1 Sep 1995,26.37123
3,6.5,0000 1 Sep 1995,26.36324
4,6.5,0000 1 Sep 1995,26.65024
5,6.5,0000 1 Sep 1995,26.02607
6,6.5,0000 1 Sep 1995,25.71328
7,6.5,0000 1 Sep 1995,26.11967
8,6.5,0000 1 Sep 1995,26.133
9,6.5,0000 1 Sep 1995,26.39827
10,6.5,0000 1 Sep 1995,25.52754
11,6.5,0000 1 Sep 1995,26.05868
12,6.5,0000 1 Sep 1995,26.46317
13,6.5,0000 1 Sep 1995,25.91103
14,6.5,0000 1 Sep 1995,25.4877
15,6.5,0000 1 Sep 1995,25.83133
1,7.5,0000 1 Sep 1995,26.68765
2,7.5,0000 1 Sep 1995,26.7988
3,7.5,0000 1 Sep 1995,26.88464
4,7.5,0000 1 Sep 1995,27.20962
5,7.5,0000 1 Sep 1995,26.46028
6,7.5,0000 1 Sep 1995,26.10381
7,7.5,0000 1 Sep 1995,26.64318
8,7.5,0000 1 Sep 1995,26.51021
9,7.5,0000 1 Sep 1995,27.071
10,7.5,0000 1 Sep 1995,26.08542
11,7.5,0000 1 Sep 1995,26.55792
12,7.5,0000 1 Sep 1995,26.90847
13,7.5,0000 1 Sep 1995,26.4494
14,7.5,0000 1 Sep 1995,25.7973
15,7.5,0000 1 Sep 1995,26.38526
1,8.5,0000 1 Sep 1995,26.91514
2,8.5,0000 1 Sep 1995,26.93888
3,8.5,0000 1 Sep 1995,27.13214
4,8.5,0000 1 Sep 1995,27.48927
5,8.5,0000 1 Sep 1995,26.51638
6,8.5,0000 1 Sep 1995,26.2923
7,8.5,0000 1 Sep 1995,26.87184
8,8.5,0000 1 Sep 1995,26.60971
9,8.5,0000 1 Sep 1995,27.24723
10,8.5,0000 1 Sep 1995,26.422
11,8.5,0000 1 Sep 1995,26.69005
12,8.5,0000 1 Sep 1995,26.99092
13,8.5,0000 1 Sep 1995,26.86508
14,8.5,0000 1 Sep 1995,26.02692
15,8.5,0000 1 Sep 1995,26.63771
1,9.5,0000 1 Sep 1995,26.65076
2,9.5,0000 1 Sep 1995,26.49622
3,9.5,0000 1 Sep 1995,27.04408
4,9.5,0000 1 Sep 1995,27.23897
5,9.5,0000 1 Sep 1995,26.24212
6,9.5,0000 1 Sep 1995,26.16681
7,9.5,0000 1 Sep 1995,26.48906
8,9.5,0000 1 Sep 1995,26.45107
9,9.5,0000 1 Sep 1995,26.81504
10,9.5,0000 1 Sep 1995,26.3114
11,9.5,0000 1 Sep 1995,26.40833
12,9.5,0000 1 Sep 1995,26.65985
13,9.5,0000 1 Sep 1995,26.82773
14,9.5,0000 1 Sep 1995,25.93101
15,9.5,0000 1 Sep 1995,26.55829
1,10.5,0000 1 Sep 1995,26.2086
2,10.5,0000 1 Sep 1995,25.80006
3,10.5,0000 1 Sep 1995,26.632
4,10.5,0000 1 Sep 1995,26.6175
5,10.5,0000 1 Sep 1995,25.8571
6,10.5,0000 1 Sep 1995,25.81211
7,10.5,0000 1 Sep 1995,25.88848
8,10.5,0000 1 Sep 1995,26.08466
9,10.5,0000 1 Sep 1995,26.14647
10,10.5,0000 1 Sep 1995,26.13846
11,10.5,0000 1 Sep 1995,25.93464
12,10.5,0000 1 Sep 1995,26.14448
13,10.5,0000 1 Sep 1995,26.25769
14,10.5,0000 1 Sep 1995,25.62229
15,10.5,0000 1 Sep 1995,26.10463
1,1.5,0000 1 Oct 1995,25.39895
2,1.5,0000 1 Oct 1995,25.53218
3,1.5,0000 1 Oct 1995,25.51038
4,1.5,0000 1 Oct 1995,25.64123
5,1.5,0000 1 Oct 1995,25.18478
6,1.5,0000 1 Oct 1995,25.56762
7,1.5,0000 1 Oct 1995,25.54268
8,1.5,0000 1 Oct 1995,25.55214
9,1.5,0000 1 Oct 1995,25.5566
10,1.5,0000 1 Oct 1995,25.61535
11,1.5,0000 1 Oct 1995,25.4407
12,1.5,0000 1 Oct 1995,25.62822
13,1.5,0000 1 Oct 1995,25.83998
14,1.5,0000 1 Oct 1995,25.43718
15,1.5,0000 1 Oct 1995,25.47518
1,2.5,0000 1 Oct 1995,25.28569
2,2.5,0000 1 Oct 1995,25.50747
3,2.5,0000 1 Oct 1995,25.34989
4,2.5,0000 1 Oct 1995,25.54572
5,2.5,0000 1 Oct 1995,24.80713
6,2.5,0000 1 Oct 1995,25.46991
7,2.5,0000 1 Oct 1995,25.47592
8,2.5,0000 1 Oct 1995,25.40725
9,2.5,0000 1 Oct 1995,25.46789
10,2.5,0000 1 Oct 1995,25.52823
11,2.5,0000 1 Oct 1995,25.28012
12,2.5,0000 1 Oct 1995,25.51683
13,2.5,0000 1 Oct 1995,25.63851
14,2.5,0000 1 Oct 1995,25.34085
15,2.5,0000 1 Oct 1995,25.3738
1,3.5,0000 1 Oct 1995,25.25711
2,3.5,0000 1 Oct 1995,25.5513
3,3.5,0000 1 Oct 1995,25.35774
4,3.5,0000 1 Oct 1995,25.46186
5,3.5,0000 1 Oct 1995,24.66808
6,3.5,0000 1 Oct 1995,25.4945
7,3.5,0000 1 Oct 1995,25.57377
8,3.5,0000 1 Oct 1995,25.31344
9,3.5,0000 1 Oct 1995,25.57785
10,3.5,0000 1 Oct 1995,25.5881
11,3.5,0000 1 Oct 1995,25.17183
12,3.5,0000 1 Oct 1995,25.55602
13,3.5,0000 1 Oct 1995,25.50718
14,3.5,0000 1 Oct 1995,25.41157
15,3.5,0000 1 Oct 1995,25.30039
1,4.5,0000 1 Oct 1995,25.46428
2,4.5,0000 1 Oct 1995,25.75513
3,4.5,0000 1 Oct 1995,25.65682
4,4.5,0000 1 Oct 1995,25.65685
5,4.5,0000 1 Oct 1995,24.95643
6,4.5,0000 1 Oct 1995,25.72229
7,4.5,0000 1 Oct 1995,25.79355
8,4.5,0000 1 Oct 1995,25.60511
9,4.5,0000 1 Oct 1995,25.93637
10,4.5,0000 1 Oct 1995,25.89971
11,4.5,0000 1 Oct 1995,25.35946
12,4.5,0000 1 Oct 1995,25.75356
13,4.5,0000 1 Oct 1995,25.64448
14,4.5,0000 1 Oct 1995,25.68682
15,4.5,0000 1 Oct 1995,25.52607
1,5.5,0000 1 Oct 1995,25.95084
2,5.5,0000 1 Oct 1995,26.12464
3,5.5,0000 1 Oct 1995,26.1863
4,5.5,0000 1 Oct 1995,26.14272
5,5.5,0000 1 Oct 1995,25.68157
6,5.5,0000 1 Oct 1995,26.23247
7,5.5,0000 1 Oct 1995,26.28194
8,5.5,0000 1 Oct 1995,26.19436
9,5.5,0000 1 Oct 1995,26.32095
10,5.5,0000 1 Oct 1995,26.4157
11,5.5,0000 1 Oct 1995,25.89322
12,5.5,0000 1 Oct 1995,26.1271
13,5.5,0000 1 Oct 1995,26.18097
14,5.5,0000 1 Oct 1995,26.15852
15,5.5,0000 1 Oct 1995,26.07219
1,6.5,0000 1 Oct 1995,26.3194
2,6.5,0000 1 Oct 1995,26.50915
3,6.5,0000 1 Oct 1995,26.58941
4,6.5,0000 1 Oct 1995,26.60522
5,6.5,0000 1 Oct 1995,26.43194
6,6.5,0000 1 Oct 1995,26.62374
7,6.5,0000 1 Oct 1995,26.69332
8,6.5,0000 1 Oct 1995,26.67165
9,6.5,0000 1 Oct 1995,26.60362
10,6.5,0000 1 Oct 1995,26.89769
11,6.5,0000 1 Oct 1995,26.52025
12,6.5,0000 1 Oct 1995,26.34546
13,6.5,0000 1 Oct 1995,26.61239
14,6.5,0000 1 Oct 1995,26.48957
15,6.5,0000 1 Oct 1995,26.62727
1,7.5,0000 1 Oct 1995,26.49392
2,7.5,0000 1 Oct 1995,26.7059
3,7.5,0000 1 Oct 1995,26.66884
4,7.5,0000 1 Oct 1995,26.78138
5,7.5,0000 1 Oct 1995,26.71802
6,7.5,0000 1 Oct 1995,26.81931
7,7.5,0000 1 Oct 1995,26.85525
8,7.5,0000 1 Oct 1995,26.6862
9,7.5,0000 1 Oct 1995,26.60798
10,7.5,0000 1 Oct 1995,27.15845
11,7.5,0000 1 Oct 1995,26.8783
12,7.5,0000 1 Oct 1995,26.33938
13,7.5,0000 1 Oct 1995,26.76417
14,7.5,0000 1 Oct 1995,26.59846
15,7.5,0000 1 Oct 1995,26.93603
1,8.5,0000 1 Oct 1995,26.28292
2,8.5,0000 1 Oct 1995,26.51744
3,8.5,0000 1 Oct 1995,26.25195
4,8.5,0000 1 Oct 1995,26.55632
5,8.5,0000 1 Oct 1995,26.43291
6,8.5,0000 1 Oct 1995,26.51244
7,8.5,0000 1 Oct 1995,26.42057
8,8.5,0000 1 Oct 1995,26.05528
9,8.5,0000 1 Oct 1995,26.27781
10,8.5,0000 1 Oct 1995,26.88535
11,8.5,0000 1 Oct 1995,26.80841
12,8.5,0000 1 Oct 1995,26.05394
13,8.5,0000 1 Oct 1995,26.35597
14,8.5,0000 1 Oct 1995,26.35425
15,8.5,0000 1 Oct 1995,26.73553
1,9.5,0000 1 Oct 1995,25.90344
2,9.5,0000 1 Oct 1995,26.14474
3,9.5,0000 1 Oct 1995,25.54348
4,9.5,0000 1 Oct 1995,26.11197
5,9.5,0000 1 Oct 1995,25.66593
6,9.5,0000 1 Oct 1995,25.95283
7,9.5,0000 1 Oct 1995,25.69118
8,9.5,0000 1 Oct 1995,25.19423
9,9.5,0000 1 Oct 1995,25.50591
10,9.5,0000 1 Oct 1995,26.35449
11,9.5,0000 1 Oct 1995,26.40835
12,9.5,0000 1 Oct 1995,25.6056
13,9.5,0000 1 Oct 1995,25.69256
14,9.5,0000 1 Oct 1995,25.86377
15,9.5,0000 1 Oct 1995,26.35802
1,10.5,0000 1 Oct 1995,25.5218
2,10.5,0000 1 Oct 1995,25.844
3,10.5,0000 1 Oct 1995,25.02893
4,10.5,0000 1 Oct 1995,25.67539
5,10.5,0000 1 Oct 1995,24.9714
6,10.5,0000 1 Oct 1995,25.50462
7,10.5,0000 1 Oct 1995,25.10454
8,10.5,0000 1 Oct 1995,24.4063
9,10.5,0000 1 Oct 1995,24.73212
10,10.5,0000 1 Oct 1995,25.81434
11,10.5,0000 1 Oct 1995,26.01588
12,10.5,0000 1 Oct 1995,25.36438
13,10.5,0000 1 Oct 1995,25.04358
14,10.5,0000 1 Oct 1995,25.34291
15,10.5,0000 1 Oct 1995,26.01171
1,1.5,0000 1 Nov 1995,25.73365
2,1.5,0000 1 Nov 1995,25.63984
3,1.5,0000 1 Nov 1995,25.41682
4,1.5,0000 1 Nov 1995,25.87618
5,1.5,0000 1 Nov 1995,25.51322
6,1.5,0000 1 Nov 1995,25.73709
7,1.5,0000 1 Nov 1995,25.5748
8,1.5,0000 1 Nov 1995,25.74175
9,1.5,0000 1 Nov 1995,25.68114
10,1.5,0000 1 Nov 1995,25.70673
11,1.5,0000 1 Nov 1995,25.68295
12,1.5,0000 1 Nov 1995,25.49829
13,1.5,0000 1 Nov 1995,25.59507
14,1.5,0000 1 Nov 1995,25.53907
15,1.5,0000 1 Nov 1995,25.58121
1,2.5,0000 1 Nov 1995,25.87559
2,2.5,0000 1 Nov 1995,25.65962
3,2.5,0000 1 Nov 1995,25.345
4,2.5,0000 1 Nov 1995,26.02764
5,2.5,0000 1 Nov 1995,25.59338
6,2.5,0000 1 Nov 1995,25.75437
7,2.5,0000 1 Nov 1995,25.59294
8,2.5,0000 1 Nov 1995,25.77632
9,2.5,0000 1 Nov 1995,25.67024
10,2.5,0000 1 Nov 1995,25.50072
11,2.5,0000 1 Nov 1995,25.76165
12,2.5,0000 1 Nov 1995,25.44603
13,2.5,0000 1 Nov 1995,25.42539
14,2.5,0000 1 Nov 1995,25.51256
15,2.5,0000 1 Nov 1995,25.56017
1,3.5,0000 1 Nov 1995,26.24015
