M,L,MON,LDC_SST_NASA_GEOSS2S
1,4.5,0000 1 Oct 2005,25.82152
2,4.5,0000 1 Oct 2005,25.49337
3,4.5,0000 1 Oct 2005,25.69495
4,4.5,0000 1 Oct 2005,24.98992
1,5.5,0000 1 Oct 2005,26.08923
2,5.5,0000 1 Oct 2005,25.8085
3,5.5,0000 1 Oct 2005,25.9982
4,5.5,0000 1 Oct 2005,25.27959
1,6.5,0000 1 Oct 2005,26.54428
2,6.5,0000 1 Oct 2005,26.47896
3,6.5,0000 1 Oct 2005,26.47836
4,6.5,0000 1 Oct 2005,25.67063
1,7.5,0000 1 Oct 2005,26.91975
2,7.5,0000 1 Oct 2005,26.98977
3,7.5,0000 1 Oct 2005,26.80142
4,7.5,0000 1 Oct 2005,26.00211
1,1.5,0000 1 Nov 2005,25.55319
2,1.5,0000 1 Nov 2005,26.02807
3,1.5,0000 1 Nov 2005,25.90025
4,1.5,0000 1 Nov 2005,25.78737
1,2.5,0000 1 Nov 2005,25.16765
2,2.5,0000 1 Nov 2005,25.48368
3,2.5,0000 1 Nov 2005,25.64846
4,2.5,0000 1 Nov 2005,25.57457
1,3.5,0000 1 Nov 2005,25.13858
2,3.5,0000 1 Nov 2005,25.16407
3,3.5,0000 1 Nov 2005,25.75319
4,3.5,0000 1 Nov 2005,25.75187
1,4.5,0000 1 Nov 2005,25.44538
2,4.5,0000 1 Nov 2005,25.28745
3,4.5,0000 1 Nov 2005,26.2744
4,4.5,0000 1 Nov 2005,26.2837
1,5.5,0000 1 Nov 2005,25.75222
2,5.5,0000 1 Nov 2005,25.74112
3,5.5,0000 1 Nov 2005,27.02537
4,5.5,0000 1 Nov 2005,26.90884
1,6.5,0000 1 Nov 2005,25.90253
2,6.5,0000 1 Nov 2005,26.16564
3,6.5,0000 1 Nov 2005,27.5752
4,6.5,0000 1 Nov 2005,27.31481
1,7.5,0000 1 Nov 2005,25.9213
2,7.5,0000 1 Nov 2005,26.40757
3,7.5,0000 1 Nov 2005,27.62803
4,7.5,0000 1 Nov 2005,27.38933
1,1.5,0000 1 Dec 2005,25.70688
2,1.5,0000 1 Dec 2005,25.61884
3,1.5,0000 1 Dec 2005,25.53382
4,1.5,0000 1 Dec 2005,25.12899
1,2.5,0000 1 Dec 2005,25.69835
2,2.5,0000 1 Dec 2005,25.55074
3,2.5,0000 1 Dec 2005,25.58529
4,2.5,0000 1 Dec 2005,25.12709
1,3.5,0000 1 Dec 2005,26.08186
2,3.5,0000 1 Dec 2005,25.8704
3,3.5,0000 1 Dec 2005,26.04646
4,3.5,0000 1 Dec 2005,25.69592
1,4.5,0000 1 Dec 2005,26.65228
2,4.5,0000 1 Dec 2005,26.39413
3,4.5,0000 1 Dec 2005,26.69575
4,4.5,0000 1 Dec 2005,26.35253
1,5.5,0000 1 Dec 2005,27.16332
2,5.5,0000 1 Dec 2005,26.89585
3,5.5,0000 1 Dec 2005,27.21118
4,5.5,0000 1 Dec 2005,26.87533
1,6.5,0000 1 Dec 2005,27.48015
2,6.5,0000 1 Dec 2005,27.20031
3,6.5,0000 1 Dec 2005,27.51665
4,6.5,0000 1 Dec 2005,27.00807
1,7.5,0000 1 Dec 2005,27.67228
2,7.5,0000 1 Dec 2005,27.37043
3,7.5,0000 1 Dec 2005,27.69423
4,7.5,0000 1 Dec 2005,26.9744
1,1.5,0000 1 Jan 2006,25.39501
2,1.5,0000 1 Jan 2006,25.84884
3,1.5,0000 1 Jan 2006,25.79683
4,1.5,0000 1 Jan 2006,26.02808
1,2.5,0000 1 Jan 2006,25.78705
2,2.5,0000 1 Jan 2006,26.47467
3,2.5,0000 1 Jan 2006,26.15403
4,2.5,0000 1 Jan 2006,26.59285
1,3.5,0000 1 Jan 2006,26.42568
2,3.5,0000 1 Jan 2006,27.09762
3,3.5,0000 1 Jan 2006,26.66583
4,3.5,0000 1 Jan 2006,27.24721
1,4.5,0000 1 Jan 2006,26.86629
2,4.5,0000 1 Jan 2006,27.51088
3,4.5,0000 1 Jan 2006,27.07905
4,4.5,0000 1 Jan 2006,27.77323
1,5.5,0000 1 Jan 2006,27.01678
2,5.5,0000 1 Jan 2006,27.45183
3,5.5,0000 1 Jan 2006,27.22907
4,5.5,0000 1 Jan 2006,27.99056
1,6.5,0000 1 Jan 2006,27.0249
2,6.5,0000 1 Jan 2006,27.24129
3,6.5,0000 1 Jan 2006,27.29119
4,6.5,0000 1 Jan 2006,28.0182
1,7.5,0000 1 Jan 2006,27.03049
2,7.5,0000 1 Jan 2006,26.9871
3,7.5,0000 1 Jan 2006,27.42055
4,7.5,0000 1 Jan 2006,28.06906
1,1.5,0000 1 Feb 2006,25.94753
2,1.5,0000 1 Feb 2006,26.4385
3,1.5,0000 1 Feb 2006,26.50663
4,1.5,0000 1 Feb 2006,26.448
1,2.5,0000 1 Feb 2006,26.39688
2,2.5,0000 1 Feb 2006,26.91707
3,2.5,0000 1 Feb 2006,27.01309
4,2.5,0000 1 Feb 2006,26.92657
1,3.5,0000 1 Feb 2006,26.81869
2,3.5,0000 1 Feb 2006,27.18164
3,3.5,0000 1 Feb 2006,27.44662
4,3.5,0000 1 Feb 2006,27.34682
1,4.5,0000 1 Feb 2006,27.06882
2,4.5,0000 1 Feb 2006,27.20828
3,4.5,0000 1 Feb 2006,27.70112
4,4.5,0000 1 Feb 2006,27.70085
1,5.5,0000 1 Feb 2006,26.99502
2,5.5,0000 1 Feb 2006,27.04222
3,5.5,0000 1 Feb 2006,27.80512
4,5.5,0000 1 Feb 2006,27.83088
1,6.5,0000 1 Feb 2006,26.89483
2,6.5,0000 1 Feb 2006,26.86025
3,6.5,0000 1 Feb 2006,27.81774
4,6.5,0000 1 Feb 2006,27.69211
1,7.5,0000 1 Feb 2006,26.86673
2,7.5,0000 1 Feb 2006,26.82734
3,7.5,0000 1 Feb 2006,27.92377
4,7.5,0000 1 Feb 2006,27.53397
1,1.5,0000 1 Mar 2006,26.59098
2,1.5,0000 1 Mar 2006,27.20353
3,1.5,0000 1 Mar 2006,27.23655
4,1.5,0000 1 Mar 2006,27.41866
1,2.5,0000 1 Mar 2006,26.95284
2,2.5,0000 1 Mar 2006,27.33517
3,2.5,0000 1 Mar 2006,27.59412
4,2.5,0000 1 Mar 2006,27.76745
1,3.5,0000 1 Mar 2006,27.18742
2,3.5,0000 1 Mar 2006,27.25067
3,3.5,0000 1 Mar 2006,27.72351
4,3.5,0000 1 Mar 2006,27.62231
1,4.5,0000 1 Mar 2006,27.32005
2,4.5,0000 1 Mar 2006,27.04358
3,4.5,0000 1 Mar 2006,27.61931
4,4.5,0000 1 Mar 2006,27.15255
1,5.5,0000 1 Mar 2006,27.44735
2,5.5,0000 1 Mar 2006,27.04942
3,5.5,0000 1 Mar 2006,27.32815
4,5.5,0000 1 Mar 2006,26.83944
1,6.5,0000 1 Mar 2006,27.67617
2,6.5,0000 1 Mar 2006,27.19983
3,6.5,0000 1 Mar 2006,27.32272
4,6.5,0000 1 Mar 2006,26.81422
1,7.5,0000 1 Mar 2006,27.87949
2,7.5,0000 1 Mar 2006,27.48961
3,7.5,0000 1 Mar 2006,27.50645
4,7.5,0000 1 Mar 2006,26.98357
1,1.5,0000 1 Apr 2006,27.68248
2,1.5,0000 1 Apr 2006,27.98088
3,1.5,0000 1 Apr 2006,28.05687
4,1.5,0000 1 Apr 2006,28.13793
1,2.5,0000 1 Apr 2006,27.63725
2,2.5,0000 1 Apr 2006,27.90032
3,2.5,0000 1 Apr 2006,28.15505
4,2.5,0000 1 Apr 2006,28.33161
1,3.5,0000 1 Apr 2006,27.21067
2,3.5,0000 1 Apr 2006,27.72714
3,3.5,0000 1 Apr 2006,27.86903
4,3.5,0000 1 Apr 2006,28.05316
1,4.5,0000 1 Apr 2006,26.81684
2,4.5,0000 1 Apr 2006,27.68865
3,4.5,0000 1 Apr 2006,27.49059
4,4.5,0000 1 Apr 2006,27.70141
1,5.5,0000 1 Apr 2006,26.74908
2,5.5,0000 1 Apr 2006,28.08415
3,5.5,0000 1 Apr 2006,27.346
4,5.5,0000 1 Apr 2006,27.74018
1,6.5,0000 1 Apr 2006,26.96514
2,6.5,0000 1 Apr 2006,28.61023
3,6.5,0000 1 Apr 2006,27.50579
4,6.5,0000 1 Apr 2006,28.24119
1,7.5,0000 1 Apr 2006,27.20821
2,7.5,0000 1 Apr 2006,29.12352
3,7.5,0000 1 Apr 2006,27.69454
4,7.5,0000 1 Apr 2006,28.75908
1,1.5,0000 1 May 2006,27.69444
2,1.5,0000 1 May 2006,27.61015
3,1.5,0000 1 May 2006,27.84418
4,1.5,0000 1 May 2006,27.39321
1,2.5,0000 1 May 2006,27.45369
2,2.5,0000 1 May 2006,27.38873
3,2.5,0000 1 May 2006,27.63958
4,2.5,0000 1 May 2006,26.99499
1,3.5,0000 1 May 2006,27.24782
2,3.5,0000 1 May 2006,27.15127
3,3.5,0000 1 May 2006,27.30289
4,3.5,0000 1 May 2006,26.76061
1,4.5,0000 1 May 2006,27.30999
2,4.5,0000 1 May 2006,27.01612
3,4.5,0000 1 May 2006,27.15445
4,4.5,0000 1 May 2006,26.78241
1,5.5,0000 1 May 2006,27.54415
2,5.5,0000 1 May 2006,26.88737
3,5.5,0000 1 May 2006,27.14158
4,5.5,0000 1 May 2006,26.90238
1,6.5,0000 1 May 2006,27.74729
2,6.5,0000 1 May 2006,26.936
3,6.5,0000 1 May 2006,27.21498
4,6.5,0000 1 May 2006,26.87503
1,7.5,0000 1 May 2006,27.65421
2,7.5,0000 1 May 2006,26.70552
3,7.5,0000 1 May 2006,27.04217
4,7.5,0000 1 May 2006,26.77571
1,1.5,0000 1 Jun 2006,27.66499
2,1.5,0000 1 Jun 2006,27.54888
3,1.5,0000 1 Jun 2006,27.47428
4,1.5,0000 1 Jun 2006,27.45694
1,2.5,0000 1 Jun 2006,27.61599
2,2.5,0000 1 Jun 2006,27.22433
3,2.5,0000 1 Jun 2006,27.16279
4,2.5,0000 1 Jun 2006,27.19107
1,3.5,0000 1 Jun 2006,27.83882
2,3.5,0000 1 Jun 2006,27.08807
3,3.5,0000 1 Jun 2006,27.21911
4,3.5,0000 1 Jun 2006,27.15392
1,4.5,0000 1 Jun 2006,28.2551
2,4.5,0000 1 Jun 2006,27.10779
3,4.5,0000 1 Jun 2006,27.49256
4,4.5,0000 1 Jun 2006,27.23046
1,5.5,0000 1 Jun 2006,28.61998
2,5.5,0000 1 Jun 2006,27.17812
3,5.5,0000 1 Jun 2006,27.75665
4,5.5,0000 1 Jun 2006,27.17827
1,6.5,0000 1 Jun 2006,28.78039
2,6.5,0000 1 Jun 2006,27.07912
3,6.5,0000 1 Jun 2006,27.7408
4,6.5,0000 1 Jun 2006,26.78919
1,7.5,0000 1 Jun 2006,28.7183
2,7.5,0000 1 Jun 2006,26.89012
3,7.5,0000 1 Jun 2006,27.4935
4,7.5,0000 1 Jun 2006,26.28032
1,1.5,0000 1 Jul 2006,26.7522
2,1.5,0000 1 Jul 2006,27.00838
3,1.5,0000 1 Jul 2006,26.78011
4,1.5,0000 1 Jul 2006,26.9056
1,2.5,0000 1 Jul 2006,26.78863
2,2.5,0000 1 Jul 2006,26.68137
3,2.5,0000 1 Jul 2006,26.50922
4,2.5,0000 1 Jul 2006,26.92713
1,3.5,0000 1 Jul 2006,27.2022
2,3.5,0000 1 Jul 2006,26.50049
3,3.5,0000 1 Jul 2006,26.4395
4,3.5,0000 1 Jul 2006,27.16182
1,4.5,0000 1 Jul 2006,27.54057
2,4.5,0000 1 Jul 2006,26.41924
3,4.5,0000 1 Jul 2006,26.35451
4,4.5,0000 1 Jul 2006,27.40261
1,5.5,0000 1 Jul 2006,27.42277
2,5.5,0000 1 Jul 2006,26.21429
3,5.5,0000 1 Jul 2006,26.12679
4,5.5,0000 1 Jul 2006,27.34916
1,6.5,0000 1 Jul 2006,26.89418
2,6.5,0000 1 Jul 2006,25.89677
3,6.5,0000 1 Jul 2006,25.66129
4,6.5,0000 1 Jul 2006,27.07984
1,7.5,0000 1 Jul 2006,26.44529
2,7.5,0000 1 Jul 2006,25.66638
3,7.5,0000 1 Jul 2006,25.45503
4,7.5,0000 1 Jul 2006,26.82294
1,1.5,0000 1 Aug 2006,26.86889
2,1.5,0000 1 Aug 2006,26.7569
3,1.5,0000 1 Aug 2006,26.97712
4,1.5,0000 1 Aug 2006,26.64453
1,2.5,0000 1 Aug 2006,26.88389
2,2.5,0000 1 Aug 2006,26.80656
3,2.5,0000 1 Aug 2006,27.10824
4,2.5,0000 1 Aug 2006,26.49014
1,3.5,0000 1 Aug 2006,26.93329
2,3.5,0000 1 Aug 2006,26.99926
3,3.5,0000 1 Aug 2006,27.31758
4,3.5,0000 1 Aug 2006,26.50248
1,4.5,0000 1 Aug 2006,26.69878
2,4.5,0000 1 Aug 2006,26.91044
3,4.5,0000 1 Aug 2006,27.2825
4,4.5,0000 1 Aug 2006,26.33943
1,5.5,0000 1 Aug 2006,26.34435
2,5.5,0000 1 Aug 2006,26.52189
3,5.5,0000 1 Aug 2006,27.06636
4,5.5,0000 1 Aug 2006,26.07741
1,6.5,0000 1 Aug 2006,26.11991
2,6.5,0000 1 Aug 2006,26.17805
3,6.5,0000 1 Aug 2006,26.95113
4,6.5,0000 1 Aug 2006,25.8297
1,7.5,0000 1 Aug 2006,26.23943
2,7.5,0000 1 Aug 2006,26.23352
3,7.5,0000 1 Aug 2006,27.03659
4,7.5,0000 1 Aug 2006,25.81639
1,1.5,0000 1 Sep 2006,26.9734
2,1.5,0000 1 Sep 2006,27.3721
3,1.5,0000 1 Sep 2006,27.24736
4,1.5,0000 1 Sep 2006,27.35162
1,2.5,0000 1 Sep 2006,26.89614
2,2.5,0000 1 Sep 2006,27.60161
3,2.5,0000 1 Sep 2006,27.28383
4,2.5,0000 1 Sep 2006,27.54849
1,3.5,0000 1 Sep 2006,26.46209
2,3.5,0000 1 Sep 2006,27.75004
3,3.5,0000 1 Sep 2006,27.2972
4,3.5,0000 1 Sep 2006,27.78764
1,4.5,0000 1 Sep 2006,25.79719
2,4.5,0000 1 Sep 2006,27.64737
3,4.5,0000 1 Sep 2006,27.15887
4,4.5,0000 1 Sep 2006,27.84725
1,5.5,0000 1 Sep 2006,25.21967
2,5.5,0000 1 Sep 2006,27.55753
3,5.5,0000 1 Sep 2006,26.95599
4,5.5,0000 1 Sep 2006,27.80098
1,6.5,0000 1 Sep 2006,25.04211
2,6.5,0000 1 Sep 2006,27.59798
3,6.5,0000 1 Sep 2006,26.85616
4,6.5,0000 1 Sep 2006,27.81457
1,7.5,0000 1 Sep 2006,25.14433
2,7.5,0000 1 Sep 2006,27.65083
3,7.5,0000 1 Sep 2006,26.76498
4,7.5,0000 1 Sep 2006,27.93229
1,1.5,0000 1 Oct 2006,27.47519
2,1.5,0000 1 Oct 2006,27.84758
3,1.5,0000 1 Oct 2006,27.70877
4,1.5,0000 1 Oct 2006,27.90746
1,2.5,0000 1 Oct 2006,27.33904
2,2.5,0000 1 Oct 2006,27.95222
3,2.5,0000 1 Oct 2006,27.68221
4,2.5,0000 1 Oct 2006,27.98864
1,3.5,0000 1 Oct 2006,27.0377
2,3.5,0000 1 Oct 2006,27.88435
3,3.5,0000 1 Oct 2006,27.43287
4,3.5,0000 1 Oct 2006,27.71742
1,4.5,0000 1 Oct 2006,26.78319
2,4.5,0000 1 Oct 2006,27.69834
3,4.5,0000 1 Oct 2006,27.31948
4,4.5,0000 1 Oct 2006,27.38055
1,5.5,0000 1 Oct 2006,26.8594
2,5.5,0000 1 Oct 2006,27.63257
3,5.5,0000 1 Oct 2006,27.44926
4,5.5,0000 1 Oct 2006,27.20513
1,6.5,0000 1 Oct 2006,26.98044
2,6.5,0000 1 Oct 2006,27.57807
3,6.5,0000 1 Oct 2006,27.67036
4,6.5,0000 1 Oct 2006,27.06153
1,7.5,0000 1 Oct 2006,26.98343
2,7.5,0000 1 Oct 2006,27.42916
3,7.5,0000 1 Oct 2006,27.7181
4,7.5,0000 1 Oct 2006,26.96622
1,1.5,0000 1 Nov 2006,27.93552
2,1.5,0000 1 Nov 2006,27.76101
3,1.5,0000 1 Nov 2006,27.73746
4,1.5,0000 1 Nov 2006,27.53912
1,2.5,0000 1 Nov 2006,27.94848
2,2.5,0000 1 Nov 2006,27.58177
3,2.5,0000 1 Nov 2006,27.58147
4,2.5,0000 1 Nov 2006,27.41269
1,3.5,0000 1 Nov 2006,27.92971
2,3.5,0000 1 Nov 2006,27.40179
3,3.5,0000 1 Nov 2006,27.49021
4,3.5,0000 1 Nov 2006,27.33271
1,4.5,0000 1 Nov 2006,27.99767
2,4.5,0000 1 Nov 2006,27.24449
3,4.5,0000 1 Nov 2006,27.75934
4,4.5,0000 1 Nov 2006,27.4645
1,5.5,0000 1 Nov 2006,28.06317
2,5.5,0000 1 Nov 2006,27.22265
3,5.5,0000 1 Nov 2006,28.15791
4,5.5,0000 1 Nov 2006,27.65908
1,6.5,0000 1 Nov 2006,28.08666
2,6.5,0000 1 Nov 2006,27.09792
3,6.5,0000 1 Nov 2006,28.4508
4,6.5,0000 1 Nov 2006,27.72033
1,7.5,0000 1 Nov 2006,27.75937
2,7.5,0000 1 Nov 2006,26.79501
3,7.5,0000 1 Nov 2006,28.34262
4,7.5,0000 1 Nov 2006,27.50565
1,1.5,0000 1 Dec 2006,27.5865
2,1.5,0000 1 Dec 2006,27.53219
3,1.5,0000 1 Dec 2006,28.03401
4,1.5,0000 1 Dec 2006,27.64384
1,2.5,0000 1 Dec 2006,27.33879
2,2.5,0000 1 Dec 2006,27.32385
3,2.5,0000 1 Dec 2006,27.88379
4,2.5,0000 1 Dec 2006,27.51942
1,3.5,0000 1 Dec 2006,27.3795
2,3.5,0000 1 Dec 2006,27.37915
3,3.5,0000 1 Dec 2006,27.62615
4,3.5,0000 1 Dec 2006,27.50019
1,4.5,0000 1 Dec 2006,27.65773
2,4.5,0000 1 Dec 2006,27.48133
3,4.5,0000 1 Dec 2006,27.18072
4,4.5,0000 1 Dec 2006,27.67891
1,5.5,0000 1 Dec 2006,27.92537
2,5.5,0000 1 Dec 2006,27.49413
3,5.5,0000 1 Dec 2006,26.60586
4,5.5,0000 1 Dec 2006,28.0721
1,6.5,0000 1 Dec 2006,27.96915
2,6.5,0000 1 Dec 2006,27.16183
3,6.5,0000 1 Dec 2006,25.83609
4,6.5,0000 1 Dec 2006,28.28928
1,7.5,0000 1 Dec 2006,27.94348
2,7.5,0000 1 Dec 2006,26.61361
3,7.5,0000 1 Dec 2006,25.13291
4,7.5,0000 1 Dec 2006,28.06363
1,1.5,0000 1 Jan 2007,26.89809
2,1.5,0000 1 Jan 2007,26.84969
3,1.5,0000 1 Jan 2007,26.66282
4,1.5,0000 1 Jan 2007,27.43099
1,2.5,0000 1 Jan 2007,26.9106
2,2.5,0000 1 Jan 2007,26.78683
3,2.5,0000 1 Jan 2007,26.25684
4,2.5,0000 1 Jan 2007,27.79859
1,3.5,0000 1 Jan 2007,27.22813
2,3.5,0000 1 Jan 2007,26.84536
3,3.5,0000 1 Jan 2007,26.34744
4,3.5,0000 1 Jan 2007,28.31522
1,4.5,0000 1 Jan 2007,27.51008
2,4.5,0000 1 Jan 2007,26.77304
3,4.5,0000 1 Jan 2007,26.58823
4,4.5,0000 1 Jan 2007,28.84084
1,5.5,0000 1 Jan 2007,27.49191
2,5.5,0000 1 Jan 2007,26.59192
3,5.5,0000 1 Jan 2007,26.84986
4,5.5,0000 1 Jan 2007,28.90561
1,6.5,0000 1 Jan 2007,27.37675
2,6.5,0000 1 Jan 2007,26.32118
3,6.5,0000 1 Jan 2007,26.76221
4,6.5,0000 1 Jan 2007,28.66681
1,7.5,0000 1 Jan 2007,27.11246
2,7.5,0000 1 Jan 2007,25.88074
3,7.5,0000 1 Jan 2007,26.58757
4,7.5,0000 1 Jan 2007,28.14402
1,1.5,0000 1 Feb 2007,27.13012
2,1.5,0000 1 Feb 2007,27.29716
3,1.5,0000 1 Feb 2007,27.73044
4,1.5,0000 1 Feb 2007,27.36541
1,2.5,0000 1 Feb 2007,27.23469
2,2.5,0000 1 Feb 2007,27.52299
3,2.5,0000 1 Feb 2007,27.89112
4,2.5,0000 1 Feb 2007,27.65336
1,3.5,0000 1 Feb 2007,27.27865
2,3.5,0000 1 Feb 2007,27.61803
3,3.5,0000 1 Feb 2007,27.64332
4,3.5,0000 1 Feb 2007,27.80062
1,4.5,0000 1 Feb 2007,26.96296
2,4.5,0000 1 Feb 2007,27.33738
3,4.5,0000 1 Feb 2007,26.95207
4,4.5,0000 1 Feb 2007,27.44917
1,5.5,0000 1 Feb 2007,26.36211
2,5.5,0000 1 Feb 2007,26.99815
3,5.5,0000 1 Feb 2007,26.20506
4,5.5,0000 1 Feb 2007,26.63169
1,6.5,0000 1 Feb 2007,25.90411
2,6.5,0000 1 Feb 2007,26.63224
3,6.5,0000 1 Feb 2007,25.67901
4,6.5,0000 1 Feb 2007,25.88923
1,7.5,0000 1 Feb 2007,25.85803
2,7.5,0000 1 Feb 2007,26.4418
3,7.5,0000 1 Feb 2007,25.49986
4,7.5,0000 1 Feb 2007,25.55977
1,1.5,0000 1 Mar 2007,27.18881
2,1.5,0000 1 Mar 2007,27.32037
3,1.5,0000 1 Mar 2007,26.97842
4,1.5,0000 1 Mar 2007,27.56105
1,2.5,0000 1 Mar 2007,27.27053
2,2.5,0000 1 Mar 2007,27.2194
3,2.5,0000 1 Mar 2007,26.88296
4,2.5,0000 1 Mar 2007,27.65262
1,3.5,0000 1 Mar 2007,26.99129
2,3.5,0000 1 Mar 2007,26.74936
3,3.5,0000 1 Mar 2007,26.55357
4,3.5,0000 1 Mar 2007,27.29001
1,4.5,0000 1 Mar 2007,26.38371
2,4.5,0000 1 Mar 2007,26.00748
3,4.5,0000 1 Mar 2007,25.91224
4,4.5,0000 1 Mar 2007,26.76514
1,5.5,0000 1 Mar 2007,25.78211
2,5.5,0000 1 Mar 2007,25.37253
3,5.5,0000 1 Mar 2007,25.30502
4,5.5,0000 1 Mar 2007,26.41391
1,6.5,0000 1 Mar 2007,25.63253
2,6.5,0000 1 Mar 2007,25.13384
3,6.5,0000 1 Mar 2007,24.95794
4,6.5,0000 1 Mar 2007,26.37226
1,7.5,0000 1 Mar 2007,25.75229
2,7.5,0000 1 Mar 2007,25.30583
3,7.5,0000 1 Mar 2007,25.01598
4,7.5,0000 1 Mar 2007,26.52077
1,1.5,0000 1 Apr 2007,27.55898
2,1.5,0000 1 Apr 2007,27.82969
3,1.5,0000 1 Apr 2007,27.43029
4,1.5,0000 1 Apr 2007,27.49573
1,2.5,0000 1 Apr 2007,27.20379
2,2.5,0000 1 Apr 2007,27.50885
3,2.5,0000 1 Apr 2007,27.08036
4,2.5,0000 1 Apr 2007,27.08643
1,3.5,0000 1 Apr 2007,26.57416
2,3.5,0000 1 Apr 2007,26.94214
3,3.5,0000 1 Apr 2007,26.58119
4,3.5,0000 1 Apr 2007,26.23888
1,4.5,0000 1 Apr 2007,26.02902
2,4.5,0000 1 Apr 2007,26.43097
3,4.5,0000 1 Apr 2007,26.24743
4,4.5,0000 1 Apr 2007,25.53386
1,5.5,0000 1 Apr 2007,25.83524
2,5.5,0000 1 Apr 2007,26.20667
3,5.5,0000 1 Apr 2007,26.27519
4,5.5,0000 1 Apr 2007,25.31819
1,6.5,0000 1 Apr 2007,25.82735
2,6.5,0000 1 Apr 2007,26.30937
3,6.5,0000 1 Apr 2007,26.51141
4,6.5,0000 1 Apr 2007,25.5104
1,7.5,0000 1 Apr 2007,25.88749
2,7.5,0000 1 Apr 2007,26.3443
3,7.5,0000 1 Apr 2007,26.71706
4,7.5,0000 1 Apr 2007,25.54968
1,1.5,0000 1 May 2007,27.4308
2,1.5,0000 1 May 2007,27.67164
3,1.5,0000 1 May 2007,27.33867
4,1.5,0000 1 May 2007,27.08051
1,2.5,0000 1 May 2007,26.93415
2,2.5,0000 1 May 2007,27.3166
3,2.5,0000 1 May 2007,26.6192
4,2.5,0000 1 May 2007,26.67583
1,3.5,0000 1 May 2007,26.52608
2,3.5,0000 1 May 2007,26.72347
3,3.5,0000 1 May 2007,25.9531
4,3.5,0000 1 May 2007,26.30607
1,4.5,0000 1 May 2007,26.21162
2,4.5,0000 1 May 2007,26.45414
3,4.5,0000 1 May 2007,25.75089
4,4.5,0000 1 May 2007,26.10205
1,5.5,0000 1 May 2007,25.9792
2,5.5,0000 1 May 2007,26.35458
3,5.5,0000 1 May 2007,25.76309
4,5.5,0000 1 May 2007,25.94061
1,6.5,0000 1 May 2007,25.68841
2,6.5,0000 1 May 2007,26.37277
3,6.5,0000 1 May 2007,25.72761
4,6.5,0000 1 May 2007,25.95867
1,7.5,0000 1 May 2007,25.32803
2,7.5,0000 1 May 2007,26.12273
3,7.5,0000 1 May 2007,25.58987
4,7.5,0000 1 May 2007,25.82744
1,1.5,0000 1 Jun 2007,26.32174
2,1.5,0000 1 Jun 2007,26.23696
3,1.5,0000 1 Jun 2007,26.67355
4,1.5,0000 1 Jun 2007,26.40709
1,2.5,0000 1 Jun 2007,25.84162
2,2.5,0000 1 Jun 2007,25.39104
3,2.5,0000 1 Jun 2007,25.97879
4,2.5,0000 1 Jun 2007,25.61405
1,3.5,0000 1 Jun 2007,25.64686
2,3.5,0000 1 Jun 2007,24.81392
3,3.5,0000 1 Jun 2007,25.49886
4,3.5,0000 1 Jun 2007,25.21037
1,4.5,0000 1 Jun 2007,25.65208
2,4.5,0000 1 Jun 2007,24.63851
3,4.5,0000 1 Jun 2007,25.15391
4,4.5,0000 1 Jun 2007,25.21345
1,5.5,0000 1 Jun 2007,25.62774
2,5.5,0000 1 Jun 2007,24.60182
3,5.5,0000 1 Jun 2007,24.80014
4,5.5,0000 1 Jun 2007,25.21906
1,6.5,0000 1 Jun 2007,25.5445
2,6.5,0000 1 Jun 2007,24.62249
3,6.5,0000 1 Jun 2007,24.39761
4,6.5,0000 1 Jun 2007,25.0922
1,7.5,0000 1 Jun 2007,25.29903
2,7.5,0000 1 Jun 2007,24.5373
3,7.5,0000 1 Jun 2007,24.11973
4,7.5,0000 1 Jun 2007,24.80213
1,1.5,0000 1 Jul 2007,25.4737
2,1.5,0000 1 Jul 2007,25.68091
3,1.5,0000 1 Jul 2007,26.14438
4,1.5,0000 1 Jul 2007,25.735
1,2.5,0000 1 Jul 2007,24.92421
2,2.5,0000 1 Jul 2007,25.25609
3,2.5,0000 1 Jul 2007,25.86037
4,2.5,0000 1 Jul 2007,25.1307
1,3.5,0000 1 Jul 2007,24.86011
2,3.5,0000 1 Jul 2007,25.13036
3,3.5,0000 1 Jul 2007,25.91931
4,3.5,0000 1 Jul 2007,25.01851
1,4.5,0000 1 Jul 2007,24.76888
2,4.5,0000 1 Jul 2007,24.96004
3,4.5,0000 1 Jul 2007,26.14144
4,4.5,0000 1 Jul 2007,25.01851
1,5.5,0000 1 Jul 2007,24.51514
2,5.5,0000 1 Jul 2007,24.8408
3,5.5,0000 1 Jul 2007,26.28045
4,5.5,0000 1 Jul 2007,25.01228
1,6.5,0000 1 Jul 2007,24.22609
2,6.5,0000 1 Jul 2007,24.61014
3,6.5,0000 1 Jul 2007,26.07337
4,6.5,0000 1 Jul 2007,24.89248
1,7.5,0000 1 Jul 2007,24.17053
2,7.5,0000 1 Jul 2007,24.47677
3,7.5,0000 1 Jul 2007,25.78131
4,7.5,0000 1 Jul 2007,24.9849
1,1.5,0000 1 Aug 2007,25.55186
2,1.5,0000 1 Aug 2007,25.38588
3,1.5,0000 1 Aug 2007,24.8998
4,1.5,0000 1 Aug 2007,25.24076
1,2.5,0000 1 Aug 2007,25.45416
2,2.5,0000 1 Aug 2007,25.19464
3,2.5,0000 1 Aug 2007,24.44924
4,2.5,0000 1 Aug 2007,25.18029
