L,MON,LDC_SST_NASA_GEOSS2S
2.5,0000 1 Dec 2006,27.51646
3.5,0000 1 Dec 2006,27.47125
4.5,0000 1 Dec 2006,27.49967
5.5,0000 1 Dec 2006,27.52437
6.5,0000 1 Dec 2006,27.31408
7.5,0000 1 Dec 2006,26.93841
1.5,0000 1 Jan 2007,26.9604
2.5,0000 1 Jan 2007,26.93822
3.5,0000 1 Jan 2007,27.18404
4.5,0000 1 Jan 2007,27.42805
5.5,0000 1 Jan 2007,27.45983
6.5,0000 1 Jan 2007,27.28174
7.5,0000 1 Jan 2007,26.9312
1.5,0000 1 Feb 2007,27.38078
2.5,0000 1 Feb 2007,27.57554
3.5,0000 1 Feb 2007,27.58516
4.5,0000 1 Feb 2007,27.1754
5.5,0000 1 Feb 2007,26.54925
6.5,0000 1 Feb 2007,26.02615
7.5,0000 1 Feb 2007,25.83986
1.5,0000 1 Mar 2007,27.26216
2.5,0000 1 Mar 2007,27.25638
3.5,0000 1 Mar 2007,26.89606
4.5,0000 1 Mar 2007,26.26714
5.5,0000 1 Mar 2007,25.71839
6.5,0000 1 Mar 2007,25.52414
7.5,0000 1 Mar 2007,25.64872
1.5,0000 1 Apr 2007,27.57867
2.5,0000 1 Apr 2007,27.21986
3.5,0000 1 Apr 2007,26.58409
4.5,0000 1 Apr 2007,26.06032
5.5,0000 1 Apr 2007,25.90882
6.5,0000 1 Apr 2007,26.03963
7.5,0000 1 Apr 2007,26.12463
1.5,0000 1 May 2007,27.38041
2.5,0000 1 May 2007,26.88644
3.5,0000 1 May 2007,26.37718
4.5,0000 1 May 2007,26.12967
5.5,0000 1 May 2007,26.00937
6.5,0000 1 May 2007,25.93686
7.5,0000 1 May 2007,25.71702
1.5,0000 1 Jun 2007,26.40983
2.5,0000 1 Jun 2007,25.70638
3.5,0000 1 Jun 2007,25.2925
4.5,0000 1 Jun 2007,25.16449
5.5,0000 1 Jun 2007,25.06219
6.5,0000 1 Jun 2007,24.9142
7.5,0000 1 Jun 2007,24.68955
1.5,0000 1 Jul 2007,25.7585
2.5,0000 1 Jul 2007,25.29284
3.5,0000 1 Jul 2007,25.23207
4.5,0000 1 Jul 2007,25.22222
5.5,0000 1 Jul 2007,25.16217
6.5,0000 1 Jul 2007,24.95052
7.5,0000 1 Jul 2007,24.85338
1.5,0000 1 Aug 2007,25.26957
2.5,0000 1 Aug 2007,25.06958
3.5,0000 1 Aug 2007,25.1432
4.5,0000 1 Aug 2007,25.0175
5.5,0000 1 Aug 2007,24.69324
6.5,0000 1 Aug 2007,24.57866
7.5,0000 1 Aug 2007,24.9586
1.5,0000 1 Sep 2007,24.74566
2.5,0000 1 Sep 2007,24.33937
3.5,0000 1 Sep 2007,24.05462
4.5,0000 1 Sep 2007,23.76691
5.5,0000 1 Sep 2007,23.83278
6.5,0000 1 Sep 2007,24.3272
7.5,0000 1 Sep 2007,25.00602
1.5,0000 1 Oct 2007,24.31394
2.5,0000 1 Oct 2007,23.93909
3.5,0000 1 Oct 2007,23.67012
4.5,0000 1 Oct 2007,23.60206
5.5,0000 1 Oct 2007,23.95436
6.5,0000 1 Oct 2007,24.524
7.5,0000 1 Oct 2007,25.11234
1.5,0000 1 Nov 2007,24.40777
2.5,0000 1 Nov 2007,24.00362
3.5,0000 1 Nov 2007,23.95961
4.5,0000 1 Nov 2007,24.4495
5.5,0000 1 Nov 2007,25.13893
6.5,0000 1 Nov 2007,25.6894
7.5,0000 1 Nov 2007,25.96978
1.5,0000 1 Dec 2007,23.88295
2.5,0000 1 Dec 2007,23.56713
3.5,0000 1 Dec 2007,23.81622
4.5,0000 1 Dec 2007,24.38714
5.5,0000 1 Dec 2007,24.93168
6.5,0000 1 Dec 2007,25.22431
7.5,0000 1 Dec 2007,25.37774
1.5,0000 1 Jan 2008,24.42987
2.5,0000 1 Jan 2008,24.54673
3.5,0000 1 Jan 2008,25.07577
4.5,0000 1 Jan 2008,25.56115
5.5,0000 1 Jan 2008,25.82927
6.5,0000 1 Jan 2008,25.90127
7.5,0000 1 Jan 2008,26.03492
1.5,0000 1 Feb 2008,25.37756
2.5,0000 1 Feb 2008,25.88978
3.5,0000 1 Feb 2008,26.2331
4.5,0000 1 Feb 2008,26.37004
5.5,0000 1 Feb 2008,26.21992
6.5,0000 1 Feb 2008,26.00833
7.5,0000 1 Feb 2008,25.94692
1.5,0000 1 Mar 2008,26.54638
2.5,0000 1 Mar 2008,26.93501
3.5,0000 1 Mar 2008,26.96927
4.5,0000 1 Mar 2008,26.70242
5.5,0000 1 Mar 2008,26.45044
6.5,0000 1 Mar 2008,26.39485
7.5,0000 1 Mar 2008,26.51943
1.5,0000 1 Apr 2008,27.11376
2.5,0000 1 Apr 2008,27.10771
3.5,0000 1 Apr 2008,26.76719
4.5,0000 1 Apr 2008,26.43328
5.5,0000 1 Apr 2008,26.30712
6.5,0000 1 Apr 2008,26.40379
7.5,0000 1 Apr 2008,26.46518
1.5,0000 1 May 2008,27.15454
2.5,0000 1 May 2008,26.91113
3.5,0000 1 May 2008,26.67489
4.5,0000 1 May 2008,26.5922
5.5,0000 1 May 2008,26.64567
6.5,0000 1 May 2008,26.64749
7.5,0000 1 May 2008,26.43995
1.5,0000 1 Jun 2008,27.0639
2.5,0000 1 Jun 2008,26.85831
3.5,0000 1 Jun 2008,26.66767
4.5,0000 1 Jun 2008,26.60453
5.5,0000 1 Jun 2008,26.52332
6.5,0000 1 Jun 2008,26.27889
7.5,0000 1 Jun 2008,25.90872
1.5,0000 1 Jul 2008,26.70275
2.5,0000 1 Jul 2008,26.51062
3.5,0000 1 Jul 2008,26.49921
4.5,0000 1 Jul 2008,26.48042
5.5,0000 1 Jul 2008,26.26477
6.5,0000 1 Jul 2008,25.91222
7.5,0000 1 Jul 2008,25.74854
1.5,0000 1 Aug 2008,26.20533
2.5,0000 1 Aug 2008,26.07016
3.5,0000 1 Aug 2008,26.08642
4.5,0000 1 Aug 2008,25.88952
5.5,0000 1 Aug 2008,25.59437
6.5,0000 1 Aug 2008,25.55334
7.5,0000 1 Aug 2008,25.95803
1.5,0000 1 Sep 2008,26.37083
2.5,0000 1 Sep 2008,26.35223
3.5,0000 1 Sep 2008,26.12007
4.5,0000 1 Sep 2008,25.74758
5.5,0000 1 Sep 2008,25.61402
6.5,0000 1 Sep 2008,25.87434
7.5,0000 1 Sep 2008,26.39119
1.5,0000 1 Oct 2008,25.99117
2.5,0000 1 Oct 2008,25.654
3.5,0000 1 Oct 2008,25.22998
4.5,0000 1 Oct 2008,25.10016
5.5,0000 1 Oct 2008,25.39251
6.5,0000 1 Oct 2008,25.92793
7.5,0000 1 Oct 2008,26.33532
1.5,0000 1 Nov 2008,25.481
2.5,0000 1 Nov 2008,24.89429
3.5,0000 1 Nov 2008,24.66342
4.5,0000 1 Nov 2008,25.05556
5.5,0000 1 Nov 2008,25.74905
6.5,0000 1 Nov 2008,26.3599
7.5,0000 1 Nov 2008,26.65189
1.5,0000 1 Dec 2008,25.20936
2.5,0000 1 Dec 2008,24.99168
3.5,0000 1 Dec 2008,25.32858
4.5,0000 1 Dec 2008,25.95236
5.5,0000 1 Dec 2008,26.50181
6.5,0000 1 Dec 2008,26.82959
7.5,0000 1 Dec 2008,26.9437
1.5,0000 1 Jan 2009,25.72419
2.5,0000 1 Jan 2009,26.22968
3.5,0000 1 Jan 2009,26.85723
4.5,0000 1 Jan 2009,27.32226
5.5,0000 1 Jan 2009,27.56536
6.5,0000 1 Jan 2009,27.70013
7.5,0000 1 Jan 2009,27.85802
1.5,0000 1 Feb 2009,26.35305
2.5,0000 1 Feb 2009,26.82569
3.5,0000 1 Feb 2009,27.28378
4.5,0000 1 Feb 2009,27.48846
5.5,0000 1 Feb 2009,27.41307
6.5,0000 1 Feb 2009,27.28724
7.5,0000 1 Feb 2009,27.35373
1.5,0000 1 Mar 2009,27.17236
2.5,0000 1 Mar 2009,27.51414
3.5,0000 1 Mar 2009,27.64224
4.5,0000 1 Mar 2009,27.51906
5.5,0000 1 Mar 2009,27.31379
6.5,0000 1 Mar 2009,27.285
7.5,0000 1 Mar 2009,27.46913
1.5,0000 1 Apr 2009,27.69385
2.5,0000 1 Apr 2009,27.72472
3.5,0000 1 Apr 2009,27.49281
4.5,0000 1 Apr 2009,27.32533
5.5,0000 1 Apr 2009,27.3712
6.5,0000 1 Apr 2009,27.642
7.5,0000 1 Apr 2009,27.92622
1.5,0000 1 May 2009,28.00509
2.5,0000 1 May 2009,27.83276
3.5,0000 1 May 2009,27.71009
4.5,0000 1 May 2009,27.8486
5.5,0000 1 May 2009,28.14798
6.5,0000 1 May 2009,28.43595
7.5,0000 1 May 2009,28.46746
1.5,0000 1 Jun 2009,27.88525
2.5,0000 1 Jun 2009,27.73749
3.5,0000 1 Jun 2009,27.8209
4.5,0000 1 Jun 2009,28.09722
5.5,0000 1 Jun 2009,28.36572
6.5,0000 1 Jun 2009,28.41799
7.5,0000 1 Jun 2009,28.31873
1.5,0000 1 Jul 2009,27.97205
2.5,0000 1 Jul 2009,28.01858
3.5,0000 1 Jul 2009,28.33259
4.5,0000 1 Jul 2009,28.71616
5.5,0000 1 Jul 2009,28.94318
6.5,0000 1 Jul 2009,28.93945
7.5,0000 1 Jul 2009,28.97438
1.5,0000 1 Aug 2009,27.73229
2.5,0000 1 Aug 2009,27.95763
3.5,0000 1 Aug 2009,28.20558
4.5,0000 1 Aug 2009,28.32018
5.5,0000 1 Aug 2009,28.25084
6.5,0000 1 Aug 2009,28.20037
7.5,0000 1 Aug 2009,28.28619
1.5,0000 1 Sep 2009,27.74364
2.5,0000 1 Sep 2009,27.95722
3.5,0000 1 Sep 2009,28.02046
4.5,0000 1 Sep 2009,27.87774
5.5,0000 1 Sep 2009,27.75122
6.5,0000 1 Sep 2009,27.87282
7.5,0000 1 Sep 2009,28.14857
1.5,0000 1 Oct 2009,27.60658
2.5,0000 1 Oct 2009,27.50731
3.5,0000 1 Oct 2009,27.14579
4.5,0000 1 Oct 2009,26.80302
5.5,0000 1 Oct 2009,26.77905
6.5,0000 1 Oct 2009,27.01511
7.5,0000 1 Oct 2009,27.26492
1.5,0000 1 Nov 2009,27.92366
2.5,0000 1 Nov 2009,27.58603
3.5,0000 1 Nov 2009,27.23834
4.5,0000 1 Nov 2009,27.22108
5.5,0000 1 Nov 2009,27.43784
6.5,0000 1 Nov 2009,27.62265
7.5,0000 1 Nov 2009,27.58882
1.5,0000 1 Dec 2009,28.16855
2.5,0000 1 Dec 2009,28.09797
3.5,0000 1 Dec 2009,28.11674
4.5,0000 1 Dec 2009,28.23365
5.5,0000 1 Dec 2009,28.34281
6.5,0000 1 Dec 2009,28.16928
7.5,0000 1 Dec 2009,27.7245
1.5,0000 1 Jan 2010,28.09688
2.5,0000 1 Jan 2010,28.1235
3.5,0000 1 Jan 2010,28.29929
4.5,0000 1 Jan 2010,28.37576
5.5,0000 1 Jan 2010,28.0959
6.5,0000 1 Jan 2010,27.53904
7.5,0000 1 Jan 2010,26.95225
1.5,0000 1 Feb 2010,28.48579
2.5,0000 1 Feb 2010,28.66027
3.5,0000 1 Feb 2010,28.49989
4.5,0000 1 Feb 2010,27.84264
5.5,0000 1 Feb 2010,26.96962
6.5,0000 1 Feb 2010,26.16641
7.5,0000 1 Feb 2010,25.65549
1.5,0000 1 Mar 2010,28.75199
2.5,0000 1 Mar 2010,28.53277
3.5,0000 1 Mar 2010,27.89687
4.5,0000 1 Mar 2010,27.10015
5.5,0000 1 Mar 2010,26.45094
6.5,0000 1 Mar 2010,26.076
7.5,0000 1 Mar 2010,25.91282
1.5,0000 1 Apr 2010,28.29851
2.5,0000 1 Apr 2010,27.66809
3.5,0000 1 Apr 2010,26.84647
4.5,0000 1 Apr 2010,26.18147
5.5,0000 1 Apr 2010,25.70859
6.5,0000 1 Apr 2010,25.40835
7.5,0000 1 Apr 2010,25.19524
1.5,0000 1 May 2010,27.4289
2.5,0000 1 May 2010,26.58563
3.5,0000 1 May 2010,25.92788
4.5,0000 1 May 2010,25.56137
5.5,0000 1 May 2010,25.38672
6.5,0000 1 May 2010,25.18566
7.5,0000 1 May 2010,24.84776
1.5,0000 1 Jun 2010,26.03501
2.5,0000 1 Jun 2010,25.32123
3.5,0000 1 Jun 2010,24.82367
4.5,0000 1 Jun 2010,24.59027
5.5,0000 1 Jun 2010,24.34363
6.5,0000 1 Jun 2010,24.01751
7.5,0000 1 Jun 2010,23.66939
1.5,0000 1 Jul 2010,24.78402
2.5,0000 1 Jul 2010,24.16527
3.5,0000 1 Jul 2010,23.99814
4.5,0000 1 Jul 2010,23.96136
5.5,0000 1 Jul 2010,23.86083
6.5,0000 1 Jul 2010,23.80979
7.5,0000 1 Jul 2010,24.01086
1.5,0000 1 Aug 2010,24.21424
2.5,0000 1 Aug 2010,23.63767
3.5,0000 1 Aug 2010,23.43907
4.5,0000 1 Aug 2010,23.34165
5.5,0000 1 Aug 2010,23.3402
6.5,0000 1 Aug 2010,23.58271
7.5,0000 1 Aug 2010,24.1553
1.5,0000 1 Sep 2010,24.28581
2.5,0000 1 Sep 2010,23.9189
3.5,0000 1 Sep 2010,23.73799
4.5,0000 1 Sep 2010,23.72279
5.5,0000 1 Sep 2010,24.03598
6.5,0000 1 Sep 2010,24.59744
7.5,0000 1 Sep 2010,25.28692
1.5,0000 1 Oct 2010,24.04972
2.5,0000 1 Oct 2010,23.69695
3.5,0000 1 Oct 2010,23.68438
4.5,0000 1 Oct 2010,23.99814
5.5,0000 1 Oct 2010,24.5355
6.5,0000 1 Oct 2010,25.17117
7.5,0000 1 Oct 2010,25.68723
1.5,0000 1 Nov 2010,23.75747
2.5,0000 1 Nov 2010,23.28412
3.5,0000 1 Nov 2010,23.35726
4.5,0000 1 Nov 2010,23.94374
5.5,0000 1 Nov 2010,24.69597
6.5,0000 1 Nov 2010,25.2883
7.5,0000 1 Nov 2010,25.68127
1.5,0000 1 Dec 2010,24.19246
2.5,0000 1 Dec 2010,23.95437
3.5,0000 1 Dec 2010,24.2651
4.5,0000 1 Dec 2010,24.91513
5.5,0000 1 Dec 2010,25.45676
6.5,0000 1 Dec 2010,25.80148
7.5,0000 1 Dec 2010,26.02335
1.5,0000 1 Jan 2011,24.61712
2.5,0000 1 Jan 2011,25.19157
3.5,0000 1 Jan 2011,25.97718
4.5,0000 1 Jan 2011,26.53078
5.5,0000 1 Jan 2011,26.8138
6.5,0000 1 Jan 2011,26.92025
7.5,0000 1 Jan 2011,27.00993
1.5,0000 1 Feb 2011,26.03056
2.5,0000 1 Feb 2011,26.69649
3.5,0000 1 Feb 2011,27.08678
4.5,0000 1 Feb 2011,27.1253
5.5,0000 1 Feb 2011,26.93734
6.5,0000 1 Feb 2011,26.75224
7.5,0000 1 Feb 2011,26.73687
1.5,0000 1 Mar 2011,27.04366
2.5,0000 1 Mar 2011,27.52519
3.5,0000 1 Mar 2011,27.69623
4.5,0000 1 Mar 2011,27.62058
5.5,0000 1 Mar 2011,27.47101
6.5,0000 1 Mar 2011,27.52432
7.5,0000 1 Mar 2011,27.74053
1.5,0000 1 Apr 2011,27.63685
2.5,0000 1 Apr 2011,27.76094
3.5,0000 1 Apr 2011,27.64002
4.5,0000 1 Apr 2011,27.52847
5.5,0000 1 Apr 2011,27.60682
6.5,0000 1 Apr 2011,27.82145
7.5,0000 1 Apr 2011,27.9619
1.5,0000 1 May 2011,27.60944
2.5,0000 1 May 2011,27.40154
3.5,0000 1 May 2011,27.08787
4.5,0000 1 May 2011,26.88929
5.5,0000 1 May 2011,26.79449
6.5,0000 1 May 2011,26.68882
7.5,0000 1 May 2011,26.4326
1.5,0000 1 Jun 2011,27.4187
2.5,0000 1 Jun 2011,27.27407
3.5,0000 1 Jun 2011,27.17764
4.5,0000 1 Jun 2011,27.047
5.5,0000 1 Jun 2011,26.85379
6.5,0000 1 Jun 2011,26.47556
7.5,0000 1 Jun 2011,25.9539
1.5,0000 1 Jul 2011,26.53539
2.5,0000 1 Jul 2011,26.14484
3.5,0000 1 Jul 2011,25.96941
4.5,0000 1 Jul 2011,25.75364
5.5,0000 1 Jul 2011,25.50433
6.5,0000 1 Jul 2011,25.24437
7.5,0000 1 Jul 2011,25.29774
1.5,0000 1 Aug 2011,25.74216
2.5,0000 1 Aug 2011,25.48333
3.5,0000 1 Aug 2011,25.34089
4.5,0000 1 Aug 2011,25.08168
5.5,0000 1 Aug 2011,24.7449
6.5,0000 1 Aug 2011,24.66535
7.5,0000 1 Aug 2011,25.07702
1.5,0000 1 Sep 2011,25.24239
2.5,0000 1 Sep 2011,24.9081
3.5,0000 1 Sep 2011,24.70117
4.5,0000 1 Sep 2011,24.53991
5.5,0000 1 Sep 2011,24.61914
6.5,0000 1 Sep 2011,25.09326
7.5,0000 1 Sep 2011,25.66224
1.5,0000 1 Oct 2011,25.25673
2.5,0000 1 Oct 2011,25.00252
3.5,0000 1 Oct 2011,24.77845
4.5,0000 1 Oct 2011,24.738
5.5,0000 1 Oct 2011,25.12637
6.5,0000 1 Oct 2011,25.77308
7.5,0000 1 Oct 2011,26.37709
1.5,0000 1 Nov 2011,24.80073
2.5,0000 1 Nov 2011,24.35451
3.5,0000 1 Nov 2011,24.21267
4.5,0000 1 Nov 2011,24.69051
5.5,0000 1 Nov 2011,25.37688
6.5,0000 1 Nov 2011,25.97567
7.5,0000 1 Nov 2011,26.25468
1.5,0000 1 Dec 2011,24.88273
2.5,0000 1 Dec 2011,24.61401
3.5,0000 1 Dec 2011,24.89436
4.5,0000 1 Dec 2011,25.56044
5.5,0000 1 Dec 2011,26.19345
6.5,0000 1 Dec 2011,26.49735
7.5,0000 1 Dec 2011,26.60158
1.5,0000 1 Jan 2012,25.33537
2.5,0000 1 Jan 2012,25.66346
3.5,0000 1 Jan 2012,26.32453
4.5,0000 1 Jan 2012,26.85982
5.5,0000 1 Jan 2012,27.18935
6.5,0000 1 Jan 2012,27.32406
7.5,0000 1 Jan 2012,27.4284
1.5,0000 1 Feb 2012,26.6006
2.5,0000 1 Feb 2012,27.19718
3.5,0000 1 Feb 2012,27.59495
4.5,0000 1 Feb 2012,27.7727
5.5,0000 1 Feb 2012,27.73083
6.5,0000 1 Feb 2012,27.6848
7.5,0000 1 Feb 2012,27.73746
1.5,0000 1 Mar 2012,27.40811
2.5,0000 1 Mar 2012,27.74931
3.5,0000 1 Mar 2012,27.88722
4.5,0000 1 Mar 2012,27.81781
5.5,0000 1 Mar 2012,27.67513
6.5,0000 1 Mar 2012,27.74397
7.5,0000 1 Mar 2012,28.04906
1.5,0000 1 Apr 2012,28.098
2.5,0000 1 Apr 2012,28.42594
3.5,0000 1 Apr 2012,28.52167
4.5,0000 1 Apr 2012,28.55467
5.5,0000 1 Apr 2012,28.72569
6.5,0000 1 Apr 2012,28.98485
7.5,0000 1 Apr 2012,29.21489
1.5,0000 1 May 2012,28.09439
2.5,0000 1 May 2012,28.13497
3.5,0000 1 May 2012,28.22817
4.5,0000 1 May 2012,28.38924
5.5,0000 1 May 2012,28.72793
6.5,0000 1 May 2012,28.97234
7.5,0000 1 May 2012,29.10721
1.5,0000 1 Jun 2012,27.70277
2.5,0000 1 Jun 2012,27.64884
3.5,0000 1 Jun 2012,27.73645
4.5,0000 1 Jun 2012,28.01779
5.5,0000 1 Jun 2012,28.30655
6.5,0000 1 Jun 2012,28.39648
7.5,0000 1 Jun 2012,28.26683
1.5,0000 1 Jul 2012,27.83821
2.5,0000 1 Jul 2012,27.91321
3.5,0000 1 Jul 2012,28.04292
4.5,0000 1 Jul 2012,28.15183
5.5,0000 1 Jul 2012,27.99861
6.5,0000 1 Jul 2012,27.63692
7.5,0000 1 Jul 2012,27.43813
1.5,0000 1 Aug 2012,27.45352
2.5,0000 1 Aug 2012,27.48591
3.5,0000 1 Aug 2012,27.48912
4.5,0000 1 Aug 2012,27.28547
5.5,0000 1 Aug 2012,26.91754
6.5,0000 1 Aug 2012,26.63371
7.5,0000 1 Aug 2012,26.62001
1.5,0000 1 Sep 2012,26.93079
2.5,0000 1 Sep 2012,26.74278
3.5,0000 1 Sep 2012,26.49279
4.5,0000 1 Sep 2012,26.13541
5.5,0000 1 Sep 2012,26.01161
6.5,0000 1 Sep 2012,26.25526
7.5,0000 1 Sep 2012,26.71471
1.5,0000 1 Oct 2012,26.86165
2.5,0000 1 Oct 2012,26.63391
3.5,0000 1 Oct 2012,26.18538
4.5,0000 1 Oct 2012,25.77082
5.5,0000 1 Oct 2012,25.74069
6.5,0000 1 Oct 2012,26.09091
7.5,0000 1 Oct 2012,26.48742
1.5,0000 1 Nov 2012,26.57521
2.5,0000 1 Nov 2012,26.07697
3.5,0000 1 Nov 2012,25.70178
4.5,0000 1 Nov 2012,25.7222
5.5,0000 1 Nov 2012,25.98877
6.5,0000 1 Nov 2012,26.25689
7.5,0000 1 Nov 2012,26.3662
1.5,0000 1 Dec 2012,26.10433
2.5,0000 1 Dec 2012,25.80603
3.5,0000 1 Dec 2012,25.94391
4.5,0000 1 Dec 2012,26.27786
5.5,0000 1 Dec 2012,26.57661
6.5,0000 1 Dec 2012,26.68158
7.5,0000 1 Dec 2012,26.69893
1.5,0000 1 Jan 2013,26.32844
2.5,0000 1 Jan 2013,26.41599
3.5,0000 1 Jan 2013,26.63029
4.5,0000 1 Jan 2013,26.78999
5.5,0000 1 Jan 2013,26.8513
6.5,0000 1 Jan 2013,26.76718
7.5,0000 1 Jan 2013,26.70025
1.5,0000 1 Feb 2013,26.85906
2.5,0000 1 Feb 2013,27.35625
3.5,0000 1 Feb 2013,27.60771
4.5,0000 1 Feb 2013,27.55551
5.5,0000 1 Feb 2013,27.32117
6.5,0000 1 Feb 2013,27.0775
7.5,0000 1 Feb 2013,27.01046
1.5,0000 1 Mar 2013,27.68145
2.5,0000 1 Mar 2013,27.87515
3.5,0000 1 Mar 2013,27.7559
4.5,0000 1 Mar 2013,27.38757
5.5,0000 1 Mar 2013,27.05736
6.5,0000 1 Mar 2013,27.02837
7.5,0000 1 Mar 2013,27.18203
1.5,0000 1 Apr 2013,28.15002
2.5,0000 1 Apr 2013,27.98478
3.5,0000 1 Apr 2013,27.53694
4.5,0000 1 Apr 2013,27.11397
5.5,0000 1 Apr 2013,26.92276
6.5,0000 1 Apr 2013,26.93664
7.5,0000 1 Apr 2013,26.94446
1.5,0000 1 May 2013,27.62989
2.5,0000 1 May 2013,27.23842
3.5,0000 1 May 2013,26.92457
4.5,0000 1 May 2013,26.90289
5.5,0000 1 May 2013,27.06928
6.5,0000 1 May 2013,27.11785
7.5,0000 1 May 2013,26.83777
1.5,0000 1 Jun 2013,27.09365
2.5,0000 1 Jun 2013,26.7529
3.5,0000 1 Jun 2013,26.59221
4.5,0000 1 Jun 2013,26.5724
5.5,0000 1 Jun 2013,26.52308
6.5,0000 1 Jun 2013,26.32869
7.5,0000 1 Jun 2013,26.06268
1.5,0000 1 Jul 2013,26.54622
2.5,0000 1 Jul 2013,26.45364
3.5,0000 1 Jul 2013,26.66594
4.5,0000 1 Jul 2013,26.80341
5.5,0000 1 Jul 2013,26.67044
6.5,0000 1 Jul 2013,26.3682
7.5,0000 1 Jul 2013,26.22748
1.5,0000 1 Aug 2013,26.15696
2.5,0000 1 Aug 2013,26.05613
3.5,0000 1 Aug 2013,26.09557
4.5,0000 1 Aug 2013,25.94527
5.5,0000 1 Aug 2013,25.7414
6.5,0000 1 Aug 2013,25.70826
7.5,0000 1 Aug 2013,26.01264
1.5,0000 1 Sep 2013,26.58169
2.5,0000 1 Sep 2013,26.4052
3.5,0000 1 Sep 2013,26.08348
4.5,0000 1 Sep 2013,25.74077
5.5,0000 1 Sep 2013,25.64067
6.5,0000 1 Sep 2013,25.93148
7.5,0000 1 Sep 2013,26.30643
1.5,0000 1 Oct 2013,26.64182
2.5,0000 1 Oct 2013,26.54522
3.5,0000 1 Oct 2013,26.21985
4.5,0000 1 Oct 2013,25.91153
5.5,0000 1 Oct 2013,26.01749
6.5,0000 1 Oct 2013,26.48641
7.5,0000 1 Oct 2013,27.00258
1.5,0000 1 Nov 2013,26.5709
2.5,0000 1 Nov 2013,26.37125
3.5,0000 1 Nov 2013,26.26424
4.5,0000 1 Nov 2013,26.50921
5.5,0000 1 Nov 2013,27.02657
6.5,0000 1 Nov 2013,27.53877
7.5,0000 1 Nov 2013,27.81325
1.5,0000 1 Dec 2013,25.99996
2.5,0000 1 Dec 2013,25.7384
3.5,0000 1 Dec 2013,25.93129
4.5,0000 1 Dec 2013,26.35877
5.5,0000 1 Dec 2013,26.69376
6.5,0000 1 Dec 2013,26.80574
7.5,0000 1 Dec 2013,26.75914
1.5,0000 1 Jan 2014,26.35245
2.5,0000 1 Jan 2014,26.62103
3.5,0000 1 Jan 2014,27.07705
4.5,0000 1 Jan 2014,27.45505
5.5,0000 1 Jan 2014,27.58265
6.5,0000 1 Jan 2014,27.47405
7.5,0000 1 Jan 2014,27.29898
1.5,0000 1 Feb 2014,27.03121
2.5,0000 1 Feb 2014,27.67718
3.5,0000 1 Feb 2014,28.13666
4.5,0000 1 Feb 2014,28.28063
5.5,0000 1 Feb 2014,28.13625
6.5,0000 1 Feb 2014,28.03861
7.5,0000 1 Feb 2014,28.10673
1.5,0000 1 Mar 2014,27.86412
2.5,0000 1 Mar 2014,28.45752
3.5,0000 1 Mar 2014,28.70466
4.5,0000 1 Mar 2014,28.72588
5.5,0000 1 Mar 2014,28.77662
6.5,0000 1 Mar 2014,29.04411
7.5,0000 1 Mar 2014,29.45416
1.5,0000 1 Apr 2014,28.58255
2.5,0000 1 Apr 2014,28.81845
3.5,0000 1 Apr 2014,28.82695
4.5,0000 1 Apr 2014,28.79917
5.5,0000 1 Apr 2014,28.97837
6.5,0000 1 Apr 2014,29.34001
7.5,0000 1 Apr 2014,29.68108
1.5,0000 1 May 2014,28.36744
2.5,0000 1 May 2014,28.10581
3.5,0000 1 May 2014,27.7886
4.5,0000 1 May 2014,27.7378
5.5,0000 1 May 2014,27.86289
6.5,0000 1 May 2014,28.06958
7.5,0000 1 May 2014,28.09247
1.5,0000 1 Jun 2014,27.90862
2.5,0000 1 Jun 2014,27.68747
3.5,0000 1 Jun 2014,27.70297
4.5,0000 1 Jun 2014,27.94029
5.5,0000 1 Jun 2014,28.15731
6.5,0000 1 Jun 2014,28.1313
7.5,0000 1 Jun 2014,27.86411
1.5,0000 1 Jul 2014,27.28826
2.5,0000 1 Jul 2014,27.22816
3.5,0000 1 Jul 2014,27.38312
4.5,0000 1 Jul 2014,27.54215
5.5,0000 1 Jul 2014,27.4763
6.5,0000 1 Jul 2014,27.20708
7.5,0000 1 Jul 2014,27.06913
1.5,0000 1 Aug 2014,26.86874
2.5,0000 1 Aug 2014,27.04567
3.5,0000 1 Aug 2014,27.29723
4.5,0000 1 Aug 2014,27.32141
5.5,0000 1 Aug 2014,27.1641
6.5,0000 1 Aug 2014,27.05095
7.5,0000 1 Aug 2014,27.17321
1.5,0000 1 Sep 2014,27.34272
2.5,0000 1 Sep 2014,27.36228
3.5,0000 1 Sep 2014,27.22813
4.5,0000 1 Sep 2014,26.97464
5.5,0000 1 Sep 2014,26.78385
6.5,0000 1 Sep 2014,26.90824
7.5,0000 1 Sep 2014,27.19288
1.5,0000 1 Oct 2014,27.39415
2.5,0000 1 Oct 2014,27.34558
3.5,0000 1 Oct 2014,27.09501
4.5,0000 1 Oct 2014,26.80956
5.5,0000 1 Oct 2014,26.80108
6.5,0000 1 Oct 2014,27.02626
7.5,0000 1 Oct 2014,27.29166
1.5,0000 1 Nov 2014,27.4224
2.5,0000 1 Nov 2014,27.30803
3.5,0000 1 Nov 2014,27.19231
4.5,0000 1 Nov 2014,27.31698
5.5,0000 1 Nov 2014,27.62406
6.5,0000 1 Nov 2014,27.9396
7.5,0000 1 Nov 2014,28.03108
