L,MON,LDC_SST_CanSIPS_IC3,LDC_SST_CanSIPS_IC3_ONETWO,LDC_SST_CanSIPS_IC3_THREE,LDC_SST_CanSIPS_IC3_FOUR
4.5,0000 1 Nov 1997,300.9823,301.2292,301.3001,301.1761
5.5,0000 1 Nov 1997,300.7185,300.6364,300.9386,300.9794
6.5,0000 1 Nov 1997,300.1028,299.4679,299.9807,300.8649
7.5,0000 1 Nov 1997,299.0323,297.9081,298.5778,300.5495
8.5,0000 1 Nov 1997,297.7512,296.5286,297.3054,299.8642
9.5,0000 1 Nov 1997,296.8521,295.7174,296.6159,298.9924
10.5,0000 1 Nov 1997,296.4051,295.5565,296.3093,298.3263
1.5,0000 1 Dec 1997,301.9157,300.9943,301.7328,301.9391
2.5,0000 1 Dec 1997,301.4903,301.4108,301.5981,301.559
3.5,0000 1 Dec 1997,301.1677,301.4241,301.5054,301.2783
4.5,0000 1 Dec 1997,300.9098,300.8515,301.1573,301.1134
5.5,0000 1 Dec 1997,300.2488,299.6426,300.1657,300.9915
6.5,0000 1 Dec 1997,299.1162,298.0734,298.7592,300.6151
7.5,0000 1 Dec 1997,297.7688,296.6389,297.4222,299.8643
8.5,0000 1 Dec 1997,296.8804,295.7903,296.7108,298.9709
9.5,0000 1 Dec 1997,296.5173,295.6203,296.4557,298.3095
10.5,0000 1 Dec 1997,296.4416,295.9295,296.3861,298.0327
1.5,0000 1 Jan 1998,301.5812,301.4496,301.6931,301.5813
2.5,0000 1 Jan 1998,301.2577,301.4758,301.6105,301.2703
3.5,0000 1 Jan 1998,300.989,301.0179,301.2924,301.085
4.5,0000 1 Jan 1998,300.3804,299.887,300.3444,300.9639
5.5,0000 1 Jan 1998,299.2194,298.2671,298.8931,300.5961
6.5,0000 1 Jan 1998,297.843,296.7333,297.5184,299.8741
7.5,0000 1 Jan 1998,296.9133,295.8444,296.7845,298.9513
8.5,0000 1 Jan 1998,296.5475,295.7242,296.5082,298.2924
9.5,0000 1 Jan 1998,296.4633,296.0763,296.4365,298.0103
10.5,0000 1 Jan 1998,296.4231,296.5171,296.3719,297.9697
1.5,0000 1 Feb 1998,301.5081,301.7867,301.8927,301.4921
2.5,0000 1 Feb 1998,301.1114,301.3217,301.4739,301.2465
3.5,0000 1 Feb 1998,300.3339,300.2445,300.4979,300.9674
4.5,0000 1 Feb 1998,299.1258,298.7137,299.1217,300.4711
5.5,0000 1 Feb 1998,297.7803,297.1388,297.7692,299.6618
6.5,0000 1 Feb 1998,296.902,296.1163,296.9854,298.7541
7.5,0000 1 Feb 1998,296.5582,295.8265,296.649,298.1123
8.5,0000 1 Feb 1998,296.4844,296.1152,296.5497,297.8372
9.5,0000 1 Feb 1998,296.4682,296.6047,296.5015,297.823
10.5,0000 1 Feb 1998,296.4648,297.1462,296.5284,297.8405
1.5,0000 1 Mar 1998,301.5089,301.4605,301.7136,301.6694
2.5,0000 1 Mar 1998,300.6908,300.4625,300.7242,301.4146
3.5,0000 1 Mar 1998,299.4289,298.9141,299.3313,300.8515
4.5,0000 1 Mar 1998,298.0212,297.3479,297.9455,299.9864
5.5,0000 1 Mar 1998,297.1671,296.293,297.1619,299.078
6.5,0000 1 Mar 1998,296.8582,295.994,296.8058,298.5061
7.5,0000 1 Mar 1998,296.8306,296.2198,296.706,298.3109
8.5,0000 1 Mar 1998,296.7962,296.6242,296.6407,298.2919
9.5,0000 1 Mar 1998,296.7174,297.1372,296.616,298.2329
10.5,0000 1 Mar 1998,296.7012,297.7316,296.7349,298.1037
1.5,0000 1 Apr 1998,300.748,300.4559,300.8299,301.4156
2.5,0000 1 Apr 1998,299.4628,298.8275,299.3776,300.8892
3.5,0000 1 Apr 1998,298.0144,297.1788,297.946,300.0256
4.5,0000 1 Apr 1998,297.0898,296.0879,297.0943,299.0618
5.5,0000 1 Apr 1998,296.7415,295.8109,296.7426,298.4039
6.5,0000 1 Apr 1998,296.6815,296.0993,296.6335,298.158
7.5,0000 1 Apr 1998,296.6697,296.5971,296.5978,298.175
8.5,0000 1 Apr 1998,296.6831,297.19,296.6848,298.1797
9.5,0000 1 Apr 1998,296.7953,297.8306,296.9362,298.1234
10.5,0000 1 Apr 1998,297.0474,298.5179,297.4045,298.0946
1.5,0000 1 May 1998,299.5074,298.8599,299.3676,301.1146
2.5,0000 1 May 1998,297.9867,297.2385,297.8878,300.2187
3.5,0000 1 May 1998,297.0689,296.1554,297.078,299.2262
4.5,0000 1 May 1998,296.8326,295.8796,296.8135,298.5899
5.5,0000 1 May 1998,296.8452,296.2081,296.7764,298.356
6.5,0000 1 May 1998,296.86,296.7172,296.7565,298.3835
7.5,0000 1 May 1998,296.8401,297.2616,296.8025,298.3677
8.5,0000 1 May 1998,296.9001,297.8326,296.9647,298.2799
9.5,0000 1 May 1998,297.0717,298.4304,297.335,298.2116
10.5,0000 1 May 1998,297.4663,298.636,297.8516,298.3086
1.5,0000 1 Jun 1998,297.8356,297.1763,297.7699,300.2143
2.5,0000 1 Jun 1998,296.9024,296.1869,297.0206,299.1631
3.5,0000 1 Jun 1998,296.6627,295.8947,296.7697,298.4435
4.5,0000 1 Jun 1998,296.6577,296.0872,296.6797,298.1543
5.5,0000 1 Jun 1998,296.6295,296.533,296.6081,298.0987
6.5,0000 1 Jun 1998,296.5876,297.0979,296.6002,298.0562
7.5,0000 1 Jun 1998,296.6533,297.7409,296.792,297.9776
8.5,0000 1 Jun 1998,296.8936,298.4489,297.226,297.963
9.5,0000 1 Jun 1998,297.3181,298.7761,297.7953,298.1022
10.5,0000 1 Jun 1998,297.7934,298.4297,298.1152,298.4073
1.5,0000 1 Jul 1998,297.1133,296.3651,297.1661,299.5213
2.5,0000 1 Jul 1998,296.6437,296.1672,296.8738,298.688
3.5,0000 1 Jul 1998,296.7219,296.3626,296.8593,298.3727
4.5,0000 1 Jul 1998,296.7574,296.7371,296.7824,298.3235
5.5,0000 1 Jul 1998,296.7732,297.2519,296.7938,298.2913
6.5,0000 1 Jul 1998,296.8673,297.9493,297.0031,298.2264
7.5,0000 1 Jul 1998,297.1124,298.6539,297.4765,298.1846
8.5,0000 1 Jul 1998,297.5211,298.9364,298.0285,298.3238
9.5,0000 1 Jul 1998,298.0199,298.5165,298.3473,298.6487
10.5,0000 1 Jul 1998,298.336,297.6469,298.2473,298.9902
1.5,0000 1 Aug 1998,297.212,296.2832,297.1881,299.4133
2.5,0000 1 Aug 1998,296.9538,296.6074,297.0467,298.8917
3.5,0000 1 Aug 1998,297.0063,297.0235,297.0303,298.7401
4.5,0000 1 Aug 1998,297.059,297.4765,297.0285,298.6591
5.5,0000 1 Aug 1998,297.1353,298.019,297.1624,298.5492
6.5,0000 1 Aug 1998,297.2903,298.653,297.518,298.5069
7.5,0000 1 Aug 1998,297.6907,298.9429,298.1117,298.6185
8.5,0000 1 Aug 1998,298.2562,298.5708,298.5667,298.9175
9.5,0000 1 Aug 1998,298.6732,297.7232,298.5873,299.2653
10.5,0000 1 Aug 1998,298.6482,296.8776,298.106,299.4858
1.5,0000 1 Sep 1998,297.4056,296.0048,297.1276,299.563
2.5,0000 1 Sep 1998,297.0124,296.6971,296.9319,299.0898
3.5,0000 1 Sep 1998,296.9406,297.3181,296.8789,298.8721
4.5,0000 1 Sep 1998,296.9265,297.9882,296.9358,298.632
5.5,0000 1 Sep 1998,297.0635,298.6877,297.3199,298.4572
6.5,0000 1 Sep 1998,297.4172,298.9597,297.8863,298.4916
7.5,0000 1 Sep 1998,297.9392,298.4448,298.281,298.7498
8.5,0000 1 Sep 1998,298.302,297.4279,298.1649,299.0681
9.5,0000 1 Sep 1998,298.2466,296.4295,297.6041,299.2378
10.5,0000 1 Sep 1998,297.8098,295.7341,297.0046,299.1544
1.5,0000 1 Oct 1998,297.1587,296.4433,296.9274,299.4762
2.5,0000 1 Oct 1998,296.8786,297.2928,296.8419,299.0048
3.5,0000 1 Oct 1998,296.7739,297.9364,296.7976,298.6621
4.5,0000 1 Oct 1998,296.758,298.5376,297.0033,298.3991
5.5,0000 1 Oct 1998,297.083,298.6977,297.5315,298.4093
6.5,0000 1 Oct 1998,297.6611,298.0766,297.9626,298.6925
7.5,0000 1 Oct 1998,298.0696,297.0078,297.8773,299.0336
8.5,0000 1 Oct 1998,298.0183,296.0285,297.3175,299.1908
9.5,0000 1 Oct 1998,297.5893,295.5012,296.7651,299.0522
10.5,0000 1 Oct 1998,297.2327,295.3293,296.5515,298.7616
1.5,0000 1 Nov 1998,297.1164,296.7135,296.8011,299.3969
2.5,0000 1 Nov 1998,296.7956,297.678,296.6534,298.9515
3.5,0000 1 Nov 1998,296.7038,298.3898,296.7805,298.6209
4.5,0000 1 Nov 1998,296.846,298.5196,297.1824,298.4512
5.5,0000 1 Nov 1998,297.2526,297.791,297.4779,298.584
6.5,0000 1 Nov 1998,297.6248,296.5697,297.3585,298.8564
7.5,0000 1 Nov 1998,297.5896,295.4458,296.7898,298.9964
8.5,0000 1 Nov 1998,297.2127,294.8545,296.2837,298.8467
9.5,0000 1 Nov 1998,296.8725,294.7398,296.1021,298.5457
10.5,0000 1 Nov 1998,296.779,295.0861,296.2359,298.3338
1.5,0000 1 Dec 1998,296.9057,297.4515,296.7029,299.1528
2.5,0000 1 Dec 1998,296.7038,298.3615,296.8931,298.6384
3.5,0000 1 Dec 1998,296.9303,298.5014,297.3644,298.479
4.5,0000 1 Dec 1998,297.3974,297.6879,297.6408,298.6295
5.5,0000 1 Dec 1998,297.7289,296.4023,297.4436,298.894
6.5,0000 1 Dec 1998,297.5912,295.1987,296.7456,299.0076
7.5,0000 1 Dec 1998,297.0797,294.6361,296.1436,298.8161
8.5,0000 1 Dec 1998,296.6616,294.5388,295.9123,298.4615
9.5,0000 1 Dec 1998,296.5091,294.8819,295.969,298.191
10.5,0000 1 Dec 1998,296.5759,295.5361,296.1795,298.1273
1.5,0000 1 Jan 1999,297.4332,298.3109,297.6034,298.9813
2.5,0000 1 Jan 1999,297.4598,298.4761,297.8587,298.8135
3.5,0000 1 Jan 1999,297.7343,297.7373,297.8688,298.9762
4.5,0000 1 Jan 1999,297.9572,296.4504,297.5206,299.2215
5.5,0000 1 Jan 1999,297.7817,295.2554,296.8162,299.2836
6.5,0000 1 Jan 1999,297.2229,294.5526,296.1773,299.0623
7.5,0000 1 Jan 1999,296.7349,294.4279,295.8748,298.6764
8.5,0000 1 Jan 1999,296.5013,294.7563,295.8362,298.3853
9.5,0000 1 Jan 1999,296.5153,295.3783,295.9901,298.3055
10.5,0000 1 Jan 1999,296.6128,296.0708,296.1851,298.359
1.5,0000 1 Feb 1999,298.1462,298.8486,298.3886,299.4715
2.5,0000 1 Feb 1999,298.2732,298.0578,298.243,299.575
3.5,0000 1 Feb 1999,298.3373,296.6849,297.785,299.7401
4.5,0000 1 Feb 1999,298.0804,295.4025,297.0255,299.7386
5.5,0000 1 Feb 1999,297.5409,294.6708,296.3801,299.4666
6.5,0000 1 Feb 1999,297.0274,294.5062,296.0228,299.0559
7.5,0000 1 Feb 1999,296.7325,294.7963,295.9508,298.7321
8.5,0000 1 Feb 1999,296.6609,295.42,296.0317,298.623
9.5,0000 1 Feb 1999,296.6708,296.1061,296.1682,298.6306
10.5,0000 1 Feb 1999,296.6851,296.7911,296.3627,298.5688
1.5,0000 1 Mar 1999,298.8119,298.6933,298.8872,299.8448
2.5,0000 1 Mar 1999,298.5159,297.3818,298.1209,299.9391
3.5,0000 1 Mar 1999,298.0312,296.0102,297.1737,299.8802
4.5,0000 1 Mar 1999,297.3879,295.0056,296.3939,299.5382
5.5,0000 1 Mar 1999,296.7785,294.6188,295.9426,299.018
6.5,0000 1 Mar 1999,296.3944,294.8418,295.7957,298.5932
7.5,0000 1 Mar 1999,296.2603,295.4725,295.8282,298.421
8.5,0000 1 Mar 1999,296.2548,296.1591,295.9178,298.4127
9.5,0000 1 Mar 1999,296.2874,296.8186,296.1072,298.3275
10.5,0000 1 Mar 1999,296.4239,297.5843,296.4941,298.149
1.5,0000 1 Apr 1999,299.1686,297.4769,298.7238,300.4343
2.5,0000 1 Apr 1999,298.3629,296.242,297.6155,300.2073
3.5,0000 1 Apr 1999,297.4753,295.2433,296.6526,299.6904
4.5,0000 1 Apr 1999,296.7585,294.7914,296.0282,299.06
5.5,0000 1 Apr 1999,296.3175,294.952,295.7533,298.5721
6.5,0000 1 Apr 1999,296.1497,295.5147,295.7469,298.352
7.5,0000 1 Apr 1999,296.1053,296.1547,295.8528,298.2658
8.5,0000 1 Apr 1999,296.1462,296.7812,296.0792,298.1313
9.5,0000 1 Apr 1999,296.2611,297.503,296.4082,297.9506
10.5,0000 1 Apr 1999,296.5396,298.2703,296.9596,297.853
1.5,0000 1 May 1999,298.8639,296.3406,298.1488,300.5466
2.5,0000 1 May 1999,297.934,295.5432,297.1495,300.0079
3.5,0000 1 May 1999,297.2025,295.1343,296.4955,299.3606
4.5,0000 1 May 1999,296.7568,295.3177,296.1893,298.8885
5.5,0000 1 May 1999,296.5737,295.8564,296.0959,298.6941
6.5,0000 1 May 1999,296.4826,296.4502,296.1287,298.635
7.5,0000 1 May 1999,296.4624,297.0333,296.2861,298.4858
8.5,0000 1 May 1999,296.5672,297.7126,296.6435,298.2761
9.5,0000 1 May 1999,296.8113,298.3935,297.1364,298.1413
10.5,0000 1 May 1999,297.2352,298.6892,297.6914,298.2072
1.5,0000 1 Jun 1999,298.5434,295.6805,297.6867,300.458
2.5,0000 1 Jun 1999,297.7198,295.443,296.9748,299.7917
3.5,0000 1 Jun 1999,297.204,295.5679,296.5971,299.2792
4.5,0000 1 Jun 1999,296.9914,296.008,296.4555,299.0356
5.5,0000 1 Jun 1999,296.8825,296.5854,296.4367,298.97
6.5,0000 1 Jun 1999,296.82,297.1999,296.5108,298.8359
7.5,0000 1 Jun 1999,296.7987,297.8801,296.6867,298.601
8.5,0000 1 Jun 1999,296.935,298.5528,297.0983,298.3982
9.5,0000 1 Jun 1999,297.2886,298.8029,297.6482,298.3937
10.5,0000 1 Jun 1999,297.8049,298.297,298.0496,298.621
1.5,0000 1 Jul 1999,297.9277,295.0762,297.0816,299.9847
2.5,0000 1 Jul 1999,297.1924,295.4359,296.6095,299.355
3.5,0000 1 Jul 1999,296.9169,295.968,296.4556,299.0262
4.5,0000 1 Jul 1999,296.8104,296.5283,296.4338,298.9308
5.5,0000 1 Jul 1999,296.7566,297.0916,296.4702,298.7885
6.5,0000 1 Jul 1999,296.7646,297.7719,296.6658,298.5619
7.5,0000 1 Jul 1999,296.9018,298.5192,297.1101,298.3499
8.5,0000 1 Jul 1999,297.2877,298.8427,297.7166,298.3505
9.5,0000 1 Jul 1999,297.8116,298.4071,298.1073,298.6027
10.5,0000 1 Jul 1999,298.18,297.4897,298.0364,298.9221
1.5,0000 1 Aug 1999,297.5775,295.1728,296.8587,299.6737
2.5,0000 1 Aug 1999,297.0279,295.9425,296.5596,299.196
3.5,0000 1 Aug 1999,296.8268,296.5919,296.4442,299.0309
4.5,0000 1 Aug 1999,296.754,297.17,296.4636,298.8705
5.5,0000 1 Aug 1999,296.7331,297.8262,296.6298,298.6178
6.5,0000 1 Aug 1999,296.8284,298.5379,297.0002,298.4205
7.5,0000 1 Aug 1999,297.1462,298.7921,297.5566,298.4014
8.5,0000 1 Aug 1999,297.6425,298.2926,297.9557,298.5865
9.5,0000 1 Aug 1999,298.0196,297.2738,297.9274,298.8467
10.5,0000 1 Aug 1999,298.0542,296.3057,297.4854,299.0298
1.5,0000 1 Sep 1999,297.5544,295.451,296.7518,299.785
2.5,0000 1 Sep 1999,297.0894,296.5213,296.6033,299.3362
3.5,0000 1 Sep 1999,296.8583,297.246,296.5113,299.0569
4.5,0000 1 Sep 1999,296.7034,297.8932,296.5308,298.765
5.5,0000 1 Sep 1999,296.6943,298.4949,296.7981,298.5501
6.5,0000 1 Sep 1999,296.9861,298.7052,297.3499,298.5351
7.5,0000 1 Sep 1999,297.5269,298.0911,297.7975,298.7454
8.5,0000 1 Sep 1999,297.9688,297.0163,297.811,299.0131
9.5,0000 1 Sep 1999,298.0607,296.0715,297.409,299.1774
10.5,0000 1 Sep 1999,297.8197,295.6404,297.0017,299.1276
1.5,0000 1 Oct 1999,297.626,295.8558,296.7609,300.0071
2.5,0000 1 Oct 1999,297.1904,296.9981,296.703,299.5362
3.5,0000 1 Oct 1999,296.9864,297.7907,296.6678,299.1484
4.5,0000 1 Oct 1999,296.8904,298.4352,296.866,298.8076
5.5,0000 1 Oct 1999,297.0684,298.5878,297.3067,298.6846
6.5,0000 1 Oct 1999,297.5053,297.96,297.6611,298.8575
7.5,0000 1 Oct 1999,297.9096,296.8046,297.6264,299.1234
8.5,0000 1 Oct 1999,297.9185,295.8086,297.1602,299.2358
9.5,0000 1 Oct 1999,297.5607,295.2773,296.6968,299.0665
10.5,0000 1 Oct 1999,297.1852,295.1604,296.4625,298.7671
1.5,0000 1 Nov 1999,297.3559,296.5025,296.6335,299.892
2.5,0000 1 Nov 1999,297.0279,297.6672,296.66,299.3672
3.5,0000 1 Nov 1999,296.9511,298.4671,296.8936,298.9548
4.5,0000 1 Nov 1999,297.1062,298.6118,297.2796,298.7885
5.5,0000 1 Nov 1999,297.4753,297.8297,297.5343,298.9425
6.5,0000 1 Nov 1999,297.8387,296.5249,297.4609,299.2044
7.5,0000 1 Nov 1999,297.876,295.4291,297.0387,299.2925
8.5,0000 1 Nov 1999,297.5999,294.9864,296.6442,299.1306
9.5,0000 1 Nov 1999,297.2997,294.9785,296.4517,298.8738
10.5,0000 1 Nov 1999,297.2009,295.3056,296.5095,298.7414
1.5,0000 1 Dec 1999,297.0398,297.4017,296.5886,299.3542
2.5,0000 1 Dec 1999,296.7094,298.3787,296.6817,298.8409
3.5,0000 1 Dec 1999,296.8632,298.5198,297.012,298.689
4.5,0000 1 Dec 1999,297.2176,297.6083,297.1895,298.8717
5.5,0000 1 Dec 1999,297.5668,296.1942,297.0715,299.1361
6.5,0000 1 Dec 1999,297.528,294.9516,296.5673,299.2084
7.5,0000 1 Dec 1999,297.2024,294.4881,296.1567,298.9957
8.5,0000 1 Dec 1999,296.8901,294.5336,296.0101,298.6712
9.5,0000 1 Dec 1999,296.7956,294.9727,296.115,298.476
10.5,0000 1 Dec 1999,296.9015,295.6559,296.3951,298.4756
1.5,0000 1 Jan 2000,297.1729,298.3711,297.0207,299.2465
2.5,0000 1 Jan 2000,297.1532,298.5598,297.2173,298.9973
3.5,0000 1 Jan 2000,297.424,297.6803,297.2502,299.1453
4.5,0000 1 Jan 2000,297.7709,296.2914,297.1479,299.3842
5.5,0000 1 Jan 2000,297.8109,295.0939,296.7552,299.4674
6.5,0000 1 Jan 2000,297.5321,294.5662,296.3977,299.2932
7.5,0000 1 Jan 2000,297.2332,294.6151,296.2712,299.0006
8.5,0000 1 Jan 2000,297.1149,295.0706,296.3608,298.7977
9.5,0000 1 Jan 2000,297.2117,295.7841,296.6401,298.8015
10.5,0000 1 Jan 2000,297.3858,296.5249,296.9343,298.9375
1.5,0000 1 Feb 2000,298.3762,298.9792,298.5552,299.7048
2.5,0000 1 Feb 2000,298.6685,298.3025,298.5831,299.8847
3.5,0000 1 Feb 2000,298.9171,297.0916,298.3741,300.1668
4.5,0000 1 Feb 2000,298.92,295.9874,297.9313,300.2991
5.5,0000 1 Feb 2000,298.6014,295.4441,297.4743,300.1927
6.5,0000 1 Feb 2000,298.196,295.3833,297.1852,299.9227
7.5,0000 1 Feb 2000,297.9718,295.6787,297.1536,299.7085
8.5,0000 1 Feb 2000,298.0066,296.2531,297.3438,299.6664
9.5,0000 1 Feb 2000,298.1544,296.9276,297.5909,299.7487
10.5,0000 1 Feb 2000,298.2496,297.583,297.798,299.7823
1.5,0000 1 Mar 2000,299.0495,298.5313,299.085,300.0543
2.5,0000 1 Mar 2000,298.9885,297.3172,298.5094,300.2368
3.5,0000 1 Mar 2000,298.6964,296.2113,297.7665,300.286
4.5,0000 1 Mar 2000,298.2412,295.4986,297.1896,300.0956
5.5,0000 1 Mar 2000,297.7725,295.283,296.8419,299.7479
6.5,0000 1 Mar 2000,297.4756,295.4753,296.6979,299.4699
7.5,0000 1 Mar 2000,297.3979,296.0078,296.7428,299.3536
8.5,0000 1 Mar 2000,297.4402,296.6264,296.8892,299.354
9.5,0000 1 Mar 2000,297.4872,297.2812,297.1043,299.2875
10.5,0000 1 Mar 2000,297.5623,297.9923,297.4023,299.1504
1.5,0000 1 Apr 2000,299.6566,297.9643,299.2613,300.6594
2.5,0000 1 Apr 2000,299.2723,296.8793,298.4388,300.7054
3.5,0000 1 Apr 2000,298.7273,296.0504,297.7369,300.4994
4.5,0000 1 Apr 2000,298.1776,295.6993,297.2839,300.1034
5.5,0000 1 Apr 2000,297.8235,295.8307,297.0716,299.7738
6.5,0000 1 Apr 2000,297.7511,296.3041,297.0836,299.6518
7.5,0000 1 Apr 2000,297.7886,296.8646,297.1956,299.679
8.5,0000 1 Apr 2000,297.8066,297.4177,297.3667,299.6039
9.5,0000 1 Apr 2000,297.8361,298.0308,297.6115,299.4174
10.5,0000 1 Apr 2000,297.951,298.6046,297.9348,299.2483
1.5,0000 1 May 2000,299.5731,296.9579,298.8809,300.8746
2.5,0000 1 May 2000,298.8524,296.2013,298.0211,300.5866
3.5,0000 1 May 2000,298.2171,295.7809,297.4113,300.1488
4.5,0000 1 May 2000,297.801,295.8657,297.0875,299.7688
5.5,0000 1 May 2000,297.6686,296.2918,297.0175,299.6088
6.5,0000 1 May 2000,297.6392,296.8678,297.0892,299.6016
7.5,0000 1 May 2000,297.6617,297.411,297.2457,299.5446
8.5,0000 1 May 2000,297.7149,298.0539,297.5133,299.3686
9.5,0000 1 May 2000,297.8821,298.6992,297.9232,299.2132
10.5,0000 1 May 2000,298.2218,298.9684,298.3961,299.2355
1.5,0000 1 Jun 2000,298.9795,296.2115,298.1288,300.6763
2.5,0000 1 Jun 2000,298.2848,296.0075,297.5026,300.2481
3.5,0000 1 Jun 2000,297.9043,296.0746,297.1895,299.9012
4.5,0000 1 Jun 2000,297.8593,296.4326,297.1736,299.7613
5.5,0000 1 Jun 2000,297.9037,296.9597,297.2961,299.7772
6.5,0000 1 Jun 2000,297.9486,297.5197,297.4782,299.7643
7.5,0000 1 Jun 2000,298.0078,298.1637,297.7527,299.6407
8.5,0000 1 Jun 2000,298.1651,298.8252,298.1743,299.5166
9.5,0000 1 Jun 2000,298.5103,299.1736,298.6866,299.5688
10.5,0000 1 Jun 2000,298.9316,298.7907,298.9956,299.798
1.5,0000 1 Jul 2000,298.8273,295.5962,297.7701,300.8021
2.5,0000 1 Jul 2000,298.3299,296.0343,297.4884,300.4202
3.5,0000 1 Jul 2000,298.237,296.6307,297.5243,300.2267
4.5,0000 1 Jul 2000,298.3118,297.2263,297.6813,300.1945
5.5,0000 1 Jul 2000,298.3705,297.7748,297.8399,300.1555
6.5,0000 1 Jul 2000,298.3694,298.3535,298.0305,300.0004
7.5,0000 1 Jul 2000,298.4728,298.9467,298.386,299.8615
8.5,0000 1 Jul 2000,298.7593,299.2174,298.85,299.8644
9.5,0000 1 Jul 2000,299.1246,298.8049,299.1151,300.0324
10.5,0000 1 Jul 2000,299.3487,297.8904,298.9776,300.2467
1.5,0000 1 Aug 2000,298.5466,295.469,297.5329,300.6798
2.5,0000 1 Aug 2000,298.218,296.3192,297.4295,300.356
3.5,0000 1 Aug 2000,298.2418,297.0039,297.5488,300.2615
4.5,0000 1 Aug 2000,298.2979,297.6227,297.7308,300.1986
5.5,0000 1 Aug 2000,298.3362,298.2621,297.9889,300.0381
6.5,0000 1 Aug 2000,298.4444,298.8983,298.3555,299.8749
7.5,0000 1 Aug 2000,298.6989,299.1484,298.7851,299.8443
8.5,0000 1 Aug 2000,299.0306,298.665,298.9739,300.0081
9.5,0000 1 Aug 2000,299.2428,297.6433,298.8037,300.2181
10.5,0000 1 Aug 2000,299.1197,296.5995,298.2857,300.2834
1.5,0000 1 Sep 2000,298.7697,295.8206,297.698,300.8745
2.5,0000 1 Sep 2000,298.497,296.9052,297.7145,300.5739
3.5,0000 1 Sep 2000,298.4245,297.6096,297.7709,300.4086
4.5,0000 1 Sep 2000,298.4029,298.2356,297.9274,300.2216
5.5,0000 1 Sep 2000,298.4903,298.8544,298.2841,300.0493
6.5,0000 1 Sep 2000,298.7709,299.1205,298.7751,300.007
7.5,0000 1 Sep 2000,299.1612,298.6891,299.0768,300.1688
8.5,0000 1 Sep 2000,299.4413,297.7417,298.9981,300.3882
9.5,0000 1 Sep 2000,299.3885,296.8688,298.578,300.4927
10.5,0000 1 Sep 2000,299.0028,296.2954,298.0564,300.3759
1.5,0000 1 Oct 2000,298.6114,296.3165,297.6281,300.8358
2.5,0000 1 Oct 2000,298.3356,297.3637,297.5496,300.5275
3.5,0000 1 Oct 2000,298.1934,298.0893,297.5661,300.2275
4.5,0000 1 Oct 2000,298.155,298.6391,297.8248,299.9358
5.5,0000 1 Oct 2000,298.3472,298.8031,298.2823,299.8068
6.5,0000 1 Oct 2000,298.6959,298.2263,298.5733,299.9029
7.5,0000 1 Oct 2000,298.9635,297.1797,298.4771,300.0738
8.5,0000 1 Oct 2000,298.8828,296.2359,297.9975,300.1218
9.5,0000 1 Oct 2000,298.4908,295.652,297.4557,299.9557
10.5,0000 1 Oct 2000,298.0554,295.4858,297.1199,299.6772
1.5,0000 1 Nov 2000,298.4407,296.6273,297.4936,300.6448
2.5,0000 1 Nov 2000,298.1341,297.8283,297.5227,300.1593
3.5,0000 1 Nov 2000,297.9624,298.5587,297.6533,299.7474
4.5,0000 1 Nov 2000,298.0298,298.6717,297.9454,299.5516
5.5,0000 1 Nov 2000,298.3299,297.9676,298.1392,299.6526
6.5,0000 1 Nov 2000,298.6619,296.793,298.0651,299.8797
7.5,0000 1 Nov 2000,298.6859,295.8269,297.6623,300.004
8.5,0000 1 Nov 2000,298.3782,295.406,297.2604,299.8795
9.5,0000 1 Nov 2000,298.0402,295.4137,297.0625,299.6446
10.5,0000 1 Nov 2000,297.8789,295.7213,297.0862,299.4924
1.5,0000 1 Dec 2000,298.4021,297.4455,297.7645,300.2934
2.5,0000 1 Dec 2000,298.2484,298.4039,297.9565,299.9462
3.5,0000 1 Dec 2000,298.4307,298.688,298.3363,299.8581
4.5,0000 1 Dec 2000,298.8259,298.1219,298.6187,300.0342
5.5,0000 1 Dec 2000,299.1626,297.1228,298.5584,300.2903
6.5,0000 1 Dec 2000,299.1689,296.2946,298.1722,300.4213
7.5,0000 1 Dec 2000,298.8661,295.9091,297.7651,300.332
8.5,0000 1 Dec 2000,298.5118,295.8741,297.5294,300.1196
9.5,0000 1 Dec 2000,298.332,296.1133,297.5235,299.9587
10.5,0000 1 Dec 2000,298.3674,296.6035,297.6971,299.9489
1.5,0000 1 Jan 2001,298.5753,298.5052,298.2805,300.1104
2.5,0000 1 Jan 2001,298.6497,298.8896,298.5866,299.9431
3.5,0000 1 Jan 2001,298.917,298.2414,298.6555,300.1031
4.5,0000 1 Jan 2001,299.1529,297.078,298.4546,300.3405
5.5,0000 1 Jan 2001,299.0797,296.0212,297.9449,300.4605
6.5,0000 1 Jan 2001,298.6963,295.5419,297.4535,300.3429
7.5,0000 1 Jan 2001,298.2858,295.5102,297.1872,300.082
8.5,0000 1 Jan 2001,298.0594,295.7857,297.1798,299.8687
9.5,0000 1 Jan 2001,298.0755,296.3515,297.398,299.7935
10.5,0000 1 Jan 2001,298.1964,297.0692,297.6624,299.8343
1.5,0000 1 Feb 2001,299.2178,299.3055,299.1186,300.4691
2.5,0000 1 Feb 2001,299.3615,298.6538,299.0652,300.5549
3.5,0000 1 Feb 2001,299.4165,297.521,298.7331,300.6785
4.5,0000 1 Feb 2001,299.2088,296.4064,298.1042,300.7039
