L,M,MON,LDC_SST_CanESM5
5.5,8,0000 1 Nov 2008,300.8034
6.5,8,0000 1 Nov 2008,301.2559
7.5,8,0000 1 Nov 2008,301.2798
8.5,8,0000 1 Nov 2008,301.0687
9.5,8,0000 1 Nov 2008,300.8676
10.5,8,0000 1 Nov 2008,300.8219
1.5,9,0000 1 Nov 2008,299.6084
2.5,9,0000 1 Nov 2008,299.684
3.5,9,0000 1 Nov 2008,299.9445
4.5,9,0000 1 Nov 2008,300.4105
5.5,9,0000 1 Nov 2008,300.9301
6.5,9,0000 1 Nov 2008,301.2968
7.5,9,0000 1 Nov 2008,301.3671
8.5,9,0000 1 Nov 2008,301.2073
9.5,9,0000 1 Nov 2008,301.0404
10.5,9,0000 1 Nov 2008,300.9558
1.5,10,0000 1 Nov 2008,299.515
2.5,10,0000 1 Nov 2008,299.5415
3.5,10,0000 1 Nov 2008,299.8882
4.5,10,0000 1 Nov 2008,300.4902
5.5,10,0000 1 Nov 2008,301.0951
6.5,10,0000 1 Nov 2008,301.4419
7.5,10,0000 1 Nov 2008,301.3612
8.5,10,0000 1 Nov 2008,301.101
9.5,10,0000 1 Nov 2008,300.7998
10.5,10,0000 1 Nov 2008,300.6624
1.5,11,0000 1 Nov 2008,299.5029
2.5,11,0000 1 Nov 2008,299.5614
3.5,11,0000 1 Nov 2008,299.9988
4.5,11,0000 1 Nov 2008,300.5858
5.5,11,0000 1 Nov 2008,301.1285
6.5,11,0000 1 Nov 2008,301.3565
7.5,11,0000 1 Nov 2008,301.2734
8.5,11,0000 1 Nov 2008,300.8467
9.5,11,0000 1 Nov 2008,300.3325
10.5,11,0000 1 Nov 2008,299.9471
1.5,12,0000 1 Nov 2008,299.4254
2.5,12,0000 1 Nov 2008,299.3587
3.5,12,0000 1 Nov 2008,299.5576
4.5,12,0000 1 Nov 2008,300.0298
5.5,12,0000 1 Nov 2008,300.5493
6.5,12,0000 1 Nov 2008,300.8597
7.5,12,0000 1 Nov 2008,300.886
8.5,12,0000 1 Nov 2008,300.6753
9.5,12,0000 1 Nov 2008,300.4608
10.5,12,0000 1 Nov 2008,300.403
1.5,13,0000 1 Nov 2008,299.5666
2.5,13,0000 1 Nov 2008,299.6989
3.5,13,0000 1 Nov 2008,300.1649
4.5,13,0000 1 Nov 2008,300.837
5.5,13,0000 1 Nov 2008,301.5022
6.5,13,0000 1 Nov 2008,301.8259
7.5,13,0000 1 Nov 2008,301.7463
8.5,13,0000 1 Nov 2008,301.3061
9.5,13,0000 1 Nov 2008,300.8815
10.5,13,0000 1 Nov 2008,300.6192
1.5,14,0000 1 Nov 2008,299.4323
2.5,14,0000 1 Nov 2008,299.4894
3.5,14,0000 1 Nov 2008,299.7511
4.5,14,0000 1 Nov 2008,300.1966
5.5,14,0000 1 Nov 2008,300.6608
6.5,14,0000 1 Nov 2008,300.9749
7.5,14,0000 1 Nov 2008,301.05
8.5,14,0000 1 Nov 2008,300.8713
9.5,14,0000 1 Nov 2008,300.6414
10.5,14,0000 1 Nov 2008,300.4406
1.5,15,0000 1 Nov 2008,299.4272
2.5,15,0000 1 Nov 2008,299.4166
3.5,15,0000 1 Nov 2008,299.7456
4.5,15,0000 1 Nov 2008,300.3179
5.5,15,0000 1 Nov 2008,300.903
6.5,15,0000 1 Nov 2008,301.1405
7.5,15,0000 1 Nov 2008,301.0564
8.5,15,0000 1 Nov 2008,300.7612
9.5,15,0000 1 Nov 2008,300.5347
10.5,15,0000 1 Nov 2008,300.4784
1.5,16,0000 1 Nov 2008,299.3075
2.5,16,0000 1 Nov 2008,299.2173
3.5,16,0000 1 Nov 2008,299.5268
4.5,16,0000 1 Nov 2008,300.1315
5.5,16,0000 1 Nov 2008,300.68
6.5,16,0000 1 Nov 2008,300.9149
7.5,16,0000 1 Nov 2008,300.845
8.5,16,0000 1 Nov 2008,300.7055
9.5,16,0000 1 Nov 2008,300.5959
10.5,16,0000 1 Nov 2008,300.6022
1.5,17,0000 1 Nov 2008,299.4939
2.5,17,0000 1 Nov 2008,299.5954
3.5,17,0000 1 Nov 2008,300.0575
4.5,17,0000 1 Nov 2008,300.6986
5.5,17,0000 1 Nov 2008,301.2905
6.5,17,0000 1 Nov 2008,301.5558
7.5,17,0000 1 Nov 2008,301.4733
8.5,17,0000 1 Nov 2008,301.1588
9.5,17,0000 1 Nov 2008,300.9108
10.5,17,0000 1 Nov 2008,300.7792
1.5,18,0000 1 Nov 2008,299.4205
2.5,18,0000 1 Nov 2008,299.5491
3.5,18,0000 1 Nov 2008,300.0054
4.5,18,0000 1 Nov 2008,300.6321
5.5,18,0000 1 Nov 2008,301.1561
6.5,18,0000 1 Nov 2008,301.3809
7.5,18,0000 1 Nov 2008,301.3408
8.5,18,0000 1 Nov 2008,301.0453
9.5,18,0000 1 Nov 2008,300.7568
10.5,18,0000 1 Nov 2008,300.5673
1.5,19,0000 1 Nov 2008,299.5015
2.5,19,0000 1 Nov 2008,299.5223
3.5,19,0000 1 Nov 2008,299.8818
4.5,19,0000 1 Nov 2008,300.44
5.5,19,0000 1 Nov 2008,301.0415
6.5,19,0000 1 Nov 2008,301.3514
7.5,19,0000 1 Nov 2008,301.2925
8.5,19,0000 1 Nov 2008,301.0163
9.5,19,0000 1 Nov 2008,300.7308
10.5,19,0000 1 Nov 2008,300.6348
1.5,20,0000 1 Nov 2008,299.5221
2.5,20,0000 1 Nov 2008,299.5643
3.5,20,0000 1 Nov 2008,299.8915
4.5,20,0000 1 Nov 2008,300.5862
5.5,20,0000 1 Nov 2008,301.4229
6.5,20,0000 1 Nov 2008,301.9074
7.5,20,0000 1 Nov 2008,301.9555
8.5,20,0000 1 Nov 2008,301.6654
9.5,20,0000 1 Nov 2008,301.3912
10.5,20,0000 1 Nov 2008,301.1725
1.5,1,0000 1 Dec 2008,299.5435
2.5,1,0000 1 Dec 2008,299.8615
3.5,1,0000 1 Dec 2008,300.4518
4.5,1,0000 1 Dec 2008,300.9349
5.5,1,0000 1 Dec 2008,301.1644
6.5,1,0000 1 Dec 2008,301.0839
7.5,1,0000 1 Dec 2008,300.932
8.5,1,0000 1 Dec 2008,300.7796
9.5,1,0000 1 Dec 2008,300.6802
10.5,1,0000 1 Dec 2008,300.619
1.5,2,0000 1 Dec 2008,299.4315
2.5,2,0000 1 Dec 2008,299.7647
3.5,2,0000 1 Dec 2008,300.3871
4.5,2,0000 1 Dec 2008,300.826
5.5,2,0000 1 Dec 2008,300.9848
6.5,2,0000 1 Dec 2008,300.8199
7.5,2,0000 1 Dec 2008,300.6247
8.5,2,0000 1 Dec 2008,300.5001
9.5,2,0000 1 Dec 2008,300.4799
10.5,2,0000 1 Dec 2008,300.514
1.5,3,0000 1 Dec 2008,299.5135
2.5,3,0000 1 Dec 2008,299.8196
3.5,3,0000 1 Dec 2008,300.4448
4.5,3,0000 1 Dec 2008,301.1615
5.5,3,0000 1 Dec 2008,301.6244
6.5,3,0000 1 Dec 2008,301.7086
7.5,3,0000 1 Dec 2008,301.4792
8.5,3,0000 1 Dec 2008,301.2371
9.5,3,0000 1 Dec 2008,301.1551
10.5,3,0000 1 Dec 2008,301.1707
1.5,4,0000 1 Dec 2008,299.3938
2.5,4,0000 1 Dec 2008,299.638
3.5,4,0000 1 Dec 2008,300.2305
4.5,4,0000 1 Dec 2008,300.9664
5.5,4,0000 1 Dec 2008,301.4219
6.5,4,0000 1 Dec 2008,301.5671
7.5,4,0000 1 Dec 2008,301.4698
8.5,4,0000 1 Dec 2008,301.4062
9.5,4,0000 1 Dec 2008,301.4198
10.5,4,0000 1 Dec 2008,301.672
1.5,5,0000 1 Dec 2008,299.55
2.5,5,0000 1 Dec 2008,299.9866
3.5,5,0000 1 Dec 2008,300.7381
4.5,5,0000 1 Dec 2008,301.4658
5.5,5,0000 1 Dec 2008,301.8351
6.5,5,0000 1 Dec 2008,301.8263
7.5,5,0000 1 Dec 2008,301.5597
8.5,5,0000 1 Dec 2008,301.3164
9.5,5,0000 1 Dec 2008,301.1623
10.5,5,0000 1 Dec 2008,301.1993
1.5,6,0000 1 Dec 2008,299.4355
2.5,6,0000 1 Dec 2008,299.6697
3.5,6,0000 1 Dec 2008,300.1544
4.5,6,0000 1 Dec 2008,300.6824
5.5,6,0000 1 Dec 2008,301.046
6.5,6,0000 1 Dec 2008,301.1617
7.5,6,0000 1 Dec 2008,301.1109
8.5,6,0000 1 Dec 2008,300.9616
9.5,6,0000 1 Dec 2008,300.918
10.5,6,0000 1 Dec 2008,301.0182
1.5,7,0000 1 Dec 2008,299.2457
2.5,7,0000 1 Dec 2008,299.3176
3.5,7,0000 1 Dec 2008,299.5537
4.5,7,0000 1 Dec 2008,300.004
5.5,7,0000 1 Dec 2008,300.2909
6.5,7,0000 1 Dec 2008,300.4718
7.5,7,0000 1 Dec 2008,300.4123
8.5,7,0000 1 Dec 2008,300.3193
9.5,7,0000 1 Dec 2008,300.2274
10.5,7,0000 1 Dec 2008,300.2138
1.5,8,0000 1 Dec 2008,299.533
2.5,8,0000 1 Dec 2008,299.828
3.5,8,0000 1 Dec 2008,300.296
4.5,8,0000 1 Dec 2008,300.9477
5.5,8,0000 1 Dec 2008,301.2875
6.5,8,0000 1 Dec 2008,301.3698
7.5,8,0000 1 Dec 2008,301.0788
8.5,8,0000 1 Dec 2008,300.8095
9.5,8,0000 1 Dec 2008,300.6444
10.5,8,0000 1 Dec 2008,300.5801
1.5,9,0000 1 Dec 2008,299.451
2.5,9,0000 1 Dec 2008,299.6314
3.5,9,0000 1 Dec 2008,300.0883
4.5,9,0000 1 Dec 2008,300.7161
5.5,9,0000 1 Dec 2008,301.1693
6.5,9,0000 1 Dec 2008,301.2766
7.5,9,0000 1 Dec 2008,301.0812
8.5,9,0000 1 Dec 2008,300.8898
9.5,9,0000 1 Dec 2008,300.7872
10.5,9,0000 1 Dec 2008,300.8192
1.5,10,0000 1 Dec 2008,299.4376
2.5,10,0000 1 Dec 2008,299.7651
3.5,10,0000 1 Dec 2008,300.2793
4.5,10,0000 1 Dec 2008,300.8336
5.5,10,0000 1 Dec 2008,301.0778
6.5,10,0000 1 Dec 2008,301.0267
7.5,10,0000 1 Dec 2008,300.7386
8.5,10,0000 1 Dec 2008,300.4398
9.5,10,0000 1 Dec 2008,300.2208
10.5,10,0000 1 Dec 2008,300.1463
1.5,11,0000 1 Dec 2008,299.8135
2.5,11,0000 1 Dec 2008,300.2668
3.5,11,0000 1 Dec 2008,300.8765
4.5,11,0000 1 Dec 2008,301.3769
5.5,11,0000 1 Dec 2008,301.5122
6.5,11,0000 1 Dec 2008,301.3071
7.5,11,0000 1 Dec 2008,300.9335
8.5,11,0000 1 Dec 2008,300.5724
9.5,11,0000 1 Dec 2008,300.3651
10.5,11,0000 1 Dec 2008,300.2557
1.5,12,0000 1 Dec 2008,299.641
2.5,12,0000 1 Dec 2008,299.9026
3.5,12,0000 1 Dec 2008,300.5546
4.5,12,0000 1 Dec 2008,301.1935
5.5,12,0000 1 Dec 2008,301.4988
6.5,12,0000 1 Dec 2008,301.2782
7.5,12,0000 1 Dec 2008,300.8896
8.5,12,0000 1 Dec 2008,300.5673
9.5,12,0000 1 Dec 2008,300.3628
10.5,12,0000 1 Dec 2008,300.3226
1.5,13,0000 1 Dec 2008,299.4263
2.5,13,0000 1 Dec 2008,299.6108
3.5,13,0000 1 Dec 2008,300.0851
4.5,13,0000 1 Dec 2008,300.7741
5.5,13,0000 1 Dec 2008,301.1873
6.5,13,0000 1 Dec 2008,301.2703
7.5,13,0000 1 Dec 2008,301.1366
8.5,13,0000 1 Dec 2008,301.0851
9.5,13,0000 1 Dec 2008,301.2116
10.5,13,0000 1 Dec 2008,301.4719
1.5,14,0000 1 Dec 2008,299.7904
2.5,14,0000 1 Dec 2008,300.0786
3.5,14,0000 1 Dec 2008,300.6969
4.5,14,0000 1 Dec 2008,301.205
5.5,14,0000 1 Dec 2008,301.5532
6.5,14,0000 1 Dec 2008,301.5215
7.5,14,0000 1 Dec 2008,301.3347
8.5,14,0000 1 Dec 2008,301.2661
9.5,14,0000 1 Dec 2008,301.3486
10.5,14,0000 1 Dec 2008,301.4468
1.5,15,0000 1 Dec 2008,299.4859
2.5,15,0000 1 Dec 2008,299.6512
3.5,15,0000 1 Dec 2008,300.0798
4.5,15,0000 1 Dec 2008,300.602
5.5,15,0000 1 Dec 2008,300.9245
6.5,15,0000 1 Dec 2008,300.9753
7.5,15,0000 1 Dec 2008,300.8711
8.5,15,0000 1 Dec 2008,300.7225
9.5,15,0000 1 Dec 2008,300.7367
10.5,15,0000 1 Dec 2008,300.8229
1.5,16,0000 1 Dec 2008,299.612
2.5,16,0000 1 Dec 2008,299.8829
3.5,16,0000 1 Dec 2008,300.4601
4.5,16,0000 1 Dec 2008,301.1229
5.5,16,0000 1 Dec 2008,301.5717
6.5,16,0000 1 Dec 2008,301.6078
7.5,16,0000 1 Dec 2008,301.2842
8.5,16,0000 1 Dec 2008,300.9586
9.5,16,0000 1 Dec 2008,300.8619
10.5,16,0000 1 Dec 2008,300.9495
1.5,17,0000 1 Dec 2008,299.8014
2.5,17,0000 1 Dec 2008,300.2153
3.5,17,0000 1 Dec 2008,300.8087
4.5,17,0000 1 Dec 2008,301.3512
5.5,17,0000 1 Dec 2008,301.595
6.5,17,0000 1 Dec 2008,301.5073
7.5,17,0000 1 Dec 2008,301.2033
8.5,17,0000 1 Dec 2008,300.9035
9.5,17,0000 1 Dec 2008,300.7515
10.5,17,0000 1 Dec 2008,300.8143
1.5,18,0000 1 Dec 2008,299.434
2.5,18,0000 1 Dec 2008,299.6445
3.5,18,0000 1 Dec 2008,300.1903
4.5,18,0000 1 Dec 2008,300.8307
5.5,18,0000 1 Dec 2008,301.2371
6.5,18,0000 1 Dec 2008,301.221
7.5,18,0000 1 Dec 2008,301.058
8.5,18,0000 1 Dec 2008,300.8015
9.5,18,0000 1 Dec 2008,300.6948
10.5,18,0000 1 Dec 2008,300.6316
1.5,19,0000 1 Dec 2008,299.6665
2.5,19,0000 1 Dec 2008,299.9989
3.5,19,0000 1 Dec 2008,300.6684
4.5,19,0000 1 Dec 2008,301.3276
5.5,19,0000 1 Dec 2008,301.7518
6.5,19,0000 1 Dec 2008,301.6742
7.5,19,0000 1 Dec 2008,301.2738
8.5,19,0000 1 Dec 2008,300.8113
9.5,19,0000 1 Dec 2008,300.5511
10.5,19,0000 1 Dec 2008,300.507
1.5,20,0000 1 Dec 2008,299.684
2.5,20,0000 1 Dec 2008,300.0308
3.5,20,0000 1 Dec 2008,300.68
4.5,20,0000 1 Dec 2008,301.2336
5.5,20,0000 1 Dec 2008,301.5267
6.5,20,0000 1 Dec 2008,301.4163
7.5,20,0000 1 Dec 2008,301.1399
8.5,20,0000 1 Dec 2008,300.8416
9.5,20,0000 1 Dec 2008,300.6851
10.5,20,0000 1 Dec 2008,300.6733
1.5,1,0000 1 Jan 2009,299.882
2.5,1,0000 1 Jan 2009,300.4825
3.5,1,0000 1 Jan 2009,301.0453
4.5,1,0000 1 Jan 2009,301.3177
5.5,1,0000 1 Jan 2009,301.3347
6.5,1,0000 1 Jan 2009,301.1105
7.5,1,0000 1 Jan 2009,300.9456
8.5,1,0000 1 Jan 2009,300.8777
9.5,1,0000 1 Jan 2009,300.9245
10.5,1,0000 1 Jan 2009,300.8615
1.5,2,0000 1 Jan 2009,299.713
2.5,2,0000 1 Jan 2009,300.3225
3.5,2,0000 1 Jan 2009,300.8542
4.5,2,0000 1 Jan 2009,301.2769
5.5,2,0000 1 Jan 2009,301.3991
6.5,2,0000 1 Jan 2009,301.309
7.5,2,0000 1 Jan 2009,301.144
8.5,2,0000 1 Jan 2009,301.0519
9.5,2,0000 1 Jan 2009,301.1161
10.5,2,0000 1 Jan 2009,301.1427
1.5,3,0000 1 Jan 2009,299.7334
2.5,3,0000 1 Jan 2009,300.5178
3.5,3,0000 1 Jan 2009,301.1935
4.5,3,0000 1 Jan 2009,301.5092
5.5,3,0000 1 Jan 2009,301.2285
6.5,3,0000 1 Jan 2009,300.7748
7.5,3,0000 1 Jan 2009,300.354
8.5,3,0000 1 Jan 2009,300.1571
9.5,3,0000 1 Jan 2009,300.1192
10.5,3,0000 1 Jan 2009,300.0221
1.5,4,0000 1 Jan 2009,299.8401
2.5,4,0000 1 Jan 2009,300.5002
3.5,4,0000 1 Jan 2009,300.9294
4.5,4,0000 1 Jan 2009,301.157
5.5,4,0000 1 Jan 2009,301.0065
6.5,4,0000 1 Jan 2009,300.6788
7.5,4,0000 1 Jan 2009,300.3807
8.5,4,0000 1 Jan 2009,300.1909
9.5,4,0000 1 Jan 2009,300.1739
10.5,4,0000 1 Jan 2009,300.0824
1.5,5,0000 1 Jan 2009,299.7546
2.5,5,0000 1 Jan 2009,300.383
3.5,5,0000 1 Jan 2009,301.0026
4.5,5,0000 1 Jan 2009,301.2584
5.5,5,0000 1 Jan 2009,301.2556
6.5,5,0000 1 Jan 2009,300.9917
7.5,5,0000 1 Jan 2009,300.6989
8.5,5,0000 1 Jan 2009,300.5763
9.5,5,0000 1 Jan 2009,300.5922
10.5,5,0000 1 Jan 2009,300.6404
1.5,6,0000 1 Jan 2009,299.9945
2.5,6,0000 1 Jan 2009,300.7165
3.5,6,0000 1 Jan 2009,301.1383
4.5,6,0000 1 Jan 2009,301.4376
5.5,6,0000 1 Jan 2009,301.3586
6.5,6,0000 1 Jan 2009,301.1269
7.5,6,0000 1 Jan 2009,300.8
8.5,6,0000 1 Jan 2009,300.6732
9.5,6,0000 1 Jan 2009,300.675
10.5,6,0000 1 Jan 2009,300.7267
1.5,7,0000 1 Jan 2009,299.7909
2.5,7,0000 1 Jan 2009,300.4102
3.5,7,0000 1 Jan 2009,301.0247
4.5,7,0000 1 Jan 2009,301.318
5.5,7,0000 1 Jan 2009,301.383
6.5,7,0000 1 Jan 2009,301.1359
7.5,7,0000 1 Jan 2009,300.8628
8.5,7,0000 1 Jan 2009,300.7008
9.5,7,0000 1 Jan 2009,300.6497
10.5,7,0000 1 Jan 2009,300.5912
1.5,8,0000 1 Jan 2009,299.6084
2.5,8,0000 1 Jan 2009,300.1236
3.5,8,0000 1 Jan 2009,300.7513
4.5,8,0000 1 Jan 2009,301.1543
5.5,8,0000 1 Jan 2009,301.2619
6.5,8,0000 1 Jan 2009,301.0739
7.5,8,0000 1 Jan 2009,300.8208
8.5,8,0000 1 Jan 2009,300.6929
9.5,8,0000 1 Jan 2009,300.7076
10.5,8,0000 1 Jan 2009,300.7445
1.5,9,0000 1 Jan 2009,299.847
2.5,9,0000 1 Jan 2009,300.4918
3.5,9,0000 1 Jan 2009,301.0764
4.5,9,0000 1 Jan 2009,301.4254
5.5,9,0000 1 Jan 2009,301.4214
6.5,9,0000 1 Jan 2009,301.1534
7.5,9,0000 1 Jan 2009,300.8646
8.5,9,0000 1 Jan 2009,300.7324
9.5,9,0000 1 Jan 2009,300.722
10.5,9,0000 1 Jan 2009,300.731
1.5,10,0000 1 Jan 2009,299.9138
2.5,10,0000 1 Jan 2009,300.6294
3.5,10,0000 1 Jan 2009,301.2946
4.5,10,0000 1 Jan 2009,301.6588
5.5,10,0000 1 Jan 2009,301.7359
6.5,10,0000 1 Jan 2009,301.5109
7.5,10,0000 1 Jan 2009,301.3023
8.5,10,0000 1 Jan 2009,301.3085
9.5,10,0000 1 Jan 2009,301.5065
10.5,10,0000 1 Jan 2009,301.7316
1.5,11,0000 1 Jan 2009,299.6919
2.5,11,0000 1 Jan 2009,300.3992
3.5,11,0000 1 Jan 2009,300.9946
4.5,11,0000 1 Jan 2009,301.2063
5.5,11,0000 1 Jan 2009,301.0357
6.5,11,0000 1 Jan 2009,300.6969
7.5,11,0000 1 Jan 2009,300.2854
8.5,11,0000 1 Jan 2009,300.015
9.5,11,0000 1 Jan 2009,299.8555
10.5,11,0000 1 Jan 2009,299.7845
1.5,12,0000 1 Jan 2009,299.7186
2.5,12,0000 1 Jan 2009,300.4796
3.5,12,0000 1 Jan 2009,301.0168
4.5,12,0000 1 Jan 2009,301.2016
5.5,12,0000 1 Jan 2009,300.9926
6.5,12,0000 1 Jan 2009,300.769
7.5,12,0000 1 Jan 2009,300.4873
8.5,12,0000 1 Jan 2009,300.3466
9.5,12,0000 1 Jan 2009,300.3861
10.5,12,0000 1 Jan 2009,300.4537
1.5,13,0000 1 Jan 2009,299.6716
2.5,13,0000 1 Jan 2009,300.4577
3.5,13,0000 1 Jan 2009,301.2086
4.5,13,0000 1 Jan 2009,301.5315
5.5,13,0000 1 Jan 2009,301.463
6.5,13,0000 1 Jan 2009,301.193
7.5,13,0000 1 Jan 2009,300.9431
8.5,13,0000 1 Jan 2009,300.7833
9.5,13,0000 1 Jan 2009,300.7072
10.5,13,0000 1 Jan 2009,300.6596
1.5,14,0000 1 Jan 2009,299.5914
2.5,14,0000 1 Jan 2009,300.2302
3.5,14,0000 1 Jan 2009,300.8481
4.5,14,0000 1 Jan 2009,301.2286
5.5,14,0000 1 Jan 2009,301.2776
6.5,14,0000 1 Jan 2009,301.129
7.5,14,0000 1 Jan 2009,300.8919
8.5,14,0000 1 Jan 2009,300.7294
9.5,14,0000 1 Jan 2009,300.6405
10.5,14,0000 1 Jan 2009,300.6017
1.5,15,0000 1 Jan 2009,299.6141
2.5,15,0000 1 Jan 2009,300.3705
3.5,15,0000 1 Jan 2009,301.0009
4.5,15,0000 1 Jan 2009,301.2874
5.5,15,0000 1 Jan 2009,301.1449
6.5,15,0000 1 Jan 2009,300.9607
7.5,15,0000 1 Jan 2009,300.7679
8.5,15,0000 1 Jan 2009,300.7247
9.5,15,0000 1 Jan 2009,300.8214
10.5,15,0000 1 Jan 2009,300.9191
1.5,16,0000 1 Jan 2009,299.6432
2.5,16,0000 1 Jan 2009,300.2892
3.5,16,0000 1 Jan 2009,300.8721
4.5,16,0000 1 Jan 2009,301.2241
5.5,16,0000 1 Jan 2009,301.2691
6.5,16,0000 1 Jan 2009,301.1349
7.5,16,0000 1 Jan 2009,300.9491
8.5,16,0000 1 Jan 2009,300.8746
9.5,16,0000 1 Jan 2009,300.9073
10.5,16,0000 1 Jan 2009,301.0108
1.5,17,0000 1 Jan 2009,299.7513
2.5,17,0000 1 Jan 2009,300.4812
3.5,17,0000 1 Jan 2009,301.1533
4.5,17,0000 1 Jan 2009,301.4839
5.5,17,0000 1 Jan 2009,301.435
6.5,17,0000 1 Jan 2009,301.155
7.5,17,0000 1 Jan 2009,300.9383
8.5,17,0000 1 Jan 2009,300.8905
9.5,17,0000 1 Jan 2009,300.9368
10.5,17,0000 1 Jan 2009,300.9478
1.5,18,0000 1 Jan 2009,299.557
2.5,18,0000 1 Jan 2009,300.3599
3.5,18,0000 1 Jan 2009,300.957
4.5,18,0000 1 Jan 2009,301.2353
5.5,18,0000 1 Jan 2009,300.9352
6.5,18,0000 1 Jan 2009,300.6628
7.5,18,0000 1 Jan 2009,300.4045
8.5,18,0000 1 Jan 2009,300.281
9.5,18,0000 1 Jan 2009,300.2513
10.5,18,0000 1 Jan 2009,300.2588
1.5,19,0000 1 Jan 2009,299.6318
2.5,19,0000 1 Jan 2009,300.3654
3.5,19,0000 1 Jan 2009,301.0777
4.5,19,0000 1 Jan 2009,301.3932
5.5,19,0000 1 Jan 2009,301.232
6.5,19,0000 1 Jan 2009,300.8411
7.5,19,0000 1 Jan 2009,300.5146
8.5,19,0000 1 Jan 2009,300.3387
9.5,19,0000 1 Jan 2009,300.2463
10.5,19,0000 1 Jan 2009,300.1768
1.5,20,0000 1 Jan 2009,299.6908
2.5,20,0000 1 Jan 2009,300.3546
3.5,20,0000 1 Jan 2009,300.9362
4.5,20,0000 1 Jan 2009,301.1648
5.5,20,0000 1 Jan 2009,301.0117
6.5,20,0000 1 Jan 2009,300.6358
7.5,20,0000 1 Jan 2009,300.2636
8.5,20,0000 1 Jan 2009,300.0002
9.5,20,0000 1 Jan 2009,299.8686
10.5,20,0000 1 Jan 2009,299.6977
1.5,1,0000 1 Feb 2009,300.2579
2.5,1,0000 1 Feb 2009,300.9117
3.5,1,0000 1 Feb 2009,301.2141
4.5,1,0000 1 Feb 2009,301.224
5.5,1,0000 1 Feb 2009,301.0365
6.5,1,0000 1 Feb 2009,300.7895
7.5,1,0000 1 Feb 2009,300.574
8.5,1,0000 1 Feb 2009,300.4082
9.5,1,0000 1 Feb 2009,300.3204
10.5,1,0000 1 Feb 2009,300.2683
1.5,2,0000 1 Feb 2009,300.3121
2.5,2,0000 1 Feb 2009,300.9774
3.5,2,0000 1 Feb 2009,301.1861
4.5,2,0000 1 Feb 2009,301.0055
5.5,2,0000 1 Feb 2009,300.582
6.5,2,0000 1 Feb 2009,300.1793
7.5,2,0000 1 Feb 2009,299.9398
8.5,2,0000 1 Feb 2009,299.8644
9.5,2,0000 1 Feb 2009,299.8222
10.5,2,0000 1 Feb 2009,299.7788
1.5,3,0000 1 Feb 2009,300.1739
2.5,3,0000 1 Feb 2009,300.8945
3.5,3,0000 1 Feb 2009,301.4064
4.5,3,0000 1 Feb 2009,301.4766
5.5,3,0000 1 Feb 2009,301.1954
6.5,3,0000 1 Feb 2009,300.7996
7.5,3,0000 1 Feb 2009,300.4702
8.5,3,0000 1 Feb 2009,300.3557
9.5,3,0000 1 Feb 2009,300.3214
10.5,3,0000 1 Feb 2009,300.3373
1.5,4,0000 1 Feb 2009,300.232
2.5,4,0000 1 Feb 2009,300.8352
3.5,4,0000 1 Feb 2009,301.089
4.5,4,0000 1 Feb 2009,300.8786
5.5,4,0000 1 Feb 2009,300.49
6.5,4,0000 1 Feb 2009,300.11
7.5,4,0000 1 Feb 2009,299.892
8.5,4,0000 1 Feb 2009,299.7862
9.5,4,0000 1 Feb 2009,299.6931
10.5,4,0000 1 Feb 2009,299.6064
1.5,5,0000 1 Feb 2009,300.2483
2.5,5,0000 1 Feb 2009,300.9876
3.5,5,0000 1 Feb 2009,301.3558
4.5,5,0000 1 Feb 2009,301.2178
5.5,5,0000 1 Feb 2009,300.7853
6.5,5,0000 1 Feb 2009,300.3595
7.5,5,0000 1 Feb 2009,300.0907
8.5,5,0000 1 Feb 2009,299.9802
9.5,5,0000 1 Feb 2009,299.9121
10.5,5,0000 1 Feb 2009,299.9137
1.5,6,0000 1 Feb 2009,300.2865
2.5,6,0000 1 Feb 2009,300.9409
3.5,6,0000 1 Feb 2009,301.1476
4.5,6,0000 1 Feb 2009,301.0044
5.5,6,0000 1 Feb 2009,300.6681
6.5,6,0000 1 Feb 2009,300.3433
7.5,6,0000 1 Feb 2009,300.1361
8.5,6,0000 1 Feb 2009,300.0514
9.5,6,0000 1 Feb 2009,300.0781
10.5,6,0000 1 Feb 2009,300.1237
1.5,7,0000 1 Feb 2009,300.0862
2.5,7,0000 1 Feb 2009,300.7176
3.5,7,0000 1 Feb 2009,301.0793
4.5,7,0000 1 Feb 2009,301.1307
5.5,7,0000 1 Feb 2009,300.8181
6.5,7,0000 1 Feb 2009,300.417
7.5,7,0000 1 Feb 2009,300.1123
8.5,7,0000 1 Feb 2009,299.9768
9.5,7,0000 1 Feb 2009,299.9241
10.5,7,0000 1 Feb 2009,299.8811
1.5,8,0000 1 Feb 2009,300.0567
2.5,8,0000 1 Feb 2009,300.6484
3.5,8,0000 1 Feb 2009,301.0239
4.5,8,0000 1 Feb 2009,300.9486
5.5,8,0000 1 Feb 2009,300.6203
6.5,8,0000 1 Feb 2009,300.205
7.5,8,0000 1 Feb 2009,299.9219
8.5,8,0000 1 Feb 2009,299.8201
9.5,8,0000 1 Feb 2009,299.8045
10.5,8,0000 1 Feb 2009,299.7828
1.5,9,0000 1 Feb 2009,300.2958
2.5,9,0000 1 Feb 2009,300.9741
3.5,9,0000 1 Feb 2009,301.2453
4.5,9,0000 1 Feb 2009,300.9962
