L,MON,LDC_SST_CanSIPS_IC4,LDC_SST_CanSIPS_IC4_ONETWO,LDC_SST_CanSIPS_IC4_THREE,LDC_SST_CanSIPS_IC4_FOUR
7.5,0000 1 Mar 2014,299.5019,296.8708,298.4291,301.2516
8.5,0000 1 Mar 2014,299.4759,297.3419,298.5601,301.2028
9.5,0000 1 Mar 2014,299.4352,297.9821,298.7361,301.0643
10.5,0000 1 Mar 2014,299.4641,298.8037,299.0276,300.9111
1.5,0000 1 Apr 2014,300.687,298.6922,300.219,302.0398
2.5,0000 1 Apr 2014,300.4135,297.969,299.6541,301.8843
3.5,0000 1 Apr 2014,300.0396,297.1961,298.9958,301.6595
4.5,0000 1 Apr 2014,299.7257,296.7296,298.5236,301.4666
5.5,0000 1 Apr 2014,299.566,296.6765,298.3755,301.3621
6.5,0000 1 Apr 2014,299.518,296.9443,298.4624,301.3126
7.5,0000 1 Apr 2014,299.4885,297.4305,298.6037,301.2577
8.5,0000 1 Apr 2014,299.4633,298.0817,298.7916,301.1409
9.5,0000 1 Apr 2014,299.5334,298.8898,299.1241,301.0105
10.5,0000 1 Apr 2014,299.7732,299.6781,299.5956,300.9657
1.5,0000 1 May 2014,300.6872,298.0512,300.0091,302.128
2.5,0000 1 May 2014,300.2503,297.4365,299.3548,301.8384
3.5,0000 1 May 2014,299.9187,296.946,298.8406,301.6207
4.5,0000 1 May 2014,299.7596,296.7804,298.6169,301.5246
5.5,0000 1 May 2014,299.7281,296.994,298.6593,301.4903
6.5,0000 1 May 2014,299.7006,297.4546,298.7847,301.4387
7.5,0000 1 May 2014,299.6728,298.1618,298.9809,301.3131
8.5,0000 1 May 2014,299.7171,299.0201,299.2974,301.1737
9.5,0000 1 May 2014,299.927,299.8209,299.727,301.1229
10.5,0000 1 May 2014,300.2539,300.2353,300.1505,301.2165
1.5,0000 1 Jun 2014,300.3436,297.4574,299.469,301.9677
2.5,0000 1 Jun 2014,299.9518,297.0217,298.909,301.7199
3.5,0000 1 Jun 2014,299.8414,296.8929,298.718,301.6476
4.5,0000 1 Jun 2014,299.8708,297.1277,298.7978,301.6513
5.5,0000 1 Jun 2014,299.8981,297.619,298.9675,301.6225
6.5,0000 1 Jun 2014,299.8656,298.3004,299.15,301.4983
7.5,0000 1 Jun 2014,299.8808,299.136,299.429,301.3322
8.5,0000 1 Jun 2014,300.0524,299.9308,299.815,301.2555
9.5,0000 1 Jun 2014,300.3738,300.335,300.2434,301.323
10.5,0000 1 Jun 2014,300.6443,299.8929,300.3751,301.502
1.5,0000 1 Jul 2014,300.0392,296.8446,298.9586,301.8424
2.5,0000 1 Jul 2014,299.8843,296.8698,298.7454,301.7612
3.5,0000 1 Jul 2014,299.9596,297.1485,298.8448,301.8049
4.5,0000 1 Jul 2014,300.0323,297.6756,299.0382,301.8055
5.5,0000 1 Jul 2014,300.0471,298.3729,299.2661,301.7157
6.5,0000 1 Jul 2014,300.0858,299.2076,299.5899,301.581
7.5,0000 1 Jul 2014,300.2705,299.9764,300.0232,301.5191
8.5,0000 1 Jul 2014,300.5849,300.3957,300.4567,301.5778
9.5,0000 1 Jul 2014,300.8481,299.9995,300.5708,301.7077
10.5,0000 1 Jul 2014,300.8583,298.9715,300.2382,301.7884
1.5,0000 1 Aug 2014,299.8801,296.4663,298.6866,301.882
2.5,0000 1 Aug 2014,299.8835,296.939,298.7343,301.8412
3.5,0000 1 Aug 2014,299.9695,297.4971,298.9159,301.8436
4.5,0000 1 Aug 2014,299.9948,298.2206,299.1419,301.7737
5.5,0000 1 Aug 2014,300.0342,299.0936,299.4653,301.6608
6.5,0000 1 Aug 2014,300.2214,299.9391,299.9225,301.5972
7.5,0000 1 Aug 2014,300.557,300.4147,300.4194,301.6386
8.5,0000 1 Aug 2014,300.8581,300.0919,300.6103,301.762
9.5,0000 1 Aug 2014,300.916,299.1319,300.3412,301.8499
10.5,0000 1 Aug 2014,300.6304,297.9256,299.653,301.7735
1.5,0000 1 Sep 2014,299.7361,296.4011,298.457,301.8599
2.5,0000 1 Sep 2014,299.637,297.1937,298.5753,301.7019
3.5,0000 1 Sep 2014,299.6344,297.9424,298.7882,301.5765
4.5,0000 1 Sep 2014,299.7073,298.8489,299.1732,301.4274
5.5,0000 1 Sep 2014,299.9513,299.7285,299.7064,301.3647
6.5,0000 1 Sep 2014,300.3379,300.22,300.227,301.4617
7.5,0000 1 Sep 2014,300.6505,299.9061,300.4023,301.6361
8.5,0000 1 Sep 2014,300.704,298.9558,300.105,301.7226
9.5,0000 1 Sep 2014,300.3977,297.7929,299.4137,301.6103
10.5,0000 1 Sep 2014,299.8699,296.8544,298.6465,301.3586
1.5,0000 1 Oct 2014,300.0124,296.8898,298.8135,302.0592
2.5,0000 1 Oct 2014,299.938,297.9395,299.0227,301.8806
3.5,0000 1 Oct 2014,299.9483,298.8846,299.3421,301.6898
4.5,0000 1 Oct 2014,300.1111,299.7304,299.8009,301.5741
5.5,0000 1 Oct 2014,300.4264,300.1835,300.2611,301.6166
6.5,0000 1 Oct 2014,300.7088,299.8644,300.4224,301.7535
7.5,0000 1 Oct 2014,300.7643,298.9172,300.1301,301.8411
8.5,0000 1 Oct 2014,300.4892,297.731,299.4598,301.7548
9.5,0000 1 Oct 2014,299.9936,296.8159,298.7185,301.5326
10.5,0000 1 Oct 2014,299.51,296.2922,298.1964,301.2916
1.5,0000 1 Nov 2014,300.199,297.5034,299.1247,302.1185
2.5,0000 1 Nov 2014,300.0943,298.6468,299.3727,301.8351
3.5,0000 1 Nov 2014,300.1497,299.566,299.7249,301.632
4.5,0000 1 Nov 2014,300.3617,300.0045,300.0854,301.6012
5.5,0000 1 Nov 2014,300.5753,299.5679,300.1621,301.6861
6.5,0000 1 Nov 2014,300.6103,298.5355,299.8533,301.7456
7.5,0000 1 Nov 2014,300.347,297.3669,299.2026,301.662
8.5,0000 1 Nov 2014,299.8847,296.5574,298.5066,301.4554
9.5,0000 1 Nov 2014,299.4031,296.0953,298.0242,301.2119
10.5,0000 1 Nov 2014,299.0845,296.003,297.8389,301.023
1.5,0000 1 Dec 2014,300.2569,298.4109,299.4192,302.0294
2.5,0000 1 Dec 2014,300.2857,299.4537,299.7827,301.8186
3.5,0000 1 Dec 2014,300.5035,299.9095,300.1568,301.7773
4.5,0000 1 Dec 2014,300.7104,299.5505,300.2552,301.8474
5.5,0000 1 Dec 2014,300.7319,298.6282,299.9669,301.8769
6.5,0000 1 Dec 2014,300.4475,297.534,299.3286,301.765
7.5,0000 1 Dec 2014,299.9778,296.706,298.6436,301.5317
8.5,0000 1 Dec 2014,299.5084,296.2239,298.1385,301.2854
9.5,0000 1 Dec 2014,299.2126,296.108,297.9525,301.1073
10.5,0000 1 Dec 2014,299.0867,296.3635,298.0001,300.9857
1.5,0000 1 Jan 2015,300.2953,299.0977,299.7462,301.8306
2.5,0000 1 Jan 2015,300.4675,299.6378,300.0634,301.8052
3.5,0000 1 Jan 2015,300.6747,299.3608,300.1546,301.9001
4.5,0000 1 Jan 2015,300.7002,298.5234,299.9265,301.9226
5.5,0000 1 Jan 2015,300.46,297.5492,299.3897,301.8057
6.5,0000 1 Jan 2015,300.0445,296.7755,298.7795,301.5818
7.5,0000 1 Jan 2015,299.634,296.3015,298.3087,301.3599
8.5,0000 1 Jan 2015,299.3808,296.2012,298.1335,301.2124
9.5,0000 1 Jan 2015,299.287,296.4457,298.1795,301.1299
10.5,0000 1 Jan 2015,299.2276,296.9429,298.288,301.035
1.5,0000 1 Feb 2015,300.8419,299.7633,300.4185,302.1417
2.5,0000 1 Feb 2015,301.1051,299.6538,300.6309,302.2545
3.5,0000 1 Feb 2015,301.143,298.9266,300.442,302.2884
4.5,0000 1 Feb 2015,300.8827,297.9565,299.8946,302.1415
5.5,0000 1 Feb 2015,300.4237,297.15,299.2179,301.8762
6.5,0000 1 Feb 2015,299.9699,296.6431,298.6632,301.634
7.5,0000 1 Feb 2015,299.6933,296.5185,298.4113,301.5043
8.5,0000 1 Feb 2015,299.5861,296.7401,298.4396,301.4402
9.5,0000 1 Feb 2015,299.5368,297.1879,298.5607,301.3714
10.5,0000 1 Feb 2015,299.4845,297.87,298.734,301.2133
1.5,0000 1 Mar 2015,301.2206,299.6411,300.6781,302.5194
2.5,0000 1 Mar 2015,301.3523,299.0737,300.6457,302.5475
3.5,0000 1 Mar 2015,301.1677,298.3079,300.2333,302.404
4.5,0000 1 Mar 2015,300.8051,297.6188,299.6852,302.1662
5.5,0000 1 Mar 2015,300.4465,297.1786,299.2357,301.9856
6.5,0000 1 Mar 2015,300.2431,297.0558,299.0352,301.9256
7.5,0000 1 Mar 2015,300.2058,297.2833,299.0851,301.9426
8.5,0000 1 Mar 2015,300.2075,297.7253,299.2313,301.9059
9.5,0000 1 Mar 2015,300.1888,298.3592,299.4166,301.7569
10.5,0000 1 Mar 2015,300.1835,299.1393,299.6426,301.5557
1.5,0000 1 Apr 2015,301.4821,299.3792,300.8769,302.6308
2.5,0000 1 Apr 2015,301.2789,298.4997,300.4247,302.5141
3.5,0000 1 Apr 2015,300.892,297.703,299.811,302.2991
4.5,0000 1 Apr 2015,300.506,297.1921,299.2804,302.1133
5.5,0000 1 Apr 2015,300.2807,297.0569,299.0329,302.024
6.5,0000 1 Apr 2015,300.2189,297.2636,299.0546,302.006
7.5,0000 1 Apr 2015,300.1927,297.701,299.184,301.932
8.5,0000 1 Apr 2015,300.1251,298.3135,299.3341,301.7476
9.5,0000 1 Apr 2015,300.1025,299.0728,299.5696,301.5156
10.5,0000 1 Apr 2015,300.2013,299.7984,299.8885,301.3635
1.5,0000 1 May 2015,301.6204,298.9645,300.8299,302.7394
2.5,0000 1 May 2015,301.3071,298.2889,300.3474,302.5496
3.5,0000 1 May 2015,300.9771,297.802,299.9272,302.402
4.5,0000 1 May 2015,300.78,297.6374,299.7014,302.3542
5.5,0000 1 May 2015,300.7442,297.7757,299.6865,302.3683
6.5,0000 1 May 2015,300.7405,298.1721,299.7746,302.3105
7.5,0000 1 May 2015,300.6807,298.7202,299.8957,302.1245
8.5,0000 1 May 2015,300.6147,299.421,300.0701,301.8464
9.5,0000 1 May 2015,300.6224,300.0496,300.2848,301.64
10.5,0000 1 May 2015,300.705,300.2914,300.483,301.5499
1.5,0000 1 Jun 2015,301.4335,298.4532,300.5063,302.6529
2.5,0000 1 Jun 2015,301.0744,297.9568,300.0364,302.4875
3.5,0000 1 Jun 2015,300.9174,297.7344,299.814,302.4695
4.5,0000 1 Jun 2015,300.9272,297.8738,299.8287,302.528
5.5,0000 1 Jun 2015,300.9753,298.3075,299.9703,302.5092
6.5,0000 1 Jun 2015,300.956,298.918,300.1373,302.337
7.5,0000 1 Jun 2015,300.9067,299.6584,300.3136,302.0912
8.5,0000 1 Jun 2015,300.9276,300.3054,300.5155,301.9119
9.5,0000 1 Jun 2015,301.0132,300.5435,300.685,301.8737
10.5,0000 1 Jun 2015,301.0009,299.9332,300.5536,301.8813
1.5,0000 1 Jul 2015,301.6734,298.1419,300.5562,302.7852
2.5,0000 1 Jul 2015,301.6018,298.2133,300.4549,302.8311
3.5,0000 1 Jul 2015,301.661,298.5069,300.5498,302.9673
4.5,0000 1 Jul 2015,301.7632,299.0068,300.7231,303.0005
5.5,0000 1 Jul 2015,301.764,299.6203,300.8963,302.8358
6.5,0000 1 Jul 2015,301.6893,300.2994,301.0478,302.5418
7.5,0000 1 Jul 2015,301.6297,300.8629,301.2048,302.2988
8.5,0000 1 Jul 2015,301.6426,301.0156,301.3562,302.2043
9.5,0000 1 Jul 2015,301.5308,300.322,301.1372,302.1851
10.5,0000 1 Jul 2015,301.1171,299.044,300.4044,302.0685
1.5,0000 1 Aug 2015,301.7432,297.709,300.4821,302.9264
2.5,0000 1 Aug 2015,301.7654,298.2492,300.5662,303.0565
3.5,0000 1 Aug 2015,301.8143,298.8285,300.7152,303.0568
4.5,0000 1 Aug 2015,301.793,299.4643,300.868,302.8818
5.5,0000 1 Aug 2015,301.6964,300.146,301.0254,302.5844
6.5,0000 1 Aug 2015,301.6053,300.7545,301.1893,302.3249
7.5,0000 1 Aug 2015,301.5787,300.9063,301.3281,302.1837
8.5,0000 1 Aug 2015,301.4006,300.2578,301.0396,302.0992
9.5,0000 1 Aug 2015,300.9395,298.9801,300.2451,301.9452
10.5,0000 1 Aug 2015,300.1731,297.5534,299.1061,301.6403
1.5,0000 1 Sep 2015,301.932,297.7261,300.5733,303.117
2.5,0000 1 Sep 2015,301.9277,298.5628,300.7008,303.1322
3.5,0000 1 Sep 2015,301.8695,299.3295,300.8594,302.9545
4.5,0000 1 Sep 2015,301.7307,300.0985,301.0154,302.6467
5.5,0000 1 Sep 2015,301.6019,300.7152,301.1589,302.3612
6.5,0000 1 Sep 2015,301.5377,300.8313,301.2468,302.2224
7.5,0000 1 Sep 2015,301.3411,300.1349,300.9153,302.1293
8.5,0000 1 Sep 2015,300.8663,298.8795,300.0987,301.9667
9.5,0000 1 Sep 2015,300.0923,297.4521,298.9426,301.654
10.5,0000 1 Sep 2015,299.2864,296.381,297.9677,301.2314
1.5,0000 1 Oct 2015,302.1638,298.3146,300.8945,303.1332
2.5,0000 1 Oct 2015,302.0647,299.293,301.0354,302.9919
3.5,0000 1 Oct 2015,301.8739,300.1524,301.169,302.6676
4.5,0000 1 Oct 2015,301.6905,300.7866,301.2678,302.3583
5.5,0000 1 Oct 2015,301.5898,300.9092,301.3322,302.1912
6.5,0000 1 Oct 2015,301.3552,300.1915,300.9561,302.0932
7.5,0000 1 Oct 2015,300.8424,298.9293,300.1014,301.9542
8.5,0000 1 Oct 2015,300.0761,297.502,298.9686,301.6506
9.5,0000 1 Oct 2015,299.3091,296.4413,298.0479,301.2329
10.5,0000 1 Oct 2015,298.748,295.8159,297.584,300.806
1.5,0000 1 Nov 2015,302.1395,298.6909,300.9782,303.0616
2.5,0000 1 Nov 2015,301.8637,299.7263,301.0562,302.7205
3.5,0000 1 Nov 2015,301.6529,300.4626,301.1282,302.3968
4.5,0000 1 Nov 2015,301.5453,300.5941,301.153,302.2396
5.5,0000 1 Nov 2015,301.3532,299.8956,300.8068,302.1657
6.5,0000 1 Nov 2015,300.9006,298.65,300.0062,302.0494
7.5,0000 1 Nov 2015,300.1637,297.333,298.9253,301.754
8.5,0000 1 Nov 2015,299.3764,296.3427,298.0108,301.3225
9.5,0000 1 Nov 2015,298.7646,295.7793,297.5236,300.8932
10.5,0000 1 Nov 2015,298.4279,295.6453,297.391,300.5633
1.5,0000 1 Dec 2015,302.113,299.6041,301.2072,302.8414
2.5,0000 1 Dec 2015,301.8681,300.4078,301.2562,302.5769
3.5,0000 1 Dec 2015,301.7187,300.61,301.2555,302.4326
4.5,0000 1 Dec 2015,301.4767,299.9444,300.8622,302.3484
5.5,0000 1 Dec 2015,300.9813,298.7272,300.0308,302.1928
6.5,0000 1 Dec 2015,300.2173,297.3341,298.9159,301.8612
7.5,0000 1 Dec 2015,299.4281,296.3097,297.9939,301.4209
8.5,0000 1 Dec 2015,298.8289,295.6997,297.4955,300.9698
9.5,0000 1 Dec 2015,298.4737,295.5818,297.3678,300.5914
10.5,0000 1 Dec 2015,298.2686,295.8789,297.3908,300.2713
1.5,0000 1 Jan 2016,302.061,300.2326,301.4579,302.6292
2.5,0000 1 Jan 2016,301.8217,300.5408,301.3918,302.463
3.5,0000 1 Jan 2016,301.4357,299.9363,300.8918,302.3046
4.5,0000 1 Jan 2016,300.8174,298.7385,299.9641,302.0551
5.5,0000 1 Jan 2016,299.9963,297.3918,298.8096,301.676
6.5,0000 1 Jan 2016,299.255,296.3496,297.9215,301.2242
7.5,0000 1 Jan 2016,298.7413,295.7126,297.447,300.8344
8.5,0000 1 Jan 2016,298.4489,295.5425,297.3347,300.5112
9.5,0000 1 Jan 2016,298.2542,295.8275,297.3585,300.2447
10.5,0000 1 Jan 2016,298.084,296.4137,297.385,300.0168
1.5,0000 1 Feb 2016,301.8952,300.5328,301.5334,302.3832
2.5,0000 1 Feb 2016,301.5074,299.9662,301.0513,302.2295
3.5,0000 1 Feb 2016,300.867,298.7717,300.0618,302.0331
4.5,0000 1 Feb 2016,300.0145,297.4653,298.851,301.6913
5.5,0000 1 Feb 2016,299.2801,296.4816,297.9927,301.2633
6.5,0000 1 Feb 2016,298.7819,295.9039,297.5651,300.8658
7.5,0000 1 Feb 2016,298.5081,295.7946,297.4904,300.5486
8.5,0000 1 Feb 2016,298.3149,296.0717,297.505,300.2829
9.5,0000 1 Feb 2016,298.1752,296.6179,297.5403,300.0701
10.5,0000 1 Feb 2016,298.1103,297.4086,297.6808,299.8908
1.5,0000 1 Mar 2016,301.5604,300.0962,301.188,302.2911
2.5,0000 1 Mar 2016,300.8525,298.8962,300.1483,302.0293
3.5,0000 1 Mar 2016,299.982,297.5511,298.9017,301.6784
4.5,0000 1 Mar 2016,299.2583,296.513,297.9922,301.2759
5.5,0000 1 Mar 2016,298.7982,295.8942,297.5458,300.9249
6.5,0000 1 Mar 2016,298.5419,295.7488,297.4475,300.6276
7.5,0000 1 Mar 2016,298.3499,296.0215,297.445,300.3734
8.5,0000 1 Mar 2016,298.1846,296.5699,297.4649,300.1561
9.5,0000 1 Mar 2016,298.0798,297.3524,297.5953,299.9594
10.5,0000 1 Mar 2016,298.1776,298.332,298.0066,299.8109
1.5,0000 1 Apr 2016,300.9615,298.7683,300.2191,302.1777
2.5,0000 1 Apr 2016,300.1116,297.5088,298.9801,301.8768
3.5,0000 1 Apr 2016,299.425,296.5311,298.0873,301.5208
4.5,0000 1 Apr 2016,298.9836,295.9596,297.6532,301.1807
5.5,0000 1 Apr 2016,298.7336,295.8669,297.5823,300.892
6.5,0000 1 Apr 2016,298.5894,296.1746,297.6296,300.6656
7.5,0000 1 Apr 2016,298.4962,296.7242,297.6994,300.4918
8.5,0000 1 Apr 2016,298.4224,297.474,297.8392,300.3279
9.5,0000 1 Apr 2016,298.5099,298.4443,298.2461,300.1755
10.5,0000 1 Apr 2016,298.8055,299.3908,298.8058,300.1526
1.5,0000 1 May 2016,299.8446,297.3761,298.764,301.7914
2.5,0000 1 May 2016,299.0711,296.5442,297.8474,301.3579
3.5,0000 1 May 2016,298.7324,295.9803,297.4878,301.0326
4.5,0000 1 May 2016,298.6345,295.8536,297.5372,300.7715
5.5,0000 1 May 2016,298.587,296.1777,297.6743,300.5563
6.5,0000 1 May 2016,298.5039,296.7996,297.7624,300.396
7.5,0000 1 May 2016,298.4378,297.6509,297.9265,300.2646
8.5,0000 1 May 2016,298.5367,298.6313,298.3214,300.1809
9.5,0000 1 May 2016,298.875,299.5233,298.9131,300.1908
10.5,0000 1 May 2016,299.3864,299.9875,299.5194,300.3657
1.5,0000 1 Jun 2016,299.5355,296.5488,298.1636,301.8936
2.5,0000 1 Jun 2016,299.0689,296.2808,297.7719,301.4984
3.5,0000 1 Jun 2016,298.9667,296.2788,297.8436,301.2214
4.5,0000 1 Jun 2016,298.9542,296.5757,298.0097,301.0398
5.5,0000 1 Jun 2016,298.9185,297.0985,298.1155,300.913
6.5,0000 1 Jun 2016,298.8582,297.8137,298.2579,300.7688
7.5,0000 1 Jun 2016,298.9084,298.7329,298.5858,300.628
8.5,0000 1 Jun 2016,299.1916,299.6174,299.1392,300.5646
9.5,0000 1 Jun 2016,299.6196,300.1297,299.7,300.6723
10.5,0000 1 Jun 2016,300.0136,299.729,299.9264,300.9017
1.5,0000 1 Jul 2016,299.2721,296.069,297.8939,301.733
2.5,0000 1 Jul 2016,299.1051,296.2705,297.8964,301.4778
3.5,0000 1 Jul 2016,299.1488,296.6479,298.1084,301.3376
4.5,0000 1 Jul 2016,299.165,297.2232,298.2827,301.2471
5.5,0000 1 Jul 2016,299.1555,298.0065,298.4934,301.1311
6.5,0000 1 Jul 2016,299.2361,298.9492,298.8715,301.0069
7.5,0000 1 Jul 2016,299.5298,299.8415,299.4235,300.9656
8.5,0000 1 Jul 2016,299.9694,300.3283,299.9798,301.0826
9.5,0000 1 Jul 2016,300.354,299.9659,300.1838,301.337
10.5,0000 1 Jul 2016,300.4747,298.9438,299.9119,301.5306
1.5,0000 1 Aug 2016,299.01,295.8537,297.6881,301.485
2.5,0000 1 Aug 2016,298.9469,296.4266,297.8192,301.2807
3.5,0000 1 Aug 2016,298.9437,297.0266,297.9859,301.1482
4.5,0000 1 Aug 2016,298.9043,297.809,298.1903,300.9875
5.5,0000 1 Aug 2016,298.9593,298.7538,298.5834,300.8216
6.5,0000 1 Aug 2016,299.2426,299.6712,299.1575,300.7368
7.5,0000 1 Aug 2016,299.6854,300.1643,299.7562,300.8203
8.5,0000 1 Aug 2016,300.0683,299.7611,299.9592,301.0297
9.5,0000 1 Aug 2016,300.1898,298.7373,299.6779,301.2204
10.5,0000 1 Aug 2016,300.0018,297.5046,299.0119,301.2598
1.5,0000 1 Sep 2016,299.0153,296.0586,297.8232,301.3828
2.5,0000 1 Sep 2016,298.9884,296.906,297.9734,301.2807
3.5,0000 1 Sep 2016,299.0189,297.7993,298.2426,301.1725
4.5,0000 1 Sep 2016,299.1465,298.8227,298.7152,301.0216
5.5,0000 1 Sep 2016,299.4425,299.7774,299.3231,300.9198
6.5,0000 1 Sep 2016,299.8845,300.2705,299.9094,300.9815
7.5,0000 1 Sep 2016,300.2652,299.832,300.1025,301.2167
8.5,0000 1 Sep 2016,300.3939,298.7805,299.8141,301.4191
9.5,0000 1 Sep 2016,300.2001,297.5655,299.1597,301.466
10.5,0000 1 Sep 2016,299.807,296.7047,298.5033,301.3432
1.5,0000 1 Oct 2016,298.8464,296.4256,297.7244,301.1342
2.5,0000 1 Oct 2016,298.7776,297.5181,297.934,300.9774
3.5,0000 1 Oct 2016,298.8904,298.6605,298.409,300.8511
4.5,0000 1 Oct 2016,299.1944,299.676,299.0591,300.7611
5.5,0000 1 Oct 2016,299.6669,300.1787,299.6864,300.8702
6.5,0000 1 Oct 2016,300.1018,299.7397,299.9603,301.1123
7.5,0000 1 Oct 2016,300.291,298.6655,299.737,301.334
8.5,0000 1 Oct 2016,300.1437,297.4537,299.1255,301.372
9.5,0000 1 Oct 2016,299.7869,296.6105,298.478,301.2708
10.5,0000 1 Oct 2016,299.4257,296.1871,298.0816,301.1384
1.5,0000 1 Nov 2016,298.8981,297.1199,297.9544,301.0585
2.5,0000 1 Nov 2016,298.9601,298.4543,298.4435,300.9061
3.5,0000 1 Nov 2016,299.2934,299.5535,299.1165,300.827
4.5,0000 1 Nov 2016,299.7518,300.0974,299.7536,300.9028
5.5,0000 1 Nov 2016,300.167,299.724,300.0004,301.1311
6.5,0000 1 Nov 2016,300.345,298.6971,299.7747,301.3521
7.5,0000 1 Nov 2016,300.2357,297.5143,299.1996,301.4368
8.5,0000 1 Nov 2016,299.9189,296.6624,298.5849,301.3998
9.5,0000 1 Nov 2016,299.5864,296.2858,298.2268,301.3052
10.5,0000 1 Nov 2016,299.3759,296.2873,298.1479,301.2404
1.5,0000 1 Dec 2016,299.0802,298.224,298.4606,301.0284
2.5,0000 1 Dec 2016,299.3145,299.51,299.1053,300.8752
3.5,0000 1 Dec 2016,299.7835,300.0568,299.7584,300.9412
4.5,0000 1 Dec 2016,300.1859,299.6786,299.9957,301.1503
5.5,0000 1 Dec 2016,300.3153,298.6937,299.7528,301.3279
6.5,0000 1 Dec 2016,300.1261,297.5304,299.0958,301.3749
7.5,0000 1 Dec 2016,299.7648,296.679,298.481,301.2862
8.5,0000 1 Dec 2016,299.454,296.2567,298.159,301.183
9.5,0000 1 Dec 2016,299.2752,296.2415,298.107,301.1133
10.5,0000 1 Dec 2016,299.2418,296.5613,298.2188,301.0714
1.5,0000 1 Jan 2017,299.7014,299.8662,299.4619,301.158
2.5,0000 1 Jan 2017,300.117,300.4012,300.0125,301.273
3.5,0000 1 Jan 2017,300.4731,299.9247,300.2059,301.5177
4.5,0000 1 Jan 2017,300.6043,298.8787,299.9791,301.7033
5.5,0000 1 Jan 2017,300.4271,297.6629,299.3656,301.7336
6.5,0000 1 Jan 2017,300.0583,296.8118,298.7142,301.6145
7.5,0000 1 Jan 2017,299.6888,296.3521,298.303,301.4587
8.5,0000 1 Jan 2017,299.4471,296.2785,298.1867,301.3426
9.5,0000 1 Jan 2017,299.3592,296.5456,298.2523,301.2649
10.5,0000 1 Jan 2017,299.3154,297.0456,298.3789,301.1466
1.5,0000 1 Feb 2017,300.3123,300.6602,300.3235,301.3007
2.5,0000 1 Feb 2017,300.6129,300.1234,300.4246,301.54
3.5,0000 1 Feb 2017,300.7021,299.0171,300.1097,301.7678
4.5,0000 1 Feb 2017,300.5307,297.776,299.4855,301.8405
5.5,0000 1 Feb 2017,300.191,296.8928,298.8641,301.7738
6.5,0000 1 Feb 2017,299.8623,296.4368,298.4846,301.6577
7.5,0000 1 Feb 2017,299.6911,296.3929,298.3818,301.6124
8.5,0000 1 Feb 2017,299.6895,296.7093,298.4887,301.6122
9.5,0000 1 Feb 2017,299.7084,297.2831,298.6648,301.5699
10.5,0000 1 Feb 2017,299.6819,298.0457,298.8598,301.4168
1.5,0000 1 Mar 2017,300.959,300.6669,300.8626,301.772
2.5,0000 1 Mar 2017,301.021,299.4935,300.4793,301.9985
3.5,0000 1 Mar 2017,300.7495,298.1987,299.754,302.0583
4.5,0000 1 Mar 2017,300.3388,297.2375,299.0503,301.9652
5.5,0000 1 Mar 2017,299.9832,296.7529,298.6399,301.8405
6.5,0000 1 Mar 2017,299.8062,296.682,298.5289,301.7906
7.5,0000 1 Mar 2017,299.8248,296.9691,298.6617,301.8076
8.5,0000 1 Mar 2017,299.8715,297.4952,298.8564,301.7707
9.5,0000 1 Mar 2017,299.8702,298.1935,299.0693,301.6136
10.5,0000 1 Mar 2017,299.8826,299.0416,299.3423,301.3997
1.5,0000 1 Apr 2017,301.0534,299.2738,300.6086,301.9199
2.5,0000 1 Apr 2017,300.7372,298.0356,299.7811,302
3.5,0000 1 Apr 2017,300.2957,297.0719,299.0024,301.9291
4.5,0000 1 Apr 2017,299.9252,296.5834,298.5631,301.794
5.5,0000 1 Apr 2017,299.7218,296.5316,298.4475,301.71
6.5,0000 1 Apr 2017,299.6827,296.854,298.5405,301.6753
7.5,0000 1 Apr 2017,299.6959,297.3809,298.6883,301.6248
8.5,0000 1 Apr 2017,299.6758,298.1049,298.8818,301.4682
9.5,0000 1 Apr 2017,299.7153,298.9727,299.1966,301.2715
10.5,0000 1 Apr 2017,299.8781,299.7885,299.5851,301.1483
1.5,0000 1 May 2017,300.8844,298.0179,299.9164,302.1567
2.5,0000 1 May 2017,300.4554,297.2245,299.2141,302.1088
3.5,0000 1 May 2017,300.1157,296.7706,298.7681,302.0215
4.5,0000 1 May 2017,299.9494,296.7296,298.6548,301.968
5.5,0000 1 May 2017,299.944,297.0729,298.7847,301.9506
6.5,0000 1 May 2017,299.9918,297.609,298.9762,301.9136
7.5,0000 1 May 2017,300.0203,298.2961,299.2015,301.7683
8.5,0000 1 May 2017,300.0457,299.0921,299.4623,301.5766
9.5,0000 1 May 2017,300.1635,299.8426,299.8113,301.421
10.5,0000 1 May 2017,300.4042,300.156,300.1656,301.4154
1.5,0000 1 Jun 2017,300.2366,296.6511,298.9028,302.0474
2.5,0000 1 Jun 2017,299.7209,296.3954,298.3662,301.819
3.5,0000 1 Jun 2017,299.4903,296.425,298.2186,301.6479
4.5,0000 1 Jun 2017,299.4383,296.7887,298.3206,301.5188
5.5,0000 1 Jun 2017,299.4293,297.3512,298.491,301.4135
6.5,0000 1 Jun 2017,299.4193,298.0842,298.6932,301.27
7.5,0000 1 Jun 2017,299.4775,298.9388,299.0094,301.1321
8.5,0000 1 Jun 2017,299.7114,299.7559,299.4511,301.0819
9.5,0000 1 Jun 2017,300.0641,300.184,299.9175,301.1714
