L,M,MON,LDC_SST_GEM52_NEMO
9.5,5,0000 1 Jun 2007,297.6126
10.5,5,0000 1 Jun 2007,297.7677
1.5,6,0000 1 Jun 2007,297.9353
2.5,6,0000 1 Jun 2007,296.6776
3.5,6,0000 1 Jun 2007,296.0753
4.5,6,0000 1 Jun 2007,295.8681
5.5,6,0000 1 Jun 2007,295.7947
6.5,6,0000 1 Jun 2007,295.9891
7.5,6,0000 1 Jun 2007,296.3368
8.5,6,0000 1 Jun 2007,296.8521
9.5,6,0000 1 Jun 2007,297.2245
10.5,6,0000 1 Jun 2007,297.5527
1.5,7,0000 1 Jun 2007,298.3
2.5,7,0000 1 Jun 2007,297.6238
3.5,7,0000 1 Jun 2007,297.4602
4.5,7,0000 1 Jun 2007,297.3034
5.5,7,0000 1 Jun 2007,297.0715
6.5,7,0000 1 Jun 2007,297.0651
7.5,7,0000 1 Jun 2007,297.2477
8.5,7,0000 1 Jun 2007,297.5361
9.5,7,0000 1 Jun 2007,297.7202
10.5,7,0000 1 Jun 2007,297.8383
1.5,8,0000 1 Jun 2007,298.1465
2.5,8,0000 1 Jun 2007,297.2329
3.5,8,0000 1 Jun 2007,297.084
4.5,8,0000 1 Jun 2007,297.0398
5.5,8,0000 1 Jun 2007,297.1394
6.5,8,0000 1 Jun 2007,297.2387
7.5,8,0000 1 Jun 2007,297.448
8.5,8,0000 1 Jun 2007,297.7084
9.5,8,0000 1 Jun 2007,297.9443
10.5,8,0000 1 Jun 2007,298.1326
1.5,9,0000 1 Jun 2007,297.906
2.5,9,0000 1 Jun 2007,296.7784
3.5,9,0000 1 Jun 2007,296.442
4.5,9,0000 1 Jun 2007,296.4561
5.5,9,0000 1 Jun 2007,296.4689
6.5,9,0000 1 Jun 2007,296.5318
7.5,9,0000 1 Jun 2007,296.7328
8.5,9,0000 1 Jun 2007,297.2238
9.5,9,0000 1 Jun 2007,297.6052
10.5,9,0000 1 Jun 2007,297.8187
1.5,10,0000 1 Jun 2007,298.0857
2.5,10,0000 1 Jun 2007,297.0675
3.5,10,0000 1 Jun 2007,296.8118
4.5,10,0000 1 Jun 2007,296.6382
5.5,10,0000 1 Jun 2007,296.7199
6.5,10,0000 1 Jun 2007,296.8772
7.5,10,0000 1 Jun 2007,297.1696
8.5,10,0000 1 Jun 2007,297.4264
9.5,10,0000 1 Jun 2007,297.7384
10.5,10,0000 1 Jun 2007,298.0026
1.5,11,0000 1 Jun 2007,298.2222
2.5,11,0000 1 Jun 2007,297.4938
3.5,11,0000 1 Jun 2007,297.4023
4.5,11,0000 1 Jun 2007,297.3661
5.5,11,0000 1 Jun 2007,297.3404
6.5,11,0000 1 Jun 2007,297.3068
7.5,11,0000 1 Jun 2007,297.3596
8.5,11,0000 1 Jun 2007,297.4706
9.5,11,0000 1 Jun 2007,297.6423
10.5,11,0000 1 Jun 2007,297.7884
1.5,12,0000 1 Jun 2007,297.9534
2.5,12,0000 1 Jun 2007,297.1498
3.5,12,0000 1 Jun 2007,297.0743
4.5,12,0000 1 Jun 2007,297.2563
5.5,12,0000 1 Jun 2007,297.417
6.5,12,0000 1 Jun 2007,297.4584
7.5,12,0000 1 Jun 2007,297.5913
8.5,12,0000 1 Jun 2007,297.907
9.5,12,0000 1 Jun 2007,298.1886
10.5,12,0000 1 Jun 2007,298.2716
1.5,13,0000 1 Jun 2007,298.2205
2.5,13,0000 1 Jun 2007,297.5145
3.5,13,0000 1 Jun 2007,297.4663
4.5,13,0000 1 Jun 2007,297.3948
5.5,13,0000 1 Jun 2007,297.261
6.5,13,0000 1 Jun 2007,297.1856
7.5,13,0000 1 Jun 2007,297.3352
8.5,13,0000 1 Jun 2007,297.585
9.5,13,0000 1 Jun 2007,297.8688
10.5,13,0000 1 Jun 2007,297.8026
1.5,14,0000 1 Jun 2007,298.1275
2.5,14,0000 1 Jun 2007,297.5277
3.5,14,0000 1 Jun 2007,297.4107
4.5,14,0000 1 Jun 2007,297.2931
5.5,14,0000 1 Jun 2007,297.1815
6.5,14,0000 1 Jun 2007,297.1051
7.5,14,0000 1 Jun 2007,297.2401
8.5,14,0000 1 Jun 2007,297.4106
9.5,14,0000 1 Jun 2007,297.6894
10.5,14,0000 1 Jun 2007,297.8199
1.5,15,0000 1 Jun 2007,298.1559
2.5,15,0000 1 Jun 2007,297.386
3.5,15,0000 1 Jun 2007,297.2537
4.5,15,0000 1 Jun 2007,297.2508
5.5,15,0000 1 Jun 2007,297.2226
6.5,15,0000 1 Jun 2007,297.2659
7.5,15,0000 1 Jun 2007,297.3201
8.5,15,0000 1 Jun 2007,297.4984
9.5,15,0000 1 Jun 2007,297.7495
10.5,15,0000 1 Jun 2007,297.9631
1.5,16,0000 1 Jun 2007,298.0534
2.5,16,0000 1 Jun 2007,297.0286
3.5,16,0000 1 Jun 2007,296.5552
4.5,16,0000 1 Jun 2007,296.4791
5.5,16,0000 1 Jun 2007,296.5049
6.5,16,0000 1 Jun 2007,296.5991
7.5,16,0000 1 Jun 2007,296.8237
8.5,16,0000 1 Jun 2007,297.1851
9.5,16,0000 1 Jun 2007,297.5792
10.5,16,0000 1 Jun 2007,297.7807
1.5,17,0000 1 Jun 2007,298.1881
2.5,17,0000 1 Jun 2007,297.6265
3.5,17,0000 1 Jun 2007,297.6696
4.5,17,0000 1 Jun 2007,297.7065
5.5,17,0000 1 Jun 2007,297.6123
6.5,17,0000 1 Jun 2007,297.6321
7.5,17,0000 1 Jun 2007,297.7945
8.5,17,0000 1 Jun 2007,298.002
9.5,17,0000 1 Jun 2007,298.24
10.5,17,0000 1 Jun 2007,298.3159
1.5,18,0000 1 Jun 2007,298.3501
2.5,18,0000 1 Jun 2007,297.6207
3.5,18,0000 1 Jun 2007,297.525
4.5,18,0000 1 Jun 2007,297.592
5.5,18,0000 1 Jun 2007,297.5249
6.5,18,0000 1 Jun 2007,297.4901
7.5,18,0000 1 Jun 2007,297.497
8.5,18,0000 1 Jun 2007,297.5818
9.5,18,0000 1 Jun 2007,297.5976
10.5,18,0000 1 Jun 2007,297.665
1.5,19,0000 1 Jun 2007,298.0873
2.5,19,0000 1 Jun 2007,297.3037
3.5,19,0000 1 Jun 2007,297.2061
4.5,19,0000 1 Jun 2007,297.17
5.5,19,0000 1 Jun 2007,297.0168
6.5,19,0000 1 Jun 2007,296.8107
7.5,19,0000 1 Jun 2007,296.8382
8.5,19,0000 1 Jun 2007,297.1559
9.5,19,0000 1 Jun 2007,297.5091
10.5,19,0000 1 Jun 2007,297.7033
1.5,20,0000 1 Jun 2007,297.9899
2.5,20,0000 1 Jun 2007,297.1428
3.5,20,0000 1 Jun 2007,297.015
4.5,20,0000 1 Jun 2007,296.9984
5.5,20,0000 1 Jun 2007,296.92
6.5,20,0000 1 Jun 2007,296.8187
7.5,20,0000 1 Jun 2007,296.9001
8.5,20,0000 1 Jun 2007,297.3212
9.5,20,0000 1 Jun 2007,297.8318
10.5,20,0000 1 Jun 2007,298.059
1.5,1,0000 1 Jul 2007,297.9966
2.5,1,0000 1 Jul 2007,297.2708
3.5,1,0000 1 Jul 2007,297.1252
4.5,1,0000 1 Jul 2007,297.1302
5.5,1,0000 1 Jul 2007,297.1891
6.5,1,0000 1 Jul 2007,297.309
7.5,1,0000 1 Jul 2007,297.5382
8.5,1,0000 1 Jul 2007,297.854
9.5,1,0000 1 Jul 2007,298.1126
10.5,1,0000 1 Jul 2007,298.3166
1.5,2,0000 1 Jul 2007,298.0834
2.5,2,0000 1 Jul 2007,297.4888
3.5,2,0000 1 Jul 2007,297.5158
4.5,2,0000 1 Jul 2007,297.6485
5.5,2,0000 1 Jul 2007,297.7119
6.5,2,0000 1 Jul 2007,297.7845
7.5,2,0000 1 Jul 2007,298.0144
8.5,2,0000 1 Jul 2007,298.2328
9.5,2,0000 1 Jul 2007,298.3233
10.5,2,0000 1 Jul 2007,298.1362
1.5,3,0000 1 Jul 2007,298.4682
2.5,3,0000 1 Jul 2007,297.937
3.5,3,0000 1 Jul 2007,297.9479
4.5,3,0000 1 Jul 2007,297.9526
5.5,3,0000 1 Jul 2007,297.849
6.5,3,0000 1 Jul 2007,297.6306
7.5,3,0000 1 Jul 2007,297.7003
8.5,3,0000 1 Jul 2007,297.9761
9.5,3,0000 1 Jul 2007,298.237
10.5,3,0000 1 Jul 2007,298.1742
1.5,4,0000 1 Jul 2007,297.8189
2.5,4,0000 1 Jul 2007,297.0271
3.5,4,0000 1 Jul 2007,296.8552
4.5,4,0000 1 Jul 2007,297.0974
5.5,4,0000 1 Jul 2007,297.2398
6.5,4,0000 1 Jul 2007,297.3931
7.5,4,0000 1 Jul 2007,297.708
8.5,4,0000 1 Jul 2007,298.0844
9.5,4,0000 1 Jul 2007,298.2896
10.5,4,0000 1 Jul 2007,298.1788
1.5,5,0000 1 Jul 2007,298.2245
2.5,5,0000 1 Jul 2007,297.7286
3.5,5,0000 1 Jul 2007,297.6835
4.5,5,0000 1 Jul 2007,297.6957
5.5,5,0000 1 Jul 2007,297.6757
6.5,5,0000 1 Jul 2007,297.7914
7.5,5,0000 1 Jul 2007,298.1364
8.5,5,0000 1 Jul 2007,298.5974
9.5,5,0000 1 Jul 2007,298.9403
10.5,5,0000 1 Jul 2007,299.0614
1.5,6,0000 1 Jul 2007,298.5583
2.5,6,0000 1 Jul 2007,297.9678
3.5,6,0000 1 Jul 2007,297.7128
4.5,6,0000 1 Jul 2007,297.5915
5.5,6,0000 1 Jul 2007,297.553
6.5,6,0000 1 Jul 2007,297.6355
7.5,6,0000 1 Jul 2007,297.8618
8.5,6,0000 1 Jul 2007,298.1517
9.5,6,0000 1 Jul 2007,298.2556
10.5,6,0000 1 Jul 2007,298.1078
1.5,7,0000 1 Jul 2007,298.4421
2.5,7,0000 1 Jul 2007,297.9702
3.5,7,0000 1 Jul 2007,298.0333
4.5,7,0000 1 Jul 2007,298.1443
5.5,7,0000 1 Jul 2007,298.0992
6.5,7,0000 1 Jul 2007,298.0453
7.5,7,0000 1 Jul 2007,298.083
8.5,7,0000 1 Jul 2007,298.2083
9.5,7,0000 1 Jul 2007,298.0771
10.5,7,0000 1 Jul 2007,297.7704
1.5,8,0000 1 Jul 2007,298.8572
2.5,8,0000 1 Jul 2007,298.5511
3.5,8,0000 1 Jul 2007,298.6059
4.5,8,0000 1 Jul 2007,298.652
5.5,8,0000 1 Jul 2007,298.5666
6.5,8,0000 1 Jul 2007,298.5719
7.5,8,0000 1 Jul 2007,298.5648
8.5,8,0000 1 Jul 2007,298.7049
9.5,8,0000 1 Jul 2007,298.7259
10.5,8,0000 1 Jul 2007,298.6614
1.5,9,0000 1 Jul 2007,298.1749
2.5,9,0000 1 Jul 2007,297.3024
3.5,9,0000 1 Jul 2007,296.9266
4.5,9,0000 1 Jul 2007,296.9317
5.5,9,0000 1 Jul 2007,297.0056
6.5,9,0000 1 Jul 2007,297.2173
7.5,9,0000 1 Jul 2007,297.5197
8.5,9,0000 1 Jul 2007,297.9219
9.5,9,0000 1 Jul 2007,298.1192
10.5,9,0000 1 Jul 2007,298.1409
1.5,10,0000 1 Jul 2007,298.3556
2.5,10,0000 1 Jul 2007,297.7335
3.5,10,0000 1 Jul 2007,297.5065
4.5,10,0000 1 Jul 2007,297.4442
5.5,10,0000 1 Jul 2007,297.478
6.5,10,0000 1 Jul 2007,297.6672
7.5,10,0000 1 Jul 2007,297.8665
8.5,10,0000 1 Jul 2007,298.0656
9.5,10,0000 1 Jul 2007,298.2282
10.5,10,0000 1 Jul 2007,298.2568
1.5,11,0000 1 Jul 2007,298.18
2.5,11,0000 1 Jul 2007,297.5874
3.5,11,0000 1 Jul 2007,297.5686
4.5,11,0000 1 Jul 2007,297.7042
5.5,11,0000 1 Jul 2007,297.7547
6.5,11,0000 1 Jul 2007,297.8565
7.5,11,0000 1 Jul 2007,298.0441
8.5,11,0000 1 Jul 2007,298.2267
9.5,11,0000 1 Jul 2007,298.351
10.5,11,0000 1 Jul 2007,298.3775
1.5,12,0000 1 Jul 2007,298.6385
2.5,12,0000 1 Jul 2007,297.9704
3.5,12,0000 1 Jul 2007,297.569
4.5,12,0000 1 Jul 2007,297.359
5.5,12,0000 1 Jul 2007,297.2993
6.5,12,0000 1 Jul 2007,297.3064
7.5,12,0000 1 Jul 2007,297.4073
8.5,12,0000 1 Jul 2007,297.4797
9.5,12,0000 1 Jul 2007,297.5513
10.5,12,0000 1 Jul 2007,297.4585
1.5,13,0000 1 Jul 2007,298.3033
2.5,13,0000 1 Jul 2007,297.9518
3.5,13,0000 1 Jul 2007,297.9135
4.5,13,0000 1 Jul 2007,297.867
5.5,13,0000 1 Jul 2007,297.9181
6.5,13,0000 1 Jul 2007,298.0946
7.5,13,0000 1 Jul 2007,298.3099
8.5,13,0000 1 Jul 2007,298.5316
9.5,13,0000 1 Jul 2007,298.6143
10.5,13,0000 1 Jul 2007,298.6395
1.5,14,0000 1 Jul 2007,298.0685
2.5,14,0000 1 Jul 2007,297.3765
3.5,14,0000 1 Jul 2007,297.18
4.5,14,0000 1 Jul 2007,297.0849
5.5,14,0000 1 Jul 2007,296.96
6.5,14,0000 1 Jul 2007,297.0957
7.5,14,0000 1 Jul 2007,297.3224
8.5,14,0000 1 Jul 2007,297.6733
9.5,14,0000 1 Jul 2007,297.7456
10.5,14,0000 1 Jul 2007,297.7255
1.5,15,0000 1 Jul 2007,298.5653
2.5,15,0000 1 Jul 2007,298.0724
3.5,15,0000 1 Jul 2007,297.9214
4.5,15,0000 1 Jul 2007,297.9438
5.5,15,0000 1 Jul 2007,298.1062
6.5,15,0000 1 Jul 2007,298.2338
7.5,15,0000 1 Jul 2007,298.4522
8.5,15,0000 1 Jul 2007,298.7238
9.5,15,0000 1 Jul 2007,298.8941
10.5,15,0000 1 Jul 2007,298.7998
1.5,16,0000 1 Jul 2007,298.5179
2.5,16,0000 1 Jul 2007,297.882
3.5,16,0000 1 Jul 2007,297.4982
4.5,16,0000 1 Jul 2007,297.2296
5.5,16,0000 1 Jul 2007,297.185
6.5,16,0000 1 Jul 2007,297.2332
7.5,16,0000 1 Jul 2007,297.4747
8.5,16,0000 1 Jul 2007,297.7542
9.5,16,0000 1 Jul 2007,297.9534
10.5,16,0000 1 Jul 2007,297.8723
1.5,17,0000 1 Jul 2007,297.8938
2.5,17,0000 1 Jul 2007,297.3522
3.5,17,0000 1 Jul 2007,297.2865
4.5,17,0000 1 Jul 2007,297.1881
5.5,17,0000 1 Jul 2007,297.0845
6.5,17,0000 1 Jul 2007,297.0219
7.5,17,0000 1 Jul 2007,297.0089
8.5,17,0000 1 Jul 2007,297.2498
9.5,17,0000 1 Jul 2007,297.4259
10.5,17,0000 1 Jul 2007,297.5921
1.5,18,0000 1 Jul 2007,298.1667
2.5,18,0000 1 Jul 2007,297.6341
3.5,18,0000 1 Jul 2007,297.5268
4.5,18,0000 1 Jul 2007,297.5942
5.5,18,0000 1 Jul 2007,297.738
6.5,18,0000 1 Jul 2007,297.9413
7.5,18,0000 1 Jul 2007,298.1667
8.5,18,0000 1 Jul 2007,298.3541
9.5,18,0000 1 Jul 2007,298.4497
10.5,18,0000 1 Jul 2007,298.4346
1.5,19,0000 1 Jul 2007,298.2888
2.5,19,0000 1 Jul 2007,297.8631
3.5,19,0000 1 Jul 2007,297.7437
4.5,19,0000 1 Jul 2007,297.6609
5.5,19,0000 1 Jul 2007,297.5166
6.5,19,0000 1 Jul 2007,297.531
7.5,19,0000 1 Jul 2007,297.6412
8.5,19,0000 1 Jul 2007,297.8548
9.5,19,0000 1 Jul 2007,297.8833
10.5,19,0000 1 Jul 2007,297.8859
1.5,20,0000 1 Jul 2007,298.6379
2.5,20,0000 1 Jul 2007,298.0924
3.5,20,0000 1 Jul 2007,297.9003
4.5,20,0000 1 Jul 2007,297.8351
5.5,20,0000 1 Jul 2007,297.8322
6.5,20,0000 1 Jul 2007,297.7824
7.5,20,0000 1 Jul 2007,297.8554
8.5,20,0000 1 Jul 2007,298.1584
9.5,20,0000 1 Jul 2007,298.4065
10.5,20,0000 1 Jul 2007,298.3739
1.5,1,0000 1 Aug 2007,297.3764
2.5,1,0000 1 Aug 2007,296.8336
3.5,1,0000 1 Aug 2007,296.963
4.5,1,0000 1 Aug 2007,297.141
5.5,1,0000 1 Aug 2007,297.3762
6.5,1,0000 1 Aug 2007,297.7088
7.5,1,0000 1 Aug 2007,297.9518
8.5,1,0000 1 Aug 2007,297.8683
9.5,1,0000 1 Aug 2007,297.5355
10.5,1,0000 1 Aug 2007,297.1224
1.5,2,0000 1 Aug 2007,297.8094
2.5,2,0000 1 Aug 2007,297.5308
3.5,2,0000 1 Aug 2007,297.5703
4.5,2,0000 1 Aug 2007,297.5647
5.5,2,0000 1 Aug 2007,297.577
6.5,2,0000 1 Aug 2007,297.7321
7.5,2,0000 1 Aug 2007,297.9762
8.5,2,0000 1 Aug 2007,298.1617
9.5,2,0000 1 Aug 2007,298.1609
10.5,2,0000 1 Aug 2007,297.973
1.5,3,0000 1 Aug 2007,297.635
2.5,3,0000 1 Aug 2007,297.257
3.5,3,0000 1 Aug 2007,297.305
4.5,3,0000 1 Aug 2007,297.2476
5.5,3,0000 1 Aug 2007,297.321
6.5,3,0000 1 Aug 2007,297.4209
7.5,3,0000 1 Aug 2007,297.4925
8.5,3,0000 1 Aug 2007,297.4843
9.5,3,0000 1 Aug 2007,297.3297
10.5,3,0000 1 Aug 2007,297.0968
1.5,4,0000 1 Aug 2007,297.7737
2.5,4,0000 1 Aug 2007,297.4802
3.5,4,0000 1 Aug 2007,297.5645
4.5,4,0000 1 Aug 2007,297.6245
5.5,4,0000 1 Aug 2007,297.8093
6.5,4,0000 1 Aug 2007,298.0358
7.5,4,0000 1 Aug 2007,298.2318
8.5,4,0000 1 Aug 2007,298.3915
9.5,4,0000 1 Aug 2007,298.3742
10.5,4,0000 1 Aug 2007,298.2619
1.5,5,0000 1 Aug 2007,297.5341
2.5,5,0000 1 Aug 2007,297.371
3.5,5,0000 1 Aug 2007,297.654
4.5,5,0000 1 Aug 2007,297.8591
5.5,5,0000 1 Aug 2007,297.905
6.5,5,0000 1 Aug 2007,298.0135
7.5,5,0000 1 Aug 2007,298.2343
8.5,5,0000 1 Aug 2007,298.5044
9.5,5,0000 1 Aug 2007,298.6011
10.5,5,0000 1 Aug 2007,298.5718
1.5,6,0000 1 Aug 2007,297.942
2.5,6,0000 1 Aug 2007,297.7931
3.5,6,0000 1 Aug 2007,297.9917
4.5,6,0000 1 Aug 2007,298.0117
5.5,6,0000 1 Aug 2007,298.0287
6.5,6,0000 1 Aug 2007,298.1522
7.5,6,0000 1 Aug 2007,298.3457
8.5,6,0000 1 Aug 2007,298.4685
9.5,6,0000 1 Aug 2007,298.5725
10.5,6,0000 1 Aug 2007,298.5867
1.5,7,0000 1 Aug 2007,297.8972
2.5,7,0000 1 Aug 2007,297.6724
3.5,7,0000 1 Aug 2007,297.7185
4.5,7,0000 1 Aug 2007,297.6947
5.5,7,0000 1 Aug 2007,297.7567
6.5,7,0000 1 Aug 2007,298.0954
7.5,7,0000 1 Aug 2007,298.5219
8.5,7,0000 1 Aug 2007,298.7623
9.5,7,0000 1 Aug 2007,298.6156
10.5,7,0000 1 Aug 2007,298.2272
1.5,8,0000 1 Aug 2007,297.8444
2.5,8,0000 1 Aug 2007,297.5487
3.5,8,0000 1 Aug 2007,297.6099
4.5,8,0000 1 Aug 2007,297.6122
5.5,8,0000 1 Aug 2007,297.7177
6.5,8,0000 1 Aug 2007,297.9624
7.5,8,0000 1 Aug 2007,298.2911
8.5,8,0000 1 Aug 2007,298.5525
9.5,8,0000 1 Aug 2007,298.5363
10.5,8,0000 1 Aug 2007,298.1761
1.5,9,0000 1 Aug 2007,297.8426
2.5,9,0000 1 Aug 2007,297.4219
3.5,9,0000 1 Aug 2007,297.453
4.5,9,0000 1 Aug 2007,297.5889
5.5,9,0000 1 Aug 2007,297.7491
6.5,9,0000 1 Aug 2007,297.9674
7.5,9,0000 1 Aug 2007,298.1606
8.5,9,0000 1 Aug 2007,298.2802
9.5,9,0000 1 Aug 2007,298.2381
10.5,9,0000 1 Aug 2007,297.9812
1.5,10,0000 1 Aug 2007,297.803
2.5,10,0000 1 Aug 2007,297.3183
3.5,10,0000 1 Aug 2007,297.2331
4.5,10,0000 1 Aug 2007,297.2547
5.5,10,0000 1 Aug 2007,297.4036
6.5,10,0000 1 Aug 2007,297.5885
7.5,10,0000 1 Aug 2007,297.8001
8.5,10,0000 1 Aug 2007,297.8633
9.5,10,0000 1 Aug 2007,297.8117
10.5,10,0000 1 Aug 2007,297.5693
1.5,11,0000 1 Aug 2007,297.7447
2.5,11,0000 1 Aug 2007,297.4625
3.5,11,0000 1 Aug 2007,297.3948
4.5,11,0000 1 Aug 2007,297.3206
5.5,11,0000 1 Aug 2007,297.4881
6.5,11,0000 1 Aug 2007,297.881
7.5,11,0000 1 Aug 2007,298.2751
8.5,11,0000 1 Aug 2007,298.514
9.5,11,0000 1 Aug 2007,298.4638
10.5,11,0000 1 Aug 2007,298.0979
1.5,12,0000 1 Aug 2007,297.5705
2.5,12,0000 1 Aug 2007,297.3575
3.5,12,0000 1 Aug 2007,297.3935
4.5,12,0000 1 Aug 2007,297.3182
5.5,12,0000 1 Aug 2007,297.3787
6.5,12,0000 1 Aug 2007,297.5353
7.5,12,0000 1 Aug 2007,297.7159
8.5,12,0000 1 Aug 2007,297.8451
9.5,12,0000 1 Aug 2007,297.8652
10.5,12,0000 1 Aug 2007,297.6825
1.5,13,0000 1 Aug 2007,297.5031
2.5,13,0000 1 Aug 2007,297.2661
3.5,13,0000 1 Aug 2007,297.3148
4.5,13,0000 1 Aug 2007,297.3527
5.5,13,0000 1 Aug 2007,297.4991
6.5,13,0000 1 Aug 2007,297.7562
7.5,13,0000 1 Aug 2007,298.0702
8.5,13,0000 1 Aug 2007,298.2053
9.5,13,0000 1 Aug 2007,298.1429
10.5,13,0000 1 Aug 2007,297.7497
1.5,14,0000 1 Aug 2007,297.8119
2.5,14,0000 1 Aug 2007,297.6203
3.5,14,0000 1 Aug 2007,297.6011
4.5,14,0000 1 Aug 2007,297.4775
5.5,14,0000 1 Aug 2007,297.3466
6.5,14,0000 1 Aug 2007,297.3116
7.5,14,0000 1 Aug 2007,297.5107
8.5,14,0000 1 Aug 2007,297.6808
9.5,14,0000 1 Aug 2007,297.8141
10.5,14,0000 1 Aug 2007,297.7043
1.5,15,0000 1 Aug 2007,297.4221
2.5,15,0000 1 Aug 2007,297.1767
3.5,15,0000 1 Aug 2007,297.2357
4.5,15,0000 1 Aug 2007,297.3965
5.5,15,0000 1 Aug 2007,297.517
6.5,15,0000 1 Aug 2007,297.6986
7.5,15,0000 1 Aug 2007,297.8728
8.5,15,0000 1 Aug 2007,298.0517
9.5,15,0000 1 Aug 2007,297.9443
10.5,15,0000 1 Aug 2007,297.5227
1.5,16,0000 1 Aug 2007,297.9313
2.5,16,0000 1 Aug 2007,297.7619
3.5,16,0000 1 Aug 2007,297.7856
4.5,16,0000 1 Aug 2007,297.7672
5.5,16,0000 1 Aug 2007,297.8003
6.5,16,0000 1 Aug 2007,297.9697
7.5,16,0000 1 Aug 2007,298.0637
8.5,16,0000 1 Aug 2007,298.1205
9.5,16,0000 1 Aug 2007,297.9817
10.5,16,0000 1 Aug 2007,297.6424
1.5,17,0000 1 Aug 2007,297.4995
2.5,17,0000 1 Aug 2007,297.2508
3.5,17,0000 1 Aug 2007,297.171
4.5,17,0000 1 Aug 2007,297.1472
5.5,17,0000 1 Aug 2007,297.1906
6.5,17,0000 1 Aug 2007,297.4601
7.5,17,0000 1 Aug 2007,297.7229
8.5,17,0000 1 Aug 2007,297.915
9.5,17,0000 1 Aug 2007,297.8748
10.5,17,0000 1 Aug 2007,297.5704
1.5,18,0000 1 Aug 2007,297.8669
2.5,18,0000 1 Aug 2007,297.702
3.5,18,0000 1 Aug 2007,297.6818
4.5,18,0000 1 Aug 2007,297.5606
5.5,18,0000 1 Aug 2007,297.4498
6.5,18,0000 1 Aug 2007,297.5132
7.5,18,0000 1 Aug 2007,297.5741
8.5,18,0000 1 Aug 2007,297.6263
9.5,18,0000 1 Aug 2007,297.4375
10.5,18,0000 1 Aug 2007,297.1171
1.5,19,0000 1 Aug 2007,297.6491
2.5,19,0000 1 Aug 2007,297.3106
3.5,19,0000 1 Aug 2007,297.2682
4.5,19,0000 1 Aug 2007,297.2118
5.5,19,0000 1 Aug 2007,297.2758
6.5,19,0000 1 Aug 2007,297.5605
7.5,19,0000 1 Aug 2007,298.0255
8.5,19,0000 1 Aug 2007,298.198
9.5,19,0000 1 Aug 2007,298.0317
10.5,19,0000 1 Aug 2007,297.5789
1.5,20,0000 1 Aug 2007,297.6812
2.5,20,0000 1 Aug 2007,297.5389
3.5,20,0000 1 Aug 2007,297.6658
4.5,20,0000 1 Aug 2007,297.733
5.5,20,0000 1 Aug 2007,297.7978
6.5,20,0000 1 Aug 2007,297.9728
7.5,20,0000 1 Aug 2007,298.063
8.5,20,0000 1 Aug 2007,298.1665
9.5,20,0000 1 Aug 2007,298.0755
10.5,20,0000 1 Aug 2007,297.9328
1.5,1,0000 1 Sep 2007,297.2753
2.5,1,0000 1 Sep 2007,297.0157
3.5,1,0000 1 Sep 2007,297.1031
4.5,1,0000 1 Sep 2007,297.2401
5.5,1,0000 1 Sep 2007,297.5177
6.5,1,0000 1 Sep 2007,297.8647
7.5,1,0000 1 Sep 2007,298.0167
8.5,1,0000 1 Sep 2007,297.8424
9.5,1,0000 1 Sep 2007,297.4315
10.5,1,0000 1 Sep 2007,296.9925
1.5,2,0000 1 Sep 2007,297.3329
2.5,2,0000 1 Sep 2007,296.9613
3.5,2,0000 1 Sep 2007,297.0483
4.5,2,0000 1 Sep 2007,297.1793
5.5,2,0000 1 Sep 2007,297.4687
6.5,2,0000 1 Sep 2007,297.6808
7.5,2,0000 1 Sep 2007,297.6847
8.5,2,0000 1 Sep 2007,297.4901
9.5,2,0000 1 Sep 2007,297.1996
10.5,2,0000 1 Sep 2007,296.95
1.5,3,0000 1 Sep 2007,297.1685
2.5,3,0000 1 Sep 2007,296.7211
3.5,3,0000 1 Sep 2007,296.6511
4.5,3,0000 1 Sep 2007,296.7849
5.5,3,0000 1 Sep 2007,296.8573
6.5,3,0000 1 Sep 2007,297.1037
7.5,3,0000 1 Sep 2007,297.1269
8.5,3,0000 1 Sep 2007,297.0414
9.5,3,0000 1 Sep 2007,296.7083
10.5,3,0000 1 Sep 2007,296.3875
1.5,4,0000 1 Sep 2007,296.9254
2.5,4,0000 1 Sep 2007,296.4811
3.5,4,0000 1 Sep 2007,296.4974
4.5,4,0000 1 Sep 2007,296.629
5.5,4,0000 1 Sep 2007,296.9134
6.5,4,0000 1 Sep 2007,297.4116
7.5,4,0000 1 Sep 2007,297.7284
8.5,4,0000 1 Sep 2007,297.8797
9.5,4,0000 1 Sep 2007,297.6459
10.5,4,0000 1 Sep 2007,297.2836
1.5,5,0000 1 Sep 2007,297.355
2.5,5,0000 1 Sep 2007,296.958
3.5,5,0000 1 Sep 2007,296.8549
4.5,5,0000 1 Sep 2007,296.8765
5.5,5,0000 1 Sep 2007,297.0345
6.5,5,0000 1 Sep 2007,297.3457
7.5,5,0000 1 Sep 2007,297.5708
8.5,5,0000 1 Sep 2007,297.6796
9.5,5,0000 1 Sep 2007,297.5602
10.5,5,0000 1 Sep 2007,297.2947
1.5,6,0000 1 Sep 2007,297.2858
2.5,6,0000 1 Sep 2007,296.924
3.5,6,0000 1 Sep 2007,296.9549
4.5,6,0000 1 Sep 2007,297.0999
5.5,6,0000 1 Sep 2007,297.2534
6.5,6,0000 1 Sep 2007,297.341
7.5,6,0000 1 Sep 2007,297.4594
8.5,6,0000 1 Sep 2007,297.426
