L,M,MON,LDC_SST_GEM52_NEMO
2.5,3,0000 1 Mar 2007,299.249
3.5,3,0000 1 Mar 2007,298.7926
4.5,3,0000 1 Mar 2007,298.2423
5.5,3,0000 1 Mar 2007,297.6429
6.5,3,0000 1 Mar 2007,297.235
7.5,3,0000 1 Mar 2007,296.9601
8.5,3,0000 1 Mar 2007,296.8413
9.5,3,0000 1 Mar 2007,296.8093
10.5,3,0000 1 Mar 2007,296.8548
1.5,4,0000 1 Mar 2007,300.1071
2.5,4,0000 1 Mar 2007,299.8439
3.5,4,0000 1 Mar 2007,299.1659
4.5,4,0000 1 Mar 2007,298.2632
5.5,4,0000 1 Mar 2007,297.5707
6.5,4,0000 1 Mar 2007,297.2505
7.5,4,0000 1 Mar 2007,297.1159
8.5,4,0000 1 Mar 2007,296.9143
9.5,4,0000 1 Mar 2007,296.84
10.5,4,0000 1 Mar 2007,296.9712
1.5,5,0000 1 Mar 2007,299.5494
2.5,5,0000 1 Mar 2007,299.0317
3.5,5,0000 1 Mar 2007,298.2717
4.5,5,0000 1 Mar 2007,297.3055
5.5,5,0000 1 Mar 2007,296.5424
6.5,5,0000 1 Mar 2007,296.1718
7.5,5,0000 1 Mar 2007,296.0925
8.5,5,0000 1 Mar 2007,296.1428
9.5,5,0000 1 Mar 2007,296.2508
10.5,5,0000 1 Mar 2007,296.3643
1.5,6,0000 1 Mar 2007,299.5182
2.5,6,0000 1 Mar 2007,298.67
3.5,6,0000 1 Mar 2007,297.9156
4.5,6,0000 1 Mar 2007,297.4996
5.5,6,0000 1 Mar 2007,297.4339
6.5,6,0000 1 Mar 2007,297.3906
7.5,6,0000 1 Mar 2007,297.2359
8.5,6,0000 1 Mar 2007,297.031
9.5,6,0000 1 Mar 2007,296.9865
10.5,6,0000 1 Mar 2007,297.102
1.5,7,0000 1 Mar 2007,299.772
2.5,7,0000 1 Mar 2007,299.285
3.5,7,0000 1 Mar 2007,298.5857
4.5,7,0000 1 Mar 2007,297.7942
5.5,7,0000 1 Mar 2007,297.3024
6.5,7,0000 1 Mar 2007,297.0627
7.5,7,0000 1 Mar 2007,296.9764
8.5,7,0000 1 Mar 2007,296.9328
9.5,7,0000 1 Mar 2007,296.8963
10.5,7,0000 1 Mar 2007,296.9449
1.5,8,0000 1 Mar 2007,299.808
2.5,8,0000 1 Mar 2007,299.3651
3.5,8,0000 1 Mar 2007,298.6984
4.5,8,0000 1 Mar 2007,297.875
5.5,8,0000 1 Mar 2007,297.1052
6.5,8,0000 1 Mar 2007,296.6484
7.5,8,0000 1 Mar 2007,296.4873
8.5,8,0000 1 Mar 2007,296.5281
9.5,8,0000 1 Mar 2007,296.6816
10.5,8,0000 1 Mar 2007,296.9567
1.5,9,0000 1 Mar 2007,299.4166
2.5,9,0000 1 Mar 2007,298.8506
3.5,9,0000 1 Mar 2007,298.2296
4.5,9,0000 1 Mar 2007,297.7286
5.5,9,0000 1 Mar 2007,297.3214
6.5,9,0000 1 Mar 2007,297.0934
7.5,9,0000 1 Mar 2007,296.9444
8.5,9,0000 1 Mar 2007,296.851
9.5,9,0000 1 Mar 2007,296.8006
10.5,9,0000 1 Mar 2007,296.8066
1.5,10,0000 1 Mar 2007,299.8865
2.5,10,0000 1 Mar 2007,299.2458
3.5,10,0000 1 Mar 2007,298.4291
4.5,10,0000 1 Mar 2007,297.7108
5.5,10,0000 1 Mar 2007,297.2788
6.5,10,0000 1 Mar 2007,296.8485
7.5,10,0000 1 Mar 2007,296.4199
8.5,10,0000 1 Mar 2007,296.1915
9.5,10,0000 1 Mar 2007,296.0739
10.5,10,0000 1 Mar 2007,296.1487
1.5,11,0000 1 Mar 2007,299.1533
2.5,11,0000 1 Mar 2007,298.5298
3.5,11,0000 1 Mar 2007,297.6519
4.5,11,0000 1 Mar 2007,296.692
5.5,11,0000 1 Mar 2007,296.1112
6.5,11,0000 1 Mar 2007,295.8357
7.5,11,0000 1 Mar 2007,295.7355
8.5,11,0000 1 Mar 2007,295.6001
9.5,11,0000 1 Mar 2007,295.7754
10.5,11,0000 1 Mar 2007,296.1921
1.5,12,0000 1 Mar 2007,299.4734
2.5,12,0000 1 Mar 2007,298.9508
3.5,12,0000 1 Mar 2007,298.2679
4.5,12,0000 1 Mar 2007,297.5969
5.5,12,0000 1 Mar 2007,296.9694
6.5,12,0000 1 Mar 2007,296.6668
7.5,12,0000 1 Mar 2007,296.5699
8.5,12,0000 1 Mar 2007,296.6046
9.5,12,0000 1 Mar 2007,296.6368
10.5,12,0000 1 Mar 2007,296.8152
1.5,13,0000 1 Mar 2007,299.4122
2.5,13,0000 1 Mar 2007,298.6733
3.5,13,0000 1 Mar 2007,297.6376
4.5,13,0000 1 Mar 2007,296.7149
5.5,13,0000 1 Mar 2007,296.1508
6.5,13,0000 1 Mar 2007,296.0582
7.5,13,0000 1 Mar 2007,296.0692
8.5,13,0000 1 Mar 2007,296.1077
9.5,13,0000 1 Mar 2007,296.1659
10.5,13,0000 1 Mar 2007,296.4792
1.5,14,0000 1 Mar 2007,299.3435
2.5,14,0000 1 Mar 2007,298.5686
3.5,14,0000 1 Mar 2007,297.4745
4.5,14,0000 1 Mar 2007,296.6649
5.5,14,0000 1 Mar 2007,296.2079
6.5,14,0000 1 Mar 2007,296.0623
7.5,14,0000 1 Mar 2007,295.8881
8.5,14,0000 1 Mar 2007,295.7675
9.5,14,0000 1 Mar 2007,295.9283
10.5,14,0000 1 Mar 2007,296.2773
1.5,15,0000 1 Mar 2007,298.7877
2.5,15,0000 1 Mar 2007,298.3643
3.5,15,0000 1 Mar 2007,298.0009
4.5,15,0000 1 Mar 2007,297.4723
5.5,15,0000 1 Mar 2007,297.0186
6.5,15,0000 1 Mar 2007,296.7391
7.5,15,0000 1 Mar 2007,296.7285
8.5,15,0000 1 Mar 2007,296.6823
9.5,15,0000 1 Mar 2007,296.7761
10.5,15,0000 1 Mar 2007,297.0296
1.5,16,0000 1 Mar 2007,299.7051
2.5,16,0000 1 Mar 2007,299.3509
3.5,16,0000 1 Mar 2007,298.9024
4.5,16,0000 1 Mar 2007,298.4143
5.5,16,0000 1 Mar 2007,297.9465
6.5,16,0000 1 Mar 2007,297.6448
7.5,16,0000 1 Mar 2007,297.3511
8.5,16,0000 1 Mar 2007,297.0636
9.5,16,0000 1 Mar 2007,296.7639
10.5,16,0000 1 Mar 2007,296.5486
1.5,17,0000 1 Mar 2007,298.924
2.5,17,0000 1 Mar 2007,297.9836
3.5,17,0000 1 Mar 2007,297.2501
4.5,17,0000 1 Mar 2007,296.9926
5.5,17,0000 1 Mar 2007,296.8851
6.5,17,0000 1 Mar 2007,296.8008
7.5,17,0000 1 Mar 2007,296.7394
8.5,17,0000 1 Mar 2007,296.7601
9.5,17,0000 1 Mar 2007,296.9104
10.5,17,0000 1 Mar 2007,297.1096
1.5,18,0000 1 Mar 2007,299.6162
2.5,18,0000 1 Mar 2007,298.9587
3.5,18,0000 1 Mar 2007,297.9861
4.5,18,0000 1 Mar 2007,297.0947
5.5,18,0000 1 Mar 2007,296.3667
6.5,18,0000 1 Mar 2007,295.9624
7.5,18,0000 1 Mar 2007,295.7877
8.5,18,0000 1 Mar 2007,295.634
9.5,18,0000 1 Mar 2007,295.6916
10.5,18,0000 1 Mar 2007,295.7971
1.5,19,0000 1 Mar 2007,299.5499
2.5,19,0000 1 Mar 2007,298.9792
3.5,19,0000 1 Mar 2007,298.2005
4.5,19,0000 1 Mar 2007,297.5508
5.5,19,0000 1 Mar 2007,297.2117
6.5,19,0000 1 Mar 2007,297.05
7.5,19,0000 1 Mar 2007,296.8513
8.5,19,0000 1 Mar 2007,296.5298
9.5,19,0000 1 Mar 2007,296.428
10.5,19,0000 1 Mar 2007,296.6517
1.5,20,0000 1 Mar 2007,299.5346
2.5,20,0000 1 Mar 2007,298.857
3.5,20,0000 1 Mar 2007,297.8707
4.5,20,0000 1 Mar 2007,296.9828
5.5,20,0000 1 Mar 2007,296.3929
6.5,20,0000 1 Mar 2007,296.1497
7.5,20,0000 1 Mar 2007,296.0406
8.5,20,0000 1 Mar 2007,296.1172
9.5,20,0000 1 Mar 2007,296.357
10.5,20,0000 1 Mar 2007,296.7086
1.5,1,0000 1 Apr 2007,299.6874
2.5,1,0000 1 Apr 2007,298.9525
3.5,1,0000 1 Apr 2007,298.2382
4.5,1,0000 1 Apr 2007,297.9011
5.5,1,0000 1 Apr 2007,297.7831
6.5,1,0000 1 Apr 2007,297.7491
7.5,1,0000 1 Apr 2007,297.5227
8.5,1,0000 1 Apr 2007,297.295
9.5,1,0000 1 Apr 2007,297.1684
10.5,1,0000 1 Apr 2007,297.3481
1.5,2,0000 1 Apr 2007,299.5363
2.5,2,0000 1 Apr 2007,298.7351
3.5,2,0000 1 Apr 2007,298.0738
4.5,2,0000 1 Apr 2007,297.6557
5.5,2,0000 1 Apr 2007,297.3467
6.5,2,0000 1 Apr 2007,297.0539
7.5,2,0000 1 Apr 2007,296.8483
8.5,2,0000 1 Apr 2007,296.8669
9.5,2,0000 1 Apr 2007,296.9069
10.5,2,0000 1 Apr 2007,297.1494
1.5,3,0000 1 Apr 2007,299.5757
2.5,3,0000 1 Apr 2007,298.6681
3.5,3,0000 1 Apr 2007,297.6108
4.5,3,0000 1 Apr 2007,296.7482
5.5,3,0000 1 Apr 2007,296.3105
6.5,3,0000 1 Apr 2007,296.2021
7.5,3,0000 1 Apr 2007,296.1481
8.5,3,0000 1 Apr 2007,296.1121
9.5,3,0000 1 Apr 2007,296.2794
10.5,3,0000 1 Apr 2007,296.6044
1.5,4,0000 1 Apr 2007,299.7365
2.5,4,0000 1 Apr 2007,298.8253
3.5,4,0000 1 Apr 2007,297.986
4.5,4,0000 1 Apr 2007,297.3424
5.5,4,0000 1 Apr 2007,297.0032
6.5,4,0000 1 Apr 2007,296.7656
7.5,4,0000 1 Apr 2007,296.5922
8.5,4,0000 1 Apr 2007,296.5648
9.5,4,0000 1 Apr 2007,296.6491
10.5,4,0000 1 Apr 2007,296.7215
1.5,5,0000 1 Apr 2007,299.9048
2.5,5,0000 1 Apr 2007,299.2609
3.5,5,0000 1 Apr 2007,298.5198
4.5,5,0000 1 Apr 2007,297.7461
5.5,5,0000 1 Apr 2007,297.3488
6.5,5,0000 1 Apr 2007,297.2061
7.5,5,0000 1 Apr 2007,297.1947
8.5,5,0000 1 Apr 2007,297.1723
9.5,5,0000 1 Apr 2007,297.223
10.5,5,0000 1 Apr 2007,297.2581
1.5,6,0000 1 Apr 2007,299.7932
2.5,6,0000 1 Apr 2007,298.8907
3.5,6,0000 1 Apr 2007,297.9783
4.5,6,0000 1 Apr 2007,297.2836
5.5,6,0000 1 Apr 2007,296.9893
6.5,6,0000 1 Apr 2007,296.9861
7.5,6,0000 1 Apr 2007,296.965
8.5,6,0000 1 Apr 2007,297.0682
9.5,6,0000 1 Apr 2007,297.2305
10.5,6,0000 1 Apr 2007,297.5663
1.5,7,0000 1 Apr 2007,299.478
2.5,7,0000 1 Apr 2007,298.5585
3.5,7,0000 1 Apr 2007,297.7608
4.5,7,0000 1 Apr 2007,297.1489
5.5,7,0000 1 Apr 2007,296.8994
6.5,7,0000 1 Apr 2007,296.7086
7.5,7,0000 1 Apr 2007,296.5451
8.5,7,0000 1 Apr 2007,296.5818
9.5,7,0000 1 Apr 2007,296.7858
10.5,7,0000 1 Apr 2007,297.0845
1.5,8,0000 1 Apr 2007,299.9545
2.5,8,0000 1 Apr 2007,299.3107
3.5,8,0000 1 Apr 2007,298.5266
4.5,8,0000 1 Apr 2007,297.7715
5.5,8,0000 1 Apr 2007,297.4391
6.5,8,0000 1 Apr 2007,297.301
7.5,8,0000 1 Apr 2007,297.2424
8.5,8,0000 1 Apr 2007,297.1835
9.5,8,0000 1 Apr 2007,297.2288
10.5,8,0000 1 Apr 2007,297.3856
1.5,9,0000 1 Apr 2007,299.6893
2.5,9,0000 1 Apr 2007,298.9844
3.5,9,0000 1 Apr 2007,298.2803
4.5,9,0000 1 Apr 2007,297.8461
5.5,9,0000 1 Apr 2007,297.725
6.5,9,0000 1 Apr 2007,297.6667
7.5,9,0000 1 Apr 2007,297.4618
8.5,9,0000 1 Apr 2007,297.3646
9.5,9,0000 1 Apr 2007,297.5024
10.5,9,0000 1 Apr 2007,297.7045
1.5,10,0000 1 Apr 2007,299.7415
2.5,10,0000 1 Apr 2007,298.7057
3.5,10,0000 1 Apr 2007,297.6641
4.5,10,0000 1 Apr 2007,296.955
5.5,10,0000 1 Apr 2007,296.7327
6.5,10,0000 1 Apr 2007,296.5726
7.5,10,0000 1 Apr 2007,296.4324
8.5,10,0000 1 Apr 2007,296.2876
9.5,10,0000 1 Apr 2007,296.4367
10.5,10,0000 1 Apr 2007,296.6933
1.5,11,0000 1 Apr 2007,299.1103
2.5,11,0000 1 Apr 2007,298.2696
3.5,11,0000 1 Apr 2007,297.5446
4.5,11,0000 1 Apr 2007,297.2482
5.5,11,0000 1 Apr 2007,297.1586
6.5,11,0000 1 Apr 2007,297.0945
7.5,11,0000 1 Apr 2007,297.0197
8.5,11,0000 1 Apr 2007,296.9617
9.5,11,0000 1 Apr 2007,297.1101
10.5,11,0000 1 Apr 2007,297.32
1.5,12,0000 1 Apr 2007,299.2832
2.5,12,0000 1 Apr 2007,298.3628
3.5,12,0000 1 Apr 2007,297.5529
4.5,12,0000 1 Apr 2007,296.9273
5.5,12,0000 1 Apr 2007,296.5958
6.5,12,0000 1 Apr 2007,296.4288
7.5,12,0000 1 Apr 2007,296.3129
8.5,12,0000 1 Apr 2007,296.278
9.5,12,0000 1 Apr 2007,296.3475
10.5,12,0000 1 Apr 2007,296.6676
1.5,13,0000 1 Apr 2007,299.8589
2.5,13,0000 1 Apr 2007,299.1879
3.5,13,0000 1 Apr 2007,298.2958
4.5,13,0000 1 Apr 2007,297.4939
5.5,13,0000 1 Apr 2007,296.9487
6.5,13,0000 1 Apr 2007,296.6123
7.5,13,0000 1 Apr 2007,296.3517
8.5,13,0000 1 Apr 2007,296.3692
9.5,13,0000 1 Apr 2007,296.6059
10.5,13,0000 1 Apr 2007,297.0289
1.5,14,0000 1 Apr 2007,299.5064
2.5,14,0000 1 Apr 2007,298.7277
3.5,14,0000 1 Apr 2007,297.8501
4.5,14,0000 1 Apr 2007,297.3263
5.5,14,0000 1 Apr 2007,297.1476
6.5,14,0000 1 Apr 2007,297.2216
7.5,14,0000 1 Apr 2007,297.1008
8.5,14,0000 1 Apr 2007,296.9883
9.5,14,0000 1 Apr 2007,297.0198
10.5,14,0000 1 Apr 2007,297.2336
1.5,15,0000 1 Apr 2007,299.6292
2.5,15,0000 1 Apr 2007,298.9006
3.5,15,0000 1 Apr 2007,297.9268
4.5,15,0000 1 Apr 2007,296.967
5.5,15,0000 1 Apr 2007,296.3993
6.5,15,0000 1 Apr 2007,296.1921
7.5,15,0000 1 Apr 2007,296.1694
8.5,15,0000 1 Apr 2007,296.1694
9.5,15,0000 1 Apr 2007,296.4069
10.5,15,0000 1 Apr 2007,296.6603
1.5,16,0000 1 Apr 2007,299.1296
2.5,16,0000 1 Apr 2007,298.0793
3.5,16,0000 1 Apr 2007,297.181
4.5,16,0000 1 Apr 2007,296.7151
5.5,16,0000 1 Apr 2007,296.6317
6.5,16,0000 1 Apr 2007,296.6558
7.5,16,0000 1 Apr 2007,296.6471
8.5,16,0000 1 Apr 2007,296.7002
9.5,16,0000 1 Apr 2007,296.7921
10.5,16,0000 1 Apr 2007,297.0051
1.5,17,0000 1 Apr 2007,299.4355
2.5,17,0000 1 Apr 2007,298.4607
3.5,17,0000 1 Apr 2007,297.5446
4.5,17,0000 1 Apr 2007,296.8618
5.5,17,0000 1 Apr 2007,296.7101
6.5,17,0000 1 Apr 2007,296.7083
7.5,17,0000 1 Apr 2007,296.8155
8.5,17,0000 1 Apr 2007,296.931
9.5,17,0000 1 Apr 2007,297.025
10.5,17,0000 1 Apr 2007,297.2335
1.5,18,0000 1 Apr 2007,299.467
2.5,18,0000 1 Apr 2007,298.6707
3.5,18,0000 1 Apr 2007,298.0642
4.5,18,0000 1 Apr 2007,297.7932
5.5,18,0000 1 Apr 2007,297.7718
6.5,18,0000 1 Apr 2007,297.7444
7.5,18,0000 1 Apr 2007,297.5953
8.5,18,0000 1 Apr 2007,297.4483
9.5,18,0000 1 Apr 2007,297.4596
10.5,18,0000 1 Apr 2007,297.5801
1.5,19,0000 1 Apr 2007,299.9453
2.5,19,0000 1 Apr 2007,299.4041
3.5,19,0000 1 Apr 2007,298.6403
4.5,19,0000 1 Apr 2007,298.0276
5.5,19,0000 1 Apr 2007,297.6259
6.5,19,0000 1 Apr 2007,297.369
7.5,19,0000 1 Apr 2007,297.0901
8.5,19,0000 1 Apr 2007,296.8963
9.5,19,0000 1 Apr 2007,296.8517
10.5,19,0000 1 Apr 2007,297.0504
1.5,20,0000 1 Apr 2007,299.8693
2.5,20,0000 1 Apr 2007,299.0323
3.5,20,0000 1 Apr 2007,298.0382
4.5,20,0000 1 Apr 2007,297.3171
5.5,20,0000 1 Apr 2007,296.9986
6.5,20,0000 1 Apr 2007,296.8631
7.5,20,0000 1 Apr 2007,296.6007
8.5,20,0000 1 Apr 2007,296.5072
9.5,20,0000 1 Apr 2007,296.5406
10.5,20,0000 1 Apr 2007,296.7123
1.5,1,0000 1 May 2007,298.4872
2.5,1,0000 1 May 2007,297.3676
3.5,1,0000 1 May 2007,296.7496
4.5,1,0000 1 May 2007,296.7476
5.5,1,0000 1 May 2007,296.9523
6.5,1,0000 1 May 2007,297.0627
7.5,1,0000 1 May 2007,297.102
8.5,1,0000 1 May 2007,297.1654
9.5,1,0000 1 May 2007,297.3777
10.5,1,0000 1 May 2007,297.523
1.5,2,0000 1 May 2007,299.0558
2.5,2,0000 1 May 2007,298.0075
3.5,2,0000 1 May 2007,297.24
4.5,2,0000 1 May 2007,296.8882
5.5,2,0000 1 May 2007,296.8891
6.5,2,0000 1 May 2007,296.8426
7.5,2,0000 1 May 2007,296.8214
8.5,2,0000 1 May 2007,296.8806
9.5,2,0000 1 May 2007,297.2037
10.5,2,0000 1 May 2007,297.5622
1.5,3,0000 1 May 2007,299.1163
2.5,3,0000 1 May 2007,298.0465
3.5,3,0000 1 May 2007,297.287
4.5,3,0000 1 May 2007,296.8698
5.5,3,0000 1 May 2007,296.8288
6.5,3,0000 1 May 2007,296.8197
7.5,3,0000 1 May 2007,296.9672
8.5,3,0000 1 May 2007,297.1767
9.5,3,0000 1 May 2007,297.576
10.5,3,0000 1 May 2007,297.7634
1.5,4,0000 1 May 2007,298.7373
2.5,4,0000 1 May 2007,297.6585
3.5,4,0000 1 May 2007,297.0681
4.5,4,0000 1 May 2007,296.9434
5.5,4,0000 1 May 2007,297.0744
6.5,4,0000 1 May 2007,297.1697
7.5,4,0000 1 May 2007,297.2785
8.5,4,0000 1 May 2007,297.3951
9.5,4,0000 1 May 2007,297.6612
10.5,4,0000 1 May 2007,297.964
1.5,5,0000 1 May 2007,299.1891
2.5,5,0000 1 May 2007,298.0496
3.5,5,0000 1 May 2007,297.0106
4.5,5,0000 1 May 2007,296.4107
5.5,5,0000 1 May 2007,296.3513
6.5,5,0000 1 May 2007,296.4105
7.5,5,0000 1 May 2007,296.3774
8.5,5,0000 1 May 2007,296.4322
9.5,5,0000 1 May 2007,296.6216
10.5,5,0000 1 May 2007,296.868
1.5,6,0000 1 May 2007,299.1169
2.5,6,0000 1 May 2007,298.136
3.5,6,0000 1 May 2007,297.471
4.5,6,0000 1 May 2007,297.2346
5.5,6,0000 1 May 2007,297.1959
6.5,6,0000 1 May 2007,297.1292
7.5,6,0000 1 May 2007,297.0411
8.5,6,0000 1 May 2007,297.2551
9.5,6,0000 1 May 2007,297.5339
10.5,6,0000 1 May 2007,297.9202
1.5,7,0000 1 May 2007,298.0013
2.5,7,0000 1 May 2007,296.7922
3.5,7,0000 1 May 2007,296.3409
4.5,7,0000 1 May 2007,296.4175
5.5,7,0000 1 May 2007,296.4506
6.5,7,0000 1 May 2007,296.3978
7.5,7,0000 1 May 2007,296.4938
8.5,7,0000 1 May 2007,296.6971
9.5,7,0000 1 May 2007,296.9095
10.5,7,0000 1 May 2007,297.119
1.5,8,0000 1 May 2007,298.8177
2.5,8,0000 1 May 2007,297.5511
3.5,8,0000 1 May 2007,296.524
4.5,8,0000 1 May 2007,296.2334
5.5,8,0000 1 May 2007,296.2495
6.5,8,0000 1 May 2007,296.3481
7.5,8,0000 1 May 2007,296.5145
8.5,8,0000 1 May 2007,296.7737
9.5,8,0000 1 May 2007,297.2262
10.5,8,0000 1 May 2007,297.6194
1.5,9,0000 1 May 2007,298.8151
2.5,9,0000 1 May 2007,297.9657
3.5,9,0000 1 May 2007,297.4985
4.5,9,0000 1 May 2007,297.4204
5.5,9,0000 1 May 2007,297.4133
6.5,9,0000 1 May 2007,297.4653
7.5,9,0000 1 May 2007,297.3795
8.5,9,0000 1 May 2007,297.4796
9.5,9,0000 1 May 2007,297.6191
10.5,9,0000 1 May 2007,297.823
1.5,10,0000 1 May 2007,299.2429
2.5,10,0000 1 May 2007,298.3433
3.5,10,0000 1 May 2007,297.6127
4.5,10,0000 1 May 2007,297.2993
5.5,10,0000 1 May 2007,297.2502
6.5,10,0000 1 May 2007,297.1432
7.5,10,0000 1 May 2007,297.052
8.5,10,0000 1 May 2007,297.0056
9.5,10,0000 1 May 2007,297.1922
10.5,10,0000 1 May 2007,297.3694
1.5,11,0000 1 May 2007,298.6129
2.5,11,0000 1 May 2007,297.601
3.5,11,0000 1 May 2007,297.0582
4.5,11,0000 1 May 2007,296.8549
5.5,11,0000 1 May 2007,296.7516
6.5,11,0000 1 May 2007,296.6623
7.5,11,0000 1 May 2007,296.7395
8.5,11,0000 1 May 2007,296.8584
9.5,11,0000 1 May 2007,297.0275
10.5,11,0000 1 May 2007,297.2735
1.5,12,0000 1 May 2007,298.5151
2.5,12,0000 1 May 2007,297.7313
3.5,12,0000 1 May 2007,297.2437
4.5,12,0000 1 May 2007,296.9357
5.5,12,0000 1 May 2007,296.6349
6.5,12,0000 1 May 2007,296.5069
7.5,12,0000 1 May 2007,296.4612
8.5,12,0000 1 May 2007,296.6714
9.5,12,0000 1 May 2007,296.9952
10.5,12,0000 1 May 2007,297.4493
1.5,13,0000 1 May 2007,298.6347
2.5,13,0000 1 May 2007,297.5898
3.5,13,0000 1 May 2007,297.0706
4.5,13,0000 1 May 2007,296.7885
5.5,13,0000 1 May 2007,296.7177
6.5,13,0000 1 May 2007,296.6114
7.5,13,0000 1 May 2007,296.706
8.5,13,0000 1 May 2007,296.897
9.5,13,0000 1 May 2007,297.135
10.5,13,0000 1 May 2007,297.3933
1.5,14,0000 1 May 2007,298.7203
2.5,14,0000 1 May 2007,297.8209
3.5,14,0000 1 May 2007,297.4044
4.5,14,0000 1 May 2007,297.3281
5.5,14,0000 1 May 2007,297.2741
6.5,14,0000 1 May 2007,297.1161
7.5,14,0000 1 May 2007,296.9921
8.5,14,0000 1 May 2007,296.8659
9.5,14,0000 1 May 2007,296.947
10.5,14,0000 1 May 2007,297.0391
1.5,15,0000 1 May 2007,298.7841
2.5,15,0000 1 May 2007,297.6267
3.5,15,0000 1 May 2007,296.9174
4.5,15,0000 1 May 2007,296.8213
5.5,15,0000 1 May 2007,296.9276
6.5,15,0000 1 May 2007,296.9557
7.5,15,0000 1 May 2007,296.9093
8.5,15,0000 1 May 2007,297.0253
9.5,15,0000 1 May 2007,297.3727
10.5,15,0000 1 May 2007,297.701
1.5,16,0000 1 May 2007,298.7264
2.5,16,0000 1 May 2007,297.8237
3.5,16,0000 1 May 2007,297.374
4.5,16,0000 1 May 2007,297.2442
5.5,16,0000 1 May 2007,297.3084
6.5,16,0000 1 May 2007,297.2268
7.5,16,0000 1 May 2007,297.1225
8.5,16,0000 1 May 2007,297.171
9.5,16,0000 1 May 2007,297.3766
10.5,16,0000 1 May 2007,297.6442
1.5,17,0000 1 May 2007,298.8107
2.5,17,0000 1 May 2007,297.9085
3.5,17,0000 1 May 2007,297.3046
4.5,17,0000 1 May 2007,297.0266
5.5,17,0000 1 May 2007,296.9446
6.5,17,0000 1 May 2007,296.8091
7.5,17,0000 1 May 2007,296.7728
8.5,17,0000 1 May 2007,296.8903
9.5,17,0000 1 May 2007,297.165
10.5,17,0000 1 May 2007,297.4963
1.5,18,0000 1 May 2007,298.5095
2.5,18,0000 1 May 2007,297.5609
3.5,18,0000 1 May 2007,297.1443
4.5,18,0000 1 May 2007,297.114
5.5,18,0000 1 May 2007,297.2044
6.5,18,0000 1 May 2007,297.1151
7.5,18,0000 1 May 2007,297.0809
8.5,18,0000 1 May 2007,297.1929
9.5,18,0000 1 May 2007,297.3586
10.5,18,0000 1 May 2007,297.4113
1.5,19,0000 1 May 2007,298.7914
2.5,19,0000 1 May 2007,297.9901
3.5,19,0000 1 May 2007,297.5835
4.5,19,0000 1 May 2007,297.5033
5.5,19,0000 1 May 2007,297.5545
6.5,19,0000 1 May 2007,297.4713
7.5,19,0000 1 May 2007,297.4352
8.5,19,0000 1 May 2007,297.5314
9.5,19,0000 1 May 2007,297.793
10.5,19,0000 1 May 2007,298.1006
1.5,20,0000 1 May 2007,299.1745
2.5,20,0000 1 May 2007,298.2816
3.5,20,0000 1 May 2007,297.6237
4.5,20,0000 1 May 2007,297.3616
5.5,20,0000 1 May 2007,297.3561
6.5,20,0000 1 May 2007,297.2956
7.5,20,0000 1 May 2007,297.2465
8.5,20,0000 1 May 2007,297.3141
9.5,20,0000 1 May 2007,297.4524
10.5,20,0000 1 May 2007,297.6648
1.5,1,0000 1 Jun 2007,298.4452
2.5,1,0000 1 Jun 2007,297.7122
3.5,1,0000 1 Jun 2007,297.6119
4.5,1,0000 1 Jun 2007,297.415
5.5,1,0000 1 Jun 2007,297.1068
6.5,1,0000 1 Jun 2007,296.8512
7.5,1,0000 1 Jun 2007,296.8687
8.5,1,0000 1 Jun 2007,297.153
9.5,1,0000 1 Jun 2007,297.3949
10.5,1,0000 1 Jun 2007,297.693
1.5,2,0000 1 Jun 2007,298.1423
2.5,2,0000 1 Jun 2007,297.1659
3.5,2,0000 1 Jun 2007,296.851
4.5,2,0000 1 Jun 2007,296.6777
5.5,2,0000 1 Jun 2007,296.4887
6.5,2,0000 1 Jun 2007,296.4834
7.5,2,0000 1 Jun 2007,296.7386
8.5,2,0000 1 Jun 2007,297.1309
9.5,2,0000 1 Jun 2007,297.3633
10.5,2,0000 1 Jun 2007,297.4371
1.5,3,0000 1 Jun 2007,297.6739
2.5,3,0000 1 Jun 2007,296.8038
3.5,3,0000 1 Jun 2007,296.7761
4.5,3,0000 1 Jun 2007,296.8138
5.5,3,0000 1 Jun 2007,296.8242
6.5,3,0000 1 Jun 2007,296.8428
7.5,3,0000 1 Jun 2007,297.0023
8.5,3,0000 1 Jun 2007,297.4369
9.5,3,0000 1 Jun 2007,297.889
10.5,3,0000 1 Jun 2007,298.1559
1.5,4,0000 1 Jun 2007,297.9908
2.5,4,0000 1 Jun 2007,297.0038
3.5,4,0000 1 Jun 2007,296.7649
4.5,4,0000 1 Jun 2007,296.6483
5.5,4,0000 1 Jun 2007,296.4224
6.5,4,0000 1 Jun 2007,296.3333
7.5,4,0000 1 Jun 2007,296.3264
8.5,4,0000 1 Jun 2007,296.6
9.5,4,0000 1 Jun 2007,296.8776
10.5,4,0000 1 Jun 2007,297.1325
1.5,5,0000 1 Jun 2007,298.2516
2.5,5,0000 1 Jun 2007,297.5255
3.5,5,0000 1 Jun 2007,297.423
4.5,5,0000 1 Jun 2007,297.4659
5.5,5,0000 1 Jun 2007,297.4013
6.5,5,0000 1 Jun 2007,297.4119
7.5,5,0000 1 Jun 2007,297.4452
8.5,5,0000 1 Jun 2007,297.5119
