L,MON,LDC_SST_CanCM4i_IC3
3.5,0000 1 Mar 2002,301.1272
4.5,0000 1 Mar 2002,300.4895
5.5,0000 1 Mar 2002,299.7519
6.5,0000 1 Mar 2002,299.2708
7.5,0000 1 Mar 2002,299.2542
8.5,0000 1 Mar 2002,299.4645
9.5,0000 1 Mar 2002,299.6071
10.5,0000 1 Mar 2002,299.65
1.5,0000 1 Apr 2002,301.2283
2.5,0000 1 Apr 2002,300.9636
3.5,0000 1 Apr 2002,300.3025
4.5,0000 1 Apr 2002,299.6058
5.5,0000 1 Apr 2002,299.2164
6.5,0000 1 Apr 2002,299.2735
7.5,0000 1 Apr 2002,299.5214
8.5,0000 1 Apr 2002,299.6855
9.5,0000 1 Apr 2002,299.7235
10.5,0000 1 Apr 2002,299.643
1.5,0000 1 May 2002,300.9524
2.5,0000 1 May 2002,300.4157
3.5,0000 1 May 2002,299.821
4.5,0000 1 May 2002,299.4837
5.5,0000 1 May 2002,299.5565
6.5,0000 1 May 2002,299.8083
7.5,0000 1 May 2002,300.0055
8.5,0000 1 May 2002,300.1405
9.5,0000 1 May 2002,300.2521
10.5,0000 1 May 2002,300.496
1.5,0000 1 Jun 2002,300.4887
2.5,0000 1 Jun 2002,299.7196
3.5,0000 1 Jun 2002,299.3022
4.5,0000 1 Jun 2002,299.3522
5.5,0000 1 Jun 2002,299.5854
6.5,0000 1 Jun 2002,299.7144
7.5,0000 1 Jun 2002,299.7672
8.5,0000 1 Jun 2002,299.8372
9.5,0000 1 Jun 2002,300.0952
10.5,0000 1 Jun 2002,300.5131
1.5,0000 1 Jul 2002,300.3455
2.5,0000 1 Jul 2002,299.9836
3.5,0000 1 Jul 2002,300.036
4.5,0000 1 Jul 2002,300.321
5.5,0000 1 Jul 2002,300.5522
6.5,0000 1 Jul 2002,300.6434
7.5,0000 1 Jul 2002,300.6861
8.5,0000 1 Jul 2002,300.7596
9.5,0000 1 Jul 2002,300.9035
10.5,0000 1 Jul 2002,300.8122
1.5,0000 1 Aug 2002,299.9293
2.5,0000 1 Aug 2002,299.7516
3.5,0000 1 Aug 2002,299.9326
4.5,0000 1 Aug 2002,300.1595
5.5,0000 1 Aug 2002,300.2822
6.5,0000 1 Aug 2002,300.3459
7.5,0000 1 Aug 2002,300.4989
8.5,0000 1 Aug 2002,300.7292
9.5,0000 1 Aug 2002,300.7745
10.5,0000 1 Aug 2002,300.4206
1.5,0000 1 Sep 2002,300.4049
2.5,0000 1 Sep 2002,300.3742
3.5,0000 1 Sep 2002,300.4767
4.5,0000 1 Sep 2002,300.5727
5.5,0000 1 Sep 2002,300.6447
6.5,0000 1 Sep 2002,300.8115
7.5,0000 1 Sep 2002,301.0496
8.5,0000 1 Sep 2002,301.1105
9.5,0000 1 Sep 2002,300.7971
10.5,0000 1 Sep 2002,300.022
1.5,0000 1 Oct 2002,300.7107
2.5,0000 1 Oct 2002,300.6205
3.5,0000 1 Oct 2002,300.5674
4.5,0000 1 Oct 2002,300.4835
5.5,0000 1 Oct 2002,300.5379
6.5,0000 1 Oct 2002,300.6697
7.5,0000 1 Oct 2002,300.6855
8.5,0000 1 Oct 2002,300.3249
9.5,0000 1 Oct 2002,299.5223
10.5,0000 1 Oct 2002,298.6903
1.5,0000 1 Nov 2002,300.9797
2.5,0000 1 Nov 2002,300.7144
3.5,0000 1 Nov 2002,300.4431
4.5,0000 1 Nov 2002,300.2955
5.5,0000 1 Nov 2002,300.2294
6.5,0000 1 Nov 2002,300.0082
7.5,0000 1 Nov 2002,299.4121
8.5,0000 1 Nov 2002,298.4451
9.5,0000 1 Nov 2002,297.5689
10.5,0000 1 Nov 2002,297.0862
1.5,0000 1 Dec 2002,300.571
2.5,0000 1 Dec 2002,300.0159
3.5,0000 1 Dec 2002,299.7055
4.5,0000 1 Dec 2002,299.5798
5.5,0000 1 Dec 2002,299.4075
6.5,0000 1 Dec 2002,298.9232
7.5,0000 1 Dec 2002,298.1217
8.5,0000 1 Dec 2002,297.3433
9.5,0000 1 Dec 2002,296.9043
10.5,0000 1 Dec 2002,296.8731
1.5,0000 1 Jan 2003,300.4001
2.5,0000 1 Jan 2003,300.0988
3.5,0000 1 Jan 2003,299.9479
4.5,0000 1 Jan 2003,299.7385
5.5,0000 1 Jan 2003,299.1863
6.5,0000 1 Jan 2003,298.318
7.5,0000 1 Jan 2003,297.5073
8.5,0000 1 Jan 2003,297.068
9.5,0000 1 Jan 2003,297.0353
10.5,0000 1 Jan 2003,297.1663
1.5,0000 1 Feb 2003,300.6729
2.5,0000 1 Feb 2003,300.5616
3.5,0000 1 Feb 2003,300.2093
4.5,0000 1 Feb 2003,299.4509
5.5,0000 1 Feb 2003,298.4708
6.5,0000 1 Feb 2003,297.6352
7.5,0000 1 Feb 2003,297.2369
8.5,0000 1 Feb 2003,297.3067
9.5,0000 1 Feb 2003,297.5298
10.5,0000 1 Feb 2003,297.6797
1.5,0000 1 Mar 2003,300.9933
2.5,0000 1 Mar 2003,300.7673
3.5,0000 1 Mar 2003,300.1599
4.5,0000 1 Mar 2003,299.24
5.5,0000 1 Mar 2003,298.4079
6.5,0000 1 Mar 2003,297.927
7.5,0000 1 Mar 2003,297.9201
8.5,0000 1 Mar 2003,298.0453
9.5,0000 1 Mar 2003,298.1295
10.5,0000 1 Mar 2003,298.1864
1.5,0000 1 Apr 2003,300.7408
2.5,0000 1 Apr 2003,300.2052
3.5,0000 1 Apr 2003,299.3686
4.5,0000 1 Apr 2003,298.5581
5.5,0000 1 Apr 2003,298.1263
6.5,0000 1 Apr 2003,298.1562
7.5,0000 1 Apr 2003,298.3775
8.5,0000 1 Apr 2003,298.533
9.5,0000 1 Apr 2003,298.6327
10.5,0000 1 Apr 2003,298.7912
1.5,0000 1 May 2003,299.8311
2.5,0000 1 May 2003,298.9227
3.5,0000 1 May 2003,298.1224
4.5,0000 1 May 2003,297.716
5.5,0000 1 May 2003,297.793
6.5,0000 1 May 2003,298.0098
7.5,0000 1 May 2003,298.1646
8.5,0000 1 May 2003,298.2776
9.5,0000 1 May 2003,298.4814
10.5,0000 1 May 2003,298.9434
1.5,0000 1 Jun 2003,299.1937
2.5,0000 1 Jun 2003,298.2718
3.5,0000 1 Jun 2003,297.7811
4.5,0000 1 Jun 2003,297.7998
5.5,0000 1 Jun 2003,298.0086
6.5,0000 1 Jun 2003,298.1455
7.5,0000 1 Jun 2003,298.2169
8.5,0000 1 Jun 2003,298.3797
9.5,0000 1 Jun 2003,298.8493
10.5,0000 1 Jun 2003,299.5461
1.5,0000 1 Jul 2003,299.2357
2.5,0000 1 Jul 2003,298.658
3.5,0000 1 Jul 2003,298.6317
4.5,0000 1 Jul 2003,298.8589
5.5,0000 1 Jul 2003,299.0006
6.5,0000 1 Jul 2003,299.0523
7.5,0000 1 Jul 2003,299.1111
8.5,0000 1 Jul 2003,299.3653
9.5,0000 1 Jul 2003,299.8085
10.5,0000 1 Jul 2003,300.1796
1.5,0000 1 Aug 2003,299.0625
2.5,0000 1 Aug 2003,298.7267
3.5,0000 1 Aug 2003,298.7826
4.5,0000 1 Aug 2003,298.8704
5.5,0000 1 Aug 2003,298.8969
6.5,0000 1 Aug 2003,298.9808
7.5,0000 1 Aug 2003,299.2917
8.5,0000 1 Aug 2003,299.8257
9.5,0000 1 Aug 2003,300.2366
10.5,0000 1 Aug 2003,300.2763
1.5,0000 1 Sep 2003,299.7359
2.5,0000 1 Sep 2003,299.7729
3.5,0000 1 Sep 2003,299.9245
4.5,0000 1 Sep 2003,300.0066
5.5,0000 1 Sep 2003,300.03
6.5,0000 1 Sep 2003,300.1878
7.5,0000 1 Sep 2003,300.4876
8.5,0000 1 Sep 2003,300.6642
9.5,0000 1 Sep 2003,300.4709
10.5,0000 1 Sep 2003,299.8368
1.5,0000 1 Oct 2003,299.7364
2.5,0000 1 Oct 2003,299.5112
3.5,0000 1 Oct 2003,299.2849
4.5,0000 1 Oct 2003,299.017
5.5,0000 1 Oct 2003,298.9993
6.5,0000 1 Oct 2003,299.2692
7.5,0000 1 Oct 2003,299.5627
8.5,0000 1 Oct 2003,299.4572
9.5,0000 1 Oct 2003,298.8879
10.5,0000 1 Oct 2003,298.2447
1.5,0000 1 Nov 2003,299.8635
2.5,0000 1 Nov 2003,299.5701
3.5,0000 1 Nov 2003,299.3226
4.5,0000 1 Nov 2003,299.3827
5.5,0000 1 Nov 2003,299.7035
6.5,0000 1 Nov 2003,300.0407
7.5,0000 1 Nov 2003,299.9986
8.5,0000 1 Nov 2003,299.4961
9.5,0000 1 Nov 2003,298.866
10.5,0000 1 Nov 2003,298.4435
1.5,0000 1 Dec 2003,299.8786
2.5,0000 1 Dec 2003,299.6397
3.5,0000 1 Dec 2003,299.6904
4.5,0000 1 Dec 2003,299.9358
5.5,0000 1 Dec 2003,300.1545
6.5,0000 1 Dec 2003,300.0071
7.5,0000 1 Dec 2003,299.3998
8.5,0000 1 Dec 2003,298.6865
9.5,0000 1 Dec 2003,298.2005
10.5,0000 1 Dec 2003,298.0821
1.5,0000 1 Jan 2004,299.9376
2.5,0000 1 Jan 2004,300.1493
3.5,0000 1 Jan 2004,300.4858
4.5,0000 1 Jan 2004,300.7086
5.5,0000 1 Jan 2004,300.5302
6.5,0000 1 Jan 2004,299.8952
7.5,0000 1 Jan 2004,299.179
8.5,0000 1 Jan 2004,298.7214
9.5,0000 1 Jan 2004,298.6731
10.5,0000 1 Jan 2004,298.8287
1.5,0000 1 Feb 2004,300.3524
2.5,0000 1 Feb 2004,300.6983
3.5,0000 1 Feb 2004,300.8676
4.5,0000 1 Feb 2004,300.6328
5.5,0000 1 Feb 2004,300.0426
6.5,0000 1 Feb 2004,299.3543
7.5,0000 1 Feb 2004,298.9008
8.5,0000 1 Feb 2004,298.868
9.5,0000 1 Feb 2004,299.0414
10.5,0000 1 Feb 2004,299.1739
1.5,0000 1 Mar 2004,300.9783
2.5,0000 1 Mar 2004,301.2351
3.5,0000 1 Mar 2004,301.0503
4.5,0000 1 Mar 2004,300.4435
5.5,0000 1 Mar 2004,299.762
6.5,0000 1 Mar 2004,299.3609
7.5,0000 1 Mar 2004,299.3782
8.5,0000 1 Mar 2004,299.5808
9.5,0000 1 Mar 2004,299.7123
10.5,0000 1 Mar 2004,299.7398
1.5,0000 1 Apr 2004,301.2029
2.5,0000 1 Apr 2004,300.9741
3.5,0000 1 Apr 2004,300.265
4.5,0000 1 Apr 2004,299.446
5.5,0000 1 Apr 2004,298.915
6.5,0000 1 Apr 2004,298.8762
7.5,0000 1 Apr 2004,299.0934
8.5,0000 1 Apr 2004,299.2773
9.5,0000 1 Apr 2004,299.4055
10.5,0000 1 Apr 2004,299.5606
1.5,0000 1 May 2004,300.7295
2.5,0000 1 May 2004,300.115
3.5,0000 1 May 2004,299.4564
4.5,0000 1 May 2004,299.1155
5.5,0000 1 May 2004,299.1461
6.5,0000 1 May 2004,299.363
7.5,0000 1 May 2004,299.5208
8.5,0000 1 May 2004,299.6777
9.5,0000 1 May 2004,299.8777
10.5,0000 1 May 2004,300.2208
1.5,0000 1 Jun 2004,300.1321
2.5,0000 1 Jun 2004,299.4177
3.5,0000 1 Jun 2004,299.0995
4.5,0000 1 Jun 2004,299.2379
5.5,0000 1 Jun 2004,299.5518
6.5,0000 1 Jun 2004,299.7512
7.5,0000 1 Jun 2004,299.8712
8.5,0000 1 Jun 2004,300.021
9.5,0000 1 Jun 2004,300.3074
10.5,0000 1 Jun 2004,300.7033
1.5,0000 1 Jul 2004,299.8803
2.5,0000 1 Jul 2004,299.4944
3.5,0000 1 Jul 2004,299.5124
4.5,0000 1 Jul 2004,299.7661
5.5,0000 1 Jul 2004,299.9578
6.5,0000 1 Jul 2004,300.0811
7.5,0000 1 Jul 2004,300.2071
8.5,0000 1 Jul 2004,300.4766
9.5,0000 1 Jul 2004,300.7727
10.5,0000 1 Jul 2004,300.8863
1.5,0000 1 Aug 2004,299.5154
2.5,0000 1 Aug 2004,299.2684
3.5,0000 1 Aug 2004,299.3853
4.5,0000 1 Aug 2004,299.5456
5.5,0000 1 Aug 2004,299.5925
6.5,0000 1 Aug 2004,299.6415
7.5,0000 1 Aug 2004,299.8633
8.5,0000 1 Aug 2004,300.2459
9.5,0000 1 Aug 2004,300.5384
10.5,0000 1 Aug 2004,300.4671
1.5,0000 1 Sep 2004,300.0609
2.5,0000 1 Sep 2004,299.9547
3.5,0000 1 Sep 2004,300.0122
4.5,0000 1 Sep 2004,300.0663
5.5,0000 1 Sep 2004,300.0606
6.5,0000 1 Sep 2004,300.1767
7.5,0000 1 Sep 2004,300.3795
8.5,0000 1 Sep 2004,300.4557
9.5,0000 1 Sep 2004,300.1695
10.5,0000 1 Sep 2004,299.4411
1.5,0000 1 Oct 2004,300.1362
2.5,0000 1 Oct 2004,299.9726
3.5,0000 1 Oct 2004,299.8646
4.5,0000 1 Oct 2004,299.7502
5.5,0000 1 Oct 2004,299.8248
6.5,0000 1 Oct 2004,300.0412
7.5,0000 1 Oct 2004,300.1919
8.5,0000 1 Oct 2004,299.9544
9.5,0000 1 Oct 2004,299.224
10.5,0000 1 Oct 2004,298.3972
1.5,0000 1 Nov 2004,300.0038
2.5,0000 1 Nov 2004,299.7458
3.5,0000 1 Nov 2004,299.6716
4.5,0000 1 Nov 2004,299.8792
5.5,0000 1 Nov 2004,300.2436
6.5,0000 1 Nov 2004,300.4835
7.5,0000 1 Nov 2004,300.2973
8.5,0000 1 Nov 2004,299.6625
9.5,0000 1 Nov 2004,298.9334
10.5,0000 1 Nov 2004,298.4233
1.5,0000 1 Dec 2004,299.8128
2.5,0000 1 Dec 2004,299.4171
3.5,0000 1 Dec 2004,299.442
4.5,0000 1 Dec 2004,299.7098
5.5,0000 1 Dec 2004,299.8686
6.5,0000 1 Dec 2004,299.5709
7.5,0000 1 Dec 2004,298.8671
8.5,0000 1 Dec 2004,298.1409
9.5,0000 1 Dec 2004,297.6539
10.5,0000 1 Dec 2004,297.5285
1.5,0000 1 Jan 2005,300.1586
2.5,0000 1 Jan 2005,300.4096
3.5,0000 1 Jan 2005,300.8407
4.5,0000 1 Jan 2005,301.1204
5.5,0000 1 Jan 2005,300.9738
6.5,0000 1 Jan 2005,300.3673
7.5,0000 1 Jan 2005,299.6267
8.5,0000 1 Jan 2005,299.1271
9.5,0000 1 Jan 2005,299.0565
10.5,0000 1 Jan 2005,299.196
1.5,0000 1 Feb 2005,300.7281
2.5,0000 1 Feb 2005,301.1195
3.5,0000 1 Feb 2005,301.3113
4.5,0000 1 Feb 2005,301.1117
5.5,0000 1 Feb 2005,300.5616
6.5,0000 1 Feb 2005,299.9286
7.5,0000 1 Feb 2005,299.5242
8.5,0000 1 Feb 2005,299.5107
9.5,0000 1 Feb 2005,299.7056
10.5,0000 1 Feb 2005,299.8298
1.5,0000 1 Mar 2005,300.987
2.5,0000 1 Mar 2005,301.1275
3.5,0000 1 Mar 2005,300.8251
4.5,0000 1 Mar 2005,300.1171
5.5,0000 1 Mar 2005,299.3787
6.5,0000 1 Mar 2005,298.933
7.5,0000 1 Mar 2005,298.9175
8.5,0000 1 Mar 2005,299.1092
9.5,0000 1 Mar 2005,299.2247
10.5,0000 1 Mar 2005,299.2166
1.5,0000 1 Apr 2005,301.0555
2.5,0000 1 Apr 2005,300.6442
3.5,0000 1 Apr 2005,299.8798
4.5,0000 1 Apr 2005,299.142
5.5,0000 1 Apr 2005,298.7207
6.5,0000 1 Apr 2005,298.7079
7.5,0000 1 Apr 2005,298.8613
8.5,0000 1 Apr 2005,298.9677
9.5,0000 1 Apr 2005,298.9724
10.5,0000 1 Apr 2005,298.985
1.5,0000 1 May 2005,300.8389
2.5,0000 1 May 2005,300.1009
3.5,0000 1 May 2005,299.241
4.5,0000 1 May 2005,298.6599
5.5,0000 1 May 2005,298.5389
6.5,0000 1 May 2005,298.6494
7.5,0000 1 May 2005,298.7379
8.5,0000 1 May 2005,298.7714
9.5,0000 1 May 2005,298.8365
10.5,0000 1 May 2005,299.1759
1.5,0000 1 Jun 2005,300.1021
2.5,0000 1 Jun 2005,299.2087
3.5,0000 1 Jun 2005,298.6101
4.5,0000 1 Jun 2005,298.5069
5.5,0000 1 Jun 2005,298.6367
6.5,0000 1 Jun 2005,298.7336
7.5,0000 1 Jun 2005,298.7817
8.5,0000 1 Jun 2005,298.8436
9.5,0000 1 Jun 2005,299.1633
10.5,0000 1 Jun 2005,299.7676
1.5,0000 1 Jul 2005,299.3666
2.5,0000 1 Jul 2005,298.665
3.5,0000 1 Jul 2005,298.4988
4.5,0000 1 Jul 2005,298.6034
5.5,0000 1 Jul 2005,298.705
6.5,0000 1 Jul 2005,298.7771
7.5,0000 1 Jul 2005,298.9213
8.5,0000 1 Jul 2005,299.3304
9.5,0000 1 Jul 2005,299.9269
10.5,0000 1 Jul 2005,300.4406
1.5,0000 1 Aug 2005,299.2177
2.5,0000 1 Aug 2005,299.0091
3.5,0000 1 Aug 2005,299.1177
4.5,0000 1 Aug 2005,299.2465
5.5,0000 1 Aug 2005,299.2516
6.5,0000 1 Aug 2005,299.2699
7.5,0000 1 Aug 2005,299.4926
8.5,0000 1 Aug 2005,299.9448
9.5,0000 1 Aug 2005,300.3065
10.5,0000 1 Aug 2005,300.3248
1.5,0000 1 Sep 2005,299.3383
2.5,0000 1 Sep 2005,299.2324
3.5,0000 1 Sep 2005,299.2672
4.5,0000 1 Sep 2005,299.2594
5.5,0000 1 Sep 2005,299.2184
6.5,0000 1 Sep 2005,299.3821
7.5,0000 1 Sep 2005,299.7899
8.5,0000 1 Sep 2005,300.1887
9.5,0000 1 Sep 2005,300.2309
10.5,0000 1 Sep 2005,299.7552
1.5,0000 1 Oct 2005,299.2134
2.5,0000 1 Oct 2005,298.9323
3.5,0000 1 Oct 2005,298.8166
4.5,0000 1 Oct 2005,298.7599
5.5,0000 1 Oct 2005,298.9747
6.5,0000 1 Oct 2005,299.411
7.5,0000 1 Oct 2005,299.8521
8.5,0000 1 Oct 2005,299.9292
9.5,0000 1 Oct 2005,299.5645
10.5,0000 1 Oct 2005,299.0901
1.5,0000 1 Nov 2005,298.8309
2.5,0000 1 Nov 2005,298.5131
3.5,0000 1 Nov 2005,298.4386
4.5,0000 1 Nov 2005,298.7469
5.5,0000 1 Nov 2005,299.2701
6.5,0000 1 Nov 2005,299.7184
7.5,0000 1 Nov 2005,299.7489
8.5,0000 1 Nov 2005,299.3929
9.5,0000 1 Nov 2005,298.9306
10.5,0000 1 Nov 2005,298.6298
1.5,0000 1 Dec 2005,298.2775
2.5,0000 1 Dec 2005,297.9857
3.5,0000 1 Dec 2005,298.2509
4.5,0000 1 Dec 2005,298.8106
5.5,0000 1 Dec 2005,299.3126
6.5,0000 1 Dec 2005,299.3772
7.5,0000 1 Dec 2005,299.0414
8.5,0000 1 Dec 2005,298.627
9.5,0000 1 Dec 2005,298.4488
10.5,0000 1 Dec 2005,298.573
1.5,0000 1 Jan 2006,298.7925
2.5,0000 1 Jan 2006,298.9935
3.5,0000 1 Jan 2006,299.4066
4.5,0000 1 Jan 2006,299.8102
5.5,0000 1 Jan 2006,299.854
6.5,0000 1 Jan 2006,299.4401
7.5,0000 1 Jan 2006,298.9044
8.5,0000 1 Jan 2006,298.6
9.5,0000 1 Jan 2006,298.6349
10.5,0000 1 Jan 2006,298.8452
1.5,0000 1 Feb 2006,299.6118
2.5,0000 1 Feb 2006,300.0798
3.5,0000 1 Feb 2006,300.4274
4.5,0000 1 Feb 2006,300.4844
5.5,0000 1 Feb 2006,300.0917
6.5,0000 1 Feb 2006,299.561
7.5,0000 1 Feb 2006,299.2199
8.5,0000 1 Feb 2006,299.2173
9.5,0000 1 Feb 2006,299.4137
10.5,0000 1 Feb 2006,299.5512
1.5,0000 1 Mar 2006,300.5841
2.5,0000 1 Mar 2006,300.9644
3.5,0000 1 Mar 2006,300.9377
4.5,0000 1 Mar 2006,300.5011
5.5,0000 1 Mar 2006,299.9832
6.5,0000 1 Mar 2006,299.6853
7.5,0000 1 Mar 2006,299.7742
8.5,0000 1 Mar 2006,300.0151
9.5,0000 1 Mar 2006,300.1783
10.5,0000 1 Mar 2006,300.1719
1.5,0000 1 Apr 2006,300.8767
2.5,0000 1 Apr 2006,300.7771
3.5,0000 1 Apr 2006,300.2411
4.5,0000 1 Apr 2006,299.6152
5.5,0000 1 Apr 2006,299.2294
6.5,0000 1 Apr 2006,299.2669
7.5,0000 1 Apr 2006,299.5049
8.5,0000 1 Apr 2006,299.69
9.5,0000 1 Apr 2006,299.7849
10.5,0000 1 Apr 2006,299.8646
1.5,0000 1 May 2006,300.638
2.5,0000 1 May 2006,300.0503
3.5,0000 1 May 2006,299.4255
4.5,0000 1 May 2006,299.0881
5.5,0000 1 May 2006,299.1397
6.5,0000 1 May 2006,299.3675
7.5,0000 1 May 2006,299.5113
8.5,0000 1 May 2006,299.6233
9.5,0000 1 May 2006,299.7286
10.5,0000 1 May 2006,300.0207
1.5,0000 1 Jun 2006,300.061
2.5,0000 1 Jun 2006,299.3012
3.5,0000 1 Jun 2006,298.9092
4.5,0000 1 Jun 2006,299.0014
5.5,0000 1 Jun 2006,299.2848
6.5,0000 1 Jun 2006,299.4704
7.5,0000 1 Jun 2006,299.566
8.5,0000 1 Jun 2006,299.6367
9.5,0000 1 Jun 2006,299.8524
10.5,0000 1 Jun 2006,300.2228
1.5,0000 1 Jul 2006,299.509
2.5,0000 1 Jul 2006,299.0781
3.5,0000 1 Jul 2006,299.173
4.5,0000 1 Jul 2006,299.47
5.5,0000 1 Jul 2006,299.6883
6.5,0000 1 Jul 2006,299.7744
7.5,0000 1 Jul 2006,299.8267
8.5,0000 1 Jul 2006,300.0755
9.5,0000 1 Jul 2006,300.4442
10.5,0000 1 Jul 2006,300.6876
1.5,0000 1 Aug 2006,299.7194
2.5,0000 1 Aug 2006,299.7029
3.5,0000 1 Aug 2006,299.978
4.5,0000 1 Aug 2006,300.2165
5.5,0000 1 Aug 2006,300.2719
6.5,0000 1 Aug 2006,300.1613
7.5,0000 1 Aug 2006,300.1752
8.5,0000 1 Aug 2006,300.3597
9.5,0000 1 Aug 2006,300.4219
10.5,0000 1 Aug 2006,300.0979
1.5,0000 1 Sep 2006,300.1493
2.5,0000 1 Sep 2006,300.2075
3.5,0000 1 Sep 2006,300.3884
4.5,0000 1 Sep 2006,300.5063
5.5,0000 1 Sep 2006,300.497
6.5,0000 1 Sep 2006,300.5615
7.5,0000 1 Sep 2006,300.6788
8.5,0000 1 Sep 2006,300.6813
9.5,0000 1 Sep 2006,300.2932
10.5,0000 1 Sep 2006,299.443
1.5,0000 1 Oct 2006,300.5148
2.5,0000 1 Oct 2006,300.5654
3.5,0000 1 Oct 2006,300.5033
4.5,0000 1 Oct 2006,300.373
5.5,0000 1 Oct 2006,300.3851
6.5,0000 1 Oct 2006,300.5847
7.5,0000 1 Oct 2006,300.6781
8.5,0000 1 Oct 2006,300.422
9.5,0000 1 Oct 2006,299.7073
10.5,0000 1 Oct 2006,298.9441
1.5,0000 1 Nov 2006,300.4189
2.5,0000 1 Nov 2006,300.0612
3.5,0000 1 Nov 2006,299.6956
4.5,0000 1 Nov 2006,299.6907
5.5,0000 1 Nov 2006,300.054
6.5,0000 1 Nov 2006,300.4178
7.5,0000 1 Nov 2006,300.3231
8.5,0000 1 Nov 2006,299.7119
9.5,0000 1 Nov 2006,299.0154
10.5,0000 1 Nov 2006,298.5777
1.5,0000 1 Dec 2006,300.4556
2.5,0000 1 Dec 2006,300.066
3.5,0000 1 Dec 2006,299.9918
4.5,0000 1 Dec 2006,300.1086
5.5,0000 1 Dec 2006,300.1728
6.5,0000 1 Dec 2006,299.7838
7.5,0000 1 Dec 2006,298.992
8.5,0000 1 Dec 2006,298.1723
9.5,0000 1 Dec 2006,297.6429
10.5,0000 1 Dec 2006,297.5537
1.5,0000 1 Jan 2007,300.0266
2.5,0000 1 Jan 2007,299.836
3.5,0000 1 Jan 2007,299.8565
4.5,0000 1 Jan 2007,299.7835
5.5,0000 1 Jan 2007,299.3054
6.5,0000 1 Jan 2007,298.3856
7.5,0000 1 Jan 2007,297.5387
8.5,0000 1 Jan 2007,297.0612
9.5,0000 1 Jan 2007,297.0267
10.5,0000 1 Jan 2007,297.1728
1.5,0000 1 Feb 2007,300.2463
2.5,0000 1 Feb 2007,300.2884
3.5,0000 1 Feb 2007,300.1895
4.5,0000 1 Feb 2007,299.7
5.5,0000 1 Feb 2007,298.8383
6.5,0000 1 Feb 2007,297.9653
7.5,0000 1 Feb 2007,297.4081
8.5,0000 1 Feb 2007,297.3256
9.5,0000 1 Feb 2007,297.4584
10.5,0000 1 Feb 2007,297.6028
1.5,0000 1 Mar 2007,300.6757
2.5,0000 1 Mar 2007,300.6651
3.5,0000 1 Mar 2007,300.2232
4.5,0000 1 Mar 2007,299.4218
5.5,0000 1 Mar 2007,298.5951
6.5,0000 1 Mar 2007,298.0554
7.5,0000 1 Mar 2007,298.0002
8.5,0000 1 Mar 2007,298.1426
9.5,0000 1 Mar 2007,298.2723
10.5,0000 1 Mar 2007,298.3412
1.5,0000 1 Apr 2007,300.4441
2.5,0000 1 Apr 2007,299.8777
3.5,0000 1 Apr 2007,298.92
4.5,0000 1 Apr 2007,297.9786
5.5,0000 1 Apr 2007,297.4639
6.5,0000 1 Apr 2007,297.4818
7.5,0000 1 Apr 2007,297.6648
8.5,0000 1 Apr 2007,297.7861
9.5,0000 1 Apr 2007,297.859
10.5,0000 1 Apr 2007,298.0601
1.5,0000 1 May 2007,299.7405
2.5,0000 1 May 2007,298.7216
3.5,0000 1 May 2007,297.8102
4.5,0000 1 May 2007,297.3727
5.5,0000 1 May 2007,297.4716
6.5,0000 1 May 2007,297.6987
7.5,0000 1 May 2007,297.8558
8.5,0000 1 May 2007,298.0019
9.5,0000 1 May 2007,298.2378
10.5,0000 1 May 2007,298.7453
1.5,0000 1 Jun 2007,298.7815
2.5,0000 1 Jun 2007,297.6129
3.5,0000 1 Jun 2007,297.0103
4.5,0000 1 Jun 2007,297.0143
5.5,0000 1 Jun 2007,297.1896
6.5,0000 1 Jun 2007,297.3463
7.5,0000 1 Jun 2007,297.5163
8.5,0000 1 Jun 2007,297.8197
9.5,0000 1 Jun 2007,298.4512
10.5,0000 1 Jun 2007,299.2518
1.5,0000 1 Jul 2007,298.577
2.5,0000 1 Jul 2007,297.9656
3.5,0000 1 Jul 2007,297.9956
4.5,0000 1 Jul 2007,298.2373
5.5,0000 1 Jul 2007,298.4003
6.5,0000 1 Jul 2007,298.4811
7.5,0000 1 Jul 2007,298.6559
8.5,0000 1 Jul 2007,299.0684
9.5,0000 1 Jul 2007,299.6706
10.5,0000 1 Jul 2007,300.1597
1.5,0000 1 Aug 2007,297.9828
2.5,0000 1 Aug 2007,297.6203
3.5,0000 1 Aug 2007,297.7211
4.5,0000 1 Aug 2007,297.822
5.5,0000 1 Aug 2007,297.8729
6.5,0000 1 Aug 2007,298.0197
7.5,0000 1 Aug 2007,298.4912
8.5,0000 1 Aug 2007,299.1908
9.5,0000 1 Aug 2007,299.8022
10.5,0000 1 Aug 2007,300.0035
1.5,0000 1 Sep 2007,297.848
2.5,0000 1 Sep 2007,297.6216
3.5,0000 1 Sep 2007,297.683
4.5,0000 1 Sep 2007,297.7953
5.5,0000 1 Sep 2007,297.9709
6.5,0000 1 Sep 2007,298.3933
7.5,0000 1 Sep 2007,298.9508
8.5,0000 1 Sep 2007,299.4315
9.5,0000 1 Sep 2007,299.5289
10.5,0000 1 Sep 2007,299.1528
1.5,0000 1 Oct 2007,297.5775
2.5,0000 1 Oct 2007,297.2566
3.5,0000 1 Oct 2007,297.106
4.5,0000 1 Oct 2007,297.2065
5.5,0000 1 Oct 2007,297.7021
6.5,0000 1 Oct 2007,298.3913
