L,MON,LDC_SST_COLA_CESM1,LDC_SST_COLA_CESM1_ONETWO,LDC_SST_COLA_CESM1_THREE,LDC_SST_COLA_CESM1_FOUR
10.5,0000 1 Jun 2005,26.76764,25.41351,26.55435,27.90553
1.5,0000 1 Jul 2005,25.81695,19.90904,23.98648,28.1428
2.5,0000 1 Jul 2005,24.85769,19.71258,23.01476,27.61483
3.5,0000 1 Jul 2005,24.53594,19.98727,22.84156,27.35748
4.5,0000 1 Jul 2005,24.6473,20.59062,23.14244,27.33905
5.5,0000 1 Jul 2005,24.89999,21.58897,23.71987,27.36951
6.5,0000 1 Jul 2005,25.17461,22.92624,24.41618,27.38754
7.5,0000 1 Jul 2005,25.61313,24.22059,25.20446,27.48793
8.5,0000 1 Jul 2005,26.28493,25.05997,26.06455,27.74381
9.5,0000 1 Jul 2005,27.07902,25.2194,26.85056,28.15969
10.5,0000 1 Jul 2005,27.72472,24.82403,27.25089,28.60694
1.5,0000 1 Aug 2005,25.94813,19.92157,24.01994,28.37834
2.5,0000 1 Aug 2005,25.48479,20.25547,23.63809,28.15639
3.5,0000 1 Aug 2005,25.35167,20.89844,23.68587,28.09189
4.5,0000 1 Aug 2005,25.52567,21.81811,24.11498,28.1159
5.5,0000 1 Aug 2005,25.76462,23.01033,24.75844,28.08972
6.5,0000 1 Aug 2005,26.14394,24.28959,25.50243,28.11594
7.5,0000 1 Aug 2005,26.7491,25.18083,26.32407,28.30193
8.5,0000 1 Aug 2005,27.4905,25.4198,27.07806,28.64787
9.5,0000 1 Aug 2005,28.10352,25.06408,27.53067,28.9631
10.5,0000 1 Aug 2005,28.3707,24.35946,27.49787,29.15451
1.5,0000 1 Sep 2005,26.04751,19.83296,24.10018,28.38715
2.5,0000 1 Sep 2005,25.65662,20.6272,23.92139,28.22046
3.5,0000 1 Sep 2005,25.42551,21.53184,24.00429,28.10589
4.5,0000 1 Sep 2005,25.50057,22.61329,24.47086,27.99058
5.5,0000 1 Sep 2005,25.84299,23.81454,25.21398,27.94538
6.5,0000 1 Sep 2005,26.46151,24.73806,26.07286,28.10969
7.5,0000 1 Sep 2005,27.22487,25.0283,26.83265,28.4914
8.5,0000 1 Sep 2005,27.87028,24.64394,27.20761,28.91115
9.5,0000 1 Sep 2005,28.13446,23.88264,27.09679,29.17621
10.5,0000 1 Sep 2005,27.9677,23.01586,26.63866,29.22651
1.5,0000 1 Oct 2005,26.25182,20.19764,24.46116,28.50881
2.5,0000 1 Oct 2005,25.81255,21.28156,24.38042,28.23564
3.5,0000 1 Oct 2005,25.56974,22.38657,24.49884,28.0497
4.5,0000 1 Oct 2005,25.78923,23.41323,25.01438,28.01469
5.5,0000 1 Oct 2005,26.38286,24.13981,25.83859,28.14716
6.5,0000 1 Oct 2005,27.11793,24.40063,26.59513,28.4558
7.5,0000 1 Oct 2005,27.66397,24.09638,26.91306,28.79103
8.5,0000 1 Oct 2005,27.78661,23.36178,26.68592,28.98172
9.5,0000 1 Oct 2005,27.44673,22.43682,26.07862,28.90867
10.5,0000 1 Oct 2005,26.9127,21.70513,25.50475,28.62148
1.5,0000 1 Nov 2005,26.03862,20.99451,24.60667,28.28325
2.5,0000 1 Nov 2005,25.70613,22.33342,24.71651,28.00904
3.5,0000 1 Nov 2005,25.72297,23.37956,25.03083,27.92454
4.5,0000 1 Nov 2005,26.22596,23.91836,25.66409,28.09651
5.5,0000 1 Nov 2005,26.96921,23.92327,26.35848,28.41188
6.5,0000 1 Nov 2005,27.53879,23.53127,26.7003,28.76091
7.5,0000 1 Nov 2005,27.65971,22.85494,26.45387,28.98386
8.5,0000 1 Nov 2005,27.30293,22.01305,25.81986,28.94655
9.5,0000 1 Nov 2005,26.73478,21.30544,25.20692,28.64441
10.5,0000 1 Nov 2005,26.35068,21.00531,24.87629,28.3454
1.5,0000 1 Dec 2005,25.39407,21.80575,24.19737,27.83637
2.5,0000 1 Dec 2005,25.27095,23.01729,24.58131,27.44347
3.5,0000 1 Dec 2005,25.64948,23.57294,25.11381,27.47908
4.5,0000 1 Dec 2005,26.3243,23.377,25.64302,27.85562
5.5,0000 1 Dec 2005,26.86754,22.70149,25.91344,28.25324
6.5,0000 1 Dec 2005,26.90477,21.95576,25.65789,28.41842
7.5,0000 1 Dec 2005,26.48463,21.24714,25.05166,28.21425
8.5,0000 1 Dec 2005,25.90466,20.66754,24.44465,27.7725
9.5,0000 1 Dec 2005,25.49082,20.44085,24.06385,27.42453
10.5,0000 1 Dec 2005,25.4549,20.64509,24.02218,27.36364
1.5,0000 1 Jan 2006,25.9234,23.30565,25.28188,27.63575
2.5,0000 1 Jan 2006,26.2425,23.83095,25.77577,27.70603
3.5,0000 1 Jan 2006,26.72531,23.45402,26.06089,28.06617
4.5,0000 1 Jan 2006,27.11579,22.46819,26.04465,28.44991
5.5,0000 1 Jan 2006,27.04704,21.42551,25.57393,28.58285
6.5,0000 1 Jan 2006,26.50467,20.61317,24.82021,28.35598
7.5,0000 1 Jan 2006,25.79069,20.09196,24.10497,27.86521
8.5,0000 1 Jan 2006,25.25786,19.95994,23.66622,27.41318
9.5,0000 1 Jan 2006,25.1115,20.31543,23.58389,27.22327
10.5,0000 1 Jan 2006,25.20245,21.02622,23.79255,27.25036
1.5,0000 1 Feb 2006,26.4575,24.51546,26.08915,27.76886
2.5,0000 1 Feb 2006,26.85968,24.01529,26.1997,28.10814
3.5,0000 1 Feb 2006,27.12252,22.76829,26.00689,28.47849
4.5,0000 1 Feb 2006,26.98978,21.35719,25.30284,28.6344
5.5,0000 1 Feb 2006,26.33082,20.3082,24.3869,28.38695
6.5,0000 1 Feb 2006,25.45848,19.75367,23.58096,27.80148
7.5,0000 1 Feb 2006,24.82631,19.6822,23.15292,27.23933
8.5,0000 1 Feb 2006,24.65089,20.07429,23.10944,26.98095
9.5,0000 1 Feb 2006,24.79789,20.85584,23.38715,27.00991
10.5,0000 1 Feb 2006,25.0752,21.98568,23.91576,27.11679
1.5,0000 1 Mar 2006,27.42595,24.42657,26.82855,28.46299
2.5,0000 1 Mar 2006,27.78662,23.48927,26.81232,28.8265
3.5,0000 1 Mar 2006,27.72562,22.40516,26.28258,29.00289
4.5,0000 1 Mar 2006,27.20195,21.29468,25.41694,28.91893
5.5,0000 1 Mar 2006,26.44546,20.53822,24.63827,28.56138
6.5,0000 1 Mar 2006,25.85748,20.27775,24.20095,28.14245
7.5,0000 1 Mar 2006,25.72519,20.5292,24.15569,27.93187
8.5,0000 1 Mar 2006,25.88908,21.23066,24.40927,27.96443
9.5,0000 1 Mar 2006,26.10157,22.31079,24.84294,28.06867
10.5,0000 1 Mar 2006,26.28708,23.63752,25.39831,28.12407
1.5,0000 1 Apr 2006,27.94275,23.2881,27.00689,28.86484
2.5,0000 1 Apr 2006,27.88786,22.60369,26.47771,29.09393
3.5,0000 1 Apr 2006,27.35445,21.61823,25.57648,29.04548
4.5,0000 1 Apr 2006,26.66415,20.81911,24.81776,28.77947
5.5,0000 1 Apr 2006,26.12346,20.48698,24.38747,28.43451
6.5,0000 1 Apr 2006,25.98612,20.65931,24.33005,28.26453
7.5,0000 1 Apr 2006,26.11586,21.26685,24.55216,28.28977
8.5,0000 1 Apr 2006,26.3146,22.3036,24.96736,28.38782
9.5,0000 1 Apr 2006,26.49457,23.65409,25.48808,28.42197
10.5,0000 1 Apr 2006,26.77714,24.88335,26.07472,28.42945
1.5,0000 1 May 2006,27.63625,22.11657,26.17427,28.99242
2.5,0000 1 May 2006,27.06222,21.23623,25.23528,28.92939
3.5,0000 1 May 2006,26.30816,20.51015,24.35649,28.64607
4.5,0000 1 May 2006,25.78591,20.15461,23.92566,28.30676
5.5,0000 1 May 2006,25.70044,20.33884,23.96942,28.13956
6.5,0000 1 May 2006,25.86198,21.01135,24.28737,28.15985
7.5,0000 1 May 2006,26.07671,22.10722,24.76426,28.25346
8.5,0000 1 May 2006,26.25339,23.45548,25.33542,28.22659
9.5,0000 1 May 2006,26.57209,24.6648,25.98014,28.19157
10.5,0000 1 May 2006,27.08323,25.3097,26.65828,28.29451
1.5,0000 1 Jun 2006,27.08319,21.29265,25.34926,28.96615
2.5,0000 1 Jun 2006,26.23949,20.67249,24.3747,28.66765
3.5,0000 1 Jun 2006,25.57911,20.40631,23.78417,28.31585
4.5,0000 1 Jun 2006,25.43603,20.53117,23.76716,28.10062
5.5,0000 1 Jun 2006,25.61415,21.0925,24.09508,28.07554
6.5,0000 1 Jun 2006,25.86861,22.10222,24.62271,28.12876
7.5,0000 1 Jun 2006,26.12393,23.43022,25.25458,28.14237
8.5,0000 1 Jun 2006,26.48525,24.64437,25.8994,28.1907
9.5,0000 1 Jun 2006,27.01155,25.31911,26.5666,28.35267
10.5,0000 1 Jun 2006,27.61003,25.2621,27.14718,28.65473
1.5,0000 1 Jul 2006,26.34184,20.63495,24.58548,28.61172
2.5,0000 1 Jul 2006,25.67643,20.41036,23.90929,28.27586
3.5,0000 1 Jul 2006,25.44999,20.56479,23.75219,28.08868
4.5,0000 1 Jul 2006,25.64192,21.12657,24.06746,28.08988
5.5,0000 1 Jul 2006,25.89487,22.0719,24.59013,28.16208
6.5,0000 1 Jul 2006,26.09698,23.32461,25.19622,28.20209
7.5,0000 1 Jul 2006,26.43391,24.55398,25.8415,28.2766
8.5,0000 1 Jul 2006,27.00289,25.3382,26.56923,28.46142
9.5,0000 1 Jul 2006,27.67692,25.3883,27.23162,28.75563
10.5,0000 1 Jul 2006,28.20657,24.84225,27.55237,29.05625
1.5,0000 1 Aug 2006,26.62094,20.67365,24.80005,28.88954
2.5,0000 1 Aug 2006,26.40068,20.9049,24.58379,28.83146
3.5,0000 1 Aug 2006,26.41803,21.52343,24.71582,28.84876
4.5,0000 1 Aug 2006,26.56951,22.44873,25.14305,28.83872
5.5,0000 1 Aug 2006,26.70023,23.64063,25.68348,28.74194
6.5,0000 1 Aug 2006,26.95097,24.7566,26.26551,28.66356
7.5,0000 1 Aug 2006,27.42071,25.40951,26.91789,28.73873
8.5,0000 1 Aug 2006,27.97813,25.34693,27.47307,28.93083
9.5,0000 1 Aug 2006,28.41663,24.743,27.70515,29.13601
10.5,0000 1 Aug 2006,28.51299,23.84065,27.46221,29.2318
1.5,0000 1 Sep 2006,27.16497,21.23273,25.49745,29.21209
2.5,0000 1 Sep 2006,27.11679,21.8341,25.47364,29.18459
3.5,0000 1 Sep 2006,27.19458,22.63581,25.71991,29.17491
4.5,0000 1 Sep 2006,27.27882,23.65676,26.13679,29.06612
5.5,0000 1 Sep 2006,27.40826,24.6283,26.61554,28.93235
6.5,0000 1 Sep 2006,27.72468,25.18219,27.19225,28.8903
7.5,0000 1 Sep 2006,28.17207,25.13826,27.69754,28.98653
8.5,0000 1 Sep 2006,28.51206,24.57696,27.8265,29.13717
9.5,0000 1 Sep 2006,28.49843,23.64396,27.39286,29.25698
10.5,0000 1 Sep 2006,28.02461,22.59551,26.56157,29.16135
1.5,0000 1 Oct 2006,27.60666,22.28864,26.23308,29.44274
2.5,0000 1 Oct 2006,27.60824,22.99784,26.35548,29.38277
3.5,0000 1 Oct 2006,27.52082,23.75031,26.4751,29.21004
4.5,0000 1 Oct 2006,27.5795,24.45578,26.74586,29.03788
5.5,0000 1 Oct 2006,27.82424,24.87682,27.20103,28.97428
6.5,0000 1 Oct 2006,28.25505,24.7487,27.65362,29.07727
7.5,0000 1 Oct 2006,28.59214,24.12837,27.73801,29.26029
8.5,0000 1 Oct 2006,28.60504,23.21322,27.30925,29.38798
9.5,0000 1 Oct 2006,28.12027,22.26761,26.48675,29.32502
10.5,0000 1 Oct 2006,27.40323,21.56623,25.73407,29.02201
1.5,0000 1 Nov 2006,27.70445,22.95061,26.3642,29.39556
2.5,0000 1 Nov 2006,27.60922,23.7378,26.48203,29.21396
3.5,0000 1 Nov 2006,27.59044,24.29978,26.62695,29.07392
4.5,0000 1 Nov 2006,27.83702,24.46457,27.00627,29.05473
5.5,0000 1 Nov 2006,28.22382,24.16316,27.36936,29.17896
6.5,0000 1 Nov 2006,28.48127,23.47735,27.36547,29.34891
7.5,0000 1 Nov 2006,28.35738,22.52669,26.8176,29.41936
8.5,0000 1 Nov 2006,27.79959,21.60819,25.96697,29.25388
9.5,0000 1 Nov 2006,27.03549,21.00633,25.21898,28.85562
10.5,0000 1 Nov 2006,26.41504,20.87385,24.75209,28.45198
1.5,0000 1 Dec 2006,27.59652,23.69588,26.5228,29.11808
2.5,0000 1 Dec 2006,27.32915,24.221,26.49244,28.81467
3.5,0000 1 Dec 2006,27.32051,24.10966,26.52913,28.70309
4.5,0000 1 Dec 2006,27.58988,23.42622,26.60838,28.78553
5.5,0000 1 Dec 2006,27.74055,22.39616,26.37655,28.92878
6.5,0000 1 Dec 2006,27.34552,21.30705,25.58335,28.88579
7.5,0000 1 Dec 2006,26.4166,20.3733,24.47417,28.4197
8.5,0000 1 Dec 2006,25.35509,19.83495,23.55277,27.65142
9.5,0000 1 Dec 2006,24.58463,19.78625,23.01831,26.96399
10.5,0000 1 Dec 2006,24.30545,20.16326,22.86281,26.68521
1.5,0000 1 Jan 2007,27.20085,24.1495,26.41079,28.75906
2.5,0000 1 Jan 2007,27.12265,24.11188,26.25739,28.65486
3.5,0000 1 Jan 2007,27.26954,23.32724,26.11756,28.74556
4.5,0000 1 Jan 2007,27.35493,22.12762,25.82735,28.8327
5.5,0000 1 Jan 2007,26.89733,20.90966,25.05745,28.65095
6.5,0000 1 Jan 2007,25.90359,19.96616,23.95581,28.04228
7.5,0000 1 Jan 2007,24.84936,19.40798,22.99317,27.23912
8.5,0000 1 Jan 2007,24.14658,19.35874,22.4996,26.58421
9.5,0000 1 Jan 2007,23.939,19.77536,22.45881,26.3268
10.5,0000 1 Jan 2007,24.00836,20.50111,22.72793,26.26747
1.5,0000 1 Feb 2007,27.08498,24.23642,26.3231,28.60035
2.5,0000 1 Feb 2007,27.18416,23.46161,26.16646,28.63803
3.5,0000 1 Feb 2007,27.1566,22.14466,25.71331,28.72517
4.5,0000 1 Feb 2007,26.64742,20.74709,24.75562,28.5501
5.5,0000 1 Feb 2007,25.60477,19.6888,23.55925,27.88543
6.5,0000 1 Feb 2007,24.44575,19.19252,22.52337,26.99834
7.5,0000 1 Feb 2007,23.68003,19.2049,21.96949,26.31328
8.5,0000 1 Feb 2007,23.46005,19.68746,21.96875,26.03589
9.5,0000 1 Feb 2007,23.56107,20.48264,22.30677,25.98736
10.5,0000 1 Feb 2007,23.80325,21.58475,22.89788,25.97571
1.5,0000 1 Mar 2007,27.41616,23.40219,26.30183,28.88058
2.5,0000 1 Mar 2007,27.37724,22.3041,25.82921,28.99257
3.5,0000 1 Mar 2007,26.80356,21.04961,24.88457,28.85445
4.5,0000 1 Mar 2007,25.87843,19.97573,23.79699,28.25935
5.5,0000 1 Mar 2007,24.89631,19.37901,22.96635,27.4164
6.5,0000 1 Mar 2007,24.17315,19.41004,22.48474,26.71509
7.5,0000 1 Mar 2007,23.91941,19.85728,22.42282,26.41624
8.5,0000 1 Mar 2007,23.97671,20.61252,22.67668,26.37623
9.5,0000 1 Mar 2007,24.20166,21.71769,23.21169,26.34222
10.5,0000 1 Mar 2007,24.49879,23.08614,23.8916,26.31609
1.5,0000 1 Apr 2007,27.59679,22.29689,26.08265,29.02252
2.5,0000 1 Apr 2007,27.11094,21.20534,25.1877,28.9682
3.5,0000 1 Apr 2007,26.09377,20.2255,23.93226,28.51102
4.5,0000 1 Apr 2007,24.98237,19.56134,22.95467,27.70802
5.5,0000 1 Apr 2007,24.17224,19.44777,22.44942,26.91274
6.5,0000 1 Apr 2007,23.89001,19.84458,22.35889,26.51509
7.5,0000 1 Apr 2007,24.00539,20.57618,22.63588,26.475
8.5,0000 1 Apr 2007,24.25984,21.64476,23.15606,26.53459
9.5,0000 1 Apr 2007,24.55484,23.00077,23.86634,26.52739
10.5,0000 1 Apr 2007,24.95426,24.31304,24.61225,26.59437
1.5,0000 1 May 2007,26.52106,20.67875,24.6761,28.65463
2.5,0000 1 May 2007,25.29737,19.83539,23.2023,28.23137
3.5,0000 1 May 2007,24.14563,19.30282,22.14304,27.4985
4.5,0000 1 May 2007,23.5785,19.24977,21.9129,26.78292
5.5,0000 1 May 2007,23.51566,19.67081,22.06784,26.39159
6.5,0000 1 May 2007,23.72621,20.4756,22.4616,26.35136
7.5,0000 1 May 2007,24.04455,21.58426,23.04097,26.43834
8.5,0000 1 May 2007,24.41023,22.99936,23.82273,26.46606
9.5,0000 1 May 2007,24.87134,24.31652,24.59871,26.53795
10.5,0000 1 May 2007,25.47728,25.11414,25.38621,26.73943
1.5,0000 1 Jun 2007,25.43948,19.4961,23.30522,28.19012
2.5,0000 1 Jun 2007,23.89134,19.10747,21.96787,27.34478
3.5,0000 1 Jun 2007,22.97611,19.09993,21.41608,26.54667
4.5,0000 1 Jun 2007,22.89718,19.48592,21.58913,26.09731
5.5,0000 1 Jun 2007,23.11987,20.17993,21.99872,25.9362
6.5,0000 1 Jun 2007,23.41722,21.25607,22.6115,25.90027
7.5,0000 1 Jun 2007,23.84253,22.59861,23.41572,25.93352
8.5,0000 1 Jun 2007,24.40843,23.94654,24.27948,26.10295
9.5,0000 1 Jun 2007,25.15824,24.811,25.14806,26.45988
10.5,0000 1 Jun 2007,25.93899,24.91689,25.88123,26.94238
1.5,0000 1 Jul 2007,25.55929,19.85966,23.56857,28.25961
2.5,0000 1 Jul 2007,24.65202,19.69324,22.74529,27.82127
3.5,0000 1 Jul 2007,24.28321,19.97296,22.57063,27.50656
4.5,0000 1 Jul 2007,24.45634,20.57847,22.92896,27.40155
5.5,0000 1 Jul 2007,24.68419,21.5117,23.48178,27.32047
6.5,0000 1 Jul 2007,24.87426,22.76055,24.13409,27.23668
7.5,0000 1 Jul 2007,25.23173,24.03263,24.8297,27.25248
8.5,0000 1 Jul 2007,25.82756,24.87156,25.61645,27.42081
9.5,0000 1 Jul 2007,26.5598,24.91818,26.32659,27.76933
10.5,0000 1 Jul 2007,27.17578,24.22607,26.67346,28.19882
1.5,0000 1 Aug 2007,25.22216,19.3586,23.2226,28.00698
2.5,0000 1 Aug 2007,24.62168,19.74449,22.82765,27.6668
3.5,0000 1 Aug 2007,24.45393,20.39512,22.87098,27.50191
4.5,0000 1 Aug 2007,24.60229,21.30444,23.3051,27.36522
5.5,0000 1 Aug 2007,24.75486,22.44613,23.92426,27.17307
6.5,0000 1 Aug 2007,25.04681,23.65143,24.63677,27.06925
7.5,0000 1 Aug 2007,25.64114,24.38332,25.4199,27.25094
8.5,0000 1 Aug 2007,26.37689,24.36848,26.1029,27.63648
9.5,0000 1 Aug 2007,26.9798,23.69488,26.41154,28.08681
10.5,0000 1 Aug 2007,27.17191,22.71517,26.17732,28.39704
1.5,0000 1 Sep 2007,25.36145,19.70528,23.52716,27.95569
2.5,0000 1 Sep 2007,25.06222,20.35117,23.39278,27.82552
3.5,0000 1 Sep 2007,24.93779,21.20058,23.525,27.74277
4.5,0000 1 Sep 2007,25.04717,22.28597,24.01921,27.6304
5.5,0000 1 Sep 2007,25.34939,23.43779,24.7364,27.57509
6.5,0000 1 Sep 2007,25.93828,24.27235,25.56976,27.73667
7.5,0000 1 Sep 2007,26.69468,24.44964,26.31942,28.10947
8.5,0000 1 Sep 2007,27.34007,24.00479,26.71582,28.54011
9.5,0000 1 Sep 2007,27.61424,23.20523,26.58774,28.84948
10.5,0000 1 Sep 2007,27.41533,22.30048,26.04285,28.92741
1.5,0000 1 Oct 2007,25.19794,19.91322,23.47628,27.84045
2.5,0000 1 Oct 2007,24.89531,20.94991,23.58408,27.55245
3.5,0000 1 Oct 2007,24.71789,21.99838,23.83545,27.23518
4.5,0000 1 Oct 2007,24.9499,23.00214,24.39255,27.02452
5.5,0000 1 Oct 2007,25.51479,23.59022,25.13337,27.13882
6.5,0000 1 Oct 2007,26.21089,23.59881,25.8,27.53165
7.5,0000 1 Oct 2007,26.7528,23.07286,26.0893,27.99163
8.5,0000 1 Oct 2007,26.87796,22.26587,25.82895,28.26609
9.5,0000 1 Oct 2007,26.52807,21.40175,25.16973,28.17997
10.5,0000 1 Oct 2007,25.9412,20.70141,24.4843,27.80177
1.5,0000 1 Nov 2007,25.04217,20.24496,23.57161,27.37785
2.5,0000 1 Nov 2007,24.62631,21.63333,23.72355,26.94632
3.5,0000 1 Nov 2007,24.5383,22.75128,24.00243,26.68804
4.5,0000 1 Nov 2007,25.02532,23.15389,24.55649,26.85304
5.5,0000 1 Nov 2007,25.75891,22.90628,25.1419,27.29578
6.5,0000 1 Nov 2007,26.30726,22.25994,25.44452,27.75179
7.5,0000 1 Nov 2007,26.44699,21.5309,25.27975,27.96595
8.5,0000 1 Nov 2007,26.1271,20.78292,24.72036,27.81103
9.5,0000 1 Nov 2007,25.56952,20.20079,24.06554,27.40425
10.5,0000 1 Nov 2007,25.0645,19.93261,23.58666,27.00578
1.5,0000 1 Dec 2007,25.05664,21.57112,24.09468,27.04625
2.5,0000 1 Dec 2007,24.85837,22.76081,24.3423,26.76945
3.5,0000 1 Dec 2007,25.06138,23.17675,24.65981,26.84315
4.5,0000 1 Dec 2007,25.69979,22.7256,25.05005,27.28543
5.5,0000 1 Dec 2007,26.24455,21.84704,25.22807,27.74726
6.5,0000 1 Dec 2007,26.32894,20.95096,25.0022,27.94653
7.5,0000 1 Dec 2007,25.90637,20.20365,24.34453,27.73329
8.5,0000 1 Dec 2007,25.23278,19.68034,23.62334,27.23726
9.5,0000 1 Dec 2007,24.65419,19.5382,23.11256,26.77208
10.5,0000 1 Dec 2007,24.44949,19.82092,22.96963,26.57301
1.5,0000 1 Jan 2008,25.5542,23.10953,24.84703,27.11764
2.5,0000 1 Jan 2008,25.79993,23.6025,25.2532,27.27523
3.5,0000 1 Jan 2008,26.18524,23.07365,25.44614,27.62854
4.5,0000 1 Jan 2008,26.57296,21.91992,25.39774,28.02551
5.5,0000 1 Jan 2008,26.5054,20.75606,24.91684,28.13463
6.5,0000 1 Jan 2008,25.86165,19.85876,24.05385,27.81732
7.5,0000 1 Jan 2008,24.94747,19.32362,23.1504,27.19538
8.5,0000 1 Jan 2008,24.24094,19.26452,22.61012,26.60711
9.5,0000 1 Jan 2008,23.99748,19.6979,22.50932,26.31932
10.5,0000 1 Jan 2008,24.07086,20.49575,22.76719,26.29501
1.5,0000 1 Feb 2008,25.83209,23.95099,25.43221,27.29904
2.5,0000 1 Feb 2008,26.40763,23.64984,25.91615,27.69642
3.5,0000 1 Feb 2008,26.75582,22.62159,25.87538,28.08032
4.5,0000 1 Feb 2008,26.6435,21.23343,25.2104,28.22476
5.5,0000 1 Feb 2008,25.9787,20.09605,24.2167,27.95648
6.5,0000 1 Feb 2008,25.07868,19.4052,23.26525,27.3588
7.5,0000 1 Feb 2008,24.31855,19.22532,22.65118,26.74307
8.5,0000 1 Feb 2008,23.99473,19.56189,22.48315,26.38313
9.5,0000 1 Feb 2008,24.00226,20.30861,22.68206,26.29956
10.5,0000 1 Feb 2008,24.23929,21.47012,23.21843,26.33788
1.5,0000 1 Mar 2008,26.59434,24.56637,26.26081,27.66119
2.5,0000 1 Mar 2008,26.94876,23.66383,26.21975,28.10109
3.5,0000 1 Mar 2008,26.83907,22.29591,25.63025,28.27626
4.5,0000 1 Mar 2008,26.18572,20.90995,24.59738,28.05628
5.5,0000 1 Mar 2008,25.27912,20.05001,23.62152,27.473
6.5,0000 1 Mar 2008,24.50971,19.74739,22.9894,26.83141
7.5,0000 1 Mar 2008,24.1878,19.99053,22.7713,26.45411
8.5,0000 1 Mar 2008,24.19486,20.61572,22.93399,26.39203
9.5,0000 1 Mar 2008,24.41562,21.65329,23.40287,26.51253
10.5,0000 1 Mar 2008,24.78192,22.99365,24.13882,26.70224
1.5,0000 1 Apr 2008,27.06909,24.42153,26.49483,28.1547
2.5,0000 1 Apr 2008,27.01305,23.14149,25.91581,28.37246
3.5,0000 1 Apr 2008,26.47118,21.70805,24.97658,28.28491
4.5,0000 1 Apr 2008,25.71843,20.6105,24.07979,27.88234
5.5,0000 1 Apr 2008,25.10276,20.16747,23.51291,27.40995
6.5,0000 1 Apr 2008,24.86745,20.23852,23.33099,27.13215
7.5,0000 1 Apr 2008,24.93669,20.74826,23.49433,27.17211
8.5,0000 1 Apr 2008,25.141,21.76704,23.93941,27.34031
9.5,0000 1 Apr 2008,25.43763,23.15906,24.60042,27.50705
10.5,0000 1 Apr 2008,25.8396,24.53727,25.35745,27.64578
1.5,0000 1 May 2008,27.1824,22.57241,26.00187,28.4029
2.5,0000 1 May 2008,26.79127,21.56112,25.18446,28.47177
3.5,0000 1 May 2008,26.10684,20.66888,24.34134,28.20173
4.5,0000 1 May 2008,25.50718,20.23022,23.79487,27.81067
5.5,0000 1 May 2008,25.26316,20.28858,23.64105,27.53146
6.5,0000 1 May 2008,25.31377,20.79921,23.83353,27.48008
7.5,0000 1 May 2008,25.44613,21.73464,24.24223,27.51831
8.5,0000 1 May 2008,25.63108,23.02614,24.81604,27.54803
9.5,0000 1 May 2008,25.996,24.3045,25.48466,27.62844
10.5,0000 1 May 2008,26.57105,25.14011,26.22328,27.85768
1.5,0000 1 Jun 2008,26.66712,22.07899,25.38094,28.28093
2.5,0000 1 Jun 2008,25.97134,21.22522,24.38511,28.20487
3.5,0000 1 Jun 2008,25.39128,20.76831,23.69434,28.01528
4.5,0000 1 Jun 2008,25.29979,20.74777,23.66189,27.88096
5.5,0000 1 Jun 2008,25.4901,21.15223,23.96217,27.91978
6.5,0000 1 Jun 2008,25.71288,22.00891,24.45947,28.01635
7.5,0000 1 Jun 2008,25.96087,23.21367,25.06048,28.09934
8.5,0000 1 Jun 2008,26.37332,24.43795,25.78823,28.1787
9.5,0000 1 Jun 2008,26.93558,25.25774,26.54061,28.35427
10.5,0000 1 Jun 2008,27.57874,25.35334,27.19127,28.63593
1.5,0000 1 Jul 2008,26.20743,21.04708,24.73556,28.04407
2.5,0000 1 Jul 2008,25.41397,20.66923,23.817,27.78517
3.5,0000 1 Jul 2008,24.9035,20.63233,23.34617,27.52497
4.5,0000 1 Jul 2008,24.87572,21.02687,23.47173,27.35025
5.5,0000 1 Jul 2008,25.01829,21.83994,23.94287,27.25031
6.5,0000 1 Jul 2008,25.27872,23.05125,24.63006,27.20649
7.5,0000 1 Jul 2008,25.68033,24.265,25.33112,27.29601
8.5,0000 1 Jul 2008,26.25727,24.9707,26.03057,27.57171
9.5,0000 1 Jul 2008,26.94197,24.87392,26.63647,27.99435
10.5,0000 1 Jul 2008,27.50468,24.17999,26.92146,28.4377
1.5,0000 1 Aug 2008,25.89714,20.65899,24.3497,27.99686
2.5,0000 1 Aug 2008,25.34596,20.74552,23.73682,27.87716
3.5,0000 1 Aug 2008,25.16209,21.12366,23.67473,27.80115
4.5,0000 1 Aug 2008,25.29148,21.8999,24.08423,27.71747
5.5,0000 1 Aug 2008,25.49492,23.01085,24.74148,27.6027
6.5,0000 1 Aug 2008,25.83034,24.1813,25.42018,27.60623
7.5,0000 1 Aug 2008,26.39609,24.83737,26.13312,27.81962
8.5,0000 1 Aug 2008,27.08318,24.82062,26.75021,28.20375
9.5,0000 1 Aug 2008,27.65821,24.21449,27.04208,28.60811
10.5,0000 1 Aug 2008,27.8985,23.2937,26.84238,28.89145
1.5,0000 1 Sep 2008,26.03279,21.07276,24.59148,28.05068
2.5,0000 1 Sep 2008,25.70675,21.40628,24.32159,27.99504
3.5,0000 1 Sep 2008,25.54167,22.04958,24.40603,27.85926
4.5,0000 1 Sep 2008,25.57744,23.00145,24.81317,27.63318
5.5,0000 1 Sep 2008,25.7872,24.03087,25.31112,27.51493
6.5,0000 1 Sep 2008,26.27916,24.6217,25.95231,27.67304
7.5,0000 1 Sep 2008,26.93209,24.51064,26.53697,28.08841
