L,MON,LDC_SST_COLA_CESM1,LDC_SST_COLA_CESM1_ONETWO,LDC_SST_COLA_CESM1_THREE,LDC_SST_COLA_CESM1_FOUR
7.5,0000 1 Feb 1994,23.99833,18.77659,22.13902,26.54153
8.5,0000 1 Feb 1994,23.75085,19.26697,22.09141,26.26467
9.5,0000 1 Feb 1994,23.83448,20.06231,22.36806,26.2478
10.5,0000 1 Feb 1994,24.06532,21.14098,22.90781,26.28242
1.5,0000 1 Mar 1994,26.98946,22.88678,25.8779,28.23494
2.5,0000 1 Mar 1994,26.94338,21.47486,25.40599,28.41038
3.5,0000 1 Mar 1994,26.41472,20.12393,24.48853,28.30436
4.5,0000 1 Mar 1994,25.53299,19.09341,23.37597,27.80629
5.5,0000 1 Mar 1994,24.57364,18.6283,22.51423,27.05955
6.5,0000 1 Mar 1994,23.89149,18.75884,22.08804,26.44345
7.5,0000 1 Mar 1994,23.69442,19.30945,22.12896,26.19289
8.5,0000 1 Mar 1994,23.80307,20.13138,22.44349,26.20404
9.5,0000 1 Mar 1994,24.05302,21.23479,22.99778,26.23657
10.5,0000 1 Mar 1994,24.358,22.62409,23.75362,26.20694
1.5,0000 1 Apr 1994,27.33932,21.91535,25.86285,28.6081
2.5,0000 1 Apr 1994,26.92826,20.71078,24.99721,28.69345
3.5,0000 1 Apr 1994,26.08589,19.65858,23.87134,28.40619
4.5,0000 1 Apr 1994,25.14737,19.00329,22.95436,27.79537
5.5,0000 1 Apr 1994,24.418,18.94908,22.4859,27.14144
6.5,0000 1 Apr 1994,24.10568,19.38383,22.40713,26.74545
7.5,0000 1 Apr 1994,24.15068,20.17513,22.67424,26.65824
8.5,0000 1 Apr 1994,24.34115,21.28165,23.17787,26.62913
9.5,0000 1 Apr 1994,24.59385,22.68511,23.88255,26.56705
10.5,0000 1 Apr 1994,24.99466,24.01101,24.62758,26.58538
1.5,0000 1 May 1994,27.0674,20.88721,25.20193,28.70508
2.5,0000 1 May 1994,26.20687,19.92367,24.02291,28.49843
3.5,0000 1 May 1994,25.18437,19.25292,22.94226,27.99792
4.5,0000 1 May 1994,24.46814,19.04848,22.45542,27.42466
5.5,0000 1 May 1994,24.2288,19.3795,22.46198,27.0331
6.5,0000 1 May 1994,24.30004,20.12434,22.78824,26.86339
7.5,0000 1 May 1994,24.45781,21.22383,23.27695,26.79257
8.5,0000 1 May 1994,24.62658,22.64576,23.9368,26.67895
9.5,0000 1 May 1994,24.99357,23.95667,24.66252,26.64516
10.5,0000 1 May 1994,25.60284,24.69801,25.43591,26.81013
1.5,0000 1 Jun 1994,26.60816,20.24345,24.52827,28.71402
2.5,0000 1 Jun 1994,25.6808,19.6916,23.49426,28.36097
3.5,0000 1 Jun 1994,25.01935,19.55396,22.95576,27.99036
4.5,0000 1 Jun 1994,24.84927,19.83497,22.97637,27.76208
5.5,0000 1 Jun 1994,24.96278,20.5582,23.33952,27.66179
6.5,0000 1 Jun 1994,25.1207,21.62344,23.85606,27.58743
7.5,0000 1 Jun 1994,25.28271,22.91613,24.44728,27.4858
8.5,0000 1 Jun 1994,25.56713,24.08424,25.05276,27.42882
9.5,0000 1 Jun 1994,26.06913,24.76069,25.72381,27.52835
10.5,0000 1 Jun 1994,26.71392,24.66009,26.34278,27.82263
1.5,0000 1 Jul 1994,25.84362,19.87757,23.7911,28.43519
2.5,0000 1 Jul 1994,25.18127,19.77616,23.13767,28.14411
3.5,0000 1 Jul 1994,24.9817,20.1017,23.0933,28.00605
4.5,0000 1 Jul 1994,25.12482,20.79643,23.4697,27.97488
5.5,0000 1 Jul 1994,25.3341,21.89013,24.06069,27.91094
6.5,0000 1 Jul 1994,25.51124,23.21402,24.71265,27.74689
7.5,0000 1 Jul 1994,25.83478,24.40784,25.36341,27.62587
8.5,0000 1 Jul 1994,26.34495,24.99604,26.03515,27.66611
9.5,0000 1 Jul 1994,26.99411,24.74461,26.59619,27.95767
10.5,0000 1 Jul 1994,27.4773,23.88751,26.77616,28.35939
1.5,0000 1 Aug 1994,25.79109,19.62588,23.63707,28.47163
2.5,0000 1 Aug 1994,25.41924,20.08019,23.46167,28.24315
3.5,0000 1 Aug 1994,25.41869,20.72548,23.6251,28.24755
4.5,0000 1 Aug 1994,25.54587,21.64678,24.08756,28.22133
5.5,0000 1 Aug 1994,25.65832,22.81007,24.69922,28.04887
6.5,0000 1 Aug 1994,25.95377,23.98942,25.44011,27.88264
7.5,0000 1 Aug 1994,26.54095,24.68086,26.24267,27.91016
8.5,0000 1 Aug 1994,27.24974,24.58968,26.86125,28.17756
9.5,0000 1 Aug 1994,27.75088,23.84152,27.01115,28.56676
10.5,0000 1 Aug 1994,27.77363,22.73529,26.57119,28.82042
1.5,0000 1 Sep 1994,26.48667,20.19889,24.53871,28.75541
2.5,0000 1 Sep 1994,26.34552,20.93182,24.53275,28.67939
3.5,0000 1 Sep 1994,26.30385,21.73067,24.71779,28.63256
4.5,0000 1 Sep 1994,26.30084,22.67267,25.1006,28.47412
5.5,0000 1 Sep 1994,26.44529,23.63453,25.59299,28.32186
6.5,0000 1 Sep 1994,26.83985,24.2137,26.2307,28.29798
7.5,0000 1 Sep 1994,27.39275,24.1406,26.7769,28.46688
8.5,0000 1 Sep 1994,27.78977,23.49644,26.92865,28.69441
9.5,0000 1 Sep 1994,27.76017,22.5889,26.5045,28.82313
10.5,0000 1 Sep 1994,27.21397,21.63091,25.68468,28.67804
1.5,0000 1 Oct 1994,27.03884,21.27562,25.32662,29.057
2.5,0000 1 Oct 1994,26.85229,22.08334,25.35813,28.91874
3.5,0000 1 Oct 1994,26.69082,22.8625,25.49187,28.74387
4.5,0000 1 Oct 1994,26.75656,23.60324,25.87018,28.56085
5.5,0000 1 Oct 1994,27.09469,24.0313,26.43138,28.48031
6.5,0000 1 Oct 1994,27.61098,23.90278,26.89735,28.6167
7.5,0000 1 Oct 1994,27.96771,23.26894,26.95245,28.83834
8.5,0000 1 Oct 1994,27.84812,22.3425,26.41632,28.94786
9.5,0000 1 Oct 1994,27.19769,21.3857,25.49544,28.72235
10.5,0000 1 Oct 1994,26.32095,20.64375,24.62059,28.23065
1.5,0000 1 Nov 1994,27.21388,22.42276,25.74141,29.15306
2.5,0000 1 Nov 1994,26.94774,23.14994,25.72012,28.93015
3.5,0000 1 Nov 1994,26.89642,23.57728,25.861,28.78825
4.5,0000 1 Nov 1994,27.19612,23.75318,26.31123,28.74614
5.5,0000 1 Nov 1994,27.6692,23.55361,26.79435,28.83872
6.5,0000 1 Nov 1994,28.0297,23.03821,26.9342,28.98702
7.5,0000 1 Nov 1994,27.97627,22.30952,26.55326,29.04292
8.5,0000 1 Nov 1994,27.44908,21.56504,25.80111,28.84458
9.5,0000 1 Nov 1994,26.72152,21.00319,25.06642,28.43641
10.5,0000 1 Nov 1994,26.15243,20.79471,24.59718,28.05218
1.5,0000 1 Dec 1994,27.37903,23.27409,26.10439,29.0129
2.5,0000 1 Dec 1994,27.17906,23.85368,26.18575,28.75691
3.5,0000 1 Dec 1994,27.32357,23.89421,26.41866,28.71119
4.5,0000 1 Dec 1994,27.7288,23.49478,26.75621,28.81149
5.5,0000 1 Dec 1994,28.01657,22.79466,26.80499,28.94386
6.5,0000 1 Dec 1994,27.85905,21.98598,26.32082,28.97636
7.5,0000 1 Dec 1994,27.18032,21.13789,25.431,28.72718
8.5,0000 1 Dec 1994,26.29708,20.50513,24.56241,28.20553
9.5,0000 1 Dec 1994,25.60483,20.29694,23.97517,27.7109
10.5,0000 1 Dec 1994,25.38474,20.56376,23.82784,27.48617
1.5,0000 1 Jan 1995,27.43964,24.09258,26.40072,28.80587
2.5,0000 1 Jan 1995,27.5109,24.16358,26.58453,28.72815
3.5,0000 1 Jan 1995,27.6725,23.42607,26.51884,28.80603
4.5,0000 1 Jan 1995,27.69739,22.1087,26.0734,28.93793
5.5,0000 1 Jan 1995,27.22634,20.723,25.14638,28.89391
6.5,0000 1 Jan 1995,26.20478,19.69295,24.00454,28.35563
7.5,0000 1 Jan 1995,25.07113,19.19384,23.0455,27.48723
8.5,0000 1 Jan 1995,24.24949,19.23012,22.54445,26.68542
9.5,0000 1 Jan 1995,23.94093,19.72538,22.43996,26.3143
10.5,0000 1 Jan 1995,23.94295,20.4633,22.64708,26.22387
1.5,0000 1 Feb 1995,27.48562,24.42815,26.86627,28.6089
2.5,0000 1 Feb 1995,27.54601,23.60379,26.57186,28.6494
3.5,0000 1 Feb 1995,27.31078,22.22484,25.81211,28.71257
4.5,0000 1 Feb 1995,26.50415,20.66358,24.55607,28.4579
5.5,0000 1 Feb 1995,25.32906,19.50423,23.24514,27.69313
6.5,0000 1 Feb 1995,24.16188,18.97801,22.27776,26.69853
7.5,0000 1 Feb 1995,23.40554,19.04249,21.85869,25.92469
8.5,0000 1 Feb 1995,23.15205,19.57489,21.89684,25.59446
9.5,0000 1 Feb 1995,23.24229,20.37804,22.21582,25.51545
10.5,0000 1 Feb 1995,23.50876,21.4491,22.77139,25.46651
1.5,0000 1 Mar 1995,27.38145,23.54636,26.48977,28.66037
2.5,0000 1 Mar 1995,27.19175,22.21924,25.89389,28.63842
3.5,0000 1 Mar 1995,26.45752,20.82123,24.66427,28.42789
4.5,0000 1 Mar 1995,25.38158,19.75595,23.3796,27.79535
5.5,0000 1 Mar 1995,24.29335,19.14604,22.40856,26.90488
6.5,0000 1 Mar 1995,23.51463,19.11563,21.93877,26.15281
7.5,0000 1 Mar 1995,23.21107,19.59888,21.90541,25.78166
8.5,0000 1 Mar 1995,23.27869,20.43099,22.22404,25.69979
9.5,0000 1 Mar 1995,23.55398,21.54224,22.79197,25.71082
10.5,0000 1 Mar 1995,23.95232,22.85589,23.55623,25.75202
1.5,0000 1 Apr 1995,27.27533,21.81561,25.76791,28.75634
2.5,0000 1 Apr 1995,26.62802,20.47171,24.65709,28.53277
3.5,0000 1 Apr 1995,25.53618,19.46251,23.38121,27.97065
4.5,0000 1 Apr 1995,24.43811,18.95469,22.4078,27.1559
5.5,0000 1 Apr 1995,23.58303,18.94795,21.8847,26.38105
6.5,0000 1 Apr 1995,23.28994,19.41409,21.85085,25.98371
7.5,0000 1 Apr 1995,23.38809,20.20972,22.14918,25.89826
8.5,0000 1 Apr 1995,23.64393,21.34569,22.71907,25.90949
9.5,0000 1 Apr 1995,23.9933,22.74028,23.51849,25.90557
10.5,0000 1 Apr 1995,24.48938,24.05363,24.33389,26.02785
1.5,0000 1 May 1995,26.5043,20.43387,24.6436,28.47332
2.5,0000 1 May 1995,25.5371,19.49868,23.44494,27.96577
3.5,0000 1 May 1995,24.54992,19.03196,22.43517,27.34589
4.5,0000 1 May 1995,23.8499,19.00341,21.93949,26.73661
5.5,0000 1 May 1995,23.56187,19.38583,21.96623,26.31384
6.5,0000 1 May 1995,23.59077,20.10772,22.29917,26.09761
7.5,0000 1 May 1995,23.77052,21.15258,22.81767,26.0118
8.5,0000 1 May 1995,24.06642,22.46324,23.51947,25.96958
9.5,0000 1 May 1995,24.56478,23.7494,24.35805,26.07503
10.5,0000 1 May 1995,25.24665,24.5695,25.20816,26.36893
1.5,0000 1 Jun 1995,25.83349,19.81109,23.86924,28.13582
2.5,0000 1 Jun 1995,24.56593,19.18969,22.58913,27.40474
3.5,0000 1 Jun 1995,23.68299,19.14295,21.91493,26.74967
4.5,0000 1 Jun 1995,23.45559,19.51423,21.91312,26.38497
5.5,0000 1 Jun 1995,23.58154,20.19877,22.28107,26.22207
6.5,0000 1 Jun 1995,23.78322,21.21063,22.83496,26.1173
7.5,0000 1 Jun 1995,24.06616,22.49962,23.53656,26.05546
8.5,0000 1 Jun 1995,24.52911,23.79412,24.33673,26.13462
9.5,0000 1 Jun 1995,25.21393,24.63307,25.1642,26.45147
10.5,0000 1 Jun 1995,25.99154,24.73486,25.89093,26.94687
1.5,0000 1 Jul 1995,25.17227,19.62179,23.33582,27.55575
2.5,0000 1 Jul 1995,24.20479,19.43812,22.47635,26.97997
3.5,0000 1 Jul 1995,23.81864,19.77444,22.3256,26.639
4.5,0000 1 Jul 1995,23.9069,20.50017,22.65061,26.51064
5.5,0000 1 Jul 1995,24.13713,21.51166,23.23576,26.36431
6.5,0000 1 Jul 1995,24.38182,22.7335,23.91917,26.21158
7.5,0000 1 Jul 1995,24.76144,23.89313,24.61327,26.22311
8.5,0000 1 Jul 1995,25.39492,24.58721,25.34351,26.51557
9.5,0000 1 Jul 1995,26.104,24.58619,25.98085,26.99461
10.5,0000 1 Jul 1995,26.64856,23.94353,26.24967,27.47506
1.5,0000 1 Aug 1995,24.66049,19.31421,22.90909,27.22583
2.5,0000 1 Aug 1995,23.97891,19.65539,22.45855,26.80391
3.5,0000 1 Aug 1995,23.89927,20.35365,22.5892,26.6832
4.5,0000 1 Aug 1995,24.13161,21.36551,23.10535,26.65141
5.5,0000 1 Aug 1995,24.42915,22.61172,23.85753,26.57331
6.5,0000 1 Aug 1995,24.85388,23.8564,24.69734,26.61112
7.5,0000 1 Aug 1995,25.51875,24.65452,25.52573,26.89299
8.5,0000 1 Aug 1995,26.29717,24.73404,26.22415,27.37012
9.5,0000 1 Aug 1995,26.91947,24.21084,26.54111,27.87576
10.5,0000 1 Aug 1995,27.147,23.27588,26.3321,28.24653
1.5,0000 1 Sep 1995,24.86195,19.74081,23.17431,27.41441
2.5,0000 1 Sep 1995,24.50082,20.31725,23.00617,27.19867
3.5,0000 1 Sep 1995,24.38726,21.21914,23.21064,27.02028
4.5,0000 1 Sep 1995,24.49749,22.32901,23.73745,26.87573
5.5,0000 1 Sep 1995,24.87701,23.41873,24.48882,26.82788
6.5,0000 1 Sep 1995,25.4899,24.156,25.32915,27.0291
7.5,0000 1 Sep 1995,26.25803,24.26753,26.04827,27.45534
8.5,0000 1 Sep 1995,26.84516,23.79266,26.36239,27.93175
9.5,0000 1 Sep 1995,27.0434,22.93447,26.1492,28.24991
10.5,0000 1 Sep 1995,26.7578,21.9777,25.53336,28.27193
1.5,0000 1 Oct 1995,25.07435,20.33615,23.54043,27.60541
2.5,0000 1 Oct 1995,24.80851,21.29842,23.62673,27.30607
3.5,0000 1 Oct 1995,24.7373,22.33795,23.99563,27.04114
4.5,0000 1 Oct 1995,25.00997,23.29336,24.56788,26.96009
5.5,0000 1 Oct 1995,25.61474,23.81389,25.30237,27.15784
6.5,0000 1 Oct 1995,26.33032,23.82298,25.95056,27.59646
7.5,0000 1 Oct 1995,26.89541,23.34719,26.25194,28.0436
8.5,0000 1 Oct 1995,27.07576,22.55329,26.02778,28.34341
9.5,0000 1 Oct 1995,26.76056,21.62254,25.38519,28.30395
10.5,0000 1 Oct 1995,26.18814,20.87688,24.71257,28.00561
1.5,0000 1 Nov 1995,25.48679,21.38893,24.12881,27.62553
2.5,0000 1 Nov 1995,25.27752,22.40658,24.34263,27.42436
3.5,0000 1 Nov 1995,25.33562,23.36331,24.74049,27.37415
4.5,0000 1 Nov 1995,25.84796,23.88636,25.40137,27.57921
5.5,0000 1 Nov 1995,26.57967,23.86297,26.08697,27.96432
6.5,0000 1 Nov 1995,27.15391,23.41397,26.41738,28.37815
7.5,0000 1 Nov 1995,27.29794,22.68252,26.1824,28.6285
8.5,0000 1 Nov 1995,26.95191,21.82399,25.5521,28.57074
9.5,0000 1 Nov 1995,26.35267,21.09592,24.89497,28.22489
10.5,0000 1 Nov 1995,25.85442,20.72937,24.41633,27.85721
1.5,0000 1 Dec 1995,25.76613,22.26421,24.61186,27.81866
2.5,0000 1 Dec 1995,25.875,23.54146,25.19304,27.70433
3.5,0000 1 Dec 1995,26.21707,24.23328,25.81541,27.80128
4.5,0000 1 Dec 1995,26.8176,24.08187,26.34131,28.15069
5.5,0000 1 Dec 1995,27.37102,23.33367,26.57164,28.53854
6.5,0000 1 Dec 1995,27.51245,22.44838,26.30466,28.7761
7.5,0000 1 Dec 1995,27.13783,21.57628,25.63715,28.75456
8.5,0000 1 Dec 1995,26.50558,20.90125,24.94132,28.45561
9.5,0000 1 Dec 1995,26.00565,20.61469,24.48653,28.11877
10.5,0000 1 Dec 1995,25.90701,20.80021,24.39184,27.95406
1.5,0000 1 Jan 1996,26.05654,23.50749,25.47229,27.74059
2.5,0000 1 Jan 1996,26.50099,24.02629,26.06034,27.95702
3.5,0000 1 Jan 1996,27.06498,23.72717,26.46381,28.37611
4.5,0000 1 Jan 1996,27.51476,22.77234,26.47834,28.76246
5.5,0000 1 Jan 1996,27.52109,21.71944,26.03977,28.91255
6.5,0000 1 Jan 1996,26.92883,20.84545,25.21503,28.68687
7.5,0000 1 Jan 1996,26.05634,20.26422,24.3668,28.14486
8.5,0000 1 Jan 1996,25.35425,20.13051,23.81921,27.56976
9.5,0000 1 Jan 1996,25.16494,20.47417,23.69529,27.29619
10.5,0000 1 Jan 1996,25.28118,21.14169,23.89875,27.26904
1.5,0000 1 Feb 1996,26.30309,23.9577,25.89823,27.73633
2.5,0000 1 Feb 1996,26.7711,23.52639,26.1345,28.0358
3.5,0000 1 Feb 1996,27.01244,22.34613,25.87589,28.37152
4.5,0000 1 Feb 1996,26.76249,20.8769,25.06772,28.45222
5.5,0000 1 Feb 1996,25.93182,19.7337,23.9693,28.04296
6.5,0000 1 Feb 1996,24.80761,19.17388,22.91973,27.26378
7.5,0000 1 Feb 1996,23.90389,19.14205,22.28509,26.50461
8.5,0000 1 Feb 1996,23.54951,19.56965,22.12116,26.12303
9.5,0000 1 Feb 1996,23.64323,20.36015,22.37593,26.06925
10.5,0000 1 Feb 1996,23.94437,21.4923,22.94114,26.11324
1.5,0000 1 Mar 1996,27.12621,24.34165,26.60621,28.24613
2.5,0000 1 Mar 1996,27.45548,23.34453,26.52854,28.63792
3.5,0000 1 Mar 1996,27.3408,21.92254,25.88554,28.8134
4.5,0000 1 Mar 1996,26.67645,20.61947,24.8841,28.58117
5.5,0000 1 Mar 1996,25.71361,19.8211,23.90403,27.98047
6.5,0000 1 Mar 1996,24.82586,19.58152,23.18903,27.27229
7.5,0000 1 Mar 1996,24.39823,19.85031,22.89607,26.79285
8.5,0000 1 Mar 1996,24.31498,20.48103,22.94837,26.60743
9.5,0000 1 Mar 1996,24.41495,21.46848,23.33255,26.53461
10.5,0000 1 Mar 1996,24.60241,22.75035,23.93111,26.44568
1.5,0000 1 Apr 1996,27.38725,22.60442,26.40986,28.42539
2.5,0000 1 Apr 1996,27.24143,21.60743,25.74608,28.62834
3.5,0000 1 Apr 1996,26.54461,20.51847,24.66134,28.48495
4.5,0000 1 Apr 1996,25.64184,19.70213,23.72861,27.98437
5.5,0000 1 Apr 1996,24.8816,19.4261,23.14341,27.34719
6.5,0000 1 Apr 1996,24.54419,19.70586,22.96381,26.92598
7.5,0000 1 Apr 1996,24.52704,20.36296,23.08834,26.79608
8.5,0000 1 Apr 1996,24.67158,21.36284,23.49649,26.82945
9.5,0000 1 Apr 1996,24.91861,22.69395,24.14666,26.88049
10.5,0000 1 Apr 1996,25.35837,24.0125,24.91233,27.03264
1.5,0000 1 May 1996,26.88315,21.04572,25.25512,28.40995
2.5,0000 1 May 1996,26.05031,20.06165,24.10671,28.21365
3.5,0000 1 May 1996,24.9718,19.38487,22.99501,27.65364
4.5,0000 1 May 1996,24.13211,19.216,22.38367,26.96124
5.5,0000 1 May 1996,23.75887,19.54897,22.26798,26.45663
6.5,0000 1 May 1996,23.74513,20.17872,22.45497,26.27392
7.5,0000 1 May 1996,23.97697,21.17027,22.93941,26.30279
8.5,0000 1 May 1996,24.32791,22.51523,23.68175,26.3932
9.5,0000 1 May 1996,24.83797,23.9101,24.55676,26.5451
10.5,0000 1 May 1996,25.52,24.85092,25.42559,26.82856
1.5,0000 1 Jun 1996,25.75584,19.99849,23.87405,27.97686
2.5,0000 1 Jun 1996,24.52088,19.26734,22.6244,27.36991
3.5,0000 1 Jun 1996,23.57445,19.11159,21.91467,26.69592
4.5,0000 1 Jun 1996,23.2674,19.43887,21.82196,26.26102
5.5,0000 1 Jun 1996,23.43419,20.14172,22.15541,26.17557
6.5,0000 1 Jun 1996,23.79044,21.15596,22.75273,26.29963
7.5,0000 1 Jun 1996,24.23257,22.49305,23.58664,26.50344
8.5,0000 1 Jun 1996,24.81345,23.878,24.51708,26.77254
9.5,0000 1 Jun 1996,25.53805,24.85693,25.43494,27.11382
10.5,0000 1 Jun 1996,26.32275,25.08076,26.20304,27.53992
1.5,0000 1 Jul 1996,25.59579,19.68542,23.70338,27.86259
2.5,0000 1 Jul 1996,24.57846,19.4832,22.77106,27.36922
3.5,0000 1 Jul 1996,24.08669,19.69926,22.49045,27.00826
4.5,0000 1 Jul 1996,24.09615,20.31004,22.70214,26.88319
5.5,0000 1 Jul 1996,24.30813,21.28522,23.21374,26.87083
6.5,0000 1 Jul 1996,24.62158,22.5924,23.97008,26.91423
7.5,0000 1 Jul 1996,25.13071,23.97047,24.85092,27.08628
8.5,0000 1 Jul 1996,25.80908,24.93459,25.70756,27.40331
9.5,0000 1 Jul 1996,26.57414,25.12211,26.40906,27.86479
10.5,0000 1 Jul 1996,27.19651,24.60081,26.75112,28.33234
1.5,0000 1 Aug 1996,24.69262,19.17074,22.87217,27.31475
2.5,0000 1 Aug 1996,23.94562,19.52713,22.29812,26.92446
3.5,0000 1 Aug 1996,23.79649,20.20548,22.39247,26.74647
4.5,0000 1 Aug 1996,24.05306,21.18724,22.93596,26.7473
5.5,0000 1 Aug 1996,24.46632,22.45999,23.74401,26.80452
6.5,0000 1 Aug 1996,24.98105,23.79267,24.64106,26.97438
7.5,0000 1 Aug 1996,25.67649,24.76545,25.55583,27.29386
8.5,0000 1 Aug 1996,26.4698,25.00864,26.33309,27.74558
9.5,0000 1 Aug 1996,27.14091,24.57231,26.74554,28.21967
10.5,0000 1 Aug 1996,27.45536,23.70966,26.66015,28.55623
1.5,0000 1 Sep 1996,25.44852,19.57701,23.55415,27.96421
2.5,0000 1 Sep 1996,25.10139,20.31609,23.38941,27.8313
3.5,0000 1 Sep 1996,25.07851,21.29306,23.64394,27.82754
4.5,0000 1 Sep 1996,25.32712,22.53284,24.28531,27.86484
5.5,0000 1 Sep 1996,25.72728,23.83835,25.08632,27.95469
6.5,0000 1 Sep 1996,26.37513,24.79704,25.96365,28.19717
7.5,0000 1 Sep 1996,27.18349,25.09647,26.7608,28.5772
8.5,0000 1 Sep 1996,27.88088,24.84992,27.27233,28.91216
9.5,0000 1 Sep 1996,28.27143,24.28394,27.36667,29.08124
10.5,0000 1 Sep 1996,28.30603,23.56992,27.11535,29.11047
1.5,0000 1 Oct 1996,25.82674,20.28383,24.17053,28.09772
2.5,0000 1 Oct 1996,25.72399,21.25878,24.26866,28.13163
3.5,0000 1 Oct 1996,25.78201,22.35261,24.65277,28.23437
4.5,0000 1 Oct 1996,26.12397,23.52311,25.32225,28.38944
5.5,0000 1 Oct 1996,26.75606,24.37781,26.18821,28.57603
6.5,0000 1 Oct 1996,27.55616,24.76837,27.00584,28.82134
7.5,0000 1 Oct 1996,28.24206,24.6978,27.53063,29.01006
8.5,0000 1 Oct 1996,28.58235,24.38552,27.66398,29.09899
9.5,0000 1 Oct 1996,28.54475,23.92982,27.47513,29.06865
10.5,0000 1 Oct 1996,28.33154,23.50901,27.21504,29.0107
1.5,0000 1 Nov 1996,26.01376,21.14201,24.48982,28.18334
2.5,0000 1 Nov 1996,25.89319,22.3291,24.77154,28.15341
3.5,0000 1 Nov 1996,26.01285,23.3963,25.28363,28.18344
4.5,0000 1 Nov 1996,26.5286,24.04721,26.03073,28.33273
5.5,0000 1 Nov 1996,27.30387,24.28252,26.8028,28.61192
6.5,0000 1 Nov 1996,27.96468,24.19633,27.26865,28.87864
7.5,0000 1 Nov 1996,28.27818,23.90049,27.28143,29.02934
8.5,0000 1 Nov 1996,28.19035,23.35448,26.94306,29.04052
9.5,0000 1 Nov 1996,27.89929,22.7784,26.5694,28.98364
10.5,0000 1 Nov 1996,27.6905,22.4438,26.34929,28.95815
1.5,0000 1 Dec 1996,25.84877,21.90248,24.64894,28.01693
2.5,0000 1 Dec 1996,25.91175,22.95978,25.0818,27.96612
3.5,0000 1 Dec 1996,26.34534,23.53561,25.7069,28.14664
4.5,0000 1 Dec 1996,27.08228,23.61962,26.38404,28.50684
5.5,0000 1 Dec 1996,27.73422,23.36217,26.82681,28.83031
6.5,0000 1 Dec 1996,28.01106,22.97474,26.79507,29.02501
7.5,0000 1 Dec 1996,27.81219,22.42505,26.37953,29.00517
8.5,0000 1 Dec 1996,27.38034,21.88613,25.90152,28.85158
9.5,0000 1 Dec 1996,27.02907,21.60362,25.59881,28.6792
10.5,0000 1 Dec 1996,27.05434,21.73567,25.63008,28.66626
1.5,0000 1 Jan 1997,26.17514,23.41868,25.28922,28.21448
2.5,0000 1 Jan 1997,26.63433,23.90482,25.97772,28.31668
3.5,0000 1 Jan 1997,27.26973,23.62815,26.532,28.63048
4.5,0000 1 Jan 1997,27.84189,22.98225,26.79809,28.97468
5.5,0000 1 Jan 1997,28.054,22.31838,26.66147,29.13376
6.5,0000 1 Jan 1997,27.82286,21.76584,26.19477,29.07145
7.5,0000 1 Jan 1997,27.3093,21.31799,25.66228,28.83268
8.5,0000 1 Jan 1997,26.90653,21.22136,25.36003,28.60645
9.5,0000 1 Jan 1997,26.847,21.5075,25.37933,28.52918
10.5,0000 1 Jan 1997,27.0589,22.09333,25.63294,28.63268
1.5,0000 1 Feb 1997,26.78395,24.5239,26.09413,28.32763
2.5,0000 1 Feb 1997,27.31109,24.24919,26.61166,28.57906
3.5,0000 1 Feb 1997,27.71872,23.30993,26.68851,28.85362
4.5,0000 1 Feb 1997,27.80144,22.08151,26.28949,29.0087
5.5,0000 1 Feb 1997,27.40711,21.08721,25.57388,28.93597
6.5,0000 1 Feb 1997,26.73824,20.42602,24.86761,28.66569
7.5,0000 1 Feb 1997,26.17392,20.26178,24.42539,28.33151
8.5,0000 1 Feb 1997,26.01204,20.5789,24.35732,28.17364
9.5,0000 1 Feb 1997,26.13149,21.28048,24.55631,28.18924
10.5,0000 1 Feb 1997,26.33778,22.30782,24.96358,28.28653
1.5,0000 1 Mar 1997,27.67199,25.01847,27.12663,28.83497
2.5,0000 1 Mar 1997,28.18559,24.48874,27.40718,29.12926
3.5,0000 1 Mar 1997,28.36322,23.59356,27.26761,29.2172
4.5,0000 1 Mar 1997,28.23857,22.69863,26.81226,29.18862
5.5,0000 1 Mar 1997,27.8754,22.05441,26.29446,29.10419
6.5,0000 1 Mar 1997,27.55553,21.74657,25.95564,29.03906
7.5,0000 1 Mar 1997,27.51033,21.87852,25.95953,29.03919
8.5,0000 1 Mar 1997,27.70981,22.45195,26.23882,29.09764
9.5,0000 1 Mar 1997,27.95716,23.4163,26.63758,29.12219
10.5,0000 1 Mar 1997,28.13445,24.51113,27.07297,29.03341
1.5,0000 1 Apr 1997,28.1522,24.1609,27.20243,29.21759
2.5,0000 1 Apr 1997,28.28743,23.36353,27.08053,29.25696
3.5,0000 1 Apr 1997,27.9951,22.53315,26.5111,29.20427
4.5,0000 1 Apr 1997,27.50879,21.77064,25.89738,29.04767
5.5,0000 1 Apr 1997,27.17874,21.42622,25.5799,28.91364
6.5,0000 1 Apr 1997,27.20472,21.61175,25.67872,28.90075
7.5,0000 1 Apr 1997,27.48266,22.29651,26.03213,28.98593
8.5,0000 1 Apr 1997,27.79482,23.3292,26.48117,29.03992
9.5,0000 1 Apr 1997,28.00122,24.48514,26.92254,28.97565
10.5,0000 1 Apr 1997,28.17428,25.44814,27.33545,28.87745
1.5,0000 1 May 1997,28.39106,24.16396,27.43511,29.28662
2.5,0000 1 May 1997,28.27818,23.22846,26.94641,29.25969
3.5,0000 1 May 1997,28.0164,22.44489,26.43601,29.20541
4.5,0000 1 May 1997,27.89873,22.03598,26.22852,29.21172
