M,L,MON,LDC_SST_NCEP_CFSv2
12,6.5,0000 1 Nov 1999,27.68627
13,6.5,0000 1 Nov 1999,26.85816
14,6.5,0000 1 Nov 1999,27.66847
15,6.5,0000 1 Nov 1999,27.1389
16,6.5,0000 1 Nov 1999,26.89799
17,6.5,0000 1 Nov 1999,27.37451
18,6.5,0000 1 Nov 1999,27.37371
19,6.5,0000 1 Nov 1999,27.65466
20,6.5,0000 1 Nov 1999,26.99067
21,6.5,0000 1 Nov 1999,27.09593
22,6.5,0000 1 Nov 1999,27.45417
23,6.5,0000 1 Nov 1999,27.58927
24,6.5,0000 1 Nov 1999,27.54822
25,6.5,0000 1 Nov 1999,27.22011
26,6.5,0000 1 Nov 1999,27.11706
27,6.5,0000 1 Nov 1999,27.35273
28,6.5,0000 1 Nov 1999,27.06591
1,7.5,0000 1 Nov 1999,27.79972
2,7.5,0000 1 Nov 1999,27.92153
3,7.5,0000 1 Nov 1999,27.23936
4,7.5,0000 1 Nov 1999,27.8882
5,7.5,0000 1 Nov 1999,27.31608
6,7.5,0000 1 Nov 1999,28.22106
7,7.5,0000 1 Nov 1999,27.33578
8,7.5,0000 1 Nov 1999,28.71523
9,7.5,0000 1 Nov 1999,26.88778
10,7.5,0000 1 Nov 1999,27.61716
11,7.5,0000 1 Nov 1999,27.86176
12,7.5,0000 1 Nov 1999,27.84906
13,7.5,0000 1 Nov 1999,26.8151
14,7.5,0000 1 Nov 1999,27.70602
15,7.5,0000 1 Nov 1999,27.35714
16,7.5,0000 1 Nov 1999,27.08489
17,7.5,0000 1 Nov 1999,27.40241
18,7.5,0000 1 Nov 1999,27.30557
19,7.5,0000 1 Nov 1999,27.45452
20,7.5,0000 1 Nov 1999,27.20771
21,7.5,0000 1 Nov 1999,27.32889
22,7.5,0000 1 Nov 1999,27.23053
23,7.5,0000 1 Nov 1999,27.58477
24,7.5,0000 1 Nov 1999,27.68397
25,7.5,0000 1 Nov 1999,27.10802
26,7.5,0000 1 Nov 1999,27.10128
27,7.5,0000 1 Nov 1999,27.24395
28,7.5,0000 1 Nov 1999,26.72412
1,8.5,0000 1 Nov 1999,27.31236
2,8.5,0000 1 Nov 1999,27.66674
3,8.5,0000 1 Nov 1999,26.69347
4,8.5,0000 1 Nov 1999,27.49462
5,8.5,0000 1 Nov 1999,27.20684
6,8.5,0000 1 Nov 1999,27.57053
7,8.5,0000 1 Nov 1999,26.42645
8,8.5,0000 1 Nov 1999,28.17882
9,8.5,0000 1 Nov 1999,26.30523
10,8.5,0000 1 Nov 1999,27.21022
11,8.5,0000 1 Nov 1999,27.21535
12,8.5,0000 1 Nov 1999,27.53027
13,8.5,0000 1 Nov 1999,26.32099
14,8.5,0000 1 Nov 1999,27.0371
15,8.5,0000 1 Nov 1999,27.13678
16,8.5,0000 1 Nov 1999,26.65628
17,8.5,0000 1 Nov 1999,26.95516
18,8.5,0000 1 Nov 1999,26.66121
19,8.5,0000 1 Nov 1999,26.69682
20,8.5,0000 1 Nov 1999,26.89419
21,8.5,0000 1 Nov 1999,26.86173
22,8.5,0000 1 Nov 1999,26.45899
23,8.5,0000 1 Nov 1999,26.97525
24,8.5,0000 1 Nov 1999,27.25205
25,8.5,0000 1 Nov 1999,26.49095
26,8.5,0000 1 Nov 1999,26.69936
27,8.5,0000 1 Nov 1999,26.66922
28,8.5,0000 1 Nov 1999,25.9548
1,1.5,0000 1 Dec 1999,24.99993
2,1.5,0000 1 Dec 1999,25.13023
3,1.5,0000 1 Dec 1999,25.18748
4,1.5,0000 1 Dec 1999,25.45353
5,1.5,0000 1 Dec 1999,25.09777
6,1.5,0000 1 Dec 1999,24.95166
7,1.5,0000 1 Dec 1999,24.96837
8,1.5,0000 1 Dec 1999,25.16003
9,1.5,0000 1 Dec 1999,24.7479
10,1.5,0000 1 Dec 1999,25.0207
11,1.5,0000 1 Dec 1999,25.04126
12,1.5,0000 1 Dec 1999,24.66069
13,1.5,0000 1 Dec 1999,25.03356
14,1.5,0000 1 Dec 1999,25.21175
15,1.5,0000 1 Dec 1999,25.22255
16,1.5,0000 1 Dec 1999,25.19316
17,1.5,0000 1 Dec 1999,25.39839
18,1.5,0000 1 Dec 1999,24.96337
19,1.5,0000 1 Dec 1999,25.13515
20,1.5,0000 1 Dec 1999,25.17457
21,1.5,0000 1 Dec 1999,25.36275
22,1.5,0000 1 Dec 1999,25.0717
23,1.5,0000 1 Dec 1999,25.37528
24,1.5,0000 1 Dec 1999,25.25093
1,2.5,0000 1 Dec 1999,24.96032
2,2.5,0000 1 Dec 1999,25.34737
3,2.5,0000 1 Dec 1999,25.19318
4,2.5,0000 1 Dec 1999,25.57585
5,2.5,0000 1 Dec 1999,25.43536
6,2.5,0000 1 Dec 1999,25.11032
7,2.5,0000 1 Dec 1999,25.27497
8,2.5,0000 1 Dec 1999,25.31259
9,2.5,0000 1 Dec 1999,24.75423
10,2.5,0000 1 Dec 1999,25.34077
11,2.5,0000 1 Dec 1999,25.27601
12,2.5,0000 1 Dec 1999,24.79385
13,2.5,0000 1 Dec 1999,25.21379
14,2.5,0000 1 Dec 1999,25.46035
15,2.5,0000 1 Dec 1999,25.54877
16,2.5,0000 1 Dec 1999,25.52981
17,2.5,0000 1 Dec 1999,25.81745
18,2.5,0000 1 Dec 1999,25.08087
19,2.5,0000 1 Dec 1999,25.21973
20,2.5,0000 1 Dec 1999,25.56434
21,2.5,0000 1 Dec 1999,25.71368
22,2.5,0000 1 Dec 1999,25.00557
23,2.5,0000 1 Dec 1999,25.55157
24,2.5,0000 1 Dec 1999,25.30065
1,3.5,0000 1 Dec 1999,25.40679
2,3.5,0000 1 Dec 1999,25.7562
3,3.5,0000 1 Dec 1999,25.54977
4,3.5,0000 1 Dec 1999,25.88867
5,3.5,0000 1 Dec 1999,26.12301
6,3.5,0000 1 Dec 1999,25.49952
7,3.5,0000 1 Dec 1999,25.86259
8,3.5,0000 1 Dec 1999,25.63698
9,3.5,0000 1 Dec 1999,25.17991
10,3.5,0000 1 Dec 1999,25.97525
11,3.5,0000 1 Dec 1999,25.89605
12,3.5,0000 1 Dec 1999,25.44032
13,3.5,0000 1 Dec 1999,25.76493
14,3.5,0000 1 Dec 1999,26.01422
15,3.5,0000 1 Dec 1999,26.0992
16,3.5,0000 1 Dec 1999,26.19978
17,3.5,0000 1 Dec 1999,26.35863
18,3.5,0000 1 Dec 1999,25.43969
19,3.5,0000 1 Dec 1999,25.53074
20,3.5,0000 1 Dec 1999,26.27034
21,3.5,0000 1 Dec 1999,26.3356
22,3.5,0000 1 Dec 1999,25.32588
23,3.5,0000 1 Dec 1999,25.90359
24,3.5,0000 1 Dec 1999,25.62462
1,4.5,0000 1 Dec 1999,26.21947
2,4.5,0000 1 Dec 1999,26.37014
3,4.5,0000 1 Dec 1999,26.15126
4,4.5,0000 1 Dec 1999,26.45864
5,4.5,0000 1 Dec 1999,26.94404
6,4.5,0000 1 Dec 1999,26.1259
7,4.5,0000 1 Dec 1999,26.57784
8,4.5,0000 1 Dec 1999,26.13663
9,4.5,0000 1 Dec 1999,26.01834
10,4.5,0000 1 Dec 1999,26.67981
11,4.5,0000 1 Dec 1999,26.71322
12,4.5,0000 1 Dec 1999,26.33605
13,4.5,0000 1 Dec 1999,26.6507
14,4.5,0000 1 Dec 1999,26.7644
15,4.5,0000 1 Dec 1999,26.80918
16,4.5,0000 1 Dec 1999,27.02752
17,4.5,0000 1 Dec 1999,26.94009
18,4.5,0000 1 Dec 1999,26.07457
19,4.5,0000 1 Dec 1999,26.11194
20,4.5,0000 1 Dec 1999,27.11551
21,4.5,0000 1 Dec 1999,27.16177
22,4.5,0000 1 Dec 1999,26.04896
23,4.5,0000 1 Dec 1999,26.4862
24,4.5,0000 1 Dec 1999,26.51162
1,5.5,0000 1 Dec 1999,26.9465
2,5.5,0000 1 Dec 1999,26.85527
3,5.5,0000 1 Dec 1999,26.68133
4,5.5,0000 1 Dec 1999,27.08762
5,5.5,0000 1 Dec 1999,27.42003
6,5.5,0000 1 Dec 1999,26.60994
7,5.5,0000 1 Dec 1999,27.07889
8,5.5,0000 1 Dec 1999,26.67186
9,5.5,0000 1 Dec 1999,26.70714
10,5.5,0000 1 Dec 1999,27.04684
11,5.5,0000 1 Dec 1999,27.39443
12,5.5,0000 1 Dec 1999,26.85124
13,5.5,0000 1 Dec 1999,27.34956
14,5.5,0000 1 Dec 1999,27.46197
15,5.5,0000 1 Dec 1999,27.42594
16,5.5,0000 1 Dec 1999,27.7556
17,5.5,0000 1 Dec 1999,27.26027
18,5.5,0000 1 Dec 1999,26.54451
19,5.5,0000 1 Dec 1999,26.69476
20,5.5,0000 1 Dec 1999,27.72329
21,5.5,0000 1 Dec 1999,27.81948
22,5.5,0000 1 Dec 1999,26.82454
23,5.5,0000 1 Dec 1999,26.92172
24,5.5,0000 1 Dec 1999,27.36575
1,6.5,0000 1 Dec 1999,27.24001
2,6.5,0000 1 Dec 1999,27.13155
3,6.5,0000 1 Dec 1999,26.76426
4,6.5,0000 1 Dec 1999,27.32176
5,6.5,0000 1 Dec 1999,27.42257
6,6.5,0000 1 Dec 1999,26.6931
7,6.5,0000 1 Dec 1999,27.20233
8,6.5,0000 1 Dec 1999,26.98856
9,6.5,0000 1 Dec 1999,26.86548
10,6.5,0000 1 Dec 1999,26.94032
11,6.5,0000 1 Dec 1999,27.53633
12,6.5,0000 1 Dec 1999,26.76582
13,6.5,0000 1 Dec 1999,27.60542
14,6.5,0000 1 Dec 1999,27.63806
15,6.5,0000 1 Dec 1999,27.67419
16,6.5,0000 1 Dec 1999,27.85693
17,6.5,0000 1 Dec 1999,27.14818
18,6.5,0000 1 Dec 1999,26.63807
19,6.5,0000 1 Dec 1999,26.97286
20,6.5,0000 1 Dec 1999,27.67438
21,6.5,0000 1 Dec 1999,28.12391
22,6.5,0000 1 Dec 1999,27.0611
23,6.5,0000 1 Dec 1999,26.86545
24,6.5,0000 1 Dec 1999,27.57212
1,7.5,0000 1 Dec 1999,27.02783
2,7.5,0000 1 Dec 1999,26.84015
3,7.5,0000 1 Dec 1999,26.47916
4,7.5,0000 1 Dec 1999,26.99476
5,7.5,0000 1 Dec 1999,26.96546
6,7.5,0000 1 Dec 1999,26.0187
7,7.5,0000 1 Dec 1999,26.8166
8,7.5,0000 1 Dec 1999,26.8124
9,7.5,0000 1 Dec 1999,26.40051
10,7.5,0000 1 Dec 1999,26.25596
11,7.5,0000 1 Dec 1999,27.12966
12,7.5,0000 1 Dec 1999,26.15611
13,7.5,0000 1 Dec 1999,27.22824
14,7.5,0000 1 Dec 1999,27.193
15,7.5,0000 1 Dec 1999,27.33466
16,7.5,0000 1 Dec 1999,27.32956
17,7.5,0000 1 Dec 1999,26.5824
18,7.5,0000 1 Dec 1999,26.33939
19,7.5,0000 1 Dec 1999,26.57143
20,7.5,0000 1 Dec 1999,27.00642
21,7.5,0000 1 Dec 1999,28.00071
22,7.5,0000 1 Dec 1999,26.75342
23,7.5,0000 1 Dec 1999,26.42055
24,7.5,0000 1 Dec 1999,26.93987
1,8.5,0000 1 Dec 1999,26.46936
2,8.5,0000 1 Dec 1999,26.28964
3,8.5,0000 1 Dec 1999,26.06981
4,8.5,0000 1 Dec 1999,26.505
5,8.5,0000 1 Dec 1999,26.46823
6,8.5,0000 1 Dec 1999,25.27986
7,8.5,0000 1 Dec 1999,26.31306
8,8.5,0000 1 Dec 1999,26.45592
9,8.5,0000 1 Dec 1999,25.81845
10,8.5,0000 1 Dec 1999,25.47738
11,8.5,0000 1 Dec 1999,26.53349
12,8.5,0000 1 Dec 1999,25.42841
13,8.5,0000 1 Dec 1999,26.63812
14,8.5,0000 1 Dec 1999,26.51149
15,8.5,0000 1 Dec 1999,26.64756
16,8.5,0000 1 Dec 1999,26.48385
17,8.5,0000 1 Dec 1999,25.85119
18,8.5,0000 1 Dec 1999,25.81054
19,8.5,0000 1 Dec 1999,25.98409
20,8.5,0000 1 Dec 1999,26.16926
21,8.5,0000 1 Dec 1999,27.62293
22,8.5,0000 1 Dec 1999,26.23113
23,8.5,0000 1 Dec 1999,25.86438
24,8.5,0000 1 Dec 1999,26.16462
1,1.5,0000 1 Jan 2000,25.52332
2,1.5,0000 1 Jan 2000,25.38213
3,1.5,0000 1 Jan 2000,25.43792
4,1.5,0000 1 Jan 2000,25.36776
5,1.5,0000 1 Jan 2000,25.51097
6,1.5,0000 1 Jan 2000,25.40208
7,1.5,0000 1 Jan 2000,25.31704
8,1.5,0000 1 Jan 2000,25.55942
9,1.5,0000 1 Jan 2000,25.65412
10,1.5,0000 1 Jan 2000,25.59604
11,1.5,0000 1 Jan 2000,25.30618
12,1.5,0000 1 Jan 2000,25.63262
13,1.5,0000 1 Jan 2000,25.71867
14,1.5,0000 1 Jan 2000,25.71293
15,1.5,0000 1 Jan 2000,25.71206
16,1.5,0000 1 Jan 2000,25.55438
17,1.5,0000 1 Jan 2000,25.31733
18,1.5,0000 1 Jan 2000,25.57286
19,1.5,0000 1 Jan 2000,25.50482
20,1.5,0000 1 Jan 2000,25.4533
21,1.5,0000 1 Jan 2000,25.37258
22,1.5,0000 1 Jan 2000,25.40491
23,1.5,0000 1 Jan 2000,25.52791
24,1.5,0000 1 Jan 2000,25.64224
1,2.5,0000 1 Jan 2000,26.19786
2,2.5,0000 1 Jan 2000,25.68105
3,2.5,0000 1 Jan 2000,25.76734
4,2.5,0000 1 Jan 2000,25.68225
5,2.5,0000 1 Jan 2000,26.05783
6,2.5,0000 1 Jan 2000,25.88873
7,2.5,0000 1 Jan 2000,25.72117
8,2.5,0000 1 Jan 2000,25.95515
9,2.5,0000 1 Jan 2000,25.98511
10,2.5,0000 1 Jan 2000,26.09637
11,2.5,0000 1 Jan 2000,25.70279
12,2.5,0000 1 Jan 2000,26.2073
13,2.5,0000 1 Jan 2000,26.21638
14,2.5,0000 1 Jan 2000,26.23548
15,2.5,0000 1 Jan 2000,26.26331
16,2.5,0000 1 Jan 2000,25.99797
17,2.5,0000 1 Jan 2000,25.623
18,2.5,0000 1 Jan 2000,25.99626
19,2.5,0000 1 Jan 2000,26.07926
20,2.5,0000 1 Jan 2000,25.75686
21,2.5,0000 1 Jan 2000,25.82705
22,2.5,0000 1 Jan 2000,25.83981
23,2.5,0000 1 Jan 2000,26.03097
24,2.5,0000 1 Jan 2000,26.34021
1,3.5,0000 1 Jan 2000,27.03943
2,3.5,0000 1 Jan 2000,26.17403
3,3.5,0000 1 Jan 2000,26.3784
4,3.5,0000 1 Jan 2000,26.26738
5,3.5,0000 1 Jan 2000,26.93431
6,3.5,0000 1 Jan 2000,26.61687
7,3.5,0000 1 Jan 2000,26.41223
8,3.5,0000 1 Jan 2000,26.53073
9,3.5,0000 1 Jan 2000,26.43874
10,3.5,0000 1 Jan 2000,26.78843
11,3.5,0000 1 Jan 2000,26.57672
12,3.5,0000 1 Jan 2000,27.14833
13,3.5,0000 1 Jan 2000,26.87539
14,3.5,0000 1 Jan 2000,27.00788
15,3.5,0000 1 Jan 2000,27.01531
16,3.5,0000 1 Jan 2000,26.60179
17,3.5,0000 1 Jan 2000,26.20731
18,3.5,0000 1 Jan 2000,26.58906
19,3.5,0000 1 Jan 2000,26.80062
20,3.5,0000 1 Jan 2000,26.26049
21,3.5,0000 1 Jan 2000,26.53271
22,3.5,0000 1 Jan 2000,26.44239
23,3.5,0000 1 Jan 2000,26.68372
24,3.5,0000 1 Jan 2000,27.20311
1,4.5,0000 1 Jan 2000,27.37582
2,4.5,0000 1 Jan 2000,26.56391
3,4.5,0000 1 Jan 2000,26.91628
4,4.5,0000 1 Jan 2000,26.81965
5,4.5,0000 1 Jan 2000,27.56672
6,4.5,0000 1 Jan 2000,27.05338
7,4.5,0000 1 Jan 2000,26.88603
8,4.5,0000 1 Jan 2000,26.96194
9,4.5,0000 1 Jan 2000,26.83679
10,4.5,0000 1 Jan 2000,27.28329
11,4.5,0000 1 Jan 2000,27.36456
12,4.5,0000 1 Jan 2000,27.8781
13,4.5,0000 1 Jan 2000,27.22637
14,4.5,0000 1 Jan 2000,27.54375
15,4.5,0000 1 Jan 2000,27.6372
16,4.5,0000 1 Jan 2000,27.14949
17,4.5,0000 1 Jan 2000,26.76609
18,4.5,0000 1 Jan 2000,27.04979
19,4.5,0000 1 Jan 2000,27.29033
20,4.5,0000 1 Jan 2000,26.68273
21,4.5,0000 1 Jan 2000,27.08776
22,4.5,0000 1 Jan 2000,26.94512
23,4.5,0000 1 Jan 2000,27.24942
24,4.5,0000 1 Jan 2000,27.84241
1,5.5,0000 1 Jan 2000,26.92518
2,5.5,0000 1 Jan 2000,26.62319
3,5.5,0000 1 Jan 2000,27.01299
4,5.5,0000 1 Jan 2000,27.00934
5,5.5,0000 1 Jan 2000,27.70343
6,5.5,0000 1 Jan 2000,26.92494
7,5.5,0000 1 Jan 2000,26.91852
8,5.5,0000 1 Jan 2000,26.88807
9,5.5,0000 1 Jan 2000,26.87314
10,5.5,0000 1 Jan 2000,27.22095
11,5.5,0000 1 Jan 2000,27.61167
12,5.5,0000 1 Jan 2000,27.90456
13,5.5,0000 1 Jan 2000,27.10338
14,5.5,0000 1 Jan 2000,27.62625
15,5.5,0000 1 Jan 2000,27.71238
16,5.5,0000 1 Jan 2000,27.25643
17,5.5,0000 1 Jan 2000,26.95149
18,5.5,0000 1 Jan 2000,27.18956
19,5.5,0000 1 Jan 2000,27.36174
20,5.5,0000 1 Jan 2000,26.73538
21,5.5,0000 1 Jan 2000,27.3237
22,5.5,0000 1 Jan 2000,27.02267
23,5.5,0000 1 Jan 2000,27.31931
24,5.5,0000 1 Jan 2000,27.91628
1,6.5,0000 1 Jan 2000,25.84723
2,6.5,0000 1 Jan 2000,26.29468
3,6.5,0000 1 Jan 2000,26.55018
4,6.5,0000 1 Jan 2000,26.5167
5,6.5,0000 1 Jan 2000,27.34192
6,6.5,0000 1 Jan 2000,26.33391
7,6.5,0000 1 Jan 2000,26.43354
8,6.5,0000 1 Jan 2000,26.23225
9,6.5,0000 1 Jan 2000,26.46866
10,6.5,0000 1 Jan 2000,26.51467
11,6.5,0000 1 Jan 2000,27.34003
12,6.5,0000 1 Jan 2000,27.17275
13,6.5,0000 1 Jan 2000,26.51035
14,6.5,0000 1 Jan 2000,27.25525
15,6.5,0000 1 Jan 2000,27.12609
16,6.5,0000 1 Jan 2000,26.9737
17,6.5,0000 1 Jan 2000,26.60199
18,6.5,0000 1 Jan 2000,26.88241
19,6.5,0000 1 Jan 2000,26.90831
20,6.5,0000 1 Jan 2000,26.23634
21,6.5,0000 1 Jan 2000,27.00187
22,6.5,0000 1 Jan 2000,26.54883
23,6.5,0000 1 Jan 2000,26.85779
24,6.5,0000 1 Jan 2000,27.29816
1,7.5,0000 1 Jan 2000,24.6969
2,7.5,0000 1 Jan 2000,25.86382
3,7.5,0000 1 Jan 2000,26.06495
4,7.5,0000 1 Jan 2000,25.70513
5,7.5,0000 1 Jan 2000,26.83298
6,7.5,0000 1 Jan 2000,25.72397
7,7.5,0000 1 Jan 2000,25.90342
8,7.5,0000 1 Jan 2000,25.58055
9,7.5,0000 1 Jan 2000,25.93339
10,7.5,0000 1 Jan 2000,25.76712
11,7.5,0000 1 Jan 2000,27.04147
12,7.5,0000 1 Jan 2000,26.59964
13,7.5,0000 1 Jan 2000,25.84048
14,7.5,0000 1 Jan 2000,26.8272
15,7.5,0000 1 Jan 2000,26.34653
16,7.5,0000 1 Jan 2000,26.4933
17,7.5,0000 1 Jan 2000,26.20102
18,7.5,0000 1 Jan 2000,26.51084
19,7.5,0000 1 Jan 2000,26.30934
20,7.5,0000 1 Jan 2000,25.7154
21,7.5,0000 1 Jan 2000,26.61889
22,7.5,0000 1 Jan 2000,25.93829
23,7.5,0000 1 Jan 2000,26.37082
24,7.5,0000 1 Jan 2000,26.66966
1,8.5,0000 1 Jan 2000,23.86005
2,8.5,0000 1 Jan 2000,25.6068
3,8.5,0000 1 Jan 2000,25.72122
4,8.5,0000 1 Jan 2000,24.94961
5,8.5,0000 1 Jan 2000,26.73131
6,8.5,0000 1 Jan 2000,25.2231
7,8.5,0000 1 Jan 2000,25.50606
8,8.5,0000 1 Jan 2000,25.25353
9,8.5,0000 1 Jan 2000,25.58362
10,8.5,0000 1 Jan 2000,25.43101
11,8.5,0000 1 Jan 2000,26.91848
12,8.5,0000 1 Jan 2000,26.34215
13,8.5,0000 1 Jan 2000,25.43915
14,8.5,0000 1 Jan 2000,26.77192
15,8.5,0000 1 Jan 2000,25.80955
16,8.5,0000 1 Jan 2000,26.23968
17,8.5,0000 1 Jan 2000,25.89893
18,8.5,0000 1 Jan 2000,26.34464
19,8.5,0000 1 Jan 2000,25.80181
20,8.5,0000 1 Jan 2000,25.30611
21,8.5,0000 1 Jan 2000,26.49778
22,8.5,0000 1 Jan 2000,25.76035
23,8.5,0000 1 Jan 2000,26.18365
24,8.5,0000 1 Jan 2000,26.42267
1,1.5,0000 1 Feb 2000,25.51157
2,1.5,0000 1 Feb 2000,26.08729
3,1.5,0000 1 Feb 2000,25.74353
4,1.5,0000 1 Feb 2000,25.77758
5,1.5,0000 1 Feb 2000,25.95895
6,1.5,0000 1 Feb 2000,25.9314
7,1.5,0000 1 Feb 2000,26.30453
8,1.5,0000 1 Feb 2000,26.18016
9,1.5,0000 1 Feb 2000,26.19581
10,1.5,0000 1 Feb 2000,26.1988
11,1.5,0000 1 Feb 2000,26.19432
12,1.5,0000 1 Feb 2000,26.0429
13,1.5,0000 1 Feb 2000,26.22054
14,1.5,0000 1 Feb 2000,26.06452
15,1.5,0000 1 Feb 2000,26.26359
16,1.5,0000 1 Feb 2000,26.27998
17,1.5,0000 1 Feb 2000,25.91693
18,1.5,0000 1 Feb 2000,26.12057
19,1.5,0000 1 Feb 2000,26.10277
20,1.5,0000 1 Feb 2000,26.12265
21,1.5,0000 1 Feb 2000,26.06737
22,1.5,0000 1 Feb 2000,25.90135
23,1.5,0000 1 Feb 2000,26.19875
24,1.5,0000 1 Feb 2000,26.04467
1,2.5,0000 1 Feb 2000,26.16858
2,2.5,0000 1 Feb 2000,26.76172
3,2.5,0000 1 Feb 2000,26.48105
4,2.5,0000 1 Feb 2000,26.43957
5,2.5,0000 1 Feb 2000,26.72104
6,2.5,0000 1 Feb 2000,26.69205
7,2.5,0000 1 Feb 2000,27.28052
8,2.5,0000 1 Feb 2000,27.03816
9,2.5,0000 1 Feb 2000,26.97744
10,2.5,0000 1 Feb 2000,27.01637
11,2.5,0000 1 Feb 2000,26.99026
12,2.5,0000 1 Feb 2000,26.64404
13,2.5,0000 1 Feb 2000,27.06414
14,2.5,0000 1 Feb 2000,26.8818
15,2.5,0000 1 Feb 2000,27.07415
16,2.5,0000 1 Feb 2000,27.08594
17,2.5,0000 1 Feb 2000,26.6364
18,2.5,0000 1 Feb 2000,26.93481
19,2.5,0000 1 Feb 2000,26.98642
20,2.5,0000 1 Feb 2000,26.8418
21,2.5,0000 1 Feb 2000,26.69005
22,2.5,0000 1 Feb 2000,26.38129
23,2.5,0000 1 Feb 2000,26.9206
24,2.5,0000 1 Feb 2000,26.74158
1,3.5,0000 1 Feb 2000,26.7258
2,3.5,0000 1 Feb 2000,27.31449
3,3.5,0000 1 Feb 2000,27.13805
4,3.5,0000 1 Feb 2000,26.94848
5,3.5,0000 1 Feb 2000,27.20348
6,3.5,0000 1 Feb 2000,27.1699
7,3.5,0000 1 Feb 2000,27.92187
8,3.5,0000 1 Feb 2000,27.68269
9,3.5,0000 1 Feb 2000,27.37952
10,3.5,0000 1 Feb 2000,27.52155
11,3.5,0000 1 Feb 2000,27.53616
12,3.5,0000 1 Feb 2000,27.03178
13,3.5,0000 1 Feb 2000,27.64438
14,3.5,0000 1 Feb 2000,27.56391
15,3.5,0000 1 Feb 2000,27.59966
16,3.5,0000 1 Feb 2000,27.55931
17,3.5,0000 1 Feb 2000,27.19587
18,3.5,0000 1 Feb 2000,27.54844
19,3.5,0000 1 Feb 2000,27.69424
20,3.5,0000 1 Feb 2000,27.35117
21,3.5,0000 1 Feb 2000,27.10662
22,3.5,0000 1 Feb 2000,26.70474
23,3.5,0000 1 Feb 2000,27.41356
24,3.5,0000 1 Feb 2000,27.3604
1,4.5,0000 1 Feb 2000,26.79696
2,4.5,0000 1 Feb 2000,27.61587
3,4.5,0000 1 Feb 2000,27.3792
4,4.5,0000 1 Feb 2000,27.06998
5,4.5,0000 1 Feb 2000,27.21909
6,4.5,0000 1 Feb 2000,27.16521
7,4.5,0000 1 Feb 2000,27.83603
8,4.5,0000 1 Feb 2000,27.9156
9,4.5,0000 1 Feb 2000,27.18651
10,4.5,0000 1 Feb 2000,27.35074
11,4.5,0000 1 Feb 2000,27.41801
12,4.5,0000 1 Feb 2000,27.01244
13,4.5,0000 1 Feb 2000,27.54366
14,4.5,0000 1 Feb 2000,27.64054
15,4.5,0000 1 Feb 2000,27.69473
16,4.5,0000 1 Feb 2000,27.46971
17,4.5,0000 1 Feb 2000,27.35753
18,4.5,0000 1 Feb 2000,27.75968
19,4.5,0000 1 Feb 2000,28.03298
20,4.5,0000 1 Feb 2000,27.36158
21,4.5,0000 1 Feb 2000,27.10606
22,4.5,0000 1 Feb 2000,26.81079
23,4.5,0000 1 Feb 2000,27.31456
24,4.5,0000 1 Feb 2000,27.58326
1,5.5,0000 1 Feb 2000,26.22598
2,5.5,0000 1 Feb 2000,27.45752
3,5.5,0000 1 Feb 2000,27.1394
4,5.5,0000 1 Feb 2000,26.56029
5,5.5,0000 1 Feb 2000,26.62461
6,5.5,0000 1 Feb 2000,26.6136
7,5.5,0000 1 Feb 2000,27.12363
8,5.5,0000 1 Feb 2000,27.74771
9,5.5,0000 1 Feb 2000,26.4464
10,5.5,0000 1 Feb 2000,26.59296
11,5.5,0000 1 Feb 2000,26.89313
12,5.5,0000 1 Feb 2000,26.45264
13,5.5,0000 1 Feb 2000,26.96015
14,5.5,0000 1 Feb 2000,27.22332
15,5.5,0000 1 Feb 2000,27.21952
16,5.5,0000 1 Feb 2000,26.90363
17,5.5,0000 1 Feb 2000,26.99877
18,5.5,0000 1 Feb 2000,27.33843
19,5.5,0000 1 Feb 2000,27.64702
20,5.5,0000 1 Feb 2000,26.88077
21,5.5,0000 1 Feb 2000,26.73693
22,5.5,0000 1 Feb 2000,26.45252
23,5.5,0000 1 Feb 2000,26.87014
24,5.5,0000 1 Feb 2000,27.20822
1,6.5,0000 1 Feb 2000,25.6619
2,6.5,0000 1 Feb 2000,27.11669
3,6.5,0000 1 Feb 2000,26.69388
4,6.5,0000 1 Feb 2000,26.03082
5,6.5,0000 1 Feb 2000,26.02529
6,6.5,0000 1 Feb 2000,26.0787
7,6.5,0000 1 Feb 2000,26.47826
8,6.5,0000 1 Feb 2000,27.48
9,6.5,0000 1 Feb 2000,25.79295
10,6.5,0000 1 Feb 2000,25.92866
11,6.5,0000 1 Feb 2000,26.38596
12,6.5,0000 1 Feb 2000,26.02266
13,6.5,0000 1 Feb 2000,26.25137
14,6.5,0000 1 Feb 2000,26.80033
15,6.5,0000 1 Feb 2000,26.61717
16,6.5,0000 1 Feb 2000,26.29988
17,6.5,0000 1 Feb 2000,26.6363
18,6.5,0000 1 Feb 2000,26.76812
19,6.5,0000 1 Feb 2000,27.05675
20,6.5,0000 1 Feb 2000,26.26239
21,6.5,0000 1 Feb 2000,26.17476
22,6.5,0000 1 Feb 2000,26.00077
23,6.5,0000 1 Feb 2000,26.29874
24,6.5,0000 1 Feb 2000,26.59126
1,7.5,0000 1 Feb 2000,25.43028
2,7.5,0000 1 Feb 2000,27.0216
3,7.5,0000 1 Feb 2000,26.31779
4,7.5,0000 1 Feb 2000,25.61031
5,7.5,0000 1 Feb 2000,25.62901
6,7.5,0000 1 Feb 2000,25.65952
